energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-2.98049025,1.25377908,0.00219494,0.00424625,0.00557486,0.06409754,0.66048029,0.48339696,0.16378421,0.44247440
-2.97448724,1.28517729,0.00215143,0.00462934,0.00566056,0.06650335,0.68244357,0.49481196,0.16734436,0.45465472
-2.96848424,1.32074475,0.00211019,0.00506091,0.00575067,0.06930112,0.70737913,0.50774502,0.17153654,0.46835546
-2.96248124,1.36111403,0.00207235,0.00554312,0.00584770,0.07252776,0.73581541,0.52251333,0.17645787,0.48363647
-2.95647824,1.40682720,0.00203878,0.00607773,0.00595387,0.07621772,0.76823448,0.53940571,0.18219116,0.50051461
-2.95047524,1.45831102,0.00201004,0.00666600,0.00607096,0.08040214,0.80505266,0.55867105,0.18880136,0.51895946
-2.94447224,1.51585611,0.00198634,0.00730862,0.00620026,0.08510824,0.84660236,0.58050770,0.19633260,0.53889120
-2.93846923,1.57960076,0.00196761,0.00800562,0.00634247,0.09035871,0.89311568,0.60505453,0.20480581,0.56018080
-2.93246623,1.64951990,0.00195345,0.00875631,0.00649773,0.09617129,0.94471046,0.63238368,0.21421703,0.58265246
-2.92646323,1.72541954,0.00194319,0.00955926,0.00666553,0.10255843,1.00137927,0.66249533,0.22453660,0.60608804
-2.92046023,1.80693667,0.00193591,0.01041222,0.00684477,0.10952692,1.06298173,0.69531470,0.23570895,0.63023343
-2.91445723,1.89354431,0.00193052,0.01131214,0.00703376,0.11707755,1.12924048,0.73069118,0.24765326,0.65480615
-2.90845423,1.98456126,0.00192579,0.01225513,0.00723034,0.12520464,1.19974085,0.76839960,0.26026477,0.67950406
-2.90245123,2.07916597,0.00192043,0.01323644,0.00743190,0.13389558,1.27393455,0.80814360,0.27341677,0.70401438
-2.89644822,2.17641365,0.00191313,0.01425051,0.00763547,0.14313007,1.35114688,0.84956069,0.28696305,0.72802275
-2.89044522,2.27525581,0.00190263,0.01529095,0.00783787,0.15287936,1.43058770,0.89222907,0.30074093,0.75122161
-2.88444222,2.37456153,0.00188778,0.01635053,0.00803578,0.16310530,1.51136548,0.93567562,0.31457459,0.77331770
-2.87843922,2.47313940,0.00186758,0.01742126,0.00822583,0.17375927,1.59250430,0.97938507,0.32827859,0.79403821
-2.87243622,2.56975977,0.00184122,0.01849439,0.00840476,0.18478117,1.67296322,1.02280983,0.34166167,0.81313531
-2.86643322,2.66317647,0.00180811,0.01956046,0.00856942,0.19609840,1.75165751,1.06538041,0.35453051,0.83038915
-2.86043022,2.75214776,0.00176791,0.02060936,0.00871692,0.20762506,1.82748114,1.10651613,0.36669347,0.84560910
-2.85442721,2.83545618,0.00172051,0.02163039,0.00884465,0.21926137,1.89933011,1.14563587,0.37796425,0.85863361
-2.84842421,2.91192721,0.00166605,0.02261240,0.00895034,0.23089358,1.96612578,1.18216875,0.38816541,0.86932877
-2.84242121,2.98044675,0.00160491,0.02354389,0.00903207,0.24239437,2.02683795,1.21556464,0.39713158,0.87758593
-2.83641821,3.03997749,0.00153765,0.02441315,0.00908833,0.25362383,2.08050678,1.24530425,0.40471246,0.88331886
-2.83041521,3.08957424,0.00146502,0.02520846,0.00911794,0.26443119,2.12626338,1.27090882,0.41077556,0.88646074
-2.82441221,3.12839849,0.00138791,0.02591831,0.00912011,0.27465724,2.16334838,1.29194924,0.41520850,0.88696132
-2.81840920,3.15573204,0.00130730,0.02653160,0.00909440,0.28413746,2.19112808,1.30805448,0.41792107,0.88478480
-2.81240620,3.17098986,0.00122426,0.02703794,0.00904066,0.29270584,2.20910800,1.31891926,0.41884678,0.87990840
-2.80640320,3.17373201,0.00113983,0.02742788,0.00895905,0.30019919,2.21694321,1.32431076,0.41794415,0.87232203
-2.80040020,3.16367435,0.00105510,0.02769322,0.00884997,0.30646194,2.21444554,1.32407419,0.41519745,0.86202895
-2.79439720,3.14069762,0.00097105,0.02782727,0.00871409,0.31135102,2.20158725,1.31813711,0.41061709,0.84904746
-2.78839420,3.10485465,0.00088863,0.02782507,0.00855226,0.31474092,2.17850121,1.30651228,0.40423945,0.83341341
-2.78239120,3.05637496,0.00080867,0.02768366,0.00836555,0.31652831,2.14547751,1.28929880,0.39612637,0.81518335
-2.77638819,2.99566637,0.00073188,0.02740224,0.00815520,0.31663634,2.10295660,1.26668152,0.38636405,0.79443791
-2.77038519,2.92331312,0.00065887,0.02698230,0.00792264,0.31501814,2.05151906,1.23892845,0.37506157,0.77128517
-2.76438219,2.84007005,0.00059009,0.02642767,0.00766947,0.31165949,1.99187235,1.20638619,0.36234888,0.74586368
-2.75837919,2.74685270,0.00052589,0.02574455,0.00739748,0.30658040,1.92483470,1.16947343,0.34837443,0.71834465
-2.75237619,2.64472318,0.00046648,0.02494140,0.00710863,0.29983555,1.85131671,1.12867246,0.33330238,0.68893325
-2.74637319,2.53487199,0.00041196,0.02402885,0.00680506,0.29151354,1.77230104,1.08451908,0.31730956,0.65786871
-2.74037019,2.41859614,0.00036234,0.02301944,0.00648909,0.28173495,1.68882079,1.03759092,0.30058211,0.62542307
-2.73436718,2.29727427,0.00031753,0.02192739,0.00616320,0.27064930,1.60193719,0.98849482,0.28331196,0.59189869
-2.72836418,2.17233936,0.00027738,0.02076829,0.00583004,0.25843112,1.51271716,0.93785338,0.26569338,0.55762449
-2.72236118,2.04525027,0.00024168,0.01955877,0.00549240,0.24527509,1.42221152,0.88629140,0.24791938,0.52295114
-2.71635818,1.91746286,0.00021020,0.01831611,0.00515319,0.23139085,1.33143442,0.83442258,0.23017840,0.48824544
-2.71035518,1.79040202,0.00018266,0.01705793,0.00481542,0.21699730,1.24134456,0.78283697,0.21265121,0.45388417
-2.70435218,1.66543560,0.00015878,0.01580184,0.00448218,0.20231693,1.15282881,0.73208978,0.19550809,0.42024766
-2.69834917,1.54385122,0.00013829,0.01456510,0.00415656,0.18757035,1.06668869,0.68269166,0.17890650,0.38771354
-2.69234617,1.42683672,0.00012091,0.01336444,0.00384170,0.17297119,0.98362992,0.63510121,0.16298919,0.35665073
-2.68634317,1.31546499,0.00010640,0.01221577,0.00354066,0.15872151,0.90425543,0.58971950,0.14788283,0.32741412
-2.68034017,1.21068346,0.00009452,0.01113409,0.00325646,0.14500808,0.82906173,0.54688704,0.13369712,0.30033995
-2.67433717,1.11330821,0.00008507,0.01013337,0.00299202,0.13199928,0.75843862,0.50688302,0.12052453,0.27574212
-2.66833417,1.02402284,0.00007787,0.00922656,0.00275014,0.11984301,0.69267213,0.46992674,0.10844043,0.25390926
-2.66233117,0.94338126,0.00007276,0.00842559,0.00253347,0.10866532,0.63195011,0.43618097,0.09750367,0.23510272
-2.65632816,0.87181409,0.00006961,0.00774145,0.00234450,0.09856989,0.57637025,0.40575687,0.08775759,0.21955517
-2.65032516,0.80963759,0.00006833,0.00718431,0.00218555,0.08963813,0.52594991,0.37872017,0.07923121,0.20746972
-2.64432216,0.75706435,0.00006881,0.00676361,0.00205874,0.08192991,0.48063712,0.35509800,0.07194073,0.19901932
-2.63831916,0.71421469,0.00007098,0.00648820,0.00196597,0.07548474,0.44032226,0.33488596,0.06589098,0.19434625
-2.63231616,0.68112778,0.00007477,0.00636644,0.00190896,0.07032317,0.40484975,0.31805503,0.06107700,0.19356143
-2.62631316,0.65777172,0.00008012,0.00640625,0.00188916,0.06644842,0.37402922,0.30455779,0.05748543,0.19674345
-2.62031016,0.64405181,0.00008696,0.00661515,0.00190779,0.06384808,0.34764580,0.29433366,0.05509582,0.20393707
-2.61430715,0.63981650,0.00009521,0.00700021,0.00196582,0.06249563,0.32546898,0.28731290,0.05388167,0.21515132
-2.60830415,0.64486071,0.00010479,0.00756794,0.00206389,0.06235202,0.30725989,0.28341914,0.05381123,0.23035697
-2.60230115,0.65892657,0.00011559,0.00832414,0.00220234,0.06336689,0.29277686,0.28257045,0.05484803,0.24948375
-2.59629815,0.68170160,0.00012750,0.00927363,0.00238114,0.06547971,0.28177920,0.28467897,0.05695115,0.27241720
-2.59029515,0.71281493,0.00014036,0.01041998,0.00259989,0.06862071,0.27402924,0.28964918,0.06007522,0.29899564
-2.58429215,0.75183198,0.00015402,0.01176512,0.00285772,0.07271162,0.26929290,0.29737513,0.06417022,0.32900733
-2.57828914,0.79824847,0.00016828,0.01330895,0.00315334,0.07766637,0.26733897,0.30773687,0.06918112,0.36218836
-2.57228614,0.85148450,0.00018292,0.01504898,0.00348493,0.08339167,0.26793748,0.32059648,0.07504744,0.39822142
-2.56628314,0.91087960,0.00019772,0.01697989,0.00385016,0.08978768,0.27085746,0.33579395,0.08170271,0.43673580
-2.56028014,0.97568950,0.00021243,0.01909322,0.00424618,0.09674865,0.27586446,0.35314343,0.08907410,0.47730902
-2.55427714,1.04508546,0.00022679,0.02137699,0.00466957,0.10416378,0.28271819,0.37243017,0.09708200,0.51947009
-2.54827414,1.11815666,0.00024053,0.02381557,0.00511642,0.11191819,0.29117057,0.39340833,0.10563985,0.56270473
-2.54227114,1.19391607,0.00025338,0.02638951,0.00558230,0.11989408,0.30096448,0.41580013,0.11465420,0.60646242
-2.53626813,1.27131010,0.00026510,0.02907559,0.00606235,0.12797210,0.31183337,0.43929634,0.12402496,0.65016528
-2.53026513,1.34923190,0.00027544,0.03184692,0.00655132,0.13603282,0.32350185,0.46355836,0.13364591,0.69321863
-2.52426213,1.42653823,0.00028417,0.03467332,0.00704365,0.14395846,0.33568741,0.48822185,0.14340562,0.73502284
-2.51825913,1.50206927,0.00029112,0.03752167,0.00753358,0.15163458,0.34810305,0.51290186,0.15318845,0.77498621
-2.51225613,1.57467101,0.00029613,0.04035656,0.00801525,0.15895190,0.36046100,0.53719937,0.16287601,0.81253839
-2.50625313,1.64321928,0.00029909,0.04314099,0.00848282,0.16580809,0.37247711,0.56070904,0.17234870,0.84714386
-2.50025013,1.70664470,0.00029992,0.04583715,0.00893056,0.17210946,0.38387598,0.58302788,0.18148757,0.87831503
-2.49424712,1.76395752,0.00029861,0.04840731,0.00935304,0.17777250,0.39439638,0.60376467,0.19017625,0.90562441
-2.48824412,1.81427160,0.00029519,0.05081483,0.00974519,0.18272527,0.40379693,0.62254960,0.19830299,0.92871539
-2.48224112,1.85682666,0.00028971,0.05302501,0.01010243,0.18690852,0.41186163,0.63904409,0.20576284,0.94731138
-2.47623812,1.89100781,0.00028230,0.05500609,0.01042080,0.19027658,0.41840511,0.65295007,0.21245968,0.96122285
-2.47023512,1.91636205,0.00027311,0.05673010,0.01069701,0.19279798,0.42327740,0.66401884,0.21830834,0.97035208
-2.46423212,1.93261083,0.00026233,0.05817366,0.01092855,0.19445577,0.42636786,0.67205873,0.22323647,0.97469562
-2.45822911,1.93965862,0.00025018,0.05931863,0.01111372,0.19524757,0.42760836,0.67694171,0.22718634,0.97434431
-2.45222611,1.93759697,0.00023688,0.06015268,0.01125170,0.19518543,0.42697540,0.67860841,0.23011635,0.96948095
-2.44622311,1.92670418,0.00022268,0.06066959,0.01134253,0.19429530,0.42449112,0.67707147,0.23200229,0.96037579
-2.44022011,1.90744037,0.00020784,0.06086954,0.01138716,0.19261651,0.42022324,0.67241707,0.23283825,0.94738010
-2.43421711,1.88043842,0.00019261,0.06075908,0.01138740,0.19020082,0.41428378,0.66480460,0.23263718,0.93091788
-2.42821411,1.84649063,0.00017723,0.06035099,0.01134590,0.18711148,0.40682670,0.65446424,0.23143103,0.91147616
-2.42221111,1.80653176,0.00016193,0.05966397,0.01126607,0.18342205,0.39804441,0.64169273,0.22927042,0.88959410
-2.41620810,1.76161854,0.00014690,0.05872218,0.01115205,0.17921504,0.38816332,0.62684715,0.22622385,0.86585102
-2.41020510,1.71290634,0.00013235,0.05755459,0.01100858,0.17458050,0.37743838,0.61033693,0.22237645,0.84085390
-2.40420210,1.66162310,0.00011842,0.05619425,0.01084093,0.16961439,0.36614692,0.59261439,0.21782820,0.81522421
-2.39819910,1.60904145,0.00010525,0.05467745,0.01065477,0.16441682,0.35458174,0.57416368,0.21269171,0.78958459
-2.39219610,1.55644912,0.00009293,0.05304280,0.01045601,0.15909024,0.34304371,0.55548877,0.20708953,0.76454533
-2.38619310,1.50511853,0.00008154,0.05133022,0.01025070,0.15373740,0.33183401,0.53710049,0.20115114,0.74069105
-2.38019010,1.45627597,0.00007114,0.04957995,0.01004484,0.14845927,0.32124614,0.51950311,0.19500954,0.71856758
-2.37418709,1.41107118,0.00006175,0.04783152,0.00984426,0.14335292,0.31155800,0.50318071,0.18879770,0.69866939
-2.36818409,1.37054790,0.00005338,0.04612274,0.00965437,0.13850931,0.30302414,0.48858384,0.18264487,0.68142777
-2.36218109,1.33561628,0.00004604,0.04448873,0.00948012,0.13401114,0.29586835,0.47611669,0.17667289,0.66719994
-2.35617809,1.30702789,0.00003969,0.04296105,0.00932574,0.12993078,0.29027701,0.46612530,0.17099262,0.65625960
-2.35017509,1.28535409,0.00003433,0.04156690,0.00919463,0.12632841,0.28639312,0.45888714,0.16570076,0.64878900
-2.34417209,1.27096873,0.00002993,0.04032841,0.00908929,0.12325032,0.28431147,0.45460239,0.16087693,0.64487309
-2.33816908,1.26403568,0.00002648,0.03926214,0.00901113,0.12072760,0.28407497,0.45338730,0.15658140,0.64449594
-2.33216608,1.26450217,0.00002398,0.03837867,0.00896049,0.11877522,0.28567241,0.45526984,0.15285341,0.64753982
-2.32616308,1.27209823,0.00002243,0.03768240,0.00893657,0.11739154,0.28903773,0.46018793,0.14971026,0.65378715
-2.32016008,1.28634281,0.00002189,0.03717151,0.00893745,0.11655842,0.29405097,0.46799045,0.14714716,0.66292559
-2.31415708,1.30655660,0.00002241,0.03683819,0.00896015,0.11624179,0.30054081,0.47844090,0.14513788,0.67455624
-2.30815408,1.33188162,0.00002411,0.03666893,0.00900075,0.11639282,0.30828890,0.49122397,0.14363627,0.68820493
-2.30215108,1.36130716,0.00002712,0.03664513,0.00905450,0.11694974,0.31703568,0.50595467,0.14257850,0.70333652
-2.29614807,1.39370140,0.00003167,0.03674380,0.00911604,0.11784000,0.32648778,0.52218994,0.14188595,0.71937168
-2.29014507,1.42784805,0.00003800,0.03693846,0.00917958,0.11898300,0.33632666,0.53944239,0.14146871,0.73570587
-2.28414207,1.46248651,0.00004646,0.03720011,0.00923914,0.12029317,0.34621818,0.55719574,0.14122951,0.75172973
-2.27813907,1.49635453,0.00005745,0.03749837,0.00928882,0.12168321,0.35582304,0.57492153,0.14106784,0.76685029
-2.27213607,1.52823153,0.00007148,0.03780256,0.00932304,0.12306754,0.36480736,0.59209641,0.14088425,0.78051211
-2.26613307,1.55698117,0.00008912,0.03808290,0.00933678,0.12436561,0.37285338,0.60821960,0.14058443,0.79221746
-2.26013007,1.58159133,0.00011107,0.03831160,0.00932579,0.12550518,0.37966964,0.62282966,0.14008315,0.80154485
-2.25412706,1.60120995,0.00013810,0.03846389,0.00928684,0.12642514,0.38500025,0.63552014,0.13930759,0.80816487
-2.24812406,1.61517520,0.00017111,0.03851889,0.00921777,0.12707798,0.38863312,0.64595337,0.13820026,0.81185284
-2.24212106,1.62303870,0.00021109,0.03846042,0.00911770,0.12743165,0.39040645,0.65387191,0.13672108,0.81249746
-2.23611806,1.62458083,0.00025909,0.03827745,0.00898701,0.12747081,0.39021361,0.65910722,0.13484874,0.81010524
-2.23011506,1.61981734,0.00031628,0.03796454,0.00882737,0.12719734,0.38800591,0.66158509,0.13258123,0.80480032
-2.22411206,1.60899713,0.00038386,0.03752183,0.00864167,0.12663012,0.38379338,0.66132779,0.12993554,0.79681970
-2.21810905,1.59259116,0.00046308,0.03695501,0.00843393,0.12580411,0.37764339,0.65845269,0.12694653,0.78650405
-2.21210605,1.57127299,0.00055517,0.03627495,0.00820908,0.12476865,0.36967737,0.65316757,0.12366516,0.77428451
-2.20610305,1.54589200,0.00066134,0.03549712,0.00797285,0.12358525,0.36006561,0.64576266,0.12015603,0.76066602
-2.20010005,1.51744023,0.00078272,0.03464091,0.00773148,0.12232473,0.34902061,0.63660000,0.11649442,0.74620791
-2.19409705,1.48701451,0.00092029,0.03372877,0.00749151,0.12106404,0.33678907,0.62610032,0.11276311,0.73150262
-2.18809405,1.45577556,0.00107488,0.03278525,0.00725950,0.11988284,0.32364313,0.61472828,0.10904882,0.71715349
-2.18209105,1.42490568,0.00124704,0.03183598,0.00704182,0.11885990,0.30987103,0.60297649,0.10543885,0.70375259
-2.17608804,1.39556713,0.00143705,0.03090669,0.00684438,0.11806966,0.29576775,0.59134917,0.10201766,0.69185954
-2.17008504,1.36886277,0.00164484,0.03002222,0.00667245,0.11757894,0.28162593,0.58034598,0.09886386,0.68198223
-2.16408204,1.34580063,0.00186994,0.02920565,0.00653046,0.11744405,0.26772749,0.57044676,0.09604754,0.67456028
-2.15807904,1.32726387,0.00211144,0.02847748,0.00642190,0.11770847,0.25433620,0.56209779,0.09362810,0.66995184
-2.15207604,1.31398720,0.00236799,0.02785508,0.00634924,0.11840102,0.24169143,0.55569998,0.09165272,0.66842429
-2.14607304,1.30654049,0.00263774,0.02735216,0.00631386,0.11953483,0.23000330,0.55159943,0.09015533,0.67014909
-2.14007004,1.30532000,0.00291837,0.02697854,0.00631608,0.12110700,0.21944933,0.55008062,0.08915630,0.67520082
-2.13406703,1.31054720,0.00320712,0.02674001,0.00635523,0.12309899,0.21017248,0.55136228,0.08866268,0.68356044
-2.12806403,1.32227478,0.00350081,0.02663845,0.00642975,0.12547774,0.20228069,0.55559605,0.08866897,0.69512224
-2.12206103,1.34039912,0.00379590,0.02667202,0.00653730,0.12819739,0.19584765,0.56286751,0.08915843,0.70970407
-2.11605803,1.36467817,0.00408857,0.02683552,0.00667497,0.13120157,0.19091470,0.57319960,0.09010466,0.72706016
-2.11005503,1.39475338,0.00437481,0.02712091,0.00683943,0.13442610,0.18749363,0.58655783,0.09147353,0.74689567
-2.10405203,1.43017420,0.00465053,0.02751777,0.00702712,0.13780188,0.18557007,0.60285689,0.09322520,0.76888214
-2.09804902,1.47042372,0.00491168,0.02801394,0.00723446,0.14125794,0.18510729,0.62196812,0.09531612,0.79267285
-2.09204602,1.51494371,0.00515433,0.02859608,0.00745801,0.14472436,0.18605014,0.64372747,0.09770104,0.81791732
-2.08604302,1.56315769,0.00537483,0.02925017,0.00769461,0.14813498,0.18832881,0.66794323,0.10033471,0.84427396
-2.08004002,1.61449085,0.00556992,0.02996209,0.00794154,0.15142972,0.19186236,0.69440323,0.10317329,0.87142035
-2.07403702,1.66838564,0.00573677,0.03071793,0.00819657,0.15455639,0.19656169,0.72288118,0.10617550,0.89906058
-2.06803402,1.72431247,0.00587316,0.03150436,0.00845801,0.15747193,0.20233200,0.75314167,0.10930325,0.92692927
-2.06203102,1.78177525,0.00597745,0.03230881,0.00872471,0.16014299,0.20907450,0.78494391,0.11252193,0.95479225
-2.05602801,1.84031159,0.00604869,0.03311961,0.00899604,0.16254592,0.21668751,0.81804397,0.11580026,0.98244408
-2.05002501,1.89948834,0.00608661,0.03392593,0.00927174,0.16466610,0.22506692,0.85219566,0.11910988,1.00970265
-2.04402201,1.95889309,0.00609159,0.03471774,0.00955187,0.16649674,0.23410608,0.88715018,0.12242453,1.03640160
-2.03801901,2.01812268,0.00606465,0.03548568,0.00983661,0.16803733,0.24369531,0.92265481,0.12571912,1.06238111
-2.03201601,2.07676994,0.00600742,0.03622081,0.01012611,0.16929169,0.25372107,0.95845095,0.12896868,1.08747807
-2.02601301,2.13441015,0.00592199,0.03691449,0.01042030,0.17026598,0.26406505,0.99427189,0.13214728,1.11151642
-2.02001001,2.19058835,0.00581091,0.03755810,0.01071874,0.17096664,0.27460336,1.02984061,0.13522709,1.13429859
-2.01400700,2.24480914,0.00567700,0.03814294,0.01102044,0.17139852,0.28520591,1.06486813,0.13817763,1.15559884
-2.00800400,2.29652984,0.00552330,0.03866008,0.01132374,0.17156337,0.29573616,1.09905255,0.14096528,1.17515925
-2.00200100,2.34515805,0.00535296,0.03910034,0.01162620,0.17145865,0.30605143,1.13207925,0.14355313,1.19268877
-1.99599800,2.39005416,0.00516912,0.03945435,0.01192457,0.17107686,0.31600374,1.16362228,0.14590123,1.20786567
-1.98999500,2.43053911,0.00497482,0.03971260,0.01221478,0.17040544,0.32544137,1.19334722,0.14796715,1.22034347
-1.98399200,2.46590719,0.00477291,0.03986572,0.01249199,0.16942717,0.33421105,1.22091532,0.14970696,1.22976007
-1.97798899,2.49544353,0.00456602,0.03990470,0.01275070,0.16812103,0.34216071,1.24598911,0.15107652,1.23574972
-1.97198599,2.51844532,0.00435651,0.03982123,0.01298491,0.16646360,0.34914286,1.26823903,0.15203294,1.23795710
-1.96598299,2.53424594,0.00414637,0.03960807,0.01318830,0.16443068,0.35501836,1.28735117,0.15253630,1.23605285
-1.95997999,2.54224045,0.00393733,0.03925938,0.01335447,0.16199919,0.35966040,1.30303545,0.15255141,1.22974952
-1.95397699,2.54191142,0.00373076,0.03877117,0.01347722,0.15914909,0.36295869,1.31503435,0.15204948,1.21881703
-1.94797399,2.53285339,0.00352774,0.03814152,0.01355077,0.15586535,0.36482353,1.32313139,0.15100979,1.20309673
-1.94197099,2.51479495,0.00332907,0.03737093,0.01357006,0.15213958,0.36518955,1.32715945,0.14942099,1.18251320
-1.93596798,2.48761706,0.00313535,0.03646249,0.01353099,0.14797154,0.36401916,1.32700828,0.14728227,1.15708307
-1.92996498,2.45136681,0.00294697,0.03542201,0.01343061,0.14337014,0.36130526,1.32263113,0.14460408,1.12692033
-1.92396198,2.40626595,0.00276417,0.03425802,0.01326736,0.13835405,0.35707334,1.31405017,0.14140850,1.09223778
-1.91795898,2.35271377,0.00258712,0.03298167,0.01304112,0.13295184,0.35138271,1.30136058,0.13772921,1.05334462
-1.91195598,2.29128423,0.00241592,0.03160660,0.01275339,0.12720164,0.34432692,1.28473322,0.13361115,1.01064010
-1.90595298,2.22271780,0.00225065,0.03014864,0.01240720,0.12115033,0.33603316,1.26441577,0.12910967,0.96460381
-1.89994997,2.14790813,0.00209141,0.02862549,0.01200715,0.11485238,0.32666094,1.24073241,0.12428953,0.91578292
-1.89394697,2.06788460,0.00193832,0.02705630,0.01155927,0.10836836,0.31639984,1.21408198,0.11922353,0.86477716
-1.88794397,1.98379134,0.00179156,0.02546123,0.01107092,0.10176320,0.30546652,1.18493482,0.11399099,0.81222214
-1.88194097,1.89686371,0.00165134,0.02386102,0.01055055,0.09510436,0.29410110,1.15382819,0.10867607,0.75877196
-1.87593797,1.80840323,0.00151794,0.02227648,0.01000750,0.08845995,0.28256296,1.12136041,0.10336606,0.70508176
-1.86993497,1.71975174,0.00139168,0.02072803,0.00945175,0.08189688,0.27112613,1.08818382,0.09814963,0.65179106
-1.86393197,1.63226557,0.00127291,0.01923533,0.00889366,0.07547919,0.26007428,1.05499646,0.09311508,0.59950839
-1.85792896,1.54729046,0.00116200,0.01781684,0.00834369,0.06926656,0.24969555,1.02253256,0.08834875,0.54879787
-1.85192596,1.46613759,0.00105932,0.01648947,0.00781215,0.06331308,0.24027717,0.99155183,0.08393345,0.50016810
-1.84592296,1.39006119,0.00096523,0.01526834,0.00730895,0.05766628,0.23210005,0.96282751,0.07994699,0.45406345
-1.83991996,1.32023774,0.00088004,0.01416653,0.00684337,0.05236645,0.22543336,0.93713326,0.07646095,0.41085812
-1.83391696,1.25774706,0.00080402,0.01319486,0.00642383,0.04744631,0.22052911,0.91522882,0.07353939,0.37085263
-1.82791396,1.20355503,0.00073738,0.01236182,0.00605776,0.04293082,0.21761690,0.89784470,0.07123788,0.33427282
-1.82191096,1.15849814,0.00068023,0.01167345,0.00575143,0.03883734,0.21689883,0.88566594,0.06960244,0.30127095
-1.81590795,1.12326962,0.00063261,0.01113331,0.00550982,0.03517590,0.21854455,0.87931539,0.06866877,0.27192865
-1.80990495,1.09840732,0.00059446,0.01074245,0.00533656,0.03194968,0.22268682,0.87933663,0.06846149,0.24626141
-1.80390195,1.08428330,0.00056559,0.01049945,0.00523387,0.02915554,0.22941726,0.88617733,0.06899358,0.22422410
-1.79789895,1.08109539,0.00054574,0.01040049,0.00520254,0.02678468,0.23878289,0.90017330,0.07026590,0.20571735
-1.79189595,1.08886090,0.00053451,0.01043939,0.00524191,0.02482328,0.25078313,0.92153418,0.07226696,0.19059435
-1.78589295,1.10741292,0.00053141,0.01060772,0.00534991,0.02325317,0.26536780,0.95033117,0.07497279,0.17866784
-1.77988994,1.13639952,0.00053585,0.01089495,0.00552313,0.02205246,0.28243601,0.98648767,0.07834717,0.16971704
-1.77388694,1.17528628,0.00054715,0.01128861,0.00575687,0.02119618,0.30183620,1.02977345,0.08234195,0.16349439
-1.76788394,1.22336257,0.00056451,0.01177447,0.00604522,0.02065683,0.32336745,1.07980277,0.08689782,0.15973201
-1.76188094,1.27975185,0.00058711,0.01233682,0.00638126,0.02040495,0.34678202,1.13603700,0.09194519,0.15814769
-1.75587794,1.34342603,0.00061403,0.01295866,0.00675712,0.02040958,0.37178937,1.19779193,0.09740548,0.15845056
-1.74987494,1.41322411,0.00064434,0.01362212,0.00716418,0.02063879,0.39806138,1.26424970,0.10319262,0.16034627
-1.74387194,1.48787459,0.00067707,0.01430871,0.00759329,0.02106010,0.42523888,1.33447523,0.10921478,0.16354183
-1.73786893,1.56602134,0.00071126,0.01499976,0.00803490,0.02164095,0.45293921,1.40743662,0.11537631,0.16774999
-1.73186593,1.64625228,0.00074600,0.01567683,0.00847933,0.02234913,0.48076462,1.48202890,0.12157978,0.17269331
-1.72586293,1.72712985,0.00078043,0.01632209,0.00891697,0.02315320,0.50831124,1.55710016,0.12772808,0.17810785
-1.71985993,1.80722235,0.00081378,0.01691878,0.00933852,0.02402297,0.53517822,1.63147916,0.13372647,0.18374641
-1.71385693,1.88513506,0.00084541,0.01745161,0.00973516,0.02492989,0.56097682,1.70400319,0.13948457,0.18938147
-1.70785393,1.95953987,0.00087487,0.01790715,0.01009883,0.02584748,0.58533894,1.77354518,0.14491808,0.19480768
-1.70185093,2.02920242,0.00090187,0.01827421,0.01042234,0.02675170,0.60792488,1.83903881,0.14995034,0.19984381
-1.69584792,2.09300572,0.00092641,0.01854409,0.01069959,0.02762135,0.62842992,1.89950093,0.15451350,0.20433431
-1.68984492,2.14996958,0.00094874,0.01871085,0.01092564,0.02843836,0.64658962,1.95405029,0.15854938,0.20815032
-1.68384192,2.19926509,0.00096943,0.01877144,0.01109685,0.02918811,0.66218357,2.00192215,0.16201000,0.21119006
-1.67783892,2.24022420,0.00098941,0.01872582,0.01121090,0.02985956,0.67503762,2.04247851,0.16485773,0.21337883
-1.67183592,2.27234407,0.00101001,0.01857694,0.01126680,0.03044548,0.68502449,2.07521391,0.16706512,0.21466832
-1.66583292,2.29528681,0.00103294,0.01833063,0.01126487,0.03094248,0.69206300,2.09975706,0.16861450,0.21503556
-1.65982991,2.30887490,0.00106040,0.01799552,0.01120667,0.03135107,0.69611608,2.11586878,0.16949734,0.21448138
-1.65382691,2.31308318,0.00109501,0.01758275,0.01109486,0.03167558,0.69718769,2.12343683,0.16971345,0.21302852
-1.64782391,2.30802820,0.00113991,0.01710574,0.01093312,0.03192401,0.69531912,2.12246851,0.16927019,0.21071946
-1.64182091,2.29395575,0.00119868,0.01657986,0.01072597,0.03210797,0.69058483,2.11308162,0.16818158,0.20761408
-1.63581791,2.27122758,0.00127538,0.01602211,0.01047860,0.03224232,0.68308819,2.09549472,0.16646756,0.20378718
-1.62981491,2.24030797,0.00137453,0.01545073,0.01019673,0.03234499,0.67295737,2.07001727,0.16415326,0.19932598
-1.62381191,2.20175075,0.00150104,0.01488488,0.00988641,0.03243663,0.66034156,2.03704018,0.16126848,0.19432768
-1.61780890,2.15618732,0.00166017,0.01434425,0.00955388,0.03254022,0.64540772,1.99702716,0.15784729,0.18889712
