energy_ev,total_up,Ir_p_up,Ir_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.74187094,3.22678130,1.19509491,1.46977801,0.02033196,0.60583818,0.00828109,0.96259922
-5.73586793,3.27655322,1.23134546,1.47939495,0.02025117,0.61302661,0.00814681,0.98784433
-5.72986493,3.33870317,1.26964340,1.49773843,0.02010834,0.62639471,0.00806838,1.01295174
-5.72386193,3.41250867,1.30951018,1.52451013,0.01991171,0.64574609,0.00804266,1.03774263
-5.71785893,3.49703410,1.35041233,1.55928459,0.01966988,0.67081106,0.00806522,1.06201503
-5.71185593,3.59114951,1.39177683,1.60151919,0.01939141,0.70125519,0.00813054,1.08554341
-5.70585293,3.69355415,1.43300817,1.65056604,0.01908447,0.73668856,0.00823225,1.10807971
-5.69984992,3.80280447,1.47350663,1.70568578,0.01875652,0.77667505,0.00836342,1.12935630
-5.69384692,3.91734610,1.51268718,1.76606283,0.01841412,0.82074165,0.00851675,1.14909077
-5.68784392,4.03554918,1.54999817,1.83082200,0.01806269,0.86838722,0.00868494,1.16699283
-5.68184092,4.15574621,1.58493924,1.89904594,0.01770648,0.91909057,0.00886085,1.18277317
-5.67583792,4.27627149,1.61707773,1.96979328,0.01734851,0.97231765,0.00903782,1.19615399
-5.66983492,4.39550101,1.64606292,2.04211684,0.01699069,1.02752772,0.00920986,1.20688077
-5.66383192,4.51189168,1.67163768,2.11508178,0.01663396,1.08417854,0.00937186,1.21473490
-5.65782891,4.62401865,1.69364699,2.18778315,0.01627851,1.14173062,0.00951972,1.21954650
-5.65182591,4.73060957,1.71204309,2.25936246,0.01592405,1.19965059,0.00965052,1.22120662
-5.64582291,4.83057473,1.72688712,2.32902307,0.01557011,1.25741415,0.00976260,1.21967837
-5.63981991,4.92303228,1.73834726,2.39604413,0.01521638,1.31450850,0.00985558,1.21500606
-5.63381691,5.00732766,1.74669350,2.45979267,0.01486297,1.37043494,0.00993039,1.20732198
-5.62781391,5.08304690,1.75228941,2.51973397,0.01451074,1.42471158,0.00998924,1.19685016
-5.62181091,5.15002349,1.75558119,2.57543986,0.01416152,1.47687664,0.01003555,1.18390682
-5.61580790,5.20833887,1.75708461,2.62659506,0.01381827,1.52649244,0.01007387,1.16889733
-5.60980490,5.25831659,1.75737024,2.67300141,0.01348521,1.57315024,0.01010976,1.15230970
-5.60380190,5.30051052,1.75704765,2.71457998,0.01316785,1.61647587,0.01014962,1.13470457
-5.59779890,5.33568763,1.75674896,2.75137101,0.01287291,1.65613611,0.01020051,1.11670226
-5.59179590,5.36480558,1.75711234,2.78353165,0.01260823,1.69184556,0.01027000,1.09896703
-5.58579290,5.38898585,1.75876573,2.81133128,0.01238254,1.72337364,0.01036594,1.08218934
-5.57978989,5.40948278,1.76231120,2.83514435,0.01220516,1.75055129,0.01049622,1.06706654
-5.57378689,5.42764901,1.76831019,2.85544066,0.01208573,1.77327692,0.01066858,1.05428273
-5.56778389,5.44489775,1.77726966,2.87277280,0.01203375,1.79152095,0.01089032,1.04448845
-5.56178089,5.46266248,1.78962945,2.88776089,0.01205824,1.80532854,0.01116809,1.03828077
-5.55577789,5.48235447,1.80575069,2.90107451,0.01216729,1.81482008,0.01150764,1.03618454
-5.54977489,5.50531889,1.82590551,2.91341194,0.01236764,1.82018885,0.01191359,1.03863522
-5.54377189,5.53279019,1.85026801,2.92547719,0.01266429,1.82169601,0.01238916,1.04596383
-5.53776888,5.56584789,1.87890653,2.93795515,0.01306015,1.81966247,0.01293601,1.05838455
-5.53176588,5.60537373,1.91177753,2.95148563,0.01355574,1.81445808,0.01355406,1.07598508
-5.52576288,5.65201180,1.94872113,2.96663708,0.01414893,1.80648838,0.01424130,1.09872039
-5.51975988,5.70613303,1.98945869,2.98388116,0.01483480,1.79617931,0.01499373,1.12640974
-5.51375688,5.76780577,2.03359270,3.00356910,0.01560559,1.78396078,0.01580533,1.15873736
-5.50775388,5.83677410,2.08060929,3.02591118,0.01645071,1.77024964,0.01666801,1.19525673
-5.50175088,5.91244553,2.12988380,3.05096044,0.01735691,1.75543311,0.01757175,1.23539857
-5.49574787,5.99388932,2.18068954,3.07860161,0.01830850,1.73985339,0.01850475,1.27848231
-5.48974487,6.07984665,2.23221010,3.10854630,0.01928768,1.72379443,0.01945361,1.32373101
-5.48374187,6.16875305,2.28355513,3.14033484,0.02027500,1.70747142,0.02040365,1.37028932
-5.47773887,6.25877329,2.33377961,3.17334527,0.02124985,1.69102374,0.02133925,1.41724420
-5.47173587,6.34784801,2.38190626,3.20680927,0.02219104,1.67451174,0.02224422,1.46364784
-5.46573287,6.43375096,2.42695059,3.23983469,0.02307742,1.65791740,0.02310229,1.50854217
-5.45972986,6.51415505,2.46794795,3.27143375,0.02388850,1.64114906,0.02389749,1.55098427
-5.45372686,6.58670466,2.50398165,3.30055597,0.02460508,1.62404969,0.02461463,1.59007191
-5.44772386,6.64909150,2.53421114,3.32612415,0.02520987,1.60640849,0.02523974,1.62496838
-5.44172086,6.69913083,2.55789906,3.34707208,0.02568800,1.58797493,0.02576045,1.65492565
-5.43571786,6.73483469,2.57443610,3.36238199,0.02602753,1.56847460,0.02616634,1.67930518
-5.42971486,6.75447891,2.58336229,3.37112026,0.02621976,1.54762590,0.02644922,1.69759542
-5.42371186,6.75666094,2.58438382,3.37246969,0.02625953,1.52515679,0.02660331,1.70942536
-5.41770885,6.74034583,2.57738441,3.36575688,0.02614533,1.50082058,0.02662539,1.71457362
-5.41170585,6.70489844,2.56243047,3.35047369,0.02587931,1.47441009,0.02651477,1.71297259
-5.40570285,6.65010045,2.53976971,3.32629190,0.02546710,1.44576943,0.02627327,1.70470743
-5.39969985,6.57615157,2.50982299,3.29307067,0.02491766,1.41480293,0.02590507,1.69001002
-5.39369685,6.48365535,2.47316962,3.25085677,0.02424279,1.38148089,0.02541651,1.66924805
-5.38769385,6.37359032,2.43052675,3.19987786,0.02345682,1.34584191,0.02481579,1.64290958
-5.38169085,6.24726821,2.38272341,3.14052958,0.02257597,1.30799199,0.02411270,1.61158400
-5.37568784,6.10628162,2.33067060,3.07335717,0.02161788,1.26810056,0.02331827,1.57593978
-5.36968484,5.95244360,2.27532846,2.99903305,0.02060098,1.22639370,0.02244441,1.53670040
-5.36368184,5.78772231,2.21767216,2.91833133,0.01954395,1.18314526,0.02150361,1.49461907
-5.35767884,5.61417376,2.15865784,2.83210084,0.01846516,1.13866627,0.02050856,1.45045356
-5.35167584,5.43387567,2.09919029,2.74123779,0.01738219,1.09329339,0.01947190,1.40494205
-5.34567284,5.24886539,2.04009367,2.64665938,0.01631142,1.04737694,0.01840593,1.35878101
-5.33966983,5.06108424,1.98208657,2.54927932,0.01526765,1.00126920,0.01732241,1.31260597
-5.33366683,4.87233046,1.92576250,2.44998633,0.01426395,0.95531348,0.01623239,1.26697584
-5.32766383,4.68422226,1.87157651,2.34962596,0.01331140,0.90983445,0.01514604,1.22236144
-5.32166083,4.49817187,1.81983848,2.24898648,0.01241909,0.86513007,0.01407258,1.17913838
-5.31565783,4.31537104,1.77071329,2.14878876,0.01159417,0.82146534,0.01302024,1.13758457
-5.30965483,4.13678776,1.72422742,2.04968030,0.01084189,0.77906816,0.01199620,1.09788221
-5.30365183,3.96317344,1.68028188,1.95223304,0.01016580,0.73812701,0.01100663,1.06012390
-5.29764882,3.79507925,1.63867023,1.85694457,0.00956798,0.69879071,0.01005666,1.02432245
-5.29164582,3.63288024,1.59910101,1.76424230,0.00904926,0.66116975,0.00915048,0.99042372
-5.28564282,3.47680511,1.56122305,1.67448980,0.00860952,0.62533913,0.00829136,0.95832166
-5.27963982,3.32696965,1.52465253,1.58799479,0.00824791,0.59134235,0.00748171,0.92787479
-5.27363682,3.18341174,1.48900017,1.50501789,0.00796311,0.55919610,0.00672312,0.89892312
-5.26763382,3.04612570,1.45389719,1.42578159,0.00775360,0.52889538,0.00601650,0.87130470
-5.26163082,2.91509416,1.41901882,1.35047877,0.00761775,0.50041869,0.00536206,0.84487086
-5.25562781,2.79031562,1.38410408,1.27928018,0.00755403,0.47373287,0.00475943,0.81949954
-5.24962481,2.67182637,1.34897099,1.21234050,0.00756105,0.44879750,0.00420773,0.79510598
-5.24362181,2.55971585,1.31352650,1.14980263,0.00763760,0.42556836,0.00370561,0.77165033
-5.23761881,2.45413476,1.27777080,1.09180011,0.00778261,0.40400016,0.00325133,0.74914202
-5.23161581,2.35529594,1.24179603,1.03845759,0.00799507,0.38404812,0.00284284,0.72764067
-5.22561281,2.26346832,1.20577961,0.98988945,0.00827394,0.36566867,0.00247782,0.70725377
-5.21960980,2.17896480,1.16997279,0.94619696,0.00861797,0.34881924,0.00215377,0.68813140
-5.21360680,2.10212498,1.13468526,0.90746415,0.00902553,0.33345727,0.00186804,0.67045834
-5.20760380,2.03329440,1.10026683,0.87375294,0.00949445,0.31953863,0.00161790,0.65444437
-5.20160080,1.97280165,1.06708736,0.84509800,0.01002186,0.30701574,0.00140060,0.64031315
-5.19559780,1.92093520,1.03551619,0.82150186,0.01060397,0.29583557,0.00121342,0.62829059
-5.18959480,1.87792135,1.00590214,0.80293062,0.01123603,0.28593771,0.00105367,0.61859329
-5.18359180,1.84390494,0.97855546,0.78931089,0.01191219,0.27725287,0.00091878,0.61141777
-5.17758879,1.81893408,0.95373232,0.78052802,0.01262549,0.26970183,0.00080632,0.60693098
-5.17158579,1.80294957,0.93162304,0.77642612,0.01336792,0.26319505,0.00071399,0.60526258
-5.16558279,1.79577994,0.91234415,0.77680967,0.01413042,0.25763312,0.00063969,0.60649932
-5.15957979,1.79714184,0.89593482,0.78144682,0.01490311,0.25290783,0.00058149,0.61068157
-5.15357679,1.80664588,0.88235753,0.79007414,0.01567543,0.24890405,0.00053768,0.61780211
-5.14757379,1.82380713,0.87150269,0.80240249,0.01643644,0.24550223,0.00050676,0.62780688
-5.14157079,1.84805930,0.86319666,0.81812362,0.01717501,0.24258140,0.00048743,0.64059762
-5.13556778,1.87877168,0.85721266,0.83691704,0.01788020,0.24002243,0.00047862,0.65603578
-5.12956478,1.91526723,0.85328354,0.85845661,0.01854155,0.23771147,0.00047946,0.67394742
-5.12356178,1.95684082,0.85111561,0.88241645,0.01914936,0.23554327,0.00048929,0.69412866
-5.11755878,2.00277617,0.85040268,0.90847580,0.01969496,0.23342426,0.00050766,0.71635109
-5.11155578,2.05236046,0.85083939,0.93632235,0.02017100,0.23127504,0.00053432,0.74036693
-5.10555278,2.10489593,0.85213312,0.96565413,0.02057162,0.22903244,0.00056921,0.76591343
-5.09954977,2.15970778,0.85401390,0.99617965,0.02089258,0.22665072,0.00061247,0.79271658
-5.09354677,2.21614837,0.85624180,1.02761661,0.02113133,0.22410206,0.00066441,0.82049374
-5.08754377,2.27359791,0.85861178,1.05968939,0.02128708,0.22137624,0.00072551,0.84895550
-5.08154077,2.33146206,0.86095567,1.09212562,0.02136068,0.21847956,0.00079643,0.87780675
-5.07553777,2.38916740,0.86314175,1.12465252,0.02135455,0.21543315,0.00087801,0.90674726
-5.06953477,2.44615563,0.86507190,1.15699329,0.02127254,0.21227060,0.00097121,0.93547212
-5.06353177,2.50187771,0.86667713,1.18886433,0.02111971,0.20903531,0.00107717,0.96367227
-5.05752876,2.55578890,0.86791161,1.21997362,0.02090214,0.20577746,0.00119716,0.99103556
-5.05152576,2.60734580,0.86874615,1.25002078,0.02062668,0.20255094,0.00133259,1.01724852
-5.04552276,2.65600610,0.86916138,1.27869905,0.02030074,0.19941033,0.00148499,1.04199921
-5.03951976,2.70123163,0.86914136,1.30569930,0.01993207,0.19640803,0.00165597,1.06498105
-5.03351676,2.74249480,0.86866802,1.33071604,0.01952855,0.19359179,0.00184726,1.08589777
-5.02751376,2.77928845,0.86771668,1.35345525,0.01909804,0.19100256,0.00206061,1.10446933
-5.02151076,2.81113842,0.86625308,1.37364349,0.01864822,0.18867290,0.00229780,1.12043851
-5.01550775,2.83761836,0.86423185,1.39103791,0.01818650,0.18662586,0.00256058,1.13357787
-5.00950475,2.85836543,0.86159656,1.40543648,0.01771993,0.18487439,0.00285060,1.14369667
-5.00350175,2.87309614,0.85828110,1.41668773,0.01725511,0.18342126,0.00316939,1.15064727
-4.99749875,2.88162086,0.85421233,1.42469933,0.01679823,0.18225945,0.00351822,1.15433055
-4.99149575,2.88385604,0.84931369,1.42944497,0.01635497,0.18137295,0.00389811,1.15469997
-4.98549275,2.87983308,0.84350939,1.43096896,0.01593050,0.18073787,0.00430964,1.15176400
-4.97948974,2.86970325,0.83672901,1.42938818,0.01552949,0.18032389,0.00475294,1.14558649
-4.97348674,2.85373803,0.82891213,1.42489127,0.01515606,0.18009586,0.00522757,1.13628517
-4.96748374,2.83232486,0.82001275,1.41773495,0.01481375,0.18001552,0.00573246,1.12402799
-4.96148074,2.80595843,0.81000322,1.40823770,0.01450549,0.18004330,0.00626581,1.10902777
-4.95547774,2.77522800,0.79887757,1.39677111,0.01423357,0.18014013,0.00682505,1.09153524
-4.94947474,2.74080143,0.78665413,1.38374942,0.01399956,0.18026914,0.00740684,1.07183095
-4.94347174,2.70340683,0.77337726,1.36961756,0.01380432,0.18039731,0.00800701,1.05021641
-4.93746873,2.66381271,0.75911823,1.35483865,0.01364791,0.18049686,0.00862065,1.02700507
-4.93146573,2.62280772,0.74397527,1.33988110,0.01352963,0.18054650,0.00924211,1.00251346
-4.92546273,2.58118072,0.72807272,1.32520621,0.01344798,0.18053243,0.00986515,0.97705297
-4.91945973,2.53970203,0.71155937,1.31125642,0.01340072,0.18044895,0.01048302,0.95092263
-4.91345673,2.49910639,0.69460602,1.29844472,0.01338487,0.18029882,0.01108865,0.92440315
-4.90745373,2.46007794,0.67740235,1.28714530,0.01339686,0.18009325,0.01167481,0.89775232
-4.90145073,2.42323742,0.66015298,1.27768565,0.01343257,0.17985145,0.01223430,0.87120179
-4.89544772,2.38913155,0.64307307,1.27033998,0.01348748,0.17959979,0.01276016,0.84495532
-4.88944472,2.35822439,0.62638321,1.26532404,0.01355681,0.17937069,0.01324587,0.81918809
-4.88344172,2.33089047,0.61030394,1.26279106,0.01363566,0.17920096,0.01368555,0.79404714
-4.87743872,2.30740946,0.59504991,1.26282879,0.01371917,0.17913000,0.01407411,0.76965247
-4.87143572,2.28796202,0.58082381,1.26545753,0.01380263,0.17919762,0.01440735,0.74609866
-4.86543272,2.27262689,0.56781026,1.27062907,0.01388164,0.17944181,0.01468215,0.72345672
-4.85942971,2.26137908,0.55617001,1.27822660,0.01395218,0.17989635,0.01489642,0.70177603
-4.85342671,2.25408931,0.54603435,1.28806570,0.01401072,0.18058858,0.01504919,0.68108608
-4.84742371,2.25052503,0.53750036,1.29989651,0.01405424,0.18153724,0.01514051,0.66139815
-4.84142071,2.25035329,0.53062693,1.31340737,0.01408028,0.18275074,0.01517144,0.64270664
-4.83541771,2.25314593,0.52543197,1.32823014,0.01408693,0.18422575,0.01514389,0.62499027
-4.82941471,2.25838753,0.52189090,1.34394730,0.01407280,0.18594636,0.01506050,0.60821323
-4.82341171,2.26548635,0.51993658,1.36010120,0.01403698,0.18788384,0.01492450,0.59232624
-4.81740870,2.27378858,0.51946079,1.37620523,0.01397896,0.18999703,0.01473951,0.57726779
-4.81140570,2.28259581,0.52031720,1.39175706,0.01389861,0.19223339,0.01450941,0.56296562
-4.80540270,2.29118557,0.52232586,1.40625361,0.01379609,0.19453068,0.01423821,0.54933855
-4.79939970,2.29883436,0.52527894,1.41920730,0.01367177,0.19681918,0.01392986,0.53629859
-4.79339670,2.30484251,0.52894750,1.43016317,0.01352622,0.19902443,0.01358821,0.52375361
-4.78739370,2.30855985,0.53308918,1.43871602,0.01336014,0.20107024,0.01321692,0.51161021
-4.78139070,2.30941106,0.53745617,1.44452695,0.01317432,0.20288194,0.01281939,0.49977692
-4.77538769,2.30691938,0.54180338,1.44733822,0.01296964,0.20438964,0.01239880,0.48816749
-4.76938469,2.30072753,0.54589628,1.44698588,0.01274706,0.20553130,0.01195807,0.47670417
-4.76338169,2.29061441,0.54951813,1.44340912,0.01250760,0.20625557,0.01149995,0.46532071
-4.75737869,2.27650668,0.55247627,1.43665583,0.01225236,0.20652408,0.01102702,0.45396504
-4.75137569,2.25848426,0.55460720,1.42688374,0.01198253,0.20631327,0.01054177,0.44260133
-4.74537269,2.23677917,0.55578029,1.41435695,0.01169938,0.20561541,0.01004669,0.43121130
-4.73936968,2.21176760,0.55590005,1.39943770,0.01140428,0.20443903,0.00954426,0.41979484
-4.73336668,2.18395520,0.55490679,1.38257359,0.01109867,0.20280849,0.00903703,0.40836966
-4.72736368,2.15395623,0.55277589,1.36428068,0.01078411,0.20076294,0.00852762,0.39697012
-4.72136068,2.12246735,0.54951570,1.34512303,0.01046222,0.19835451,0.00801876,0.38564525
-4.71535768,2.09023714,0.54516422,1.32568977,0.01013467,0.19564602,0.00751323,0.37445603
-4.70935468,2.05803287,0.53978487,1.30657038,0.00980318,0.19270814,0.00701389,0.36347206
-4.70335168,2.02660596,0.53346157,1.28832953,0.00946946,0.18961630,0.00652357,0.35276788
-4.69734867,1.99665771,0.52629333,1.27148259,0.00913524,0.18644733,0.00604506,0.34241897
-4.69134567,1.96880699,0.51838869,1.25647281,0.00880219,0.18327620,0.00558100,0.33249776
-4.68534267,1.94356145,0.50986026,1.24365138,0.00847192,0.18017271,0.00513388,0.32306977
-4.67933967,1.92129343,0.50081958,1.23326129,0.00814598,0.17719855,0.00470590,0.31419009
-4.67333667,1.90222182,0.49137245,1.22542565,0.00782580,0.17440472,0.00429898,0.30590036
-4.66733367,1.88640079,0.48161501,1.22014114,0.00751274,0.17182941,0.00391468,0.29822637
-4.66133067,1.87371564,0.47163056,1.21727688,0.00720802,0.16949643,0.00355416,0.29117644
-4.65532766,1.86388627,0.46148726,1.21657869,0.00691277,0.16741432,0.00321816,0.28474055
-4.64932466,1.85647784,0.45123687,1.21767881,0.00662801,0.16557605,0.00290706,0.27889031
-4.64332166,1.85091835,0.44091424,1.22011028,0.00635464,0.16395947,0.00262078,0.27357981
-4.63731866,1.84652209,0.43053785,1.22332578,0.00609349,0.16252831,0.00235892,0.26874722
-4.63131566,1.84251809,0.42011108,1.22671967,0.00584526,0.16123384,0.00212071,0.26431706
-4.62531266,1.83808226,0.40962422,1.22965256,0.00561060,0.16001703,0.00190512,0.26020321
-4.61930965,1.83237162,0.39905714,1.23147716,0.00539003,0.15881116,0.00171088,0.25631223
-4.61330665,1.82455936,0.38838233,1.23156433,0.00518401,0.15754477,0.00153653,0.25254720
-4.60730365,1.81386899,0.37756827,1.22932824,0.00499287,0.15614479,0.00138050,0.24881158
-4.60130065,1.79960627,0.36658304,1.22424949,0.00481687,0.15453982,0.00124115,0.24501328
-4.59529765,1.78118760,0.35539770,1.21589539,0.00465612,0.15266329,0.00111685,0.24106842
-4.58929465,1.75816376,0.34398972,1.20393647,0.00451061,0.15045653,0.00100598,0.23690501
-4.58329165,1.73023809,0.33234589,1.18815883,0.00438018,0.14787149,0.00090699,0.23246615
-4.57728864,1.69727872,0.32046495,1.16847181,0.00426450,0.14487312,0.00081843,0.22771273
-4.57128564,1.65932456,0.30835955,1.14491104,0.00416307,0.14144126,0.00073899,0.22262565
-4.56528264,1.61658507,0.29605773,1.11763683,0.00407519,0.13757197,0.00066747,0.21720739
-4.55927964,1.56943431,0.28360369,1.08692849,0.00399997,0.13327834,0.00060283,0.21148298
-4.55327664,1.51839993,0.27105800,1.05317483,0.00393629,0.12859067,0.00054418,0.20550037
-4.54727364,1.46414779,0.25849715,1.01686185,0.00388287,0.12355611,0.00049073,0.19933023
-4.54127064,1.40746347,0.24601268,0.97855803,0.00383824,0.11823777,0.00044187,0.19306525
-4.53526763,1.34923149,0.23370975,0.93889844,0.00380075,0.11271332,0.00039706,0.18681898
-4.52926463,1.29041338,0.22170539,0.89856808,0.00376867,0.10707325,0.00035589,0.18072429
-4.52326163,1.23202553,0.21012653,0.85828544,0.00374014,0.10141875,0.00031803,0.17493152
-4.51725863,1.17511770,0.19910774,0.81878671,0.00371330,0.09585942,0.00028321,0.16960629
-4.51125563,1.12075256,0.18878896,0.78081118,0.00368629,0.09051071,0.00025121,0.16492716
-4.50525263,1.06998691,0.17931310,0.74508802,0.00365732,0.08549143,0.00022188,0.16108291
-4.49924962,1.02385443,0.17082361,0.71232454,0.00362474,0.08092112,0.00019506,0.15826967
-4.49324662,0.98335007,0.16346205,0.68319585,0.00358710,0.07691747,0.00017063,0.15668766
-4.48724362,0.94941561,0.15736558,0.65833570,0.00354318,0.07359386,0.00014848,0.15653760
-4.48124062,0.92292605,0.15266442,0.63832808,0.00349202,0.07105694,0.00012850,0.15801673
-4.47523762,0.90467628,0.14947914,0.62369931,0.00343302,0.06940424,0.00011058,0.16131430
-4.46923462,0.89536761,0.14791788,0.61491012,0.00336586,0.06872201,0.00009460,0.16660667
-4.46323162,0.89559360,0.14807333,0.61234747,0.00329059,0.06908304,0.00008044,0.17405184
-4.45722861,0.90582512,0.15001958,0.61631583,0.00320760,0.07054459,0.00006799,0.18378357
-4.45122561,0.92639447,0.15380884,0.62702784,0.00311756,0.07314654,0.00005712,0.19590523
-4.44522261,0.95747890,0.15946812,0.64459456,0.00302141,0.07690949,0.00004769,0.21048336
-4.43921961,0.99908398,0.16699585,0.66901544,0.00292034,0.08183327,0.00003958,0.22754145
-4.43321661,1.05102770,0.17635886,0.70016869,0.00281567,0.08789549,0.00003267,0.24705396
-4.42721361,1.11292628,0.18748962,0.73780260,0.00270884,0.09505053,0.00002684,0.26894102
-4.42121061,1.18418292,0.20028409,0.78152863,0.00260131,0.10322892,0.00002196,0.29306429
-4.41520760,1.26398097,0.21460045,0.83081720,0.00249452,0.11233723,0.00001795,0.31922408
-4.40920460,1.35128259,0.23025879,0.88499696,0.00238979,0.12225849,0.00001470,0.34715838
-4.40320160,1.44483442,0.24704211,0.94325843,0.00228830,0.13285345,0.00001213,0.37654391
-4.39719860,1.54318096,0.26469861,1.00466263,0.00219104,0.14396245,0.00001018,0.40699954
-4.39119560,1.64468659,0.28294557,1.06815512,0.00209874,0.15540817,0.00000879,0.43809216
-4.38519260,1.74756621,0.30147469,1.13258577,0.00201192,0.16699915,0.00000792,0.46934513
-4.37918959,1.84992442,0.31995887,1.19673385,0.00193080,0.17853404,0.00000755,0.50024906
-4.37318659,1.94980235,0.33806032,1.25933817,0.00185535,0.18980662,0.00000769,0.53027478
-4.36718359,2.04523073,0.35543971,1.31913136,0.00178533,0.20061117,0.00000834,0.55888802
-4.36118059,2.13428761,0.37176607,1.37487700,0.00172027,0.21074840,0.00000954,0.58556541
-4.35517759,2.21515814,0.38672697,1.42540836,0.00165953,0.22003129,0.00001135,0.60981094
-4.34917459,2.28619415,0.40003860,1.46966694,0.00160236,0.22829100,0.00001383,0.63117242
-4.34317159,2.34597063,0.41145532,1.50673913,0.00154792,0.23538225,0.00001708,0.64925692
-4.33716858,2.39333640,0.42077803,1.53588917,0.00149537,0.24118816,0.00002122,0.66374472
-4.33116558,2.42745642,0.42786105,1.55658681,0.00144386,0.24562410,0.00002638,0.67440077
-4.32516258,2.44784339,0.43261719,1.56852802,0.00139261,0.24864053,0.00003272,0.68108328
-4.31915958,2.45437683,0.43502042,1.57164780,0.00134094,0.25022450,0.00004039,0.68374882
-4.31315658,2.44730849,0.43510636,1.56612397,0.00128831,0.25039978,0.00004958,0.68245369
-4.30715358,2.42725337,0.43297010,1.55237184,0.00123431,0.24922559,0.00006049,0.67735134
