energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Li_s_up,S_s_up,S_p_up
-5.88594297,0.00002301,0.00000664,0.00000003,0.00000641,0.00001172,0.00000012,0.00000006,0.00000219
-5.87993997,0.00001596,0.00000447,0.00000004,0.00000435,0.00000796,0.00000018,0.00000005,0.00000167
-5.87393697,0.00001139,0.00000300,0.00000006,0.00000295,0.00000543,0.00000028,0.00000005,0.00000140
-5.86793397,0.00000864,0.00000200,0.00000008,0.00000202,0.00000377,0.00000043,0.00000005,0.00000137
-5.86193097,0.00000734,0.00000133,0.00000013,0.00000143,0.00000273,0.00000064,0.00000007,0.00000156
-5.85592796,0.00000726,0.00000090,0.00000019,0.00000107,0.00000216,0.00000096,0.00000009,0.00000201
-5.84992496,0.00000837,0.00000062,0.00000028,0.00000091,0.00000195,0.00000144,0.00000013,0.00000278
-5.84392196,0.00001080,0.00000045,0.00000041,0.00000090,0.00000207,0.00000212,0.00000020,0.00000397
-5.83791896,0.00001485,0.00000037,0.00000060,0.00000103,0.00000252,0.00000311,0.00000029,0.00000573
-5.83191596,0.00002099,0.00000034,0.00000087,0.00000132,0.00000334,0.00000454,0.00000041,0.00000830
-5.82591296,0.00002996,0.00000038,0.00000126,0.00000180,0.00000463,0.00000656,0.00000060,0.00001197
-5.81990995,0.00004277,0.00000047,0.00000181,0.00000251,0.00000651,0.00000942,0.00000086,0.00001716
-5.81390695,0.00006083,0.00000062,0.00000258,0.00000353,0.00000920,0.00001344,0.00000123,0.00002445
-5.80790395,0.00008600,0.00000085,0.00000366,0.00000497,0.00001297,0.00001902,0.00000173,0.00003460
-5.80190095,0.00012079,0.00000118,0.00000514,0.00000696,0.00001820,0.00002672,0.00000244,0.00004862
-5.79589795,0.00016849,0.00000164,0.00000717,0.00000970,0.00002538,0.00003729,0.00000340,0.00006784
-5.78989495,0.00023337,0.00000226,0.00000993,0.00001344,0.00003514,0.00005165,0.00000471,0.00009396
-5.78389195,0.00032092,0.00000310,0.00001366,0.00001847,0.00004832,0.00007103,0.00000648,0.00012922
-5.77788894,0.00043816,0.00000423,0.00001865,0.00002522,0.00006597,0.00009698,0.00000884,0.00017643
-5.77188594,0.00059394,0.00000574,0.00002527,0.00003419,0.00008942,0.00013145,0.00001199,0.00023915
-5.76588294,0.00079932,0.00000772,0.00003401,0.00004601,0.00012034,0.00017691,0.00001613,0.00032185
-5.75987994,0.00106800,0.00001032,0.00004545,0.00006147,0.00016078,0.00023638,0.00002156,0.00043004
-5.75387694,0.00141675,0.00001369,0.00006029,0.00008154,0.00021329,0.00031357,0.00002860,0.00057046
-5.74787394,0.00186589,0.00001803,0.00007940,0.00010739,0.00028090,0.00041298,0.00003766,0.00075131
-5.74187094,0.00243976,0.00002357,0.00010382,0.00014042,0.00036730,0.00053999,0.00004924,0.00098239
-5.73586793,0.00316724,0.00003060,0.00013478,0.00018230,0.00047682,0.00070100,0.00006393,0.00127531
-5.72986493,0.00408209,0.00003944,0.00017371,0.00023495,0.00061454,0.00090349,0.00008239,0.00164368
-5.72386193,0.00522342,0.00005046,0.00022228,0.00030064,0.00078637,0.00115610,0.00010543,0.00210325
-5.71785893,0.00663587,0.00006411,0.00028238,0.00038194,0.00099901,0.00146871,0.00013394,0.00267198
-5.71185593,0.00836972,0.00008086,0.00035617,0.00048173,0.00126003,0.00185246,0.00016893,0.00337012
-5.70585293,0.01048079,0.00010125,0.00044600,0.00060324,0.00157784,0.00231970,0.00021154,0.00422016
-5.69984992,0.01303009,0.00012588,0.00055449,0.00074998,0.00196163,0.00288393,0.00026300,0.00524665
-5.69384692,0.01608316,0.00015537,0.00068441,0.00092571,0.00242125,0.00355966,0.00032462,0.00647599
-5.68784392,0.01970906,0.00019040,0.00083871,0.00113441,0.00296712,0.00436217,0.00039781,0.00793599
-5.68184092,0.02397902,0.00023165,0.00102042,0.00138019,0.00360993,0.00530721,0.00048399,0.00965531
-5.67583792,0.02896463,0.00027981,0.00123259,0.00166717,0.00436049,0.00641064,0.00058463,0.01166280
-5.66983492,0.03473571,0.00033557,0.00147818,0.00199937,0.00522928,0.00768790,0.00070112,0.01398657
-5.66383192,0.04135770,0.00039954,0.00175999,0.00238057,0.00622616,0.00915345,0.00083478,0.01665295
-5.65782891,0.04888877,0.00047229,0.00208050,0.00281413,0.00735988,0.01082017,0.00098680,0.01968538
-5.65182591,0.05737665,0.00055429,0.00244174,0.00330280,0.00863762,0.01269860,0.00115814,0.02310307
-5.64582291,0.06685529,0.00064585,0.00284515,0.00384857,0.01006446,0.01479620,0.00134948,0.02691970
-5.63981991,0.07734143,0.00074715,0.00329147,0.00445243,0.01164292,0.01711665,0.00156118,0.03114199
-5.63381691,0.08883134,0.00085815,0.00378055,0.00511422,0.01337241,0.01965906,0.00179316,0.03576844
-5.62781391,0.10129783,0.00097858,0.00431125,0.00583243,0.01524878,0.02241730,0.00204488,0.04078810
-5.62181091,0.11468774,0.00110792,0.00488134,0.00660411,0.01726398,0.02537948,0.00231528,0.04617957
-5.61580790,0.12892014,0.00124540,0.00548740,0.00742472,0.01940575,0.02852751,0.00260275,0.05191023
-5.60980490,0.14388535,0.00138996,0.00612482,0.00828815,0.02165746,0.03183685,0.00290510,0.05793591
-5.60380190,0.15944509,0.00154025,0.00678780,0.00918668,0.02399815,0.03527655,0.00321957,0.06420093
-5.59779890,0.17543378,0.00169467,0.00746937,0.01011114,0.02640268,0.03880949,0.00354287,0.07063857
-5.59179590,0.19166119,0.00185139,0.00816158,0.01105103,0.02884215,0.04239293,0.00387122,0.07717221
-5.58579290,0.20791646,0.00200835,0.00885561,0.01199487,0.03128443,0.04597933,0.00420045,0.08371692
-5.57978989,0.22397350,0.00216337,0.00954209,0.01293046,0.03369501,0.04951754,0.00452611,0.09018158
-5.57378689,0.23959767,0.00231417,0.01021131,0.01384542,0.03603793,0.05295413,0.00484360,0.09647168
-5.56778389,0.25455373,0.00245847,0.01085366,0.01472765,0.03827694,0.05623512,0.00514836,0.10249238
-5.56178089,0.26861465,0.00259405,0.01145996,0.01556596,0.04037680,0.05930777,0.00543606,0.10815219
-5.55577789,0.28157130,0.00271886,0.01202194,0.01635076,0.04230466,0.06212264,0.00570276,0.11336678
-5.54977489,0.29324248,0.00283114,0.01253269,0.01707469,0.04403152,0.06463559,0.00594520,0.11806302
-5.54377189,0.30348505,0.00292944,0.01298709,0.01773345,0.04553367,0.06680995,0.00616094,0.12218313
-5.53776888,0.31220388,0.00301282,0.01338230,0.01832648,0.04679412,0.06861840,0.00634864,0.12568860
-5.53176588,0.31936106,0.00308082,0.01371821,0.01885774,0.04780387,0.07004492,0.00650824,0.12856398
-5.52576288,0.32498423,0.00313365,0.01399778,0.01933640,0.04856308,0.07108629,0.00664112,0.13082018
-5.51975988,0.32917355,0.00317215,0.01422739,0.01977753,0.04908201,0.07175345,0.00675028,0.13249732
-5.51375688,0.33210703,0.00319792,0.01441717,0.02020264,0.04938170,0.07207240,0.00684047,0.13366693
-5.50775388,0.33404400,0.00321331,0.01458108,0.02064026,0.04949442,0.07208474,0.00691825,0.13443331
-5.50175088,0.33532661,0.00322141,0.01473708,0.02112635,0.04946377,0.07184773,0.00699200,0.13493424
-5.49574787,0.33637890,0.00322609,0.01490707,0.02170455,0.04934446,0.07143393,0.00707196,0.13534065
-5.48974487,0.33770375,0.00323190,0.01511677,0.02242644,0.04920179,0.07093034,0.00717009,0.13585542
-5.48374187,0.33987736,0.00324405,0.01539548,0.02335155,0.04911076,0.07043704,0.00729997,0.13671134
-5.47773887,0.34354130,0.00326831,0.01577568,0.02454725,0.04915492,0.07006549,0.00747659,0.13816794
-5.47173587,0.34939240,0.00331089,0.01629254,0.02608853,0.04942482,0.06993632,0.00771606,0.14050763
-5.46573287,0.35817021,0.00337835,0.01698333,0.02805758,0.05001627,0.07017679,0.00803533,0.14403076
-5.45972986,0.37064248,0.00347739,0.01788660,0.03054320,0.05102829,0.07091788,0.00845176,0.14904998
-5.45372686,0.38758866,0.00361473,0.01904137,0.03364000,0.05256082,0.07229113,0.00898268,0.15588384
-5.44772386,0.40978171,0.00379689,0.02048616,0.03744750,0.05471229,0.07442524,0.00964489,0.16484963
-5.44172086,0.43796854,0.00403002,0.02225788,0.04206898,0.05757701,0.07744254,0.01045412,0.17625578
-5.43571786,0.47284934,0.00431967,0.02439074,0.04761011,0.06124249,0.08145530,0.01142443,0.19039377
-5.42971486,0.51505638,0.00467062,0.02691507,0.05417749,0.06578667,0.08656216,0.01256762,0.20752981
-5.42371186,0.56513271,0.00508663,0.02985608,0.06187694,0.07127530,0.09284449,0.01389261,0.22789652
-5.41770885,0.62351137,0.00557028,0.03323274,0.07081165,0.07775930,0.10036313,0.01540488,0.25168463
-5.41170585,0.69049576,0.00612279,0.03705662,0.08108018,0.08527240,0.10915521,0.01710587,0.27903530
-5.40570285,0.76624192,0.00674387,0.04133094,0.09277434,0.09382904,0.11923157,0.01899254,0.31003293
-5.39969985,0.85074348,0.00743161,0.04604969,0.10597700,0.10342263,0.13057460,0.02105698,0.34469910
-5.39369685,0.94382000,0.00818239,0.05119703,0.12075976,0.11402427,0.14313673,0.02328611,0.38298765
-5.38769385,1.04510936,0.00899090,0.05674686,0.13718073,0.12558207,0.15683971,0.02566155,0.42478133
-5.38169085,1.15406496,0.00985017,0.06266280,0.15528214,0.13802099,0.17157466,0.02815970,0.46989021
-5.37568784,1.26995800,0.01075163,0.06889834,0.17508822,0.15124343,0.18720308,0.03075190,0.51805202
-5.36968484,1.39188541,0.01168532,0.07539748,0.19660299,0.16513049,0.20355872,0.03340487,0.56893451
-5.36368184,1.51878324,0.01264011,0.08209563,0.21980832,0.17954398,0.22045053,0.03608132,0.62214000
-5.35767884,1.64944559,0.01360395,0.08892083,0.24466219,0.19432901,0.23766630,0.03874070,0.67721196
-5.35167584,1.78254858,0.01456424,0.09579537,0.27109713,0.20931731,0.25497735,0.04134020,0.73364350
-5.34567284,1.91667867,0.01550818,0.10263755,0.29901907,0.22433103,0.27214370,0.04383580,0.79088757
-5.33966983,2.05036454,0.01642320,0.10936374,0.32830650,0.23918693,0.28891995,0.04618351,0.84836861
-5.33366683,2.18211139,0.01729731,0.11589052,0.35881018,0.25370089,0.30506135,0.04834065,0.90549518
-5.32766383,2.31043650,0.01811954,0.12213685,0.39035320,0.26769249,0.32033007,0.05026709,0.96167312
-5.32166083,2.43390467,0.01888032,0.12802624,0.42273184,0.28098946,0.33450133,0.05192655,1.01631899
-5.31565783,2.55116235,0.01957174,0.13348877,0.45571688,0.29343203,0.34736914,0.05328774,1.06887307
-5.30965483,2.66096921,0.02018787,0.13846286,0.48905574,0.30487674,0.35875151,0.05432542,1.11881162
-5.30365183,2.76222607,0.02072490,0.14289681,0.52247535,0.31519976,0.36849481,0.05502123,1.16565809
-5.29764882,2.85399825,0.02118121,0.14674998,0.55568577,0.32429953,0.37647730,0.05536436,1.20899278
-5.29164582,2.93553387,0.02155740,0.14999352,0.58838466,0.33209871,0.38261150,0.05535196,1.24846092
-5.28564282,3.00627656,0.02185613,0.15261080,0.62026242,0.33854526,0.38684549,0.05498927,1.28377884
-5.27963982,3.06587266,0.02208196,0.15459734,0.65100807,0.34361279,0.38916308,0.05428956,1.31473840
-5.27363682,3.11417298,0.02224101,0.15596041,0.68031577,0.34730012,0.38958285,0.05327382,1.34120954
-5.26763382,3.15122964,0.02234060,0.15671826,0.70789171,0.34963022,0.38815626,0.05197016,1.36314115
-5.26163082,3.17728853,0.02238886,0.15689904,0.73346131,0.35064844,0.38496485,0.05041310,1.38056045
-5.25562781,3.19277816,0.02239428,0.15653955,0.75677649,0.35042043,0.38011670,0.04864270,1.39357102
-5.24962481,3.19829568,0.02236520,0.15568377,0.77762273,0.34902955,0.37374244,0.04670352,1.40234979
-5.24362181,3.19459078,0.02230946,0.15438139,0.79582568,0.34657421,0.36599094,0.04464360,1.40714305
-5.23761881,3.18254833,0.02223391,0.15268622,0.81125711,0.34316503,0.35702475,0.04251336,1.40826180
-5.23161581,3.16317008,0.02214417,0.15065482,0.82383975,0.33892205,0.34701571,0.04036447,1.40607645
-5.22561281,3.13755604,0.02204429,0.14834503,0.83355099,0.33397204,0.33614065,0.03824889,1.40101092
-5.21960980,3.10688569,0.02193667,0.14581489,0.84042507,0.32844599,0.32457750,0.03621781,1.39353624
-5.21360680,3.07239894,0.02182195,0.14312147,0.84455360,0.32247674,0.31250168,0.03432078,1.38416346
-5.20760380,3.03537689,0.02169907,0.14032011,0.84608430,0.31619694,0.30008306,0.03260490,1.37343580
-5.20160080,2.99712203,0.02156542,0.13746367,0.84521796,0.30973706,0.28748334,0.03111404,1.36191993
-5.19559780,2.95893759,0.02141706,0.13460197,0.84220342,0.30322366,0.27485396,0.02988820,1.35019628
-5.18959480,2.92210566,0.02124904,0.13178141,0.83733085,0.29677772,0.26233440,0.02896290,1.33884809
-5.18359180,2.88786397,0.02105573,0.12904457,0.83092341,0.29051310,0.25005098,0.02836860,1.32844940
-5.17758879,2.85738101,0.02083126,0.12642992,0.82332742,0.28453497,0.23811591,0.02813024,1.31955181
-5.17158579,2.83172982,0.02056986,0.12397155,0.81490149,0.27893827,0.22662672,0.02826676,1.31267026
-5.16558279,2.81186054,0.02026631,0.12169888,0.80600479,0.27380610,0.21566591,0.02879066,1.30826809
-5.15957979,2.79857261,0.01991625,0.11963634,0.79698508,0.26920820,0.20530080,0.02970762,1.30674170
-5.15357679,2.79248735,0.01951654,0.11780302,0.78816665,0.26519938,0.19558354,0.03101622,1.30840552
-5.14757379,2.79402228,0.01906545,0.11621234,0.77983905,0.26181802,0.18655128,0.03270768,1.31347781
-5.14157079,2.80336849,0.01856290,0.11487173,0.77224668,0.25908484,0.17822645,0.03476572,1.32206813
-5.13556778,2.82047287,0.01801050,0.11378232,0.76558001,0.25700187,0.17061727,0.03716667,1.33416731
-5.12956478,2.84502661,0.01741161,0.11293876,0.75996884,0.25555180,0.16371833,0.03987961,1.34964079
-5.12356178,2.87646183,0.01677126,0.11232924,0.75547783,0.25469793,0.15751146,0.04286683,1.36822604
-5.11755878,2.91395760,0.01609610,0.11193560,0.75210486,0.25438464,0.15196676,0.04608448,1.38953484
-5.11155578,2.95645659,0.01539420,0.11173380,0.74978225,0.25453866,0.14704393,0.04948356,1.41306097
-5.10555278,3.00269292,0.01467489,0.11169459,0.74838106,0.25507105,0.14269382,0.05301107,1.43819351
-5.09954977,3.05123135,0.01394860,0.11178455,0.74771841,0.25588000,0.13886032,0.05661153,1.46423583
-5.09354677,3.10051739,0.01322661,0.11196745,0.74756759,0.25685442,0.13548246,0.06022866,1.49043008
-5.08754377,3.14893698,0.01252097,0.11220581,0.74767072,0.25787824,0.13249677,0.06380731,1.51598639
-5.08154077,3.19488405,0.01184429,0.11246279,0.74775348,0.25883528,0.12983979,0.06729553,1.54011598
-5.07553777,3.23683337,0.01120968,0.11270429,0.74754122,0.25961452,0.12745072,0.07064666,1.56206692
-5.06953477,3.27341565,0.01063070,0.11290103,0.74677585,0.26011561,0.12527405,0.07382142,1.58116099
-5.06353177,3.30349154,0.01012137,0.11303073,0.74523271,0.26025433,0.12326217,0.07678988,1.59683001
-5.05752876,3.32622079,0.00969618,0.11308010,0.74273652,0.25996774,0.12137769,0.07953319,1.60864984
-5.05152576,3.34112288,0.00937019,0.11304662,0.73917562,0.25921873,0.11959552,0.08204494,1.61637023
-5.04552276,3.34812569,0.00915909,0.11293993,0.73451379,0.25799976,0.11790445,0.08433217,1.61993888
-5.03951976,3.34759880,0.00907932,0.11278269,0.72879881,0.25633560,0.11630830,0.08641572,1.61951803
-5.03351676,3.34036921,0.00914813,0.11261101,0.72216731,0.25428466,0.11482631,0.08833018,1.61549256
-5.02751376,3.32771733,0.00938364,0.11247402,0.71484538,0.25193902,0.11349299,0.09012301,1.60846856
-5.02151076,3.31135245,0.00980478,0.11243292,0.70714488,0.24942301,0.11235713,0.09185321,1.59926197
-5.01550775,3.29336762,0.01043127,0.11255927,0.69945529,0.24689018,0.11148018,0.09358922,1.58887734
-5.00950475,3.27617505,0.01128339,0.11293258,0.69223133,0.24451892,0.11093386,0.09540633,1.57847710
-5.00350175,3.26242382,0.01238170,0.11363735,0.68597679,0.24250677,0.11079717,0.09738357,1.56934243
-4.99749875,3.25490294,0.01374670,0.11475955,0.68122521,0.24106358,0.11115288,0.09960023,1.56282699
-4.99149575,3.25643322,0.01539824,0.11638278,0.67851801,0.24040386,0.11208353,0.10213210,1.56030525
-4.98549275,3.26975243,0.01735498,0.11858414,0.67838118,0.24073848,0.11366724,0.10504768,1.56311754
-4.97948974,3.29739817,0.01963363,0.12143017,0.68130139,0.24226618,0.11597339,0.10840442,1.57251398
-4.97348674,3.34159356,0.02224817,0.12497286,0.68770254,0.24516519,0.11905833,0.11224521,1.58959963
-4.96748374,3.40414046,0.02520896,0.12924604,0.69792395,0.24958514,0.12296142,0.11659536,1.61528313
-4.96148074,3.48632498,0.02852193,0.13426230,0.71220105,0.25563991,0.12770150,0.12146007,1.65023111
-4.95547774,3.58883944,0.03218760,0.14001064,0.73064946,0.26340133,0.13327395,0.12682273,1.69483028
-4.94947474,3.71172429,0.03620035,0.14645493,0.75325343,0.27289436,0.13964854,0.13264391,1.74915890
-4.94347174,3.85433291,0.04054762,0.15353338,0.77985897,0.28409359,0.14676820,0.13886144,1.81296899
-4.93746873,4.01532108,0.04520931,0.16115900,0.81017234,0.29692159,0.15454872,0.14539125,1.88568017
-4.93146573,4.19266191,0.05015737,0.16922117,0.84376394,0.31124882,0.16287957,0.15212931,1.96638543
-4.92546273,4.38368632,0.05535559,0.17758821,0.88007765,0.32689543,0.17162578,0.15895431,2.05386902
-4.91945973,4.58514753,0.06075958,0.18611094,0.91844527,0.34363471,0.18063077,0.16573126,2.14663560
-4.91345673,4.79330773,0.06631714,0.19462708,0.95810578,0.36119815,0.18972024,0.17231563,2.24294999
-4.90745373,5.00404357,0.07196883,0.20296639,0.99822845,0.37928196,0.19870683,0.17855808,2.34088587
-4.90145073,5.21296674,0.07764884,0.21095624,1.03793922,0.39755480,0.20739552,0.18430938,2.43838175
-4.89544772,5.41555528,0.08328616,0.21842753,1.07634920,0.41566645,0.21558944,0.18942555,2.53330218
-4.88944472,5.60729054,0.08880608,0.22522059,1.11258424,0.43325722,0.22309607,0.19377272,2.62350199
-4.88344172,5.78379498,0.09413177,0.23119091,1.14581438,0.44996762,0.22973334,0.19723173,2.70689106
-4.87743872,5.94096561,0.09918623,0.23621442,1.17528209,0.46544818,0.23533566,0.19970224,2.78149749
-4.87143572,6.07509820,0.10389420,0.24019208,1.20032813,0.47936888,0.23975943,0.20110603,2.84552682
-4.86543272,6.18299805,0.10818428,0.24305363,1.22041409,0.49142809,0.24288797,0.20138953,2.89741515
-4.85942971,6.26207332,0.11199091,0.24476028,1.23514058,0.50136061,0.24463556,0.20052543,2.93587453
-4.85342671,6.31040794,0.11525638,0.24530630,1.24426053,0.50894456,0.24495057,0.19851326,2.95992904
-4.84742371,6.32681191,0.11793263,0.24471937,1.24768696,0.51400708,0.24381741,0.19537907,2.96894049
-4.84142071,6.31084768,0.11998275,0.24305970,1.24549503,0.51642845,0.24125739,0.19117411,2.96262314
-4.83541771,6.26283220,0.12138232,0.24041801,1.23791825,0.51614470,0.23732843,0.18597268,2.94104708
-4.82941471,6.18381537,0.12212024,0.23691235,1.22533901,0.51314857,0.23212359,0.17986925,2.90463067
-4.82341171,6.07553613,0.12219925,0.23268397,1.20827390,0.50748893,0.22576858,0.17297504,2.85412232
-4.81740870,5.94035843,0.12163596,0.22789237,1.18735438,0.49926854,0.21841844,0.16541413,2.79057284
-4.81140570,5.78119000,0.12046047,0.22270975,1.16330350,0.48864044,0.21025328,0.15731933,2.71529944
-4.80540270,5.60138705,0.11871546,0.21731501,1.13690970,0.47580300,0.20147360,0.14882806,2.62984285
-4.79939970,5.40464872,0.11645497,0.21188761,1.10899857,0.46099383,0.19229504,0.14007824,2.53591928
-4.79339670,5.19490495,0.11374266,0.20660146,1.08040374,0.44448284,0.18294306,0.13120449,2.43536886
-4.78739370,4.97620182,0.11064989,0.20161909,1.05193794,0.42656457,0.17364738,0.12233469,2.33010251
-4.78139070,4.75258799,0.10725337,0.19708628,1.02436526,0.40755014,0.16463664,0.11358703,2.22204869
-4.77538769,4.52800586,0.10363283,0.19312734,0.99837566,0.38775900,0.15613322,0.10506759,2.11310201
-4.76938469,4.30619061,0.09986842,0.18984125,0.97456271,0.36751079,0.14834839,0.09686854,2.00507492
-4.76338169,4.09058013,0.09603830,0.18729868,0.95340513,0.34711757,0.14147791,0.08906696,1.89965405
-4.75737869,3.88423783,0.09221621,0.18554014,0.93525298,0.32687654,0.13569803,0.08172421,1.79836217
-4.75137569,3.68979060,0.08846931,0.18457515,0.92031886,0.30706360,0.13116204,0.07488593,1.70252678
-4.74537269,3.50938285,0.08485635,0.18438253,0.90867435,0.28792780,0.12799733,0.06858252,1.61325593
-4.73936968,3.34464763,0.08142611,0.18491185,0.90025187,0.26968685,0.12630299,0.06283008,1.53142178
-4.73336668,3.19669493,0.07821634,0.18608583,0.89485169,0.25252391,0.12614796,0.05763174,1.45765200
-4.72736368,3.06611697,0.07525316,0.18780372,0.89215392,0.23658552,0.12756974,0.05297931,1.39232909
-4.72136068,2.95300956,0.07255086,0.18994553,0.89173485,0.22198082,0.13057370,0.04885514,1.33559718
-4.71535768,2.85700851,0.07011229,0.19237689,0.89308702,0.20878202,0.13513300,0.04523414,1.28737610
-4.70935468,2.77733929,0.06792962,0.19495438,0.89564232,0.19702608,0.14118915,0.04208588,1.24738176
-4.70335168,2.71287814,0.06598556,0.19753126,0.89879705,0.18671743,0.14865330,0.03937675,1.21515236
-4.69734867,2.66222235,0.06425486,0.19996323,0.90193811,0.17783166,0.15740826,0.03707199,1.19007921
-4.69134567,2.62376730,0.06270623,0.20211412,0.90446932,0.17032009,0.16731128,0.03513775,1.17144122
-4.68534267,2.59578769,0.06130426,0.20386135,0.90583687,0.16411486,0.17819766,0.03354288,1.15844196
-4.67933967,2.57652041,0.06001160,0.20510092,0.90555298,0.15913462,0.18988519,0.03226065,1.15024801
-4.67333667,2.56424638,0.05879109,0.20575180,0.90321705,0.15529029,0.20217931,0.03127026,1.14602740
-4.66733367,2.55736887,0.05760779,0.20575958,0.89853348,0.15249107,0.21487901,0.03055804,1.14498707
-4.66133067,2.55448590,0.05643086,0.20509934,0.89132576,0.15065013,0.22778336,0.03011850,1.14640798
-4.65532766,2.55445467,0.05523528,0.20377761,0.88154637,0.14969003,0.24069837,0.02995510,1.14967699
-4.64932466,2.55644594,0.05400316,0.20183338,0.86928233,0.14954764,0.25344425,0.03008068,1.15431442
-4.64332166,2.55998686,0.05272479,0.19933825,0.85475634,0.15017830,0.26586251,0.03051773,1.15999652
-4.63731866,2.56499103,0.05139936,0.19639558,0.83832379,0.15155921,0.27782291,0.03129826,1.16657206
-4.63131566,2.57177474,0.05003526,0.19313890,0.82046564,0.15369185,0.28922981,0.03246348,1.17407260
-4.62531266,2.58105901,0.04865007,0.18972940,0.80177790,0.15660327,0.30002773,0.03406317,1.18271609
-4.61930965,2.59395717,0.04727017,0.18635282,0.78295779,0.16034642,0.31020568,0.03615471,1.19290354
-4.61330665,2.61194825,0.04593017,0.18321558,0.76478750,0.16499922,0.31980033,0.03880193,1.20520899
-4.60730365,2.63683679,0.04467194,0.18054040,0.74811567,0.17066251,0.32889740,0.04207364,1.22036285
-4.60130065,2.67069993,0.04354351,0.17856148,0.73383749,0.17745687,0.33763148,0.04604189,1.23922912
-4.59529765,2.71582314,0.04259783,0.17751917,0.72287355,0.18551847,0.34618401,0.05078003,1.26277704
-4.58929465,2.77462602,0.04189138,0.17765436,0.71614814,0.19499387,0.35477938,0.05636052,1.29204805
-4.58329165,2.84958012,0.04148270,0.17920262,0.71456723,0.20603406,0.36367933,0.06285254,1.32811872
-4.57728864,2.94312078,0.04143092,0.18238804,0.71899647,0.21878784,0.37317571,0.07031947,1.37206088
-4.57128564,3.05755518,0.04179421,0.18741707,0.73023950,0.23339470,0.38358171,0.07881622,1.42490002
-4.56528264,3.19496909,0.04262834,0.19447225,0.74901678,0.24997751,0.39522192,0.08838650,1.48757290
-4.55927964,3.35713477,0.04398515,0.20370598,0.77594517,0.26863507,0.40842150,0.09906010,1.56088589
-4.55327664,3.54542265,0.04591114,0.21523454,0.81151846,0.28943495,0.42349464,0.11085021,1.64547499
-4.54727364,3.76071936,0.04844603,0.22913240,0.85608913,0.31240676,0.44073281,0.12375087,1.74176880
-4.54127064,4.00335466,0.05162139,0.24542704,0.90985167,0.33753610,0.46039302,0.13773474,1.84995556
-4.53526763,4.27303981,0.05545931,0.26409446,0.97282767,0.36475947,0.48268655,0.15275104,1.96995534
-4.52926463,4.56881963,0.05997115,0.28505555,1.04485334,0.39396030,0.50776831,0.16872409,2.10139829
-4.52326163,4.88904042,0.06515633,0.30817361,1.12556979,0.42496635,0.53572732,0.18555224,2.24360989
-4.51725863,5.23133560,0.07100127,0.33325313,1.21441658,0.45754866,0.56657853,0.20310749,2.39560378
-4.51125563,5.59263039,0.07747852,0.36004010,1.31062932,0.49142209,0.60025621,0.22123579,2.55608287
-4.50525263,5.96916670,0.08454599,0.38822395,1.41324158,0.52624765,0.63660922,0.23975808,2.72344904
-4.49924962,6.35654871,0.09214656,0.41744130,1.52109194,0.56163658,0.67539841,0.25847224,2.89582155
-4.49324662,6.74980908,0.10020790,0.44728151,1.63283630,0.59715619,0.71629626,0.27715579,3.07106425
