energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-3.47273637,0.14809849,0.00000001,0.01365947,0.00000018,0.14232068,0.03278567,0.02954064,0.03420059,0.00463430
-3.46673337,0.15389031,0.00000001,0.01411972,0.00000012,0.14712591,0.03388167,0.03068345,0.03541321,0.00549508
-3.46073037,0.15904031,0.00000001,0.01449757,0.00000008,0.15107108,0.03477930,0.03169283,0.03643812,0.00655218
-3.45472736,0.16353293,0.00000000,0.01478717,0.00000005,0.15409608,0.03546395,0.03256498,0.03726430,0.00784550
-3.44872436,0.16738235,0.00000000,0.01498488,0.00000004,0.15616342,0.03592629,0.03330187,0.03788665,0.00942110
-3.44272136,0.17063423,0.00000000,0.01508939,0.00000002,0.15726015,0.03616271,0.03391161,0.03830639,0.01133117
-3.43671836,0.17336658,0.00000000,0.01510188,0.00000002,0.15739885,0.03617548,0.03440861,0.03853134,0.01363379
-3.43071536,0.17568921,0.00000000,0.01502599,0.00000001,0.15661779,0.03597280,0.03481351,0.03857585,0.01639238
-3.42471236,0.17774191,0.00000000,0.01486774,0.00000001,0.15498004,0.03556859,0.03515286,0.03846058,0.01967487
-3.41870935,0.17969133,0.00000000,0.01463537,0.00000001,0.15257171,0.03498208,0.03545847,0.03821191,0.02355247
-3.41270635,0.18172636,0.00000000,0.01433904,0.00000000,0.14949919,0.03423718,0.03576659,0.03786120,0.02809809
-3.40670335,0.18405241,0.00000000,0.01399058,0.00000000,0.14588569,0.03336167,0.03611676,0.03744377,0.03338429
-3.40070035,0.18688445,0.00000000,0.01360298,0.00000000,0.14186706,0.03238631,0.03655050,0.03699770,0.03948086
-3.39469735,0.19043914,0.00000000,0.01319003,0.00000001,0.13758709,0.03134373,0.03710978,0.03656254,0.04645200
-3.38869435,0.19492636,0.00000000,0.01276579,0.00000001,0.13319257,0.03026731,0.03783541,0.03617777,0.05435322
-3.38269135,0.20054023,0.00000000,0.01234414,0.00000001,0.12882816,0.02919006,0.03876529,0.03588140,0.06322794
-3.37668834,0.20745020,0.00000001,0.01193826,0.00000002,0.12463142,0.02814350,0.03993274,0.03570845,0.07310399
-3.37068534,0.21579239,0.00000001,0.01156023,0.00000003,0.12072809,0.02715656,0.04136480,0.03568953,0.08399013
-3.36468234,0.22566158,0.00000002,0.01122056,0.00000004,0.11722786,0.02625468,0.04308074,0.03584960,0.09587274
-3.35867934,0.23710429,0.00000003,0.01092791,0.00000007,0.11422074,0.02545898,0.04509069,0.03620682,0.10871286
-3.35267634,0.25011321,0.00000004,0.01068878,0.00000010,0.11177426,0.02478566,0.04739461,0.03677172,0.12244381
-3.34667334,0.26462337,0.00000005,0.01050733,0.00000014,0.10993144,0.02424554,0.04998156,0.03754658,0.13696948
-3.34067034,0.28051019,0.00000008,0.01038526,0.00000021,0.10870982,0.02384383,0.05282929,0.03852513,0.15216358
-3.33466733,0.29758980,0.00000012,0.01032185,0.00000031,0.10810133,0.02358018,0.05590433,0.03969257,0.16786998
-3.32866433,0.31562159,0.00000017,0.01031399,0.00000044,0.10807312,0.02344882,0.05916241,0.04102588,0.18390418
-3.32266133,0.33431303,0.00000024,0.01035638,0.00000063,0.10856940,0.02343901,0.06254941,0.04249454,0.20005605
-3.31665833,0.35332679,0.00000034,0.01044175,0.00000090,0.10951391,0.02353565,0.06600264,0.04406144,0.21609385
-3.31065533,0.37228996,0.00000048,0.01056120,0.00000127,0.11081330,0.02371998,0.06945260,0.04568416,0.23176943
-3.30465233,0.39080497,0.00000068,0.01070453,0.00000178,0.11236089,0.02397053,0.07282495,0.04731641,0.24682452
-3.29864932,0.40846205,0.00000094,0.01086069,0.00000248,0.11404099,0.02426411,0.07604288,0.04890972,0.26099797
-3.29264632,0.42485265,0.00000130,0.01101815,0.00000342,0.11573338,0.02457680,0.07902955,0.05041518,0.27403362
-3.28664332,0.43958334,0.00000178,0.01116539,0.00000470,0.11731791,0.02488514,0.08171068,0.05178530,0.28568851
-3.28064032,0.45228969,0.00000243,0.01129129,0.00000640,0.11867896,0.02516712,0.08401709,0.05297580,0.29574120
-3.27463732,0.46264951,0.00000328,0.01138552,0.00000866,0.11970960,0.02540326,0.08588715,0.05394740,0.30399976
-3.26863432,0.47039497,0.00000441,0.01143893,0.00001164,0.12031542,0.02557753,0.08726895,0.05466736,0.31030912
-3.26263132,0.47532303,0.00000587,0.01144382,0.00001552,0.12041769,0.02567827,0.08812219,0.05511090,0.31455744
-3.25662831,0.47730383,0.00000777,0.01139416,0.00002056,0.11995592,0.02569881,0.08841972,0.05526236,0.31668123
-3.25062531,0.47628666,0.00001021,0.01128582,0.00002704,0.11888963,0.02563813,0.08814851,0.05511598,0.31666900
-3.24462231,0.47230321,0.00001332,0.01111659,0.00003530,0.11719938,0.02550120,0.08731023,0.05467648,0.31456325
-3.23861931,0.46546821,0.00001726,0.01088621,0.00004577,0.11488698,0.02529924,0.08592122,0.05395921,0.31046075
-3.23261631,0.45597717,0.00002220,0.01059635,0.00005893,0.11197494,0.02504978,0.08401205,0.05299002,0.30451105
-3.22661331,0.44410168,0.00002835,0.01025044,0.00007535,0.10850520,0.02477648,0.08162653,0.05180480,0.29691338
-3.22061031,0.43018221,0.00003595,0.00985351,0.00009565,0.10453727,0.02450890,0.07882032,0.05044870,0.28791198
-3.21460730,0.41461906,0.00004526,0.00941193,0.00012059,0.10014582,0.02428194,0.07565912,0.04897508,0.27779020
-3.20860430,0.39786154,0.00005658,0.00893319,0.00015096,0.09541789,0.02413530,0.07221673,0.04744433,0.26686349
-3.20260130,0.38039613,0.00007024,0.00842557,0.00018767,0.09044989,0.02411264,0.06857273,0.04592236,0.25547167
-3.19659830,0.36273384,0.00008658,0.00789787,0.00023168,0.08534439,0.02426069,0.06481020,0.04447912,0.24397070
-3.19059530,0.34539741,0.00010596,0.00735911,0.00028403,0.08020702,0.02462820,0.06101341,0.04318690,0.23272432
-3.18459230,0.32890858,0.00012878,0.00681826,0.00034581,0.07514344,0.02526478,0.05726552,0.04211866,0.22209572
-3.17858929,0.31377603,0.00015541,0.00628398,0.00041812,0.07025652,0.02621967,0.05364653,0.04134638,0.21243961
-3.17258629,0.30048403,0.00018624,0.00576444,0.00050208,0.06564392,0.02754040,0.05023137,0.04093932,0.20409472
-3.16658329,0.28948226,0.00022162,0.00526709,0.00059878,0.06139592,0.02927139,0.04708827,0.04096252,0.19737705
-3.16058029,0.28117687,0.00026187,0.00479861,0.00070922,0.05759381,0.03145256,0.04427743,0.04147517,0.19257386
-3.15457729,0.27592281,0.00030729,0.00436477,0.00083433,0.05430855,0.03411783,0.04184998,0.04252930,0.18993846
-3.14857429,0.27401759,0.00035808,0.00397040,0.00097486,0.05159996,0.03729377,0.03984724,0.04416841,0.18968587
-3.14257129,0.27569646,0.00041437,0.00361942,0.00113138,0.04951630,0.04099825,0.03830031,0.04642637,0.19198935
-3.13656828,0.28112882,0.00047620,0.00331486,0.00130420,0.04809417,0.04523920,0.03722987,0.04932638,0.19697769
-3.13056528,0.29041610,0.00054348,0.00305891,0.00149337,0.04735878,0.05001359,0.03664629,0.05288022,0.20473334
-3.12456228,0.30359069,0.00061600,0.00285307,0.00169860,0.04732453,0.05530657,0.03654998,0.05708758,0.21529122
-3.11855928,0.32061624,0.00069342,0.00269822,0.00191923,0.04799573,0.06109096,0.03693187,0.06193571,0.22863832
-3.11255628,0.34138901,0.00077523,0.00259474,0.00215423,0.04936763,0.06732696,0.03777412,0.06739927,0.24471398
-3.10655328,0.36574031,0.00086080,0.00254269,0.00240217,0.05142748,0.07396238,0.03905098,0.07344045,0.26341078
-3.10055028,0.39344011,0.00094934,0.00254187,0.00266118,0.05415570,0.08093314,0.04072970,0.08000938,0.28457623
-3.09454727,0.42420155,0.00103991,0.00259201,0.00292902,0.05752720,0.08816427,0.04277158,0.08704483,0.30801506
-3.08854427,0.45768658,0.00113146,0.00269282,0.00320305,0.06151252,0.09557127,0.04513313,0.09447521,0.33349222
-3.08254127,0.49351244,0.00122283,0.00284413,0.00348031,0.06607914,0.10306200,0.04776720,0.10221985,0.36073652
-3.07653827,0.53125893,0.00131277,0.00304594,0.00375752,0.07119258,0.11053874,0.05062419,0.11019056,0.38944500
-3.07053527,0.57047656,0.00139999,0.00329847,0.00403118,0.07681746,0.11790073,0.05365322,0.11829337,0.41928783
-3.06453227,0.61069502,0.00148314,0.00360218,0.00429764,0.08291838,0.12504677,0.05680333,0.12643055,0.44991381
-3.05852926,0.65143225,0.00156092,0.00395781,0.00455315,0.08946070,0.13187807,0.06002457,0.13450271,0.48095633
-3.05252626,0.69220341,0.00163206,0.00436627,0.00479399,0.09641100,0.13830095,0.06326903,0.14241089,0.51203964
-3.04652326,0.73252989,0.00169537,0.00482864,0.00501655,0.10373737,0.14422958,0.06649178,0.15005879,0.54278538
-3.04052026,0.77194789,0.00174978,0.00534604,0.00521739,0.11140945,0.14958830,0.06965165,0.15735479,0.57281912
-3.03451726,0.81001630,0.00179436,0.00591953,0.00539337,0.11939808,0.15431376,0.07271183,0.16421383,0.60177682
-3.02851426,0.84632378,0.00182835,0.00654994,0.00554172,0.12767481,0.15835651,0.07564031,0.17055912,0.62931100
-3.02251126,0.88049462,0.00185120,0.00723769,0.00566008,0.13621102,0.16168207,0.07841015,0.17632345,0.65509645
-3.01650825,0.91219349,0.00186256,0.00798263,0.00574661,0.14497683,0.16427152,0.08099949,0.18145028,0.67883532
-3.01050525,0.94112862,0.00186228,0.00878382,0.00580000,0.15393981,0.16612140,0.08339141,0.18589436,0.70026150
-3.00450225,0.96705373,0.00185047,0.00963932,0.00581952,0.16306352,0.16724310,0.08557358,0.18962201,0.71914415
-2.99849925,0.98976847,0.00182741,0.01054603,0.00580503,0.17230606,0.16766172,0.08753783,0.19261106,0.73529032
-2.99249625,1.00911764,0.00179360,0.01149947,0.00575696,0.18161853,0.16741453,0.08927949,0.19485039,0.74854659
-2.98649325,1.02498928,0.00174973,0.01249366,0.00567634,0.19094379,0.16654897,0.09079673,0.19633918,0.75879986
-2.98049025,1.03731186,0.00169664,0.01352104,0.00556472,0.20021533,0.16512057,0.09208990,0.19708597,0.76597714
-2.97448724,1.04605093,0.00163532,0.01457239,0.00542415,0.20935660,0.16319068,0.09316081,0.19710743,0.77004461
-2.96848424,1.05120536,0.00156684,0.01563685,0.00525714,0.21828077,0.16082434,0.09401217,0.19642717,0.77100590
-2.96248124,1.05280366,0.00149237,0.01670203,0.00506655,0.22689104,0.15808822,0.09464711,0.19507436,0.76889990
-2.95647824,1.05090049,0.00141311,0.01775414,0.00485558,0.23508162,0.15504893,0.09506889,0.19308257,0.76379801
-2.95047524,1.04557374,0.00133026,0.01877826,0.00462765,0.24273925,0.15177174,0.09528081,0.19048856,0.75580118
-2.94447224,1.03692231,0.00124504,0.01975862,0.00438638,0.24974548,0.14831969,0.09528630,0.18733133,0.74503679
-2.93846923,1.02506472,0.00115860,0.02067899,0.00413543,0.25597943,0.14475324,0.09508930,0.18365133,0.73165554
-2.93246623,1.01013857,0.00107204,0.02152311,0.00387854,0.26132119,0.14113038,0.09469475,0.17948992,0.71582838
-2.92646323,0.99230097,0.00098637,0.02227514,0.00361938,0.26565547,0.13750729,0.09410939,0.17488899,0.69774365
-2.92046023,0.97172953,0.00090251,0.02292019,0.00336153,0.26887558,0.13393931,0.09334253,0.16989089,0.67760447
-2.91445723,0.94862404,0.00082128,0.02344476,0.00310843,0.27088743,0.13048224,0.09240707,0.16453845,0.65562637
-2.90845423,0.92320836,0.00074337,0.02383723,0.00286332,0.27161339,0.12719382,0.09132039,0.15887519,0.63203510
-2.90245123,0.89573230,0.00066937,0.02408831,0.00262925,0.27099582,0.12413530,0.09010527,0.15294564,0.60706473
-2.89644822,0.86647315,0.00059976,0.02419134,0.00240899,0.26900004,0.12137286,0.08879064,0.14679558,0.58095582
-2.89044522,0.83573650,0.00053488,0.02414261,0.00220505,0.26561665,0.11897873,0.08741212,0.14047242,0.55395369
-2.88444222,0.80385616,0.00047500,0.02394152,0.00201968,0.26086295,0.11703207,0.08601225,0.13402533,0.52630661
-2.87843922,0.77119270,0.00042027,0.02359065,0.00185484,0.25478345,0.11561912,0.08464044,0.12750533,0.49826393
-2.87243622,0.73813058,0.00037075,0.02309570,0.00171220,0.24744939,0.11483289,0.08335251,0.12096520,0.47007407
-2.86643322,0.70507377,0.00032645,0.02246538,0.00159313,0.23895724,0.11477205,0.08220977,0.11445910,0.44198218
-2.86043022,0.67243963,0.00028728,0.02171106,0.00149875,0.22942631,0.11553913,0.08127777,0.10804211,0.41422766
-2.85442721,0.64065142,0.00025310,0.02084651,0.00142984,0.21899546,0.11723798,0.08062458,0.10176945,0.38704139
-2.84842421,0.61012939,0.00022375,0.01988740,0.00138693,0.20781915,0.11997050,0.08031877,0.09569553,0.36064275
-2.84242121,0.58128087,0.00019900,0.01885084,0.00137025,0.19606298,0.12383288,0.08042706,0.08987289,0.33523657
-2.83641821,0.55448962,0.00017860,0.01775483,0.00137971,0.18389889,0.12891130,0.08101177,0.08435101,0.31100994
-2.83041521,0.53010507,0.00016229,0.01661774,0.00141492,0.17150029,0.13527745,0.08212814,0.07917502,0.28812926
-2.82441221,0.50843163,0.00014979,0.01545777,0.00147518,0.15903723,0.14298397,0.08382172,0.07438451,0.26673735
-2.81840920,0.48971895,0.00014079,0.01429248,0.00155943,0.14667199,0.15206010,0.08612586,0.07001235,0.24695104
-2.81240620,0.47415333,0.00013501,0.01313831,0.00166630,0.13455504,0.16250782,0.08905946,0.06608370,0.22885922
-2.80640320,0.46185095,0.00013214,0.01201024,0.00179406,0.12282172,0.17429869,0.09262518,0.06261519,0.21252154
-2.80040020,0.45285329,0.00013191,0.01092149,0.00194062,0.11158956,0.18737177,0.09680814,0.05961442,0.19796781
-2.79439720,0.44712508,0.00013400,0.00988331,0.00210356,0.10095651,0.20163272,0.10157528,0.05707971,0.18519825
-2.78839420,0.44455514,0.00013816,0.00890486,0.00228015,0.09099988,0.21695432,0.10687546,0.05500019,0.17418459
-2.78239120,0.44496006,0.00014412,0.00799319,0.00246734,0.08177616,0.23317869,0.11264035,0.05335631,0.16487207
-2.77638819,0.44809095,0.00015161,0.00715329,0.00266187,0.07332156,0.25012103,0.11878613,0.05212065,0.15718224
-2.77038519,0.45364308,0.00016042,0.00638824,0.00286026,0.06565325,0.26757521,0.12521605,0.05125905,0.15101657
-2.76438219,0.46126803,0.00017033,0.00569935,0.00305894,0.05877110,0.28532079,0.13182373,0.05073210,0.14626074
-2.75837919,0.47058831,0.00018116,0.00508648,0.00325430,0.05265995,0.30313168,0.13849717,0.05049694,0.14278945
-2.75237619,0.48121358,0.00019274,0.00454827,0.00344281,0.04729214,0.32078582,0.14512330,0.05050914,0.14047169
-2.74637319,0.49275825,0.00020496,0.00408248,0.00362111,0.04263028,0.33807591,0.15159300,0.05072488,0.13917617
-2.74037019,0.50485964,0.00021774,0.00368628,0.00378616,0.03863001,0.35482053,0.15780631,0.05110314,0.13877681
-2.73436718,0.51719602,0.00023102,0.00335662,0.00393531,0.03524283,0.37087540,0.16367768,0.05160790,0.13915812
-2.72836418,0.52950394,0.00024481,0.00309048,0.00406643,0.03241872,0.38614416,0.16914100,0.05221026,0.14022028
-2.72236118,0.54159406,0.00025915,0.00288524,0.00417802,0.03010854,0.40058840,0.17415429,0.05289047,0.14188365
-2.71635818,0.55336490,0.00027413,0.00273888,0.00426929,0.02826626,0.41423620,0.17870371,0.05363966,0.14409275
-2.71035518,0.56481391,0.00028990,0.00265023,0.00434025,0.02685072,0.42718896,0.18280675,0.05446133,0.14681948
-2.70435218,0.57604542,0.00030662,0.00261918,0.00439174,0.02582719,0.43962602,0.18651451,0.05537244,0.15006549
-2.69834917,0.58727500,0.00032451,0.00264681,0.00442546,0.02516850,0.45180686,0.18991275,0.05640418,0.15386362
-2.69234617,0.59883011,0.00034382,0.00273552,0.00444398,0.02485588,0.46407046,0.19312186,0.05760221,0.15827840
-2.68634317,0.61114680,0.00036483,0.00288904,0.00445069,0.02487939,0.47683184,0.19629546,0.05902643,0.16340563
-2.68034017,0.62476252,0.00038781,0.00311247,0.00444975,0.02523807,0.49057574,0.19961780,0.06075033,0.16937092
-2.67433717,0.64030511,0.00041306,0.00341222,0.00444601,0.02593983,0.50584724,0.20329993,0.06285976,0.17632736
-2.66833417,0.65847823,0.00044084,0.00379589,0.00444487,0.02700098,0.52323986,0.20757470,0.06545120,0.18445218
-2.66233117,0.68004351,0.00047139,0.00427213,0.00445216,0.02844554,0.54338094,0.21269082,0.06862964,0.19394266
-2.65632816,0.70579989,0.00050493,0.00485041,0.00447399,0.03030435,0.56691490,0.21890594,0.07250588,0.20501119
-2.65032516,0.73656053,0.00054160,0.00554074,0.00451652,0.03261388,0.59448462,0.22647922,0.07719348,0.21787952
-2.64432216,0.77312791,0.00058148,0.00635337,0.00458586,0.03541487,0.62671145,0.23566328,0.08280539,0.23277244
-2.63831916,0.81626765,0.00062455,0.00729838,0.00468779,0.03875085,0.66417417,0.24669597,0.08945019,0.24991080
-2.63231616,0.86668163,0.00067073,0.00838529,0.00482765,0.04266634,0.70738769,0.25979216,0.09722815,0.26950404
-2.62631316,0.92498119,0.00071982,0.00962256,0.00501009,0.04720505,0.75678186,0.27513569,0.10622724,0.29174230
-2.62031016,0.99166096,0.00077152,0.01101715,0.00523893,0.05240784,0.81268103,0.29287181,0.11651896,0.31678840
-2.61430715,1.06707411,0.00082543,0.01257398,0.00551702,0.05831065,0.87528510,0.31310027,0.12815444,0.34476957
-2.60830415,1.15140974,0.00088106,0.01429545,0.00584604,0.06494235,0.94465259,0.33586941,0.14116063,0.37576944
-2.60230115,1.24467317,0.00093781,0.01618098,0.00622646,0.07232260,1.02068643,0.36117125,0.15553696,0.40982031
-2.59629815,1.34666983,0.00099503,0.01822653,0.00665744,0.08045974,1.10312310,0.38893800,0.17125238,0.44689613
-2.59029515,1.45699361,0.00105200,0.02042427,0.00713676,0.08934884,1.19152572,0.41903996,0.18824320,0.48690630
-2.58429215,1.57502016,0.00110797,0.02276226,0.00766085,0.09896997,1.28528162,0.45128514,0.20641160,0.52969081
-2.57828914,1.69990595,0.00116217,0.02522428,0.00822481,0.10928668,1.38360487,0.48542048,0.22562508,0.57501690
-2.57228614,1.83059344,0.00121385,0.02778979,0.00882246,0.12024498,1.48554401,0.52113494,0.24571693,0.62257756
-2.56628314,1.96582272,0.00126230,0.03043395,0.00944647,0.13177270,1.58999525,0.55806432,0.26648777,0.67199223
-2.56028014,2.10414989,0.00130687,0.03312795,0.01008852,0.14377937,1.69572109,0.59579780,0.28770821,0.72280976
-2.55427714,2.24397179,0.00134702,0.03583935,0.01073945,0.15615679,1.80137403,0.63388616,0.30912264,0.77451391
-2.54827414,2.38355710,0.00138231,0.03853266,0.01138950,0.16878010,1.90552515,0.67185139,0.33045410,0.82653126
-2.54227114,2.52108288,0.00141242,0.04117006,0.01202855,0.18150961,2.00669664,0.70919749,0.35141009,0.87824170
-2.53626813,2.65467575,0.00143718,0.04371225,0.01264637,0.19419320,2.10339752,0.74542222,0.37168923,0.92899098
-2.53026513,2.78245664,0.00145659,0.04611944,0.01323288,0.20666934,2.19416145,0.78002939,0.39098855,0.97810529
-2.52426213,2.90258749,0.00147077,0.04835240,0.01377845,0.21877060,2.27758531,0.81254130,0.40901120,1.02490727
-2.51825913,3.01331854,0.00148000,0.05037355,0.01427415,0.23032755,2.35236719,0.84251091,0.42547422,1.06873293
-2.51225613,3.11303443,0.00148466,0.05214813,0.01471198,0.24117301,2.41734244,0.86953342,0.44011628,1.10894901
-2.50625313,3.20029731,0.00148526,0.05364528,0.01508512,0.25114636,2.47151621,0.89325667,0.45270491,1.14496985
-2.50025013,3.27388547,0.00148239,0.05483905,0.01538812,0.26009779,2.51409134,0.91339007,0.46304295,1.17627342
-2.49424712,3.33282588,0.00147669,0.05570927,0.01561701,0.26789247,2.54449028,0.92971183,0.47097419,1.20241560
-2.48824412,3.37641928,0.00146880,0.05624236,0.01576944,0.27441417,2.56237028,0.94207401,0.47638757,1.22304224
-2.48224112,3.40425697,0.00145937,0.05643181,0.01584467,0.27956852,2.56763099,0.95040540,0.47922022,1.23789862
-2.47623812,3.41622858,0.00144898,0.05627858,0.01584364,0.28328550,2.56041433,0.95471207,0.47945884,1.24683562
-2.47023512,3.41252066,0.00143817,0.05579112,0.01576884,0.28552126,2.54109663,0.95507562,0.47713958,1.24981281
-2.46423212,3.39360613,0.00142734,0.05498528,0.01562420,0.28625906,2.51027331,0.95164919,0.47234641,1.24689794
-2.45822911,3.36022541,0.00141679,0.05388389,0.01541498,0.28550945,2.46873691,0.94465157,0.46520801,1.23826337
-2.45222611,3.31335993,0.00140669,0.05251615,0.01514752,0.28330951,2.41744955,0.93435955,0.45589338,1.22417927
-2.44622311,3.25419944,0.00139705,0.05091684,0.01482903,0.27972139,2.35751083,0.92109893,0.44460638,1.20500421
-2.44022011,3.18410454,0.00138775,0.04912524,0.01446735,0.27483015,2.29012284,0.90523457,0.43157938,1.18117363
-2.43421711,3.10456606,0.00137855,0.04718407,0.01407069,0.26874101,2.21655368,0.88715990,0.41706638,1.15318650
-2.42821411,3.01716296,0.00136909,0.04513823,0.01364736,0.26157610,2.13810091,0.86728628,0.40133589,1.12159104
-2.42221111,2.92352050,0.00135892,0.04303352,0.01320552,0.25347097,2.05605659,0.84603258,0.38466378,1.08696996
-2.41620810,2.82527003,0.00134751,0.04091535,0.01275300,0.24457093,1.97167500,0.82381540,0.36732642,1.04992578
-2.41020510,2.72401183,0.00133433,0.03882750,0.01229707,0.23502737,1.88614419,0.80104010,0.34959438,1.01106681
-2.40420210,2.62128218,0.00131881,0.03681099,0.01184428,0.22499420,1.80056224,0.77809299,0.33172686,0.97099422
-2.39819910,2.51852519,0.00130043,0.03490301,0.01140037,0.21462452,1.71591871,0.75533470,0.31396695,0.93029057
-2.39219610,2.41707021,0.00127873,0.03313606,0.01097018,0.20406767,1.63308158,0.73309498,0.29653793,0.88950997
-2.38619310,2.31811480,0.00125332,0.03153726,0.01055763,0.19346666,1.55278960,0.71166871,0.27964052,0.84917019
-2.38019010,2.22271339,0.00122392,0.03012783,0.01016572,0.18295601,1.47564980,0.69131333,0.26345119,0.80974662
-2.37418709,2.13177115,0.00119037,0.02892282,0.00979657,0.17266008,1.40213974,0.67224740,0.24812137,0.77166823
-2.36818409,2.04604288,0.00115266,0.02793100,0.00945153,0.16269191,1.33261362,0.65465026,0.23377752,0.73531518
-2.36218109,1.96613596,0.00111088,0.02715498,0.00913122,0.15315244,1.26731174,0.63866265,0.22052190,0.70101826
-2.35617809,1.89251703,0.00106528,0.02659155,0.00883572,0.14413011,1.20637223,0.62438806,0.20843396,0.66905967
-2.35017509,1.82552140,0.00101620,0.02623213,0.00856465,0.13570089,1.14984437,0.61189469,0.19757208,0.63967508
-2.34417209,1.76536453,0.00096413,0.02606341,0.00831734,0.12792851,1.09770263,0.60121787,0.18797560,0.61305670
-2.33816908,1.71215493,0.00090960,0.02606808,0.00809291,0.12086502,1.04986066,0.59236283,0.17966694,0.58935701
-2.33216608,1.66590775,0.00085323,0.02622573,0.00789041,0.11455143,1.00618475,0.58530757,0.17265374,0.56869312
-2.32616308,1.62655849,0.00079570,0.02651368,0.00770896,0.10901852,0.96650606,0.58000589,0.16693080,0.55115127
-2.32016008,1.59397639,0.00073768,0.02690793,0.00754774,0.10428773,0.93063154,0.57639038,0.16248189,0.53679149
-2.31415708,1.56797702,0.00067985,0.02738408,0.00740615,0.10037207,0.89835295,0.57437531,0.15928124,0.52565201
-2.30815408,1.54833381,0.00062286,0.02791817,0.00728375,0.09727699,0.86945427,0.57385945,0.15729476,0.51775340
-2.30215108,1.53478824,0.00056733,0.02848749,0.00718034,0.09500126,0.84371721,0.57472867,0.15648101,0.51310228
-2.29614807,1.52705868,0.00051380,0.02907125,0.00709589,0.09353781,0.82092508,0.57685838,0.15679180,0.51169434
-2.29014507,1.52484757,0.00046276,0.02965123,0.00703052,0.09287450,0.80086513,0.58011583,0.15817272,0.51351680
-2.28414207,1.52784730,0.00041459,0.03021212,0.00698445,0.09299478,0.78332963,0.58436215,0.16056334,0.51855012
-2.27813907,1.53574459,0.00036961,0.03074194,0.00695792,0.09387840,0.76811594,0.58945428,0.16389745,0.52676898
-2.27213607,1.54822370,0.00032804,0.03123212,0.00695109,0.09550197,0.75502592,0.59524681,0.16810320,0.53814264
-2.26613307,1.56496857,0.00029003,0.03167756,0.00696399,0.09783947,0.74386485,0.60159372,0.17310328,0.55263457
-2.26013007,1.58566427,0.00025564,0.03207653,0.00699638,0.10086280,0.73444027,0.60835005,0.17881523,0.57020171
-2.25412706,1.60999784,0.00022484,0.03243047,0.00704772,0.10454222,0.72656091,0.61537365,0.18515189,0.59079314
-2.24812406,1.63765893,0.00019756,0.03274361,0.00711707,0.10884672,0.72003596,0.62252698,0.19202205,0.61434858
-2.24212106,1.66834035,0.00017368,0.03302265,0.00720304,0.11374445,0.71467490,0.62967893,0.19933131,0.64079670
-2.23611806,1.70173886,0.00015301,0.03327631,0.00730380,0.11920303,0.71028789,0.63670685,0.20698312,0.67005329
-2.23011506,1.73755611,0.00013536,0.03351480,0.00741704,0.12518980,0.70668695,0.64349854,0.21488009,0.70201959
-2.22411206,1.77549997,0.00012050,0.03374941,0.00753998,0.13167200,0.70368775,0.64995439,0.22292535,0.73658060
-2.21810905,1.81528609,0.00010820,0.03399200,0.00766947,0.13861690,0.70111216,0.65598942,0.23102411,0.77360362
-2.21210605,1.85663956,0.00009821,0.03425456,0.00780204,0.14599173,0.69879121,0.66153525,0.23908515,0.81293688
-2.20610305,1.89929650,0.00009032,0.03454879,0.00793399,0.15376354,0.69656851,0.66654178,0.24702239,0.85440829
-2.20010005,1.94300529,0.00008433,0.03488575,0.00806154,0.16189891,0.69430377,0.67097850,0.25475613,0.89782427
-2.19409705,1.98752715,0.00008007,0.03527554,0.00818093,0.17036340,0.69187619,0.67483532,0.26221430,0.94296859
-2.18809405,2.03263577,0.00007739,0.03572703,0.00828856,0.17912103,0.68918762,0.67812268,0.26933324,0.98960119
-2.18209105,2.07811578,0.00007621,0.03624762,0.00838114,0.18813338,0.68616495,0.68087091,0.27605826,1.03745694
-2.17608804,2.12375984,0.00007649,0.03684308,0.00845581,0.19735876,0.68276180,0.68312873,0.28234373,1.08624439
-2.17008504,2.16936429,0.00007825,0.03751738,0.00851023,0.20675124,0.67895910,0.68496083,0.28815282,1.13564449
-2.16408204,2.21472355,0.00008159,0.03827259,0.00854266,0.21625958,0.67476450,0.68644455,0.29345684,1.18530957
-2.15807904,2.25962322,0.00008666,0.03910881,0.00855205,0.22582632,0.67021060,0.68766573,0.29823425,1.23486247
-2.15207604,2.30383257,0.00009372,0.04002405,0.00853802,0.23538694,0.66535181,0.68871388,0.30246933,1.28389630
-2.14607304,2.34709663,0.00010310,0.04101426,0.00850088,0.24486921,0.66026024,0.68967686,0.30615068,1.33197493
-2.14007004,2.38912859,0.00011521,0.04207324,0.00844153,0.25419285,0.65502039,0.69063518,0.30926966,1.37863452
-2.13406703,2.42960318,0.00013060,0.04319271,0.00836146,0.26326955,0.64972327,0.69165646,0.31181874,1.42338634
-2.12806403,2.46815163,0.00014987,0.04436230,0.00826258,0.27200344,0.64445992,0.69279004,0.31379004,1.46572103
-2.12206103,2.50435883,0.00017376,0.04556967,0.00814713,0.28029196,0.63931485,0.69406229,0.31517411,1.50511460
-2.11605803,2.53776326,0.00020308,0.04680057,0.00801754,0.28802729,0.63435968,0.69547274,0.31595897,1.54103600
-2.11005503,2.56786010,0.00023875,0.04803905,0.00787628,0.29509823,0.62964733,0.69699136,0.31612959,1.57295654
