energy_ev,total_up,Al_p_up,Al_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,1.44456770,0.05449359,0.00000000,1.21561255,0.46236809,0.01155136,0.39062837
-5.99399700,1.48354410,0.05534995,0.00000000,1.24587121,0.47613438,0.01176002,0.40374066
-5.98799400,1.51659794,0.05593484,0.00000000,1.27045076,0.48829412,0.01190890,0.41508266
-5.98199100,1.54368724,0.05625138,0.00000000,1.28925744,0.49885334,0.01199777,0.42456488
-5.97598799,1.56490628,0.05630827,0.00000000,1.30232294,0.50785731,0.01202769,0.43213977
-5.96998499,1.58047719,0.05611926,0.00000000,1.30979977,0.51538703,0.01200087,0.43780226
-5.96398199,1.59073638,0.05570257,0.00000000,1.31195191,0.52155412,0.01192065,0.44158853
-5.95797899,1.59611651,0.05508003,0.00000000,1.30914125,0.52649456,0.01179126,0.44357335
-5.95197599,1.59712508,0.05427619,0.00000000,1.30181062,0.53036139,0.01161772,0.44386579
-5.94597299,1.59432065,0.05331732,0.00000000,1.29046418,0.53331705,0.01140561,0.44260392
-5.93996998,1.58828828,0.05223035,0.00000000,1.27564642,0.53552570,0.01116088,0.43994853
-5.93396698,1.57961548,0.05104194,0.00000000,1.25792072,0.53714595,0.01088964,0.43607640
-5.92796398,1.56887005,0.04977748,0.00000000,1.23784880,0.53832455,0.01059791,0.43117348
-5.92196098,1.55658097,0.04846035,0.00000000,1.21597191,0.53919136,0.01029151,0.42542828
-5.91595798,1.54322350,0.04711124,0.00000000,1.19279496,0.53985586,0.00997586,0.41902594
-5.90995498,1.52920908,0.04574770,0.00000000,1.16877403,0.54040545,0.00965585,0.41214317
-5.90395198,1.51488036,0.04438385,0.00000000,1.14430794,0.54090556,0.00933578,0.40494431
-5.89794897,1.50051150,0.04303033,0.00000000,1.11973397,0.54140149,0.00901928,0.39757863
-5.89194597,1.48631325,0.04169441,0.00000000,1.09532770,0.54192176,0.00870930,0.39017893
-5.88594297,1.47244214,0.04038027,0.00000000,1.07130659,0.54248270,0.00840818,0.38286130
-5.87993997,1.45901281,0.03908945,0.00000000,1.04783671,0.54309381,0.00811761,0.37572593
-5.87393697,1.44611224,0.03782139,0.00000000,1.02504190,0.54376343,0.00783881,0.36885877
-5.86793397,1.43381470,0.03657400,0.00000000,1.00301439,0.54450431,0.00757253,0.36233369
-5.86193097,1.42219602,0.03534437,0.00000000,0.98182607,0.54533840,0.00731922,0.35621492
-5.85592796,1.41134595,0.03412933,0.00000000,0.96153936,0.54630072,0.00707907,0.35055940
-5.84992496,1.40137778,0.03292606,0.00000000,0.94221700,0.54744166,0.00685214,0.34541885
-5.84392196,1.39243430,0.03173258,0.00000000,0.92393000,0.54882777,0.00663844,0.34084126
-5.83791896,1.38468980,0.03054813,0.00000000,0.90676341,0.55054073,0.00643793,0.33687173
-5.83191596,1.37834799,0.02937347,0.00000000,0.89081951,0.55267472,0.00625066,0.33355249
-5.82591296,1.37363621,0.02821101,0.00000000,0.87621866,0.55533230,0.00607668,0.33092222
-5.81990995,1.37079653,0.02706487,0.00000000,0.86309774,0.55861913,0.00591611,0.32901469
