energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.51375688,8.61352957,0.04611728,0.20832455,0.70598585,2.34703452,2.05859021,4.35706632,2.21944631,0.00000000
-5.50775388,8.54096596,0.04673623,0.20642355,0.68302709,2.34486002,2.05998563,4.30322730,2.21085054,0.00000000
-5.50175088,8.43636389,0.04713605,0.20370187,0.65830015,2.33237300,2.05206149,4.23517759,2.19294523,0.00000000
-5.49574787,8.29973164,0.04731306,0.20016417,0.63209282,2.30946591,2.03473235,4.15290234,2.16569559,0.00000000
-5.48974487,8.13162480,0.04726838,0.19582891,0.60470335,2.27620838,2.00807843,4.05663776,2.12922583,0.00000000
-5.48374187,7.93314383,0.04700752,0.19072818,0.57643217,2.23284784,1.97234221,3.94687421,2.08381798,0.00000000
-5.47773887,7.70591348,0.04653993,0.18490715,0.54757412,2.17980466,1.92792045,3.82434988,2.02990578,0.00000000
-5.47173587,7.45204513,0.04587838,0.17842309,0.51841149,2.11766191,1.87535206,3.69003538,1.96806394,0.00000000
-5.46573287,7.17408398,0.04503826,0.17134404,0.48920819,2.04715026,1.81530222,3.54511022,1.89899340,0.00000000
-5.45972986,6.87494353,0.04403688,0.16374712,0.46020508,1.96912868,1.74854361,3.39093241,1.82350284,0.00000000
-5.45372686,6.55783027,0.04289275,0.15571659,0.43161667,1.88456178,1.67593526,3.22900277,1.74248769,0.00000000
-5.44772386,6.22616201,0.04162492,0.14734183,0.40362897,1.79449474,1.59840009,3.06092560,1.65690712,0.00000000
-5.44172086,5.88348309,0.04025232,0.13871506,0.37639875,1.70002682,1.51690177,2.88836746,1.56776016,0.00000000
-5.43571786,5.53337980,0.03879332,0.12992922,0.35005379,1.60228453,1.43242181,2.71301594,1.47606169,0.00000000
-5.42971486,5.17939919,0.03726525,0.12107584,0.32469411,1.50239540,1.34593754,2.53653981,1.38281935,0.00000000
-5.42371186,4.82497379,0.03568413,0.11224306,0.30039401,1.40146319,1.25840173,2.36055215,1.28901188,0.00000000
-5.41770885,4.47335464,0.03406453,0.10351389,0.27720463,1.30054537,1.17072429,2.18657757,1.19556973,0.00000000
-5.41170585,4.12755423,0.03241945,0.09496470,0.25515687,1.20063344,1.08375645,2.01602438,1.10335840,0.00000000
-5.40570285,3.79030048,0.03076039,0.08666400,0.23426452,1.10263651,0.99827789,1.85016232,1.01316473,0.00000000
-5.39969985,3.46400235,0.02909746,0.07867156,0.21452730,1.00736841,0.91498664,1.69010619,0.92568656,0.00000000
-5.39369685,3.15072711,0.02743952,0.07103780,0.19593378,0.91553849,0.83449213,1.53680522,0.84152552,0.00000000
-5.38769385,2.85218878,0.02579439,0.06380352,0.17846406,0.82774594,0.75731099,1.39103822,0.76118319,0.00000000
-5.38169085,2.56974702,0.02416908,0.05699990,0.16209204,0.74447762,0.68386567,1.25341376,0.68506008,0.00000000
-5.37568784,2.30441523,0.02256997,0.05064879,0.14678733,0.66610895,0.61448544,1.12437500,0.61345748,0.00000000
-5.36968484,2.05687663,0.02100298,0.04476312,0.13251675,0.59290755,0.54940960,1.00420836,0.54658150,0.00000000
-5.36368184,1.82750665,0.01947374,0.03934764,0.11924544,0.52503928,0.48879245,0.89305521,0.48454921,0.00000000
-5.35767884,1.61640042,0.01798765,0.03439968,0.10693760,0.46257608,0.43270971,0.79092590,0.42739616,0.00000000
-5.35167584,1.42340350,0.01654992,0.02991007,0.09555694,0.40550525,0.38116605,0.69771525,0.37508513,0.00000000
-5.34567284,1.24814475,0.01516559,0.02586410,0.08506691,0.35373971,0.33410334,0.61321876,0.32751548,0.00000000
-5.33966983,1.09006990,0.01383947,0.02224246,0.07543072,0.30712872,0.29140929,0.53714904,0.28453295,0.00000000
-5.33366683,0.94847471,0.01257608,0.01902227,0.06661126,0.26546877,0.25292626,0.46915167,0.24593934,0.00000000
-5.32766383,0.82253686,0.01137952,0.01617795,0.05857099,0.22851434,0.21845989,0.40882025,0.21150209,0.00000000
-5.32166083,0.71134581,0.01025340,0.01368214,0.05127182,0.19598804,0.18778746,0.35571024,0.18096317,0.00000000
-5.31565783,0.61393002,0.00920068,0.01150644,0.04467496,0.16759019,0.16066563,0.30935124,0.15404750,0.00000000
-5.30965483,0.52928128,0.00822365,0.00962214,0.03874096,0.14300741,0.13683764,0.26925773,0.13047044,0.00000000
-5.30365183,0.45637585,0.00732379,0.00800080,0.03342971,0.12192035,0.11603976,0.23493816,0.10994444,0.00000000
-5.29764882,0.39419250,0.00650173,0.00661477,0.02870058,0.10401028,0.09800688,0.20590242,0.09218482,0.00000000
-5.29164582,0.34172736,0.00575729,0.00543761,0.02451263,0.08896475,0.08247744,0.18166773,0.07691456,0.00000000
-5.28564282,0.29800595,0.00508940,0.00444436,0.02082486,0.07648215,0.06919740,0.16176329,0.06386832,0.00000000
-5.27963982,0.26209263,0.00449623,0.00361179,0.01759658,0.06627548,0.05792357,0.14573358,0.05279551,0.00000000
-5.27363682,0.23309767,0.00397524,0.00291857,0.01478775,0.05807512,0.04842616,0.13314082,0.04346266,0.00000000
-5.26763382,0.21018257,0.00352326,0.00234531,0.01235932,0.05163109,0.04049070,0.12356653,0.03565513,0.00000000
-5.26163082,0.19256379,0.00313667,0.00187463,0.01027366,0.04671459,0.03391935,0.11661268,0.02917823,0.00000000
-5.25562781,0.17951540,0.00281152,0.00149110,0.00849485,0.04311918,0.02853180,0.11190231,0.02385782,0.00000000
-5.24962481,0.17037102,0.00254371,0.00118120,0.00698905,0.04066171,0.02416562,0.10908010,0.01954058,0.00000000
-5.24362181,0.16452532,0.00232916,0.00093323,0.00572471,0.03918294,0.02067646,0.10781289,0.01609400,0.00000000
-5.23761881,0.16143543,0.00216398,0.00073722,0.00467283,0.03854828,0.01793785,0.10779021,0.01340610,0.00000000
-5.23161581,0.16062236,0.00204465,0.00058481,0.00380711,0.03864844,0.01584092,0.10872507,0.01138506,0.00000000
-5.22561281,0.16167280,0.00196821,0.00046915,0.00310407,0.03940024,0.01429399,0.11035485,0.00995887,0.00000000
-5.21960980,0.16424105,0.00193244,0.00038480,0.00254309,0.04074753,0.01322212,0.11244255,0.00907481,0.00000000
-5.21360680,0.16805144,0.00193597,0.00032761,0.00210642,0.04266230,0.01256666,0.11477803,0.00869916,0.00000000
-5.20760380,0.17290087,0.00197848,0.00029467,0.00177918,0.04514584,0.01228481,0.11717952,0.00881676,0.00000000
-5.20160080,0.17866152,0.00206079,0.00028423,0.00154928,0.04823008,0.01234927,0.11949509,0.00943083,0.00000000
-5.19559780,0.18528346,0.00218498,0.00029566,0.00140730,0.05197878,0.01274791,0.12160406,0.01056265,0.00000000
-5.18959480,0.19279691,0.00235448,0.00032943,0.00134642,0.05648868,0.01348351,0.12341825,0.01225143,0.00000000
-5.18359180,0.20131395,0.00257408,0.00038707,0.00136225,0.06189036,0.01457352,0.12488293,0.01455398,0.00000000
-5.17758879,0.21102921,0.00284997,0.00047121,0.00145267,0.06834863,0.01604980,0.12597739,0.01754445,0.00000000
-5.17158579,0.22221947,0.00318972,0.00058561,0.00161769,0.07606242,0.01795841,0.12671501,0.02131379,0.00000000
-5.16558279,0.23524162,0.00360214,0.00073511,0.00185920,0.08526374,0.02035916,0.12714282,0.02596901,0.00000000
-5.15957979,0.25052887,0.00409723,0.00092575,0.00218085,0.09621589,0.02332513,0.12734043,0.03163214,0.00000000
-5.15357679,0.26858494,0.00468591,0.00116472,0.00258774,0.10921035,0.02694193,0.12741842,0.03843876,0.00000000
-5.14757379,0.28997594,0.00537980,0.00146039,0.00308624,0.12456262,0.03130668,0.12751604,0.04653595,0.00000000
-5.14157079,0.31532002,0.00619092,0.00182233,0.00368365,0.14260658,0.03652670,0.12779850,0.05607983,0.00000000
-5.13556778,0.34527455,0.00713128,0.00226119,0.00438801,0.16368752,0.04271774,0.12845363,0.06723236,0.00000000
-5.12956478,0.38052111,0.00821249,0.00278867,0.00520769,0.18815372,0.05000184,0.12968826,0.08015753,0.00000000
-5.12356178,0.42174823,0.00944521,0.00341740,0.00615111,0.21634674,0.05850470,0.13172427,0.09501696,0.00000000
-5.11755878,0.46963246,0.01083872,0.00416066,0.00722640,0.24859052,0.06835257,0.13479447,0.11196484,0.00000000
-5.11155578,0.52481792,0.01240028,0.00503223,0.00844102,0.28517950,0.07966871,0.13913848,0.13114236,0.00000000
-5.10555278,0.58789500,0.01413464,0.00604599,0.00980144,0.32636608,0.09256938,0.14499863,0.15267184,0.00000000
-5.09954977,0.65937883,0.01604350,0.00721557,0.01131279,0.37234782,0.10715953,0.15261618,0.17665051,0.00000000
-5.09354677,0.73968820,0.01812498,0.00855386,0.01297856,0.42325483,0.12352823,0.16222779,0.20314437,0.00000000
-5.08754377,0.82912584,0.02037322,0.01007253,0.01480035,0.47913783,0.14174397,0.17406247,0.23218225,0.00000000
-5.08154077,0.92786067,0.02277802,0.01178144,0.01677764,0.53995746,0.16185002,0.18833904,0.26375035,0.00000000
-5.07553777,1.03591322,0.02532460,0.01368806,0.01890772,0.60557537,0.18386004,0.20526423,0.29778759,0.00000000
-5.06953477,1.15314463,0.02799355,0.01579687,0.02118559,0.67574770,0.20775409,0.22503130,0.33418198,0.00000000
-5.06353177,1.27925026,0.03076083,0.01810877,0.02360405,0.75012132,0.23347535,0.24781942,0.37276833,0.00000000
-5.05752876,1.41375828,0.03359807,0.02062054,0.02615388,0.82823342,0.26092768,0.27379350,0.41332751,0.00000000
-5.05152576,1.55603375,0.03647291,0.02332439,0.02882403,0.90951455,0.28997423,0.30310471,0.45558746,0.00000000
-5.04552276,1.70528827,0.03934963,0.02620758,0.03160210,0.99329548,0.32043732,0.33589123,0.49922597,0.00000000
-5.03951976,1.86059516,0.04218986,0.02925223,0.03447465,1.07881771,0.35209965,0.37227940,0.54387543,0.00000000
-5.03351676,2.02090974,0.04495346,0.03243524,0.03742784,1.16524762,0.38470702,0.41238480,0.58912934,0.00000000
-5.02751376,2.18509406,0.04759957,0.03572843,0.04044791,1.25169372,0.41797245,0.45631331,0.63455054,0.00000000
-5.02151076,2.35194512,0.05008765,0.03909891,0.04352178,1.33722660,0.45158172,0.50416162,0.67968083,0.00000000
-5.01550775,2.52022543,0.05237861,0.04250955,0.04663761,1.42090095,0.48520025,0.55601712,0.72405174,0.00000000
-5.00950475,2.68869450,0.05443599,0.04591980,0.04978528,1.50177858,0.51848096,0.61195683,0.76719601,0.00000000
-5.00350175,2.85613982,0.05622699,0.04928658,0.05295684,1.57895185,0.55107307,0.67204524,0.80865931,0.00000000
-4.99749875,3.02140584,0.05772349,0.05256543,0.05614679,1.65156638,0.58263125,0.73633068,0.84801182,0.00000000
-4.99149575,3.18341947,0.05890288,0.05571171,0.05935219,1.71884213,0.61282507,0.80484034,0.88485903,0.00000000
-4.98549275,3.34121097,0.05974875,0.05868200,0.06257274,1.78009212,0.64134803,0.87757380,0.91885147,0.00000000
-4.97948974,3.49392913,0.06025137,0.06143544,0.06581050,1.83473789,0.66792612,0.95449516,0.94969285,0.00000000
-4.97348674,3.64085017,0.06040792,0.06393514,0.06906964,1.88232130,0.69232533,1.03552409,0.97714641,0.00000000
-4.96748374,3.78138016,0.06022246,0.06614948,0.07235587,1.92251217,0.71435783,1.12052604,1.00103907,0.00000000
-4.96148074,3.91505116,0.05970577,0.06805339,0.07567584,1.95511176,0.73388668,1.20930228,1.02126350,0.00000000
-4.95547774,4.04151178,0.05887478,0.06962939,0.07903647,1.98005212,0.75082884,1.30158020,1.03777797,0.00000000
-4.94947474,4.16051318,0.05775202,0.07086845,0.08244420,1.99739160,0.76515636,1.39700472,1.05060414,0.00000000
-4.94347174,4.27189202,0.05636468,0.07177071,0.08590425,2.00730719,0.77689589,1.49513151,1.05982309,0.00000000
-4.93746873,4.37555205,0.05474369,0.07234586,0.08942006,2.01008421,0.78612648,1.59542286,1.06556988,0.00000000
-4.93146573,4.47144598,0.05292265,0.07261333,0.09299278,2.00610424,0.79297604,1.69724689,1.06802699,0.00000000
-4.92546273,4.55955970,0.05093670,0.07260220,0.09662099,1.99583204,0.79761657,1.79988072,1.06741715,0.00000000
-4.91945973,4.63990012,0.04882149,0.07235089,0.10030071,1.97980234,0.80025852,1.90251821,1.06399601,0.00000000
-4.91345673,4.71248829,0.04661207,0.07190662,0.10402566,1.95860723,0.80114463,2.00428229,1.05804490,0.00000000
-4.90745373,4.77735843,0.04434201,0.07132464,0.10778784,1.93288463,0.80054357,2.10424220,1.04986420,0.00000000
-4.90145073,4.83456341,0.04204255,0.07066732,0.11157839,1.90330840,0.79874363,2.20143500,1.03976746,0.00000000
-4.89544772,4.88418640,0.03974195,0.07000309,0.11538881,1.87058023,0.79604670,2.29489105,1.02807651,0.00000000
-4.88944472,4.92635793,0.03746501,0.06940518,0.11921239,1.83542333,0.79276284,2.38366234,1.01511754,0.00000000
-4.88344172,4.96127702,0.03523278,0.06895036,0.12304581,1.79857773,0.78920532,2.46685271,1.00121812,0.00000000
-4.87743872,4.98923465,0.03306241,0.06871748,0.12689090,1.76079688,0.78568636,2.54364834,0.98670504,0.00000000
-4.87143572,5.01063736,0.03096718,0.06878605,0.13075645,1.72284492,0.78251344,2.61334724,0.97190267,0.00000000
-4.86543272,5.02602867,0.02895672,0.06923466,0.13465991,1.68549424,0.77998599,2.67538592,0.95713165,0.00000000
-4.85942971,5.03610611,0.02703727,0.07013939,0.13862896,1.64952256,0.77839249,2.72936190,0.94270757,0.00000000
-4.85342671,5.04173164,0.02521213,0.07157222,0.14270281,1.61570920,0.77800767,2.77505052,0.92893929,0.00000000
-4.84742371,5.04393376,0.02348206,0.07359938,0.14693314,1.58482983,0.77908960,2.81241500,0.91612676,0.00000000
-4.84142071,5.04390001,0.02184585,0.07627967,0.15138462,1.55764976,0.78187673,2.84160889,0.90455815,0.00000000
-4.83541771,5.04295943,0.02030077,0.07966288,0.15613487,1.53491531,0.78658459,2.86297047,0.89450610,0.00000000
-4.82941471,5.04255490,0.01884306,0.08378824,0.16127400,1.51734375,0.79340212,2.87700923,0.88622318,0.00000000
-4.82341171,5.04420641,0.01746840,0.08868296,0.16690340,1.50561177,0.80248787,2.88438480,0.87993675,0.00000000
-4.81740870,5.04946680,0.01617226,0.09436094,0.17313414,1.50034322,0.81396585,2.88587941,0.87584324,0.00000000
-4.81140570,5.05987213,0.01495021,0.10082168,0.18008471,1.50209670,0.82792150,2.88236511,0.87410232,0.00000000
-4.80540270,5.07688935,0.01379816,0.10804949,0.18787830,1.51135370,0.84439787,2.87476744,0.87483124,0.00000000
-4.79939970,5.10186429,0.01271253,0.11601303,0.19663967,1.52850819,0.86339223,2.86402758,0.87809979,0.00000000
-4.79339670,5.13597301,0.01169033,0.12466516,0.20649166,1.55385831,0.88485357,2.85106471,0.88392613,0.00000000
-4.78739370,5.18017935,0.01072914,0.13394334,0.21755144,1.58760088,0.90868104,2.83674082,0.89227404,0.00000000
-4.78139070,5.23520136,0.00982714,0.14377037,0.22992675,1.62982926,0.93472377,2.82182961,0.90305177,0.00000000
-4.77538769,5.30148857,0.00898299,0.15405569,0.24371197,1.68053481,0.96278209,2.80699118,0.91611269,0.00000000
-4.76938469,5.37921146,0.00819572,0.16469705,0.25898443,1.73961213,0.99261045,2.79275352,0.93125797,0.00000000
-4.76338169,5.46826379,0.00746464,0.17558273,0.27580092,1.80686766,1.02392178,2.77950179,0.94824105,0.00000000
-4.75737869,5.56827731,0.00678917,0.18659397,0.29419455,1.88203145,1.05639348,2.76747540,0.96677409,0.00000000
-4.75137569,5.67864793,0.00616872,0.19760786,0.31417203,1.96477122,1.08967469,2.75677291,0.98653577,0.00000000
-4.74537269,5.79857142,0.00560262,0.20850026,0.33571147,2.05470785,1.12339463,2.74736379,1.00718044,0.00000000
-4.73936968,5.92708611,0.00508997,0.21914891,0.35876088,2.15143137,1.15717166,2.73910624,1.02834791,0.00000000
-4.73336668,6.06311983,0.00462960,0.22943647,0.38323712,2.25451625,1.19062266,2.73176931,1.04967364,0.00000000
-4.72736368,6.20553782,0.00422001,0.23925330,0.40902575,2.36353498,1.22337230,2.72505800,1.07079857,0.00000000
-4.72136068,6.35318858,0.00385938,0.24850012,0.43598132,2.47806902,1.25506178,2.71863929,1.09137838,0.00000000
-4.71535768,6.50494476,0.00354553,0.25709008,0.46392855,2.59771630,1.28535663,2.71216763,1.11109154,0.00000000
-4.70935468,6.65973664,0.00327598,0.26495051,0.49266398,2.72209464,1.31395327,2.70530813,1.12964584,0.00000000
-4.70335168,6.81657647,0.00304795,0.27202401,0.52195834,2.85084120,1.34058399,2.69775631,1.14678317,0.00000000
-4.69734867,6.97457256,0.00285847,0.27826903,0.55155939,2.98360766,1.36502034,2.68925317,1.16228243,0.00000000
-4.69134567,7.13293306,0.00270437,0.28365988,0.58119533,3.12005189,1.38707460,2.67959530,1.17596044,0.00000000
-4.68534267,7.29095996,0.00258239,0.28818619,0.61057856,3.25982685,1.40659977,2.66863958,1.18767104,0.00000000
-4.67933967,7.44803484,0.00248922,0.29185188,0.63940993,3.40256763,1.42348784,2.65630278,1.19730262,0.00000000
-4.67333667,7.60359851,0.00242155,0.29467381,0.66738323,3.54787809,1.43766697,2.64255679,1.20477438,0.00000000
-4.66733367,7.75712696,0.00237617,0.29668011,0.69418997,3.69531827,1.44909761,2.62742017,1.21003162,0.00000000
-4.66133067,7.90810681,0.00234994,0.29790839,0.71952440,3.84439415,1.45776819,2.61094733,1.21304074,0.00000000
-4.65532766,8.05601279,0.00233988,0.29840388,0.74308870,3.99455081,1.46369062,2.59321649,1.21378414,0.00000000
-4.64932466,8.20029022,0.00234318,0.29821771,0.76459825,4.14517021,1.46689611,2.57431775,1.21225574,0.00000000
-4.64332166,8.34034456,0.00235722,0.29740531,0.78378699,4.29557414,1.46743154,2.55434243,1.20845718,0.00000000
