energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,3.18887436,0.05883435,0.26168359,1.89447379,0.00000000,1.73170668,0.29580410,1.11840873,0.54612281
-5.99399700,3.24195785,0.05710216,0.26504045,1.92928378,0.00000000,1.77701637,0.29579418,1.13876009,0.55911710
-5.98799400,3.28387429,0.05517976,0.26725345,1.95766050,0.00000000,1.81492157,0.29478496,1.15507691,0.57032610
-5.98199100,3.31364698,0.05309311,0.26826139,1.97894909,0.00000000,1.84462583,0.29275846,1.16693709,0.57954899
-5.97598799,3.33047604,0.05086943,0.26802073,1.99259911,0.00000000,1.86545047,0.28971123,1.17398459,0.58661349
-5.96998499,3.33377242,0.04853660,0.26650764,1.99818748,0.00000000,1.87686176,0.28565550,1.17594446,0.59138223
-5.96398199,3.32318610,0.04612254,0.26371950,1.99543782,0.00000000,1.87849420,0.28061978,1.17263560,0.59375806
-5.95797899,3.29862679,0.04365467,0.25967577,1.98423494,0.00000000,1.87016881,0.27464912,1.16398056,0.59368814
-5.95197599,3.26027575,0.04115946,0.25441827,1.96463381,0.00000000,1.85190539,0.26780472,1.15001195,0.59116653
-5.94597299,3.20858800,0.03866203,0.24801063,1.93686237,0.00000000,1.82392794,0.26016310,1.13087494,0.58623510
-5.93996998,3.14428448,0.03618590,0.24053709,1.90131785,0.00000000,1.78666278,0.25181467,1.10682565,0.57898266
-5.93396698,3.06833424,0.03375273,0.23210059,1.85855673,0.00000000,1.74072939,0.24286183,1.07822546,0.56954236
-5.92796398,2.98192755,0.03138222,0.22282017,1.80927872,0.00000000,1.68692421,0.23341658,1.04553142,0.55808747
-5.92196098,2.88644077,0.02909199,0.21282788,1.75430550,0.00000000,1.62619804,0.22359786,1.00928319,0.54482562
-5.91595798,2.78339499,0.02689756,0.20226528,1.69455515,0.00000000,1.55962809,0.21352854,0.97008695,0.52999200
-5.90995498,2.67440988,0.02481234,0.19127964,1.63101354,0.00000000,1.48838588,0.20333237,0.92859723,0.51384160
-5.90395198,2.56115533,0.02284764,0.18002007,1.56470400,0.00000000,1.41370232,0.19313087,0.88549724,0.49664098
-5.89794897,2.44530277,0.02101270,0.16863363,1.49665665,0.00000000,1.33683169,0.18304047,0.84147866,0.47866007
-5.89194597,2.32847847,0.01931474,0.15726173,1.42787877,0.00000000,1.25901578,0.17316975,0.79722185,0.46016411
-5.88594297,2.21222074,0.01775896,0.14603685,1.35932750,0.00000000,1.18144998,0.16361721,0.75337710,0.44140637
-5.87993997,2.09794279,0.01634858,0.13507965,1.29188591,0.00000000,1.10525232,0.15446942,0.71054785,0.42262176
-5.87393697,1.98690257,0.01508491,0.12449674,1.22634345,0.00000000,1.03143681,0.14579969,0.66927644,0.40402165
-5.86793397,1.88018041,0.01396734,0.11437900,1.16338117,0.00000000,0.96089190,0.13766738,0.63003274,0.38579003
-5.86193097,1.77866517,0.01299342,0.10480054,1.10356229,0.00000000,0.89436448,0.13011766,0.59320618,0.36808109
-5.85592796,1.68304859,0.01215893,0.09581830,1.04732800,0.00000000,0.83245006,0.12318194,0.55910118,0.35101830
