energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.46697135,0.12826082,0.02473920,0.71711787,0.12378097,0.83674377,0.00000000,0.52281662,0.25366802
-5.99399700,1.46361360,0.12949728,0.02659182,0.72633029,0.12295745,0.83293565,0.00000000,0.52188785,0.24511030
-5.98799400,1.45742551,0.13034477,0.02861944,0.73431822,0.12214473,0.82710855,0.00000000,0.52005473,0.23564213
-5.98199100,1.44865468,0.13079944,0.03080687,0.74108489,0.12137157,0.81942239,0.00000000,0.51740452,0.22543057
-5.97598799,1.43752669,0.13085811,0.03313472,0.74663078,0.12065810,0.81003429,0.00000000,0.51401172,0.21464686
-5.96998499,1.42423660,0.13051817,0.03557938,0.75095047,0.12001483,0.79909398,0.00000000,0.50993619,0.20346188
-5.96398199,1.40894397,0.12977778,0.03811310,0.75403118,0.11944221,0.78674069,0.00000000,0.50522267,0.19204201
-5.95797899,1.39177170,0.12863620,0.04070448,0.75585305,0.11893079,0.77310197,0.00000000,0.49990167,0.18054557
-5.95197599,1.37280841,0.12709427,0.04331901,0.75639104,0.11846184,0.75829410,0.00000000,0.49399174,0.16911981
-5.94597299,1.35211423,0.12515503,0.04591996,0.75561847,0.11800847,0.74242415,0.00000000,0.48750268,0.15789863
-5.93996998,1.32972931,0.12282437,0.04846936,0.75351177,0.11753720,0.72559325,0.00000000,0.48043977,0.14700107
-5.93396698,1.30568457,0.12011168,0.05092918,0.75005619,0.11700988,0.70790089,0.00000000,0.47280839,0.13653046
-5.92796398,1.28001366,0.11703054,0.05326252,0.74525192,0.11638580,0.68944974,0.00000000,0.46461904,0.12657426
-5.92196098,1.25276546,0.11359920,0.05543490,0.73912031,0.11562395,0.67035061,0.00000000,0.45589208,0.11720457
-5.91595798,1.22401599,0.10984098,0.05741544,0.73170940,0.11468531,0.65072710,0.00000000,0.44666206,0.10847910
-5.90995498,1.19387910,0.10578447,0.05917796,0.72309859,0.11353499,0.63071952,0.00000000,0.43698128,0.10044248
-5.90395198,1.16251489,0.10146350,0.06070194,0.71340170,0.11214415,0.61048772,0.00000000,0.42692223,0.09312795
-5.89794897,1.13013547,0.09691687,0.06197315,0.70276828,0.11049164,0.59021254,0.00000000,0.41657887,0.08655907
-5.89194597,1.09700732,0.09218793,0.06298414,0.69138282,0.10856522,0.57009563,0.00000000,0.40606640,0.08075151
-5.88594297,1.06345014,0.08732381,0.06373433,0.67946164,0.10636227,0.55035764,0.00000000,0.39551962,0.07571467
-5.87993997,1.02983203,0.08237455,0.06422985,0.66724771,0.10389010,0.53123455,0.00000000,0.38508992,0.07145312
-5.87393697,0.99656113,0.07739209,0.06448301,0.65500318,0.10116572,0.51297254,0.00000000,0.37494088,0.06796772
-5.86793397,0.96407410,0.07242904,0.06451153,0.64300037,0.09821512,0.49582133,0.00000000,0.36524282,0.06525638
-5.86193097,0.93282189,0.06753752,0.06433751,0.63151115,0.09507217,0.48002636,0.00000000,0.35616642,0.06331448
-5.85592796,0.90325358,0.06276789,0.06398621,0.62079559,0.09177711,0.46582024,0.00000000,0.34787581,0.06213485
-5.84992496,0.87579900,0.05816753,0.06348469,0.61109031,0.08837481,0.45341377,0.00000000,0.34052151,0.06170739
-5.84392196,0.85085097,0.05377977,0.06286044,0.60259713,0.08491282,0.44298699,0.00000000,0.33423335,0.06201840
-5.83791896,0.82874826,0.04964285,0.06213999,0.59547277,0.08143934,0.43468073,0.00000000,0.32911408,0.06304961
-5.83191596,0.80975980,0.04578910,0.06134768,0.58982006,0.07800123,0.42858911,0.00000000,0.32523368,0.06477710
-5.82591296,0.79407132,0.04224428,0.06050461,0.58568135,0.07464219,0.42475330,0.00000000,0.32262485,0.06717007
-5.81990995,0.78177485,0.03902711,0.05962773,0.58303435,0.07140106,0.42315700,0.00000000,0.32127995,0.07018970
-5.81390695,0.77286182,0.03614906,0.05872939,0.58179092,0.06831051,0.42372389,0.00000000,0.32114942,0.07378814
-5.80790395,0.76722012,0.03361424,0.05781706,0.58179882,0.06539600,0.42631716,0.00000000,0.32214199,0.07790771
-5.80190095,0.76463527,0.03141965,0.05689346,0.58284648,0.06267520,0.43074141,0.00000000,0.32412654,0.08248046
-5.79589795,0.76479595,0.02955546,0.05595695,0.58467063,0.06015772,0.43674674,0.00000000,0.32693570,0.08742814
-5.78989495,0.76730347,0.02800559,0.05500224,0.58696655,0.05784528,0.44403512,0.00000000,0.33037101,0.09266262
-5.78389195,0.77168511,0.02674837,0.05402137,0.58940039,0.05573227,0.45226874,0.00000000,0.33420939,0.09808688
-5.77788894,0.77741062,0.02575737,0.05300483,0.59162322,0.05380656,0.46108014,0.00000000,0.33821085,0.10359640
-5.77188594,0.78391139,0.02500227,0.05194286,0.59328603,0.05205064,0.47008382,0.00000000,0.34212687,0.10908117
-5.76588294,0.79060156,0.02444989,0.05082674,0.59405506,0.05044291,0.47888877,0.00000000,0.34570941,0.11442811
-5.75987994,0.79690009,0.02406521,0.04965014,0.59362695,0.04895916,0.48711169,0.00000000,0.34871992,0.11952382
-5.75387694,0.80225308,0.02381236,0.04841034,0.59174284,0.04757402,0.49439023,0.00000000,0.35093819,0.12425769
-5.74787394,0.80615547,0.02365570,0.04710933,0.58820100,0.04626249,0.50039582,0.00000000,0.35217059,0.12852513
-5.74187094,0.80817120,0.02356077,0.04575471,0.58286746,0.04500130,0.50484571,0.00000000,0.35225740,0.13223081
-5.73586793,0.80795108,0.02349515,0.04436033,0.57568410,0.04377018,0.50751356,0.00000000,0.35107896,0.13529185
-5.72986493,0.80524776,0.02342933,0.04294678,0.56667411,0.04255295,0.50823831,0.00000000,0.34856044,0.13764069
-5.72386193,0.79992718,0.02333732,0.04154146,0.55594450,0.04133834,0.50693103,0.00000000,0.34467495,0.13922763
-5.71785893,0.79197606,0.02319723,0.04017844,0.54368557,0.04012064,0.50357930,0.00000000,0.33944508,0.14002280
-5.71185593,0.78150520,0.02299165,0.03889814,0.53016757,0.03889998,0.49824914,0.00000000,0.33294261,0.14001759
-5.70585293,0.76874841,0.02270786,0.03774655,0.51573448,0.03768245,0.49108421,0.00000000,0.32528658,0.13922530
-5.69984992,0.75405722,0.02233790,0.03677445,0.50079530,0.03647992,0.48230242,0.00000000,0.31663974,0.13768117
-5.69384692,0.73789131,0.02187847,0.03603623,0.48581304,0.03530966,0.47219004,0.00000000,0.30720350,0.13544151
-5.68784392,0.72080526,0.02133069,0.03558861,0.47129191,0.03419365,0.46109336,0.00000000,0.29721165,0.13258229
-5.68184092,0.70343180,0.02069971,0.03548922,0.45776290,0.03315787,0.44940835,0.00000000,0.28692295,0.12919686
-5.67583792,0.68646226,0.01999422,0.03579504,0.44576833,0.03223129,0.43756849,0.00000000,0.27661300,0.12539324
-5.66983492,0.67062476,0.01922580,0.03656066,0.43584563,0.03144482,0.42603127,0.00000000,0.26656548,0.12129081
-5.66383192,0.65666080,0.01840833,0.03783662,0.42851096,0.03083017,0.41526369,0.00000000,0.25706322,0.11701665
-5.65782891,0.64530101,0.01755723,0.03966763,0.42424288,0.03041868,0.40572734,0.00000000,0.24837923,0.11270171
-5.65182591,0.63724081,0.01668875,0.04209076,0.42346659,0.03024011,0.39786342,0.00000000,0.24076804,0.10847681
-5.64582291,0.63311664,0.01581930,0.04513380,0.42653921,0.03032147,0.39207815,0.00000000,0.23445761,0.10446872
-5.63981991,0.63348354,0.01496474,0.04881359,0.43373628,0.03068596,0.38872921,0.00000000,0.22964198,0.10079646
-5.63381691,0.63879482,0.01413982,0.05313460,0.44524021,0.03135188,0.38811333,0.00000000,0.22647499,0.09756784
-5.62781391,0.64938439,0.01335764,0.05808768,0.46113067,0.03233183,0.39045578,0.00000000,0.22506512,0.09487646
-5.62181091,0.66545233,0.01262928,0.06364908,0.48137768,0.03363188,0.39590177,0.00000000,0.22547171,0.09279917
-5.61580790,0.68705430,0.01196341,0.06977983,0.50583744,0.03525106,0.40451029,0.00000000,0.22770268,0.09139415
-5.60980490,0.71409516,0.01136620,0.07642556,0.53425138,0.03718093,0.41625055,0.00000000,0.23171372,0.09069949
-5.60380190,0.74632705,0.01084115,0.08351675,0.56624854,0.03940546,0.43100105,0.00000000,0.23740916,0.09073252
-5.59779890,0.78335227,0.01038917,0.09096945,0.60135155,0.04190102,0.44855161,0.00000000,0.24464440,0.09148969
-5.59179590,0.82463086,0.01000870,0.09868667,0.63898619,0.04463670,0.46860817,0.00000000,0.25322990,0.09294702
-5.58579290,0.86949296,0.00969592,0.10656015,0.67849449,0.04757485,0.49080024,0.00000000,0.26293666,0.09506128
-5.57978989,0.91715547,0.00944506,0.11447286,0.71915112,0.05067174,0.51469105,0.00000000,0.27350304,0.09777150
-5.57378689,0.96674292,0.00924875,0.12230181,0.76018283,0.05387859,0.53978989,0.00000000,0.28464261,0.10100109
-5.56778389,1.01731173,0.00909841,0.12992142,0.80079029,0.05714269,0.56556637,0.00000000,0.29605307,0.10466032
-5.56178089,1.06787725,0.00898468,0.13720716,0.84017182,0.06040871,0.59146630,0.00000000,0.30742567,0.10864909
-5.55577789,1.11744283,0.00889786,0.14403937,0.87754817,0.06362015,0.61692843,0.00000000,0.31845503,0.11285995
