energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.21040800,0.01259545,0.04929492,0.19149518,0.23998063,0.04665558,0.68849555,0.17740377,0.04464515
-5.99399700,1.31119724,0.01406907,0.05354678,0.20636345,0.25990967,0.05046282,0.74539134,0.19018789,0.04909482
-5.98799400,1.41248524,0.01562269,0.05781253,0.22131124,0.27990388,0.05427006,0.80256083,0.20274957,0.05367072
-5.98199100,1.51326354,0.01724788,0.06204211,0.23619839,0.29977693,0.05803959,0.85944663,0.21494543,0.05833031
-5.97598799,1.61254441,0.01893494,0.06618445,0.25089772,0.31934712,0.06173471,0.91550741,0.22664468,0.06302823
-5.96998499,1.70939114,0.02067318,0.07018886,0.26529907,0.33844342,0.06532085,0.97023473,0.23773380,0.06771735
-5.96398199,1.80294760,0.02245116,0.07400652,0.27931294,0.35691109,0.06876669,1.02316939,0.24812087,0.07235009
-5.95797899,1.89246580,0.02425700,0.07759203,0.29287354,0.37461688,0.07204516,1.07391635,0.25773921,0.07687973
-5.95197599,1.97732960,0.02607873,0.08090479,0.30594090,0.39145323,0.07513422,1.12215725,0.26655029,0.08126180
-5.94597299,2.05707325,0.02790452,0.08391041,0.31850189,0.40734142,0.07801751,1.16765992,0.27454551,0.08545535
-5.93996998,2.13139355,0.02972299,0.08658178,0.33057001,0.42223325,0.08068463,1.21028395,0.28174688,0.08942413
-5.93396698,2.20015466,0.03152344,0.08890003,0.34218389,0.43611130,0.08313122,1.24998213,0.28820644,0.09313762
-5.92796398,2.26338515,0.03329594,0.09085505,0.35340445,0.44898749,0.08535861,1.28679735,0.29400443,0.09657175
-5.92196098,2.32126717,0.03503147,0.09244584,0.36431083,0.46090017,0.08737332,1.32085501,0.29924625,0.09970941
-5.91595798,2.37411826,0.03672191,0.09368037,0.37499532,0.47190981,0.08918616,1.35235140,0.30405833,0.10254060
-5.90995498,2.42236671,0.03835993,0.09457523,0.38555736,0.48209341,0.09081117,1.38153845,0.30858315,0.10506229
-5.90395198,2.46652164,0.03993890,0.09515486,0.39609716,0.49153816,0.09226439,1.40870583,0.31297354,0.10727800
-5.89794897,2.50713976,0.04145266,0.09545051,0.40670909,0.50033444,0.09356250,1.43416125,0.31738665,0.10919707
-5.89194597,2.54479048,0.04289533,0.09549903,0.41747526,0.50856890,0.09472150,1.45821032,0.32197782,0.11083377
-5.88594297,2.58002155,0.04426107,0.09534142,0.42845975,0.51631782,0.09575543,1.48113698,0.32689456,0.11220619
-5.87993997,2.61332725,0.04554388,0.09502130,0.43970369,0.52364122,0.09667523,1.50318577,0.33227113,0.11333512
-5.87393697,2.64512101,0.04673743,0.09458334,0.45122170,0.53057819,0.09748792,1.52454699,0.33822372,0.11424287
-5.86793397,2.67571409,0.04783497,0.09407177,0.46299962,0.53714368,0.09819591,1.54534574,0.34484664,0.11495215
-5.86193097,2.70530150,0.04882938,0.09352897,0.47499401,0.54332697,0.09879685,1.56563532,0.35220949,0.11548518
-5.85592796,2.73395603,0.04971317,0.09299426,0.48713326,0.54909194,0.09928363,1.58539560,0.36035554,0.11586292
-5.84992496,2.76163056,0.05047878,0.09250286,0.49932029,0.55437914,0.09964487,1.60453628,0.36930125,0.11610452
-5.84392196,2.78816844,0.05111883,0.09208523,0.51143680,0.55910959,0.09986565,1.62290482,0.37903693,0.11622716
-5.83791896,2.81332123,0.05162651,0.09176653,0.52334883,0.56318995,0.09992860,1.64029865,0.38952841,0.11624603
-5.83191596,2.83677247,0.05199601,0.09156653,0.53491323,0.56651888,0.09981512,1.65648076,0.40071978,0.11617466
-5.82591296,2.85816625,0.05222303,0.09149971,0.54598494,0.56899408,0.09950680,1.67119774,0.41253674,0.11602547
-5.81990995,2.87713862,0.05230525,0.09157567,0.55642455,0.57051971,0.09898683,1.68419931,0.42489071,0.11581050
-5.81390695,2.89335014,0.05224273,0.09179981,0.56610583,0.57101357,0.09824141,1.69525810,0.43768336,0.11554232
-5.80790395,2.90651783,0.05203832,0.09217422,0.57492305,0.57041377,0.09726103,1.70418869,0.45081146,0.11523498
-5.80190095,2.91644482,0.05169786,0.09269878,0.58279759,0.56868447,0.09604152,1.71086485,0.46417196,0.11490503
-5.79589795,2.92304641,0.05123037,0.09337233,0.58968384,0.56582024,0.09458481,1.71523432,0.47766706,0.11457254
-5.78989495,2.92637142,0.05064795,0.09419414,0.59557399,0.56184909,0.09289947,1.71733037,0.49120937,0.11426196
-5.78389195,2.92661812,0.04996565,0.09516522,0.60050183,0.55683379,0.09100078,1.71727983,0.50472686,0.11400296
-5.77788894,2.92414444,0.04920105,0.09628986,0.60454536,0.55087156,0.08891058,1.71530741,0.51816778,0.11383107
-5.77188594,2.91947233,0.04837382,0.09757708,0.60782828,0.54409231,0.08665669,1.71173638,0.53150518,0.11378814
-5.76588294,2.91328663,0.04750503,0.09904194,0.61052031,0.53665541,0.08427211,1.70698578,0.54474125,0.11392270
-5.75987994,2.90642872,0.04661646,0.10070693,0.61283646,0.52874532,0.08179400,1.70156455,0.55791114,0.11428996
-5.75387694,2.89988571,0.04572980,0.10260298,0.61503527,0.52056639,0.07926236,1.69606300,0.57108626,0.11495178
-5.74787394,2.89477548,0.04486583,0.10477038,0.61741600,0.51233707,0.07671877,1.69114199,0.58437683,0.11597633
-5.74187094,2.89232845,0.04404363,0.10725936,0.62031482,0.50428380,0.07420497,1.68752042,0.59793355,0.11743753
-5.73586793,2.89386610,0.04327988,0.11013029,0.62409990,0.49663504,0.07176153,1.68596118,0.61194807,0.11941429
-5.72986493,2.90077693,0.04258818,0.11345349,0.62916547,0.48961543,0.06942656,1.68725597,0.62665210,0.12198953
-5.72386193,2.91448971,0.04197862,0.11730845,0.63592463,0.48344043,0.06723467,1.69220907,0.64231501,0.12524882
-5.71785893,2.93644417,0.04145740,0.12178266,0.64480089,0.47831158,0.06521594,1.70162029,0.65923944,0.12927889
-5.71185593,2.96805908,0.04102668,0.12696967,0.65621842,0.47441234,0.06339530,1.71626688,0.67775510,0.13416570
-5.70585293,3.01069751,0.04068458,0.13296671,0.67059091,0.47190459,0.06179192,1.73688458,0.69821042,0.13999230
-5.69984992,3.06562942,0.04042537,0.13987156,0.68830908,0.47092577,0.06041899,1.76414770,0.72096214,0.14683627
-5.69384692,3.13399160,0.04023983,0.14777898,0.70972707,0.47158653,0.05928357,1.79864826,0.74636290,0.15476693
-5.68784392,3.21674533,0.04011567,0.15677657,0.73514777,0.47396885,0.05838671,1.84087441,0.77474723,0.16384227
-5.68184092,3.31463260,0.04003819,0.16694030,0.76480760,0.47812447,0.05772369,1.89118834,0.80641596,0.17410565
-5.67583792,3.42813169,0.03999087,0.17832980,0.79886111,0.48407365,0.05728438,1.94980426,0.84161995,0.18558238
-5.66983492,3.55741376,0.03995611,0.19098358,0.83736606,0.49180408,0.05705370,2.01676705,0.88054345,0.19827635
-5.66383192,3.70230207,0.03991594,0.20491441,0.88026956,0.50126997,0.05701219,2.09193245,0.92328797,0.21216673
-5.65782891,3.86223599,0.03985271,0.22010516,0.92739619,0.51239142,0.05713653,2.17494985,0.96985730,0.22720502
-5.65182591,4.03624193,0.03974968,0.23650513,0.97843875,0.52505391,0.05740018,2.26524877,1.02014476,0.24331260
-5.64582291,4.22291380,0.03959162,0.25402740,1.03295252,0.53910828,0.05777399,2.36203027,1.07392310,0.26037894
-5.63981991,4.42040492,0.03936519,0.27254712,1.09035372,0.55437112,0.05822680,2.46426438,1.13083817,0.27826065
-5.63381691,4.62643371,0.03905937,0.29190116,1.14992266,0.57062576,0.05872607,2.57069462,1.19040677,0.29678160
-5.62781391,4.83830441,0.03866557,0.31188912,1.21081225,0.58762411,0.05923851,2.67985042,1.25201920,0.31573415
-5.62181091,5.05294418,0.03817782,0.33227583,1.27206177,0.60508930,0.05973067,2.79006796,1.31494683,0.33488166
-5.61580790,5.26695647,0.03759275,0.35279533,1.33261613,0.62271936,0.06016955,2.89951945,1.37835471,0.35396224
-5.60980490,5.47669033,0.03690946,0.37315631,1.39135002,0.64019198,0.06052326,3.00625079,1.44131900,0.37269376
-5.60380190,5.67832403,0.03612940,0.39304878,1.44709656,0.65717018,0.06076163,3.10822652,1.50284884,0.39078004
-5.59779890,5.86796084,0.03525607,0.41215191,1.49867944,0.67330911,0.06085679,3.20338112,1.56191180,0.40791796
-5.59179590,6.04173355,0.03429482,0.43014258,1.54494741,0.68826346,0.06078382,3.28967483,1.61746222,0.42380537
-5.58579290,6.19591429,0.03325248,0.44670443,1.58480980,0.70169567,0.06052128,3.36515201,1.66847119,0.43814944
-5.57978989,6.32702493,0.03213712,0.46153704,1.61727174,0.71328432,0.06005175,3.42799986,1.71395698,0.45067519
-5.57378689,6.43194392,0.03095771,0.47436475,1.64146736,0.72273266,0.05936232,3.47660492,1.75301480,0.46113376
-5.56778389,6.50800476,0.02972384,0.48494494,1.65668965,0.72977678,0.05844488,3.50960511,1.78484450,0.46931015
-5.56178089,6.55308184,0.02844551,0.49307515,1.66241566,0.73419319,0.05729648,3.52593493,1.80877516,0.47503006
-5.55577789,6.56566013,0.02713289,0.49859905,1.65832576,0.73580540,0.05591941,3.52486185,1.82428562,0.47816551
-5.54977489,6.54488534,0.02579614,0.50141073,1.64431616,0.73448935,0.05432125,3.50601237,1.83102003,0.47863902
-5.54377189,6.49059293,0.02444529,0.50145734,1.62050413,0.73017735,0.05251472,3.46938647,1.82879809,0.47642610
-5.53776888,6.40331452,0.02309008,0.49873994,1.58722570,0.72286048,0.05051745,3.41536018,1.81761950,0.47155612
-5.53176588,6.28426214,0.02173993,0.49331255,1.54502598,0.71258928,0.04835158,3.34467611,1.79766292,0.46411125
-5.52576288,6.13529136,0.02040386,0.48527953,1.49464267,0.69947285,0.04604327,3.25842263,1.76927943,0.45422392
-5.51975988,5.95884531,0.01909043,0.47479147,1.43698342,0.68367638,0.04362211,3.15800303,1.73298128,0.44207256
-5.51375688,5.75788281,0.01780777,0.46203982,1.37309842,0.66541729,0.04112048,3.04509592,1.68942643,0.42787615
-5.50775388,5.53579396,0.01656350,0.44725047,1.30414919,0.64496018,0.03857293,2.92160917,1.63939985,0.41188764
-5.50175088,5.29630728,0.01536478,0.43067677,1.23137514,0.62261080,0.03601544,2.78962924,1.58379245,0.39438670
-5.49574787,5.04339232,0.01421831,0.41259206,1.15605931,0.59870946,0.03348487,2.65136820,1.52357855,0.37567196
-5.48974487,4.78116178,0.01313030,0.39328227,1.07949456,0.57362384,0.03101835,2.50911057,1.45979269,0.35605322
-5.48374187,4.51377657,0.01210652,0.37303867,1.00295150,0.54774181,0.02865285,2.36516178,1.39350675,0.33584381
-5.47773887,4.24535695,0.01115232,0.35215115,0.92764930,0.52146415,0.02642477,2.22179992,1.32580773,0.31535347
-5.47173587,3.97990198,0.01027259,0.33090210,0.85472999,0.49519748,0.02436971,2.08123208,1.25777693,0.29488179
-5.46573287,3.72121894,0.00947186,0.30956118,0.78523697,0.46934759,0.02252231,1.94555596,1.19047064,0.27471257
-5.45972986,3.47286362,0.00875423,0.28838087,0.72009796,0.44431301,0.02091618,1.81672729,1.12490272,0.25510902
-5.45372686,3.23809145,0.00812342,0.26759300,0.66011245,0.42047908,0.01958389,1.69653308,1.06202886,0.23631002
-5.44772386,3.01981922,0.00758278,0.24740614,0.60594340,0.39821236,0.01855704,1.58657035,1.00273263,0.21852724
-5.44172086,2.82059628,0.00713523,0.22800385,0.55811297,0.37785534,0.01786631,1.48822982,0.94781315,0.20194318
-5.43571786,2.64258402,0.00678331,0.20954362,0.51700163,0.35972158,0.01754147,1.40268393,0.89797415,0.18671003
-5.42971486,2.48754224,0.00652906,0.19215656,0.48285017,0.34409090,0.01761132,1.33087820,0.85381442,0.17294924
-5.42371186,2.35682093,0.00637406,0.17594753,0.45576412,0.33120495,0.01810354,1.27352544,0.81581937,0.16075160
-5.41770885,2.25135623,0.00631926,0.16099577,0.43571981,0.32126289,0.01904438,1.23110192,0.78435383,0.15017785
-5.41170585,2.17166967,0.00636500,0.14735584,0.42257181,0.31441731,0.02045818,1.20384521,0.75965612,0.14125961
-5.40570285,2.11786984,0.00651085,0.13505880,0.41606125,0.31077052,0.02236671,1.19175323,0.74183339,0.13400056
-5.39969985,2.08965658,0.00675551,0.12411360,0.41582479,0.31037116,0.02478840,1.19458470,0.73085873,0.12837781
-5.39369685,2.08632750,0.00709674,0.11450857,0.42140410,0.31321139,0.02773727,1.21186104,0.72657006,0.12434347
-5.38769385,2.10678756,0.00753124,0.10621302,0.43225579,0.31922487,0.03122187,1.24287018,0.72867134,0.12182627
-5.38169085,2.14956244,0.00805454,0.09917895,0.44776183,0.32828558,0.03524408,1.28667290,0.73673620,0.12073335
-5.37568784,2.21281655,0.00866100,0.09334272,0.46724066,0.34020779,0.03979785,1.34211232,0.75021460,0.12095226
-5.36968484,2.29437687,0.00934368,0.08862695,0.48995887,0.35474733,0.04486806,1.40782718,0.76844231,0.12235300
-5.36368184,2.39176337,0.01009442,0.08494235,0.51514391,0.37160430,0.05042947,1.48226967,0.79065373,0.12479042
-5.35767884,2.50222684,0.01090384,0.08218972,0.54199753,0.39042744,0.05644590,1.56372810,0.81599776,0.12810671
-5.35167584,2.62279455,0.01176144,0.08026201,0.56971023,0.41081998,0.06286969,1.65035488,0.84355654,0.13213427
-5.34567284,2.75032361,0.01265576,0.07904638,0.59747640,0.43234726,0.06964156,1.74019951,0.87236689,0.13669877
-5.33966983,2.88156174,0.01357456,0.07842648,0.62451008,0.45454576,0.07669090,1.83124657,0.90144372,0.14162238
-5.33366683,3.01321418,0.01450510,0.07828458,0.65006094,0.47693357,0.08393655,1.92145776,0.92980489,0.14672733
-5.32766383,3.14201553,0.01543439,0.07850386,0.67343004,0.49902186,0.09128805,2.00881714,0.95649668,0.15183945
-5.32166083,3.26480425,0.01634956,0.07897060,0.69398496,0.52032716,0.09864745,2.09137821,0.98061900,0.15679184
-5.31565783,3.37859768,0.01723820,0.07957624,0.71117365,0.54038396,0.10591149,2.16731130,1.00134939,0.16142845
-5.30965483,3.48066474,0.01808869,0.08021944,0.72453661,0.55875723,0.11297429,2.23494949,1.01796497,0.16560745
-5.30365183,3.56859375,0.01889060,0.08080784,0.73371660,0.57505434,0.11973023,2.29283139,1.02986141,0.16920431
-5.29764882,3.64035231,0.01963498,0.08125963,0.73846580,0.58893592,0.12607707,2.33973876,1.03656824,0.17211449
-5.29164582,3.69433697,0.02031463,0.08150484,0.73864965,0.60012520,0.13191910,2.37472755,1.03775977,0.17425553
-5.28564282,3.72941014,0.02092436,0.08148630,0.73424746,0.60841542,0.13717015,2.39715074,1.03326131,0.17556859
-5.27963982,3.74492266,0.02146109,0.08116026,0.72534955,0.61367492,0.14175641,2.40667188,1.02305047,0.17601920
-5.27363682,3.74072085,0.02192392,0.08049662,0.71215101,0.61584978,0.14561875,2.40326875,1.00725346,0.17559732
-5.26763382,3.71713737,0.02231410,0.07947883,0.69494230,0.61496369,0.14871454,2.38722661,0.98613673,0.17431664
-5.26163082,3.67496649,0.02263487,0.07810335,0.67409719,0.61111526,0.15101888,2.35912151,0.96009437,0.17221312
-5.25562781,3.61542447,0.02289126,0.07637891,0.65005840,0.60447272,0.15252501,2.31979410,0.92963183,0.16934287
-5.24962481,3.54009695,0.02308976,0.07432529,0.62332160,0.59526630,0.15324406,2.27031529,0.89534695,0.16577947
-5.24362181,3.45087575,0.02323794,0.07197205,0.59441852,0.58377866,0.15320405,2.21194522,0.85790896,0.16161077
-5.23761881,3.34988779,0.02334404,0.06935695,0.56389980,0.57033391,0.15244820,2.14608730,0.81803664,0.15693545
-5.23161581,3.23941958,0.02341647,0.06652428,0.53231833,0.55528549,0.15103262,2.07423969,0.77647640,0.15185932
-5.22561281,3.12184054,0.02346339,0.06352323,0.50021368,0.53900383,0.14902359,1.99794609,0.73398146,0.14649173
-5.21960980,2.99952868,0.02349224,0.06040618,0.46809829,0.52186411,0.14649449,1.91874831,0.69129276,0.14094207
-5.21360680,2.87480188,0.02350940,0.05722721,0.43644575,0.50423481,0.14352262,1.83814253,0.64912239,0.13531660
-5.20760380,2.74985758,0.02351982,0.05404066,0.40568170,0.48646750,0.14018599,1.75754112,0.60814020,0.12971580
-5.20160080,2.62672344,0.02352683,0.05090004,0.37617739,0.46888844,0.13656036,1.67824157,0.56896375,0.12423218
-5.19559780,2.50722058,0.02353202,0.04785708,0.34824606,0.45179215,0.13271665,1.60140353,0.53215203,0.11894885
-5.18959480,2.39294045,0.02353528,0.04496115,0.32214210,0.43543728,0.12871874,1.52803473,0.49820266,0.11393868
-5.18359180,2.28523579,0.02353487,0.04225894,0.29806266,0.42004486,0.12462193,1.45898575,0.46755270,0.10926422
-5.17758879,2.18522504,0.02352770,0.03979441,0.27615162,0.40579883,0.12047196,1.39495352,0.44058234,0.10497829
-5.17158579,2.09380919,0.02350969,0.03760904,0.25650540,0.39284871,0.11630471,1.33649267,0.41762129,0.10112510
-5.16558279,2.01169921,0.02347615,0.03574227,0.23918017,0.38131416,0.11214651,1.28403360,0.39895704,0.09774198
-5.15957979,1.93945196,0.02342234,0.03423214,0.22420007,0.37129094,0.10801498,1.23790585,0.38484443,0.09486143
-5.15357679,1.87751175,0.02334396,0.03311603,0.21156591,0.36285797,0.10392037,1.19836514,0.37551576,0.09251349
-5.14757379,1.82625494,0.02323773,0.03243141,0.20126389,0.35608492,0.09986720,1.16562214,0.37119079,0.09072818
-5.14157079,1.78603462,0.02310191,0.03221662,0.19327395,0.35103976,0.09585617,1.13987133,0.37208585,0.08953790
-5.13556778,1.75722262,0.02293676,0.03251151,0.18757723,0.34779598,0.09188610,1.12131818,0.37842155,0.08897971
-5.12956478,1.74024635,0.02274496,0.03335791,0.18416262,0.34643882,0.08795588,1.11020297,0.39042857,0.08909724
-5.12356178,1.73561839,0.02253194,0.03479985,0.18303183,0.34707023,0.08406621,1.10682005,0.40835110,0.08994215
