energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.11755878,1.74395696,0.02230605,0.03688354,0.18420304,0.34981235,0.08022105,1.11153149,0.43244759,0.09157517
-5.11155578,1.76599635,0.02207866,0.03965690,0.18771304,0.35480902,0.07642881,1.12477426,0.46298880,0.09406639
-5.10555278,1.80258630,0.02186411,0.04316892,0.19361768,0.36222550,0.07270305,1.14706072,0.50025304,0.09749502
-5.09954977,1.85468061,0.02167948,0.04746841,0.20199093,0.37224622,0.06906280,1.17897221,0.54451873,0.10194846
-5.09354677,1.92331500,0.02154433,0.05260263,0.21292241,0.38507059,0.06553246,1.22114615,0.59605449,0.10752066
-5.08754377,2.00957538,0.02148026,0.05861538,0.22651375,0.40090720,0.06214126,1.27425707,0.65510714,0.11430991
-5.08154077,2.11455762,0.02151032,0.06554499,0.24287385,0.41996639,0.05892248,1.33899237,0.72188803,0.12241607
-5.07553777,2.23932047,0.02165845,0.07342194,0.26211325,0.44245171,0.05591224,1.41602386,0.79655814,0.13193732
-5.06953477,2.38483353,0.02194872,0.08226651,0.28433791,0.46855039,0.05314819,1.50597605,0.87921257,0.14296647
-5.06353177,2.55192218,0.02240459,0.09208626,0.30964252,0.49842338,0.05066798,1.60939257,0.96986502,0.15558713
-5.05752876,2.74121178,0.02304814,0.10287371,0.33810361,0.53219517,0.04850776,1.72670180,1.06843280,0.16986960
-5.05152576,2.95307313,0.02389921,0.11460421,0.36977272,0.56994379,0.04670062,1.85818312,1.17472310,0.18586690
-5.04552276,3.18757138,0.02497467,0.12723413,0.40466972,0.61169155,0.04527513,2.00393493,1.28842102,0.20361084
-5.03951976,3.44442050,0.02628759,0.14069952,0.44277661,0.65739660,0.04425403,2.16384568,1.40907997,0.22310846
-5.03351676,3.72294499,0.02784660,0.15491541,0.48403184,0.70694587,0.04365314,2.33756897,1.53611496,0.24433888
-5.02751376,4.02205069,0.02965520,0.16977565,0.52832545,0.76014954,0.04348043,2.52450367,1.66879924,0.26725071
-5.02151076,4.34020602,0.03171125,0.18515364,0.57549513,0.81673740,0.04373541,2.72378006,1.80626458,0.29176013
-5.01550775,4.67543476,0.03400656,0.20090378,0.62532336,0.87635723,0.04440873,2.93425250,1.94750555,0.31774987
-5.00950475,5.02532119,0.03652666,0.21686368,0.67753579,0.93857536,0.04548209,3.15449927,2.09138785,0.34506890
-5.00350175,5.38702799,0.03925060,0.23285724,0.73180096,1.00287951,0.04692842,3.38283000,2.23666076,0.37353326
-4.99749875,5.75732692,0.04215114,0.24869836,0.78773157,1.06868394,0.04871229,3.61730061,2.38197356,0.40292765
-4.99149575,6.13264194,0.04519492,0.26419531,0.84488716,1.13533670,0.05079058,3.85573587,2.52589570,0.43300816
-4.98549275,6.50910385,0.04834295,0.27915550,0.90277854,1.20212917,0.05311342,4.09575922,2.66694022,0.46350577
-4.97948974,6.88261537,0.05155127,0.29339061,0.96087376,1.26830727,0.05562523,4.33482921,2.80358999,0.49413080
-4.97348674,7.24892501,0.05477178,0.30672177,1.01860562,1.33308446,0.05826597,4.57028204,2.93432604,0.52457803
-4.96748374,7.60370778,0.05795324,0.31898467,1.07538074,1.39565602,0.06097259,4.79937887,3.05765726,0.55453242
-4.96148074,7.94265064,0.06104245,0.33003431,1.13058984,1.45521420,0.06368042,5.01935722,3.17215064,0.58367533
-4.95547774,8.26154034,0.06398552,0.33974927,1.18361921,1.51096408,0.06632477,5.22748467,3.27646112,0.61169090
-4.94947474,8.55635105,0.06672923,0.34803518,1.23386292,1.56213944,0.06884240,5.42111396,3.36936027,0.63827258
-4.94347174,8.82332951,0.06922245,0.35482746,1.28073562,1.60801847,0.07117309,5.59773763,3.44976285,0.66312947
-4.93746873,9.05907523,0.07141748,0.36009293,1.32368544,1.64793883,0.07326101,5.75504106,3.51675058,0.68599246
-4.93146573,9.26061366,0.07327144,0.36383045,1.36220668,1.68131157,0.07505602,5.89095231,3.56959234,0.70661980
-4.92546273,9.42546032,0.07474742,0.36607053,1.39585187,1.70763383,0.07651486,6.00368763,3.60776028,0.72480211
-4.91945973,9.55167454,0.07581561,0.36687382,1.42424286,1.72649972,0.07760206,6.09179135,3.63094146,0.74036669
-4.91345673,9.63790144,0.07645412,0.36632872,1.44708059,1.73760939,0.07829068,6.15416922,3.63904482,0.75318102
-4.90745373,9.68340157,0.07664959,0.36454820,1.46415322,1.74077593,0.07856282,6.19011453,3.63220326,0.76315541
-4.90145073,9.68806771,0.07639762,0.36166600,1.47534241,1.73592998,0.07840981,6.19932627,3.61077108,0.77024480
-4.89544772,9.65242897,0.07570284,0.35783241,1.48062755,1.72312206,0.07783220,6.18191911,3.57531699,0.77444977
-4.88944472,9.57764246,0.07457872,0.35320983,1.48008791,1.70252242,0.07683947,6.13842505,3.52661291,0.77581663
-4.88344172,9.46547324,0.07304719,0.34796848,1.47390259,1.67441859,0.07544952,6.06978685,3.46561925,0.77443696
-4.87743872,9.31826329,0.07113790,0.34228216,1.46234844,1.63921047,0.07368794,5.97734339,3.39346691,0.77044631
-4.87143572,9.13889071,0.06888737,0.33632461,1.44579592,1.59740333,0.07158702,5.86280744,3.31143687,0.76402237
-4.86543272,8.93071994,0.06633789,0.33026629,1.42470319,1.54959864,0.06918478,5.72823638,3.22093756,0.75538263
-4.85942971,8.69754438,0.06353633,0.32427191,1.39960848,1.49648296,0.06652370,5.57599647,3.12348084,0.74478150
-4.85342671,8.44352237,0.06053286,0.31849851,1.37112104,1.43881520,0.06364953,5.40872143,3.02065694,0.73250697
-4.84742371,8.17310770,0.05737960,0.31309435,1.33991092,1.37741249,0.06060999,5.22926603,2.91410869,0.71887687
-4.84142071,7.89097553,0.05412931,0.30819823,1.30669761,1.31313480,0.05745357,5.04065573,2.80550558,0.70423470
-4.83541771,7.60194497,0.05083417,0.30393942,1.27223793,1.24686894,0.05422832,4.84603310,2.69651782,0.68894491
-4.82941471,7.31089906,0.04754454,0.30043775,1.23731332,1.17951201,0.05098078,4.64860205,2.58879063,0.67338785
-4.82341171,7.02270342,0.04430796,0.29780393,1.20271662,1.11195489,0.04775502,4.45157087,2.48391912,0.65795409
-4.81740870,6.74212441,0.04116823,0.29613975,1.16923859,1.04506607,0.04459182,4.25809521,2.38342379,0.64303838
-4.81140570,6.47374821,0.03816471,0.29553805,1.13765439,0.97967628,0.04152799,4.07122194,2.28872702,0.62903298
-4.80540270,6.22190195,0.03533169,0.29608229,1.10871013,0.91656421,0.03859592,3.89383520,2.20113073,0.61632067
-4.79939970,5.99057835,0.03269805,0.29784559,1.08310973,0.85644387,0.03582319,3.72860571,2.12179549,0.60526732
-4.79339670,5.78336554,0.03028699,0.30088928,1.06150237,0.79995364,0.03323244,3.57794451,2.05172151,0.59621432
-4.78739370,5.60338351,0.02811597,0.30526071,1.04447071,0.74764763,0.03084132,3.44396229,1.99173187,0.58947082
-4.78139070,5.45322914,0.02619677,0.31099075,1.03252025,0.69998917,0.02866261,3.32843541,1.94245845,0.58530625
-4.77538769,5.33493131,0.02453564,0.31809079,1.02607011,0.65734693,0.02670443,3.23277947,1.90433110,0.58394317
-4.76938469,5.24991786,0.02313362,0.32654953,1.02544554,0.61999349,0.02497057,3.15803144,1.87757042,0.58555084
-4.76338169,5.19899576,0.02198687,0.33632992,1.03087242,0.58810636,0.02346086,3.10484073,1.86218476,0.59023979
-4.75737869,5.18234565,0.02108712,0.34736626,1.04247416,0.56177145,0.02217167,3.07346978,1.85797170,0.59805757
-4.75137569,5.19953160,0.02042217,0.35956199,1.06027105,0.54098867,0.02109635,3.06380419,1.86452436,0.60898616
-4.74537269,5.24952626,0.01997637,0.37278820,1.08418231,0.52567947,0.02022579,3.07537213,1.88124266,0.62294107
-4.73936968,5.33075123,0.01973124,0.38688335,1.11403093,0.51569593,0.01954891,3.10737255,1.90734946,0.63977239
-4.73336668,5.44113191,0.01966598,0.40165408,1.14955114,0.51083113,0.01905317,3.15871137,1.94191136,0.65926787
-4.72736368,5.57816516,0.01975808,0.41687758,1.19039841,0.51083021,0.01872507,3.22804429,1.98386376,0.68115802
-4.72136068,5.73899812,0.01998390,0.43230527,1.23616172,0.51540198,0.01855058,3.31382503,2.03203946,0.70512316
-4.71535768,5.92051524,0.02031924,0.44766794,1.28637758,0.52423028,0.01851559,3.41435705,2.08520002,0.73080223
-4.70935468,6.11943089,0.02073989,0.46268211,1.34054540,0.53698506,0.01860619,3.52784706,2.14206882,0.75780299
-4.70335168,6.33238402,0.02122219,0.47705747,1.39814357,0.55333252,0.01880903,3.65245834,2.20136479,0.78571342
-4.69734867,6.55603141,0.02174351,0.49050511,1.45864556,0.57294413,0.01911154,3.78636188,2.26183558,0.81411369
-4.69134567,6.78713607,0.02228271,0.50274614,1.52153532,0.59550413,0.01950206,3.92778338,2.32228892,0.84258840
-4.68534267,7.02264719,0.02282051,0.51352039,1.58632141,0.62071546,0.01996995,4.07504455,2.38162111,0.87073835
-4.67933967,7.25976869,0.02333986,0.52259467,1.65254906,0.64830370,0.02050566,4.22659695,2.43884149,0.89819160
-4.67333667,7.49601361,0.02382616,0.52977040,1.71980959,0.67801925,0.02110063,4.38104736,2.49309208,0.92461318
-4.66733367,7.72924227,0.02426742,0.53489000,1.78774676,0.70963741,0.02174723,4.53717358,2.54366157,0.94971300
-4.66133067,7.95768262,0.02465434,0.53784192,1.85605961,0.74295670,0.02243862,4.69393037,2.58999333,0.97325179
-4.65532766,8.17993240,0.02498028,0.53856391,1.92450162,0.77779534,0.02316854,4.85044529,2.63168706,0.99504462
-4.64932466,8.39494297,0.02524113,0.53704455,1.99287604,0.81398618,0.02393111,5.00600481,2.66849435,1.01496201
-4.64332166,8.60198595,0.02543515,0.53332283,2.06102773,0.85137032,0.02472059,5.16003153,2.70030824,1.03292858
