energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up
-6.00000000,10.86289758,1.56865910,8.91134378,0.01753690,0.14750780,1.28336952,0.00000000
-5.99399700,10.82590113,1.59644253,8.86277578,0.01776169,0.14950201,1.29124161,0.00000000
-5.98799400,10.79138897,1.62561059,8.81627380,0.01802241,0.15172867,1.29921217,0.00000000
-5.98199100,10.76129087,1.65645003,8.77340869,0.01832510,0.15421178,1.30746402,0.00000000
-5.97598799,10.73746784,1.68925196,8.73567318,0.01867676,0.15696882,1.31619279,0.00000000
-5.96998499,10.72165466,1.72429628,8.70443649,0.01908495,0.16000984,1.32560147,0.00000000
-5.96398199,10.71540546,1.76183642,8.68090141,0.01955735,0.16333689,1.33589498,0.00000000
-5.95797899,10.72004460,1.80208508,8.66606593,0.02010125,0.16694377,1.34727496,0.00000000
-5.95197599,10.73662494,1.84520133,8.66069147,0.02072313,0.17081611,1.35993475,0.00000000
-5.94597299,10.76589576,1.89127968,8.66527960,0.02142818,0.17493171,1.37405453,0.00000000
-5.93996998,10.80828182,1.94034146,8.68005872,0.02221988,0.17926107,1.38979692,0.00000000
-5.93396698,10.86387492,1.99232885,8.70498188,0.02309963,0.18376823,1.40730275,0.00000000
-5.92796398,10.93243852,2.04710169,8.73973625,0.02406642,0.18841165,1.42668734,0.00000000
-5.92196098,11.01342533,2.10443718,8.78376412,0.02511662,0.19314527,1.44803716,0.00000000
-5.91595798,11.10600723,2.16403234,8.83629463,0.02624379,0.19791958,1.47140703,0.00000000
-5.90995498,11.20911578,2.22550914,8.89638479,0.02743866,0.20268273,1.49681780,0.00000000
-5.90395198,11.32149124,2.28842180,8.96296759,0.02868911,0.20738161,1.52425452,0.00000000
-5.89794897,11.44173737,2.35226606,9.03490460,0.02998038,0.21196290,1.55366513,0.00000000
-5.89194597,11.56837852,2.41648980,9.11103990,0.03129525,0.21637399,1.58495963,0.00000000
-5.88594297,11.69991576,2.48050458,9.19025208,0.03261439,0.22056383,1.61800964,0.00000000
-5.87993997,11.83487845,2.54369753,9.27150103,0.03391680,0.22448365,1.65264835,0.00000000
-5.87393697,11.97186786,2.60544318,9.35386628,0.03518028,0.22808758,1.68867080,0.00000000
-5.86793397,12.10959017,2.66511467,9.43657431,0.03638199,0.23133308,1.72583445,0.00000000
-5.86193097,12.24687644,2.72209409,9.51901275,0.03749903,0.23418132,1.76385996,0.00000000
-5.85592796,12.38268829,2.77578159,9.60073011,0.03850910,0.23659739,1.80243234,0.00000000
-5.84992496,12.51610898,2.82560316,9.68142088,0.03939106,0.23855043,1.84120226,0.00000000
-5.84392196,12.64632033,2.87101688,9.76089651,0.04012555,0.24001370,1.87978786,0.00000000
-5.83791896,12.77256735,2.91151781,9.83904392,0.04069556,0.24096455,1.91777695,0.00000000
-5.83191596,12.89411314,2.94664145,9.91577424,0.04108686,0.24138433,1.95472976,0.00000000
-5.82591296,13.01018758,2.97596617,9.99096504,0.04128849,0.24125840,1.99018245,0.00000000
-5.81990995,13.11993374,2.99911458,10.06439995,0.04129299,0.24057594,2.02365139,0.00000000
-5.81390695,13.22235670,3.01575436,10.13571023,0.04109666,0.23932995,2.05463845,0.00000000
-5.80790395,13.31627901,3.02559873,10.20432238,0.04069964,0.23751720,2.08263730,0.00000000
-5.80190095,13.40030724,3.02840680,10.26941628,0.04010589,0.23513821,2.10714081,0.00000000
-5.79589795,13.47281327,3.02398417,10.32989729,0.03932302,0.23219728,2.12764959,0.00000000
-5.78989495,13.53193321,3.01218395,10.38438551,0.03836213,0.22870258,2.14368151,0.00000000
-5.78389195,13.57558581,2.99290839,10.43122392,0.03723736,0.22466629,2.15478213,0.00000000
-5.77788894,13.60151108,2.96611117,10.46850646,0.03596560,0.22010467,2.16053583,0.00000000
-5.77188594,13.60732835,2.93180039,10.49412545,0.03456591,0.21503827,2.16057729,0.00000000
-5.76588294,13.59061192,2.89004216,10.50583681,0.03305905,0.20949208,2.15460303,0.00000000
-5.75987994,13.54898113,2.84096468,10.50134038,0.03146691,0.20349559,2.14238247,0.00000000
-5.75387694,13.48020046,2.78476242,10.47837129,0.02981201,0.19708294,2.12376829,0.00000000
-5.74787394,13.38228492,2.72170024,10.43479809,0.02811691,0.19029289,2.09870535,0.00000000
-5.74187094,13.25360488,2.65211697,10.36872226,0.02640372,0.18316876,2.06723793,0.00000000
-5.73586793,13.09298477,2.57642799,10.27857399,0.02469370,0.17575824,2.02951474,0.00000000
-5.72986493,12.89979017,2.49512661,10.16319899,0.02300679,0.16811311,1.98579145,0.00000000
-5.72386193,12.67399810,2.40878358,10.02193154,0.02136135,0.16028884,1.93643037,0.00000000
-5.71785893,12.41624653,2.31804466,9.85464992,0.01977382,0.15234401,1.88189725,0.00000000
-5.71185593,12.12785997,2.22362590,9.66181110,0.01825861,0.14433969,1.82275508,0.00000000
-5.70585293,11.81084937,2.12630647,9.44446280,0.01682793,0.13633864,1.75965496,0.00000000
-5.69984992,11.46788600,2.02691920,9.20423253,0.01549174,0.12840448,1.69332447,0.00000000
-5.69384692,11.10225028,1.92633879,8.94329391,0.01425777,0.12060072,1.62455368,0.00000000
-5.68784392,10.71775793,1.82546812,8.66431240,0.01313158,0.11298983,1.55417931,0.00000000
-5.68184092,10.31866685,1.72522300,8.37037312,0.01211662,0.10563220,1.48306770,0.00000000
-5.67583792,9.90956912,1.62651582,8.06489454,0.01121443,0.09858523,1.41209707,0.00000000
-5.66983492,9.49527301,1.53023873,7.75153223,0.01042477,0.09190235,1.34213963,0.00000000
-5.66383192,9.08068022,1.43724699,7.43407727,0.00974582,0.08563224,1.27404425,0.00000000
-5.65782891,8.67066360,1.34834296,7.11635386,0.00917438,0.07981806,1.20862013,0.00000000
-5.65182591,8.26995000,1.26426137,6.80212038,0.00870609,0.07449682,1.14662196,0.00000000
-5.64582291,7.88301261,1.18565637,6.49497766,0.00833563,0.06969896,1.08873687,0.00000000
-5.63981991,7.51397618,1.11309069,6.19828768,0.00805698,0.06544793,1.03557353,0.00000000
-5.63381691,7.16653739,1.04702717,5.91510489,0.00786356,0.06176008,0.98765329,0.00000000
-5.62781391,6.84390224,0.98782285,5.64812163,0.00774847,0.05864453,0.94540373,0.00000000
-5.62181091,6.54874069,0.93572556,5.39962840,0.00770465,0.05610328,0.90915413,0.00000000
-5.61580790,6.28315846,0.89087291,5.17148873,0.00772507,0.05413137,0.87913305,0.00000000
-5.60980490,6.04868492,0.85329363,4.96512789,0.00780285,0.05271716,0.85546760,0.00000000
-5.60380190,5.84627563,0.82291081,4.78153433,0.00793143,0.05184266,0.83818431,0.00000000
-5.59779890,5.67632769,0.79954691,4.62127205,0.00810460,0.05148397,0.82721124,0.00000000
-5.59179590,5.53870585,0.78293018,4.48450229,0.00831666,0.05161172,0.82238134,0.00000000
-5.58579290,5.43277768,0.77270225,4.37101271,0.00856245,0.05219161,0.82343670,0.00000000
-5.57978989,5.35745582,0.76842665,4.28025247,0.00883738,0.05318492,0.83003380,0.00000000
-5.57378689,5.31124590,0.76959816,4.21137153,0.00913748,0.05454913,0.84174955,0.00000000
-5.56778389,5.29229893,0.77565267,4.16326315,0.00945940,0.05623852,0.85808834,0.00000000
-5.56178089,5.29846711,0.78597768,4.13460834,0.00980036,0.05820486,0.87848996,0.00000000
-5.55577789,5.32736240,0.79992332,4.12392156,0.01015818,0.06039807,0.90233859,0.00000000
-5.54977489,5.37641707,0.81681375,4.12959689,0.01053121,0.06276706,0.92897284,0.00000000
