energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.50775388,6.01212823,0.00410347,1.41768994,0.97619132,1.00999660,0.03240613,2.27408272,1.80737266,1.32762363
-5.50175088,5.98688961,0.00390539,1.42892118,0.96740550,0.99349775,0.03124896,2.24823151,1.81782751,1.33273706
-5.49574787,5.94157016,0.00369411,1.43844695,0.95359336,0.97248265,0.02997748,2.21111104,1.82454432,1.33529063
-5.48974487,5.87759711,0.00347313,1.44641006,0.93505960,0.94734495,0.02861555,2.16344289,1.82806436,1.33535650
-5.48374187,5.79676644,0.00324591,1.45297380,0.91221430,0.91855760,0.02718811,2.10617141,1.82900072,1.33304433
-5.47773887,5.70117355,0.00301587,1.45831006,0.88555942,0.88665846,0.02572047,2.04043284,1.82801203,1.32849252
-5.47173587,5.59313518,0.00278623,1.46258709,0.85567253,0.85223426,0.02423767,1.96751892,1.82577451,1.32185869
-5.46573287,5.47510638,0.00256003,1.46595764,0.82318848,0.81590364,0.02276385,1.88883665,1.82295364,1.31330994
-5.45972986,5.34959649,0.00234000,1.46854819,0.78877980,0.77829993,0.02132174,1.80586571,1.82017678,1.30301366
-5.45372686,5.21908768,0.00212860,1.47044992,0.75313662,0.74005424,0.01993213,1.72011555,1.81800796,1.29112921
-5.44772386,5.08595978,0.00192792,1.47171200,0.71694682,0.70177966,0.01861357,1.63308356,1.81692595,1.27780118
-5.44172086,4.95242408,0.00173972,1.47233754,0.68087735,0.66405696,0.01738201,1.54621598,1.81730652,1.26315441
-5.43571786,4.82046859,0.00156540,1.47228236,0.64555703,0.62742225,0.01625068,1.46087279,1.81940961,1.24729103
-5.42971486,4.69181628,0.00140603,1.47145678,0.61156172,0.59235691,0.01523002,1.37829762,1.82337177,1.23028954
-5.42371186,4.56789698,0.00126237,1.46973001,0.57940194,0.55928004,0.01432771,1.29959344,1.82920406,1.21220593
-5.41770885,4.44983315,0.00113488,1.46693712,0.54951333,0.52854333,0.01354878,1.22570441,1.83679521,1.19307647
-5.41170585,4.33843867,0.00102376,1.46288790,0.52225012,0.50042846,0.01289584,1.15740391,1.84591964,1.17292197
-5.40570285,4.23422939,0.00092900,1.45737715,0.49788138,0.47514677,0.01236930,1.09528876,1.85624971,1.15175301
-5.39969985,4.13744362,0.00085040,1.45019576,0.47659011,0.45284088,0.01196773,1.03977904,1.86737137,1.12957574
-5.39369685,4.04807051,0.00078761,1.44114193,0.45847486,0.43358815,0.01168815,0.99112289,1.87880235,1.10639781
-5.38769385,3.96588389,0.00074018,1.43003185,0.44355352,0.41740538,0.01152641,0.94940575,1.89001179,1.08223381
-5.38169085,3.89047945,0.00070756,1.41670934,0.43176905,0.40425454,0.01147748,0.91456296,1.90044047,1.05711016
-5.37568784,3.82131303,0.00068916,1.40105394,0.42299667,0.39404916,0.01153578,0.88639503,1.90952063,1.03106880
-5.36968484,3.75773813,0.00068434,1.38298702,0.41705234,0.38666099,0.01169543,0.86458483,1.91669471,1.00416969
-5.36368184,3.69904118,0.00069243,1.36247584,0.41370190,0.38192676,0.01195046,0.84871583,1.92143228,0.97649195
-5.35767884,3.64447357,0.00071275,1.33953538,0.41267090,0.37965470,0.01229500,0.83829089,1.92324479,0.94813367
-5.35167584,3.59327952,0.00074459,1.31422799,0.41365465,0.37963078,0.01272331,0.83275104,1.92169783,0.91921046
-5.34567284,3.54471983,0.00078723,1.28666117,0.41632830,0.38162451,0.01322989,0.83149389,1.91642087,0.88985297
-5.33966983,3.49809147,0.00083989,1.25698368,0.42035685,0.38539430,0.01380938,0.83389127,1.90711448,0.86020360
-5.33366683,3.45274339,0.00090176,1.22538037,0.42540482,0.39069239,0.01445660,0.83930608,1.89355529,0.83041278
-5.32766383,3.40808917,0.00097196,1.19206623,0.43114554,0.39726932,0.01516636,0.84710810,1.87559886,0.80063503
-5.32166083,3.36361710,0.00104956,1.15727993,0.43726985,0.40487815,0.01593340,0.85668859,1.85318092,0.77102517
-5.31565783,3.31889841,0.00113350,1.12127743,0.44349413,0.41327834,0.01675227,0.86747380,1.82631711,0.74173492
-5.30965483,3.27359406,0.00122266,1.08432588,0.44956749,0.42223949,0.01761721,0.87893707,1.79510162,0.71291008
-5.30365183,3.22746044,0.00131581,1.04669808,0.45527797,0.43154480,0.01852206,0.89060953,1.75970483,0.68468845
-5.29764882,3.18035421,0.00141164,1.00866779,0.46045762,0.44099444,0.01946022,0.90208917,1.72037010,0.65719854
-5.29164582,3.13223597,0.00150873,0.97050582,0.46498625,0.45040866,0.02042467,0.91304810,1.67740978,0.63055898
-5.28564282,3.08317266,0.00160559,0.93247691,0.46879367,0.45963061,0.02140794,0.92323780,1.63120024,0.60487862
-5.27963982,3.03333792,0.00170071,0.89483739,0.47186042,0.46852877,0.02240229,0.93249204,1.58217603,0.58025711
-5.27363682,2.98301001,0.00179254,0.85783337,0.47421667,0.47699890,0.02339976,0.94072738,1.53082277,0.55678572
-5.26763382,2.93256659,0.00187955,0.82169921,0.47593940,0.48496525,0.02439236,0.94794100,1.47766893,0.53454829
-5.26163082,2.88247571,0.00196026,0.78665617,0.47714782,0.49238111,0.02537229,0.95420578,1.42327615,0.51362190
-5.25562781,2.83328275,0.00203327,0.75291088,0.47799710,0.49922832,0.02633204,0.95966268,1.36822827,0.49407726
-5.24962481,2.78559304,0.00209734,0.72065368,0.47867057,0.50551591,0.02726466,0.96451047,1.31311910,0.47597858
-5.24362181,2.74005037,0.00215138,0.69005644,0.47937070,0.51127766,0.02816384,0.96899316,1.25853911,0.45938271
-5.23761881,2.69731190,0.00219449,0.66127011,0.48030914,0.51656870,0.02902408,0.97338557,1.20506147,0.44433778
-5.23161581,2.65802023,0.00222602,0.63442183,0.48169627,0.52146121,0.02984068,0.97797748,1.15322785,0.43088121
-5.22561281,2.62277389,0.00224556,0.60961195,0.48373079,0.52603938,0.03060981,0.98305713,1.10353445,0.41903719
-5.21960980,2.59209769,0.00225296,0.58691092,0.48658962,0.53039385,0.03132842,0.98889485,1.05641912,0.40881402
-5.21360680,2.56641449,0.00224835,0.56635656,0.49041901,0.53461587,0.03199409,0.99572748,1.01224992,0.40020135
-5.20760380,2.54602023,0.00223208,0.54795177,0.49532689,0.53879159,0.03260493,1.00374463,0.97131601,0.39316769
-5.20160080,2.53106369,0.00220478,0.53166319,0.50137727,0.54299665,0.03315933,1.01307730,0.93382128,0.38765843
-5.19559780,2.52153277,0.00216727,0.51742086,0.50858684,0.54729147,0.03365575,1.02378972,0.89988117,0.38359465
-5.18959480,2.51724813,0.00212057,0.50511930,0.51692393,0.55171758,0.03409255,1.03587481,0.86952313,0.38087295
-5.18359180,2.51786539,0.00206583,0.49462000,0.52631018,0.55629511,0.03446773,1.04925359,0.84269059,0.37936642
-5.17758879,2.52288585,0.00200434,0.48575549,0.53662464,0.56102170,0.03477883,1.06377870,0.81925056,0.37892682
-5.17158579,2.53167581,0.00193743,0.47833475,0.54771015,0.56587287,0.03502286,1.07924182,0.79900443,0.37938809
-5.16558279,2.54349360,0.00186645,0.47215011,0.55938181,0.57080389,0.03519622,1.09538471,0.78170154,0.38057086
-5.15957979,2.55752303,0.00179275,0.46698497,0.57143687,0.57575301,0.03529484,1.11191308,0.76705482,0.38228807
-5.15357679,2.57291163,0.00171763,0.46262238,0.58366562,0.58064579,0.03531431,1.12851276,0.75475770,0.38435116
-5.14757379,2.58881155,0.00164229,0.45885377,0.59586261,0.58540049,0.03525007,1.14486702,0.74450140,0.38657675
-5.14157079,2.60442081,0.00156782,0.45548747,0.60783750,0.58993383,0.03509775,1.16067409,0.73599165,0.38879325
-5.13556778,2.61902261,0.00149519,0.45235666,0.61942495,0.59416716,0.03485350,1.17566386,0.72896394,0.39084715
-5.12956478,2.63202019,0.00142521,0.44932602,0.63049289,0.59803227,0.03451430,1.18961274,0.72319644,0.39260861
-5.12356178,2.64296549,0.00135853,0.44629699,0.64094874,0.60147676,0.03407838,1.20235572,0.71851993,0.39397601
-5.11755878,2.65157958,0.00129567,0.44321104,0.65074307,0.60446848,0.03354553,1.21379504,0.71482412,0.39487906
-5.11155578,2.65776385,0.00123697,0.44005101,0.65987062,0.60699887,0.03291734,1.22390486,0.71206013,0.39528058
-5.10555278,2.66160132,0.00118263,0.43684012,0.66836852,0.60908490,0.03219749,1.23273173,0.71023893,0.39517648
-5.09954977,2.66334779,0.00113272,0.43363888,0.67631180,0.61076961,0.03139176,1.24039086,0.70942594,0.39459421
-5.09354677,2.66341369,0.00108720,0.43054004,0.68380658,0.61212124,0.03050813,1.24705840,0.70973207,0.39358962
-5.08754377,2.66233751,0.00104589,0.42766171,0.69098126,0.61323084,0.02955665,1.25296043,0.71130183,0.39224252
-5.08154077,2.66075255,0.00100858,0.42513918,0.69797629,0.61420887,0.02854920,1.25835910,0.71429919,0.39065102
-5.07553777,2.65934891,0.00097493,0.42311574,0.70493320,0.61518065,0.02749927,1.26353708,0.71889198,0.38892522
-5.06953477,2.65883291,0.00094461,0.42173316,0.71198350,0.61628114,0.02642151,1.26878103,0.72523580,0.38718039
-5.06353177,2.65988638,0.00091721,0.42112216,0.71923820,0.61764937,0.02533134,1.27436529,0.73345839,0.38553018
-5.05752876,2.66312798,0.00089235,0.42139350,0.72677864,0.61942265,0.02424443,1.28053657,0.74364523,0.38408009
-5.05152576,2.66907860,0.00086962,0.42263019,0.73464896,0.62173104,0.02317620,1.28750066,0.75582735,0.38292167
-5.04552276,2.67813282,0.00084866,0.42488100,0.74285105,0.62469226,0.02214135,1.29541174,0.76997175,0.38212765
-5.03951976,2.69053755,0.00082911,0.42815588,0.75134191,0.62840726,0.02115340,1.30436491,0.78597526,0.38174831
-5.03351676,2.70637901,0.00081068,0.43242325,0.76003380,0.63295674,0.02022427,1.31439225,0.80366183,0.38180913
-5.02751376,2.72557824,0.00079312,0.43760934,0.76879706,0.63839852,0.01936396,1.32546247,0.82278361,0.38230986
-5.02151076,2.74789527,0.00077626,0.44359962,0.77746554,0.64476614,0.01858027,1.33748412,0.84302556,0.38322506
-5.01550775,2.77294129,0.00075996,0.45024214,0.78584413,0.65206842,0.01787869,1.35031200,0.86401334,0.38450583
-5.00950475,2.80019797,0.00074420,0.45735245,0.79371815,0.66029018,0.01726226,1.36375631,0.88532422,0.38608279
-5.00350175,2.82904255,0.00072897,0.46472012,0.80086393,0.66939393,0.01673163,1.37759396,0.90650006,0.38786992
-4.99749875,2.85877738,0.00071438,0.47211612,0.80706006,0.67932245,0.01628515,1.39158141,0.92706217,0.38976919
-4.99149575,2.88866213,0.00070055,0.47930100,0.81209863,0.69000213,0.01591905,1.40546813,0.94652688,0.39167551
-4.98549275,2.91794713,0.00068768,0.48603329,0.81579595,0.70134702,0.01562766,1.41901020,0.96442142,0.39348190
-4.97948974,2.94590607,0.00067601,0.49207784,0.81800210,0.71326316,0.01540371,1.43198313,0.98029926,0.39508456
-4.97348674,2.97186677,0.00066578,0.49721369,0.81860890,0.72565333,0.01523862,1.44419343,0.99375425,0.39638755
-4.96748374,2.99523853,0.00065728,0.50124123,0.81755595,0.73842175,0.01512286,1.45548827,1.00443309,0.39730696
-4.96148074,3.01553506,0.00065075,0.50398834,0.81483434,0.75147862,0.01504631,1.46576291,1.01204569,0.39777438
-4.95547774,3.03239229,0.00064645,0.50531542,0.81048808,0.76474430,0.01499855,1.47496550,1.01637297,0.39773955
-4.94947474,3.04558027,0.00064458,0.50511915,0.80461311,0.77815298,0.01496921,1.48309922,1.01727216,0.39717211
-4.94347174,3.05500922,0.00064529,0.50333489,0.79735404,0.79165543,0.01494830,1.49022152,1.01467928,0.39606254
-4.93746873,3.06072949,0.00064868,0.49993790,0.78889879,0.80522096,0.01492642,1.49644074,1.00860905,0.39442207
-4.93146573,3.06292575,0.00065475,0.49494321,0.77947151,0.81883821,0.01489507,1.50191014,0.99915229,0.39228197
-4.92546273,3.06190599,0.00066343,0.48840443,0.76932403,0.83251481,0.01484679,1.50681976,0.98647112,0.38969197
-4.91945973,3.05808578,0.00067455,0.48041156,0.75872639,0.84627582,0.01477538,1.51138636,0.97079222,0.38671809
-4.91345673,3.05196869,0.00068785,0.47108797,0.74795675,0.86016104,0.01467596,1.51584207,0.95239851,0.38344004
-4.90745373,3.04412377,0.00070297,0.46058660,0.73729123,0.87422121,0.01454514,1.52042208,0.93161969,0.37994817
-4.90145073,3.03516112,0.00071950,0.44908568,0.72699402,0.88851328,0.01438099,1.52535206,0.90882189,0.37634023
-4.89544772,3.02570637,0.00073690,0.43678406,0.71730818,0.90309508,0.01418307,1.53083575,0.88439692,0.37271797
-4.88944472,3.01637541,0.00075461,0.42389624,0.70844754,0.91801954,0.01395244,1.53704346,0.85875148,0.36918380
-4.88344172,3.00775009,0.00077202,0.41064723,0.70058975,0.93332888,0.01369153,1.54410179,0.83229649,0.36583754
-4.87743872,3.00035605,0.00078848,0.39726741,0.69387101,0.94904914,0.01340409,1.55208527,0.80543702,0.36277331
-4.87143572,2.99464332,0.00080336,0.38398748,0.68838232,0.96518528,0.01309506,1.56101020,0.77856294,0.36007682
-4.86543272,2.99097070,0.00081601,0.37103350,0.68416746,0.98171739,0.01277040,1.57083109,0.75204049,0.35782289
-4.85942971,2.98959414,0.00082587,0.35862224,0.68122274,0.99859811,0.01243692,1.58143985,0.72620505,0.35607353
-4.85342671,2.99065993,0.00083240,0.34695681,0.67949825,1.01575160,0.01210209,1.59266792,0.70135508,0.35487632
-4.84742371,2.99420248,0.00083515,0.33622282,0.67890077,1.03307414,0.01177387,1.60429120,0.67774742,0.35426343
-4.84142071,3.00014710,0.00083377,0.32658493,0.67929785,1.05043642,0.01146046,1.61603763,0.65559404,0.35425102
-4.83541771,3.00831734,0.00082802,0.31818414,0.68052314,1.06768747,0.01117010,1.62759718,0.63506012,0.35483930
-4.82941471,3.01844656,0.00081776,0.31113565,0.68238255,1.08465996,0.01091091,1.63863370,0.61626360,0.35601299
-4.82341171,3.03019324,0.00080298,0.30552756,0.68466102,1.10117677,0.01069068,1.64879818,0.59927616,0.35774242
-4.81740870,3.04315925,0.00078378,0.30142039,0.68712972,1.11705829,0.01051672,1.65774283,0.58412536,0.35998494
-4.81140570,3.05691024,0.00076036,0.29884744,0.68955338,1.13213024,0.01039571,1.66513524,0.57079819,0.36268697
-4.80540270,3.07099728,0.00073306,0.29781604,0.69169747,1.14623138,0.01033362,1.67067207,0.55924552,0.36578629
-4.79939970,3.08497879,0.00070227,0.29830960,0.69333514,1.15922083,0.01033557,1.67409160,0.54938758,0.36921468
-4.79339670,3.09844167,0.00066848,0.30029057,0.69425363,1.17098449,0.01040582,1.67518451,0.54112017,0.37290079
-4.78739370,3.11102099,0.00063222,0.30370392,0.69426004,1.18144026,0.01054774,1.67380253,0.53432128,0.37677319
-4.78139070,3.12241712,0.00059406,0.30848130,0.69318632,1.19054171,0.01076374,1.66986450,0.52885815,0.38076331
-4.77538769,3.13240984,0.00055461,0.31454552,0.69089344,1.19828009,0.01105535,1.66335968,0.52459418,0.38480839
-4.76938469,3.14086868,0.00051444,0.32181517,0.68727462,1.20468454,0.01142318,1.65434817,0.52139573,0.38885413
-4.76338169,3.14775925,0.00047414,0.33020923,0.68225762,1.20982052,0.01186693,1.64295853,0.51913838,0.39285707
-4.75737869,3.15314533,0.00043424,0.33965135,0.67580607,1.21378663,0.01238547,1.62938282,0.51771243,0.39678642
-4.75137569,3.15718663,0.00039524,0.35007364,0.66791990,1.21670995,0.01297675,1.61386934,0.51702751,0.40062541
-4.74537269,3.16013249,0.00035758,0.36141966,0.65863484,1.21874031,0.01363788,1.59671349,0.51701596,0.40437198
-4.73936968,3.16231185,0.00032164,0.37364663,0.64802109,1.22004368,0.01436506,1.57824720,0.51763502,0.40803883
-4.73336668,3.16411992,0.00028770,0.38672648,0.63618122,1.22079520,0.01515358,1.55882759,0.51886756,0.41165270
-4.72736368,3.16600231,0.00025602,0.40064596,0.62324736,1.22117214,0.01599774,1.53882515,0.52072148,0.41525310
-4.72136068,3.16843725,0.00022675,0.41540551,0.60937773,1.22134719,0.01689089,1.51861224,0.52322771,0.41889031
-4.71535768,3.17191682,0.00020000,0.43101725,0.59475276,1.22148232,0.01782529,1.49855205,0.52643697,0.42262300
-4.70935468,3.17692788,0.00017579,0.44750203,0.57957065,1.22172368,0.01879218,1.47898878,0.53041545,0.42651536
-4.70335168,3.18393372,0.00015411,0.46488586,0.56404270,1.22219741,0.01978175,1.46023899,0.53523959,0.43063407
-4.69734867,3.19335708,0.00013489,0.48319589,0.54838843,1.22300686,0.02078314,1.44258457,0.54099028,0.43504517
-4.69134567,3.20556531,0.00011803,0.50245628,0.53283060,1.22423091,0.02178461,1.42626743,0.54774674,0.43981112
-4.68534267,3.22085823,0.00010339,0.52268426,0.51759021,1.22592355,0.02277357,1.41148575,0.55558044,0.44498808
-4.67933967,3.23945921,0.00009081,0.54388663,0.50288172,1.22811458,0.02373686,1.39839195,0.56454930,0.45062372
-4.67333667,3.26150958,0.00008011,0.56605702,0.48890844,1.23081121,0.02466090,1.38709209,0.57469262,0.45675561
-4.66733367,3.28706667,0.00007112,0.58917412,0.47585829,1.23400032,0.02553205,1.37764658,0.58602681,0.46341020
-4.66133067,3.31610516,0.00006363,0.61320093,0.46390000,1.23765126,0.02633692,1.37007182,0.59854232,0.47060267
-4.65532766,3.34852169,0.00005748,0.63808534,0.45317978,1.24171877,0.02706273,1.36434274,0.61220188,0.47833732
-4.64932466,3.38414204,0.00005248,0.66376171,0.44381854,1.24614592,0.02769766,1.36039580,0.62694003,0.48660878
-4.64332166,3.42273054,0.00004847,0.69015365,0.43590977,1.25086670,0.02823129,1.35813223,0.64266420,0.49540363
