energy_ev,total_up,Bi_p_up,Bi_d_up,Cd_p_up,Cd_d_up,Se_s_up,Se_p_up
-6.00000000,1.46208628,0.19009601,0.00690371,1.02977427,0.23972642,0.16259600,0.57144611
-5.99399700,1.39490091,0.17974897,0.00657362,0.98093117,0.22803206,0.15696325,0.54717747
-5.98799400,1.33251937,0.17111029,0.00628103,0.93638316,0.21683607,0.15162235,0.52436438
-5.98199100,1.27575493,0.16440548,0.00602773,0.89699438,0.20625182,0.14660798,0.50327305
-5.97598799,1.22530806,0.15986019,0.00581487,0.86356768,0.19637210,0.14193503,0.48411299
-5.96998499,1.18176788,0.15769877,0.00564302,0.83684058,0.18726930,0.13760026,0.46703918
-5.96398199,1.14561720,0.15814224,0.00551234,0.81748227,0.17899641,0.13358462,0.45215624
-5.95797899,1.11723996,0.16140564,0.00542262,0.80609085,0.17158869,0.12985628,0.43952399
-5.95197599,1.09692982,0.16769451,0.00537347,0.80319009,0.16506566,0.12637394,0.42916386
-5.94597299,1.08489868,0.17720041,0.00536434,0.80922489,0.15943347,0.12309047,0.42106555
-5.93996998,1.08128381,0.19009540,0.00539471,0.82455489,0.15468726,0.11995645,0.41519345
-5.93396698,1.08615271,0.20652561,0.00546407,0.84944580,0.15081338,0.11692358,0.41149231
-5.92796398,1.09950497,0.22660375,0.00557203,0.88405844,0.14779133,0.11394772,0.40989172
-5.92196098,1.12127060,0.25040113,0.00571829,0.92843551,0.14559535,0.11099140,0.41030927
-5.91595798,1.15130499,0.27793914,0.00590263,0.98248660,0.14419548,0.10802578,0.41265206
-5.90995498,1.18938068,0.30918080,0.00612485,1.04597235,0.14355808,0.10503190,0.41681673
-5.90395198,1.23517675,0.34402271,0.00638469,1.11848874,0.14364590,0.10200133,0.42268810
-5.89794897,1.28826687,0.38228800,0.00668174,1.19945274,0.14441774,0.09893609,0.43013674
-5.89194597,1.34810726,0.42372080,0.00701529,1.28809097,0.14582767,0.09584808,0.43901579
-5.88594297,1.41402603,0.46798266,0.00738421,1.38343268,0.14782415,0.09275792,0.44915758
-5.87993997,1.48521546,0.51465166,0.00778684,1.48430847,0.15034902,0.08969347,0.46037044
-5.87393697,1.56072854,0.56322426,0.00822087,1.58935622,0.15333663,0.08668810,0.47243637
-5.86793397,1.63948113,0.61312064,0.00868321,1.69703483,0.15671324,0.08377878,0.48510978
-5.86193097,1.72026069,0.66369323,0.00916997,1.80564674,0.16039672,0.08100421,0.49811794
-5.85592796,1.80174210,0.71423877,0.00967641,1.91336892,0.16429682,0.07840308,0.51116324
-5.84992496,1.88251080,0.76401350,0.01019697,2.01829229,0.16831603,0.07601249,0.52392745
-5.84392196,1.96109285,0.81225115,0.01072528,2.11846827,0.17235093,0.07386671,0.53607794
-5.83791896,2.03599102,0.85818317,0.01125433,2.21196127,0.17629422,0.07199621,0.54727584
-5.83191596,2.10572579,0.90106038,0.01177653,2.29690494,0.18003725,0.07042707,0.55718559
-5.82591296,2.16887937,0.94017524,0.01228398,2.37156007,0.18347290,0.06918066,0.56548575
-5.81990995,2.22414093,0.97488378,0.01276861,2.43437145,0.18649887,0.06827372,0.57188036
-5.81390695,2.27035073,1.00462613,0.01322245,2.48402123,0.18902100,0.06771856,0.57611028
-5.80790395,2.30654113,1.02894473,0.01363785,2.51947599,0.19095658,0.06752350,0.57796410
-5.80190095,2.33197215,1.04749933,0.01400777,2.54002531,0.19223746,0.06769341,0.57728774
-5.79589795,2.34615985,1.06007796,0.01432598,2.54530985,0.19281275,0.06823023,0.57399247
-5.78989495,2.34889596,1.06660334,0.01458728,2.53533738,0.19265096,0.06913344,0.56806077
-5.78389195,2.34025753,1.06713443,0.01478770,2.51048587,0.19174151,0.07040045,0.55954968
-5.77788894,2.32060612,1.06186287,0.01492463,2.47149333,0.19009550,0.07202677,0.54859150
-5.77188594,2.29057642,1.05110455,0.01499691,2.41943493,0.18774565,0.07400603,0.53539172
-5.76588294,2.25105469,1.03528667,0.01500490,2.35568815,0.18474541,0.07632976,0.52022425
-5.75987994,2.20314816,1.01493093,0.01495045,2.28188777,0.18116738,0.07898701,0.50342415
-5.75387694,2.14814654,0.99063358,0.01483683,2.19987248,0.17710092,0.08196379,0.48537817
-5.74787394,2.08747765,0.96304339,0.01466863,2.11162571,0.17264925,0.08524240,0.46651342
-5.74187094,2.02265891,0.93283841,0.01445159,2.01921294,0.16792598,0.08880074,0.44728475
-5.73586793,1.95524701,0.90070278,0.01419238,1.92471826,0.16305132,0.09261161,0.42816118
-5.72986493,1.88678764,0.86730438,0.01389842,1.83018256,0.15814817,0.09664212,0.40961197
-5.72386193,1.81876743,0.83327448,0.01357754,1.73754563,0.15333808,0.10085327,0.39209278
-5.71785893,1.75256982,0.79919003,0.01323780,1.64859409,0.14873733,0.10519975,0.37603234
-5.71185593,1.68943632,0.76555928,0.01288718,1.56491667,0.14445334,0.10963005,0.36182003
-5.70585293,1.63043440,0.73281112,0.01253331,1.48786805,0.14058126,0.11408680,0.34979473
-5.69984992,1.57643276,0.70128846,0.01218329,1.41854174,0.13720124,0.11850755,0.34023522
-5.69384692,1.52808444,0.67124550,0.01184342,1.35775251,0.13437602,0.12282574,0.33335226
-5.68784392,1.48581779,0.64284877,0.01151907,1.30602794,0.13214925,0.12697202,0.32928268
-5.68184092,1.44983520,0.61618165,0.01121453,1.26360892,0.13054434,0.13087581,0.32808541
-5.67583792,1.42011896,0.59125171,0.01093292,1.23045820,0.12956404,0.13446698,0.32973958
-5.66983492,1.39644366,0.56800045,0.01067613,1.20627619,0.12919052,0.13767768,0.33414485
-5.66383192,1.37839419,0.54631465,0.01044486,1.19052303,0.12938619,0.14044410,0.34112367
-5.65782891,1.36538848,0.52603870,0.01023863,1.18244576,0.13009503,0.14270828,0.35042577
-5.65182591,1.35670392,0.50698725,0.01005585,1.18110969,0.13124444,0.14441966,0.36173448
-5.64582291,1.35150650,0.48895770,0.00989398,1.18543278,0.13274762,0.14553645,0.37467501
-5.63981991,1.34888169,0.47174178,0.00974966,1.19422213,0.13450630,0.14602676,0.38882433
-5.63381691,1.34786619,0.45513602,0.00961885,1.20621154,0.13641385,0.14586938,0.40372260
-5.62781391,1.34747958,0.43895076,0.00949708,1.22009939,0.13835863,0.14505422,0.41888568
-5.62181091,1.34675519,0.42301740,0.00937958,1.23458581,0.14022744,0.14358240,0.43381865
-5.61580790,1.34476947,0.40719397,0.00926154,1.24840843,0.14190906,0.14146610,0.44802968
-5.60980490,1.34066901,0.39136891,0.00913827,1.26037599,0.14329780,0.13872793,0.46104412
-5.60380190,1.33369493,0.37546320,0.00900542,1.26939889,0.14429676,0.13540021,0.47241810
-5.59779890,1.32320381,0.35943100,0.00885913,1.27451617,0.14482095,0.13152392,0.48175140
-5.59179590,1.30868493,0.34325896,0.00869617,1.27491817,0.14479997,0.12714750,0.48869899
-5.58579290,1.28977326,0.32696451,0.00851409,1.26996437,0.14418027,0.12232558,0.49298090
-5.57978989,1.26625812,0.31059323,0.00831129,1.25919593,0.14292690,0.11711752,0.49439001
-5.57378689,1.23808718,0.29421564,0.00808709,1.24234263,0.14102460,0.11158610,0.49279746
-5.56778389,1.20536582,0.27792347,0.00784177,1.21932410,0.13847833,0.10579606,0.48815561
-5.56178089,1.16835190,0.26182580,0.00757653,1.19024534,0.13531309,0.09981283,0.48049816
-5.55577789,1.12744620,0.24604498,0.00729348,1.15538675,0.13157319,0.09370126,0.46993785
-5.54977489,1.08317881,0.23071254,0.00699555,1.11518911,0.12732078,0.08752449,0.45666148
-5.54377189,1.03619204,0.21596525,0.00668641,1.07023425,0.12263395,0.08134291,0.44092286
-5.53776888,0.98722028,0.20194118,0.00637029,1.02122191,0.11760429,0.07521332,0.42303369
-5.53176588,0.93706776,0.18877606,0.00605194,0.96894404,0.11233407,0.06918815,0.40335310
-5.52576288,0.88658464,0.17659967,0.00573635,0.91425728,0.10693318,0.06331484,0.38227607
-5.51975988,0.83664243,0.16553252,0.00542869,0.85805480,0.10151587,0.05763544,0.36022133
-5.51375688,0.78810947,0.15568269,0.00513408,0.80123854,0.09619743,0.05218620,0.33761930
-5.50775388,0.74182713,0.14714286,0.00485745,0.74469266,0.09109096,0.04699742,0.31490028
-5.50175088,0.69858751,0.13998760,0.00460338,0.68925933,0.08630432,0.04209339,0.29248358
-5.49574787,0.65911316,0.13427094,0.00437594,0.63571725,0.08193720,0.03749244,0.27076768
-5.48974487,0.62403934,0.13002418,0.00417860,0.58476381,0.07807870,0.03320712,0.25012181
-5.48374187,0.59389914,0.12725417,0.00401407,0.53700090,0.07480512,0.02924447,0.23087898
-5.47773887,0.56911181,0.12594189,0.00388428,0.49292483,0.07217824,0.02560642,0.21333059
-5.47173587,0.54997428,0.12604165,0.00379028,0.45292018,0.07024402,0.02229019,0.19772255
-5.46573287,0.53665604,0.12748078,0.00373219,0.41725745,0.06903176,0.01928885,0.18425291
-5.45972986,0.52919726,0.13015999,0.00370927,0.38609430,0.06855366,0.01659185,0.17307062
-5.45372686,0.52750995,0.13395440,0.00371986,0.35947984,0.06880481,0.01418561,0.16427550
-5.44772386,0.53138212,0.13871536,0.00376149,0.33736154,0.06976363,0.01205414,0.15791908
-5.44172086,0.54048452,0.14427290,0.00383088,0.31959436,0.07139254,0.01017959,0.15400608
-5.43571786,0.55437980,0.15043905,0.00392413,0.30595134,0.07363915,0.00854283,0.15249645
-5.42971486,0.57253382,0.15701174,0.00403673,0.29613542,0.07643754,0.00712400,0.15330779
-5.42371186,0.59432873,0.16377937,0.00416375,0.28979176,0.07970995,0.00590297,0.15631803
-5.41770885,0.61907757,0.17052586,0.00429997,0.28652038,0.08336864,0.00485980,0.16136833
-5.41170585,0.64604001,0.17703604,0.00444000,0.28588867,0.08731786,0.00397505,0.16826619
-5.40570285,0.67443907,0.18310118,0.00457844,0.28744338,0.09145606,0.00323014,0.17678876
-5.39969985,0.70347823,0.18852459,0.00471006,0.29072209,0.09567814,0.00260757,0.18668654
-5.39369685,0.73235887,0.19312687,0.00482987,0.29526385,0.09987777,0.00209105,0.19768725
-5.38769385,0.76029745,0.19675080,0.00493334,0.30061882,0.10394970,0.00166568,0.20950025
-5.38169085,0.78654224,0.19926556,0.00501644,0.30635697,0.10779203,0.00131795,0.22182138
-5.37568784,0.81038914,0.20057009,0.00507576,0.31207573,0.11130844,0.00103580,0.23433819
-5.36968484,0.83119627,0.20059557,0.00510862,0.31740645,0.11441022,0.00080855,0.24673578
-5.36368184,0.84839702,0.19930675,0.00511305,0.32201986,0.11701815,0.00062688,0.25870287
-5.35767884,0.86151114,0.19670218,0.00508792,0.32563030,0.11906415,0.00048274,0.26993826
-5.35167584,0.87015366,0.19281330,0.00503282,0.32799891,0.12049262,0.00036925,0.28015739
-5.34567284,0.87404148,0.18770250,0.00494814,0.32893563,0.12126150,0.00028056,0.28909877
-5.33966983,0.87299722,0.18146007,0.00483498,0.32830013,0.12134301,0.00021182,0.29653018
-5.33366683,0.86695054,0.17420044,0.00469506,0.32600165,0.12072392,0.00015898,0.30225424
-5.32766383,0.85593661,0.16605772,0.00453071,0.32199784,0.11940561,0.00011873,0.30611331
-5.32166083,0.84009204,0.15718075,0.00434468,0.31629253,0.11740357,0.00008841,0.30799323
-5.31565783,0.81964829,0.14772798,0.00414013,0.30893268,0.11474673,0.00006589,0.30782592
-5.30965483,0.79492275,0.13786227,0.00392046,0.30000449,0.11147627,0.00004949,0.30559064
-5.30365183,0.76630801,0.12774603,0.00368919,0.28962879,0.10764431,0.00003793,0.30131378
-5.29764882,0.73425940,0.11753659,0.00344994,0.27795599,0.10331220,0.00003028,0.29506715
-5.29164582,0.69928152,0.10738226,0.00320624,0.26516050,0.09854874,0.00002586,0.28696490
-5.28564282,0.66191399,0.09741903,0.00296150,0.25143504,0.09342821,0.00002428,0.27715914
-5.27963982,0.62271710,0.08776805,0.00271891,0.23698486,0.08802833,0.00002534,0.26583445
-5.27363682,0.58225760,0.07853389,0.00248141,0.22202210,0.08242829,0.00002907,0.25320150
-5.26763382,0.54109533,0.06980369,0.00225165,0.20676051,0.07670676,0.00003569,0.23949005
-5.26163082,0.49977093,0.06164698,0.00203193,0.19141052,0.07094018,0.00004565,0.22494170
-5.25562781,0.45879506,0.05411632,0.00182423,0.17617509,0.06520105,0.00005959,0.20980262
-5.24962481,0.41863932,0.04724846,0.00163021,0.16124606,0.05955663,0.00007840,0.19431649
-5.24362181,0.37972923,0.04106609,0.00145123,0.14680149,0.05406779,0.00010321,0.17871815
