energy_ev,total_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.63381691,4.03181487,0.73200819,0.51403826,1.11896074,1.29663474,0.00090707,0.97634126,0.01096175,1.02098793
-5.62781391,4.02559210,0.74151531,0.51266590,1.12928348,1.28779167,0.00088304,0.97304997,0.01099450,1.02234877
-5.62181091,4.00421341,0.74891525,0.50907483,1.13578425,1.27373633,0.00085921,0.96599154,0.01096343,1.02074161
-5.61580790,3.96816705,0.75414457,0.50330888,1.13838707,1.25476567,0.00083530,0.95534327,0.01086801,1.01620838
-5.60980490,3.91817934,0.75717346,0.49545951,1.13707558,1.23125145,0.00081109,0.94132910,0.01070923,1.00884611
-5.60380190,3.85518451,0.75800433,0.48566178,1.13189080,1.20362722,0.00078650,0.92421175,0.01048950,0.99879994
-5.59779890,3.78029171,0.75667031,0.47408907,1.12292827,1.17237454,0.00076151,0.90428481,0.01021259,0.98625558
-5.59179590,3.69475077,0.75323358,0.46094701,1.11033462,1.13800926,0.00073618,0.88186498,0.00988351,0.97143168
-5.58579290,3.59991782,0.74778378,0.44646661,1.09430379,1.10106800,0.00071063,0.85728477,0.00950832,0.95457226
-5.57978989,3.49722201,0.74043632,0.43089712,1.07507295,1.06209555,0.00068501,0.83088591,0.00909394,0.93593958
-5.57378689,3.38813396,0.73133068,0.41449863,1.05291813,1.02163329,0.00065951,0.80301338,0.00864796,0.91580761
-5.56778389,3.27413673,0.72062857,0.39753488,1.02814959,0.98020906,0.00063436,0.77401039,0.00817840,0.89445599
-5.56178089,3.15669940,0.70851182,0.38026634,1.00110677,0.93832835,0.00060975,0.74421391,0.00769346,0.87216487
-5.55577789,3.03725352,0.69517995,0.36294383,0.97215297,0.89646701,0.00058591,0.71395104,0.00720138,0.84921023
-5.54977489,2.91717235,0.68084723,0.34580287,0.94166948,0.85506544,0.00056304,0.68353581,0.00671016,0.82585983
-5.54377189,2.79775260,0.66573920,0.32905875,0.91004924,0.81452398,0.00054132,0.65326637,0.00622744,0.80236970
-5.53776888,2.68019857,0.65008857,0.31290259,0.87769005,0.77519957,0.00052091,0.62342250,0.00576033,0.77898093
-5.53176588,2.56560837,0.63413058,0.29749824,0.84498730,0.73740339,0.00050195,0.59426320,0.00531532,0.75591680
-5.52576288,2.45496201,0.61809773,0.28298022,0.81232635,0.70139934,0.00048453,0.56602442,0.00489816,0.73338013
-5.51975988,2.34911127,0.60221421,0.26945249,0.78007482,0.66740328,0.00046871,0.53891678,0.00451385,0.71155081
-5.51375688,2.24877139,0.58669002,0.25698816,0.74857482,0.63558287,0.00045452,0.51312334,0.00416660,0.69058357
-5.50775388,2.15451461,0.57171521,0.24563003,0.71813563,0.60605795,0.00044194,0.48879753,0.00385982,0.67060594
-5.50175088,2.06676569,0.55745435,0.23539179,0.68902691,0.57890149,0.00043093,0.46606128,0.00359619,0.65171657
-5.49574787,1.98579988,0.54404163,0.22625998,0.66147287,0.55414100,0.00042140,0.44500347,0.00337767,0.63398398
-5.48974487,1.91174343,0.53157678,0.21819639,0.63564770,0.53176047,0.00041321,0.42567897,0.00320561,0.61744580
-5.48374187,1.84457695,0.52012224,0.21114103,0.61167244,0.51170298,0.00040622,0.40810817,0.00308074,0.60210877
-5.47773887,1.78414191,0.50970151,0.20501535,0.58961363,0.49387377,0.00040025,0.39227745,0.00300331,0.58794939
-5.47173587,1.73015035,0.50029917,0.19972579,0.56948367,0.47814406,0.00039507,0.37814035,0.00297310,0.57491546
-5.46573287,1.68219766,0.49186230,0.19516744,0.55124311,0.46435535,0.00039047,0.36561977,0.00298950,0.56292844
-5.45972986,1.63977836,0.48430356,0.19122772,0.53480472,0.45232443,0.00038622,0.35461093,0.00305156,0.55188667
-5.45372686,1.60230447,0.47750558,0.18779013,0.52003918,0.44184871,0.00038207,0.34498528,0.00315796,0.54166932
-5.44772386,1.56912576,0.47132670,0.18473768,0.50678216,0.43271203,0.00037778,0.33659501,0.00330710,0.53214095
-5.44172086,1.53955146,0.46560750,0.18195627,0.49484245,0.42469064,0.00037313,0.32927820,0.00349704,0.52315657
-5.43571786,1.51287240,0.46017810,0.17933759,0.48401077,0.41755914,0.00036791,0.32286415,0.00372548,0.51456692
-5.42971486,1.48838285,0.45486567,0.17678179,0.47406885,0.41109635,0.00036194,0.31717901,0.00398979,0.50622370
-5.42371186,1.46540112,0.44950182,0.17419955,0.46479828,0.40509065,0.00035507,0.31205106,0.00428689,0.49798471
-5.41770885,1.44328823,0.44392953,0.17151379,0.45598894,0.39934489,0.00034718,0.30731580,0.00461329,0.48971840
-5.41170585,1.42146386,0.43800931,0.16866077,0.44744632,0.39368046,0.00033819,0.30282033,0.00496501,0.48130786
-5.40570285,1.39941908,0.43162425,0.16559073,0.43899779,0.38794055,0.00032807,0.29842711,0.00533755,0.47265398
-5.39969985,1.37672555,0.42468389,0.16226799,0.43049740,0.38199242,0.00031682,0.29401676,0.00572594,0.46367769
-5.39369685,1.35304095,0.41712661,0.15867059,0.42182906,0.37572873,0.00030448,0.28949003,0.00612467,0.45432125
-5.38769385,1.32811082,0.40892067,0.15478946,0.41290825,0.36906790,0.00029114,0.28476872,0.00652779,0.44454856
-5.38169085,1.30176695,0.40006381,0.15062732,0.40368214,0.36195362,0.00027691,0.27979584,0.00692892,0.43434456
-5.37568784,1.27392278,0.39058167,0.14619722,0.39412835,0.35435352,0.00026192,0.27453482,0.00732139,0.42371392
-5.36968484,1.24456643,0.38052502,0.14152092,0.38425250,0.34625732,0.00024635,0.26896812,0.00769830,0.41267895
-5.36368184,1.21375179,0.36996616,0.13662721,0.37408474,0.33767447,0.00023037,0.26309522,0.00805270,0.40127713
-5.35767884,1.18158852,0.35899470,0.13155014,0.36367569,0.32863148,0.00021416,0.25693033,0.00837773,0.38955827
-5.35167584,1.14823147,0.34771289,0.12632740,0.35309183,0.31916925,0.00019792,0.25049969,0.00866682,0.37758159
-5.34567284,1.11387014,0.33623090,0.12099876,0.34241080,0.30934033,0.00018182,0.24383898,0.00891385,0.36541281
-5.33966983,1.07871866,0.32466212,0.11560478,0.33171668,0.29920638,0.00016604,0.23699063,0.00911333,0.35312133
-5.33366683,1.04300672,0.31311877,0.11018565,0.32109557,0.28883597,0.00015074,0.23000135,0.00926061,0.34077781
-5.32766383,1.00697156,0.30170791,0.10478039,0.31063158,0.27830254,0.00013607,0.22291988,0.00935200,0.32845198
-5.32166083,0.97085142,0.29052807,0.09942621,0.30040336,0.26768291,0.00012214,0.21579505,0.00938491,0.31621085
-5.31565783,0.93488021,0.27966645,0.09415815,0.29048121,0.25705593,0.00010905,0.20867412,0.00935795,0.30411739
-5.30965483,0.89928356,0.26919681,0.08900896,0.28092486,0.24650158,0.00009689,0.20160151,0.00927097,0.29222951
-5.30365183,0.86427605,0.25917805,0.08400915,0.27178197,0.23610031,0.00008572,0.19461777,0.00912510,0.28059944
-5.29764882,0.83005950,0.24965343,0.07918715,0.26308716,0.22593247,0.00007556,0.18775897,0.00892270,0.26927349
-5.29164582,0.79682210,0.24065046,0.07456970,0.25486182,0.21607803,0.00006645,0.18105626,0.00866729,0.25829203
-5.28564282,0.76473839,0.23218132,0.07018221,0.24711439,0.20661623,0.00005837,0.17453582,0.00836345,0.24768980
-5.27963982,0.73396966,0.22424385,0.06604921,0.23984124,0.19762527,0.00005133,0.16821895,0.00801662,0.23749641
-5.27363682,0.70466498,0.21682302,0.06219482,0.23302801,0.18918198,0.00004530,0.16212241,0.00763301,0.22773716
-5.26763382,0.67696248,0.20989272,0.05864320,0.22665143,0.18136138,0.00004025,0.15625905,0.00721930,0.21843391
-5.26163082,0.65099099,0.20341798,0.05541899,0.22068147,0.17423608,0.00003615,0.15063850,0.00678251,0.20960626
-5.25562781,0.62687188,0.19735740,0.05254767,0.21508377,0.16787564,0.00003296,0.14526809,0.00632978,0.20127285
-5.24962481,0.60472106,0.19166573,0.05005591,0.20982236,0.16234572,0.00003063,0.14015395,0.00586813,0.19345282
-5.24362181,0.58465104,0.18629665,0.04797183,0.20486244,0.15770712,0.00002912,0.13530213,0.00540429,0.18616731
-5.23761881,0.56677297,0.18120545,0.04632517,0.20017320,0.15401471,0.00002840,0.13071983,0.00494456,0.17944110
-5.23161581,0.55119856,0.17635162,0.04514744,0.19573058,0.15131629,0.00002842,0.12641667,0.00449465,0.17330421
-5.22561281,0.53804169,0.17170134,0.04447188,0.19151979,0.14965126,0.00002913,0.12240587,0.00405957,0.16779332
-5.21960980,0.52741953,0.16722959,0.04433340,0.18753748,0.14904942,0.00003050,0.11870528,0.00364357,0.16295316
-5.21360680,0.51945319,0.16292187,0.04476837,0.18379350,0.14952957,0.00003247,0.11533833,0.00325009,0.15883744
-5.20760380,0.51426746,0.15877550,0.04581423,0.18031206,0.15109831,0.00003500,0.11233458,0.00288176,0.15550951
-5.20160080,0.51198975,0.15480030,0.04750904,0.17713225,0.15374879,0.00003804,0.10973009,0.00254040,0.15304245
-5.19559780,0.51274803,0.15101876,0.04989077,0.17430783,0.15745972,0.00004154,0.10756729,0.00222710,0.15151867
-5.18959480,0.51666778,0.14746551,0.05299652,0.17190626,0.16219443,0.00004544,0.10589450,0.00194224,0.15102875
-5.18359180,0.52386786,0.14418621,0.05686152,0.17000700,0.16790037,0.00004967,0.10476500,0.00168559,0.15166975
-5.17758879,0.53445558,0.14123589,0.06151798,0.16869910,0.17450878,0.00005415,0.10423569,0.00145641,0.15354278
-5.17158579,0.54852098,0.13867674,0.06699384,0.16807812,0.18193488,0.00005883,0.10436536,0.00125352,0.15674995
-5.16558279,0.56613059,0.13657549,0.07331133,0.16824259,0.19007838,0.00006361,0.10521259,0.00107540,0.16139081
-5.15957979,0.58732094,0.13500052,0.08048555,0.16929009,0.19882454,0.00006840,0.10683343,0.00092029,0.16755830
-5.15357679,0.61209224,0.13401873,0.08852293,0.17131309,0.20804570,0.00007313,0.10927887,0.00078627,0.17533447
-5.14757379,0.64040229,0.13369250,0.09741980,0.17439486,0.21760331,0.00007770,0.11259235,0.00067132,0.18478608
-5.14157079,0.67216130,0.13407660,0.10716094,0.17860549,0.22735034,0.00008201,0.11680719,0.00057343,0.19596020
-5.13556778,0.70722768,0.13521553,0.11771837,0.18399830,0.23713418,0.00008599,0.12194434,0.00049058,0.20888018
-5.12956478,0.74540507,0.13714106,0.12905031,0.19060670,0.24679977,0.00008955,0.12801033,0.00042088,0.22354201
-5.12356178,0.78644102,0.13987036,0.14110036,0.19844180,0.25619296,0.00009262,0.13499565,0.00036251,0.23991134
-5.11755878,0.83002722,0.14340461,0.15379716,0.20749065,0.26516399,0.00009512,0.14287357,0.00031382,0.25792127
-5.11155578,0.87580145,0.14772820,0.16705423,0.21771533,0.27357082,0.00009702,0.15159954,0.00027329,0.27747115
-5.10555278,0.92335124,0.15280856,0.18077037,0.22905288,0.28128240,0.00009826,0.16111105,0.00023959,0.29842621
-5.09954977,0.97221913,0.15859654,0.19483047,0.24141597,0.28818153,0.00009882,0.17132817,0.00021151,0.32061843
-5.09354677,1.02190932,0.16502733,0.20910671,0.25469429,0.29416740,0.00009870,0.18215453,0.00018804,0.34384830
-5.08754377,1.07189559,0.17202192,0.22346028,0.26875668,0.29915750,0.00009791,0.19347889,0.00016830,0.36788765
-5.08154077,1.12163017,0.17948887,0.23774346,0.28345365,0.30308913,0.00009647,0.20517706,0.00015156,0.39248344
-5.07553777,1.17055336,0.18732644,0.25180211,0.29862037,0.30592017,0.00009443,0.21711426,0.00013721,0.41736224
-5.06953477,1.21810349,0.19542499,0.26547849,0.31407996,0.30762937,0.00009184,0.22914770,0.00012477,0.44223550
-5.06353177,1.26372718,0.20366939,0.27861429,0.32964682,0.30821599,0.00008878,0.24112936,0.00011384,0.46680524
-5.05752876,1.30688946,0.21194162,0.29105392,0.34513016,0.30769908,0.00008535,0.25290887,0.00010414,0.49077014
-5.05152576,1.34708366,0.22012325,0.30264782,0.36033729,0.30611622,0.00008165,0.26433646,0.00009544,0.51383178
-5.04552276,1.38384089,0.22809789,0.31325582,0.37507697,0.30352203,0.00007778,0.27526575,0.00008758,0.53570091
-5.03951976,1.41673898,0.23575356,0.32275044,0.38916253,0.29998650,0.00007388,0.28555656,0.00008047,0.55610356
-5.03351676,1.44541078,0.24298487,0.33102000,0.40241485,0.29559316,0.00007008,0.29507749,0.00007406,0.57478697
-5.02751376,1.46955174,0.24969512,0.33797145,0.41466520,0.29043731,0.00006651,0.30370836,0.00006831,0.59152507
-5.02151076,1.48892676,0.25579820,0.34353298,0.42575790,0.28462426,0.00006332,0.31134248,0.00006325,0.60612352
-5.01550775,1.50337617,0.26122036,0.34765614,0.43555293,0.27826777,0.00006065,0.31788866,0.00005890,0.61842417
-5.00950475,1.51282083,0.26590180,0.35031752,0.44392840,0.27148855,0.00005867,0.32327303,0.00005532,0.62830893
-5.00350175,1.51726614,0.26979813,0.35151995,0.45078290,0.26441304,0.00005753,0.32744060,0.00005257,0.63570286
-4.99749875,1.51680490,0.27288154,0.35129316,0.45603777,0.25717221,0.00005738,0.33035660,0.00005073,0.64057650
-4.99149575,1.51161881,0.27514182,0.34969375,0.45963911,0.24990043,0.00005838,0.33200748,0.00004987,0.64294731
-4.98549275,1.50197829,0.27658698,0.34680466,0.46155962,0.24273448,0.00006070,0.33240156,0.00005010,0.64288023
-4.97948974,1.48824053,0.27724366,0.34273389,0.46180001,0.23581229,0.00006447,0.33156940,0.00005148,0.64048705
-4.97348674,1.47084532,0.27715690,0.33761266,0.46038996,0.22927170,0.00006987,0.32956355,0.00005412,0.63592486
-4.96748374,1.45030866,0.27638962,0.33159284,0.45738847,0.22324886,0.00007702,0.32645797,0.00005809,0.62939316
-4.96148074,1.42721372,0.27502138,0.32484377,0.45288341,0.21787642,0.00008606,0.32234680,0.00006348,0.62112981
-4.95547774,1.40219923,0.27314656,0.31754854,0.44699032,0.21328132,0.00009712,0.31734249,0.00007036,0.61140574
-4.94947474,1.37594519,0.27087200,0.30989967,0.43985016,0.20958230,0.00011029,0.31157343,0.00007878,0.60051843
-4.94347174,1.34915617,0.26831383,0.30209431,0.43162613,0.20688701,0.00012565,0.30518087,0.00008879,0.58878426
-4.93746873,1.32254237,0.26559392,0.29432917,0.42249956,0.20528900,0.00014325,0.29831526,0.00010040,0.57652983
-4.93146573,1.29679902,0.26283566,0.28679513,0.41266485,0.20486446,0.00016309,0.29113214,0.00011362,0.56408254
-4.92546273,1.27258468,0.26015953,0.27967182,0.40232369,0.20566901,0.00018515,0.28378762,0.00012841,0.55176063
-4.91945973,1.25049932,0.25767838,0.27312226,0.39167872,0.20773475,0.00020936,0.27643357,0.00014470,0.53986300
-4.91345673,1.23106302,0.25549281,0.26728777,0.38092693,0.21106756,0.00023558,0.26921278,0.00016241,0.52865930
-4.90745373,1.21469639,0.25368670,0.26228343,0.37025296,0.21564516,0.00026366,0.26225426,0.00018140,0.51838053
-4.90145073,1.20170351,0.25232335,0.25819409,0.35982282,0.22141589,0.00029336,0.25566891,0.00020149,0.50921070
-4.89544772,1.19225877,0.25144223,0.25507131,0.34977812,0.22829853,0.00032440,0.24954567,0.00022249,0.50128000
-4.88944472,1.18639804,0.25105668,0.25293137,0.34023135,0.23618332,0.00035647,0.24394850,0.00024415,0.49465966
-4.88344172,1.18401530,0.25115280,0.25175431,0.33126225,0.24493429,0.00038920,0.23891429,0.00026620,0.48935903
-4.87743872,1.18486503,0.25168941,0.25148439,0.32291566,0.25439287,0.00042220,0.23445183,0.00028834,0.48532501
-4.87143572,1.18857060,0.25259949,0.25203172,0.31520086,0.26438298,0.00045505,0.23054190,0.00031026,0.48244394
-4.86543272,1.19463872,0.25379275,0.25327530,0.30809260,0.27471718,0.00048732,0.22713859,0.00033163,0.48054599
-4.85942971,1.20247938,0.25515951,0.25506719,0.30153357,0.28520407,0.00051860,0.22417173,0.00035213,0.47941194
-4.85342671,1.21143072,0.25657560,0.25723786,0.29543844,0.29565638,0.00054851,0.22155038,0.00037144,0.47878204
-4.84742371,1.22078777,0.25790812,0.25960239,0.28969909,0.30589953,0.00057668,0.21916721,0.00038927,0.47836670
-4.84142071,1.22983372,0.25902174,0.26196734,0.28419085,0.31578040,0.00060282,0.21690359,0.00040535,0.47785844
-4.83541771,1.23787235,0.25978530,0.26413807,0.27877934,0.32517556,0.00062672,0.21463510,0.00041946,0.47694464
-4.82941471,1.24426001,0.26007829,0.26592603,0.27332768,0.33399885,0.00064824,0.21223723,0.00043145,0.47532044
-4.82341171,1.24843554,0.25979691,0.26715592,0.26770356,0.34220756,0.00066735,0.20959105,0.00044120,0.47270130
-4.81740870,1.24994656,0.25885943,0.26767219,0.26178593,0.34980701,0.00068411,0.20658841,0.00044868,0.46883455
-4.81140570,1.24847079,0.25721042,0.26734478,0.25547086,0.35685302,0.00069871,0.20313665,0.00045391,0.46350937
-4.80540270,1.24383119,0.25482378,0.26607373,0.24867642,0.36345195,0.00071143,0.19916242,0.00045700,0.45656495
-4.79939970,1.23600403,0.25170433,0.26379244,0.24134631,0.36975833,0.00072266,0.19461453,0.00045811,0.44789621
-4.79339670,1.22511949,0.24788776,0.26046955,0.23345201,0.37596971,0.00073287,0.18946571,0.00045749,0.43745715
-4.78739370,1.21145454,0.24343920,0.25610929,0.22499360,0.38231905,0.00074261,0.18371327,0.00045541,0.42526148
-4.78139070,1.19541856,0.23845016,0.25075033,0.21599906,0.38906473,0.00075248,0.17737857,0.00045220,0.41138077
-4.77538769,1.17753218,0.23303424,0.24446318,0.20652232,0.39647846,0.00076309,0.17050545,0.00044823,0.39594028
-4.76938469,1.15840054,0.22732175,0.23734640,0.19664009,0.40483173,0.00077507,0.16315774,0.00044387,0.37911257
-4.76338169,1.13868222,0.22145349,0.22952166,0.18644778,0.41438113,0.00078901,0.15541601,0.00043951,0.36110957
-4.75737869,1.11905542,0.21557403,0.22112808,0.17605476,0.42535346,0.00080544,0.14737366,0.00043551,0.34217326
-4.75137569,1.10018309,0.20982488,0.21231599,0.16557917,0.43793110,0.00082480,0.13913275,0.00043221,0.32256576
-4.74537269,1.08267874,0.20433780,0.20324057,0.15514261,0.45223847,0.00084742,0.13079964,0.00042990,0.30255896
-4.73936968,1.06707477,0.19922872,0.19405549,0.14486500,0.46833039,0.00087347,0.12248065,0.00042880,0.28242456
-4.73336668,1.05379465,0.19459242,0.18490703,0.13485982,0.48618278,0.00090300,0.11427811,0.00042910,0.26242467
-4.72736368,1.04313066,0.19049825,0.17592878,0.12522992,0.50568651,0.00093586,0.10628671,0.00043087,0.24280347
-4.72136068,1.03522791,0.18698728,0.16723723,0.11606407,0.52664466,0.00097174,0.09859055,0.00043412,0.22378021
-4.71535768,1.03007569,0.18407062,0.15892841,0.10743441,0.54877359,0.00101015,0.09126074,0.00043879,0.20554379
-4.70935468,1.02750633,0.18172935,0.15107556,0.09939479,0.57170790,0.00105045,0.08435383,0.00044472,0.18824894
-4.70335168,1.02720168,0.17991576,0.14372806,0.09198000,0.59500920,0.00109184,0.07791092,0.00045168,0.17201415
-4.69734867,1.02870666,0.17855599,0.13691144,0.08520593,0.61817844,0.00113340,0.07195748,0.00045939,0.15692117
-4.69134567,1.03144931,0.17755372,0.13062847,0.07907049,0.64067140,0.00117414,0.06650391,0.00046751,0.14301604
-4.68534267,1.03476618,0.17679492,0.12486120,0.07355522,0.66191659,0.00121297,0.06154657,0.00047565,0.13031140
-4.67933967,1.03793168,0.17615324,0.11957378,0.06862743,0.68133496,0.00124880,0.05706940,0.00048340,0.11878990
-4.67333667,1.04019012,0.17549580,0.11471583,0.06424283,0.69836046,0.00128056,0.05304577,0.00049036,0.10840836
-4.66733367,1.04078854,0.17468920,0.11022627,0.06034823,0.71246056,0.00130724,0.04944074,0.00049611,0.09910248
-4.66133067,1.03900914,0.17360527,0.10603727,0.05688453,0.72315586,0.00132789,0.04621326,0.00050028,0.09079187
-4.65532766,1.03419935,0.17212647,0.10207813,0.05378954,0.73003778,0.00134172,0.04331847,0.00050252,0.08338498
-4.64932466,1.02579859,0.17015060,0.09827905,0.05100066,0.73278364,0.00134810,0.04070990,0.00050255,0.07678397
-4.64332166,1.01336023,0.16759471,0.09457444,0.04845727,0.73116844,0.00134655,0.03834145,0.00050013,0.07088904
