energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.27572635,0.01270461,0.02993759,0.00643491,0.62386592,0.21909451,0.07629953,0.74206817,0.08545809
-5.99399700,1.32429639,0.01347605,0.03019868,0.00646353,0.64726053,0.22908569,0.07659329,0.78358959,0.08962155
-5.98799400,1.37313434,0.01420896,0.03045837,0.00654172,0.67088761,0.23935554,0.07690604,0.82466615,0.09378201
-5.98199100,1.42177663,0.01489348,0.03070997,0.00666839,0.69453592,0.24982150,0.07722403,0.86494209,0.09790164
-5.97598799,1.46976319,0.01552047,0.03094630,0.00684119,0.71799386,0.26039653,0.07753228,0.90408522,0.10194397
-5.96998499,1.51664935,0.01608175,0.03116002,0.00705659,0.74105493,0.27099099,0.07781540,0.94179409,0.10587472
-5.96398199,1.56201607,0.01657035,0.03134395,0.00730987,0.76352248,0.28151439,0.07805845,0.97780334,0.10966234
-5.95797899,1.60547782,0.01698073,0.03149140,0.00759524,0.78521337,0.29187693,0.07824762,1.01188697,0.11327844
-5.95197599,1.64668784,0.01730891,0.03159634,0.00790600,0.80596037,0.30199078,0.07837085,1.04385932,0.11669797
-5.94597299,1.68534044,0.01755264,0.03165366,0.00823469,0.82561322,0.31177108,0.07841820,1.07357382,0.11989921
-5.93996998,1.72117056,0.01771142,0.03165919,0.00857331,0.84403833,0.32113654,0.07838212,1.10091960,0.12286358
-5.93396698,1.75395082,0.01778653,0.03160983,0.00891357,0.86111742,0.33000977,0.07825746,1.12581638,0.12557529
-5.92796398,1.78348658,0.01778101,0.03150350,0.00924709,0.87674513,0.33831735,0.07804135,1.14820794,0.12802083
-5.92196098,1.80960967,0.01769954,0.03133909,0.00956570,0.89082618,0.34598974,0.07773293,1.16805484,0.13018847
-5.91595798,1.83217164,0.01754832,0.03111636,0.00986170,0.90327226,0.35296104,0.07733301,1.18532702,0.13206768
-5.90995498,1.85103719,0.01733496,0.03083587,0.01012805,0.91399914,0.35916883,0.07684363,1.19999670,0.13364867
-5.90395198,1.86607876,0.01706823,0.03049881,0.01035865,0.92292440,0.36455409,0.07626767,1.21203248,0.13492197
-5.89794897,1.87717281,0.01675787,0.03010692,0.01054851,0.92996607,0.36906137,0.07560841,1.22139491,0.13587819
-5.89194597,1.88419841,0.01641443,0.02966243,0.01069395,0.93504242,0.37263915,0.07486930,1.22803404,0.13650798
-5.88594297,1.88703837,0.01604897,0.02916794,0.01079269,0.93807311,0.37524064,0.07405368,1.23188920,0.13680215
-5.87993997,1.88558313,0.01567294,0.02862643,0.01084395,0.93898168,0.37682482,0.07316477,1.23289109,0.13675201
-5.87393697,1.87973715,0.01529792,0.02804123,0.01084854,0.93769928,0.37735779,0.07220571,1.23096604,0.13634991
-5.86793397,1.86942736,0.01493547,0.02741608,0.01080878,0.93416947,0.37681436,0.07117973,1.22604219,0.13558988
-5.86193097,1.85461329,0.01459694,0.02675511,0.01072849,0.92835374,0.37517981,0.07009050,1.21805722,0.13446840
-5.85592796,1.83529780,0.01429335,0.02606297,0.01061291,0.92023739,0.37245157,0.06894242,1.20696691,0.13298519
-5.84992496,1.81153783,0.01403518,0.02534481,0.01046851,0.90983525,0.36864092,0.06774111,1.19275407,0.13114404
-5.84392196,1.78345405,0.01383232,0.02460635,0.01030288,0.89719687,0.36377424,0.06649383,1.17543704,0.12895343
-5.83791896,1.75123868,0.01369389,0.02385391,0.01012451,0.88241068,0.35789402,0.06520983,1.15507710,0.12642712
-5.83191596,1.71516059,0.01362812,0.02309436,0.00994253,0.86560668,0.35105921,0.06390075,1.13178421,0.12358446
-5.82591296,1.67556716,0.01364226,0.02233510,0.00976653,0.84695747,0.34334502,0.06258074,1.10572060,0.12045049
-5.81990995,1.63288249,0.01374246,0.02158398,0.00960630,0.82667734,0.33484202,0.06126664,1.07710173,0.11705572
-5.81390695,1.58760170,0.01393362,0.02084913,0.00947160,0.80501932,0.32565454,0.05997785,1.04619462,0.11343571
-5.80790395,1.54028164,0.01421931,0.02013885,0.00937189,0.78227035,0.31589839,0.05873616,1.01331342,0.10963033
