energy_ev,total_up,Bi_p_up,Bi_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,2.60765517,0.82741906,0.00608090,1.11159144,0.82191010,1.12029191,0.00000000
-5.99399700,2.64641205,0.80567151,0.00605708,1.10851170,0.85448605,1.16595617,0.00000000
-5.98799400,2.69395114,0.78891685,0.00607086,1.10992003,0.88876592,1.21313761,0.00000000
-5.98199100,2.74942241,0.77729995,0.00612228,1.11568380,0.92426978,1.26107653,0.00000000
-5.97598799,2.81173969,0.77084972,0.00621066,1.12555402,0.96046181,1.30894905,0.00000000
-5.96998499,2.87962603,0.76948570,0.00633470,1.13918324,0.99676755,1.35589435,0.00000000
-5.96398199,2.95166482,0.77302738,0.00649252,1.15614596,1.03259264,1.40104351,0.00000000
-5.95797899,3.02635374,0.78120557,0.00668176,1.17596059,1.06734205,1.44354877,0.00000000
-5.95197599,3.10215937,0.79367532,0.00689974,1.19811169,1.10043911,1.48261177,0.00000000
-5.94597299,3.17756963,0.81002972,0.00714346,1.22207146,1.13134334,1.51750946,0.00000000
-5.93996998,3.25114205,0.82981420,0.00740980,1.24731957,1.15956637,1.54761665,0.00000000
-5.93396698,3.32154592,0.85254070,0.00769549,1.27336044,1.18468537,1.57242411,0.00000000
-5.92796398,3.38759687,0.87770136,0.00799728,1.29973750,1.20635342,1.59155163,0.00000000
-5.92196098,3.44828299,0.90478147,0.00831197,1.32604390,1.22430652,1.60475559,0.00000000
-5.91595798,3.50278202,0.93327131,0.00863644,1.35192966,1.23836722,1.61193094,0.00000000
-5.90995498,3.55046971,0.96267675,0.00896775,1.37710508,1.24844484,1.61310776,0.00000000
-5.90395198,3.59091975,0.99252849,0.00930313,1.40134082,1.25453252,1.60844286,0.00000000
-5.89794897,3.62389629,1.02238980,0.00964001,1.42446499,1.25670156,1.59820720,0.00000000
-5.89194597,3.64934001,1.05186272,0.00997607,1.44635757,1.25509346,1.58276985,0.00000000
-5.88594297,3.66734926,1.08059273,0.01030920,1.46694302,1.24991023,1.56257963,0.00000000
-5.87993997,3.67815760,1.10827188,0.01063755,1.48618146,1.24140365,1.53814534,0.00000000
-5.87393697,3.68210917,1.13464034,0.01095949,1.50405916,1.22986395,1.51001581,0.00000000
-5.86793397,3.67963341,1.15948650,0.01127360,1.52057899,1.21560861,1.47876048,0.00000000
-5.86193097,3.67122012,1.18264573,0.01157870,1.53575126,1.19897162,1.44495161,0.00000000
-5.85592796,3.65739618,1.20399775,0.01187375,1.54958552,1.18029379,1.40914866,0.00000000
-5.84992496,3.63870463,1.22346295,0.01215787,1.56208375,1.15991427,1.37188536,0.00000000
-5.84392196,3.61568674,1.24099776,0.01243030,1.57323517,1.13816356,1.33365990,0.00000000
-5.83791896,3.58886770,1.25658935,0.01269037,1.58301291,1.11535818,1.29492822,0.00000000
-5.83191596,3.55874589,1.27024982,0.01293743,1.59137273,1.09179686,1.25610050,0.00000000
-5.82591296,3.52578607,1.28201039,0.01317087,1.59825370,1.06775843,1.21754047,0.00000000
-5.81990995,3.49041618,1.29191571,0.01339004,1.60358083,1.04350103,1.17956741,0.00000000
-5.81390695,3.45302767,1.30001865,0.01359423,1.60726948,1.01926268,1.14246025,0.00000000
-5.80790395,3.41397890,1.30637590,0.01378267,1.60923136,0.99526283,1.10646330,0.00000000
-5.80190095,3.37360125,1.31104451,0.01395453,1.60938164,0.97170479,1.07179322,0.00000000
-5.79589795,3.33220727,1.31407965,0.01410889,1.60764704,0.94877860,1.03864645,0.00000000
-5.78989495,3.29010042,1.31553357,0.01424477,1.60397423,0.92666434,1.00720683,0.00000000
-5.78389195,3.24758546,1.31545573,0.01436118,1.59833816,0.90553532,0.97765273,0.00000000
-5.77788894,3.20497898,1.31389411,0.01445713,1.59074987,0.88556115,0.95016344,0.00000000
-5.77188594,3.16261923,1.31089743,0.01453174,1.58126315,0.86691032,0.92492429,0.00000000
-5.76588294,3.12087443,1.30651794,0.01458420,1.56997974,0.84975215,0.90213037,0.00000000
-5.75987994,3.08014895,1.30081466,0.01461394,1.55705250,0.83425780,0.88198850,0.00000000
-5.75387694,3.04088672,1.29385644,0.01462063,1.54268635,0.82060047,0.86471749,0.00000000
-5.74787394,3.00357130,1.28572480,0.01460424,1.52713663,0.80895438,0.85054644,0.00000000
-5.74187094,2.96872242,1.27651591,0.01456513,1.51070488,0.79949270,0.83971136,0.00000000
-5.73586793,2.93688860,1.26634176,0.01450405,1.49373205,0.79238439,0.83245002,0.00000000
-5.72986493,2.90863626,1.25533004,0.01442217,1.47658926,0.78779002,0.82899533,0.00000000
-5.72386193,2.88453519,1.24362289,0.01432110,1.45966654,0.78585667,0.82956753,0.00000000
-5.71785893,2.86514135,1.23137434,0.01420284,1.44336000,0.78671221,0.83436540,0.00000000
-5.71185593,2.85097725,1.21874662,0.01406976,1.42805785,0.79045913,0.84355698,0.00000000
-5.70585293,2.84251125,1.20590561,0.01392456,1.41412616,0.79716818,0.85727011,0.00000000
-5.69984992,2.84013627,1.19301558,0.01377019,1.40189484,0.80687228,0.87558319,0.00000000
-5.69384692,2.84414951,1.18023357,0.01360971,1.39164458,0.81956090,0.89851665,0.00000000
-5.68784392,2.85473370,1.16770381,0.01344629,1.38359543,0.83517524,0.92602548,0.00000000
-5.68184092,2.87194133,1.15555252,0.01328302,1.37789755,0.85360464,0.95799306,0.00000000
-5.67583792,2.89568238,1.14388329,0.01312287,1.37462451,0.87468429,0.99422691,0.00000000
-5.66983492,2.92571649,1.13277343,0.01296854,1.37376960,0.89819466,1.03445623,0.00000000
-5.66383192,2.96164991,1.12227144,0.01282243,1.37524508,0.92386257,1.07833170,0.00000000
-5.65782891,3.00293757,1.11239570,0.01268649,1.37888460,0.95136406,1.12542749,0.00000000
-5.65182591,3.04889026,1.10313436,0.01256222,1.38444848,0.98032911,1.17524555,0.00000000
-5.64582291,3.09868667,1.09444660,0.01245060,1.39163157,1.01034792,1.22722209,0.00000000
-5.63981991,3.15138987,1.08626481,0.01235207,1.40007331,1.04097868,1.28073612,0.00000000
-5.63381691,3.20596763,1.07849785,0.01226650,1.40936956,1.07175658,1.33511983,0.00000000
-5.62781391,3.26131581,1.07103499,0.01219325,1.41908552,1.10220369,1.38967047,0.00000000
-5.62181091,3.31628381,1.06375031,0.01213115,1.42876926,1.13183941,1.44366347,0.00000000
-5.61580790,3.36970144,1.05650747,0.01207860,1.43796531,1.16019109,1.49636635,0.00000000
-5.60980490,3.42040598,1.04916446,0.01203361,1.44622782,1.18680447,1.54705309,0.00000000
-5.60380190,3.46726880,1.04157828,0.01199384,1.45313271,1.21125364,1.59501843,0.00000000
-5.59779890,3.50922053,1.03360927,0.01195676,1.45828868,1.23314998,1.63959186,0.00000000
-5.59179590,3.54527424,1.02512511,0.01191968,1.46134660,1.25215017,1.68015069,0.00000000
-5.58579290,3.57454593,1.01600433,0.01187986,1.46200713,1.26796270,1.71613214,0.00000000
-5.57978989,3.59627197,1.00613920,0.01183464,1.46002665,1.28035292,1.74704380,0.00000000
-5.57378689,3.60982318,0.99543830,0.01178144,1.45522125,1.28914657,1.77247259,0.00000000
-5.56778389,3.61471543,0.98382835,0.01171797,1.44746898,1.29423160,1.79209175,0.00000000
-5.56178089,3.61061659,0.97125577,0.01164219,1.43671047,1.29555863,1.80566589,0.00000000
