energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.86193097,1.72335922,0.00860467,0.37789359,0.00306605,0.47945595,1.06199211,0.55201934
-5.85592796,1.80543209,0.00904722,0.40141567,0.00357005,0.49694734,1.11012150,0.58448887
-5.84992496,1.88641306,0.00948007,0.42469156,0.00414571,0.51448597,1.15556518,0.61663031
-5.84392196,1.96619942,0.00990191,0.44763137,0.00479772,0.53214271,1.19809256,0.64831575
-5.83791896,2.04476131,0.01031177,0.47016278,0.00553002,0.55000112,1.23755448,0.67943670
-5.83191596,2.12213483,0.01070890,0.49223019,0.00634560,0.56815417,1.27388396,0.70990276
-5.82591296,2.19841001,0.01109276,0.51379234,0.00724631,0.58669986,1.30709255,0.73963861
-5.81990995,2.27371386,0.01146285,0.53481889,0.00823270,0.60573585,1.33726278,0.76857959
-5.81390695,2.34818937,0.01181865,0.55528577,0.00930386,0.62535325,1.36453667,0.79666601
-5.80790395,2.42197153,0.01215946,0.57516997,0.01045728,0.64562989,1.38910125,0.82383674
-5.80190095,2.49516168,0.01248433,0.59444380,0.01168880,0.66662337,1.41117177,0.85002242
-5.79589795,2.56780177,0.01279192,0.61306925,0.01299253,0.68836410,1.43097357,0.87513896
-5.78989495,2.63985019,0.01308046,0.63099275,0.01436088,0.71084898,1.44872371,0.89908179
-5.78389195,2.71116064,0.01334769,0.64814084,0.01578457,0.73403580,1.46461346,0.92172133
-5.77788894,2.78146566,0.01359085,0.66441700,0.01725274,0.75783891,1.47879272,0.94290027
-5.77188594,2.85036596,0.01380670,0.67970004,0.01875309,0.78212636,1.49135718,0.96243285
-5.76588294,2.91732636,0.01399163,0.69384417,0.02027203,0.80671869,1.50233909,0.98010641
-5.75987994,2.98167911,0.01414173,0.70668090,0.02179490,0.83138970,1.51170208,0.99568527
-5.75387694,3.04263436,0.01425296,0.71802273,0.02330621,0.85586899,1.51934037,1.00891676
-5.74787394,3.09929773,0.01432131,0.72766847,0.02478989,0.87984644,1.52508220,1.01953924
-5.74187094,3.15069405,0.01434298,0.73541001,0.02622958,0.90297835,1.52869747,1.02729154
-5.73586793,3.19579635,0.01431456,0.74104004,0.02760884,0.92489518,1.52990891,1.03192358
-5.72986493,3.23355866,0.01423326,0.74436054,0.02891151,0.94521048,1.52840610,1.03320723
-5.72386193,3.26295112,0.01409701,0.74519139,0.03012193,0.96353077,1.52386170,1.03094713
-5.71785893,3.28299594,0.01390466,0.74337878,0.03122519,0.97946596,1.51594876,1.02499067
-5.71185593,3.29280231,0.01365607,0.73880288,0.03220740,0.99264009,1.50435836,1.01523663
-5.70585293,3.29159919,0.01335214,0.73138444,0.03305590,1.00270176,1.48881652,1.00164206
-5.69984992,3.27876423,0.01299488,0.72109002,0.03375948,1.00933427,1.46909980,0.98422705
-5.69384692,3.25384815,0.01258735,0.70793552,0.03430855,1.01226478,1.44504864,0.96307705
-5.68784392,3.21659345,0.01213360,0.69198798,0.03469535,1.01127258,1.41657814,0.93834293
-5.68184092,3.16694713,0.01163854,0.67336551,0.03491404,1.00619586,1.38368575,0.91023859
-5.67583792,3.10506708,0.01110785,0.65223555,0.03496089,0.99693718,1.34645582,0.87903652
-5.66983492,3.03132227,0.01054775,0.62881147,0.03483435,0.98346712,1.30506091,0.84506148
-5.66383192,2.94628690,0.00996485,0.60334779,0.03453510,0.96582631,1.25976002,0.80868279
-5.65782891,2.85072914,0.00936596,0.57613435,0.03406613,0.94412564,1.21089410,0.77030554
-5.65182591,2.74559498,0.00875788,0.54748971,0.03343272,0.91854465,1.15887904,0.73036143
-5.64582291,2.63198815,0.00814725,0.51775410,0.03264238,0.88932817,1.10419687,0.68929930
-5.63981991,2.51114670,0.00754036,0.48728230,0.03170478,0.85678136,1.04738539,0.64757623
-5.63381691,2.38441744,0.00694306,0.45643677,0.03063161,0.82126320,0.98902695,0.60564921
-5.62781391,2.25322897,0.00636060,0.42558127,0.02943637,0.78317864,0.92973689,0.56396782
-5.62181091,2.11906422,0.00579757,0.39507520,0.02813415,0.74296972,0.87015199,0.52296823
-5.61580790,1.98343343,0.00525787,0.36526895,0.02674135,0.70110580,0.81091948,0.48306849
-5.60980490,1.84784824,0.00474464,0.33650018,0.02527532,0.65807333,0.75268700,0.44466522
-5.60380190,1.71379765,0.00426033,0.30909129,0.02375404,0.61436537,0.69609363,0.40813176
-5.59779890,1.58272634,0.00380666,0.28334788,0.02219574,0.57047130,0.64176235,0.37381752
-5.59179590,1.45601583,0.00338468,0.25955820,0.02061850,0.52686693,0.59029399,0.34204855
-5.58579290,1.33496877,0.00299486,0.23799354,0.01903989,0.48400537,0.54226251,0.31312888
-5.57978989,1.22079634,0.00263712,0.21890915,0.01747662,0.44230897,0.49821181,0.28734260
-5.57378689,1.11460899,0.00231091,0.20254566,0.01594419,0.40216245,0.45865356,0.26495621
-5.56778389,1.01741002,0.00201531,0.18913068,0.01445666,0.36390740,0.42406600,0.24622109
-5.56178089,0.93009182,0.00174907,0.17888027,0.01302636,0.32783840,0.39489339,0.23137552
-5.55577789,0.85343435,0.00151069,0.17199998,0.01166377,0.29420055,0.37154552,0.22064627
-5.54977489,0.78810503,0.00129851,0.16868532,0.01037741,0.26318854,0.35439716,0.21424918
-5.54377189,0.73465974,0.00111074,0.16912120,0.00917380,0.23494711,0.34378691,0.21238861
-5.53776888,0.69354399,0.00094553,0.17348040,0.00805746,0.20957275,0.34001512,0.21525556
-5.53176588,0.66509383,0.00080100,0.18192062,0.00703102,0.18711649,0.34334061,0.22302427
-5.52576288,0.64953587,0.00067529,0.19458033,0.00609536,0.16758746,0.35397595,0.23584730
-5.51975988,0.64698606,0.00056662,0.21157325,0.00524976,0.15095713,0.37208128,0.25384901
-5.51375688,0.65744692,0.00047323,0.23298155,0.00449211,0.13716388,0.39775665,0.27711775
-5.50775388,0.68080332,0.00039350,0.25884813,0.00381916,0.12611782,0.43103303,0.30569681
-5.50175088,0.71681681,0.00032591,0.28916808,0.00322672,0.11770557,0.47186251,0.33957463
-5.49574787,0.76511914,0.00026905,0.32387992,0.00270997,0.11179488,0.52010794,0.37867466
-5.48974487,0.82520540,0.00022164,0.36285684,0.00226364,0.10823901,0.57553279,0.42284534
-5.48374187,0.89642769,0.00018254,0.40589872,0.00188228,0.10688087,0.63779188,0.47185093
-5.47773887,0.97799030,0.00015073,0.45272536,0.00156046,0.10755665,0.70642378,0.52536382
-5.47173587,1.06894725,0.00012534,0.50297148,0.00129294,0.11009929,0.78084571,0.58295881
-5.46573287,1.16820340,0.00010562,0.55618421,0.00107492,0.11434148,0.86035168,0.64411026
-5.45972986,1.27451995,0.00009095,0.61182330,0.00090212,0.12011852,0.94411455,0.70819244
-5.45372686,1.38652512,0.00008085,0.66926469,0.00077093,0.12727086,1.03119268,0.77448364
-5.44772386,1.50273064,0.00007496,0.72780756,0.00067857,0.13564649,1.12054141,0.84217433
-5.44172086,1.62155414,0.00007302,0.78668501,0.00062313,0.14510327,1.21102956,0.91037941
-5.43571786,1.74134756,0.00007494,0.84507829,0.00060369,0.15551097,1.30146088,0.97815467
-5.42971486,1.86043091,0.00008069,0.90213438,0.00062036,0.16675335,1.39059991,1.04451683
-5.42371186,1.97713072,0.00009040,0.95698626,0.00067435,0.17872996,1.47720174,1.10846698
-5.41770885,2.08982183,0.00010427,1.00877557,0.00076801,0.19135779,1.56004457,1.16901645
-5.41170585,2.19697107,0.00012264,1.05667648,0.00090483,0.20457250,1.63796390,1.22521431
-5.40570285,2.29718113,0.00014593,1.09992023,0.00108946,0.21832942,1.70988713,1.27617540
-5.39969985,2.38923264,0.00017464,1.13781902,0.00132771,0.23260389,1.77486685,1.32110776
-5.39369685,2.47212244,0.00020939,1.16978846,0.00162645,0.24739108,1.83211159,1.35933833
-5.38769385,2.54509634,0.00025085,1.19536749,0.00199361,0.26270505,1.88101228,1.39033568
-5.38169085,2.60767446,0.00029973,1.21423481,0.00243801,0.27857712,1.92116332,1.41372881
-5.37568784,2.65966777,0.00035681,1.22622117,0.00296925,0.29505327,1.95237705,1.42932109
-5.36968484,2.70118484,0.00042287,1.23131687,0.00359751,0.31219087,1.97469075,1.43709866
-5.36368184,2.73262810,0.00049870,1.22967400,0.00433331,0.33005444,1.98836575,1.43723286
-5.35767884,2.75467953,0.00058504,1.22160344,0.00518722,0.34871085,1.99387852,1.43007654
-5.35167584,2.76827624,0.00068256,1.20756667,0.00616955,0.36822380,1.99190400,1.41615436
-5.34567284,2.77457679,0.00079186,1.18816265,0.00729000,0.38864795,1.98329181,1.39614754
-5.33966983,2.77491968,0.00091337,1.16411049,0.00855721,0.41002285,1.96903649,1.37087363
-5.33366683,2.77077576,0.00104737,1.13622860,0.00997840,0.43236694,1.95024288,1.34126228
-5.32766383,2.76369667,0.00119392,1.10541116,0.01155893,0.45567191,1.92808836,1.30832801
-5.32166083,2.75526148,0.00135286,1.07260303,0.01330185,0.47989765,1.90378360,1.27314104
-5.31565783,2.74702392,0.00152376,1.03877397,0.01520758,0.50496822,1.87853347,1.23679754
-5.30965483,2.74046234,0.00170588,1.00489324,0.01727351,0.53076903,1.85349989,1.20039023
-5.30365183,2.73693450,0.00189822,0.97190549,0.01949376,0.55714537,1.82976814,1.16498051
-5.29764882,2.73763889,0.00209942,0.94070862,0.02185898,0.58390270,1.80831784,1.13157302
-5.29164582,2.74358380,0.00230787,0.91213433,0.02435626,0.61080863,1.78999978,1.10109327
-5.28564282,2.75556512,0.00252165,0.88693173,0.02696918,0.63759667,1.77551908,1.07436890
-5.27963982,2.77415311,0.00273860,0.86575429,0.02967795,0.66397173,1.76542504,1.05211486
-5.27363682,2.79968805,0.00295633,0.84915005,0.03245967,0.68961723,1.76010758,1.03492246
-5.26763382,2.83228416,0.00317230,0.83755510,0.03528875,0.71420351,1.75979978,1.02325234
-5.26163082,2.87184064,0.00338387,0.83129005,0.03813741,0.73739729,1.76458576,1.01743084
-5.25562781,2.91805875,0.00358836,0.83055896,0.04097626,0.75887180,1.77441284,1.01764947
-5.24962481,2.97046314,0.00378315,0.83545056,0.04377503,0.77831713,1.78910693,1.02396704
-5.24362181,3.02842599,0.00396569,0.84594101,0.04650327,0.79545026,1.80838969,1.03631375
-5.23761881,3.09119227,0.00413366,0.86189809,0.04913108,0.81002452,1.83189636,1.05449687
-5.23161581,3.15790473,0.00428497,0.88308619,0.05162988,0.82183779,1.85919312,1.07820763
-5.22561281,3.22762739,0.00441786,0.90917201,0.05397311,0.83073926,1.88979290,1.10702887
-5.21960980,3.29936674,0.00453091,0.93973082,0.05613683,0.83663431,1.92316908,1.14044334
-5.21360680,3.37208999,0.00462313,0.97425303,0.05810031,0.83948742,1.95876653,1.17784256
-5.20760380,3.44474032,0.00469396,1.01215144,0.05984640,0.83932281,1.99600987,1.21853619
-5.20160080,3.51624936,0.00474328,1.05276901,0.06136187,0.83622304,2.03430922,1.26176222
-5.19559780,3.58554733,0.00477140,1.09538764,0.06263758,0.83032546,2.07306364,1.30669797
-5.18959480,3.65157161,0.00477906,1.13923794,0.06366847,0.82181689,2.11166313,1.35247224
-5.18359180,3.71327463,0.00476740,1.18351031,0.06445353,0.81092670,2.14948975,1.39817879
-5.17758879,3.76963198,0.00473792,1.22736754,0.06499552,0.79791873,2.18591887,1.44289117
-5.17158579,3.81965153,0.00469241,1.26995888,0.06530071,0.78308246,2.22032121,1.48567906
-5.16558279,3.86238431,0.00463294,1.31043553,0.06537842,0.76672374,2.25206660,1.52562597
-5.15957979,3.89693749,0.00456177,1.34796749,0.06524062,0.74915570,2.28052980,1.56184796
-5.15357679,3.92248972,0.00448134,1.38176128,0.06490138,0.73069007,2.30509896,1.59351311
-5.14757379,3.93830857,0.00439417,1.41107817,0.06437636,0.71162933,2.32518675,1.61986114
-5.14157079,3.94376972,0.00430286,1.43525233,0.06368229,0.69226003,2.34024403,1.64022251
-5.13556778,3.93837703,0.00421006,1.45370822,0.06283649,0.67284738,2.34977568,1.65403632
-5.12956478,3.92178278,0.00411842,1.46597660,0.06185638,0.65363139,2.35335804,1.66086631
-5.12356178,3.89380676,0.00403059,1.47170835,0.06075911,0.63482456,2.35065707,1.66041408
-5.11755878,3.85445334,0.00394925,1.47068563,0.05956116,0.61661108,2.34144648,1.65252906
-5.11155578,3.80392523,0.00387709,1.46282963,0.05827812,0.59914761,2.32562469,1.63721462
-5.10555278,3.74263313,0.00381684,1.44820465,0.05692442,0.58256528,2.30322983,1.61462993
-5.09954977,3.67120039,0.00377132,1.42701820,0.05551326,0.56697296,2.27445167,1.58508742
-5.09354677,3.59046219,0.00374347,1.39961688,0.05405652,0.55246139,2.23963992,1.54904583
-5.08754377,3.50145880,0.00373635,1.36647843,0.05256476,0.53910798,2.19930803,1.50709912
-5.08154077,3.40542310,0.00375327,1.32819979,0.05104732,0.52698197,2.15413219,1.45996147
-5.07553777,3.30376230,0.00379773,1.28548197,0.04951240,0.51614968,2.10494522,1.40844919
-5.06953477,3.19803446,0.00387352,1.23911200,0.04796728,0.50667944,2.05272522,1.35345991
-5.06353177,3.08992031,0.00398469,1.18994267,0.04641843,0.49864608,1.99857931,1.29595004
-5.05752876,2.98119116,0.00413560,1.13887082,0.04487181,0.49213443,1.94372255,1.23691120
-5.05152576,2.87367359,0.00433084,1.08681478,0.04333299,0.48724192,1.88945268,1.17734634
-5.04552276,2.76921204,0.00457525,1.03469179,0.04180740,0.48407965,1.83712133,1.11824645
-5.03951976,2.66962990,0.00487382,0.98339597,0.04030044,0.48277223,1.78810230,1.06056844
-5.03351676,2.57669025,0.00523162,0.93377756,0.03881762,0.48345590,1.74375799,1.00521476
-5.02751376,2.49205709,0.00565366,0.88662395,0.03736465,0.48627519,1.70540466,0.95301526
-5.02151076,2.41725787,0.00614481,0.84264286,0.03594741,0.49137801,1.67427778,0.90471170
-5.01550775,2.35364838,0.00670958,0.80244823,0.03457191,0.49890955,1.65149822,0.86094508
-5.00950475,2.30238079,0.00735197,0.76654893,0.03324422,0.50900493,1.63804057,0.82224597
-5.00350175,2.26437567,0.00807533,0.73534062,0.03197028,0.52178128,1.63470450,0.78902792
-4.99749875,2.24029896,0.00888209,0.70910068,0.03075574,0.53732932,1.64209009,0.76158393
-4.99149575,2.23054466,0.00977368,0.68798653,0.02960573,0.55570513,1.66057821,0.74008587
-4.98549275,2.23522388,0.01075025,0.67203696,0.02852463,0.57692245,1.69031664,0.72458675
-4.97948974,2.25416095,0.01181063,0.66117670,0.02751589,0.60094597,1.73121260,0.71502562
-4.97348674,2.28689697,0.01295211,0.65522372,0.02658182,0.62768617,1.78293215,0.71123493
-4.96748374,2.33270106,0.01417044,0.65389923,0.02572349,0.65699586,1.84490675,0.71295001
-4.96148074,2.39058920,0.01545971,0.65683996,0.02494059,0.68866902,1.91634684,0.71982043
-4.95547774,2.45935030,0.01681238,0.66361237,0.02423147,0.72244175,1.99626219,0.73142286
-4.94947474,2.53757889,0.01821936,0.67372822,0.02359317,0.75799575,2.08348843,0.74727502
-4.94347174,2.62371335,0.01967001,0.68666117,0.02302154,0.79496394,2.17671878,0.76685034
-4.93746873,2.71607844,0.02115236,0.70186365,0.02251144,0.83293827,2.27453993,0.78959281
-4.93146573,2.81293049,0.02265326,0.71878359,0.02205697,0.87147919,2.37547067,0.81493167
-4.92546273,2.91250359,0.02415857,0.73688034,0.02165173,0.91012643,2.47800180,0.84229526
-4.91945973,3.01305485,0.02565342,0.75563917,0.02128911,0.94841065,2.58063560,0.87112379
-4.91345673,3.11290700,0.02712248,0.77458398,0.02096261,0.98586530,2.68192357,0.90088046
-4.90745373,3.21048650,0.02855023,0.79328761,0.02066606,1.02203812,2.78050065,0.93106069
-4.90145073,3.30435580,0.02992123,0.81137956,0.02039386,1.05650193,2.87511485,0.96119911
-4.89544772,3.39323841,0.03122040,0.82855083,0.02014117,1.08886400,2.96465122,0.99087424
-4.88944472,3.47603624,0.03243329,0.84455584,0.01990399,1.11877380,3.04814937,1.01971079
-4.88344172,3.55183865,0.03354630,0.85921150,0.01967922,1.14592884,3.12481428,1.04737968
-4.87743872,3.61992362,0.03454696,0.87239366,0.01946458,1.17007833,3.19402044,1.07359603
-4.87143572,3.67975147,0.03542406,0.88403128,0.01925859,1.19102499,3.25530966,1.09811541
-4.86543272,3.73095229,0.03616784,0.89409888,0.01906035,1.20862470,3.30838332,1.12072894
-4.85942971,3.77330854,0.03677014,0.90260767,0.01886936,1.22278465,3.35309021,1.14125748
-4.85342671,3.80673424,0.03722448,0.90959614,0.01868535,1.23346011,3.38941093,1.15954575
-4.84742371,3.83125280,0.03752614,0.91512064,0.01850802,1.24065024,3.41744053,1.17545670
-4.84142071,3.84697500,0.03767222,0.91924659,0.01833684,1.24439343,3.43737045,1.18886680
-4.83541771,3.85407897,0.03766165,0.92204079,0.01817092,1.24476256,3.44947125,1.19966246
-4.82941471,3.85279339,0.03749518,0.92356540,0.01800883,1.24186058,3.45407715,1.20773822
-4.82341171,3.84338505,0.03717535,0.92387373,0.01784859,1.23581669,3.45157327,1.21299653
-4.81740870,3.82615132,0.03670649,0.92300818,0.01768766,1.22678333,3.44238607,1.21534951
-4.81140570,3.80141782,0.03609459,0.92100015,0.01752296,1.21493423,3.42697727,1.21472236
-4.80540270,3.76954077,0.03534726,0.91787202,0.01735107,1.20046324,3.40584103,1.21105821
-4.79939970,3.73091356,0.03447363,0.91364071,0.01716832,1.18358412,3.37950398,1.20432417
-4.79339670,3.68597615,0.03348422,0.90832250,0.01697107,1.16453080,3.34852723,1.19451794
-4.78739370,3.63522608,0.03239080,0.90193879,0.01675592,1.14355808,3.31350952,1.18167449
-4.78139070,3.57922947,0.03120626,0.89452191,0.01651992,1.12094208,3.27509012,1.16587225
-4.77538769,3.51863033,0.02994439,0.88612082,0.01626085,1.09698043,3.23395067,1.14723826
-4.76938469,3.45415665,0.02861973,0.87680587,0.01597734,1.07199148,3.19081441,1.12595167
-4.76338169,3.38662184,0.02724734,0.86667230,0.01566910,1.04631247,3.14644218,1.10224520
-4.75737869,3.31692056,0.02584258,0.85584207,0.01533692,1.02029625,3.10162424,1.07640423
-4.75137569,3.24601804,0.02442084,0.84446363,0.01498278,0.99430644,3.05716754,1.04876338
-4.74537269,3.17493293,0.02299732,0.83270970,0.01460974,0.96871097,3.01387842,1.01970033
-4.73936968,3.10471353,0.02158674,0.82077287,0.01422185,0.94387412,2.97254094,0.98962732
-4.73336668,3.03640850,0.02020313,0.80885920,0.01382398,0.92014722,2.93389164,0.95898028
-4.72736368,2.97103295,0.01885951,0.79718022,0.01342161,0.89785836,2.89859177,0.92820623
-4.72136068,2.90953145,0.01756773,0.78594358,0.01302052,0.87730155,2.86719827,0.89774934
-4.71535768,2.85273997,0.01633821,0.77534291,0.01262654,0.85872584,2.84013520,0.86803632
-4.70935468,2.80134861,0.01517975,0.76554752,0.01224527,0.84232492,2.81766721,0.83946180
-4.70335168,2.75586725,0.01409942,0.75669239,0.01188175,0.82822790,2.79987689,0.81237444
-4.69734867,2.71659626,0.01310243,0.74886920,0.01154022,0.81649163,2.78664757,0.78706432
-4.69134567,2.68360405,0.01219207,0.74211891,0.01122395,0.80709532,2.77765308,0.76375240
-4.68534267,2.65671303,0.01136970,0.73642634,0.01093499,0.79993772,2.77235555,0.74258249
-4.67933967,2.63549530,0.01063481,0.73171724,0.01067414,0.79483724,2.77001207,0.72361612
-4.67333667,2.61927858,0.00998511,0.72785802,0.01044088,0.79153511,2.76969047,0.70683069
-4.66733367,2.60716281,0.00941662,0.72465834,0.01023340,0.78970181,2.77029404,0.69212100
-4.66133067,2.59804681,0.00892395,0.72187654,0.01004870,0.78894640,2.77059461,0.67930404
-4.65532766,2.59066437,0.00850044,0.71922762,0.00988275,0.78882857,2.76927259,0.66812704
-4.64932466,2.58362816,0.00813843,0.71639361,0.00973067,0.78887307,2.76496267,0.65827823
-4.64332166,2.57547977,0.00782957,0.71303573,0.00958699,0.78858575,2.75630309,0.64939997
-4.63731866,2.56474358,0.00756506,0.70880784,0.00944589,0.78747077,2.74198627,0.64110360
-4.63131566,2.54998222,0.00733598,0.70337057,0.00930149,0.78504806,2.72080866,0.63298544
-4.62531266,2.52985103,0.00713350,0.69640532,0.00914812,0.78087045,2.69171736,0.62464303
-4.61930965,2.50314904,0.00694922,0.68762769,0.00898056,0.77453959,2.65385146,0.61569114
-4.61330665,2.46886424,0.00677535,0.67679945,0.00879428,0.76572003,2.60657608,0.60577664
-4.60730365,2.42621117,0.00660491,0.66373861,0.00858561,0.75415083,2.54950769,0.59459170
-4.60130065,2.37465908,0.00643192,0.64832713,0.00835188,0.73965426,2.48252954,0.58188482
-4.59529765,2.31394977,0.00625149,0.63051594,0.00809152,0.72214123,2.40579655,0.56746914
-4.58929465,2.24410433,0.00605989,0.61032693,0.00780407,0.70161318,2.31972976,0.55122786
-4.58329165,2.16541884,0.00585459,0.58785216,0.00749019,0.67816061,2.22500060,0.53311664
-4.57728864,2.07844957,0.00563425,0.56325017,0.00715159,0.65195823,2.12250608,0.51316295
-4.57128564,1.98398868,0.00539864,0.53673970,0.00679094,0.62325721,2.01333620,0.49146253
-4.56528264,1.88303184,0.00514858,0.50859128,0.00641168,0.59237480,1.89873534,0.46817344
-4.55927964,1.77673960,0.00488583,0.47911709,0.00601794,0.55968208,1.78005952,0.44350778
-4.55327664,1.66639458,0.00461294,0.44865969,0.00561431,0.52559030,1.65873158,0.41772199
-4.54727364,1.55335645,0.00433311,0.41758009,0.00520567,0.49053656,1.53619643,0.39110590
-4.54127064,1.43901701,0.00405008,0.38624586,0.00479704,0.45496948,1.41387818,0.36397138
-4.53526763,1.32475724,0.00376793,0.35501973,0.00439341,0.41933551,1.29314103,0.33664096
-4.52926463,1.21190804,0.00349101,0.32424924,0.00399960,0.38406638,1.17525525,0.30943713
-4.52326163,1.10171633,0.00322377,0.29425769,0.00362015,0.34956818,1.06136945,0.28267251
-4.51725863,0.99531740,0.00297071,0.26533692,0.00325925,0.31621247,0.95248985,0.25664161
-4.51125563,0.89371431,0.00273625,0.23774188,0.00292068,0.28432955,0.84946691,0.23161406
-4.50525263,0.79776469,0.00252468,0.21168724,0.00260782,0.25420411,0.75298929,0.20782982
-4.49924962,0.70817491,0.00234017,0.18734596,0.00232362,0.22607314,0.66358482,0.18549622
-4.49324662,0.62550101,0.00218665,0.16484978,0.00207071,0.20012601,0.58162791,0.16478689
-4.48724362,0.55015604,0.00206787,0.14429131,0.00185139,0.17650659,0.50735236,0.14584241
-4.48124062,0.48242259,0.00198736,0.12572765,0.00166781,0.15531690,0.44086877,0.12877249
-4.47523762,0.42246955,0.00194844,0.10918520,0.00152196,0.13662218,0.38218536,0.11365949
-4.46923462,0.37037193,0.00195417,0.09466523,0.00141587,0.12045683,0.33123091,0.10056284
-4.46323162,0.32613256,0.00200741,0.08215011,0.00135167,0.10683101,0.28787893,0.08952421
-4.45722861,0.28970431,0.00211071,0.07160972,0.00133167,0.09573724,0.25197177,0.08057294
-4.45122561,0.26101202,0.00226633,0.06300779,0.00135850,0.08715703,0.22334378,0.07373158
-4.44522261,0.23997280,0.00247616,0.05630802,0.00143512,0.08106683,0.20184263,0.06902104
-4.43921961,0.22651409,0.00274167,0.05147947,0.00156489,0.07744337,0.18734792,0.06646529
-4.43321661,0.22058862,0.00306379,0.04850135,0.00175160,0.07626798,0.17978668,0.06609515
-4.42721361,0.22218575,0.00344284,0.04736673,0.00199942,0.07752972,0.17914489,0.06795122
-4.42121061,0.23133870,0.00387843,0.04808530,0.00231290,0.08122738,0.18547500,0.07208550
-4.41520760,0.24812753,0.00436934,0.05068484,0.00269686,0.08737011,0.19889883,0.07856192
-4.40920460,0.27267774,0.00491345,0.05521150,0.00315630,0.09597685,0.21960595,0.08745541
-4.40320160,0.30515438,0.00550766,0.06172868,0.00369627,0.10707441,0.24784721,0.09884974
-4.39719860,0.34575207,0.00614782,0.07031475,0.00432172,0.12069455,0.28392374,0.11283400
-4.39119560,0.39468110,0.00682871,0.08105932,0.00503731,0.13686995,0.32817139,0.12949790
-4.38519260,0.45215017,0.00754409,0.09405840,0.00584728,0.15562943,0.38094099,0.14892603
-4.37918959,0.51834625,0.00828669,0.10940835,0.00675523,0.17699247,0.44257498,0.17119119
-4.37318659,0.59341240,0.00904840,0.12719899,0.00776398,0.20096344,0.51338093,0.19634710
-4.36718359,0.67742437,0.00982036,0.14750580,0.00887543,0.22752564,0.59360281,0.22442081
-4.36118059,0.77036682,0.01059316,0.17038178,0.01009044,0.25663551,0.68339106,0.25540498
-4.35517759,0.87211047,0.01135710,0.19584897,0.01140877,0.28821729,0.78277241,0.28925057
-4.34917459,0.98239090,0.01210247,0.22389021,0.01282907,0.32215838,0.89162101,0.32586022
-4.34317159,1.10079054,0.01281980,0.25444144,0.01434890,0.35830574,1.00963196,0.36508261
-4.33716858,1.22672453,0.01350017,0.28738486,0.01596481,0.39646345,1.13629896,0.40670843
-4.33116558,1.35943175,0.01413554,0.32254355,0.01767247,0.43639176,1.27089724,0.45046792
-4.32516258,1.49797171,0.01471899,0.35967775,0.01946687,0.47780771,1.41247323,0.49603064
-4.31915958,1.64122797,0.01524499,0.39848325,0.02134251,0.52038750,1.55984209,0.54300736
-4.31315658,1.78791847,0.01570958,0.43859214,0.02329363,0.56377041,1.71159391,0.59095434
-4.30715358,1.93661289,0.01611052,0.47957618,0.02531445,0.60756444,1.86610919,0.63937997
