energy_ev,total_up,As_p_up,As_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.50307077,0.05264994,0.00000000,0.12680502,0.04523083,0.30264772,0.00000000
-5.99399700,0.53183790,0.05920801,0.00000000,0.13085444,0.04957766,0.31535303,0.00000000
-5.98799400,0.56275135,0.06631629,0.00000000,0.13519361,0.05426335,0.32892977,0.00000000
-5.98199100,0.59568789,0.07390892,0.00000000,0.13983254,0.05925584,0.34337407,0.00000000
-5.97598799,0.63045326,0.08190591,0.00000000,0.14476993,0.06451335,0.35864818,0.00000000
-5.96998499,0.66677677,0.09021323,0.00000000,0.14999124,0.06998423,0.37467638,0.00000000
-5.96398199,0.70430951,0.09872344,0.00000000,0.15546753,0.07560721,0.39134285,0.00000000
-5.95797899,0.74262659,0.10731703,0.00000000,0.16115497,0.08131211,0.40849152,0.00000000
-5.95197599,0.78123353,0.11586441,0.00000000,0.16699535,0.08702104,0.42592826,0.00000000
-5.94597299,0.81957691,0.12422856,0.00000000,0.17291739,0.09265003,0.44342519,0.00000000
-5.93996998,0.85705882,0.13226824,0.00000000,0.17883888,0.09811114,0.46072715,0.00000000
-5.93396698,0.89305478,0.13984174,0.00000000,0.18466957,0.10331488,0.47756000,0.00000000
-5.92796398,0.92693416,0.14681095,0.00000000,0.19031469,0.10817291,0.49364034,0.00000000
-5.92196098,0.95808241,0.15304568,0.00000000,0.19567879,0.11260086,0.50868623,0.00000000
-5.91595798,0.98592385,0.15842795,0.00000000,0.20066991,0.11652122,0.52242836,0.00000000
-5.90995498,1.00994414,0.16285617,0.00000000,0.20520370,0.11986612,0.53462108,0.00000000
-5.90395198,1.02971107,0.16624892,0.00000000,0.20920730,0.12257983,0.54505282,0.00000000
-5.89794897,1.04489288,0.16854829,0.00000000,0.21262289,0.12462098,0.55355518,0.00000000
-5.89194597,1.05527304,0.16972236,0.00000000,0.21541053,0.12596425,0.56001050,0.00000000
-5.88594297,1.06076082,0.16976705,0.00000000,0.21755045,0.12660156,0.56435729,0.00000000
-5.87993997,1.06139722,0.16870690,0.00000000,0.21904432,0.12654262,0.56659348,0.00000000
-5.87393697,1.05735590,0.16659500,0.00000000,0.21991578,0.12581489,0.56677723,0.00000000
-5.86793397,1.04893907,0.16351184,0.00000000,0.22021009,0.12446290,0.56502542,0.00000000
-5.86193097,1.03656882,0.15956331,0.00000000,0.21999283,0.12254691,0.56150981,0.00000000
-5.85592796,1.02077398,0.15487776,0.00000000,0.21934795,0.12014113,0.55645129,0.00000000
-5.84992496,1.00217347,0.14960236,0.00000000,0.21837511,0.11733144,0.55011235,0.00000000
-5.84392196,0.98145664,0.14389883,0.00000000,0.21718648,0.11421272,0.54278821,0.00000000
-5.83791896,0.95936165,0.13793872,0.00000000,0.21590313,0.11088593,0.53479714,0.00000000
-5.83191596,0.93665249,0.13189839,0.00000000,0.21465119,0.10745512,0.52647010,0.00000000
-5.82591296,0.91409577,0.12595391,0.00000000,0.21355782,0.10402432,0.51814033,0.00000000
-5.81990995,0.89243781,0.12027601,0.00000000,0.21274722,0.10069455,0.51013314,0.00000000
-5.81390695,0.87238285,0.11502524,0.00000000,0.21233663,0.09756096,0.50275618,0.00000000
-5.80790395,0.85457288,0.11034753,0.00000000,0.21243260,0.09471023,0.49629041,0.00000000
-5.80190095,0.83956967,0.10637015,0.00000000,0.21312743,0.09221827,0.49098209,0.00000000
-5.79589795,0.82783919,0.10319833,0.00000000,0.21449594,0.09014828,0.48703567,0.00000000
-5.78989495,0.81973887,0.10091252,0.00000000,0.21659262,0.08854915,0.48460800,0.00000000
-5.78389195,0.81550775,0.09956634,0.00000000,0.21944915,0.08745433,0.48380360,0.00000000
-5.77788894,0.81525974,0.09918526,0.00000000,0.22307244,0.08688109,0.48467128,0.00000000
-5.77188594,0.81898000,0.09976616,0.00000000,0.22744324,0.08683020,0.48720207,0.00000000
-5.76588294,0.82652465,0.10127754,0.00000000,0.23251525,0.08728603,0.49132848,0.00000000
-5.75987994,0.83762362,0.10366056,0.00000000,0.23821503,0.08821711,0.49692522,0.00000000
-5.75387694,0.85188692,0.10683084,0.00000000,0.24444256,0.08957704,0.50381136,0.00000000
-5.74787394,0.86881407,0.11068087,0.00000000,0.25107272,0.09130587,0.51175400,0.00000000
-5.74187094,0.88780674,0.11508321,0.00000000,0.25795744,0.09333174,0.52047350,0.00000000
-5.73586793,0.90818437,0.11989410,0.00000000,0.26492891,0.09557297,0.52965022,0.00000000
-5.72986493,0.92920258,0.12495767,0.00000000,0.27180343,0.09794038,0.53893264,0.00000000
-5.72386193,0.95007390,0.13011046,0.00000000,0.27838621,0.10033987,0.54794691,0.00000000
-5.71785893,0.96999045,0.13518626,0.00000000,0.28447670,0.10267521,0.55630740,0.00000000
-5.71185593,0.98814781,0.14002095,0.00000000,0.28987447,0.10485088,0.56362815,0.00000000
-5.70585293,1.00376948,0.14445743,0.00000000,0.29438547,0.10677501,0.56953480,0.00000000
-5.69984992,1.01613099,0.14835026,0.00000000,0.29782830,0.10836214,0.57367651,0.00000000
-5.69384692,1.02458290,0.15156998,0.00000000,0.30004032,0.10953597,0.57573757,0.00000000
-5.68784392,1.02857170,0.15400695,0.00000000,0.30088337,0.11023165,0.57544812,0.00000000
-5.68184092,1.02765779,0.15557450,0.00000000,0.30024876,0.11039789,0.57259354,0.00000000
-5.67583792,1.02152976,0.15621134,0.00000000,0.29806136,0.10999851,0.56702206,0.00000000
-5.66983492,1.01001446,0.15588316,0.00000000,0.29428255,0.10901356,0.55865032,0.00000000
-5.66383192,0.99308218,0.15458323,0.00000000,0.28891189,0.10743984,0.54746644,0.00000000
-5.65782891,0.97084696,0.15233220,0.00000000,0.28198747,0.10529090,0.53353067,0.00000000
-5.65182591,0.94356188,0.14917692,0.00000000,0.27358486,0.10259645,0.51697341,0.00000000
-5.64582291,0.91160966,0.14518845,0.00000000,0.26381474,0.09940124,0.49799081,0.00000000
-5.63981991,0.87548900,0.14045935,0.00000000,0.25281942,0.09576348,0.47683806,0.00000000
-5.63381691,0.83579733,0.13510035,0.00000000,0.24076821,0.09175283,0.45382089,0.00000000
-5.62781391,0.79321090,0.12923657,0.00000000,0.22785219,0.08744817,0.42928555,0.00000000
-5.62181091,0.74846297,0.12300343,0.00000000,0.21427831,0.08293503,0.40360778,0.00000000
-5.61580790,0.70232128,0.11654250,0.00000000,0.20026336,0.07830306,0.37718141,0.00000000
-5.60980490,0.65556575,0.10999733,0.00000000,0.18602796,0.07364349,0.35040697,0.00000000
-5.60380190,0.60896719,0.10350960,0.00000000,0.17179085,0.06904666,0.32368083,0.00000000
-5.59779890,0.56326806,0.09721548,0.00000000,0.15776368,0.06459982,0.29738549,0.00000000
-5.59179590,0.51916575,0.09124256,0.00000000,0.14414661,0.06038520,0.27188099,0.00000000
-5.58579290,0.47729900,0.08570729,0.00000000,0.13112462,0.05647844,0.24749814,0.00000000
-5.57978989,0.43823765,0.08071294,0.00000000,0.11886484,0.05294732,0.22453338,0.00000000
-5.57378689,0.40247581,0.07634827,0.00000000,0.10751476,0.04985098,0.20324547,0.00000000
-5.56778389,0.37042840,0.07268662,0.00000000,0.09720128,0.04723942,0.18385397,0.00000000
-5.56178089,0.34243082,0.06978570,0.00000000,0.08803064,0.04515336,0.16653925,0.00000000
-5.55577789,0.31874115,0.06768767,0.00000000,0.08008890,0.04362442,0.15144400,0.00000000
-5.54977489,0.29954466,0.06641971,0.00000000,0.07344308,0.04267551,0.13867571,0.00000000
-5.54377189,0.28495986,0.06599485,0.00000000,0.06814245,0.04232141,0.12831016,0.00000000
-5.53776888,0.27504564,0.06641291,0.00000000,0.06422022,0.04256947,0.12039528,0.00000000
-5.53176588,0.26980886,0.06766160,0.00000000,0.06169505,0.04342034,0.11495535,0.00000000
-5.52576288,0.26921196,0.06971766,0.00000000,0.06057261,0.04486871,0.11199507,0.00000000
-5.51975988,0.27318013,0.07254783,0.00000000,0.06084683,0.04690400,0.11150348,0.00000000
-5.51375688,0.28160774,0.07610985,0.00000000,0.06250090,0.04951101,0.11345732,0.00000000
-5.50775388,0.29436380,0.08035322,0.00000000,0.06550796,0.05267040,0.11782393,0.00000000
-5.50175088,0.31129638,0.08521993,0.00000000,0.06983147,0.05635911,0.12456351,0.00000000
-5.49574787,0.33223584,0.09064502,0.00000000,0.07542529,0.06055070,0.13363069,0.00000000
-5.48974487,0.35699722,0.09655706,0.00000000,0.08223357,0.06521551,0.14497552,0.00000000
-5.48374187,0.38538164,0.10287861,0.00000000,0.09019051,0.07032092,0.15854394,0.00000000
-5.47773887,0.41717715,0.10952674,0.00000000,0.09922010,0.07583141,0.17427774,0.00000000
-5.47173587,0.45215906,0.11641359,0.00000000,0.10923599,0.08170875,0.19211411,0.00000000
-5.46573287,0.49009013,0.12344709,0.00000000,0.12014146,0.08791215,0.21198501,0.00000000
-5.45972986,0.53072070,0.13053188,0.00000000,0.13182979,0.09439845,0.23381623,0.00000000
-5.45372686,0.57378893,0.13757046,0.00000000,0.14418490,0.10112247,0.25752639,0.00000000
-5.44772386,0.61902136,0.14446457,0.00000000,0.15708242,0.10803734,0.28302585,0.00000000
-5.44172086,0.66613371,0.15111681,0.00000000,0.17039116,0.11509491,0.31021557,0.00000000
-5.43571786,0.71483196,0.15743246,0.00000000,0.18397504,0.12224632,0.33898599,0.00000000
-5.42971486,0.76481377,0.16332148,0.00000000,0.19769529,0.12944250,0.36921592,0.00000000
-5.42371186,0.81577003,0.16870060,0.00000000,0.21141304,0.13663472,0.40077142,0.00000000
