energy_ev,total_up,P_s_up,P_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.64582291,2.27772183,0.00386321,0.01711956,0.20398490,1.90779747,0.02010617,0.46901731
-5.63981991,2.33398328,0.00399234,0.01820407,0.21901291,1.94625219,0.02139669,0.48752358
-5.63381691,2.39526471,0.00412853,0.01934211,0.23605951,1.98769949,0.02288361,0.50771994
-5.62781391,2.46058528,0.00427140,0.02052602,0.25503631,2.03134732,0.02455943,0.52933590
-5.62181091,2.52883895,0.00442052,0.02174728,0.27581950,2.07631311,0.02641246,0.55206689
-5.61580790,2.59881153,0.00457527,0.02299641,0.29824659,2.12164170,0.02842647,0.57557772
-5.60980490,2.66919958,0.00473483,0.02426275,0.32211398,2.16632464,0.03058063,0.59950667
-5.60380190,2.73863129,0.00489808,0.02553436,0.34717552,2.20932031,0.03284945,0.62347027
-5.59779890,2.80568890,0.00506360,0.02679793,0.37314250,2.24957466,0.03520293,0.64706867
-5.59179590,2.86893287,0.00522963,0.02803882,0.39968511,2.28604214,0.03760692,0.66989171
-5.58579290,2.92692728,0.00539402,0.02924113,0.42643569,2.31770655,0.04002363,0.69152548
-5.57978989,2.97826663,0.00555430,0.03038785,0.45299386,2.34360170,0.04241228,0.71155953
-5.57378689,3.02160353,0.00570766,0.03146118,0.47893344,2.36283141,0.04473002,0.72959442
-5.56778389,3.05567694,0.00585104,0.03244286,0.50381111,2.37458877,0.04693291,0.74524974
-5.56178089,3.07934049,0.00598119,0.03331463,0.52717666,2.37817419,0.04897709,0.75817220
-5.55577789,3.09159004,0.00609479,0.03405869,0.54858438,2.37301190,0.05081997,0.76804372
-5.54977489,3.09158981,0.00618851,0.03465831,0.56760535,2.35866450,0.05242152,0.77458933
-5.54377189,3.07869614,0.00625919,0.03509834,0.58383998,2.33484507,0.05374546,0.77758439
-5.53776888,3.05247769,0.00630393,0.03536577,0.59693040,2.30142633,0.05476044,0.77686114
-5.53176588,3.01273145,0.00632021,0.03545026,0.60657204,2.25844650,0.05544108,0.77231399
-5.52576288,2.95949330,0.00630600,0.03534458,0.61252396,2.20611123,0.05576878,0.76390358
-5.51975988,2.89304262,0.00625987,0.03504496,0.61461724,2.14479157,0.05573241,0.75165901
-5.51375688,2.81390017,0.00618107,0.03455133,0.61276129,2.07501758,0.05532865,0.73567843
-5.50775388,2.72281913,0.00606952,0.03386745,0.60694737,1.99746764,0.05456213,0.71612758
-5.50175088,2.62076912,0.00592591,0.03300088,0.59724949,1.91295355,0.05344526,0.69323638
-5.49574787,2.50891374,0.00575163,0.03196282,0.58382233,1.82240196,0.05199777,0.66729361
-5.48974487,2.38858203,0.00554876,0.03076783,0.56689646,1.72683232,0.05024610,0.63863975
-5.48374187,2.26123507,0.00532000,0.02943339,0.54677086,1.62733241,0.04822242,0.60765835
-5.47773887,2.12842875,0.00506859,0.02797943,0.52380337,1.52503208,0.04596363,0.57476613
-5.47173587,1.99177417,0.00479819,0.02642772,0.49839920,1.42107612,0.04351015,0.54040214
-5.46573287,1.85289729,0.00451276,0.02480122,0.47099822,1.31659736,0.04090465,0.50501663
-5.45972986,1.71339919,0.00421645,0.02312346,0.44206164,1.21269094,0.03819081,0.46905971
-5.45372686,1.57481868,0.00391349,0.02141786,0.41205840,1.11039053,0.03541208,0.43297060
-5.44772386,1.43859839,0.00360800,0.01970711,0.38145224,1.01064751,0.03261058,0.39716761
-5.44172086,1.30605568,0.00330395,0.01801266,0.35068954,0.91431369,0.02982605,0.36203928
-5.43571786,1.17835926,0.00300502,0.01635419,0.32018871,0.82212793,0.02709509,0.32793705
-5.42971486,1.05651193,0.00271453,0.01474927,0.29033130,0.73470722,0.02445051,0.29516957
-5.42371186,0.94134000,0.00243539,0.01321306,0.26145508,0.65254195,0.02192088,0.26399882
-5.41770885,0.83348919,0.00217004,0.01175819,0.23384933,0.57599566,0.01953035,0.23463807
-5.41170585,0.73342673,0.00192042,0.01039462,0.20775219,0.50530856,0.01729863,0.20725161
-5.40570285,0.64144914,0.00168802,0.00912978,0.18335013,0.44060474,0.01524116,0.18195622
-5.39969985,0.55769490,0.00147384,0.00796863,0.16077927,0.38190228,0.01336948,0.15882401
-5.39369685,0.48216107,0.00127845,0.00691390,0.14012837,0.32912571,0.01169165,0.13788663
-5.38769385,0.41472293,0.00110205,0.00596638,0.12144316,0.28212016,0.01021292,0.11914038
-5.38169085,0.35515553,0.00094449,0.00512520,0.10473168,0.24066643,0.00893634,0.10255202
-5.37568784,0.30315622,0.00080538,0.00438824,0.08997036,0.20449650,0.00786350,0.08806501
-5.36968484,0.25836723,0.00068410,0.00375245,0.07711037,0.17330862,0.00699523,0.07560585
-5.36368184,0.22039730,0.00057993,0.00321427,0.06608415,0.14678181,0.00633233,0.06509034
-5.35767884,0.18884197,0.00049209,0.00276992,0.05681162,0.12458898,0.00587621,0.05642940
-5.35167584,0.16330162,0.00041978,0.00241582,0.04920605,0.10640868,0.00562954,0.04953448
-5.34567284,0.14339713,0.00036229,0.00214882,0.04317923,0.09193499,0.00559668,0.04432216
-5.33966983,0.12878264,0.00031905,0.00196653,0.03864595,0.08088558,0.00578418,0.04071808
-5.33366683,0.11915546,0.00028962,0.00186750,0.03552759,0.07300783,0.00620100,0.03865986
-5.32766383,0.11426297,0.00027382,0.00185140,0.03375485,0.06808302,0.00685870,0.03809927
-5.32166083,0.11390660,0.00027171,0.00191918,0.03326960,0.06592878,0.00777146,0.03900336
-5.31565783,0.11794302,0.00028363,0.00207308,0.03402584,0.06639971,0.00895597,0.04135475
-5.30965483,0.12628279,0.00031023,0.00231668,0.03598980,0.06938665,0.01043111,0.04515105
-5.30365183,0.13888665,0.00035245,0.00265483,0.03913935,0.07481451,0.01221758,0.05040348
-5.29764882,0.15575976,0.00041156,0.00309357,0.04346266,0.08263906,0.01433729,0.05713468
-5.29164582,0.17694420,0.00048913,0.00363994,0.04895639,0.09284277,0.01681267,0.06537597
-5.28564282,0.20251009,0.00058700,0.00430174,0.05562325,0.10543008,0.01966578,0.07516396
-5.27963982,0.23254559,0.00070726,0.00508728,0.06346931,0.12042215,0.02291742,0.08653678
-5.27363682,0.26714627,0.00085218,0.00600503,0.07250102,0.13785139,0.02658601,0.09952991
-5.26763382,0.30640413,0.00102419,0.00706323,0.08272202,0.15775608,0.03068648,0.11417183
-5.26163082,0.35039660,0.00122576,0.00826945,0.09413001,0.18017510,0.03522913,0.13047969
-5.25562781,0.39917610,0.00145936,0.00963020,0.10671368,0.20514309,0.04021843,0.14845496
-5.24962481,0.45276032,0.00172732,0.01115040,0.12044980,0.23268614,0.04565197,0.16807943
-5.24362181,0.51112371,0.00203177,0.01283296,0.13530067,0.26281821,0.05151941,0.18931160
-5.23761881,0.57419049,0.00237451,0.01467832,0.15121200,0.29553837,0.05780161,0.21208371
-5.23161581,0.64182945,0.00275691,0.01668407,0.16811132,0.33082886,0.06447000,0.23629949
-5.22561281,0.71385081,0.00317979,0.01884463,0.18590699,0.36865414,0.07148613,0.26183285
-5.21960980,0.79000526,0.00364335,0.02115097,0.20448792,0.40896072,0.07880156,0.28852758
-5.21360680,0.86998529,0.00414709,0.02359048,0.22372403,0.45167784,0.08635806,0.31619824
-5.20760380,0.95342871,0.00468971,0.02614697,0.24346750,0.49671880,0.09408816,0.34463212
-5.20160080,1.03992428,0.00526913,0.02880076,0.26355481,0.54398270,0.10191611,0.37359252
-5.19559780,1.12901914,0.00588244,0.03152891,0.28380942,0.59335640,0.10975917,0.40282310
-5.18959480,1.22022757,0.00652595,0.03430566,0.30404526,0.64471644,0.11752923,0.43205327
-5.18359180,1.31304077,0.00719524,0.03710287,0.32407066,0.69793053,0.12513478,0.46100447
-5.17758879,1.40693693,0.00788523,0.03989073,0.34369276,0.75285849,0.13248313,0.48939709
-5.17158579,1.50139099,0.00859033,0.04263842,0.36272216,0.80935214,0.13948276,0.51695773
-5.16558279,1.59588357,0.00930457,0.04531495,0.38097758,0.86725413,0.14604581,0.54342650
-5.15957979,1.68990829,0.01002173,0.04788994,0.39829043,0.92639548,0.15209053,0.56856410
-5.15357679,1.78297711,0.01073556,0.05033447,0.41450893,0.98659177,0.15754358,0.59215814
-5.14757379,1.87462316,0.01143992,0.05262179,0.42950168,1.04763810,0.16234221,0.61402852
-5.14157079,1.96440093,0.01212895,0.05472809,0.44316047,1.10930303,0.16643596,0.63403153
-5.13556778,2.05188363,0.01279720,0.05663297,0.45540209,1.17132178,0.16978807,0.65206234
-5.12956478,2.13665810,0.01343976,0.05831996,0.46616916,1.23338921,0.17237632,0.66805576
-5.12356178,2.21831741,0.01405233,0.05977669,0.47542983,1.29515307,0.17419334,0.68198527
-5.11755878,2.29645205,0.01463128,0.06099504,0.48317640,1.35620822,0.17524640,0.69386013
-5.11155578,2.37064021,0.01517360,0.06197100,0.48942285,1.41609251,0.17555657,0.70372091
-5.10555278,2.44043843,0.01567690,0.06270446,0.49420156,1.47428482,0.17515739,0.71163356
-5.09954977,2.50537331,0.01613932,0.06319877,0.49755931,1.53020608,0.17409311,0.71768236
-5.09354677,2.56493553,0.01655942,0.06346021,0.49955280,1.58322356,0.17241652,0.72196230
-5.08754377,2.61857704,0.01693604,0.06349745,0.50024398,1.63265888,0.17018651,0.72457105
-5.08154077,2.66571228,0.01726817,0.06332085,0.49969558,1.67779970,0.16746562,0.72560147
-5.07553777,2.70572383,0.01755480,0.06294187,0.49796692,1.71791521,0.16431743,0.72513464
-5.06953477,2.73797304,0.01779483,0.06237244,0.49511052,1.75227475,0.16080424,0.72323434
-5.06353177,2.76181526,0.01798694,0.06162446,0.49116949,1.78016921,0.15698490,0.71994298
-5.05752876,2.77661956,0.01812955,0.06070939,0.48617608,1.80093424,0.15291311,0.71527951
-5.05152576,2.78179189,0.01822083,0.05963794,0.48015128,1.81397424,0.14863606,0.70923926
-5.04552276,2.77680090,0.01825868,0.05841996,0.47310567,1.81878613,0.14419361,0.70179596
-5.03951976,2.76120480,0.01824086,0.05706438,0.46504134,1.81498153,0.13961801,0.69290556
-5.03351676,2.73467804,0.01816510,0.05557934,0.45595476,1.80230625,0.13493406,0.68251186
-5.02751376,2.69703599,0.01802925,0.05397240,0.44584039,1.78065601,0.13015973,0.67055331
-5.02151076,2.64825636,0.01783149,0.05225081,0.43469480,1.75008742,0.12530721,0.65697081
-5.01550775,2.58849565,0.01757051,0.05042190,0.42252097,1.71082355,0.12038416,0.64171575
-5.00950475,2.51809973,0.01724573,0.04849337,0.40933243,1.66325360,0.11539520,0.62475792
-5.00350175,2.43760760,0.01685745,0.04647366,0.39515711,1.60792667,0.11034347,0.60609273
-4.99749875,2.34774783,0.01640709,0.04437220,0.38004039,1.54553974,0.10523212,0.58574717
-4.99149575,2.24942776,0.01589721,0.04219967,0.36404738,1.47692031,0.10006566,0.56378432
-4.98549275,2.14371566,0.01533168,0.03996804,0.34726407,1.40300466,0.09485112,0.54030601
-4.97948974,2.03181674,0.01471564,0.03769065,0.32979750,1.32481254,0.08959886,0.51545340
-4.97348674,1.91504408,0.01405552,0.03538207,0.31177469,1.24341953,0.08432315,0.48940570
-4.96748374,1.79478573,0.01335894,0.03305790,0.29334062,1.15992835,0.07904232,0.46237686
-4.96148074,1.67246967,0.01263454,0.03073452,0.27465527,1.07544027,0.07377862,0.43461066
-4.95547774,1.54952814,0.01189192,0.02842870,0.25588991,0.99102793,0.06855776,0.40637434
-4.94947474,1.42736292,0.01114131,0.02615722,0.23722297,0.90771053,0.06340824,0.37795131
-4.94347174,1.30731301,0.01039347,0.02393644,0.21883550,0.82643240,0.05836043,0.34963316
-4.93746873,1.19062600,0.00965937,0.02178188,0.20090674,0.74804543,0.05344558,0.32171165
-4.93146573,1.07843408,0.00895002,0.01970781,0.18360982,0.67329595,0.04869472,0.29447084
-4.92546273,0.97173539,0.00827625,0.01772696,0.16710777,0.60281614,0.04413767,0.26817986
-4.91945973,0.87138102,0.00764846,0.01585015,0.15155024,0.53711987,0.03980204,0.24308658
-4.91345673,0.77806771,0.00707651,0.01408618,0.13707068,0.47660278,0.03571238,0.21941243
-4.90745373,0.69233607,0.00656952,0.01244164,0.12378435,0.42154593,0.03188954,0.19734846
-4.90145073,0.61457360,0.00613576,0.01092092,0.11178696,0.37212270,0.02835014,0.17705274
-4.89544772,0.54502203,0.00578257,0.00952623,0.10115402,0.32840799,0.02510632,0.15864897
-4.88944472,0.48378802,0.00551623,0.00825771,0.09194081,0.29038912,0.02216561,0.14222639
-4.88344172,0.43085626,0.00534193,0.00711365,0.08418280,0.25797773,0.01953104,0.12784066
-4.87743872,0.38610422,0.00526372,0.00609068,0.07789651,0.23102195,0.01720139,0.11551562
-4.87143572,0.34931758,0.00528445,0.00518409,0.07308070,0.20931831,0.01517153,0.10524574
-4.86543272,0.32020564,0.00540574,0.00438809,0.06971766,0.19262302,0.01343294,0.09699899
-4.85942971,0.29841617,0.00562795,0.00369615,0.06777469,0.18066209,0.01197423,0.09072004
-4.85342671,0.28354918,0.00595016,0.00310127,0.06720553,0.17314030,0.01078172,0.08633358
-4.84742371,0.27516942,0.00637014,0.00259634,0.06795188,0.16974878,0.00984007,0.08374765
-4.84142071,0.27281752,0.00688430,0.00217435,0.06994481,0.17017140,0.00913287,0.08285687
-4.83541771,0.27601970,0.00748777,0.00182868,0.07310623,0.17408998,0.00864321,0.08354560
-4.82941471,0.28429641,0.00817433,0.00155337,0.07735032,0.18118851,0.00835423,0.08569090
-4.82341171,0.29716993,0.00893653,0.00134324,0.08258503,0.19115671,0.00824970,0.08916549
-4.81740870,0.31417134,0.00976571,0.00119412,0.08871373,0.20369315,0.00831440,0.09384047
-4.81140570,0.33484707,0.01065213,0.00110295,0.09563689,0.21850804,0.00853467,0.09958811
-4.80540270,0.35876524,0.01158510,0.00106791,0.10325402,0.23532599,0.00889874,0.10628458
-4.79939970,0.38552193,0.01255320,0.00108849,0.11146572,0.25388889,0.00939718,0.11381270
-4.79339670,0.41474754,0.01354442,0.00116551,0.12017589,0.27395882,0.01002321,0.12206462
-4.78739370,0.44611300,0.01454649,0.00130118,0.12929403,0.29532103,0.01077300,0.13094457
-4.78139070,0.47933580,0.01554710,0.00149903,0.13873760,0.31778697,0.01164597,0.14037138
-4.77538769,0.51418545,0.01653415,0.00176388,0.14843424,0.34119700,0.01264496,0.15028094
-4.76938469,0.55048813,0.01749609,0.00210174,0.15832382,0.36542272,0.01377641,0.16062820
-4.76338169,0.58812998,0.01842211,0.00251969,0.16836022,0.39036856,0.01505036,0.17138886
-4.75737869,0.62705863,0.01930243,0.00302565,0.17851246,0.41597238,0.01648046,0.18256031
-4.75137569,0.66728261,0.02012844,0.00362824,0.18876541,0.44220484,0.01808376,0.19416191
-4.74537269,0.70886816,0.02089289,0.00433641,0.19911970,0.46906733,0.01988038,0.20623439
-4.73936968,0.75193329,0.02158994,0.00515918,0.20959077,0.49658831,0.02189309,0.21883824
-4.73336668,0.79663889,0.02221521,0.00610526,0.22020718,0.52481800,0.02414661,0.23205101
-4.72736368,0.84317700,0.02276572,0.00718261,0.23100801,0.55382153,0.02666686,0.24596368
-4.72136068,0.89175633,0.02323985,0.00839803,0.24203947,0.58367067,0.02947996,0.26067586
-4.71535768,0.94258563,0.02363713,0.00975666,0.25335083,0.61443445,0.03261110,0.27629020
-4.70935468,0.99585529,0.02395814,0.01126155,0.26498983,0.64616899,0.03608329,0.29290595
-4.70335168,1.05171800,0.02420426,0.01291316,0.27699767,0.67890711,0.03991605,0.31061209
-4.69734867,1.11026928,0.02437746,0.01470892,0.28940404,0.71264813,0.04412395,0.32948010
-4.69134567,1.17152888,0.02448014,0.01664288,0.30222214,0.74734846,0.04871525,0.34955679
-4.68534267,1.23542390,0.02451490,0.01870541,0.31544419,0.78291356,0.05369056,0.37085758
-4.67933967,1.30177464,0.02448436,0.02088296,0.32903763,0.81919168,0.05904162,0.39336038
-4.67333667,1.37028401,0.02439112,0.02315798,0.34294221,0.85596992,0.06475025,0.41700054
-4.66733367,1.44053130,0.02423758,0.02550901,0.35706817,0.89297295,0.07078759,0.44166720
-4.66133067,1.51197075,0.02402600,0.02791084,0.37129576,0.92986453,0.07711364,0.46720112
-4.65532766,1.58393545,0.02375843,0.03033488,0.38547608,0.96625206,0.08367711,0.49339440
-4.64932466,1.65564658,0.02343681,0.03274968,0.39943342,1.00169393,0.09041578,0.51999212
-4.64332166,1.72622795,0.02306299,0.03512163,0.41296893,1.03570971,0.09725714,0.54669589
-4.63731866,1.79472545,0.02263888,0.03741570,0.42586562,1.06779265,0.10411960,0.57316941
-4.63131566,1.86013089,0.02216650,0.03959642,0.43789446,1.09742414,0.11091399,0.59904589
-4.62531266,1.92140941,0.02164809,0.04162887,0.44882141,1.12408956,0.11754559,0.62393694
-4.61930965,1.97752946,0.02108621,0.04347970,0.45841511,1.14729495,0.12391636,0.64744301
-4.61330665,2.02749436,0.02048378,0.04511824,0.46645482,1.16658380,0.12992752,0.66916465
-4.60730365,2.07037413,0.01984410,0.04651746,0.47273845,1.18155322,0.13548229,0.68871441
-4.60130065,2.10533650,0.01917091,0.04765496,0.47709012,1.19186905,0.14048872,0.70572893
-4.59529765,2.13167576,0.01846832,0.04851377,0.47936721,1.19727902,0.14486252,0.71988065
-4.58929465,2.14883845,0.01774074,0.04908299,0.47946622,1.19762371,0.14852973,0.73088877
-4.58329165,2.15644471,0.01699289,0.04935827,0.47732759,1.19284458,0.15142915,0.73852905
-4.57728864,2.15430461,0.01622962,0.04934208,0.47293889,1.18298899,0.15351451,0.74264190
-4.57128564,2.14242856,0.01545588,0.04904364,0.46633647,1.16821182,0.15475613,0.74313866
-4.56528264,2.12103156,0.01467657,0.04847882,0.45760543,1.14877371,0.15514210,0.74000555
-4.55927964,2.09053087,0.01389649,0.04766956,0.44687784,1.12503585,0.15467899,0.73330529
-4.55327664,2.05153722,0.01312021,0.04664329,0.43432935,1.09745161,0.15339182,0.72317630
-4.54727364,2.00483992,0.01235204,0.04543204,0.42017430,1.06655518,0.15132363,0.70982934
-4.54127064,1.95138612,0.01159598,0.04407141,0.40465950,1.03294769,0.14853428,0.69354193
-4.53526763,1.89225516,0.01085563,0.04259945,0.38805705,0.99728116,0.14509887,0.67465050
-4.52926463,1.82862887,0.01013426,0.04105549,0.37065631,0.96024103,0.14110561,0.65354086
-4.52326163,1.76175878,0.00943474,0.03947887,0.35275554,0.92252762,0.13665329,0.63063707
-4.51725863,1.69293150,0.00875960,0.03790776,0.33465343,0.88483736,0.13184844,0.60638931
-4.51125563,1.62343348,0.00811104,0.03637804,0.31664087,0.84784427,0.12680236,0.58126115
-4.50525263,1.55451636,0.00749094,0.03492226,0.29899332,0.81218244,0.12162797,0.55571669
-4.49924962,1.48736420,0.00690093,0.03356882,0.28196407,0.77843001,0.11643673,0.53020809
-4.49324662,1.42306366,0.00634236,0.03234123,0.26577852,0.74709524,0.11133564,0.50516384
-4.48724362,1.36257823,0.00581641,0.03125766,0.25062989,0.71860506,0.10642453,0.48097832
-4.48124062,1.30672724,0.00532403,0.03033068,0.23667620,0.69329663,0.10179360,0.45800289
-4.47523762,1.25617053,0.00486600,0.02956719,0.22403891,0.67141200,0.09752141,0.43653885
-4.46923462,1.21139900,0.00444294,0.02896858,0.21280287,0.65309613,0.09367321,0.41683240
-4.46323162,1.17273147,0.00405528,0.02853118,0.20301789,0.63839830,0.09029988,0.39907190
-4.45722861,1.14031761,0.00370331,0.02824671,0.19470147,0.62727687,0.08743725,0.38338711
-4.45122561,1.11414693,0.00338713,0.02810310,0.18784273,0.61960703,0.08510602,0.36985075
-4.44522261,1.09406309,0.00310669,0.02808528,0.18240724,0.61519144,0.08331210,0.35848187
-4.43921961,1.07978295,0.00286177,0.02817612,0.17834249,0.61377313,0.08204743,0.34925101
-4.43321661,1.07091953,0.00265198,0.02835745,0.17558379,0.61505031,0.08129121,0.34208679
-4.42721361,1.06700769,0.00247678,0.02861098,0.17406019,0.61869237,0.08101144,0.33688354
-4.42121061,1.06753147,0.00233550,0.02891934,0.17370025,0.62435648,0.08116672,0.33350963
-4.41520760,1.07195193,0.00222732,0.02926690,0.17443733,0.63170416,0.08170831,0.33181611
-4.40920460,1.07973423,0.00215132,0.02964058,0.17621414,0.64041698,0.08258220,0.33164519
-4.40320160,1.09037271,0.00210648,0.03003047,0.17898633,0.65021100,0.08373122,0.33283821
-4.39719860,1.10341308,0.00209169,0.03043031,0.18272501,0.66084904,0.08509713,0.33524275
-4.39119560,1.11847055,0.00210578,0.03083775,0.18741797,0.67215047,0.08662245,0.33871857
-4.38519260,1.13524328,0.00214755,0.03125445,0.19306960,0.68399805,0.08825217,0.34314211
-4.37918959,1.15352063,0.00221574,0.03168598,0.19969952,0.69634139,0.08993513,0.34840941
-4.37318659,1.17318577,0.00230904,0.03214146,0.20733992,0.70919707,0.09162506,0.35443744
-4.36718359,1.19421269,0.00242613,0.03263310,0.21603178,0.72264519,0.09328133,0.36116365
-4.36118059,1.21665791,0.00256564,0.03317553,0.22582016,0.73682262,0.09486930,0.36854410
-4.35517759,1.24064725,0.00272615,0.03378503,0.23674870,0.75191320,0.09636030,0.37655011
-4.34917459,1.26635846,0.00290620,0.03447859,0.24885374,0.76813526,0.09773137,0.38516387
-4.34317159,1.29400065,0.00310427,0.03527300,0.26215827,0.78572716,0.09896467,0.39437316
-4.33716858,1.32379166,0.00331880,0.03618382,0.27666605,0.80493134,0.10004672,0.40416573
-4.33116558,1.35593453,0.00354819,0.03722447,0.29235628,0.82597780,0.10096750,0.41452354
-4.32516258,1.39059449,0.00379079,0.03840529,0.30917905,0.84906764,0.10171950,0.42541738
-4.31915958,1.42787755,0.00404500,0.03973277,0.32705192,0.87435768,0.10229679,0.43680222
-4.31315658,1.46781217,0.00430925,0.04120884,0.34585788,0.90194668,0.10269423,0.44861357
-4.30715358,1.51033482,0.00458208,0.04283042,0.36544474,0.93186419,0.10290682,0.46076517
