energy_ev,total_up,Cd_p_up,Cd_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,0.47947139,0.06486559,0.08762933,0.04338873,0.14584693,0.08970551,0.00006021
-5.99399700,0.51294033,0.06905223,0.09476038,0.04957856,0.15883786,0.09219472,0.00006854
-5.98799400,0.54856842,0.07413599,0.10218207,0.05670904,0.17265909,0.09468297,0.00007818
-5.98199100,0.58628522,0.08011135,0.10987678,0.06481200,0.18728866,0.09714105,0.00008914
-5.97598799,0.62601486,0.08696306,0.11782707,0.07390567,0.20269707,0.09954672,0.00010140
-5.96998499,0.66767443,0.09466562,0.12601520,0.08399238,0.21884604,0.10188611,0.00011494
-5.96398199,0.71117160,0.10318291,0.13442251,0.09505649,0.23568713,0.10415470,0.00012973
-5.95797899,0.75640157,0.11246787,0.14302872,0.10706258,0.25316061,0.10635793,0.00014573
-5.95197599,0.80324366,0.12246243,0.15181126,0.11995408,0.27119440,0.10851121,0.00016286
-5.94597299,0.85155754,0.13309758,0.16074450,0.13365246,0.28970333,0.11063947,0.00018106
-5.93996998,0.90117972,0.14429374,0.16979911,0.14805705,0.30858880,0.11277622,0.00020021
-5.93396698,0.95192028,0.15596130,0.17894147,0.16304556,0.32773877,0.11496224,0.00022021
-5.92796398,1.00356019,0.16800149,0.18813320,0.17847546,0.34702830,0.11724375,0.00024090
-5.92196098,1.05584954,0.18030750,0.19733086,0.19418606,0.36632051,0.11967036,0.00026215
-5.91595798,1.10850662,0.19276577,0.20648585,0.21000143,0.38546800,0.12229275,0.00028376
-5.90995498,1.16121822,0.20525753,0.21554444,0.22573397,0.40431475,0.12516020,0.00030557
-5.90395198,1.21364087,0.21766051,0.22444802,0.24118861,0.42269832,0.12831802,0.00032737
-5.89794897,1.26540335,0.22985066,0.23313359,0.25616743,0.44045239,0.13180505,0.00034896
-5.89194597,1.31611003,0.24170403,0.24153431,0.27047455,0.45740947,0.13565132,0.00037013
-5.88594297,1.36534528,0.25309860,0.24958031,0.28392108,0.47340372,0.13987583,0.00039067
-5.87993997,1.41267855,0.26391606,0.25719955,0.29633000,0.48827379,0.14448477,0.00041037
-5.87393697,1.45767013,0.27404353,0.26431887,0.30754058,0.50186557,0.14947003,0.00042901
-5.86793397,1.49987748,0.28337524,0.27086509,0.31741240,0.51403483,0.15480826,0.00044640
-5.86193097,1.53886196,0.29181401,0.27676621,0.32582855,0.52464967,0.16046043,0.00046235
-5.85592796,1.57419601,0.29927270,0.28195272,0.33269816,0.53359283,0.16637202,0.00047668
-5.84992496,1.60547062,0.30567558,0.28635889,0.33795789,0.54076368,0.17247384,0.00048924
-5.84392196,1.63230321,0.31095954,0.28992429,0.34157257,0.54608018,0.17868346,0.00049988
-5.83791896,1.65434578,0.31507536,0.29259515,0.34353492,0.54948055,0.18490739,0.00050850
-5.83191596,1.67129336,0.31798877,0.29432600,0.34386445,0.55092481,0.19104377,0.00051500
-5.82591296,1.68289274,0.31968161,0.29508112,0.34260558,0.55039626,0.19698568,0.00051933
-5.81990995,1.68895129,0.32015279,0.29483612,0.33982520,0.54790271,0.20262492,0.00052146
-5.81390695,1.68934569,0.31941920,0.29357937,0.33560984,0.54347760,0.20785611,0.00052142
-5.80790395,1.68403042,0.31751648,0.29131342,0.33006257,0.53718090,0.21258101,0.00051924
-5.80190095,1.67304554,0.31449952,0.28805611,0.32329981,0.52909974,0.21671287,0.00051501
-5.79589795,1.65652349,0.31044273,0.28384150,0.31544833,0.51934865,0.22018062,0.00050888
-5.78989495,1.63469435,0.30543990,0.27872046,0.30664241,0.50806935,0.22293269,0.00050100
-5.78389195,1.60788925,0.29960368,0.27276085,0.29702139,0.49542997,0.22494032,0.00049160
-5.77788894,1.57654134,0.29306443,0.26604714,0.28672762,0.48162359,0.22620010,0.00048091
-5.77188594,1.54118402,0.28596861,0.25867962,0.27590494,0.46686604,0.22673563,0.00046921
-5.76588294,1.50244599,0.27847653,0.25077295,0.26469755,0.45139291,0.22659814,0.00045683
-5.75987994,1.46104316,0.27075942,0.24245421,0.25324931,0.43545570,0.22586600,0.00044409
-5.75387694,1.41776703,0.26299602,0.23386029,0.24170343,0.41931727,0.22464304,0.00043134
-5.74787394,1.37346998,0.25536856,0.22513494,0.23020240,0.40324647,0.22305575,0.00041894
-5.74187094,1.32904749,0.24805833,0.21642525,0.21888809,0.38751229,0.22124939,0.00040724
-5.73586793,1.28541795,0.24124099,0.20787798,0.20790192,0.37237751,0.21938310,0.00039660
-5.72986493,1.24350051,0.23508167,0.19963557,0.19738496,0.35809223,0.21762423,0.00038734
-5.72386193,1.20419184,0.22973016,0.19183224,0.18747790,0.34488738,0.21614217,0.00037977
-5.71785893,1.16834254,0.22531629,0.18459021,0.17832081,0.33296855,0.21510179,0.00037415
-5.71185593,1.13673415,0.22194576,0.17801615,0.17005261,0.32251037,0.21465686,0.00037069
-5.70585293,1.11005769,0.21969660,0.17219818,0.16281024,0.31365167,0.21494374,0.00036958
-5.69984992,1.08889448,0.21861639,0.16720337,0.15672749,0.30649171,0.21607566,0.00037093
-5.69384692,1.07370019,0.21872043,0.16307594,0.15193353,0.30108752,0.21813767,0.00037481
-5.68784392,1.06479261,0.21999101,0.15983628,0.14855118,0.29745267,0.22118284,0.00038120
-5.68184092,1.06234375,0.22237770,0.15748072,0.14669489,0.29555737,0.22522952,0.00039005
-5.67583792,1.06637655,0.22579892,0.15598216,0.14646864,0.29533001,0.23026009,0.00040124
-5.66983492,1.07676627,0.23014448,0.15529151,0.14796365,0.29666007,0.23622113,0.00041460
-5.66383192,1.09324656,0.23527924,0.15533976,0.15125621,0.29940225,0.24302503,0.00042991
-5.65782891,1.11541981,0.24104769,0.15604081,0.15640546,0.30338168,0.25055312,0.00044691
-5.65182591,1.14277145,0.24727918,0.15729471,0.16345145,0.30840004,0.25865992,0.00046529
-5.64582291,1.17468744,0.25379378,0.15899132,0.17241342,0.31424216,0.26717864,0.00048473
-5.63981991,1.21047444,0.26040839,0.16101412,0.18328832,0.32068315,0.27592751,0.00050489
-5.63381691,1.24938154,0.26694293,0.16324416,0.19604987,0.32749537,0.28471666,0.00052541
-5.62781391,1.29062310,0.27322641,0.16556378,0.21064793,0.33445537,0.29335535,0.00054595
-5.62181091,1.33340146,0.27910255,0.16786021,0.22700840,0.34135024,0.30165923,0.00056617
-5.61580790,1.37692916,0.28443485,0.17002870,0.24503361,0.34798329,0.30945722,0.00058574
-5.60980490,1.42044954,0.28911095,0.17197524,0.26460316,0.35417894,0.31659783,0.00060439
-5.60380190,1.46325548,0.29304605,0.17361866,0.28557527,0.35978651,0.32295468,0.00062185
-5.59779890,1.50470560,0.29618548,0.17489227,0.30778851,0.36468301,0.32843096,0.00063795
-5.59179590,1.54423769,0.29850628,0.17574475,0.33106397,0.36877483,0.33296267,0.00065254
-5.58579290,1.58137923,0.30001785,0.17614061,0.35520761,0.37199837,0.33652066,0.00066556
-5.57978989,1.61575481,0.30076181,0.17605996,0.38001303,0.37431968,0.33911135,0.00067703
-5.57378689,1.64709080,0.30081107,0.17549800,0.40526420,0.37573335,0.34077624,0.00068704
-5.56778389,1.67521728,0.30026841,0.17446392,0.43073839,0.37626053,0.34159021,0.00069581
-5.56178089,1.70006766,0.29926453,0.17297968,0.45620901,0.37594658,0.34165893,0.00070367
-5.55577789,1.72167626,0.29795589,0.17107848,0.48144850,0.37485832,0.34111539,0.00071107
-5.54977489,1.74017438,0.29652242,0.16880319,0.50623094,0.37308104,0.34011587,0.00071859
-5.54377189,1.75578509,0.29516527,0.16620471,0.53033465,0.37071557,0.33883555,0.00072698
-5.53776888,1.76881727,0.29410459,0.16334043,0.55354454,0.36787546,0.33746397,0.00073714
-5.53176588,1.77965906,0.29357750,0.16027275,0.57565429,0.36468432,0.33620056,0.00075014
-5.52576288,1.78877104,0.29383623,0.15706783,0.59646837,0.36127353,0.33525045,0.00076724
-5.51975988,1.79667928,0.29514627,0.15379442,0.61580391,0.35778026,0.33482057,0.00078989
-5.51375688,1.80396825,0.29778465,0.15052292,0.63349241,0.35434578,0.33511630,0.00081969
-5.50775388,1.81127345,0.30203792,0.14732459,0.64938138,0.35111410,0.33633856,0.00085845
-5.50175088,1.81927379,0.30819997,0.14427087,0.66333581,0.34823078,0.33868144,0.00090815
-5.49574787,1.82868328,0.31656921,0.14143278,0.67523963,0.34584194,0.34233018,0.00097091
-5.48974487,1.84024178,0.32744519,0.13888041,0.68499702,0.34409322,0.34745953,0.00104897
-5.48374187,1.85470455,0.34112424,0.13668239,0.69253355,0.34312869,0.35423219,0.00114468
-5.47773887,1.87283018,0.35789420,0.13490522,0.69779724,0.34308954,0.36279732,0.00126042
-5.47173587,1.89536671,0.37802794,0.13361266,0.70075935,0.34411249,0.37328885,0.00139857
-5.46573287,1.92303579,0.40177593,0.13286487,0.70141490,0.34632788,0.38582349,0.00156143
-5.45972986,1.95651477,0.42935761,0.13271748,0.69978284,0.34985726,0.40049832,0.00175115
-5.45372686,1.99641689,0.46095202,0.13322050,0.69590589,0.35481072,0.41738781,0.00196968
-5.44772386,2.04326998,0.49668776,0.13441712,0.68984987,0.36128374,0.43654034,0.00221864
-5.44172086,2.09749405,0.53663265,0.13634241,0.68170266,0.36935386,0.45797427,0.00249927
-5.43571786,2.15937862,0.58078368,0.13902196,0.67157259,0.37907716,0.48167356,0.00281232
-5.42971486,2.22906062,0.62905754,0.14247059,0.65958645,0.39048476,0.50758327,0.00315798
-5.42371186,2.30650396,0.68128243,0.14669109,0.64588714,0.40357953,0.53560511,0.00353579
-5.41770885,2.39148184,0.73719166,0.15167313,0.63063082,0.41833317,0.56559336,0.00394461
-5.41170585,2.48356306,0.79641956,0.15739249,0.61398402,0.43468395,0.59735152,0.00438253
-5.40570285,2.58210334,0.85850021,0.16381043,0.59612042,0.45253519,0.63063004,0.00484686
-5.39969985,2.68624277,0.92286936,0.17087361,0.57721775,0.47175476,0.66512539,0.00533413
-5.39369685,2.79491007,0.98886981,0.17851431,0.55745463,0.49217562,0.70048087,0.00584007
-5.38769385,2.90683426,1.05576041,0.18665111,0.53700776,0.51359761,0.73628937,0.00635970
-5.38169085,3.02056398,1.12272846,0.19519008,0.51604924,0.53579036,0.77209818,0.00688738
-5.37568784,3.13449417,1.18890553,0.20402631,0.49474444,0.55849744,0.80741589,0.00741687
-5.36968484,3.24689977,1.25338604,0.21304594,0.47325013,0.58144146,0.84172144,0.00794149
-5.36368184,3.35597537,1.31524816,0.22212845,0.45171322,0.60433014,0.87447493,0.00845427
-5.35767884,3.45987967,1.37357625,0.23114925,0.43026994,0.62686298,0.90513008,0.00894805
-5.35167584,3.55678321,1.42748407,0.23998242,0.40904545,0.64873836,0.93314776,0.00941568
-5.34567284,3.64491766,1.47613781,0.24850354,0.38815395,0.66966076,0.95801029,0.00985023
-5.33966983,3.72262479,1.51877807,0.25659248,0.36769914,0.68934779,0.97923577,0.01024510
-5.33366683,3.78840331,1.55473991,0.26413602,0.34777499,0.70753680,0.99639206,0.01059423
-5.32766383,3.84095178,1.58347026,0.27103031,0.32846672,0.72399083,1.00910963,0.01089226
-5.32166083,3.87920598,1.60454186,0.27718302,0.30985201,0.73850368,1.01709295,0.01113467
-5.31565783,3.90236939,1.61766347,0.28251508,0.29200217,0.75090388,1.02012982,0.01131789
-5.30965483,3.90993571,1.62268579,0.28696211,0.27498332,0.76105776,1.01809828,0.01143941
-5.30365183,3.90170284,1.61960317,0.29047538,0.25885753,0.76887119,1.01097088,0.01149782
-5.29764882,3.87777788,1.60855111,0.29302243,0.24368367,0.77429049,0.99881603,0.01149287
-5.29164582,3.83857339,1.58979978,0.29458723,0.22951810,0.77730224,0.98179662,0.01142546
-5.28564282,3.78479515,1.56374408,0.29517012,0.21641505,0.77793239,0.96016576,0.01129763
-5.27963982,3.71742233,1.53089069,0.29478733,0.20442672,0.77624464,0.93426003,0.01111245
-5.27363682,3.63768101,1.49184286,0.29347033,0.19360299,0.77233849,0.90449046,0.01087400
-5.26763382,3.54701210,1.44728355,0.29126497,0.18399081,0.76634685,0.87133170,0.01058719
-5.26163082,3.44703512,1.39795768,0.28823048,0.17563330,0.75843358,0.83530975,0.01025770
-5.25562781,3.33950906,1.34465408,0.28443832,0.16856855,0.74879088,0.79698877,0.00989177
-5.24962481,3.22629160,1.28818789,0.27997098,0.16282816,0.73763677,0.75695745,0.00949610
-5.24362181,3.10929809,1.22938376,0.27492066,0.15843563,0.72521244,0.71581542,0.00907767
-5.23761881,2.99046117,1.16906039,0.26938792,0.15540472,0.71177962,0.67416008,0.00864355
-5.23161581,2.87169218,1.10801665,0.26348023,0.15373774,0.69761785,0.63257429,0.00820081
-5.22561281,2.75484515,1.04701944,0.25731040,0.15342399,0.68302146,0.59161520,0.00775630
-5.21960980,2.64168397,0.98679348,0.25099496,0.15443851,0.66829632,0.55180443,0.00731659
-5.21360680,2.53385319,0.92801283,0.24465241,0.15674102,0.65375606,0.51361989,0.00688781
-5.20760380,2.43285294,0.87129427,0.23840129,0.16027538,0.63971792,0.47748912,0.00647554
-5.20160080,2.34001798,0.81719221,0.23235828,0.16496959,0.62649797,0.44378440,0.00608475
-5.19559780,2.25650099,0.76619506,0.22663607,0.17073622,0.61440583,0.41281940,0.00571976
-5.18959480,2.18326025,0.71872289,0.22134124,0.17747358,0.60373895,0.38484744,0.00538414
-5.18359180,2.12105128,0.67512608,0.21657221,0.18506741,0.59477646,0.36006108,0.00508073
-5.17758879,2.07042264,0.63568497,0.21241706,0.19339306,0.58777291,0.33859303,0.00481162
-5.17158579,2.03171531,0.60061024,0.20895166,0.20231828,0.58295196,0.32051811,0.00457816
-5.16558279,2.00506567,0.57004392,0.20623788,0.21170621,0.58050038,0.30585609,0.00438098
-5.15957979,1.99041171,0.54406111,0.20432210,0.22141870,0.58056248,0.29457535,0.00422004
