energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.77188594,8.63721797,0.10301838,1.32305836,4.21790992,2.31702824,0.08653802,3.75632150,2.40404282,1.25869101
-5.76588294,8.49519113,0.10506673,1.32933227,4.17326264,2.30759747,0.08255049,3.65393509,2.31687777,1.22736990
-5.75987994,8.34820864,0.10674853,1.33220253,4.12747736,2.29556009,0.07892313,3.55305508,2.23123017,1.19479596
-5.75387694,8.19629111,0.10803958,1.33132454,4.07994932,2.28051548,0.07566803,3.45418108,2.14777201,1.16118808
-5.74787394,8.03940374,0.10892318,1.32642071,4.03001964,2.26213699,0.07278843,3.35767049,2.06703548,1.12674411
-5.74187094,7.87751552,0.10939070,1.31729505,3.97702643,2.24019396,0.07027965,3.26375719,1.98941944,1.09164444
-5.73586793,7.71065271,0.10944194,1.30384449,3.92035274,2.21456812,0.06813022,3.17257175,1.91519911,1.05605568
-5.72986493,7.53894330,0.10908514,1.28606634,3.85946909,2.18526365,0.06632302,3.08416156,1.84453811,1.02013422
-5.72386193,7.36264995,0.10833665,1.26406153,3.79396825,2.15241040,0.06483652,2.99850989,1.77750173,0.98402921
-5.71785893,7.18218997,0.10722034,1.23803351,3.72359077,2.11626019,0.06364601,2.91555295,1.71407064,0.94788490
-5.71185593,6.99814176,0.10576673,1.20828273,3.64824050,2.07717657,0.06272469,2.83519432,1.65415424,0.91184215
-5.70585293,6.81123795,0.10401186,1.17519714,3.56798970,2.03561869,0.06204477,2.75731658,1.59760323,0.87603903
-5.69984992,6.62234656,0.10199596,1.13923911,3.48307429,1.99212034,0.06157843,2.68178998,1.54422096,0.84061063
-5.69384692,6.43244209,0.09976211,1.10092945,3.39387997,1.94726529,0.06129861,2.60847854,1.49377343,0.80568821
-5.68784392,6.24256870,0.09735466,1.06082920,3.30092091,1.90166055,0.06117966,2.53724380,1.44599802,0.77139774
-5.68184092,6.05379848,0.09481787,1.01952032,3.20481247,1.85590877,0.06119787,2.46794678,1.40061099,0.73785818
-5.67583792,5.86718741,0.09219440,0.97758586,3.10624016,1.81058138,0.06133173,2.40044859,1.35731409,0.70517947
-5.66983492,5.68373191,0.08952411,0.93559071,3.00592676,1.76619392,0.06156214,2.33461035,1.31580047,0.67346069
-5.66383192,5.50432849,0.08684293,0.89406377,2.90459981,1.72318449,0.06187234,2.27029264,1.27576013,0.64278826
-5.65782891,5.32973868,0.08418197,0.85348213,2.80296111,1.68189663,0.06224777,2.20735511,1.23688531,0.61323449
-5.65182591,5.16056103,0.08156692,0.81425807,2.70166011,1.64256710,0.06267577,2.14565631,1.19887584,0.58485653
-5.64582291,4.99721138,0.07901765,0.77672923,2.60127228,1.60531911,0.06314515,2.08505403,1.16144457,0.55769566
-5.63981991,4.83991233,0.07654814,0.74115224,2.50228352,1.57016118,0.06364571,2.02540621,1.12432296,0.53177711
-5.63381691,4.68869180,0.07416664,0.70770002,2.40508106,1.53699135,0.06416775,1.96657235,1.08726670,0.50711024
-5.62781391,4.54339088,0.07187610,0.67646261,2.30995093,1.50560654,0.06470150,1.90841548,1.05006121,0.48368913
-5.62181091,4.40367993,0.06967480,0.64745145,2.21708185,1.47571622,0.06523666,1.85080453,1.01252679,0.46149356
-5.61580790,4.26908220,0.06755722,0.62060654,2.12657474,1.44695988,0.06576199,1.79361697,0.97452322,0.44049026
-5.60980490,4.13900365,0.06551493,0.59580631,2.03845717,1.41892701,0.06626502,1.73674174,0.93595351,0.42063449
-5.60380190,4.01276744,0.06353774,0.57287938,1.95270154,1.39117897,0.06673187,1.68008220,0.89676665,0.40187176
-5.59779890,3.88965161,0.06161479,0.55161772,1.86924571,1.36327143,0.06714733,1.62355919,0.85695896,0.38413988
-5.59179590,3.76892837,0.05973561,0.53179056,1.78801492,1.33477652,0.06749499,1.56711411,0.81657424,0.36737104
-5.58579290,3.64990325,0.05789123,0.51315834,1.70894362,1.30530366,0.06775770,1.51071195,0.77570231,0.35149416
-5.57978989,3.53195274,0.05607512,0.49548615,1.63199608,1.27451841,0.06791804,1.45434419,0.73447619,0.33643722
-5.57378689,3.41455883,0.05428398,0.47855605,1.55718460,1.24215830,0.06795911,1.39803166,0.69306789,0.32212976
-5.56778389,3.29733926,0.05251838,0.46217786,1.48458452,1.20804549,0.06786531,1.34182718,0.65168313,0.30850528
-5.56178089,3.18007238,0.05078321,0.44619790,1.41434527,1.17209554,0.06762325,1.28581792,0.61055496,0.29550366
-5.55577789,3.06271555,0.04908788,0.43050550,1.34669704,1.13432222,0.06722265,1.23012735,0.56993681,0.28307340
-5.54977489,2.94541655,0.04744629,0.41503716,1.28195268,1.09483830,0.06665727,1.17491667,0.53009514,0.27117364
-5.54377189,2.82851744,0.04587662,0.39977810,1.22050489,1.05385240,0.06592567,1.12038549,0.49130190,0.25977585
-5.53776888,2.71255068,0.04440080,0.38476144,1.16281887,1.01166210,0.06503189,1.06677156,0.45382730,0.24886516
-5.53176588,2.59822748,0.04304389,0.37006510,1.10942057,0.96864380,0.06398587,1.01434938,0.41793293,0.23844107
-5.52576288,2.48641878,0.04183320,0.35580654,1.06088121,0.92523966,0.06280368,0.96342753,0.38386552,0.22851772
-5.51975988,2.37812928,0.04079731,0.34213585,1.01779860,0.88194229,0.06150747,0.91434451,0.35185151,0.21912342
-5.51375688,2.27446532,0.03996494,0.32922735,0.98077589,0.83927769,0.06012510,0.86746300,0.32209245,0.21029959
-5.50775388,2.17659761,0.03936376,0.31727022,0.95039854,0.79778721,0.05868956,0.82316260,0.29476138,0.20209900
-5.50175088,2.08572008,0.03901924,0.30645851,0.92721033,0.75800903,0.05723798,0.78183097,0.27000003,0.19458346
-5.49574787,2.00300606,0.03895340,0.29698101,0.91168927,0.72045997,0.05581053,0.74385363,0.24791696,0.18782087
-5.48974487,1.92956334,0.03918375,0.28901130,0.90422405,0.68561803,0.05444907,0.70960260,0.22858639,0.18188195
-5.48374187,1.86638980,0.03972224,0.28269849,0.90509214,0.65390642,0.05319555,0.67942420,0.21204776,0.17683660
-5.47773887,1.81433108,0.04057444,0.27815888,0.91443999,0.62567946,0.05209052,0.65362652,0.19830585,0.17275023
-5.47173587,1.77404196,0.04173884,0.27546894,0.93226634,0.60121083,0.05117138,0.63246689,0.18733137,0.16968007
-5.46573287,1.74595305,0.04320641,0.27465979,0.95840920,0.58068446,0.05047094,0.61614011,0.17906202,0.16767182
-5.45972986,1.73024408,0.04496037,0.27571342,0.99253702,0.56418842,0.05001587,0.60476771,0.17340379,0.16675670
-5.45372686,1.72682522,0.04697620,0.27856085,1.03414469,0.55171187,0.04982556,0.59838918,0.17023275,0.16694919
-5.44772386,1.73532730,0.04922198,0.28308210,1.08255472,0.54314519,0.04991105,0.59695538,0.16939708,0.16824557
-5.44172086,1.75510168,0.05165887,0.28910822,1.13692379,0.53828332,0.05027445,0.60032478,0.17071955,0.17062341
-5.43571786,1.78523035,0.05424195,0.29642522,1.19625476,0.53683212,0.05090859,0.60826296,0.17400031,0.17404208
-5.42971486,1.82454607,0.05692117,0.30477971,1.25941419,0.53841758,0.05179708,0.62044554,0.17902029,0.17844436
-5.42371186,1.87166250,0.05964261,0.31388620,1.32515500,0.54259759,0.05291480,0.63646477,0.18554498,0.18375920
-5.41770885,1.92501340,0.06234977,0.32343579,1.39214386,0.54887597,0.05422874,0.65583974,0.19332881,0.18990540
-5.41170585,1.98290007,0.06498506,0.33310598,1.45899275,0.55671827,0.05569917,0.67803010,0.20212008,0.19679634
-5.40570285,2.04354532,0.06749137,0.34257121,1.52429382,0.56556884,0.05728113,0.70245279,0.21166633,0.20434533
-5.39969985,2.10515250,0.06981350,0.35151396,1.58665673,0.57486882,0.05892622,0.72850145,0.22172018,0.21247161
-5.39369685,2.16596744,0.07189980,0.35963592,1.64474727,0.58407429,0.06058450,0.75556769,0.23204542,0.22110653
-5.38769385,2.22434107,0.07370346,0.36666891,1.69732626,0.59267428,0.06220652,0.78306346,0.24242326,0.23019969
-5.38169085,2.27879055,0.07518387,0.37238527,1.74328747,0.60020787,0.06374533,0.81044364,0.25265848,0.23972476
-5.37568784,2.32805651,0.07630767,0.37660727,1.78169342,0.60628019,0.06515847,0.83722777,0.26258517,0.24968446
-5.36968484,2.37115408,0.07704969,0.37921540,1.81180797,0.61057652,0.06640972,0.86301998,0.27207201,0.26011460
-5.36368184,2.40741586,0.07739352,0.38015524,1.83312454,0.61287442,0.06747062,0.88752614,0.28102651,0.27108658
-5.35767884,2.43652486,0.07733199,0.37944268,1.84538932,0.61305346,0.06832166,0.91056726,0.28939827,0.28270836
-5.35167584,2.45853608,0.07686725,0.37716749,1.84861857,0.61110220,0.06895306,0.93208843,0.29718075,0.29512333
-5.34567284,2.47388574,0.07601065,0.37349500,1.84310949,0.60712253,0.06936516,0.95216263,0.30441159,0.30850726
-5.33966983,2.48338759,0.07478232,0.36866609,1.82944457,0.60133110,0.06956833,0.97098908,0.31117122,0.32306299
-5.33366683,2.48821639,0.07321064,0.36299537,1.80848904,0.59405791,0.06958241,0.98888594,0.31757973,0.33901310
-5.32766383,2.48987898,0.07133132,0.35686771,1.78138170,0.58574230,0.06943575,1.00627748,0.32379209,0.35659048
-5.32166083,2.49017395,0.06918647,0.35073321,1.74951926,0.57692615,0.06916387,1.02367620,0.32999183,0.37602732
-5.31565783,2.49114138,0.06682345,0.34510077,1.71453476,0.56824490,0.06880772,1.04166042,0.33638327,0.39754266
-5.30965483,2.49500433,0.06429363,0.34053033,1.67827034,0.56041618,0.06841181,1.06084839,0.34318277,0.42132913
-5.30365183,2.50410430,0.06165113,0.33762403,1.64274509,0.55422663,0.06802207,1.08186989,0.35060921,0.44753939
-5.29764882,2.52083277,0.05895148,0.33701624,1.61011857,0.55051692,0.06768373,1.10533670,0.35887417,0.47627291
-5.29164582,2.54756124,0.05625034,0.33936269,1.58265055,0.55016526,0.06743921,1.13181323,0.36817220,0.50756379
-5.28564282,2.58657200,0.05360228,0.34532872,1.56265762,0.55406964,0.06732613,1.16178864,0.37867168,0.54137023
-5.27963982,2.63999187,0.05105958,0.35557668,1.55246729,0.56312897,0.06737565,1.19565191,0.39050668,0.57756651
-5.27363682,2.70973080,0.04867116,0.37075263,1.55437008,0.57822338,0.06761098,1.23367091,0.40377015,0.61593775
-5.26763382,2.79742702,0.04648166,0.39147225,1.57057028,0.60019382,0.06804642,1.27597657,0.41850890,0.65617821
-5.26163082,2.90440007,0.04453063,0.41830626,1.60313600,0.62982132,0.06868669,1.32255288,0.43472047,0.69789330
-5.25562781,3.03161272,0.04285183,0.45176529,1.65394904,0.66780615,0.06952683,1.37323322,0.45235215,0.74060554
-5.24962481,3.17964223,0.04147273,0.49228449,1.72465556,0.71474713,0.07055242,1.42770320,0.47130217,0.78376442
-5.24362181,3.34866150,0.04041414,0.54020816,1.81661827,0.77112178,0.07174035,1.48550966,0.49142298,0.82675983
-5.23761881,3.53842965,0.03969000,0.59577470,1.93087119,0.83726744,0.07305983,1.54607561,0.51252642,0.86893883
-5.23161581,3.74829206,0.03930727,0.65910235,2.06807810,0.91336420,0.07447389,1.60872001,0.53439060,0.90962492
-5.22561281,3.97718909,0.03926606,0.73017622,2.22849607,0.99942019,0.07594094,1.67268165,0.55676804,0.94813915
-5.21960980,4.22367286,0.03955980,0.80883722,2.41194519,1.09525973,0.07741666,1.73714557,0.57939474,0.98382215
-5.21360680,4.48593136,0.04017557,0.89477338,2.61778611,1.20051525,0.07885581,1.80127097,0.60199959,1.01605603
-5.20760380,4.76181892,0.04109454,0.98751433,2.84490670,1.31462341,0.08021414,1.86421906,0.62431382,1.04428526
-5.20160080,5.04889240,0.04229257,1.08642948,3.09171908,1.43682604,0.08145012,1.92517954,0.64607992,1.06803544
-5.19559780,5.34445213,0.04374079,1.19073026,3.35616805,1.56617639,0.08252645,1.98339453,0.66705951,1.08692920
-5.18959480,5.64558698,0.04540640,1.29947701,3.63575181,1.70155087,0.08341144,2.03817895,0.68704013,1.10069843
-5.18359180,5.94922273,0.04725339,1.41159066,3.92755528,1.84166634,0.08407994,2.08893650,0.70584023,1.10919227
-5.17758879,6.25217311,0.04924343,1.52586920,4.22829599,1.98510289,0.08451401,2.13517079,0.72331256,1.11238067
-5.17158579,6.55119283,0.05133670,1.64100873,4.53438196,2.13033143,0.08470327,2.17649149,0.73934568,1.11035322
-5.16558279,6.84303177,0.05349279,1.75562886,4.84198048,2.27574567,0.08464479,2.21261543,0.75386360,1.10331358
-5.15957979,7.12448960,0.05567155,1.86830158,5.14709608,2.41969734,0.08434281,2.24336329,0.76682383,1.09156975
-5.15357679,7.39247001,0.05783389,1.97758283,5.44565574,2.56053354,0.08380805,2.26865219,0.77821387,1.07552082
-5.14757379,7.64403349,0.05994259,2.08204587,5.73359851,2.69663493,0.08305683,2.28848528,0.78804659,1.05564086
-5.14157079,7.87644772,0.06196293,2.18031504,6.00696691,2.82645333,0.08211004,2.30293902,0.79635469,1.03246084
-5.13556778,8.08723434,0.06386333,2.27109886,6.26199691,2.94854723,0.08099195,2.31214923,0.80318474,1.00654941
-5.12956478,8.27421114,0.06561583,2.35322114,6.49520354,3.06161393,0.07972904,2.31629693,0.80859114,0.97849349
-5.12356178,8.43552839,0.06719639,2.42564890,6.70345897,3.16451689,0.07834872,2.31559468,0.81263028,0.94887954
-5.11755878,8.56969843,0.06858519,2.48751600,6.88406062,3.25630744,0.07687827,2.31027439,0.81535541,0.91827622
-5.11155578,8.67561757,0.06976670,2.53814175,7.03478682,3.33624002,0.07534378,2.30057713,0.81681233,0.88721910
-5.10555278,8.75257967,0.07072967,2.57704351,7.15393842,3.40378045,0.07376932,2.28674528,0.81703623,0.85619802
-5.09954977,8.80028106,0.07146697,2.60394331,7.24036530,3.45860723,0.07217622,2.26901742,0.81604978,0.82564722
-5.09354677,8.81881672,0.07197540,2.61876806,7.29347715,3.50060622,0.07058263,2.24762588,0.81386253,0.79593863
-5.08754377,8.80866805,0.07225534,2.62164369,7.31323906,3.52985909,0.06900324,2.22279677,0.81047165,0.76737816
-5.08154077,8.77068286,0.07231041,2.61288373,7.30015260,3.54662674,0.06744915,2.19475241,0.80586389,0.74020490
-5.07553777,8.70604854,0.07214702,2.59297296,7.25522403,3.55132864,0.06592803,2.16371556,0.80001864,0.71459301
-5.06953477,8.61625970,0.07177404,2.56254707,7.17992158,3.54451944,0.06444433,2.12991502,0.79291192,0.69065583
-5.06353177,8.50308164,0.07120228,2.52236943,7.07612396,3.52686428,0.06299970,2.09359225,0.78452090,0.66845190
-5.05752876,8.36851137,0.07044425,2.47330602,6.94606289,3.49911421,0.06159349,2.05500821,0.77482897,0.64799235
-5.05152576,8.21473755,0.06951374,2.41629974,6.79226190,3.46208277,0.06022329,2.01445015,0.76383080,0.62924919
-5.04552276,8.04410096,0.06842558,2.35234503,6.61747399,3.41662509,0.05888554,1.97223777,0.75153725,0.61216408
-5.03951976,7.85905677,0.06719548,2.28246396,6.42462038,3.36362011,0.05757617,1.92872834,0.73797985,0.59665718
-5.03351676,7.66213957,0.06583983,2.20768432,6.21673213,3.30395663,0.05629116,1.88432049,0.72321459,0.58263555
-5.02751376,7.45593182,0.06437565,2.12902059,5.99689613,3.23852327,0.05502708,1.83945630,0.70732477,0.57000099
-5.02151076,7.24303612,0.06282057,2.04745791,5.76820645,3.16820236,0.05378160,1.79462146,0.69042286,0.55865683
-5.01550775,7.02605102,0.06119276,1.96393934,5.53372157,3.09386726,0.05255385,1.75034349,0.67265106,0.54851375
-5.00950475,6.80755006,0.05951100,1.87935642,5.29642747,3.01638263,0.05134471,1.70718763,0.65418066,0.53949414
-5.00350175,6.59006319,0.05779463,1.79454261,5.05920649,2.93660662,0.05015701,1.66575061,0.63521009,0.53153524
-4.99749875,6.37605962,0.05606355,1.71026940,4.82481102,2.85539408,0.04899560,1.62665216,0.61596174,0.52459082
-4.99149575,6.16793104,0.05433809,1.62724456,4.59584144,2.77359988,0.04786726,1.59052431,0.59667749,0.51863161
-4.98549275,5.96797400,0.05263896,1.54611198,4.37472727,2.69208116,0.04678059,1.55799873,0.57761338,0.51364428
-4.97948974,5.77837066,0.05098696,1.46745255,4.16371049,2.61169782,0.04574573,1.52969214,0.55903318,0.50962942
-4.97348674,5.60116700,0.04940276,1.39178561,3.96483031,2.53331043,0.04477400,1.50619031,0.54120155,0.50659840
-4.96748374,5.43824824,0.04790651,1.31957049,3.77990866,2.45777514,0.04387748,1.48803084,0.52437656,0.50456946
-4.96148074,5.29131156,0.04651747,1.25120784,3.61053597,2.38593542,0.04306850,1.47568543,0.50880227,0.50356322
-4.95547774,5.16183637,0.04525348,1.18704055,3.45805718,2.31861064,0.04235913,1.46954203,0.49470134,0.50359783
-4.94947474,5.05105350,0.04413052,1.12735410,3.32355806,2.25658199,0.04176059,1.46988782,0.48226817,0.50468408
-4.94347174,4.95991434,0.04316214,1.07237651,3.20785250,2.20057622,0.04128273,1.47689356,0.47166282,0.50682079
-4.93746873,4.88906205,0.04235900,1.02227794,3.11147134,2.15124822,0.04093350,1.49060037,0.46300585,0.50999070
-4.93146573,4.83880665,0.04172835,0.97717030,3.03465398,2.10916336,0.04071844,1.51090963,0.45637464,0.51415718
-4.92546273,4.80910645,0.04127371,0.93710708,2.97734360,2.07478077,0.04064036,1.53757684,0.45180110,0.51926207
-4.91945973,4.79955769,0.04099451,0.90208388,2.93918737,2.04843868,0.04069893,1.57021026,0.44927117,0.52522479
-4.91345673,4.80939461,0.04088590,0.87203989,2.91954270,2.03034305,0.04089056,1.60827483,0.44872608,0.53194295
-4.90745373,4.83750152,0.04093875,0.84686067,2.91749046,2.02056019,0.04120827,1.65110184,0.45006554,0.53929455
-4.90145073,4.88243782,0.04113971,0.82638247,2.93185595,2.01901446,0.04164177,1.69790444,0.45315277,0.54714172
-4.89544772,4.94247669,0.04147147,0.81039827,2.96123791,2.02549128,0.04217763,1.74779901,0.45782125,0.55533616
-4.88944472,5.01565690,0.04191316,0.79866545,3.00404564,2.03964585,0.04279959,1.79983195,0.46388314,0.56372573
-4.88344172,5.09984690,0.04244094,0.79091512,3.05854366,2.06101734,0.04348899,1.85301105,0.47113891,0.57216240
-4.87743872,5.19281913,0.04302862,0.78686274,3.12290307,2.08904807,0.04422534,1.90634067,0.47938804,0.58051089
-4.87143572,5.29233201,0.04364847,0.78621968,3.19525797,2.12310697,0.04498692,1.95885930,0.48844022,0.58865777
-4.86543272,5.39621638,0.04427213,0.78870535,3.27376535,2.16251621,0.04575150,2.00967802,0.49812680,0.59652046
-4.85942971,5.50246239,0.04487143,0.79405906,3.35666594,2.20657964,0.04649709,2.05801824,0.50831173,0.60405581
-4.85342671,5.60930307,0.04541938,0.80205121,3.44234372,2.25461166,0.04720268,2.10324704,0.51890173,0.61126757
-4.84742371,5.71529000,0.04589103,0.81249300,3.52938122,2.30596488,0.04784900,2.14490818,0.52985503,0.61821240
-4.84142071,5.81935738,0.04626425,0.82524408,3.61660814,2.36005510,0.04841919,2.18274745,0.54118825,0.62500396
-4.83541771,5.92087042,0.04652051,0.84021752,3.70314054,2.41638217,0.04889944,2.21673069,0.55298095,0.63181474
-4.82941471,6.01965534,0.04664540,0.85738163,3.78840832,2.47454548,0.04927949,2.24705336,0.56537751,0.63887524
-4.82341171,6.11600833,0.04662909,0.87675834,3.87216935,2.53425310,0.04955304,2.27414094,0.57858615,0.64647061
-4.81740870,6.21068237,0.04646656,0.89841792,3.95450867,2.59532398,0.04971799,2.29863966,0.59287470,0.65493434
-4.81140570,6.30485155,0.04615766,0.92247011,4.03582237,2.65768297,0.04977653,2.32139751,0.60856339,0.66463946
-4.80540270,6.40005372,0.04570698,0.94905192,4.11678616,2.72134880,0.04973512,2.34343616,0.62601456,0.67598717
-4.79939970,6.49811349,0.04512360,0.97831256,4.19830951,2.78641564,0.04960420,2.36591454,0.64561954,0.68939343
-4.79339670,6.60104851,0.04442053,1.01039605,4.28147718,2.85302922,0.04939786,2.39008530,0.66778326,0.70527379
-4.78739370,6.71096298,0.04361420,1.04542253,4.36748028,2.92135871,0.04913332,2.41724600,0.69290684,0.72402711
-4.78139070,6.82993291,0.04272368,1.08346901,4.45754005,2.99156603,0.04883026,2.44868659,0.72136900,0.74601868
-4.77538769,6.95988824,0.04176992,1.12455062,4.55282768,3.06377427,0.04851009,2.48563549,0.75350684,0.77156337
-4.76938469,7.10249710,0.04077490,1.16860359,4.65438392,3.13803699,0.04819512,2.52920622,0.78959682,0.80090947
-4.76338169,7.25905736,0.03976081,1.21547064,4.76304237,3.21431020,0.04790770,2.58034672,0.82983665,0.83422385
-4.75737869,7.43040048,0.03874920,1.26489000,4.87936004,3.29242855,0.04766929,2.63979339,0.87432900,0.87157890
-4.75137569,7.61681186,0.03776022,1.31648864,5.00355866,3.37208721,0.04749967,2.70803152,0.92306754,0.91294205
-4.74537269,7.81797142,0.03681202,1.36978028,5.13547960,3.45283037,0.04741603,2.78526382,0.97592620,0.95816800
-4.73936968,8.03291677,0.03592010,1.42416854,5.27455460,3.53404710,0.04743229,2.87138795,1.03265197,1.00699425
-4.73336668,8.26003091,0.03509691,1.47895534,5.41979376,3.61497475,0.04755839,2.96598423,1.09286185,1.05904010
-4.72736368,8.49705461,0.03435157,1.53335414,5.56979141,3.69470985,0.04779986,3.06831367,1.15604408,1.11380924
-4.72136068,8.74112315,0.03368966,1.58650779,5.72274958,3.77222576,0.04815738,3.17732651,1.22156372,1.17069604
-4.71535768,8.98882574,0.03311324,1.63751011,5.87651791,3.84639633,0.04862663,3.29168106,1.28867272,1.22899539
-4.70935468,9.23628526,0.03262087,1.68543039,6.02864824,3.91602428,0.04919823,3.40977204,1.35652399,1.28791602
-4.70335168,9.47925506,0.03220789,1.72933971,6.17646135,3.97987297,0.04985792,3.52976760,1.42418923,1.34659683
-4.69734867,9.71322929,0.03186671,1.76833800,6.31712284,4.03670005,0.05058686,3.64965379,1.49067995,1.40412607
-4.69134567,9.93356261,0.03158715,1.80158065,6.44772509,4.08529147,0.05136211,3.76728513,1.55497112,1.45956269
-4.68534267,10.13559515,0.03135695,1.82830358,6.56537166,4.12449456,0.05215733,3.88043978,1.61602657,1.51195953
-4.67933967,10.31477864,0.03116224,1.84784576,6.66726107,4.15324880,0.05294348,3.98687765,1.67282553,1.56038752
-4.67333667,10.46679965,0.03098805,1.85966826,6.75076682,4.17061334,0.05368976,4.08439982,1.72438942,1.60396048
-4.66733367,10.58769646,0.03081883,1.86336930,6.81351078,4.17579047,0.05436453,4.17090762,1.76980803,1.64185965
-4.66133067,10.67396619,0.03063902,1.85869459,6.85342789,4.16814453,0.05493637,4.24445980,1.80826442,1.67335727
-4.65532766,10.72265961,0.03043344,1.84554304,6.86882032,4.14721604,0.05537502,4.30332618,1.83905779,1.69783871
-4.64932466,10.73146126,0.03018787,1.82396758,6.85839983,4.11273102,0.05565242,4.34603644,1.86162358,1.71482212
-4.64332166,10.69875325,0.02988937,1.79417134,6.82131778,4.06460571,0.05574364,4.37142266,1.87555036,1.72397537
