energy_ev,total_up,Al_p_up,Al_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.65182591,0.19000852,0.01224201,0.00000000,0.10683120,0.02523414,0.00178261,0.03722413
-5.64582291,0.17759339,0.01050354,0.00000000,0.09901069,0.02476029,0.00152277,0.03658758
-5.63981991,0.16700960,0.00897062,0.00000000,0.09171446,0.02465623,0.00129272,0.03628242
-5.63381691,0.15839318,0.00763658,0.00000000,0.08503362,0.02494813,0.00109104,0.03635567
-5.62781391,0.15185666,0.00649337,0.00000000,0.07904694,0.02565882,0.00091606,0.03684874
-5.62181091,0.14748845,0.00553231,0.00000000,0.07381996,0.02680720,0.00076598,0.03779616
-5.61580790,0.14535260,0.00474480,0.00000000,0.06940449,0.02840779,0.00063896,0.03922432
-5.60980490,0.14548892,0.00412298,0.00000000,0.06583861,0.03047022,0.00053317,0.04115049
-5.60380190,0.14791337,0.00366038,0.00000000,0.06314695,0.03299873,0.00044691,0.04358180
-5.59779890,0.15261891,0.00335244,0.00000000,0.06134148,0.03599182,0.00037862,0.04651460
-5.59179590,0.15957660,0.00319707,0.00000000,0.06042250,0.03944188,0.00032697,0.04993388
-5.58579290,0.16873722,0.00319501,0.00000000,0.06038003,0.04333500,0.00029089,0.05381307
-5.57978989,0.18003322,0.00335024,0.00000000,0.06119533,0.04765093,0.00026963,0.05811407
-5.57378689,0.19338118,0.00367024,0.00000000,0.06284270,0.05236315,0.00026277,0.06278759
-5.56778389,0.20868467,0.00416617,0.00000000,0.06529132,0.05743925,0.00027027,0.06777387
-5.56178089,0.22583760,0.00485300,0.00000000,0.06850728,0.06284136,0.00029246,0.07300373
-5.55577789,0.24472778,0.00574955,0.00000000,0.07245551,0.06852697,0.00033010,0.07839997
-5.54977489,0.26524093,0.00687837,0.00000000,0.07710174,0.07444974,0.00038433,0.08387908
-5.54377189,0.28726468,0.00826559,0.00000000,0.08241433,0.08056069,0.00045672,0.08935328
-5.53776888,0.31069265,0.00994058,0.00000000,0.08836598,0.08680936,0.00054925,0.09473274
-5.53176588,0.33542827,0.01193555,0.00000000,0.09493508,0.09314518,0.00066431,0.09992806
-5.52576288,0.36138813,0.01428499,0.00000000,0.10210692,0.09951876,0.00080467,0.10485279
-5.51975988,0.38850486,0.01702496,0.00000000,0.10987443,0.10588323,0.00097345,0.10942593
-5.51375688,0.41672892,0.02019224,0.00000000,0.11823853,0.11219549,0.00117409,0.11357439
-5.50775388,0.44602959,0.02382341,0.00000000,0.12720806,0.11841721,0.00141029,0.11723521
-5.50175088,0.47639462,0.02795372,0.00000000,0.13679925,0.12451571,0.00168595,0.12035754
-5.49574787,0.50782863,0.03261593,0.00000000,0.14703464,0.13046450,0.00200506,0.12290415
-5.48974487,0.54035028,0.03783907,0.00000000,0.15794164,0.13624359,0.00237163,0.12485258
-5.48374187,0.57398805,0.04364710,0.00000000,0.16955058,0.14183943,0.00278954,0.12619578
-5.47773887,0.60877499,0.05005761,0.00000000,0.18189246,0.14724456,0.00326242,0.12694214
-5.47173587,0.64474243,0.05708059,0.00000000,0.19499643,0.15245691,0.00379350,0.12711507
-5.46573287,0.68191312,0.06471720,0.00000000,0.20888701,0.15747899,0.00438545,0.12675208
-5.45972986,0.72029391,0.07295879,0.00000000,0.22358138,0.16231667,0.00504016,0.12590333
-5.45372686,0.75986853,0.08178600,0.00000000,0.23908662,0.16697797,0.00575866,0.12462981
-5.44772386,0.80059072,0.09116815,0.00000000,0.25539724,0.17147175,0.00654086,0.12300125
-5.44172086,0.84237816,0.10106291,0.00000000,0.27249290,0.17580632,0.00738542,0.12109376
-5.43571786,0.88510754,0.11141623,0.00000000,0.29033667,0.17998825,0.00828964,0.11898737
-5.42971486,0.92861105,0.12216260,0.00000000,0.30887369,0.18402125,0.00924930,0.11676358
-5.42371186,0.97267454,0.13322568,0.00000000,0.32803042,0.18790522,0.01025863,0.11450293
-5.41770885,1.01703750,0.14451921,0.00000000,0.34771452,0.19163562,0.01131026,0.11228278
-5.41170585,1.06139492,0.15594819,0.00000000,0.36781525,0.19520305,0.01239525,0.11017531
-5.40570285,1.10540097,0.16741043,0.00000000,0.38820451,0.19859310,0.01350316,0.10824579
-5.39969985,1.14867443,0.17879822,0.00000000,0.40873833,0.20178650,0.01462225,0.10655111
-5.39369685,1.19080552,0.19000021,0.00000000,0.42925889,0.20475947,0.01573964,0.10513873
-5.38769385,1.23136411,0.20090342,0.00000000,0.44959677,0.20748431,0.01684165,0.10404583
-5.38169085,1.26990860,0.21139523,0.00000000,0.46957360,0.20993017,0.01791407,0.10329890
-5.37568784,1.30599557,0.22136546,0.00000000,0.48900478,0.21206391,0.01894266,0.10291347
-5.36968484,1.33918942,0.23070824,0.00000000,0.50770232,0.21385108,0.01991348,0.10289422
-5.36368184,1.36907200,0.23932388,0.00000000,0.52547765,0.21525693,0.02081345,0.10323525
-5.35767884,1.39525173,0.24712045,0.00000000,0.54214445,0.21624734,0.02163081,0.10392054
-5.35167584,1.41737204,0.25401532,0.00000000,0.55752134,0.21678987,0.02235557,0.10492469
-5.34567284,1.43511895,0.25993631,0.00000000,0.57143449,0.21685463,0.02298005,0.10621369
-5.33966983,1.44822764,0.26482276,0.00000000,0.58372024,0.21641511,0.02349923,0.10774602
-5.33366683,1.45648796,0.26862634,0.00000000,0.59422749,0.21544895,0.02391114,0.10947375
-5.32766383,1.45974887,0.27131163,0.00000000,0.60282027,0.21393867,0.02421718,0.11134389
-5.32166083,1.45792186,0.27285660,0.00000000,0.60938014,0.21187222,0.02442226,0.11329991
-5.31565783,1.45098339,0.27325285,0.00000000,0.61380871,0.20924360,0.02453495,0.11528336
-5.30965483,1.43897635,0.27250581,0.00000000,0.61603018,0.20605330,0.02456741,0.11723564
-5.30365183,1.42201079,0.27063472,0.00000000,0.61599384,0.20230870,0.02453529,0.11909991
-5.29764882,1.40026368,0.26767257,0.00000000,0.61367652,0.19802448,0.02445746,0.12082305
-5.29164582,1.37397804,0.26366592,0.00000000,0.60908498,0.19322286,0.02435562,0.12235764
-5.28564282,1.34346109,0.25867456,0.00000000,0.60225799,0.18793378,0.02425384,0.12366391
-5.27963982,1.30908166,0.25277109,0.00000000,0.59326802,0.18219499,0.02417798,0.12471157
-5.27363682,1.27126659,0.24604026,0.00000000,0.58222248,0.17605197,0.02415499,0.12548147
-5.26763382,1.23049614,0.23857817,0.00000000,0.56926420,0.16955776,0.02421220,0.12596691
-5.26163082,1.18729827,0.23049122,0.00000000,0.55457111,0.16277254,0.02437651,0.12617469
-5.25562781,1.14224176,0.22189482,0.00000000,0.53835493,0.15576310,0.02467360,0.12612564
-5.24962481,1.09592808,0.21291177,0.00000000,0.52085881,0.14860205,0.02512710,0.12585468
-5.24362181,1.04898212,0.20367046,0.00000000,0.50235389,0.14136684,0.02575777,0.12541042
-5.23761881,1.00204174,0.19430266,0.00000000,0.48313462,0.13413865,0.02658275,0.12485409
-5.23161581,0.95574635,0.18494119,0.00000000,0.46351313,0.12700101,0.02761488,0.12425803
-5.22561281,0.91072475,0.17571730,0.00000000,0.44381261,0.12003836,0.02886206,0.12370361
-5.21960980,0.86758247,0.16675790,0.00000000,0.42435991,0.11333443,0.03032676,0.12327875
-5.21360680,0.82688894,0.15818277,0.00000000,0.40547756,0.10697061,0.03200569,0.12307503
-5.20760380,0.78916496,0.15010174,0.00000000,0.38747560,0.10102427,0.03388949,0.12318456
-5.20160080,0.75487083,0.14261200,0.00000000,0.37064335,0.09556709,0.03596276,0.12369666
-5.19559780,0.72439553,0.13579568,0.00000000,0.35524153,0.09066356,0.03820407,0.12469458
-5.18959480,0.69804745,0.12971763,0.00000000,0.34149507,0.08636953,0.04058632,0.12625221
-5.18359180,0.67604691,0.12442380,0.00000000,0.32958680,0.08273094,0.04307710,0.12843113
-5.17758879,0.65852090,0.11993997,0.00000000,0.31965237,0.07978283,0.04563934,0.13127791
-5.17158579,0.64550026,0.11627112,0.00000000,0.31177658,0.07754850,0.04823209,0.13482185
-5.16558279,0.63691927,0.11340143,0.00000000,0.30599127,0.07603900,0.05081136,0.13907331
-5.15957979,0.63261800,0.11129492,0.00000000,0.30227485,0.07525288,0.05333121,0.14402255
-5.15357679,0.63234706,0.10989664,0.00000000,0.30055352,0.07517616,0.05574479,0.14963921
-5.14757379,0.63577480,0.10913458,0.00000000,0.30070408,0.07578261,0.05800553,0.15587249
-5.14157079,0.64249665,0.10892204,0.00000000,0.30255822,0.07703432,0.06006830,0.16265186
-5.13556778,0.65204629,0.10916049,0.00000000,0.30590823,0.07888244,0.06189063,0.16988852
-5.12956478,0.66390822,0.10974277,0.00000000,0.31051363,0.08126813,0.06343373,0.17747730
-5.12356178,0.67753142,0.11055654,0.00000000,0.31610875,0.08412382,0.06466363,0.18529913
-5.11755878,0.69234351,0.11148778,0.00000000,0.32241077,0.08737444,0.06555199,0.19322393
-5.11155578,0.70776513,0.11242436,0.00000000,0.32912803,0.09093900,0.06607690,0.20111384
-5.10555278,0.72322386,0.11325936,0.00000000,0.33596820,0.09473207,0.06622346,0.20882664
-5.09954977,0.73816758,0.11389414,0.00000000,0.34264617,0.09866552,0.06598411,0.21621937
-5.09354677,0.75207657,0.11424104,0.00000000,0.34889131,0.10265017,0.06535883,0.22315194
-5.08754377,0.76447445,0.11422557,0.00000000,0.35445392,0.10659751,0.06435505,0.22949072
-5.08154077,0.77493727,0.11378807,0.00000000,0.35911075,0.11042147,0.06298743,0.23511191
-5.07553777,0.78310104,0.11288478,0.00000000,0.36266936,0.11404001,0.06127733,0.23990470
-5.06953477,0.78866732,0.11148834,0.00000000,0.36497149,0.11737675,0.05925219,0.24377405
-5.06353177,0.79140693,0.10958773,0.00000000,0.36589516,0.12036249,0.05694472,0.24664316
-5.05752876,0.79116192,0.10718758,0.00000000,0.36535574,0.12293647,0.05439195,0.24845534
-5.05152576,0.78784578,0.10430713,0.00000000,0.36330597,0.12504767,0.05163421,0.24917553
-5.04552276,0.78144213,0.10097870,0.00000000,0.35973511,0.12665572,0.04871405,0.24879114
-5.03951976,0.77200199,0.09724594,0.00000000,0.35466726,0.12773172,0.04567516,0.24731249
-5.03351676,0.75963996,0.09316182,0.00000000,0.34815904,0.12825876,0.04256135,0.24477258
-5.02751376,0.74452936,0.08878658,0.00000000,0.34029683,0.12823218,0.03941552,0.24122638
-5.02151076,0.72689666,0.08418559,0.00000000,0.33119357,0.12765964,0.03627880,0.23674966
-5.01550775,0.70701531,0.07942741,0.00000000,0.32098542,0.12656073,0.03318984,0.23143722
-5.00950475,0.68519931,0.07458196,0.00000000,0.30982828,0.12496655,0.03018416,0.22540089
-5.00350175,0.66179638,0.06971888,0.00000000,0.29789425,0.12291877,0.02729378,0.21876694
-4.99749875,0.63718130,0.06490623,0.00000000,0.28536827,0.12046864,0.02454696,0.21167345
-4.99149575,0.61174905,0.06020943,0.00000000,0.27244479,0.11767561,0.02196811,0.20426724
-4.98549275,0.58590830,0.05569050,0.00000000,0.25932466,0.11460588,0.01957793,0.19670077
-4.97948974,0.56007500,0.05140756,0.00000000,0.24621221,0.11133073,0.01739362,0.18912897
-4.97348674,0.53466628,0.04741466,0.00000000,0.23331258,0.10792471,0.01542934,0.18170605
-4.96748374,0.51009473,0.04376172,0.00000000,0.22082919,0.10446380,0.01369664,0.17458243
-4.96148074,0.48676297,0.04049472,0.00000000,0.20896149,0.10102358,0.01220508,0.16790179
-4.95547774,0.46505870,0.03765591,0.00000000,0.19790287,0.09767740,0.01096287,0.16179845
-4.94947474,0.44535017,0.03528416,0.00000000,0.18783881,0.09449467,0.00997750,0.15639493
-4.94347174,0.42798197,0.03341523,0.00000000,0.17894512,0.09153926,0.00925637,0.15179993
-4.93746873,0.41327143,0.03208203,0.00000000,0.17138631,0.08886814,0.00880737,0.14810668
-4.93146573,0.40150532,0.03131471,0.00000000,0.16531418,0.08653026,0.00863939,0.14539168
-4.92546273,0.39293698,0.03114068,0.00000000,0.16086629,0.08456560,0.00876270,0.14371385
-4.91945973,0.38778385,0.03158438,0.00000000,0.15816464,0.08300462,0.00918922,0.14311415
-4.91345673,0.38622528,0.03266693,0.00000000,0.15731424,0.08186795,0.00993260,0.14361549
-4.90745373,0.38840066,0.03440552,0.00000000,0.15840169,0.08116630,0.01100816,0.14522310
-4.90145073,0.39440770,0.03681269,0.00000000,0.16149370,0.08090080,0.01243265,0.14792512
-4.89544772,0.40430094,0.03989537,0.00000000,0.16663553,0.08106343,0.01422384,0.15169353
-4.88944472,0.41809027,0.04365392,0.00000000,0.17384940,0.08163779,0.01639988,0.15648515
-4.88344172,0.43573961,0.04808100,0.00000000,0.18313275,0.08259991,0.01897856,0.16224292
-4.87743872,0.45716554,0.05316047,0.00000000,0.19445658,0.08391934,0.02197643,0.16889707
-4.87143572,0.48223615,0.05886637,0.00000000,0.20776378,0.08556016,0.02540773,0.17636642
-4.86543272,0.51076981,0.06516201,0.00000000,0.22296757,0.08748214,0.02928335,0.18455957
-4.85942971,0.54253435,0.07199926,0.00000000,0.23995018,0.08964179,0.03360966,0.19337605
-4.85342671,0.57724642,0.07931812,0.00000000,0.25856186,0.09199338,0.03838742,0.20270733
-4.84742371,0.61457147,0.08704657,0.00000000,0.27862038,0.09448987,0.04361075,0.21243777
-4.84142071,0.65412429,0.09510088,0.00000000,0.29991109,0.09708372,0.04926619,0.22244552
-4.83541771,0.69547056,0.10338623,0.00000000,0.32218783,0.09972758,0.05533198,0.23260331
-4.82941471,0.73812939,0.11179784,0.00000000,0.34517456,0.10237482,0.06177758,0.24277930
-4.82341171,0.78157724,0.12022250,0.00000000,0.36856817,0.10497997,0.06856342,0.25283801
-4.81740870,0.82525323,0.12854047,0.00000000,0.39204208,0.10749909,0.07564108,0.26264130
-4.81140570,0.86856600,0.13662776,0.00000000,0.41525116,0.10989000,0.08295373,0.27204964
-4.80540270,0.91090225,0.14435877,0.00000000,0.43783748,0.11211254,0.09043701,0.28092346
-4.79939970,0.95163674,0.15160907,0.00000000,0.45943710,0.11412878,0.09802024,0.28912491
-4.79339670,0.99014381,0.15825833,0.00000000,0.47968774,0.11590325,0.10562807,0.29651979
-4.78739370,1.02581011,0.16419332,0.00000000,0.49823690,0.11740324,0.11318232,0.30297972
-4.78139070,1.05804818,0.16931080,0.00000000,0.51475052,0.11859913,0.12060428,0.30838460
-4.77538769,1.08631061,0.17352021,0.00000000,0.52892161,0.11946481,0.12781702,0.31262519
-4.76938469,1.11010417,0.17674607,0.00000000,0.54047869,0.11997815,0.13474799,0.31560568
-4.76338169,1.12900346,0.17893005,0.00000000,0.54919367,0.12012155,0.14133149,0.31724637
-4.75737869,1.14266357,0.18003251,0.00000000,0.55488875,0.11988244,0.14751116,0.31748605
-4.75137569,1.15083104,0.18003354,0.00000000,0.55744223,0.11925385,0.15324219,0.31628418
-4.74537269,1.15335281,0.17893340,0.00000000,0.55679273,0.11823492,0.15849321,0.31362265
-4.73936968,1.15018247,0.17675250,0.00000000,0.55294174,0.11683128,0.16324781,0.30950702
-4.73336668,1.14138365,0.17353059,0.00000000,0.54595433,0.11505534,0.16750543,0.30396720
-4.72736368,1.12713012,0.16932561,0.00000000,0.53595791,0.11292638,0.17128166,0.29705740
-4.72136068,1.10770254,0.16421192,0.00000000,0.52313903,0.11047046,0.17460796,0.28885541
-4.71535768,1.08348184,0.15827813,0.00000000,0.50773838,0.10772007,0.17753047,0.27946120
-4.70935468,1.05493940,0.15162457,0.00000000,0.49004412,0.10471361,0.18010834,0.26899478
-4.70335168,1.02262430,0.14436057,0.00000000,0.47038374,0.10149453,0.18241121,0.25759350
-4.69734867,0.98714805,0.13660152,0.00000000,0.44911483,0.09811033,0.18451619,0.24540879
-4.69134567,0.94916745,0.12846591,0.00000000,0.42661508,0.09461137,0.18650429,0.23260254
-4.68534267,0.90936601,0.12007248,0.00000000,0.40327186,0.09104948,0.18845649,0.21934315
-4.67933967,0.86843489,0.11153748,0.00000000,0.37947178,0.08747650,0.19044968,0.20580154
-4.67333667,0.82705378,0.10297218,0.00000000,0.35559063,0.08394284,0.19255250,0.19214711
-4.66733367,0.78587277,0.09448072,0.00000000,0.33198406,0.08049600,0.19482143,0.17854399
-4.66133067,0.74549561,0.08615829,0.00000000,0.30897923,0.07717923,0.19729722,0.16514750
-4.65532766,0.70646518,0.07808977,0.00000000,0.28686778,0.07403039,0.20000195,0.15210113
-4.64932466,0.66925157,0.07034878,0.00000000,0.26590033,0.07108097,0.20293679,0.13953402
-4.64332166,0.63424331,0.06299715,0.00000000,0.24628251,0.06835544,0.20608065,0.12755906
-4.63731866,0.60174183,0.05608483,0.00000000,0.22817275,0.06587092,0.20938987,0.11627165
-4.63131566,0.57195947,0.04965013,0.00000000,0.21168165,0.06363708,0.21279891,0.10574910
-4.62531266,0.54502094,0.04372041,0.00000000,0.19687305,0.06165655,0.21622209,0.09605069
-4.61930965,0.52096795,0.03831295,0.00000000,0.18376651,0.05992545,0.21955636,0.08721830
-4.61330665,0.49976688,0.03343611,0.00000000,0.17234107,0.05843435,0.22268498,0.07927765
-4.60730365,0.48131899,0.02909063,0.00000000,0.16254015,0.05716944,0.22548183,0.07223990
-4.60130065,0.46547253,0.02527106,0.00000000,0.15427723,0.05611381,0.22781644,0.06610361
-4.59529765,0.45203625,0.02196720,0.00000000,0.14744211,0.05524893,0.22955919,0.06085700
-4.58929465,0.44079366,0.01916548,0.00000000,0.14190754,0.05455611,0.23058667,0.05648023
-4.58329165,0.43151730,0.01685031,0.00000000,0.13753577,0.05401793,0.23078683,0.05294774
-4.57728864,0.42398230,0.01500530,0.00000000,0.13418501,0.05361954,0.23006369,0.05023048
-4.57128564,0.41797876,0.01361421,0.00000000,0.13171533,0.05334977,0.22834146,0.04829784
-4.56528264,0.41332229,0.01266184,0.00000000,0.12999400,0.05320195,0.22556779,0.04711942
-4.55927964,0.40986224,0.01213452,0.00000000,0.12889989,0.05317448,0.22171601,0.04666628
-4.55327664,0.40748734,0.01202051,0.00000000,0.12832701,0.05327100,0.21678640,0.04691188
-4.54727364,0.40612852,0.01231003,0.00000000,0.12818691,0.05350021,0.21080623,0.04783252
-4.54127064,0.40575888,0.01299517,0.00000000,0.12841008,0.05387540,0.20382887,0.04940732
-4.53526763,0.40639080,0.01406941,0.00000000,0.12894613,0.05441353,0.19593174,0.05161783
-4.52926463,0.40807054,0.01552713,0.00000000,0.12976305,0.05513413,0.18721349,0.05444721
-4.52326163,0.41087063,0.01736284,0.00000000,0.13084545,0.05605794,0.17779046,0.05787912
-4.51725863,0.41488049,0.01957029,0.00000000,0.13219203,0.05720535,0.16779251,0.06189640
-4.51125563,0.42019603,0.02214157,0.00000000,0.13381242,0.05859480,0.15735866,0.06647961
-4.50525263,0.42690850,0.02506618,0.00000000,0.13572353,0.06024126,0.14663254,0.07160560
-4.49924962,0.43509373,0.02833012,0.00000000,0.13794580,0.06215467,0.13575794,0.07724611
-4.49324662,0.44480192,0.03191509,0.00000000,0.14049931,0.06433872,0.12487472,0.08336670
-4.48724362,0.45604902,0.03579788,0.00000000,0.14340024,0.06678986,0.11411503,0.08992593
-4.48124062,0.46880989,0.03994998,0.00000000,0.14665768,0.06949660,0.10360020,0.09687491
-4.47523762,0.48301390,0.04433741,0.00000000,0.15027108,0.07243927,0.09343822,0.10415739
-4.46923462,0.49854311,0.04892092,0.00000000,0.15422844,0.07559013,0.08372199,0.11171024
-4.46323162,0.51523326,0.05365638,0.00000000,0.15850531,0.07891398,0.07452817,0.11946452
-4.45722861,0.53287746,0.05849566,0.00000000,0.16306468,0.08236908,0.06591684,0.12734688
-4.45122561,0.55123241,0.06338762,0.00000000,0.16785770,0.08590845,0.05793169,0.13528141
-4.44522261,0.57002687,0.06827951,0.00000000,0.17282529,0.08948147,0.05060082,0.14319171
-4.43921961,0.58897172,0.07311851,0.00000000,0.17790029,0.09303567,0.04393804,0.15100316
-4.43321661,0.60777125,0.07785336,0.00000000,0.18301026,0.09651862,0.03794439,0.15864516
-4.42721361,0.62613479,0.08243612,0.00000000,0.18808058,0.09987979,0.03261009,0.16605326
-4.42121061,0.64378818,0.08682381,0.00000000,0.19303765,0.10307236,0.02791645,0.17317102
-4.41520760,0.66048424,0.09097992,0.00000000,0.19781212,0.10605480,0.02383796,0.17995149
-4.40920460,0.67601182,0.09487567,0.00000000,0.20234173,0.10879213,0.02034424,0.18635815
-4.40320160,0.69020269,0.09849092,0.00000000,0.20657381,0.11125685,0.01740192,0.19236539
-4.39719860,0.70293611,0.10181468,0.00000000,0.21046709,0.11342948,0.01497626,0.19795833
-4.39119560,0.71414077,0.10484511,0.00000000,0.21399290,0.11529868,0.01303263,0.20313209
-4.38519260,0.72379396,0.10758913,0.00000000,0.21713561,0.11686089,0.01153764,0.20789064
-4.37918959,0.73191834,0.11006146,0.00000000,0.21989229,0.11811972,0.01045999,0.21224512
-4.37318659,0.73857632,0.11228324,0.00000000,0.22227172,0.11908494,0.00977112,0.21621200
-4.36718359,0.74386277,0.11428030,0.00000000,0.22429288,0.11977120,0.00944545,0.21981104
-4.36118059,0.74789634,0.11608112,0.00000000,0.22598285,0.12019675,0.00946049,0.22306334
-4.35517759,0.75081017,0.11771464,0.00000000,0.22737462,0.12038194,0.00979662,0.22598952
-4.34917459,0.75274265,0.11920802,0.00000000,0.22850463,0.12034793,0.01043668,0.22860828
-4.34317159,0.75382861,0.12058450,0.00000000,0.22941052,0.12011541,0.01136548,0.23093543
-4.33716858,0.75419181,0.12186153,0.00000000,0.23012904,0.11970363,0.01256910,0.23298333
-4.33116558,0.75393892,0.12304921,0.00000000,0.23069437,0.11912966,0.01403418,0.23476104
-4.32516258,0.75315542,0.12414919,0.00000000,0.23113691,0.11840798,0.01574715,0.23627486
-4.31915958,0.75190358,0.12515416,0.00000000,0.23148258,0.11755036,0.01769356,0.23752948
-4.31315658,0.75022247,0.12604787,0.00000000,0.23175264,0.11656605,0.01985739,0.23852942
-4.30715358,0.74812998,0.12680570,0.00000000,0.23196400,0.11546219,0.02222060,0.23928073
