energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.71785893,3.06891886,0.16322591,0.00000000,0.09874421,1.39496755,0.95631018,0.36692911
-5.71185593,3.11258902,0.16713929,0.00000000,0.09989237,1.41049861,0.96931632,0.37164068
-5.70585293,3.14804015,0.17050927,0.00000000,0.10074131,1.42298281,0.97953080,0.37547776
-5.69984992,3.17442845,0.17331435,0.00000000,0.10125990,1.43195015,0.98672113,0.37828673
-5.69384692,3.19113060,0.17554667,0.00000000,0.10142391,1.43702511,0.99072350,0.37993760
-5.68784392,3.19776178,0.17721194,0.00000000,0.10121711,1.43793734,0.99144934,0.38032798
-5.68184092,3.19418435,0.17832890,0.00000000,0.10063197,1.43452835,0.98888889,0.37938601
-5.67583792,3.18050690,0.17892815,0.00000000,0.09967009,1.42675392,0.98311153,0.37707218
-5.66983492,3.15707371,0.17905062,0.00000000,0.09834225,1.41468220,0.97426299,0.37337990
-5.66383192,3.12444543,0.17874556,0.00000000,0.09666811,1.39848760,0.96255949,0.36833485
-5.65782891,3.08337203,0.17806832,0.00000000,0.09467558,1.37844099,0.94827914,0.36199320
-5.65182591,3.03475944,0.17707792,0.00000000,0.09239980,1.35489656,0.93175105,0.35443874
-5.64582291,2.97963178,0.17583461,0.00000000,0.08988195,1.32827618,0.91334279,0.34577924
-5.63981991,2.91909100,0.17439746,0.00000000,0.08716779,1.29905197,0.89344664,0.33614205
-5.63381691,2.85427598,0.17282225,0.00000000,0.08430606,1.26772803,0.87246552,0.32566928
-5.62781391,2.78632287,0.17115948,0.00000000,0.08134683,1.23482198,0.85079897,0.31451287
-5.62181091,2.71632848,0.16945292,0.00000000,0.07833983,1.20084739,0.82883006,0.30282952
-5.61580790,2.64531805,0.16773845,0.00000000,0.07533287,1.16629750,0.80691354,0.29077603
-5.60980490,2.57421860,0.16604337,0.00000000,0.07237038,1.13163118,0.78536575,0.27850495
-5.60380190,2.50383846,0.16438614,0.00000000,0.06949214,1.09726119,0.76445663,0.26616080
-5.59779890,2.43485337,0.16277650,0.00000000,0.06673227,1.06354543,0.74440394,0.25387703
-5.59179590,2.36779924,0.16121597,0.00000000,0.06411848,1.03078099,0.72536984,0.24177361
-5.58579290,2.30307097,0.15969860,0.00000000,0.06167154,0.99920123,0.70745980,0.22995538
-5.57978989,2.24092700,0.15821199,0.00000000,0.05940516,0.96897554,0.69072358,0.21851121
-5.57378689,2.18149852,0.15673842,0.00000000,0.05732601,0.94021165,0.67515829,0.20751363
-5.56778389,2.12480262,0.15525608,0.00000000,0.05543412,0.91296012,0.66071304,0.19701925
-5.56178089,2.07075816,0.15374033,0.00000000,0.05372341,0.88722050,0.64729501,0.18706946
-5.55577789,2.01920355,0.15216486,0.00000000,0.05218250,0.86294880,0.63477652,0.17769163
-5.54977489,1.96991531,0.15050289,0.00000000,0.05079559,0.84006575,0.62300279,0.16890050
-5.54377189,1.92262664,0.14872814,0.00000000,0.04954347,0.81846551,0.61180017,0.16069979
-5.53776888,1.87704534,0.14681577,0.00000000,0.04840462,0.79802423,0.60098425,0.15308375
-5.53176588,1.83287026,0.14474318,0.00000000,0.04735625,0.77860825,0.59036787,0.14603885
-5.52576288,1.78980612,0.14249061,0.00000000,0.04637535,0.76008161,0.57976863,0.13954527
-5.51975988,1.74757609,0.14004177,0.00000000,0.04543966,0.74231251,0.56901568,0.13357831
-5.51375688,1.70593218,0.13738417,0.00000000,0.04452848,0.72517869,0.55795571,0.12810965
-5.50775388,1.66466324,0.13450957,0.00000000,0.04362348,0.70857153,0.54645784,0.12310846
-5.50175088,1.62360067,0.13141416,0.00000000,0.04270919,0.69239884,0.53441758,0.11854233
-5.49574787,1.58262191,0.12809876,0.00000000,0.04177345,0.67658638,0.52175956,0.11437803
-5.48974487,1.54165196,0.12456893,0.00000000,0.04080770,0.66107818,0.50843911,0.11058221
-5.48374187,1.50066317,0.12083499,0.00000000,0.03980705,0.64583580,0.49444285,0.10712194
-5.47773887,1.45967357,0.11691201,0.00000000,0.03877029,0.63083674,0.47978811,0.10396518
-5.47173587,1.41874418,0.11281969,0.00000000,0.03769976,0.61607212,0.46452151,0.10108121
-5.46573287,1.37797559,0.10858220,0.00000000,0.03660112,0.60154406,0.44871676,0.09844108
-5.45972986,1.33750419,0.10422795,0.00000000,0.03548307,0.58726279,0.43247172,0.09601799
-5.45372686,1.29749845,0.09978930,0.00000000,0.03435703,0.57324392,0.41590516,0.09378776
-5.44772386,1.25815554,0.09530220,0.00000000,0.03323680,0.55950605,0.39915314,0.09172926
-5.44172086,1.21969857,0.09080583,0.00000000,0.03213829,0.54606885,0.38236533,0.08982494
-5.43571786,1.18237463,0.08634213,0.00000000,0.03107915,0.53295190,0.36570143,0.08806138
-5.42971486,1.14645378,0.08195539,0.00000000,0.03007858,0.52017432,0.34932780,0.08642980
-5.42371186,1.11222881,0.07769170,0.00000000,0.02915707,0.50775515,0.33341444,0.08492660
-5.41770885,1.08001584,0.07359854,0.00000000,0.02833626,0.49571467,0.31813230,0.08355393
-5.41170585,1.05015538,0.06972419,0.00000000,0.02763878,0.48407624,0.30365115,0.08232005
-5.40570285,1.02301345,0.06611728,0.00000000,0.02708809,0.47286876,0.29013777,0.08123967
-5.39969985,0.99898242,0.06282618,0.00000000,0.02670836,0.46212942,0.27775447,0.08033413
-5.39369685,0.97848089,0.05989849,0.00000000,0.02652427,0.45190642,0.26665794,0.07963136
-5.38769385,0.96195224,0.05738042,0.00000000,0.02656078,0.44226146,0.25699820,0.07916555
-5.38169085,0.94986124,0.05531612,0.00000000,0.02684282,0.43327170,0.24891747,0.07897664
-5.37568784,0.94268822,0.05374698,0.00000000,0.02739484,0.42503082,0.24254903,0.07910945
-5.36968484,0.94092058,0.05271085,0.00000000,0.02824033,0.41764913,0.23801564,0.07961245
-5.36368184,0.94504143,0.05224118,0.00000000,0.02940113,0.41125237,0.23542770,0.08053636
-5.35767884,0.95551532,0.05236614,0.00000000,0.03089670,0.40597926,0.23488092,0.08193232
-5.35167584,0.97277145,0.05310761,0.00000000,0.03274331,0.40197766,0.23645354,0.08384991
-5.34567284,0.99718463,0.05448025,0.00000000,0.03495306,0.39939953,0.24020315,0.08633496
-5.33966983,1.02905493,0.05649052,0.00000000,0.03753299,0.39839483,0.24616325,0.08942723
-5.33366683,1.06858674,0.05913575,0.00000000,0.04048415,0.39910453,0.25433957,0.09315811
-5.32766383,1.11586844,0.06240337,0.00000000,0.04380075,0.40165315,0.26470662,0.09754839
-5.32166083,1.17085378,0.06627030,0.00000000,0.04746942,0.40614122,0.27720438,0.10260624
-5.31565783,1.23334634,0.07070256,0.00000000,0.05146867,0.41263798,0.29173573,0.10832549
-5.30965483,1.30298813,0.07565516,0.00000000,0.05576861,0.42117473,0.30816468,0.11468437
-5.30365183,1.37925361,0.08107242,0.00000000,0.06033093,0.43173941,0.32631572,0.12164466
-5.29764882,1.46144993,0.08688862,0.00000000,0.06510918,0.44427251,0.34597461,0.12915156
-5.29164582,1.54872420,0.09302903,0.00000000,0.07004952,0.45866486,0.36689060,0.13713416
-5.28564282,1.64007811,0.09941153,0.00000000,0.07509166,0.47475731,0.38878036,0.14550654
-5.27963982,1.73438987,0.10594844,0.00000000,0.08017032,0.49234263,0.41133357,0.15416964
-5.27363682,1.83044321,0.11254894,0.00000000,0.08521691,0.51116947,0.43422009,0.16301372
-5.26763382,1.92696256,0.11912168,0.00000000,0.09016152,0.53094842,0.45709860,0.17192138
-5.26163082,2.02265330,0.12557767,0.00000000,0.09493513,0.55135999,0.47962631,0.18077115
-5.25562781,2.11624565,0.13183334,0.00000000,0.09947194,0.57206408,0.50146964,0.18944134
-5.24962481,2.20654023,0.13781357,0.00000000,0.10371172,0.59271077,0.52231524,0.19781413
-5.24362181,2.29245359,0.14345466,0.00000000,0.10760211,0.61295185,0.54188101,0.20577969
-5.23761881,2.37306130,0.14870705,0.00000000,0.11110077,0.63245259,0.55992653,0.21324014
-5.23161581,2.44763680,0.15353758,0.00000000,0.11417714,0.65090338,0.57626255,0.22011322
-5.22561281,2.51568373,0.15793136,0.00000000,0.11681397,0.66803049,0.59075892,0.22633540
-5.21960980,2.57696022,0.16189290,0.00000000,0.11900830,0.68360569,0.60335065,0.23186437
-5.21360680,2.63149341,0.16544666,0.00000000,0.12077191,0.69745410,0.61404161,0.23668073
-5.20760380,2.67958328,0.16863668,0.00000000,0.12213124,0.70946001,0.62290583,0.24078873
-5.20160080,2.72179513,0.17152550,0.00000000,0.12312671,0.71957030,0.63008599,0.24421617
-5.19559780,2.75894058,0.17419226,0.00000000,0.12381145,0.72779533,0.63578923,0.24701316
-5.18959480,2.79204752,0.17673001,0.00000000,0.12424952,0.73420720,0.64028040,0.24925006
-5.18359180,2.82231996,0.17924233,0.00000000,0.12451363,0.73893552,0.64387279,0.25101442
-5.17758879,2.85108928,0.18183944,0.00000000,0.12468246,0.74216072,0.64691680,0.25240724
-5.17158579,2.87975869,0.18463372,0.00000000,0.12483776,0.74410537,0.64978696,0.25353848
-5.16558279,2.90974321,0.18773515,0.00000000,0.12506120,0.74502381,0.65286774,0.25452223
-5.15957979,2.94240763,0.19124644,0.00000000,0.12543124,0.74519054,0.65653879,0.25547160
-5.15357679,2.97900513,0.19525844,0.00000000,0.12602012,0.74488808,0.66116008,0.25649355
-5.14757379,3.02061924,0.19984572,0.00000000,0.12689104,0.74439472,0.66705770,0.25768396
-5.14157079,3.06811159,0.20506267,0.00000000,0.12809568,0.74397277,0.67451076,0.25912316
-5.13556778,3.12207797,0.21094025,0.00000000,0.12967221,0.74385799,0.68373996,0.26087202
-5.12956478,3.18281450,0.21748357,0.00000000,0.13164383,0.74425059,0.69489834,0.26296891
-5.12356178,3.25029560,0.22467028,0.00000000,0.13401785,0.74530816,0.70806448,0.26542756
-5.11755878,3.32416473,0.23245011,0.00000000,0.13678544,0.74714104,0.72323852,0.26823601
-5.11155578,3.40373838,0.24074534,0.00000000,0.13992200,0.74981013,0.74034104,0.27135666
-5.10555278,3.48802319,0.24945236,0.00000000,0.14338811,0.75332720,0.75921490,0.27472738
-5.09954977,3.57574562,0.25844421,0.00000000,0.14713100,0.75765771,0.77962990,0.27826369
-5.09354677,3.66539267,0.26757401,0.00000000,0.15108659,0.76272578,0.80129008,0.28186194
-5.08754377,3.75526226,0.27667919,0.00000000,0.15518176,0.76842105,0.82384333,0.28540325
-5.08154077,3.84352081,0.28558630,0.00000000,0.15933708,0.77460693,0.84689286,0.28875808
-5.07553777,3.92826592,0.29411632,0.00000000,0.16346953,0.78112974,0.87001017,0.29179130
-5.06953477,4.00759122,0.30209008,0.00000000,0.16749539,0.78782817,0.89274886,0.29436741
-5.06353177,4.07965106,0.30933380,0.00000000,0.17133304,0.79454255,0.91465886,0.29635575
-5.05752876,4.14272222,0.31568436,0.00000000,0.17490556,0.80112333,0.93530046,0.29763557
-5.05152576,4.19526040,0.32099424,0.00000000,0.17814312,0.80743840,0.95425762,0.29810052
-5.04552276,4.23594928,0.32513583,0.00000000,0.18098509,0.81337879,0.97115021,0.29766263
-5.03951976,4.26374058,0.32800506,0.00000000,0.18338167,0.81886263,0.98564455,0.29625552
-5.03351676,4.27788370,0.32952424,0.00000000,0.18529525,0.82383704,0.99746217,0.29383665
-5.02751376,4.27794428,0.32964391,0.00000000,0.18670119,0.82827825,1.00638640,0.29038878
-5.02151076,4.26381143,0.32834380,0.00000000,0.18758837,0.83218969,1.01226666,0.28592033
-5.01550775,4.23569367,0.32563288,0.00000000,0.18795917,0.83559875,1.01502047,0.28046494
-5.00950475,4.19410447,0.32154848,0.00000000,0.18782916,0.83855210,1.01463317,0.27407998
-5.00350175,4.13983825,0.31615458,0.00000000,0.18722644,0.84111031,1.01115558,0.26684450
-4.99749875,4.07393849,0.30953935,0.00000000,0.18619070,0.84334198,1.00469960,0.25885633
-4.99149575,3.99765917,0.30181217,0.00000000,0.18477201,0.84531796,0.99543231,0.25022876
-4.98549275,3.91242184,0.29310008,0.00000000,0.18302939,0.84710603,0.98356860,0.24108688
-4.97948974,3.81976962,0.28354392,0.00000000,0.18102931,0.84876633,0.96936287,0.23156363
-4.97348674,3.72132042,0.27329430,0.00000000,0.17884401,0.85034794,0.95310003,0.22179591
-4.96748374,3.61872076,0.26250745,0.00000000,0.17654975,0.85188681,0.93508618,0.21192071
-4.96148074,3.51360192,0.25134120,0.00000000,0.17422510,0.85340507,0.91563932,0.20207158
-4.95547774,3.40753976,0.23995110,0.00000000,0.17194921,0.85491171,0.89508038,0.19237530
-4.94947474,3.30201925,0.22848683,0.00000000,0.16980017,0.85640473,0.87372475,0.18294912
-4.94347174,3.19840460,0.21708897,0.00000000,0.16785341,0.85787439,0.85187475,0.17389847
-4.93746873,3.09791557,0.20588618,0.00000000,0.16618034,0.85930740,0.82981297,0.16531515
-4.93146573,3.00161027,0.19499295,0.00000000,0.16484714,0.86069178,0.80779673,0.15727616
-4.92546273,2.91037448,0.18450774,0.00000000,0.16391375,0.86202211,0.78605389,0.14984300
-4.91945973,2.82491743,0.17451178,0.00000000,0.16343317,0.86330477,0.76477978,0.14306159
-4.91345673,2.74577351,0.16506835,0.00000000,0.16345102,0.86456284,0.74413551,0.13696259
-4.90745373,2.67330951,0.15622261,0.00000000,0.16400545,0.86584042,0.72424750,0.13156217
-4.90145073,2.60773663,0.14800197,0.00000000,0.16512725,0.86720612,0.70520825,0.12686319
-4.89544772,2.54912643,0.14041693,0.00000000,0.16684041,0.86875533,0.68707818,0.12285657
-4.88944472,2.49742981,0.13346236,0.00000000,0.16916280,0.87061122,0.66988843,0.11952292
-4.88344172,2.45249802,0.12711920,0.00000000,0.17210714,0.87292432,0.65364452,0.11683434
-4.87743872,2.41410469,0.12135642,0.00000000,0.17568202,0.87587048,0.63833063,0.11475616
-4.87143572,2.38196776,0.11613328,0.00000000,0.17989307,0.87964726,0.62391420,0.11324871
-4.86543272,2.35577043,0.11140171,0.00000000,0.18474397,0.88446878,0.61035089,0.11226901
-4.85942971,2.33517995,0.10710878,0.00000000,0.19023740,0.89055904,0.59758938,0.11177227
-4.85342671,2.31986374,0.10319920,0.00000000,0.19637562,0.89814387,0.58557591,0.11171313
-4.84742371,2.30950170,0.09961761,0.00000000,0.20316082,0.90744177,0.57425840,0.11204676
-4.84142071,2.30379466,0.09631078,0.00000000,0.21059493,0.91865383,0.56358984,0.11272957
-4.83541771,2.30246831,0.09322954,0.00000000,0.21867905,0.93195314,0.55353089,0.11371972
-4.82941471,2.30527275,0.09033037,0.00000000,0.22741234,0.94747402,0.54405151,0.11497730
-4.82341171,2.31197795,0.08757659,0.00000000,0.23679048,0.96530164,0.53513164,0.11646427
-4.81740870,2.32236538,0.08493923,0.00000000,0.24680371,0.98546239,0.52676088,0.11814419
-4.81140570,2.33621689,0.08239746,0.00000000,0.25743459,1.00791570,0.51893734,0.11998175
-4.80540270,2.35330145,0.07993857,0.00000000,0.26865559,1.03254760,0.51166559,0.12194225
-4.79939970,2.37336125,0.07755768,0.00000000,0.28042671,1.05916683,0.50495417,0.12399094
-4.79339670,2.39609804,0.07525699,0.00000000,0.29269323,1.08750358,0.49881266,0.12609245
-4.78739370,2.42116132,0.07304485,0.00000000,0.30538393,1.11721156,0.49324867,0.12821033
-4.78139070,2.44813920,0.07093456,0.00000000,0.31840978,1.14787331,0.48826498,0.13030671
-4.77538769,2.47655334,0.06894304,0.00000000,0.33166345,1.17900894,0.48385709,0.13234212
-4.76938469,2.50585842,0.06708943,0.00000000,0.34501956,1.21008828,0.48001135,0.13427566
-4.76338169,2.53544695,0.06539368,0.00000000,0.35833603,1.24054589,0.47670391,0.13606536
-4.75737869,2.56465932,0.06387521,0.00000000,0.37145624,1.26979871,0.47390057,0.13766880
-4.75137569,2.59279902,0.06255167,0.00000000,0.38421230,1.29726542,0.47155755,0.13904400
-4.74537269,2.61915235,0.06143794,0.00000000,0.39642907,1.32238694,0.46962309,0.14015054
-4.73936968,2.64301168,0.06054522,0.00000000,0.40792894,1.34464701,0.46803995,0.14095074
-4.73336668,2.66370100,0.05988045,0.00000000,0.41853712,1.36359180,0.46674843,0.14141100
-4.72736368,2.68060224,0.05944586,0.00000000,0.42808724,1.37884775,0.46568971,0.14150314
-4.72136068,2.69318081,0.05923884,0.00000000,0.43642688,1.39013650,0.46480939,0.14120558
-4.71535768,2.70100866,0.05925196,0.00000000,0.44342285,1.39728619,0.46406073,0.14050445
-4.70935468,2.70378342,0.05947315,0.00000000,0.44896595,1.40023835,0.46340746,0.13939440
-4.70335168,2.70134213,0.05988611,0.00000000,0.45297482,1.39905001,0.46282574,0.13787910
-4.69734867,2.69366867,0.06047078,0.00000000,0.45539883,1.39389075,0.46230531,0.13597145
-4.69134567,2.68089411,0.06120390,0.00000000,0.45621971,1.38503476,0.46184933,0.13369334
-4.68534267,2.66328976,0.06205963,0.00000000,0.45545187,1.37284812,0.46147321,0.13107505
-4.67933967,2.64125321,0.06301022,0.00000000,0.45314147,1.35777207,0.46120217,0.12815433
-4.67333667,2.61528780,0.06402659,0.00000000,0.44936408,1.34030282,0.46106777,0.12497509
-4.66733367,2.58597685,0.06507901,0.00000000,0.44422125,1.32096911,0.46110361,0.12158584
-4.66133067,2.55395382,0.06613759,0.00000000,0.43783608,1.30030846,0.46134039,0.11803797
-4.65532766,2.51987019,0.06717289,0.00000000,0.43034803,1.27884350,0.46180076,0.11438386
-4.64932466,2.48436288,0.06815628,0.00000000,0.42190728,1.25705932,0.46249422,0.11067505
-4.64332166,2.44802299,0.06906047,0.00000000,0.41266886,1.23538328,0.46341253,0.10696044
-4.63731866,2.41136769,0.06985978,0.00000000,0.40278700,1.21416800,0.46452591,0.10328464
-4.63131566,2.37481682,0.07053055,0.00000000,0.39240981,1.19367858,0.46578051,0.09968663
-4.62531266,2.33867563,0.07105138,0.00000000,0.38167469,1.17408451,0.46709715,0.09619865
-4.61930965,2.30312426,0.07140341,0.00000000,0.37070456,1.15545663,0.46837176,0.09284550
-4.61330665,2.26821495,0.07157058,0.00000000,0.35960515,1.13776928,0.46947744,0.08964421
-4.60730365,2.23387654,0.07153984,0.00000000,0.34846342,1.12090730,0.47026823,0.08660404
-4.60130065,2.19992627,0.07130135,0.00000000,0.33734703,1.10467749,0.47058429,0.08372693
-4.59529765,2.16608785,0.07084866,0.00000000,0.32630498,1.08882380,0.47025845,0.08100818
-4.58929465,2.13201474,0.07017887,0.00000000,0.31536914,1.07304532,0.46912367,0.07843753
-4.58329165,2.09731718,0.06929273,0.00000000,0.30455665,1.05701616,0.46702111,0.07600030
-4.57728864,2.06159136,0.06819471,0.00000000,0.29387287,1.04040603,0.46380823,0.07367879
-4.57128564,2.02444897,0.06689304,0.00000000,0.28331479,1.02290041,0.45936671,0.07145369
-4.56528264,1.98554563,0.06539959,0.00000000,0.27287453,1.00421947,0.45360948,0.06930546
-4.55927964,1.94460634,0.06372982,0.00000000,0.26254282,0.98413448,0.44648667,0.06721562
-4.55327664,1.90144694,0.06190249,0.00000000,0.25231225,0.96248127,0.43798997,0.06516792
-4.54727364,1.85599020,0.05993943,0.00000000,0.24217995,0.93916996,0.42815528,0.06314925
-4.54127064,1.80827599,0.05786516,0.00000000,0.23214985,0.91419060,0.41706335,0.06115031
-4.53526763,1.75846500,0.05570639,0.00000000,0.22223410,0.88761469,0.40483846,0.05916609
-4.52926463,1.70683604,0.05349154,0.00000000,0.21245393,0.85959258,0.39164508,0.05719596
-4.52326163,1.65377719,0.05125012,0.00000000,0.20283964,0.83034699,0.37768280,0.05524354
-4.51725863,1.59977138,0.04901214,0.00000000,0.19342998,0.80016326,0.36317961,0.05331638
-4.51125563,1.54537723,0.04680741,0.00000000,0.18427089,0.76937676,0.34838390,0.05142531
-4.50525263,1.49120633,0.04466493,0.00000000,0.17541372,0.73835827,0.33355565,0.04958372
-4.49924962,1.43789799,0.04261225,0.00000000,0.16691306,0.70749812,0.31895706,0.04780667
-4.49324662,1.38609276,0.04067484,0.00000000,0.15882432,0.67718982,0.30484319,0.04610995
-4.48724362,1.33640613,0.03887562,0.00000000,0.15120117,0.64781389,0.29145287,0.04450908
-4.48124062,1.28940333,0.03723453,0.00000000,0.14409305,0.61972280,0.27900043,0.04301835
-4.47523762,1.24557669,0.03576819,0.00000000,0.13754282,0.59322746,0.26766852,0.04164999
-4.46923462,1.20532625,0.03448978,0.00000000,0.13158463,0.56858585,0.25760232,0.04041339
-4.46323162,1.16894463,0.03340901,0.00000000,0.12624224,0.54599429,0.24890531,0.03931451
-4.45722861,1.13660663,0.03253225,0.00000000,0.12152777,0.52558142,0.24163692,0.03835540
-4.45122561,1.10836407,0.03186294,0.00000000,0.11744094,0.50740527,0.23581196,0.03753401
-4.44522261,1.08414608,0.03140206,0.00000000,0.11396890,0.49145332,0.23140188,0.03684414
-4.43921961,1.06376469,0.03114887,0.00000000,0.11108662,0.47764542,0.22833790,0.03627556
-4.43321661,1.04692567,0.03110179,0.00000000,0.10875782,0.46583946,0.22651571,0.03581438
-4.42721361,1.03324409,0.03125941,0.00000000,0.10693641,0.45583944,0.22580165,0.03544356
-4.42121061,1.02226396,0.03162171,0.00000000,0.10556850,0.44740555,0.22604003,0.03514354
-4.41520760,1.01348127,0.03219125,0.00000000,0.10459469,0.44026578,0.22706142,0.03489305
-4.40920460,1.00636941,0.03297455,0.00000000,0.10395278,0.43412860,0.22869143,0.03466997
-4.40320160,1.00040599,0.03398332,0.00000000,0.10358059,0.42869622,0.23075966,0.03445218
-4.39719860,0.99509989,0.03523572,0.00000000,0.10341899,0.42367781,0.23310862,0.03421851
-4.39119560,0.99001743,0.03675742,0.00000000,0.10341479,0.41880214,0.23560193,0.03394958
-4.38519260,0.98480648,0.03858250,0.00000000,0.10352352,0.41382923,0.23813179,0.03362861
-4.37918959,0.97921742,0.04075397,0.00000000,0.10371191,0.40856052,0.24062514,0.03324208
-4.37318659,0.97311994,0.04332401,0.00000000,0.10395991,0.40284704,0.24304835,0.03278031
-4.36718359,0.96651485,0.04635370,0.00000000,0.10426223,0.39659552,0.24541022,0.03223781
-4.36118059,0.95954022,0.04991231,0.00000000,0.10462922,0.38977195,0.24776296,0.03161351
-4.35517759,0.95247129,0.05407597,0.00000000,0.10508703,0.38240259,0.25020132,0.03091077
-4.34917459,0.94571425,0.05892582,0.00000000,0.10567703,0.37457249,0.25285947,0.03013721
-4.34317159,0.93979351,0.06454561,0.00000000,0.10645445,0.36642134,0.25590612,0.02930438
-4.33716858,0.93533327,0.07101863,0.00000000,0.10748627,0.35813718,0.25953759,0.02842722
-4.33116558,0.93303357,0.07842429,0.00000000,0.10884840,0.34994793,0.26396938,0.02752347
-4.32516258,0.93364197,0.08683423,0.00000000,0.11062221,0.34211127,0.26942635,0.02661290
-4.31915958,0.93792173,0.09630808,0.00000000,0.11289063,0.33490324,0.27613188,0.02571645
-4.31315658,0.94661780,0.10688926,0.00000000,0.11573377,0.32860603,0.28429655,0.02485543
-4.30715358,0.96042198,0.11860063,0.00000000,0.11922452,0.32349540,0.29410668,0.02405059
