energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,2.82638767,0.01520337,0.00000000,0.01557564,0.63935298,1.27385697,0.00000000,1.83757278,0.66981533
-5.99399700,2.87878413,0.01590365,0.00000000,0.01620473,0.62755302,1.32618030,0.00000000,1.88634945,0.66590838
-5.98799400,2.93122781,0.01660242,0.00000000,0.01677623,0.61768025,1.37624498,0.00000000,1.93531551,0.66357719
-5.98199100,2.98278426,0.01729306,0.00000000,0.01728274,0.60960165,1.42352308,0.00000000,1.98369950,0.66269561
-5.97598799,3.03247104,0.01796903,0.00000000,0.01771772,0.60310736,1.46753880,0.00000000,2.03067533,0.66309177
-5.96998499,3.07929791,0.01862405,0.00000000,0.01807564,0.59792345,1.50788246,0.00000000,2.07539336,0.66455892
-5.96398199,3.12230574,0.01925224,0.00000000,0.01835210,0.59372665,1.54422154,0.00000000,2.11701195,0.66686658
-5.95797899,3.16060210,0.01984831,0.00000000,0.01854398,0.59016025,1.57630819,0.00000000,2.15472792,0.66977148
-5.95197599,3.19339173,0.02040757,0.00000000,0.01864952,0.58685059,1.60398273,0.00000000,2.18780428,0.67302778
-5.94597299,3.22000056,0.02092606,0.00000000,0.01866835,0.58342322,1.62717301,0.00000000,2.21559392,0.67639599
-5.93996998,3.23989223,0.02140053,0.00000000,0.01860157,0.57951816,1.64588970,0.00000000,2.23755820,0.67965034
-5.93396698,3.25267678,0.02182838,0.00000000,0.01845169,0.57480363,1.66021773,0.00000000,2.25327972,0.68258429
-5.92796398,3.25811132,0.02220765,0.00000000,0.01822264,0.56898769,1.67030464,0.00000000,2.26246881,0.68501415
-5.92196098,3.25609335,0.02253686,0.00000000,0.01791969,0.56182759,1.67634621,0.00000000,2.26496397,0.68678084
-5.91595798,3.24664771,0.02281494,0.00000000,0.01754935,0.55313628,1.67857065,0.00000000,2.26072648,0.68774985
-5.90995498,3.22990833,0.02304107,0.00000000,0.01711923,0.54278636,1.67722202,0.00000000,2.24983001,0.68780981
-5.90395198,3.20609646,0.02321454,0.00000000,0.01663790,0.53071119,1.67254403,0.00000000,2.23244639,0.68686990
-5.89794897,3.17549713,0.02333465,0.00000000,0.01611473,0.51690357,1.66476523,0.00000000,2.20882842,0.68485653
-5.89194597,3.13843542,0.02340061,0.00000000,0.01555965,0.50141204,1.65408641,0.00000000,2.17929140,0.68170977
-5.88594297,3.09525447,0.02341146,0.00000000,0.01498297,0.48433543,1.64067091,0.00000000,2.14419446,0.67737973
-5.87993997,3.04629633,0.02336608,0.00000000,0.01439513,0.46581580,1.62463855,0.00000000,2.10392296,0.67182352
-5.87393697,2.99188711,0.02326314,0.00000000,0.01380650,0.44603045,1.60606326,0.00000000,2.05887305,0.66500292
-5.86793397,2.93232695,0.02310123,0.00000000,0.01322708,0.42518336,1.58497466,0.00000000,2.00943916,0.65688290
-5.86193097,2.86788538,0.02287891,0.00000000,0.01266633,0.40349641,1.56136330,0.00000000,1.95600498,0.64743138
-5.85592796,2.79880186,0.02259485,0.00000000,0.01213294,0.38120104,1.53518913,0.00000000,1.89893812,0.63661989
-5.84992496,2.72529117,0.02224799,0.00000000,0.01163459,0.35853035,1.50639264,0.00000000,1.83858840,0.62442534
-5.84392196,2.64755286,0.02183770,0.00000000,0.01117782,0.33571215,1.47490782,0.00000000,1.77528940,0.61083252
-5.83791896,2.56578363,0.02136395,0.00000000,0.01076782,0.31296310,1.44067617,0.00000000,1.70936270,0.59583727
-5.83191596,2.48019163,0.02082751,0.00000000,0.01040836,0.29048390,1.40366069,0.00000000,1.64112410,0.57944979
-5.82591296,2.39101111,0.02023002,0.00000000,0.01010172,0.26845578,1.36385915,0.00000000,1.57089094,0.56169806
-5.81990995,2.29851642,0.01957416,0.00000000,0.00984857,0.24703811,1.32131564,0.00000000,1.49898965,0.54263084
-5.81390695,2.20303402,0.01886371,0.00000000,0.00964807,0.22636710,1.27612989,0.00000000,1.42576274,0.52232006
-5.80790395,2.10495163,0.01810356,0.00000000,0.00949786,0.20655544,1.22846371,0.00000000,1.35157450,0.50086239
-5.80190095,2.00472376,0.01729970,0.00000000,0.00939418,0.18769276,1.17854433,0.00000000,1.27681482,0.47837968
-5.79589795,1.90287323,0.01645916,0.00000000,0.00933200,0.16984677,1.12666441,0.00000000,1.20190076,0.45501843
-5.78989495,1.79998851,0.01558987,0.00000000,0.00930517,0.15306475,1.07317895,0.00000000,1.12727576,0.43094797
-5.78389195,1.69671707,0.01470053,0.00000000,0.00930669,0.13737549,1.01849912,0.00000000,1.05340631,0.40635761
-5.77788894,1.59375509,0.01380044,0.00000000,0.00932888,0.12279134,0.96308368,0.00000000,0.98077647,0.38145282
-5.77188594,1.49183413,0.01289925,0.00000000,0.00936367,0.10931033,0.90742820,0.00000000,0.90988041,0.35645066
-5.76588294,1.39170568,0.01200676,0.00000000,0.00940289,0.09691827,0.85205300,0.00000000,0.84121353,0.33157456
-5.75987994,1.29412409,0.01113270,0.00000000,0.00943849,0.08559071,0.79748999,0.00000000,0.77526249,0.30704890
-5.75387694,1.19982902,0.01028649,0.00000000,0.00946284,0.07529480,0.74426943,0.00000000,0.71249489,0.28309345
-5.74787394,1.10952812,0.00947703,0.00000000,0.00946895,0.06599092,0.69290686,0.00000000,0.65334892,0.25991802
-5.74187094,1.02388052,0.00871255,0.00000000,0.00945069,0.05763420,0.64389071,0.00000000,0.59822348,0.23771750
-5.73586793,0.94348192,0.00800036,0.00000000,0.00940300,0.05017577,0.59767109,0.00000000,0.54746922,0.21666751
-5.72986493,0.86885157,0.00734682,0.00000000,0.00932197,0.04356389,0.55464988,0.00000000,0.50138065,0.19692073
-5.72386193,0.80042154,0.00675712,0.00000000,0.00920499,0.03774490,0.51517242,0.00000000,0.46018969,0.17860408
-5.71785893,0.73852836,0.00623528,0.00000000,0.00905076,0.03266408,0.47952078,0.00000000,0.42406060,0.16181667
-5.71185593,0.68340707,0.00578407,0.00000000,0.00885926,0.02826625,0.44790873,0.00000000,0.39308642,0.14662872
-5.70585293,0.63518766,0.00540498,0.00000000,0.00863173,0.02449647,0.42047825,0.00000000,0.36728694,0.13308123
-5.69984992,0.59389380,0.00509824,0.00000000,0.00837053,0.02130044,0.39729763,0.00000000,0.34660800,0.12118635
-5.69384692,0.55944359,0.00486283,0.00000000,0.00807902,0.01862497,0.37836097,0.00000000,0.33092219,0.11092855
-5.68784392,0.53165226,0.00469653,0.00000000,0.00776136,0.01641827,0.36358908,0.00000000,0.32003079,0.10226621
-5.68184092,0.51023660,0.00459598,0.00000000,0.00742232,0.01463028,0.35283160,0.00000000,0.31366685,0.09513379
-5.67583792,0.49482105,0.00455678,0.00000000,0.00706707,0.01321287,0.34587039,0.00000000,0.31149949,0.08944430
-5.66983492,0.48494527,0.00457353,0.00000000,0.00670097,0.01212002,0.34242407,0.00000000,0.31313926,0.08509209
-5.66383192,0.48007318,0.00464003,0.00000000,0.00632933,0.01130798,0.34215375,0.00000000,0.31814449,0.08195581
-5.65782891,0.47960330,0.00474931,0.00000000,0.00595727,0.01073536,0.34466982,0.00000000,0.32602887,0.07990152
-5.65182591,0.48288042,0.00489384,0.00000000,0.00558952,0.01036326,0.34953996,0.00000000,0.33626987,0.07878589
-5.64582291,0.48920852,0.00506563,0.00000000,0.00523026,0.01015534,0.35629803,0.00000000,0.34831822,0.07845935
-5.63981991,0.49786463,0.00525644,0.00000000,0.00488308,0.01007788,0.36445405,0.00000000,0.36160829,0.07876936
-5.63381691,0.50811366,0.00545791,0.00000000,0.00455086,0.01009985,0.37350489,0.00000000,0.37556907,0.07956351
-5.62781391,0.51922382,0.00566174,0.00000000,0.00423577,0.01019303,0.38294555,0.00000000,0.38963583,0.08069254
-5.62181091,0.53048238,0.00585991,0.00000000,0.00393923,0.01033204,0.39228087,0.00000000,0.40326191,0.08201333
-5.61580790,0.54121125,0.00604480,0.00000000,0.00366201,0.01049442,0.40103712,0.00000000,0.41593054,0.08339156
-5.60980490,0.55078212,0.00620942,0.00000000,0.00340425,0.01066078,0.40877345,0.00000000,0.42716618,0.08470429
-5.60380190,0.55863056,0.00634750,0.00000000,0.00316554,0.01081479,0.41509249,0.00000000,0.43654518,0.08584218
-5.59779890,0.56426864,0.00645371,0.00000000,0.00294503,0.01094331,0.41964997,0.00000000,0.44370510,0.08671139
-5.59179590,0.56729559,0.00652369,0.00000000,0.00274155,0.01103648,0.42216284,0.00000000,0.44835254,0.08723519
-5.58579290,0.56740614,0.00655423,0.00000000,0.00255369,0.01108770,0.42241571,0.00000000,0.45026913,0.08735506
-5.57978989,0.56439610,0.00654324,0.00000000,0.00237994,0.01109369,0.42026520,0.00000000,0.44931525,0.08703145
-5.57378689,0.55816515,0.00648984,0.00000000,0.00221874,0.01105451,0.41564212,0.00000000,0.44543143,0.08624400
-5.56778389,0.54871648,0.00639433,0.00000000,0.00206864,0.01097349,0.40855138,0.00000000,0.43863742,0.08499132
-5.56178089,0.53615358,0.00625810,0.00000000,0.00192829,0.01085717,0.39906965,0.00000000,0.42902874,0.08329041
-5.55577789,0.52067409,0.00608362,0.00000000,0.00179656,0.01071517,0.38734089,0.00000000,0.41677106,0.08117551
-5.54977489,0.50256125,0.00587428,0.00000000,0.00167258,0.01056012,0.37356999,0.00000000,0.40209257,0.07869669
-5.54377189,0.48217316,0.00563427,0.00000000,0.00155571,0.01040736,0.35801475,0.00000000,0.38527462,0.07591811
-5.53776888,0.45993037,0.00536844,0.00000000,0.00144564,0.01027480,0.34097679,0.00000000,0.36664122,0.07291592
-5.53176588,0.43630246,0.00508212,0.00000000,0.00134233,0.01018261,0.32279147,0.00000000,0.34654761,0.06977616
-5.52576288,0.41179399,0.00478096,0.00000000,0.00124604,0.01015292,0.30381759,0.00000000,0.32536864,0.06659235
-5.51975988,0.38693048,0.00447073,0.00000000,0.00115729,0.01020947,0.28442708,0.00000000,0.30348716,0.06346319
-5.51375688,0.36224491,0.00415722,0.00000000,0.00107686,0.01037717,0.26499511,0.00000000,0.28128314,0.06049016
-5.50775388,0.33826506,0.00384603,0.00000000,0.00100579,0.01068167,0.24589108,0.00000000,0.25912367,0.05777529
-5.50175088,0.31550218,0.00354249,0.00000000,0.00094530,0.01114885,0.22747055,0.00000000,0.23735427,0.05541894
-5.49574787,0.29444113,0.00325150,0.00000000,0.00089685,0.01180423,0.21006847,0.00000000,0.21629174,0.05351777
-5.48974487,0.27553209,0.00297749,0.00000000,0.00086205,0.01267236,0.19399374,0.00000000,0.19621857,0.05216282
-5.48374187,0.25918394,0.00272432,0.00000000,0.00084269,0.01377614,0.17952507,0.00000000,0.17737912,0.05143775
-5.47773887,0.24575918,0.00249526,0.00000000,0.00084069,0.01513608,0.16690821,0.00000000,0.15997738,0.05141724
-5.47173587,0.23557022,0.00229296,0.00000000,0.00085809,0.01676953,0.15635422,0.00000000,0.14417622,0.05216547
-5.46573287,0.22887695,0.00211947,0.00000000,0.00089706,0.01868992,0.14803886,0.00000000,0.13009805,0.05373482
-5.45972986,0.22588523,0.00197619,0.00000000,0.00095979,0.02090596,0.14210263,0.00000000,0.11782651,0.05616460
-5.45372686,0.22674620,0.00186398,0.00000000,0.00104856,0.02342089,0.13865145,0.00000000,0.10740904,0.05947999
-5.44772386,0.23155612,0.00178314,0.00000000,0.00116561,0.02623183,0.13775769,0.00000000,0.09886011,0.06369113
-5.44172086,0.24035663,0.00173347,0.00000000,0.00131314,0.02932918,0.13946133,0.00000000,0.09216472,0.06879236
-5.43571786,0.25313531,0.00171430,0.00000000,0.00149325,0.03269625,0.14377118,0.00000000,0.08728218,0.07476166
-5.42971486,0.26982647,0.00172458,0.00000000,0.00170784,0.03630901,0.15066604,0.00000000,0.08414973,0.08156046
-5.42371186,0.29031222,0.00176287,0.00000000,0.00195859,0.04013612,0.16009569,0.00000000,0.08268612,0.08913363
-5.41770885,0.31442393,0.00182742,0.00000000,0.00224680,0.04413920,0.17198178,0.00000000,0.08279480,0.09740996
-5.41170585,0.34194403,0.00191622,0.00000000,0.00257339,0.04827343,0.18621869,0.00000000,0.08436687,0.10630295
-5.40570285,0.37260852,0.00202702,0.00000000,0.00293877,0.05248837,0.20267430,0.00000000,0.08728374,0.11571218
-5.39969985,0.40611014,0.00215739,0.00000000,0.00334275,0.05672920,0.22119100,0.00000000,0.09141934,0.12552496
-5.39369685,0.44210244,0.00230478,0.00000000,0.00378450,0.06093806,0.24158682,0.00000000,0.09664225,0.13561866
-5.38769385,0.48020479,0.00246650,0.00000000,0.00426247,0.06505584,0.26365704,0.00000000,0.10281743,0.14586328
-5.38169085,0.52000836,0.00263986,0.00000000,0.00477437,0.06902391,0.28717615,0.00000000,0.10980801,0.15612450
-5.37568784,0.56108309,0.00282212,0.00000000,0.00531710,0.07278617,0.31190045,0.00000000,0.11747686,0.16626698
-5.36968484,0.60298547,0.00301059,0.00000000,0.00588682,0.07629096,0.33757113,0.00000000,0.12568816,0.17615782
-5.36368184,0.64526692,0.00320266,0.00000000,0.00647893,0.07949298,0.36391797,0.00000000,0.13430908,0.18567009
-5.35767884,0.68748260,0.00339584,0.00000000,0.00708813,0.08235503,0.39066350,0.00000000,0.14321133,0.19468617
-5.35167584,0.72920026,0.00358779,0.00000000,0.00770853,0.08484941,0.41752757,0.00000000,0.15227289,0.20310093
-5.34567284,0.77000872,0.00377640,0.00000000,0.00833371,0.08695911,0.44423212,0.00000000,0.16137960,0.21082437
-5.33966983,0.80952572,0.00395977,0.00000000,0.00895691,0.08867841,0.47050605,0.00000000,0.17042679,0.21778378
-5.33366683,0.84740466,0.00413626,0.00000000,0.00957110,0.09001310,0.49608991,0.00000000,0.17932083,0.22392523
-5.32766383,0.88333994,0.00430452,0.00000000,0.01016918,0.09098022,0.52074031,0.00000000,0.18798037,0.22921424
-5.32166083,0.91707075,0.00446347,0.00000000,0.01074412,0.09160715,0.54423377,0.00000000,0.19633757,0.23363572
-5.31565783,0.94838297,0.00461235,0.00000000,0.01128914,0.09193041,0.56636992,0.00000000,0.20433887,0.23719310
-5.30965483,0.97710931,0.00475065,0.00000000,0.01179782,0.09199388,0.58697394,0.00000000,0.21194558,0.23990670
-5.30365183,1.00312765,0.00487817,0.00000000,0.01226429,0.09184674,0.60589812,0.00000000,0.21913399,0.24181143
-5.29764882,1.02635783,0.00499494,0.00000000,0.01268328,0.09154118,0.62302265,0.00000000,0.22589529,0.24295405
-5.29164582,1.04675720,0.00510121,0.00000000,0.01305032,0.09112995,0.63825563,0.00000000,0.23223500,0.24339000
-5.28564282,1.06431526,0.00519745,0.00000000,0.01336171,0.09066395,0.65153232,0.00000000,0.23817219,0.24318005
-5.27963982,1.07904788,0.00528431,0.00000000,0.01361466,0.09018992,0.66281401,0.00000000,0.24373840,0.24238709
-5.27363682,1.09099162,0.00536254,0.00000000,0.01380729,0.08974841,0.67208645,0.00000000,0.24897638,0.24107297
-5.26763382,1.10019852,0.00543307,0.00000000,0.01393865,0.08937216,0.67935814,0.00000000,0.25393861,0.23929595
-5.26163082,1.10673184,0.00549687,0.00000000,0.01400870,0.08908485,0.68465864,0.00000000,0.25868583,0.23710850
-5.25562781,1.11066297,0.00555503,0.00000000,0.01401832,0.08890044,0.68803704,0.00000000,0.26328544,0.23455593
-5.24962481,1.11206996,0.00560871,0.00000000,0.01396925,0.08882307,0.68956066,0.00000000,0.26780988,0.23167569
-5.24362181,1.11103735,0.00565913,0.00000000,0.01386405,0.08884751,0.68931410,0.00000000,0.27233509,0.22849747
-5.23761881,1.10765772,0.00570758,0.00000000,0.01370609,0.08896014,0.68739852,0.00000000,0.27693893,0.22504395
-5.23161581,1.10203427,0.00575540,0.00000000,0.01349940,0.08914041,0.68393130,0.00000000,0.28169953,0.22133236
-5.22561281,1.09428455,0.00580402,0.00000000,0.01324871,0.08936271,0.67904563,0.00000000,0.28669377,0.21737644
-5.21960980,1.08454454,0.00585493,0.00000000,0.01295929,0.08959849,0.67289025,0.00000000,0.29199555,0.21318884
-5.21360680,1.07297293,0.00590965,0.00000000,0.01263693,0.08981862,0.66562888,0.00000000,0.29767410,0.20878374
-5.20760380,1.05975485,0.00596979,0.00000000,0.01228780,0.08999567,0.65743935,0.00000000,0.30379220,0.20417948
-5.20160080,1.04510480,0.00603693,0.00000000,0.01191838,0.09010623,0.64851220,0.00000000,0.31040430,0.19940099
-5.19559780,1.02926816,0.00611267,0.00000000,0.01153535,0.09013293,0.63904860,0.00000000,0.31755469,0.19448193
-5.18959480,1.01252126,0.00619855,0.00000000,0.01114543,0.09006619,0.62925769,0.00000000,0.32527567,0.18946627
-5.18359180,0.99516949,0.00629601,0.00000000,0.01075528,0.08990559,0.61935323,0.00000000,0.33358590,0.18440932
-5.17758879,0.97754380,0.00640632,0.00000000,0.01037134,0.08966072,0.60954959,0.00000000,0.34248905,0.17937803
-5.17158579,0.95999540,0.00653056,0.00000000,0.00999969,0.08935159,0.60005747,0.00000000,0.35197286,0.17445056
-5.16558279,0.94288910,0.00666949,0.00000000,0.00964586,0.08900854,0.59107928,0.00000000,0.36200869,0.16971517
-5.15957979,0.92659553,0.00682359,0.00000000,0.00931471,0.08867164,0.58280464,0.00000000,0.37255193,0.16526838
-5.15357679,0.91148281,0.00699293,0.00000000,0.00901031,0.08838965,0.57540619,0.00000000,0.38354302,0.16121260
-5.14757379,0.89790799,0.00717717,0.00000000,0.00873576,0.08821863,0.56903587,0.00000000,0.39490951,0.15765327
-5.14157079,0.88620892,0.00737554,0.00000000,0.00849313,0.08822017,0.56382220,0.00000000,0.40656892,0.15469564
-5.13556778,0.87669683,0.00758684,0.00000000,0.00828338,0.08845952,0.55986838,0.00000000,0.41843245,0.15244143
-5.12956478,0.86965005,0.00780942,0.00000000,0.00810633,0.08900342,0.55725156,0.00000000,0.43040937,0.15098540
-5.12356178,0.86530909,0.00804130,0.00000000,0.00796066,0.08991804,0.55602328,0.00000000,0.44241196,0.15041213
-5.11755878,0.86387323,0.00828012,0.00000000,0.00784395,0.09126680,0.55621087,0.00000000,0.45436062,0.15079292
-5.11155578,0.86549858,0.00852329,0.00000000,0.00775278,0.09310840,0.55781983,0.00000000,0.46618897,0.15218323
-5.10555278,0.87029742,0.00876805,0.00000000,0.00768283,0.09549493,0.56083682,0.00000000,0.47784836,0.15462047
-5.09954977,0.87833871,0.00901155,0.00000000,0.00762911,0.09847020,0.56523311,0.00000000,0.48931174,0.15812241
-5.09354677,0.88964922,0.00925096,0.00000000,0.00758605,0.10206828,0.57096793,0.00000000,0.50057623,0.16268608
-5.08754377,0.90421519,0.00948357,0.00000000,0.00754780,0.10631225,0.57799173,0.00000000,0.51166429,0.16828740
-5.08154077,0.92198388,0.00970684,0.00000000,0.00750843,0.11121326,0.58624866,0.00000000,0.52262316,0.17488128
-5.07553777,0.94286485,0.00991851,0.00000000,0.00746214,0.11676978,0.59567840,0.00000000,0.53352251,0.18240235
-5.06953477,0.96673067,0.01011665,0.00000000,0.00740348,0.12296709,0.60621678,0.00000000,0.54445022,0.19076616
-5.06353177,0.99341698,0.01029965,0.00000000,0.00732758,0.12977705,0.61779549,0.00000000,0.55550651,0.19987091
-5.05752876,1.02272186,0.01046629,0.00000000,0.00723031,0.13715802,0.63034064,0.00000000,0.56679656,0.20959950
-5.05152576,1.05440459,0.01061572,0.00000000,0.00710842,0.14505514,0.64377047,0.00000000,0.57842214,0.21982204
-5.04552276,1.08818438,0.01074740,0.00000000,0.00695966,0.15340075,0.65799243,0.00000000,0.59047255,0.23039850
-5.03951976,1.12373912,0.01086111,0.00000000,0.00678284,0.16211516,0.67290001,0.00000000,0.60301569,0.24118173
-5.03351676,1.16070500,0.01095684,0.00000000,0.00657783,0.17110766,0.68836968,0.00000000,0.61608966,0.25202056
-5.02751376,1.19867739,0.01103480,0.00000000,0.00634557,0.18027789,0.70425857,0.00000000,0.62969559,0.26276315
-5.02151076,1.23721356,0.01109530,0.00000000,0.00608803,0.18951750,0.72040307,0.00000000,0.64379237,0.27326035
-5.01550775,1.27583792,0.01113876,0.00000000,0.00580809,0.19871222,0.73661911,0.00000000,0.65829362,0.28336921
-5.00950475,1.31404991,0.01116559,0.00000000,0.00550945,0.20774424,0.75270416,0.00000000,0.67306746,0.29295650
-5.00350175,1.35133508,0.01117627,0.00000000,0.00519651,0.21649496,0.76844138,0.00000000,0.68793912,0.30190223
-4.99749875,1.38717911,0.01117127,0.00000000,0.00487424,0.22484803,0.78360590,0.00000000,0.70269666,0.31010314
-4.99149575,1.42108478,0.01115110,0.00000000,0.00454805,0.23269263,0.79797324,0.00000000,0.71709939,0.31747605
-4.98549275,1.45259127,0.01111634,0.00000000,0.00422370,0.23992689,0.81132955,0.00000000,0.73088895,0.32396101
-4.97948974,1.48129510,0.01106772,0.00000000,0.00390716,0.24646140,0.82348325,0.00000000,0.74380220,0.32952414
-4.97348674,1.50687183,0.01100617,0.00000000,0.00360459,0.25222252,0.83427762,0.00000000,0.75558555,0.33416002
-4.96748374,1.52909730,0.01093291,0.00000000,0.00332224,0.25715555,0.84360351,0.00000000,0.76600969,0.33789360
-4.96148074,1.54786714,0.01084954,0.00000000,0.00306649,0.26122731,0.85141151,0.00000000,0.77488399,0.34078125
-4.95547774,1.56321329,0.01075813,0.00000000,0.00284384,0.26442828,0.85772266,0.00000000,0.78206961,0.34291109
