energy_ev,total_up,Ag_p_up,Ag_d_up,As_p_up,As_d_up,S_s_up,S_p_up
-6.00000000,5.93127336,0.78474944,5.45846522,0.12554330,0.00000000,0.02527039,0.18779377
-5.99399700,5.88789076,0.78070581,5.42051978,0.12402389,0.00000000,0.02551517,0.18630208
-5.98799400,5.85466536,0.77481550,5.39379503,0.12222207,0.00000000,0.02567755,0.18424547
-5.98199100,5.83359274,0.76729250,5.38013968,0.12019392,0.00000000,0.02576861,0.18168470
-5.97598799,5.82639503,0.75839502,5.38110427,0.11800127,0.00000000,0.02580189,0.17869467
-5.96998499,5.83447417,0.74841949,5.39789803,0.11571024,0.00000000,0.02579297,0.17536267
-5.96398199,5.85887324,0.73769278,5.43135489,0.11338960,0.00000000,0.02575892,0.17178620
-5.95797899,5.90024724,0.72656297,5.48190958,0.11110894,0.00000000,0.02571776,0.16807032
-5.95197599,5.95884437,0.71538897,5.54958495,0.10893680,0.00000000,0.02568776,0.16432480
-5.94597299,6.03449864,0.70452942,5.63399076,0.10693875,0.00000000,0.02568683,0.16066094
-5.93996998,6.12663409,0.69433134,5.73433441,0.10517555,0.00000000,0.02573190,0.15718844
-5.93396698,6.23428081,0.68511903,5.84944317,0.10370137,0.00000000,0.02583826,0.15401227
-5.92796398,6.35610226,0.67718358,5.97779738,0.10256235,0.00000000,0.02601908,0.15122966
-5.92196098,6.49043330,0.67077375,6.11757368,0.10179529,0.00000000,0.02628497,0.14892745
-5.91595798,6.63532764,0.66608821,6.26669680,0.10142671,0.00000000,0.02664362,0.14717977
-5.90995498,6.78861344,0.66326994,6.42289848,0.10147233,0.00000000,0.02709963,0.14604616
-5.90395198,6.94795520,0.66240253,6.58378152,0.10193686,0.00000000,0.02765445,0.14557028
-5.89794897,7.11092007,0.66350901,6.74688700,0.10281418,0.00000000,0.02830638,0.14577906
-5.89194597,7.27504639,0.66655281,6.90976259,0.10408800,0.00000000,0.02905084,0.14668244
-5.88594297,7.43791236,0.67144099,7.07002968,0.10573279,0.00000000,0.02988060,0.14827369
-5.87993997,7.59720255,0.67802948,7.22544739,0.10771505,0.00000000,0.03078622,0.15053013
-5.87393697,7.75077014,0.68613002,7.37397127,0.10999483,0.00000000,0.03175651,0.15341433
-5.86793397,7.89669279,0.69551848,7.51380500,0.11252744,0.00000000,0.03277904,0.15687572
-5.86193097,8.03332038,0.70594404,7.64344326,0.11526527,0.00000000,0.03384068,0.16085237
-5.85592796,8.15931283,0.71713894,7.76170460,0.11815958,0.00000000,0.03492812,0.16527306
