energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,0.80220004,0.00003195,0.45827131,0.88763617,0.20375580,0.00576151,0.03775626
-5.99399700,0.79102586,0.00003876,0.45428297,0.87741507,0.20062300,0.00588192,0.03604360
-5.98799400,0.78166190,0.00004692,0.45063606,0.86882619,0.19784851,0.00600244,0.03474970
-5.98199100,0.77418687,0.00005658,0.44735252,0.86199673,0.19540195,0.00612548,0.03389578
-5.97598799,0.76872285,0.00006790,0.44449044,0.85709611,0.19327306,0.00625406,0.03349800
-5.96998499,0.76542549,0.00008104,0.44213825,0.85432637,0.19146910,0.00639173,0.03356714
-5.96398199,0.76447243,0.00009613,0.44040777,0.85391039,0.19001170,0.00654235,0.03410830
-5.95797899,0.76605013,0.00011331,0.43942623,0.85607829,0.18893323,0.00670998,0.03512064
-5.95197599,0.77033957,0.00013267,0.43932752,0.86105227,0.18827289,0.00689861,0.03659715
-5.94597299,0.77750124,0.00015429,0.44024301,0.86903053,0.18807247,0.00711199,0.03852447
-5.93996998,0.78766003,0.00017821,0.44229213,0.88017079,0.18837221,0.00735338,0.04088275
-5.93396698,0.80089075,0.00020442,0.44557329,0.89457425,0.18920656,0.00762534,0.04364571
-5.92796398,0.81720489,0.00023284,0.45015530,0.91227075,0.19060028,0.00792956,0.04678074
-5.92196098,0.83653943,0.00026338,0.45606997,0.93320593,0.19256502,0.00826659,0.05024928
-5.91595798,0.85874842,0.00029584,0.46330598,0.95723136,0.19509637,0.00863580,0.05400730
-5.90995498,0.88359784,0.00033001,0.47180472,0.98409819,0.19817178,0.00903518,0.05800609
-5.90395198,0.91076445,0.00036558,0.48145807,1.01345507,0.20174930,0.00946133,0.06219325
-5.89794897,0.93983882,0.00040221,0.49210853,1.04485081,0.20576736,0.00990947,0.06651393
-5.89194597,0.97033276,0.00043951,0.50355182,1.07774186,0.21014547,0.01037349,0.07091225
-5.88594297,1.00169109,0.00047704,0.51554178,1.11150475,0.21478607,0.01084606,0.07533292
-5.87993997,1.03330744,0.00051435,0.52779765,1.14545314,0.21957733,0.01131886,0.07972305
-5.87393697,1.06454351,0.00055099,0.54001331,1.17885881,0.22439677,0.01178281,0.08403396
-5.86793397,1.09475106,0.00058650,0.55186814,1.21097596,0.22911569,0.01222839,0.08822303
-5.86193097,1.12329559,0.00062045,0.56303912,1.24106766,0.23360405,0.01264593,0.09225544
