energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-3.53276638,5.29630156,0.44421940,4.18765395,0.00266780,0.05199070,0.18946737,0.54970955,0.02070274,0.23736363
-3.52676338,5.21518415,0.44543111,4.11997951,0.00244159,0.05091239,0.18947307,0.53919361,0.02078009,0.23625818
-3.52076038,5.12678697,0.44682760,4.04556438,0.00223891,0.04979141,0.18934689,0.52857296,0.02083283,0.23508087
-3.51475738,5.03271844,0.44849367,3.96558236,0.00206053,0.04864358,0.18916407,0.51813302,0.02086977,0.23389893
-3.50875438,4.93477896,0.45051393,3.88137197,0.00190678,0.04748575,0.18900209,0.50817279,0.02090067,0.23278257
-3.50275138,4.83491046,0.45296845,3.79440067,0.00177756,0.04633538,0.18893737,0.49899590,0.02093588,0.23180207
-3.49674837,4.73513703,0.45592808,3.70622178,0.00167240,0.04521021,0.18904189,0.49090091,0.02098593,0.23102450
-3.49074537,4.63749875,0.45944947,3.61842542,0.00159055,0.04412775,0.18937976,0.48417119,0.02106113,0.23051058
-3.48474237,4.54398145,0.46357032,3.53258572,0.00153100,0.04310485,0.19000414,0.47906470,0.02117111,0.23031153
-3.47873937,4.45644569,0.46830499,3.45020660,0.00149258,0.04215718,0.19095438,0.47580417,0.02132441,0.23046624
-3.47273637,4.37655810,0.47364101,3.37266865,0.00147399,0.04129876,0.19225380,0.47456803,0.02152807,0.23099894
-3.46673337,4.30572852,0.47953655,3.30117961,0.00147384,0.04054146,0.19390802,0.47548246,0.02178734,0.23191743
-3.46073037,4.24505602,0.48591932,3.23673099,0.00149077,0.03989457,0.19590412,0.47861504,0.02210534,0.23321211
-3.45472736,4.19528667,0.49268699,3.18006290,0.00152342,0.03936443,0.19821056,0.48397019,0.02248289,0.23485579
-3.44872436,4.15678528,0.49970921,3.13163906,0.00157050,0.03895409,0.20077793,0.49148684,0.02291840,0.23680438
-3.44272136,4.12952286,0.50683138,3.09163320,0.00163083,0.03866314,0.20354053,0.50103830,0.02340789,0.23899844
-3.43671836,4.11308065,0.51387983,3.05992782,0.00170335,0.03848763,0.20641872,0.51243471,0.02394503,0.24136559
-3.43071536,4.10667081,0.52066847,3.03612531,0.00178716,0.03842011,0.20932194,0.52542775,0.02452143,0.24382360
-3.42471236,4.10917308,0.52700648,3.01957113,0.00188147,0.03844983,0.21215219,0.53971781,0.02512688,0.24628406
-3.41870935,4.11918592,0.53270666,3.00938806,0.00198567,0.03856306,0.21480799,0.55496320,0.02574980,0.24865646
-3.41270635,4.13508973,0.53759413,3.00451974,0.00209928,0.03874359,0.21718841,0.57079115,0.02637767,0.25085251
-3.40670335,4.15511946,0.54151476,3.00378163,0.00222189,0.03897331,0.21919721,0.58681024,0.02699759,0.25279038
-3.40070035,4.17744296,0.54434302,3.00591693,0.00235323,0.03923289,0.22074674,0.60262373,0.02759684,0.25439872
-3.39469735,4.20024173,0.54598869,3.00965460,0.00249301,0.03950254,0.22176142,0.61784320,0.02816342,0.25562031
-3.38869435,4.22178985,0.54640206,3.01376696,0.00264097,0.03976283,0.22218080,0.63210214,0.02868666,0.25641494
-3.38269135,4.24052771,0.54557737,3.01712385,0.00279679,0.03999544,0.22196185,0.64506861,0.02915765,0.25676164
-3.37668834,4.25512683,0.54355410,3.01874104,0.00296002,0.04018396,0.22108056,0.65645668,0.02956970,0.25665987
-3.37068534,4.26454278,0.54041613,3.01782032,0.00313007,0.04031453,0.21953262,0.66603608,0.02991867,0.25612985
-3.36468234,4.26805388,0.53628870,3.01377979,0.00330617,0.04037640,0.21733338,0.67363955,0.03020316,0.25521179
-3.35867934,4.26528381,0.53133329,3.00627265,0.00348726,0.04036236,0.21451686,0.67916776,0.03042459,0.25396423
-3.35267634,4.25620741,0.52574062,2.99519414,0.00367206,0.04026896,0.21113409,0.68259147,0.03058713,0.25246148
-3.34667334,4.24113958,0.51972216,2.98067616,0.00385896,0.04009659,0.20725071,0.68395091,0.03069747,0.25079027
-3.34067034,4.22070810,0.51350047,2.96307034,0.00404612,0.03984937,0.20294412,0.68335254,0.03076452,0.24904584
-3.33466733,4.19581193,0.50729892,2.94292045,0.00423140,0.03953482,0.19830015,0.68096322,0.03079888,0.24732764
-3.32866433,4.16756755,0.50133130,2.92092591,0.00441242,0.03916348,0.19340958,0.67700235,0.03081230,0.24573482
-3.32266133,4.13724589,0.49579180,2.89789820,0.00458664,0.03874823,0.18836459,0.67173213,0.03081705,0.24436179
-3.31665833,4.10620342,0.49084587,2.87471271,0.00475138,0.03830373,0.18325526,0.66544665,0.03082518,0.24329392
-3.31065533,4.07581077,0.48662240,2.85225840,0.00490394,0.03784557,0.17816642,0.65846021,0.03084788,0.24260384
-3.30465233,4.04738248,0.48320772,2.83138788,0.00504164,0.03738962,0.17317483,0.65109544,0.03089478,0.24234820
-3.29864932,4.02211128,0.48064153,2.81287035,0.00516195,0.03695121,0.16834692,0.64367169,0.03097334,0.24256525
-3.29264632,4.00100986,0.47891505,2.79734971,0.00526255,0.03654454,0.16373699,0.63649433,0.03108837,0.24327328
-3.28664332,3.98486286,0.47797154,2.78530965,0.00534147,0.03618210,0.15938623,0.62984505,0.03124167,0.24446989
-3.28064032,3.97419097,0.47770892,2.77704741,0.00539711,0.03587424,0.15532218,0.62397384,0.03143176,0.24613225
-3.27463732,3.96922849,0.47798465,2.77265715,0.00542838,0.03562884,0.15155892,0.61909252,0.03165383,0.24821817
-3.26863432,3.96991485,0.47862226,2.77202342,0.00543471,0.03545128,0.14809787,0.61537021,0.03189987,0.25066803
-3.26263132,3.97590019,0.47941954,2.77482493,0.00541609,0.03534434,0.14492897,0.61293057,0.03215896,0.25340734
-3.25662831,3.98656387,0.48015766,2.78054786,0.00537312,0.03530846,0.14203244,0.61185089,0.03241765,0.25634986
-3.25062531,4.00104484,0.48061096,2.78850807,0.00530699,0.03534201,0.13938070,0.61216270,0.03266059,0.25940116
-3.24462231,4.01828171,0.48055695,2.79788058,0.00521944,0.03544162,0.13694059,0.61385392,0.03287117,0.26246230
-3.23861931,4.03706047,0.47978582,2.80773501,0.00511275,0.03560271,0.13467566,0.61687214,0.03303231,0.26543366
-3.23261631,4.05606706,0.47810938,2.81707486,0.00498964,0.03581992,0.13254844,0.62112887,0.03312722,0.26821852
-3.22661331,4.07394255,0.47536869,2.82487887,0.00485322,0.03608759,0.13052252,0.62650440,0.03314020,0.27072643
-3.22061031,4.08933797,0.47144031,2.83014248,0.00470687,0.03640021,0.12856453,0.63285318,0.03305740,0.27287614
-3.21460730,4.10096672,0.46624083,2.83191753,0.00455416,0.03675274,0.12664576,0.64000933,0.03286747,0.27459799
-3.20860430,4.10765210,0.45972956,2.82934851,0.00439870,0.03714092,0.12474342,0.64779216,0.03256212,0.27583571
-3.20260130,4.10836845,0.45190938,2.82170396,0.00424408,0.03756141,0.12284157,0.65601157,0.03213652,0.27654757
-3.19659830,4.10227425,0.44282567,2.80840189,0.00409373,0.03801181,0.12093158,0.66447311,0.03158960,0.27670689
-3.19059530,4.08873647,0.43256368,2.78902835,0.00395080,0.03849060,0.11901231,0.67298270,0.03092409,0.27630188
-3.18459230,4.06734544,0.42124424,2.76334874,0.00381813,0.03899697,0.11708975,0.68135085,0.03014647,0.27533495
-3.17858929,4.03792040,0.40901840,2.73131181,0.00369811,0.03953049,0.11517644,0.68939644,0.02926674,0.27382154
-3.17258629,4.00050595,0.39606102,2.69304633,0.00359262,0.04009083,0.11329054,0.69694986,0.02829800,0.27178842
-3.16658329,3.95536015,0.38256386,2.64885122,0.00350304,0.04067733,0.11145465,0.70385573,0.02725599,0.26927187
-3.16058029,3.90293528,0.36872831,2.59917967,0.00343017,0.04128868,0.10969450,0.70997491,0.02615844,0.26631553
-3.15457729,3.84385260,0.35475827,2.54461840,0.00337424,0.04192250,0.10803747,0.71518609,0.02502442,0.26296826
-3.14857429,3.77887247,0.34085336,2.48586300,0.00333495,0.04257504,0.10651112,0.71938676,0.02387365,0.25928202
-3.14257129,3.70886138,0.32720273,2.42369074,0.00331144,0.04324104,0.10514176,0.72249367,0.02272581,0.25530989
-3.13656828,3.63475758,0.31397975,2.35893204,0.00330241,0.04391354,0.10395310,0.72444281,0.02159987,0.25110430
-3.13056528,3.55753676,0.30133774,2.29244188,0.00330615,0.04458391,0.10296509,0.72518906,0.02051351,0.24671560
-3.12456228,3.47817944,0.28940677,2.22507233,0.00332061,0.04524202,0.10219299,0.72470533,0.01948262,0.24219095
-3.11855928,3.39764127,0.27829171,2.15764743,0.00334353,0.04587648,0.10164668,0.72298164,0.01852093,0.23757358
-3.11255628,3.31682763,0.26807150,2.09094120,0.00337249,0.04647506,0.10133036,0.72002388,0.01763972,0.23290251
-3.10655328,3.23657335,0.25879957,2.02565983,0.00340502,0.04702518,0.10124248,0.71585271,0.01684773,0.22821261
-3.10055028,3.15762847,0.25050537,1.96242835,0.00343873,0.04751449,0.10137613,0.71050239,0.01615114,0.22353509
-3.09454727,3.08065029,0.24319690,1.90178247,0.00347138,0.04793157,0.10171972,0.70401995,0.01555367,0.21889830
-3.08854427,3.00620207,0.23686406,1.84416545,0.00350101,0.04826658,0.10225799,0.69646464,0.01505690,0.21432887
-3.08254127,2.93475803,0.23148264,1.78993013,0.00352596,0.04851195,0.10297338,0.68790765,0.01466054,0.20985312
-3.07653827,2.86671429,0.22701882,1.73934556,0.00354504,0.04866308,0.10384759,0.67843247,0.01436289,0.20549857
-3.07053527,2.80240492,0.22343387,1.69260785,0.00355750,0.04871888,0.10486338,0.66813546,0.01416130,0.20129561
-3.06453227,2.74212190,0.22068890,1.64985427,0.00356317,0.04868230,0.10600650,0.65712692,0.01405267,0.19727919
-3.05852926,2.68613786,0.21874939,1.61117981,0.00356241,0.04856068,0.10726760,0.64553241,0.01403397,0.19349039
-3.05252626,2.63472981,0.21758932,1.57665499,0.00355620,0.04836601,0.10864412,0.63349419,0.01410269,0.18997784
-3.04652326,2.58820239,0.21719467,1.54634374,0.00354611,0.04811493,0.11014199,0.62117258,0.01425727,0.18679884
-3.04052026,2.54690870,0.21756604,1.52032019,0.00353429,0.04782860,0.11177708,0.60874707,0.01449745,0.18402012
-3.03451726,2.51126727,0.21872037,1.49868315,0.00352344,0.04753244,0.11357620,0.59641692,0.01482450,0.18171811
-3.02851426,2.48177327,0.22069146,1.48156720,0.00351676,0.04725550,0.11557765,0.58440094,0.01524137,0.17997868
-3.02251126,2.45900291,0.22352928,1.46914939,0.00351785,0.04702984,0.11783126,0.57293632,0.01575267,0.17889623
-3.01650825,2.44360979,0.22729811,1.46165098,0.00353072,0.04688959,0.12039767,0.56227628,0.01636458,0.17857210
-3.01050525,2.43631269,0.23207335,1.45933362,0.00355956,0.04686993,0.12334702,0.55268638,0.01708451,0.17911236
-3.00450225,2.43787454,0.23793719,1.46248987,0.00360875,0.04700591,0.12675695,0.54443944,0.01792078,0.18062483
-2.99849925,2.44907296,0.24497333,1.47142830,0.00368267,0.04733116,0.13070986,0.53780905,0.01888204,0.18321550
-2.99249625,2.47066317,0.25326078,1.48645365,0.00378555,0.04787665,0.13528961,0.53306186,0.01997674,0.18698441
-2.98649325,2.50333484,0.26286717,1.50784283,0.00392142,0.04866926,0.14057766,0.53044866,0.02121237,0.19202110
-2.98049025,2.54766439,0.27384176,1.53581811,0.00409387,0.04973061,0.14664887,0.53019479,0.02259480,0.19839973
-2.97448724,2.60406545,0.28620856,1.57051867,0.00430598,0.05107585,0.15356698,0.53249004,0.02412755,0.20617423
-2.96848424,2.67273974,0.29995983,1.61197227,0.00456017,0.05271261,0.16138012,0.53747853,0.02581109,0.21537346
-2.96248124,2.75363123,0.31505049,1.66006862,0.00485809,0.05464027,0.17011646,0.54524915,0.02764224,0.22599692
-2.95647824,2.84638652,0.33139365,1.71453632,0.00520053,0.05684935,0.17978023,0.55582698,0.02961365,0.23801093
-2.95047524,2.95032393,0.34885759,1.77492476,0.00558736,0.05932127,0.19034838,0.56916624,0.03171347,0.25134580
-2.94447224,3.06441397,0.36726459,1.84059263,0.00601750,0.06202842,0.20176804,0.58514528,0.03392516,0.26589410
-2.93846923,3.18727292,0.38639168,1.91070418,0.00648887,0.06493457,0.21395498,0.60356400,0.03622749,0.28151014
-2.93246623,3.31717119,0.40597346,1.98423399,0.00699853,0.06799560,0.22679327,0.62414405,0.03859479,0.29801096
-2.92646323,3.45205704,0.42570696,2.05998066,0.00754268,0.07116060,0.24013614,0.64653206,0.04099740,0.31517886
-2.92046023,3.58959572,0.44525862,2.13658952,0.00811682,0.07437322,0.25380820,0.67030592,0.04340231,0.33276534
-2.91445723,3.72722315,0.46427287,2.21258358,0.00871592,0.07757329,0.26760894,0.69498414,0.04577398,0.35049662
-2.90845423,3.86221253,0.48238239,2.28640200,0.00933459,0.08069866,0.28131740,0.72003798,0.04807542,0.36808044
-2.90245123,3.99175147,0.49921931,2.35644433,0.00996733,0.08368710,0.29469800,0.74490600,0.05026921,0.38521388
-2.89644822,4.11302663,0.51442714,2.42111907,0.01060878,0.08647829,0.30750715,0.76901059,0.05231878,0.40159210
-2.89044522,4.22331236,0.52767280,2.47889414,0.01125392,0.08901575,0.31950049,0.79177570,0.05418957,0.41691743
-2.88444222,4.32005934,0.53865821,2.52834723,0.01189834,0.09124862,0.33044048,0.81264521,0.05585027,0.43090865
-2.87843922,4.40097947,0.54713101,2.56821364,0.01253846,0.09313325,0.34010392,0.83110100,0.05727386,0.44330981
-2.87243622,4.46412281,0.55289377,2.59742937,0.01317164,0.09463451,0.34828915,0.84668005,0.05843858,0.45389841
-2.86643322,4.50794337,0.55581143,2.61516754,0.01379641,0.09572677,0.35482259,0.85898973,0.05932870,0.46249252
-2.86043022,4.53135033,0.55581643,2.62086627,0.01441239,0.09639448,0.35956436,0.86772067,0.05993508,0.46895633
-2.85442721,4.53374267,0.55291146,2.61424697,0.01502041,0.09663239,0.36241265,0.87265648,0.06025540,0.47320421
-2.84842421,4.51502542,0.54716961,2.59532198,0.01562233,0.09644536,0.36330677,0.87368009,0.06029425,0.47520278
-2.84242121,4.47560714,0.53873196,2.56439154,0.01622089,0.09584778,0.36222865,0.87077630,0.06006287,0.47497109
-2.83641821,4.41637880,0.52780269,2.52203017,0.01681949,0.09486274,0.35920288,0.86403050,0.05957867,0.47257897
-2.83041521,4.33867549,0.51464199,2.46906341,0.01742190,0.09352077,0.35429517,0.85362375,0.05886453,0.46814344
-2.82441221,4.24422285,0.49955712,2.40653599,0.01803184,0.09185854,0.34760952,0.83982440,0.05794792,0.46182366
-2.81840920,4.13507126,0.48289197,2.33567328,0.01865267,0.08991733,0.33928412,0.82297684,0.05685987,0.45381449
-2.81240620,4.01352082,0.46501565,2.25783775,0.01928697,0.08774147,0.32948630,0.80348788,0.05563386,0.44433909
-2.80640320,3.88204104,0.44631061,2.17448258,0.01993614,0.08537678,0.31840675,0.78181159,0.05430468,0.43364097
-2.80040020,3.74318885,0.42716081,2.08710459,0.02060011,0.08286918,0.30625334,0.75843317,0.05290724,0.42197572
-2.79439720,3.59952855,0.40794033,1.99719844,0.02127701,0.08026337,0.29324484,0.73385283,0.05147559,0.40960300
-2.78839420,3.45355721,0.38900298,1.90621408,0.02196301,0.07760178,0.27960470,0.70857025,0.05004187,0.39677901
-2.78239120,3.30763831,0.37067327,1.81551890,0.02265223,0.07492373,0.26555536,0.68307044,0.04863553,0.38374977
-2.77638819,3.16394601,0.35323887,1.72636595,0.02333671,0.07226484,0.25131310,0.65781140,0.04728266,0.37074551
-2.77038519,3.02442152,0.33694508,1.63986906,0.02400663,0.06965676,0.23708367,0.63321415,0.04600552,0.35797620
-2.76438219,2.89074269,0.32199106,1.55698524,0.02465047,0.06712706,0.22305886,0.60965532,0.04482226,0.34562854
-2.75837919,2.76430682,0.30852817,1.47850465,0.02525543,0.06469941,0.20941399,0.58746245,0.04374675,0.33386418
-2.75237619,2.64622625,0.29666016,1.40504757,0.02580787,0.06239391,0.19630635,0.56691194,0.04278874,0.32281929
-2.74637319,2.53733562,0.28644510,1.33706796,0.02629384,0.06022758,0.18387455,0.54822946,0.04195398,0.31260529
-2.74037019,2.43820922,0.27789898,1.27486270,0.02669964,0.05821494,0.17223862,0.53159261,0.04124461,0.30331060
-2.73436718,2.34918653,0.27100055,1.21858544,0.02701245,0.05636863,0.16150091,0.51713523,0.04065958,0.29500318
-2.72836418,2.27040371,0.26569722,1.16826395,0.02722086,0.05470004,0.15174737,0.50495308,0.04019514,0.28773361
-2.72236118,2.20182877,0.26191167,1.12381972,0.02731548,0.05321987,0.14304935,0.49511023,0.03984540,0.28153855
-2.71635818,2.14329835,0.25954889,1.08508868,0.02728935,0.05193862,0.13546551,0.48764586,0.03960291,0.27644422
-2.71035518,2.09455387,0.25850327,1.05184197,0.02713837,0.05086696,0.12904384,0.48258069,0.03945915,0.27246978
-2.70435218,2.05527523,0.25866540,1.02380577,0.02686154,0.05001597,0.12382360,0.47992294,0.03940508,0.26963035
-2.69834917,2.02511069,0.25992848,1.00067928,0.02646112,0.04939721,0.11983697,0.47967324,0.03943163,0.26793949
-2.69234617,2.00370152,0.26219379,0.98215039,0.02594264,0.04902262,0.11711048,0.48182833,0.03953004,0.26741108
-2.68634317,1.99070076,0.26537533,0.96790845,0.02531476,0.04890426,0.11566600,0.48638350,0.03969220,0.26806042
-2.68034017,1.98578565,0.26940314,0.95765389,0.02458907,0.04905394,0.11552126,0.49333344,0.03991093,0.26990461
-2.67433717,1.98866352,0.27422547,0.95110461,0.02377968,0.04948263,0.11668996,0.50267181,0.04018008,0.27296199
-2.66833417,1.99907155,0.27980949,0.94799917,0.02290281,0.05019988,0.11918135,0.51438959,0.04049460,0.27725102
-2.66233117,2.01677084,0.28614069,0.94809697,0.02197627,0.05121304,0.12299938,0.52847219,0.04085053,0.28278828
-2.65632816,2.04153557,0.29322090,0.95117587,0.02101884,0.05252649,0.12814151,0.54489591,0.04124489,0.28958600
-2.65032516,2.07313827,0.30106517,0.95702742,0.02004973,0.05414089,0.13459708,0.56362367,0.04167550,0.29764905
-2.64432216,2.11133224,0.30969741,0.96545048,0.01908794,0.05605240,0.14234552,0.58460054,0.04214072,0.30697165
-2.63831916,2.15583238,0.31914535,0.97624363,0.01815171,0.05825205,0.15135436,0.60774922,0.04263915,0.31753391
-2.63231616,2.20629556,0.32943465,0.98919698,0.01725796,0.06072512,0.16157724,0.63296574,0.04316933,0.32929846
-2.62631316,2.26230188,0.34058284,1.00408396,0.01642185,0.06345075,0.17295195,0.66011564,0.04372932,0.34220723
-2.62031016,2.32333791,0.35259312,1.02065382,0.01565632,0.06640173,0.18539867,0.68903081,0.04431639,0.35617867
-2.61430715,2.38878292,0.36544838,1.03862514,0.01497183,0.06954448,0.19881859,0.71950719,0.04492666,0.37110556
-2.60830415,2.45789919,0.37910593,1.05768107,0.01437611,0.07283920,0.21309288,0.75130332,0.04555482,0.38685357
-2.60230115,2.52982708,0.39349302,1.07746649,0.01387400,0.07624040,0.22808227,0.78414011,0.04619384,0.40326069
-2.59629815,2.60358542,0.40850354,1.09758766,0.01346741,0.07969753,0.24362724,0.81770156,0.04683483,0.42013770
-2.59029515,2.67807776,0.42399615,1.11761423,0.01315540,0.08315589,0.25954892,0.85163674,0.04746697,0.43726965
-2.58429215,2.75210437,0.43979395,1.13708396,0.01293425,0.08655778,0.27565081,0.88556297,0.04807752,0.45441854
-2.57828914,2.82438012,0.45568586,1.15550993,0.01279771,0.08984380,0.29172120,0.91907021,0.04865197,0.47132711
-2.57228614,2.89355781,0.47142963,1.17239001,0.01273724,0.09295427,0.30753650,0.95172658,0.04917426,0.48772364
-2.56628314,2.95825630,0.48675664,1.18721847,0.01274237,0.09583077,0.32286515,0.98308514,0.04962715,0.50332776
-2.56028014,3.01709270,0.50137809,1.19949900,0.01280104,0.09841770,0.33747237,1.01269172,0.04999270,0.51785706
-2.55427714,3.06871760,0.51499267,1.20875884,0.01290005,0.10066386,0.35112529,1.04009374,0.05025273,0.53103436
-2.54827414,3.11185201,0.52729510,1.21456334,0.01302545,0.10252390,0.36359859,1.06484993,0.05038949,0.54259529
-2.54227114,3.14532481,0.53798558,1.21653025,0.01316304,0.10395971,0.37468025,1.08654062,0.05038623,0.55229609
-2.53626813,3.16810916,0.54677940,1.21434318,0.01329874,0.10494150,0.38417740,1.10477845,0.05022785,0.55992118
-2.53026513,3.17935651,0.55341656,1.20776355,0.01341909,0.10544884,0.39192186,1.11921916,0.04990149,0.56529029
-2.52426213,3.17842664,0.55767094,1.19664043,0.01351157,0.10547123,0.39777529,1.12957200,0.04939715,0.56826485
-2.51825913,3.16491255,0.55935852,1.18091785,0.01356498,0.10500853,0.40163369,1.13560948,0.04870806,0.56875335
-2.51225613,3.13865890,0.55834436,1.16063911,0.01356976,0.10407098,0.40343091,1.13717595,0.04783117,0.56671534
-2.50625313,3.09977305,0.55454811,1.13594794,0.01351818,0.10267893,0.40314129,1.13419452,0.04676732,0.56216410
-2.50025013,3.04862817,0.54794763,1.10708626,0.01340453,0.10086230,0.40078091,1.12667210,0.04552139,0.55516747
-2.49424712,2.98585781,0.53858071,1.07438877,0.01322526,0.09865965,0.39640773,1.11470194,0.04410229,0.54584714
-2.48824412,2.91234216,0.52654473,1.03827429,0.01297890,0.09611707,0.39012024,1.09846367,0.04252278,0.53437605
-2.48224112,2.82918614,0.51199437,0.99923448,0.01266613,0.09328684,0.38205497,1.07822047,0.04079915,0.52097420
-2.47623812,2.73769021,0.49513730,0.95782008,0.01228958,0.09022585,0.37238264,1.05431348,0.03895084,0.50590281
-2.47023512,2.63931472,0.47622829,0.91462543,0.01185368,0.08699397,0.36130328,1.02715352,0.03699990,0.48945719
-2.46423212,2.53563931,0.45556176,0.87027170,0.01136446,0.08365233,0.34904046,0.99721033,0.03497037,0.47195842
-2.45822911,2.42831876,0.43346326,0.82538958,0.01082924,0.08026159,0.33583486,0.96499982,0.03288762,0.45374431
-2.45222611,2.31903708,0.41028010,0.78060210,0.01025635,0.07688031,0.32193735,0.93106980,0.03077768,0.43515977
-2.44622311,2.20946164,0.38637162,0.73650809,0.00965484,0.07356339,0.30760205,0.89598481,0.02866652,0.41654721
-2.44022011,2.10119898,0.36209942,0.69366698,0.00903412,0.07036072,0.29307949,0.86031079,0.02657943,0.39823705
-2.43421711,1.99575424,0.33781792,0.65258540,0.00840371,0.06731601,0.27861019,0.82460018,0.02454035,0.38053889
-2.42821411,1.89449539,0.31386561,0.61370607,0.00777292,0.06446592,0.26441895,0.78937823,0.02257133,0.36373363
-2.42221111,1.79862382,0.29055721,0.57739918,0.00715060,0.06183940,0.25070999,0.75513110,0.02069211,0.34806673
-2.41620810,1.70915211,0.26817707,0.54395657,0.00654494,0.05945741,0.23766316,0.72229621,0.01891970,0.33374285
-2.41020510,1.62688952,0.24697389,0.51358873,0.00596332,0.05733284,0.22543124,0.69125528,0.01726816,0.32092215
-2.40420210,1.55243553,0.22715694,0.48642461,0.00541212,0.05547078,0.21413853,0.66233019,0.01574842,0.30971816
-2.39819910,1.48618130,0.20889374,0.46251410,0.00489669,0.05386904,0.20388047,0.63578174,0.01436824,0.30019739
-2.39219610,1.42831844,0.19230924,0.44183297,0.00442131,0.05251885,0.19472450,0.61181115,0.01313224,0.29238051
-2.38619310,1.37885428,0.17748639,0.42428981,0.00398915,0.05140583,0.18671177,0.59056394,0.01204206,0.28624509
-2.38019010,1.33763265,0.16446798,0.40973481,0.00360237,0.05051107,0.17985975,0.57213577,0.01109656,0.28172963
-2.37418709,1.30435867,0.15325957,0.39796975,0.00326214,0.04981226,0.17416530,0.55657969,0.01029207,0.27873874
-2.36818409,1.27862629,0.14383330,0.38875883,0.00296874,0.04928492,0.16960828,0.54391411,0.00962276,0.27714915
-2.36218109,1.25994689,0.13613240,0.38183989,0.00272166,0.04890363,0.16615518,0.53413086,0.00908097,0.27681632
-2.35617809,1.24777766,0.13007615,0.37693547,0.00251972,0.04864307,0.16376273,0.52720272,0.00865757,0.27758128
-2.35017509,1.24154820,0.12556505,0.37376347,0.00236118,0.04847912,0.16238124,0.52308976,0.00834236,0.27927751
-2.34417209,1.24068427,0.12248597,0.37204681,0.00224383,0.04838971,0.16195750,0.52174420,0.00812444,0.28173745
-2.33816908,1.24462772,0.12071717,0.37152194,0.00216513,0.04835546,0.16243706,0.52311325,0.00799253,0.28479851
-2.33216608,1.25285174,0.12013290,0.37194588,0.00212224,0.04836026,0.16376598,0.52713996,0.00793532,0.28830825
-2.32616308,1.26487130,0.12060747,0.37310157,0.00211217,0.04839147,0.16589176,0.53376200,0.00794173,0.29212866
-2.32016008,1.28024849,0.12201876,0.37480159,0.00213179,0.04844009,0.16876372,0.54290862,0.00800118,0.29613927
-2.31415708,1.29859308,0.12425089,0.37688998,0.00217789,0.04850058,0.17233272,0.55449610,0.00810373,0.30023920
-2.30815408,1.31955890,0.12719633,0.37924247,0.00224725,0.04857064,0.17655041,0.56842219,0.00824027,0.30434799
-2.30215108,1.34283662,0.13075708,0.38176511,0.00233662,0.04865077,0.18136814,0.58456026,0.00840263,0.30840533
-2.29614807,1.36814413,0.13484526,0.38439149,0.00244279,0.04874380,0.18673566,0.60275362,0.00858357,0.31236979
-2.29014507,1.39521545,0.13938305,0.38707895,0.00256256,0.04885424,0.19259991,0.62281085,0.00877688,0.31621670
-2.28414207,1.42378941,0.14430205,0.38980392,0.00269280,0.04898779,0.19890383,0.64450268,0.00897732,0.31993529
-2.27813907,1.45359920,0.14954225,0.39255673,0.00283045,0.04915070,0.20558566,0.66756105,0.00918057,0.32352553
-2.27213607,1.48436391,0.15505077,0.39533642,0.00297251,0.04934930,0.21257862,0.69168066,0.00938319,0.32699461
-2.26613307,1.51578281,0.16078036,0.39814555,0.00311611,0.04958956,0.21981119,0.71652333,0.00958255,0.33035354
-2.26013007,1.54753321,0.16668807,0.40098561,0.00325851,0.04987680,0.22720803,0.74172524,0.00977674,0.33361402
-2.25412706,1.57927210,0.17273393,0.40385315,0.00339715,0.05021553,0.23469150,0.76690680,0.00996446,0.33678572
-2.24812406,1.61064179,0.17887997,0.40673683,0.00352966,0.05060941,0.24218381,0.79168489,0.01014500,0.33987420
-2.24212106,1.64127926,0.18508954,0.40961559,0.00365397,0.05106131,0.24960958,0.81568690,0.01031813,0.34287962
-2.23611806,1.67082875,0.19132709,0.41245794,0.00376825,0.05157360,0.25689880,0.83856580,0.01048408,0.34579616
-2.23011506,1.69895663,0.19755833,0.41522241,0.00387104,0.05214836,0.26398993,0.86001549,0.01064348,0.34861230
-2.22411206,1.72536781,0.20375076,0.41785903,0.00396125,0.05278783,0.27083285,0.87978550,0.01079731,0.35131178
-2.21810905,1.74982223,0.20987464,0.42031175,0.00403818,0.05349472,0.27739164,0.89769408,0.01094696,0.35387520
-2.21210605,1.77215040,0.21590406,0.42252145,0.00410155,0.05427266,0.28364675,0.91363900,0.01109414,0.35628203
-2.20610305,1.79226669,0.22181830,0.42442946,0.00415149,0.05512649,0.28959654,0.92760501,0.01124095,0.35851295
-2.20010005,1.81017920,0.22760313,0.42598118,0.00418854,0.05606253,0.29525788,0.93966772,0.01138983,0.36055209
-2.19409705,1.82599538,0.23325190,0.42712954,0.00421361,0.05708868,0.30066580,0.94999320,0.01154361,0.36238921
-2.18809405,1.83992265,0.23876652,0.42783809,0.00422796,0.05821446,0.30587201,0.95883335,0.01170548,0.36402148
-2.18209105,1.85226367,0.24415790,0.42808343,0.00423310,0.05945083,0.31094249,0.96651694,0.01187902,0.36545463
-2.17608804,1.86340619,0.24944601,0.42785680,0.00423076,0.06080989,0.31595401,0.97343685,0.01206817,0.36670352
-2.17008504,1.87380783,0.25465928,0.42716477,0.00422279,0.06230450,0.32098985,0.98003385,0.01227723,0.36779189
