energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.72986493,2.84935603,0.01670035,0.12346253,1.27970748,1.75086306,0.54665550,0.32056697,0.97594134,0.00000000
-5.72386193,2.82008606,0.01697591,0.12362703,1.29969519,1.72535215,0.55114367,0.31822152,0.96576297,0.00000000
-5.71785893,2.79338233,0.01730915,0.12417980,1.32267374,1.69910638,0.55745949,0.31707424,0.95706708,0.00000000
-5.71185593,2.76950207,0.01769871,0.12505796,1.34827318,1.67232668,0.56548743,0.31723731,0.94994873,0.00000000
-5.70585293,2.74856558,0.01814233,0.12618654,1.37604323,1.64516728,0.57506262,0.31879000,0.94444651,0.00000000
-5.69984992,2.73055320,0.01863667,0.12748087,1.40546247,1.61773391,0.58597539,0.32177505,0.94054151,0.00000000
-5.69384692,2.71530795,0.01917725,0.12884937,1.43595077,1.59008480,0.59797748,0.32619602,0.93815855,0.00000000
-5.68784392,2.70254373,0.01975830,0.13019663,1.46688453,1.56223398,0.61078952,0.33201602,0.93716946,0.00000000
-5.68184092,2.69185844,0.02037277,0.13142680,1.49761405,1.53415682,0.62410954,0.33915758,0.93739824,0.00000000
-5.67583792,2.68275134,0.02101231,0.13244688,1.52748192,1.50579740,0.63762211,0.34750384,0.93862782,0.00000000
-5.66983492,2.67464377,0.02166735,0.13317000,1.55584186,1.47707704,0.65100777,0.35690090,0.94060812,0.00000000
-5.66383192,2.66690208,0.02232725,0.13351835,1.58207685,1.44790379,0.66395233,0.36716138,0.94306484,0.00000000
-5.65782891,2.65886186,0.02298050,0.13342582,1.60561573,1.41818203,0.67615564,0.37806885,0.94570888,0.00000000
-5.65182591,2.64985229,0.02361497,0.13284003,1.62594763,1.38782185,0.68733953,0.38938321,0.94824563,0.00000000
-5.64582291,2.63921955,0.02421826,0.13172384,1.64263348,1.35674770,0.69725450,0.40084674,0.95038402,0.00000000
-5.63981991,2.62634859,0.02477802,0.13005620,1.65531434,1.32490591,0.70568510,0.41219056,0.95184484,0.00000000
-5.63381691,2.61068232,0.02528236,0.12783232,1.66371624,1.29227074,0.71245373,0.42314147,0.95236814,0.00000000
-5.62781391,2.59173783,0.02572020,0.12506324,1.66765159,1.25884892,0.71742284,0.43342879,0.95171941,0.00000000
-5.62181091,2.56911926,0.02608168,0.12177482,1.66701744,1.22468248,0.72049548,0.44279114,0.94969455,0.00000000
-5.61580790,2.54252712,0.02635842,0.11800614,1.66179090,1.18984990,0.72161445,0.45098287,0.94612341,0.00000000
-5.60980490,2.51176421,0.02654386,0.11380762,1.65202235,1.15446594,0.72076006,0.45777999,0.94087205,0.00000000
-5.60380190,2.47673820,0.02663344,0.10923872,1.63782701,1.11867999,0.71794681,0.46298551,0.93384376,0.00000000
-5.59779890,2.43746142,0.02662475,0.10436554,1.61937564,1.08267360,0.71321924,0.46643390,0.92497897,0.00000000
-5.59179590,2.39404799,0.02651754,0.09925839,1.59688498,1.04665721,0.70664734,0.46799469,0.91425424,0.00000000
-5.58579290,2.34670904,0.02631374,0.09398937,1.57060850,1.01086641,0.69832155,0.46757513,0.90168046,0.00000000
-5.57978989,2.29574626,0.02601727,0.08863018,1.54082818,0.97555818,0.68834799,0.46512178,0.88730062,0.00000000
-5.57378689,2.24154439,0.02563391,0.08325014,1.50784749,0.94100701,0.67684392,0.46062107,0.87118712,0.00000000
-5.56778389,2.18456291,0.02517103,0.07791460,1.47198589,0.90750133,0.66393368,0.45409884,0.85343902,0.00000000
-5.56178089,2.12532725,0.02463727,0.07268362,1.43357498,0.87534008,0.64974536,0.44561893,0.83417920,0.00000000
-5.55577789,2.06441978,0.02404226,0.06761110,1.39295618,0.84482964,0.63440824,0.43528087,0.81355163,0.00000000
-5.54977489,2.00247057,0.02339624,0.06274421,1.35047970,0.81628079,0.61805097,0.42321673,0.79171883,0.00000000
-5.54377189,1.94014814,0.02270980,0.05812323,1.30650456,0.79000580,0.60080060,0.40958735,0.76885941,0.00000000
-5.53776888,1.87814983,0.02199352,0.05378160,1.26139924,0.76631529,0.58278231,0.39457804,0.74516593,0.00000000
-5.53176588,1.81719206,0.02125773,0.04974625,1.21554248,0.74551472,0.56411968,0.37839379,0.72084279,0.00000000
-5.52576288,1.75800008,0.02051233,0.04603815,1.16932388,0.72790044,0.54493544,0.36125433,0.69610422,0.00000000
-5.51975988,1.70129722,0.01976656,0.04267289,1.12314392,0.71375490,0.52535251,0.34338904,0.67117227,0.00000000
-5.51375688,1.64779356,0.01902891,0.03966137,1.07741291,0.70334124,0.50549501,0.32503189,0.64627473,0.00000000
-5.50775388,1.59817402,0.01830706,0.03701051,1.03254889,0.69689694,0.48548930,0.30641655,0.62164283,0.00000000
-5.50175088,1.55308582,0.01760784,0.03472387,0.98897411,0.69462686,0.46546470,0.28777175,0.59750872,0.00000000
-5.49574787,1.51312568,0.01693725,0.03280226,0.94711019,0.69669569,0.44555379,0.26931706,0.57410271,0.00000000
-5.48974487,1.47882685,0.01630047,0.03124417,0.90737205,0.70322018,0.42589226,0.25125907,0.55165014,0.00000000
-5.48374187,1.45064630,0.01570193,0.03004617,0.87016071,0.71426138,0.40661821,0.23378807,0.53036797,0.00000000
-5.47773887,1.42895268,0.01514533,0.02920320,0.83585533,0.72981750,0.38787079,0.21707531,0.51046115,0.00000000
-5.47173587,1.41401534,0.01463374,0.02870867,0.80480470,0.74981768,0.36978841,0.20127083,0.49211872,0.00000000
-5.46573287,1.40599504,0.01416961,0.02855458,0.77731873,0.77411730,0.35250635,0.18650181,0.47550996,0.00000000
-5.45972986,1.40493679,0.01375478,0.02873153,0.75366011,0.80249514,0.33615407,0.17287148,0.46078045,0.00000000
-5.45372686,1.41076541,0.01339055,0.02922863,0.73403679,0.83465288,0.32085220,0.16045867,0.44804840,0.00000000
-5.44772386,1.42328406,0.01307763,0.03003347,0.71859541,0.87021733,0.30670947,0.14931770,0.43740137,0.00000000
-5.44172086,1.44217620,0.01281615,0.03113203,0.70741620,0.90874534,0.29381969,0.13947889,0.42889342,0.00000000
-5.43571786,1.46701110,0.01260566,0.03250861,0.70050953,0.94973169,0.28225898,0.13094940,0.42254300,0.00000000
-5.42971486,1.49725289,0.01244508,0.03414582,0.69781437,0.99261967,0.27208339,0.12371450,0.41833174,0.00000000
-5.42371186,1.53227315,0.01233270,0.03602453,0.69919886,1.03681428,0.26332707,0.11773917,0.41620410,0.00000000
-5.41770885,1.57136664,0.01226621,0.03812398,0.70446293,1.08169734,0.25600117,0.11297002,0.41606817,0.00000000
-5.41170585,1.61376982,0.01224267,0.04042183,0.71334320,1.12664428,0.25009342,0.10933744,0.41779762,0.00000000
-5.40570285,1.65868156,0.01225861,0.04289435,0.72551991,1.17104171,0.24556869,0.10675802,0.42123478,0.00000000
-5.39969985,1.70528535,0.01231006,0.04551657,0.74062584,1.21430519,0.24237026,0.10513710,0.42619489,0.00000000
-5.39369685,1.75277233,0.01239265,0.04826258,0.75825700,1.25589628,0.24042208,0.10437157,0.43247149,0.00000000
-5.38769385,1.80036421,0.01250176,0.05110574,0.77798482,1.29533832,0.23963172,0.10435266,0.43984267,0.00000000
-5.38169085,1.84733539,0.01263269,0.05401904,0.79936955,1.33223005,0.23989401,0.10496885,0.44807821,0.00000000
-5.37568784,1.89303344,0.01278079,0.05697535,0.82197439,1.36625662,0.24109526,0.10610885,0.45694728,0.00000000
-5.36968484,1.93689715,0.01294170,0.05994784,0.84538000,1.39719740,0.24311786,0.10766443,0.46622640,0.00000000
-5.36368184,1.97847166,0.01311157,0.06291023,0.86919885,1.42493036,0.24584495,0.10953322,0.47570755,0.00000000
-5.35767884,2.01741999,0.01328723,0.06583714,0.89308897,1.44943286,0.24916524,0.11162135,0.48520590,0.00000000
-5.35167584,2.05353067,0.01346642,0.06870442,0.91676643,1.47077880,0.25297742,0.11384577,0.49456696,0.00000000
-5.34567284,2.08672117,0.01364799,0.07148941,0.94001616,1.48913240,0.25719425,0.11613634,0.50367284,0.00000000
-5.33966983,2.11703702,0.01383203,0.07417123,0.96270052,1.50473891,0.26174587,0.11843745,0.51244723,0.00000000
-5.33366683,2.14464665,0.01402005,0.07673099,0.98476514,1.51791270,0.26658244,0.12070923,0.52085889,0.00000000
-5.32766383,2.16983215,0.01421500,0.07915200,1.00624173,1.52902330,0.27167567,0.12292821,0.52892335,0.00000000
-5.32166083,2.19297617,0.01442130,0.08141994,1.02724741,1.53847994,0.27701945,0.12508744,0.53670283,0.00000000
-5.31565783,2.21454540,0.01464483,0.08352293,1.04798049,1.54671530,0.28262926,0.12719595,0.54430398,0.00000000
-5.30965483,2.23507119,0.01489282,0.08545165,1.06871258,1.55416893,0.28854057,0.12927768,0.55187380,0.00000000
-5.30365183,2.25512772,0.01517362,0.08719934,1.08977716,1.56127112,0.29480614,0.13136977,0.55959348,0.00000000
-5.29764882,2.27530855,0.01549652,0.08876175,1.11155496,1.56842745,0.30149244,0.13352028,0.56767060,0.00000000
-5.29164582,2.29620212,0.01587138,0.09013708,1.13445636,1.57600477,0.30867524,0.13578553,0.57632971,0.00000000
-5.28564282,2.31836707,0.01630828,0.09132585,1.15890169,1.58431860,0.31643466,0.13822690,0.58580186,0.00000000
-5.27963982,2.34230789,0.01681710,0.09233068,1.18529990,1.59362252,0.32484984,0.14090751,0.59631328,0.00000000
-5.27363682,2.36845203,0.01740701,0.09315612,1.21402669,1.60409952,0.33399350,0.14388861,0.60807379,0.00000000
-5.26763382,2.39712881,0.01808605,0.09380829,1.24540281,1.61585552,0.34392663,0.14722612,0.62126541,0.00000000
-5.26163082,2.42855126,0.01886058,0.09429466,1.27967369,1.62891514,0.35469360,0.15096719,0.63603160,0.00000000
-5.25562781,2.46280128,0.01973484,0.09462363,1.31699120,1.64321962,0.36631790,0.15514714,0.65246777,0.00000000
-5.24962481,2.49981888,0.02071050,0.09480425,1.35739867,1.65862708,0.37879872,0.15978684,0.67061331,0.00000000
-5.24362181,2.53939603,0.02178628,0.09484581,1.40081976,1.67491494,0.39210860,0.16489058,0.69044574,0.00000000
-5.23761881,2.58117549,0.02295770,0.09475755,1.44705199,1.69178451,0.40619214,0.17044475,0.71187720,0.00000000
-5.23161581,2.62465494,0.02421682,0.09454827,1.49576540,1.70886777,0.42096610,0.17641709,0.73475344,0.00000000
-5.22561281,2.66919644,0.02555223,0.09422612,1.54650653,1.72573619,0.43632057,0.18275689,0.75885561,0.00000000
-5.21960980,2.71404129,0.02694906,0.09379836,1.59870776,1.74191143,0.45212153,0.18939585,0.78390464,0.00000000
-5.21360680,2.75832977,0.02838921,0.09327117,1.65170185,1.75687798,0.46821439,0.19624979,0.80956822,0.00000000
-5.20760380,2.80112546,0.02985165,0.09264959,1.70474095,1.77009722,0.48442859,0.20322100,0.83547012,0.00000000
-5.20160080,2.84144336,0.03131288,0.09193751,1.75701961,1.78102291,0.50058291,0.21020119,0.86120138,0.00000000
-5.19559780,2.87828069,0.03274755,0.09113775,1.80770061,1.78911746,0.51649128,0.21707492,0.88633308,0.00000000
-5.18959480,2.91064961,0.03412909,0.09025219,1.85594265,1.79386877,0.53196886,0.22372334,0.91043004,0.00000000
-5.18359180,2.93761018,0.03543051,0.08928198,1.90092848,1.79480689,0.54683807,0.23002807,0.93306485,0.00000000
-5.17758879,2.95830259,0.03662520,0.08822780,1.94189236,1.79152011,0.56093421,0.23587502,0.95383176,0.00000000
-5.17158579,2.97197699,0.03768777,0.08709015,1.97814551,1.78366963,0.57411050,0.24115809,0.97235957,0.00000000
-5.16558279,2.97801970,0.03859481,0.08586964,2.00909821,1.77100236,0.58624215,0.24578242,0.98832321,0.00000000
-5.15957979,2.97597459,0.03932572,0.08456731,2.03427776,1.75336119,0.59722940,0.24966721,1.00145330,0.00000000
-5.15357679,2.96555848,0.03986332,0.08318487,2.05334126,1.73069211,0.60699915,0.25274786,1.01154336,0.00000000
-5.14757379,2.94666990,0.04019445,0.08172488,2.06608272,1.70304785,0.61550539,0.25497744,1.01845429,0.00000000
-5.14157079,2.91939070,0.04031034,0.08019095,2.07243420,1.67058781,0.62272802,0.25632744,1.02211610,0.00000000
-5.13556778,2.88398031,0.04020691,0.07858775,2.07246111,1.63357402,0.62867053,0.25678771,1.02252667,0.00000000
-5.12956478,2.84086312,0.03988485,0.07692102,2.06635186,1.59236343,0.63335640,0.25636572,1.01974783,0.00000000
-5.12356178,2.79060944,0.03934950,0.07519744,2.05440271,1.54739670,0.63682448,0.25508514,1.01389894,0.00000000
-5.11755878,2.73391113,0.03861067,0.07342448,2.03699866,1.49918398,0.63912376,0.25298391,1.00514838,0.00000000
-5.11155578,2.67155322,0.03768216,0.07161013,2.01459154,1.44828849,0.64030777,0.25011187,0.99370354,0.00000000
-5.10555278,2.60438298,0.03658132,0.06976264,1.98767656,1.39530852,0.64042887,0.24652809,0.97979977,0.00000000
-5.09954977,2.53327813,0.03532833,0.06789022,1.95676880,1.34085889,0.63953305,0.24229811,0.96368901,0.00000000
-5.09354677,2.45911593,0.03394559,0.06600073,1.92238081,1.28555272,0.63765534,0.23749123,0.94562866,0.00000000
-5.08754377,2.38274474,0.03245689,0.06410144,1.88500268,1.22998443,0.63481632,0.23217794,0.92587145,0.00000000
-5.08154077,2.30495949,0.03088673,0.06219879,1.84508558,1.17471486,0.63101990,0.22642771,0.90465657,0.00000000
-5.07553777,2.22648229,0.02925957,0.06029832,1.80302967,1.12025906,0.62625258,0.22030713,0.88220277,0.00000000
-5.06953477,2.14794905,0.02759918,0.05840452,1.75917684,1.06707746,0.62048424,0.21387859,0.85870353,0.00000000
-5.06353177,2.06990253,0.02592808,0.05652100,1.71380848,1.01557058,0.61367051,0.20719944,0.83432454,0.00000000
-5.05752876,1.99279190,0.02426703,0.05465053,1.66714822,0.96607743,0.60575649,0.20032172,0.80920352,0.00000000
-5.05152576,1.91697842,0.02263467,0.05279531,1.61936917,0.91887741,0.59668174,0.19329227,0.78345215,0.00000000
-5.04552276,1.84274649,0.02104731,0.05095729,1.57060496,0.87419538,0.58638606,0.18615337,0.75715992,0.00000000
-5.03951976,1.77031902,0.01951875,0.04913845,1.52096354,0.83220934,0.57481593,0.17894365,0.73039944,0.00000000
-5.03351676,1.69987573,0.01806028,0.04734124,1.47054279,0.79305998,0.56193097,0.17169921,0.70323277,0.00000000
-5.02751376,1.63157299,0.01668079,0.04556889,1.41944657,0.75686129,0.54771011,0.16445490,0.67571831,0.00000000
-5.02151076,1.56556355,0.01538686,0.04382577,1.36780015,0.72371147,0.53215714,0.15724546,0.64791753,0.00000000
-5.01550775,1.50201476,0.01418304,0.04211761,1.31576379,0.69370317,0.51530514,0.15010667,0.61990131,0.00000000
-5.00950475,1.44112394,0.01307207,0.04045174,1.26354362,0.66693235,0.49721951,0.14307614,0.59175514,0.00000000
-5.00350175,1.38312970,0.01205520,0.03883709,1.21139894,0.64350519,0.47799956,0.13619388,0.56358310,0.00000000
-4.99749875,1.32831861,0.01113246,0.03728417,1.15964550,0.62354237,0.45777828,0.12950242,0.53551012,0.00000000
-4.99149575,1.27702656,0.01030295,0.03580489,1.10865458,0.60718062,0.43672054,0.12304659,0.50768260,0.00000000
-4.98549275,1.22963494,0.00956505,0.03441231,1.05884783,0.59457133,0.41501958,0.11687294,0.48026724,0.00000000
-4.97948974,1.18656167,0.00891669,0.03312016,1.01068831,0.58587630,0.39289215,0.11102872,0.45344821,0.00000000
-4.97348674,1.14824803,0.00835551,0.03194245,0.96466826,0.58126106,0.37057253,0.10556067,0.42742293,0.00000000
-4.96748374,1.11514187,0.00787896,0.03089290,0.92129437,0.58088614,0.34830562,0.10051353,0.40239674,0.00000000
-4.96148074,1.08767858,0.00748441,0.02998439,0.88107148,0.58489691,0.32633966,0.09592847,0.37857678,0.00000000
-4.95547774,1.06626082,0.00716916,0.02922840,0.84448568,0.59341274,0.30491881,0.09184146,0.35616554,0.00000000
-4.94947474,1.05123859,0.00693053,0.02863452,0.81198779,0.60651621,0.28427601,0.08828178,0.33535437,0.00000000
-4.94347174,1.04289066,0.00676571,0.02821005,0.78397815,0.62424310,0.26462643,0.08527067,0.31631748,0.00000000
-4.93746873,1.04140863,0.00667186,0.02795964,0.76079348,0.64657390,0.24616183,0.08282030,0.29920660,0.00000000
-4.93146573,1.04688453,0.00664594,0.02788513,0.74269651,0.67342735,0.22904595,0.08093303,0.28414668,0.00000000
-4.92546273,1.05930269,0.00668470,0.02798546,0.72986884,0.70465653,0.21341122,0.07960107,0.27123270,0.00000000
-4.91945973,1.07853618,0.00678466,0.02825685,0.72240710,0.74004771,0.19935670,0.07880654,0.26052787,0.00000000
-4.91345673,1.10434813,0.00694196,0.02869293,0.72032263,0.77932212,0.18694733,0.07852199,0.25206297,0.00000000
-4.90745373,1.13639754,0.00715241,0.02928522,0.72354431,0.82214049,0.17621444,0.07871127,0.24583699,0.00000000
-4.90145073,1.17424916,0.00741144,0.03002355,0.73192425,0.86811010,0.16715731,0.07933070,0.24181889,0.00000000
-4.89544772,1.21738685,0.00771404,0.03089662,0.74524572,0.91679389,0.15974563,0.08033059,0.23995007,0.00000000
-4.88944472,1.26522931,0.00805483,0.03189265,0.76323272,0.96772104,0.15392278,0.08165692,0.24014773,0.00000000
-4.88344172,1.31714731,0.00842803,0.03299991,0.78556056,1.02039852,0.14960942,0.08325313,0.24230838,0.00000000
-4.87743872,1.37248133,0.00882752,0.03420737,0.81186654,1.07432261,0.14670758,0.08506195,0.24631168,0.00000000
-4.87143572,1.43055859,0.00924684,0.03550513,0.84176035,1.12899011,0.14510469,0.08702712,0.25202411,0.00000000
-4.86543272,1.49070847,0.00967929,0.03688483,0.87483334,1.18390830,0.14467753,0.08909503,0.25930234,0.00000000
-4.85942971,1.55227565,0.01011796,0.03833986,0.91066643,1.23860328,0.14529603,0.09121604,0.26799615,0.00000000
-4.85342671,1.61463039,0.01055581,0.03986547,0.94883622,1.29262637,0.14682661,0.09334565,0.27795083,0.00000000
-4.84742371,1.67717557,0.01098573,0.04145864,0.98891924,1.34555830,0.14913519,0.09544521,0.28900898,0.00000000
-4.84142071,1.73935057,0.01140065,0.04311785,1.03049435,1.39701106,0.15208969,0.09748244,0.30101159,0.00000000
-4.83541771,1.80063198,0.01179359,0.04484264,1.07314345,1.44662789,0.15556212,0.09943154,0.31379878,0.00000000
-4.82941471,1.86053183,0.01215781,0.04663307,1.11645087,1.49408125,0.15943014,0.10127301,0.32720996,0.00000000
-4.82341171,1.91859365,0.01248684,0.04848906,1.16000184,1.53906969,0.16357837,0.10299320,0.34108370,0.00000000
-4.81740870,1.97438736,0.01277464,0.05040973,1.20338054,1.58131374,0.16789923,0.10458367,0.35525759,0.00000000
-4.81140570,2.02750356,0.01301571,0.05239270,1.24616825,1.62055163,0.17229355,0.10604036,0.36956795,0.00000000
-4.80540270,2.07754822,0.01320515,0.05443342,1.28794206,1.65653539,0.17667100,0.10736266,0.38384984,0.00000000
-4.79939970,2.12413835,0.01333880,0.05652463,1.32827463,1.68902771,0.18095027,0.10855245,0.39793734,0.00000000
-4.79339670,2.16689936,0.01341335,0.05865596,1.36673534,1.71780016,0.18505920,0.10961320,0.41166423,0.00000000
-4.78739370,2.20546451,0.01342640,0.06081366,1.40289304,1.74263295,0.18893479,0.11054911,0.42486520,0.00000000
-4.78139070,2.23947670,0.01337653,0.06298065,1.43632037,1.76331642,0.19252311,0.11136436,0.43737752,0.00000000
-4.77538769,2.26859267,0.01326339,0.06513658,1.46659989,1.77965429,0.19577919,0.11206255,0.44904316,0.00000000
-4.76938469,2.29248928,0.01308767,0.06725834,1.49333137,1.79146843,0.19866680,0.11264630,0.45971137,0.00000000
-4.76338169,2.31087172,0.01285116,0.06932057,1.51614039,1.79860488,0.20115815,0.11311695,0.46924147,0.00000000
-4.75737869,2.32348283,0.01255666,0.07129647,1.53468738,1.80094069,0.20323355,0.11347449,0.47750589,0.00000000
-4.75137569,2.33011313,0.01220796,0.07315863,1.54867690,1.79839112,0.20488090,0.11371762,0.48439309,0.00000000
-4.74537269,2.33061063,0.01180974,0.07488004,1.55786652,1.79091658,0.20609512,0.11384387,0.48981038,0.00000000
-4.73936968,2.32488983,0.01136744,0.07643508,1.56207470,1.77852883,0.20687749,0.11384985,0.49368637,0.00000000
-4.73336668,2.31293922,0.01088712,0.07780043,1.56118733,1.76129593,0.20723486,0.11373153,0.49597293,0.00000000
-4.72736368,2.29482669,0.01037530,0.07895599,1.55516250,1.73934561,0.20717885,0.11348455,0.49664657,0.00000000
-4.72136068,2.27070242,0.00983880,0.07988561,1.54403305,1.71286655,0.20672501,0.11310449,0.49570911,0.00000000
-4.71535768,2.24079912,0.00928455,0.08057766,1.52790702,1.68210773,0.20589193,0.11258717,0.49318766,0.00000000
-4.70935468,2.20542939,0.00871941,0.08102542,1.50696568,1.64737557,0.20470053,0.11192888,0.48913383,0.00000000
-4.70335168,2.16498050,0.00815001,0.08122725,1.48145948,1.60902897,0.20317330,0.11112655,0.48362229,0.00000000
-4.69734867,2.11990668,0.00758263,0.08118658,1.45170203,1.56747277,0.20133382,0.11017793,0.47674873,0.00000000
-4.69134567,2.07071960,0.00702302,0.08091163,1.41806240,1.52314952,0.19920635,0.10908167,0.46862733,0.00000000
-4.68534267,2.01797730,0.00647632,0.08041512,1.38095636,1.47653044,0.19681569,0.10783743,0.45938788,0.00000000
-4.67933967,1.96227238,0.00594701,0.07971365,1.34083670,1.42810560,0.19418723,0.10644597,0.44917267,0.00000000
-4.67333667,1.90421991,0.00543884,0.07882712,1.29818348,1.37837410,0.19134716,0.10490924,0.43813339,0.00000000
-4.66733367,1.84444566,0.00495481,0.07777809,1.25349430,1.32783448,0.18832297,0.10323043,0.42642805,0.00000000
-4.66133067,1.78357520,0.00449719,0.07659107,1.20727527,1.27697586,0.18514400,0.10141417,0.41421814,0.00000000
-4.65532766,1.72222413,0.00406758,0.07529189,1.16003287,1.22627003,0.18184213,0.09946661,0.40166607,0.00000000
-4.64932466,1.66098991,0.00366690,0.07390711,1.11226699,1.17616486,0.17845256,0.09739561,0.38893297,0.00000000
-4.64332166,1.60044524,0.00329554,0.07246356,1.06446528,1.12707892,0.17501447,0.09521092,0.37617691,0.00000000
