energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.86193097,2.68525061,0.00483168,0.05453538,0.99785617,0.44093159,0.01366666,1.69850265,0.65223685,0.24098310
-5.85592796,2.75322072,0.00500693,0.05547480,1.01806978,0.45578558,0.01405542,1.74243047,0.67054843,0.24620991
-5.84992496,2.81077070,0.00515916,0.05623304,1.03452150,0.46874957,0.01440295,1.77980922,0.68632637,0.25054429
-5.84392196,2.85722512,0.00528588,0.05679441,1.04709900,0.47963502,0.01470641,1.81022231,0.69937610,0.25394007
-5.83791896,2.89211884,0.00538521,0.05714721,1.05576303,0.48829035,0.01496393,1.83338527,0.70955519,0.25636914
-5.83191596,2.91520424,0.00545583,0.05728385,1.06054558,0.49460482,0.01517457,1.84915006,0.71677579,0.25782165
-5.82591296,2.92645189,0.00549708,0.05720088,1.06154577,0.49851130,0.01533837,1.85750518,0.72100537,0.25830572
-5.81990995,2.92604450,0.00550888,0.05689893,1.05892364,0.49998772,0.01545627,1.85857153,0.72226559,0.25784652
-5.81390695,2.91436421,0.00549178,0.05638248,1.05289217,0.49905712,0.01553005,1.85259400,0.72062964,0.25648486
-5.80790395,2.89197377,0.00544687,0.05565964,1.04370766,0.49578619,0.01556220,1.83992918,0.71621773,0.25427534
-5.80190095,2.85959216,0.00537574,0.05474178,1.03165910,0.49028249,0.01555578,1.82102962,0.70919132,0.25128402
-5.79589795,2.81806575,0.00528042,0.05364308,1.01705667,0.48269032,0.01551431,1.79642525,0.69974600,0.24758584
-5.78989495,2.76833626,0.00516325,0.05238005,1.00022010,0.47318557,0.01544156,1.76670292,0.68810358,0.24326180
-5.78389195,2.71140689,0.00502684,0.05097102,0.98146734,0.46196964,0.01534144,1.73248479,0.67450364,0.23839600
-5.77788894,2.64830818,0.00487394,0.04943553,0.96110395,0.44926282,0.01521776,1.69440673,0.65919499,0.23307285
-5.77188594,2.58006523,0.00470737,0.04779384,0.93941387,0.43529744,0.01507416,1.65309777,0.64242742,0.22737425
-5.76588294,2.50766778,0.00452992,0.04606631,0.91665178,0.42031108,0.01491397,1.60916137,0.62444410,0.22137726
-5.75987994,2.43204449,0.00434427,0.04427295,0.89303759,0.40454017,0.01474010,1.56315964,0.60547503,0.21515202
-5.75387694,2.35404266,0.00415292,0.04243298,0.86875325,0.38821426,0.01455501,1.51560107,0.58573182,0.20876020
-5.74787394,2.27441408,0.00395816,0.04056441,0.84394184,0.37155124,0.01436071,1.46693234,0.56540389,0.20225406
-5.74187094,2.19380770,0.00376203,0.03868382,0.81870916,0.35475368,0.01415878,1.41753445,0.54465636,0.19567606
-5.73586793,2.11276892,0.00356629,0.03680614,0.79312758,0.33800629,0.01395048,1.36772329,0.52362953,0.18905899
-5.72986493,2.03174547,0.00337240,0.03494457,0.76724173,0.32147476,0.01373684,1.31775423,0.50243989,0.18242684
-5.72386193,1.95109898,0.00318159,0.03311059,0.74107597,0.30530569,0.01351880,1.26783052,0.48118251,0.17579596
-5.71785893,1.87112130,0.00299481,0.03131406,0.71464281,0.28962764,0.01329742,1.21811449,0.45993447,0.16917679
-5.71185593,1.79205429,0.00281282,0.02956337,0.68795203,0.27455316,0.01307404,1.16874097,0.43875922,0.16257580
-5.70585293,1.71411156,0.00263617,0.02786568,0.66101977,0.26018135,0.01285046,1.11983182,0.41771120,0.15599758
-5.69984992,1.63750073,0.00246529,0.02622716,0.63387710,0.24660104,0.01262908,1.07151060,0.39684079,0.14944703
-5.69384692,1.56244453,0.00230051,0.02465329,0.60657763,0.23389393,0.01241307,1.02391637,0.37619881,0.14293136
-5.68784392,1.48919948,0.00214207,0.02314913,0.57920354,0.22213774,0.01220644,0.97721576,0.35584062,0.13646189
-5.68184092,1.41807084,0.00199019,0.02171953,0.55186988,0.21140896,0.01201406,0.93161247,0.33582933,0.13005553
-5.67583792,1.34942289,0.00184510,0.02036941,0.52472679,0.20178497,0.01184166,0.88735364,0.31623810,0.12373580
-5.66983492,1.28368400,0.00170703,0.01910388,0.49795955,0.19334544,0.01169576,0.84473268,0.29715124,0.11753337
-5.66383192,1.22134601,0.00157623,0.01792833,0.47178649,0.18617288,0.01158347,0.80408840,0.27866428,0.11148613
-5.65782891,1.16295807,0.00145302,0.01684848,0.44645490,0.18035222,0.01151233,0.76580042,0.26088283,0.10563869
-5.65182591,1.10911535,0.00133775,0.01587033,0.42223504,0.17596951,0.01149001,0.73028121,0.24392050,0.10004148
-5.64582291,1.06044302,0.00123079,0.01500011,0.39941275,0.17310976,0.01152403,0.69796510,0.22789598,0.09474937
-5.63981991,1.01757663,0.00113260,0.01424403,0.37828086,0.17185409,0.01162140,0.66929489,0.21292942,0.08981997
-5.63381691,0.98113970,0.00104363,0.01360818,0.35912991,0.17227622,0.01178826,0.64470665,0.19913841,0.08531168
-5.62781391,0.95171980,0.00096439,0.01309820,0.34223848,0.17443870,0.01202957,0.62461364,0.18663378,0.08128156
-5.62181091,0.92984420,0.00089540,0.01271909,0.32786362,0.17838895,0.01234874,0.60938988,0.17551539,0.07778319
-5.61580790,0.91595630,0.00083721,0.01247486,0.31623185,0.18415537,0.01274736,0.59935430,0.16586819,0.07486450
-5.60980490,0.91039388,0.00079038,0.01236833,0.30753076,0.19174375,0.01322494,0.59475616,0.15775871,0.07256581
-5.60380190,0.91337023,0.00075552,0.01240080,0.30190193,0.20113427,0.01377880,0.59576224,0.15123213,0.07091803
-5.59779890,0.92495886,0.00073324,0.01257185,0.29943502,0.21227916,0.01440393,0.60244654,0.14631002,0.06994116
-5.59179590,0.94508252,0.00072420,0.01287913,0.30016351,0.22510122,0.01509301,0.61478271,0.14298896,0.06964313
-5.58579290,0.97350708,0.00072908,0.01331818,0.30406202,0.23949336,0.01583652,0.63263971,0.14123984,0.07001902
-5.57978989,1.00984030,0.00074862,0.01388236,0.31104544,0.25531918,0.01662294,0.65578077,0.14100814,0.07105068
-5.57378689,1.05353593,0.00078360,0.01456277,0.32096977,0.27241463,0.01743899,0.68386572,0.14221494,0.07270674
-5.56778389,1.10390270,0.00083482,0.01534826,0.33363477,0.29059068,0.01827003,0.71645674,0.14475872,0.07494309
-5.56178089,1.16011821,0.00090314,0.01622549,0.34878823,0.30963698,0.01910044,0.75302723,0.14851782,0.07770367
-5.55577789,1.22124709,0.00098943,0.01717911,0.36613188,0.32932636,0.01991410,0.79297367,0.15335357,0.08092173
-5.54977489,1.28626292,0.00109456,0.01819190,0.38532870,0.34941993,0.02069488,0.83562993,0.15911380,0.08452132
-5.54377189,1.35407324,0.00121936,0.01924508,0.40601141,0.36967274,0.02142714,0.88028379,0.16563684,0.08841918
-5.53776888,1.42354673,0.00136461,0.02031862,0.42779204,0.38983959,0.02209620,0.92619492,0.17275563,0.09252680
-5.53176588,1.49354166,0.00153095,0.02139161,0.45027208,0.40968085,0.02268875,0.97261385,0.18030199,0.09675262
-5.52576288,1.56293466,0.00171887,0.02244268,0.47305312,0.42896811,0.02319330,1.01880120,0.18811086,0.10100444
-5.51975988,1.63064887,0.00192860,0.02345044,0.49574743,0.44748929,0.02360043,1.06404660,0.19602426,0.10519177
-5.51375688,1.69568022,0.00216011,0.02439401,0.51798823,0.46505307,0.02390304,1.10768648,0.20389500,0.10922816
-5.50775388,1.75712118,0.00241297,0.02525345,0.53943925,0.48149255,0.02409650,1.14912020,0.21158988,0.11303344
-5.50175088,1.81418092,0.00268635,0.02601024,0.55980314,0.49666778,0.02417863,1.18782378,0.21899234,0.11653567
-5.49574787,1.86620113,0.00297895,0.02664780,0.57882846,0.51046738,0.02414970,1.22336083,0.22600446,0.11967295
-5.48974487,1.91266703,0.00328892,0.02715182,0.59631492,0.52280894,0.02401227,1.25539017,0.23254812,0.12239473
-5.48374187,1.95321303,0.00361387,0.02751067,0.61211657,0.53363836,0.02377094,1.28366984,0.23856551,0.12466288
-5.47773887,1.98762298,0.00395084,0.02771571,0.62614292,0.54292822,0.02343211,1.30805741,0.24401877,0.12645225
-5.47173587,2.01582506,0.00429632,0.02776144,0.63835777,0.55067524,0.02300362,1.32850657,0.24888890,0.12775077
-5.46573287,2.03788155,0.00464625,0.02764568,0.64877590,0.55689699,0.02249439,1.34506023,0.25317394,0.12855916
-5.45972986,2.05397423,0.00499610,0.02736956,0.65745772,0.56162815,0.02191410,1.35784050,0.25688661,0.12889021
-5.45372686,2.06438594,0.00534097,0.02693746,0.66450222,0.56491644,0.02127280,1.36703606,0.26005141,0.12876758
-5.44772386,2.06947956,0.00567563,0.02635684,0.67003847,0.56681849,0.02058056,1.37288755,0.26270147,0.12822440
-5.44172086,2.06967528,0.00599470,0.02563797,0.67421626,0.56739588,0.01984725,1.37567195,0.26487522,0.12730154
-5.43571786,2.06542750,0.00629275,0.02479362,0.67719624,0.56671158,0.01908223,1.37568650,0.26661314,0.12604574
-5.42971486,2.05720251,0.00656449,0.02383865,0.67914022,0.56482699,0.01829420,1.37323325,0.26795464,0.12450768
-5.42371186,2.04545818,0.00680489,0.02278956,0.68020217,0.56179962,0.01749104,1.36860500,0.26893546,0.12274005
-5.41770885,2.03062668,0.00700934,0.02166401,0.68052030,0.55768166,0.01667979,1.36207335,0.26958553,0.12079582
-5.41170585,2.01310099,0.00717381,0.02048036,0.68021089,0.55251945,0.01586658,1.35387952,0.26992750,0.11872663
-5.40570285,1.99322608,0.00729499,0.01925721,0.67936398,0.54635378,0.01505668,1.34422847,0.26997602,0.11658152
-5.39969985,1.97129484,0.00737037,0.01801290,0.67804134,0.53922103,0.01425458,1.33328638,0.26973777,0.11440600
-5.39369685,1.94754898,0.00739836,0.01676515,0.67627673,0.53115506,0.01346403,1.32118186,0.26921232,0.11224147
-5.38769385,1.92218464,0.00737831,0.01553070,0.67407841,0.52218965,0.01268824,1.30801035,0.26839357,0.11012498
-5.38169085,1.89536200,0.00731057,0.01432505,0.67143373,0.51236131,0.01192989,1.29384162,0.26727195,0.10808938
-5.37568784,1.86721830,0.00719644,0.01316220,0.66831539,0.50171235,0.01119135,1.27872963,0.26583688,0.10616379
-5.36968484,1.83788304,0.00703816,0.01205454,0.66468908,0.49029384,0.01047470,1.26272399,0.26407971,0.10437424
-5.36368184,1.80749424,0.00683883,0.01101280,0.66052178,0.47816839,0.00978190,1.24588227,0.26199660,0.10274454
-5.35767884,1.77621461,0.00660227,0.01004600,0.65579032,0.46541240,0.00911479,1.22828215,0.25959135,0.10129723
-5.35167584,1.74424618,0.00633294,0.00916154,0.65048937,0.45211771,0.00847519,1.21003252,0.25687795,0.10005443
-5.34567284,1.71184241,0.00603577,0.00836528,0.64463858,0.43839253,0.00786492,1.19128266,0.25388251,0.09903871
-5.33966983,1.67931668,0.00571604,0.00766172,0.63828811,0.42436136,0.00728580,1.17222886,0.25064473,0.09827367
-5.33366683,1.64704643,0.00537916,0.00705415,0.63152220,0.41016409,0.00673964,1.15311772,0.24721844,0.09778430
-5.32766383,1.61547251,0.00503059,0.00654485,0.62446056,0.39595412,0.00622821,1.13424598,0.24367140,0.09759710
-5.32166083,1.58509346,0.00467565,0.00613527,0.61725742,0.38189560,0.00575323,1.11595654,0.24008426,0.09773978
-5.31565783,1.55645505,0.00431942,0.00582627,0.61009809,0.36815992,0.00531630,1.09863097,0.23654864,0.09824077
-5.30965483,1.53013528,0.00396658,0.00561827,0.60319340,0.35492156,0.00491889,1.08267861,0.23316455,0.09912832
-5.30365183,1.50672594,0.00362136,0.00551144,0.59677218,0.34235348,0.00456226,1.06852305,0.23003710,0.10042942
-5.29764882,1.48681131,0.00328749,0.00550582,0.59107224,0.33062234,0.00424745,1.05658646,0.22727289,0.10216856
-5.29164582,1.47094541,0.00296807,0.00560145,0.58633026,0.31988356,0.00397524,1.04727274,0.22497596,0.10436633
-5.28564282,1.45962893,0.00266564,0.00579846,0.58277131,0.31027673,0.00374613,1.04095034,0.22324383,0.10703806
-5.27963982,1.45328695,0.00238213,0.00609708,0.58059835,0.30192133,0.00356033,1.03793563,0.22216352,0.11019248
-5.27363682,1.45224872,0.00211889,0.00649766,0.57998247,0.29491299,0.00341773,1.03847771,0.22180796,0.11383056
-5.26763382,1.45673054,0.00187671,0.00700063,0.58105422,0.28932055,0.00331793,1.04274539,0.22223284,0.11794453
-5.26163082,1.46682232,0.00165589,0.00760644,0.58389650,0.28518391,0.00326023,1.05081693,0.22347401,0.12251724
-5.25562781,1.48247863,0.00145628,0.00831540,0.58853931,0.28251276,0.00324362,1.06267305,0.22554567,0.12752171
-5.24962481,1.50351452,0.00127736,0.00912756,0.59495663,0.28128623,0.00326681,1.07819337,0.22843922,0.13292111
-5.24362181,1.52960600,0.00111828,0.01004251,0.60306536,0.28145339,0.00332825,1.09715649,0.23212294,0.13866898
-5.23761881,1.56029523,0.00097795,0.01105915,0.61272650,0.28293469,0.00342609,1.11924344,0.23654237,0.14470981
-5.23161581,1.59499994,0.00085509,0.01217548,0.62374825,0.28562397,0.00355823,1.14404433,0.24162146,0.15097980
-5.22561281,1.63302659,0.00074831,0.01338829,0.63589095,0.28939133,0.00372229,1.17106793,0.24726429,0.15740794
-5.21960980,1.67358659,0.00065614,0.01469296,0.64887354,0.29408632,0.00391564,1.19975347,0.25335739,0.16391721
-5.21360680,1.71581502,0.00057709,0.01608319,0.66238124,0.29954171,0.00413535,1.22948441,0.25977241,0.17042591
-5.20760380,1.75879109,0.00050968,0.01755079,0.67607415,0.30557745,0.00437826,1.25960359,0.26636926,0.17684911
-5.20160080,1.80155971,0.00045252,0.01908551,0.68959637,0.31200496,0.00464092,1.28942919,0.27299936,0.18310010
-5.19559780,1.84315375,0.00040425,0.02067494,0.70258556,0.31863139,0.00491964,1.31827123,0.27950918,0.18909198
-5.18959480,1.88261627,0.00036365,0.02230446,0.71468238,0.32526412,0.00521049,1.34544815,0.28574377,0.19473913
-5.18359180,1.91902265,0.00032957,0.02395733,0.72553986,0.33171512,0.00550937,1.37030311,0.29155034,0.19995879
-5.17758879,1.95150209,0.00030102,0.02561482,0.73483234,0.33780540,0.00581199,1.39221991,0.29678179,0.20467258
-5.17158579,1.97925829,0.00027710,0.02725649,0.74226394,0.34336927,0.00611401,1.41063813,0.30130017,0.20880811
-5.16558279,2.00158914,0.00025703,0.02886058,0.74757626,0.34825860,0.00641106,1.42506742,0.30497999,0.21230052
-5.15957979,2.01790508,0.00024017,0.03040450,0.75055546,0.35234687,0.00669889,1.43510070,0.30771130,0.21509408
-5.15357679,2.02774602,0.00022597,0.03186542,0.75103831,0.35553297,0.00697340,1.44042606,0.30940259,0.21714374
-5.14757379,2.03079626,0.00021397,0.03322091,0.74891734,0.35774478,0.00723084,1.44083718,0.30998334,0.21841666
-5.14157079,2.02689724,0.00020383,0.03444971,0.74414478,0.35894227,0.00746787,1.43624186,0.30940620,0.21889364
-5.13556778,2.01605755,0.00019527,0.03553246,0.73673536,0.35912016,0.00768173,1.42666850,0.30764868,0.21857049
-5.12956478,1.99845969,0.00018811,0.03645244,0.72676766,0.35830988,0.00787028,1.41227014,0.30471437,0.21745904
-5.12356178,1.97446317,0.00018221,0.03719630,0.71438398,0.35658082,0.00803218,1.39332568,0.30063349,0.21558806
-5.11755878,1.94460326,0.00017751,0.03775471,0.69978867,0.35404062,0.00816691,1.37023808,0.29546278,0.21300367
-5.11155578,1.90958523,0.00017399,0.03812284,0.68324470,0.35083456,0.00827481,1.34352917,0.28928465,0.20976943
-5.10555278,1.87027350,0.00017168,0.03830082,0.66506866,0.34714369,0.00835714,1.31383107,0.28220551,0.20596591
-5.09954977,1.82767583,0.00017066,0.03829392,0.64562397,0.34318198,0.00841600,1.28187393,0.27435346,0.20168969
-5.09354677,1.78292242,0.00017103,0.03811264,0.62531263,0.33919219,0.00845429,1.24847042,0.26587506,0.19705183
-5.08754377,1.73724033,0.00017292,0.03777253,0.60456547,0.33544068,0.00847562,1.21449690,0.25693156,0.19217586
-5.08154077,1.69192371,0.00017647,0.03729391,0.58383133,0.33221122,0.00848410,1.18087196,0.24769447,0.18719508
-5.07553777,1.64830074,0.00018186,0.03670134,0.56356533,0.32979784,0.00848424,1.14853277,0.23834074,0.18224957
-5.06953477,1.60769814,0.00018924,0.03602294,0.54421665,0.32849713,0.00848070,1.11840996,0.22904762,0.17748273
-5.06353177,1.57140458,0.00019879,0.03528961,0.52621634,0.32860003,0.00847807,1.09140205,0.21998745,0.17303753
-5.05752876,1.54063417,0.00021067,0.03453411,0.50996532,0.33038356,0.00848068,1.06835014,0.21132259,0.16905277
-5.05152576,1.51649159,0.00022501,0.03379005,0.49582345,0.33410262,0.00849233,1.05001393,0.20320057,0.16565918
-5.04552276,1.49994007,0.00024194,0.03309094,0.48409959,0.33998235,0.00851609,1.03705004,0.19574985,0.16297581
-5.03951976,1.49177357,0.00026152,0.03246913,0.47504352,0.34821122,0.00855415,1.02999340,0.18907623,0.16110666
-5.03351676,1.49259436,0.00028381,0.03195491,0.46883968,0.35893512,0.00860766,1.02924259,0.18326005,0.16013781
-5.02751376,1.50279690,0.00030880,0.03157560,0.46560321,0.37225283,0.00867662,1.03504969,0.17835443,0.16013500
-5.02151076,1.52255854,0.00033642,0.03135479,0.46537830,0.38821288,0.00875988,1.04751497,0.17438448,0.16114201
-5.01550775,1.55183772,0.00036656,0.03131176,0.46813899,0.40681198,0.00885509,1.06658681,0.17134753,0.16317957
-5.00950475,1.59037936,0.00039905,0.03146098,0.47379229,0.42799518,0.00895881,1.09206661,0.16921446,0.16624515
-5.00350175,1.63772737,0.00043365,0.03181179,0.48218358,0.45165752,0.00906664,1.12361868,0.16793198,0.17031340
-4.99749875,1.69324359,0.00047009,0.03236830,0.49310380,0.47764737,0.00917338,1.16078436,0.16742564,0.17533731
-4.99149575,1.75613230,0.00050804,0.03312937,0.50629839,0.50577100,0.00927322,1.20299996,0.16760376,0.18124996
-4.98549275,1.82546907,0.00054714,0.03408882,0.52147729,0.53579842,0.00936002,1.24961750,0.16836164,0.18796691
-4.97948974,1.90023283,0.00058700,0.03523570,0.53832566,0.56747008,0.00942756,1.29992748,0.16958625,0.19538884
-4.97348674,1.97933955,0.00062723,0.03655478,0.55651494,0.60050414,0.00946982,1.35318250,0.17116102,0.20340473
-4.96748374,2.06167613,0.00066745,0.03802704,0.57571353,0.63460414,0.00948122,1.40862084,0.17297041,0.21189496
-4.96148074,2.14613310,0.00070730,0.03963028,0.59559682,0.66946656,0.00945687,1.46548889,0.17490434,0.22073467
-4.95547774,2.23163482,0.00074646,0.04133982,0.61585610,0.70478802,0.00939280,1.52306157,0.17686201,0.22979694
-4.94947474,2.31716585,0.00078467,0.04312917,0.63620600,0.74027202,0.00928611,1.58065994,0.17875517,0.23895576
-4.94347174,2.40179282,0.00082175,0.04497073,0.65639019,0.77563464,0.00913506,1.63766538,0.18051055,0.24808878
-4.93746873,2.48468079,0.00085760,0.04683648,0.67618520,0.81060935,0.00893923,1.69352982,0.18207152,0.25707967
-4.93146573,2.56510404,0.00089221,0.04869866,0.69540233,0.84495060,0.00869943,1.74778191,0.18339884,0.26582004
-4.92546273,2.64245089,0.00092569,0.05053034,0.71388752,0.87843615,0.00841770,1.80002905,0.18447052,0.27421099
-4.91945973,2.71622292,0.00095821,0.05230600,0.73151961,0.91086821,0.00809724,1.84995541,0.18528088,0.28216411
-4.91345673,2.78602902,0.00099005,0.05400195,0.74820693,0.94207332,0.00774225,1.89731646,0.18583882,0.28960209
-4.90745373,2.85157482,0.00102156,0.05559677,0.76388268,0.97190125,0.00735774,1.94193043,0.18616549,0.29645894
-4.90145073,2.91264861,0.00105316,0.05707153,0.77849943,1.00022283,0.00694938,1.98366740,0.18629144,0.30267982
-4.89544772,2.96910458,0.00108528,0.05841003,0.79202306,1.02692714,0.00652325,2.02243686,0.18625346,0.30822052
-4.88944472,3.02084453,0.00111836,0.05959887,0.80442670,1.05191816,0.00608563,2.05817440,0.18609127,0.31304681
-4.88344172,3.06779918,0.00115283,0.06062748,0.81568481,1.07511106,0.00564280,2.09082853,0.18584418,0.31713352
-4.87743872,3.10991021,0.00118906,0.06148801,0.82576805,1.09642845,0.00520083,2.12034817,0.18554797,0.32046358
-4.87143572,3.14711386,0.00122731,0.06217523,0.83463898,1.11579680,0.00476540,2.14667180,0.18523210,0.32302696
-4.86543272,3.17932715,0.00126774,0.06268628,0.84224901,1.13314322,0.00434168,2.16971847,0.18491739,0.32481972
-4.85942971,3.20643732,0.00131038,0.06302044,0.84853671,1.14839271,0.00393418,2.18938159,0.18461424,0.32584308
-4.85342671,3.22829490,0.00135508,0.06317884,0.85342750,1.16146625,0.00354667,2.20552532,0.18432157,0.32610259
-4.84742371,3.24471098,0.00140152,0.06316419,0.85683481,1.17227956,0.00318214,2.21798412,0.18402636,0.32560754
-4.84142071,3.25545847,0.00144921,0.06298046,0.85866256,1.18074289,0.00284282,2.22656517,0.18370398,0.32437039
-4.83541771,3.26027739,0.00149746,0.06263267,0.85880883,1.18676168,0.00253014,2.23105363,0.18331909,0.32240648
-4.82941471,3.25888396,0.00154545,0.06212665,0.85717047,1.19023822,0.00224479,2.23122045,0.18282727,0.31973389
-4.82341171,3.25098283,0.00159221,0.06146887,0.85364844,1.19107421,0.00198681,2.22683224,0.18217703,0.31637341
-4.81740870,3.23628193,0.00163665,0.06066630,0.84815349,1.18917414,0.00175563,2.21766280,0.18131238,0.31234866
-4.81140570,3.21450930,0.00167762,0.05972643,0.84061196,1.18444942,0.00155021,2.20350564,0.18017559,0.30768632
-4.80540270,3.18543090,0.00171395,0.05865720,0.83097131,1.17682303,0.00136908,2.18418697,0.17871014,0.30241645
-4.79939970,3.14886875,0.00174445,0.05746712,0.81920521,1.16623460,0.00121050,2.15957853,0.17686365,0.29657283
-4.79339670,3.10471842,0.00176803,0.05616537,0.80531776,1.15264563,0.00107251,2.12960956,0.17459072,0.29019328
-4.78739370,3.05296510,0.00178370,0.05476196,0.78934680,1.13604459,0.00095304,2.09427751,0.17185549,0.28332006
-4.78139070,2.99369753,0.00179059,0.05326795,0.77136603,1.11645180,0.00084998,2.05365687,0.16863383,0.27600010
-4.77538769,2.92711907,0.00178805,0.05169563,0.75148600,1.09392373,0.00076127,2.00790579,0.16491504,0.26828526
-4.76938469,2.85355544,0.00177563,0.05005875,0.72985370,1.06855643,0.00068493,1.95727010,0.16070310,0.26023247
-4.76338169,2.77345875,0.00175310,0.04837275,0.70665104,1.04048810,0.00061913,1.90208464,0.15601727,0.25190380
-4.75737869,2.68740751,0.00172050,0.04665494,0.68209211,1.00990037,0.00056222,1.84277169,0.15089213,0.24336639
-4.75137569,2.59610272,0.00167810,0.04492466,0.65641944,0.97701837,0.00051273,1.77983668,0.14537708,0.23469231
-4.74537269,2.50036003,0.00162640,0.04320347,0.62989944,0.94210940,0.00046942,1.71386122,0.13953531,0.22595837
-4.73936968,2.40109826,0.00156612,0.04151518,0.60281717,0.90548014,0.00043123,1.64549373,0.13344229,0.21724575
-4.73336668,2.29932472,0.00149818,0.03988596,0.57547068,0.86747261,0.00039735,1.57543808,0.12718391,0.20863964
-4.72736368,2.19611793,0.00142364,0.03834433,0.54816516,0.82845886,0.00036712,1.50444058,0.12085432,0.20022874
-4.72136068,2.09260810,0.00134369,0.03692112,0.52120707,0.78883452,0.00034009,1.43327579,0.11455363,0.19210471
-4.71535768,1.98995637,0.00125959,0.03564935,0.49489849,0.74901154,0.00031597,1.36273169,0.10838547,0.18436155
-4.70935468,1.88933320,0.00117265,0.03456407,0.46953177,0.70941028,0.00029460,1.29359458,0.10245459,0.17709484
-4.70335168,1.79189664,0.00108416,0.03370214,0.44538472,0.67045122,0.00027596,1.22663428,0.09686463,0.17040102
-4.69734867,1.69877119,0.00099537,0.03310186,0.42271635,0.63254663,0.00026012,1.16258995,0.09171588,0.16437635
-4.69134567,1.61102755,0.00090746,0.03280259,0.40176316,0.59609233,0.00024722,1.10215690,0.08710344,0.15911592
-4.68534267,1.52966381,0.00082150,0.03284422,0.38273617,0.56145999,0.00023748,1.04597461,0.08311550,0.15471242
-4.67933967,1.45558830,0.00073845,0.03326652,0.36581838,0.52898991,0.00023116,0.99461619,0.07983190,0.15125474
-4.67333667,1.38960435,0.00065910,0.03410840,0.35116288,0.49898479,0.00022853,0.94857933,0.07732296,0.14882640
-4.66733367,1.33239689,0.00058411,0.03540700,0.33889136,0.47170421,0.00022990,0.90827873,0.07564843,0.14750378
-4.66133067,1.28452109,0.00051398,0.03719673,0.32909292,0.44736036,0.00023554,0.87404004,0.07485677,0.14735416
-4.65532766,1.24639285,0.00044906,0.03950810,0.32182325,0.42611458,0.00024573,0.84609518,0.07498439,0.14843360
-4.64932466,1.21828101,0.00038955,0.04236656,0.31710389,0.40807509,0.00026069,0.82457895,0.07605518,0.15078469
-4.64332166,1.20030139,0.00033553,0.04579117,0.31492173,0.39329565,0.00028062,0.80952674,0.07807996,0.15443420
