energy_ev,total_up,Os_p_up,Os_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,2.56650426,0.86510642,1.20477110,0.59485004,0.00090683,0.83556343,0.00000000
-5.99399700,2.63579316,0.89489910,1.23511985,0.61155132,0.00092143,0.86138654,0.00000000
-5.98799400,2.69890377,0.92235231,1.26245079,0.62596354,0.00093301,0.88637891,0.00000000
-5.98199100,2.75539247,0.94714009,1.28665693,0.63783413,0.00094148,0.91054129,0.00000000
-5.97598799,2.80501312,0.96900583,1.30772187,0.64696750,0.00094682,0.93392291,0.00000000
-5.96998499,2.84770702,0.98776438,1.32571229,0.65322878,0.00094914,0.95661129,0.00000000
-5.96398199,2.88358432,1.00330138,1.34076673,0.65654524,0.00094860,0.97871972,0.00000000
-5.95797899,2.91289817,1.01556979,1.35308119,0.65690563,0.00094544,1.00037300,0.00000000
-5.95197599,2.93601332,1.02458408,1.36289245,0.65435752,0.00093995,1.02169232,0.00000000
-5.94597299,2.95337079,1.03041237,1.37046003,0.64900268,0.00093246,1.04278007,0.00000000
-5.93996998,2.96545088,1.03316713,1.37604783,0.64099102,0.00092333,1.06370548,0.00000000
-5.93396698,2.97273666,1.03299502,1.37990644,0.63051331,0.00091292,1.08449184,0.00000000
-5.92796398,2.97567982,1.03006634,1.38225708,0.61779307,0.00090158,1.10510628,0.00000000
-5.92196098,2.97467102,1.02456498,1.38327811,0.60307812,0.00088965,1.12545240,0.00000000
-5.91595798,2.97001616,1.01667904,1.38309472,0.58663213,0.00087739,1.14536663,0.00000000
-5.90995498,2.96191986,1.00659303,1.38177233,0.56872662,0.00086505,1.16461823,0.00000000
-5.90395198,2.95047695,0.99448161,1.37931408,0.54963371,0.00085281,1.18291327,0.00000000
-5.89794897,2.93567218,0.98050552,1.37566228,0.52961991,0.00084078,1.19990234,0.00000000
-5.89194597,2.91738812,0.96480951,1.37070390,0.50894117,0.00082902,1.21519163,0.00000000
-5.88594297,2.89542043,0.94752242,1.36427947,0.48783931,0.00081753,1.22835693,0.00000000
-5.87993997,2.86949958,0.92875930,1.35619502,0.46653992,0.00080627,1.23895986,0.00000000
