energy_ev,total_up,Sb_p_up,Sb_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.42371186,2.03771154,0.36714449,0.00779789,1.17371064,0.46190544,0.00395287,1.17065014
-5.41770885,2.14049936,0.38790040,0.00818757,1.22220640,0.48999676,0.00437554,1.23158896
-5.41170585,2.25402101,0.40918134,0.00860818,1.27627101,0.52102419,0.00482760,1.30014088
-5.40570285,2.37756085,0.43072098,0.00905810,1.33579056,0.55480197,0.00530546,1.37601693
-5.39969985,2.51017956,0.45223227,0.00953525,1.40057288,0.59107948,0.00580475,1.45877852
-5.39369685,2.65071632,0.47341344,0.01003708,1.47033957,0.62954150,0.00632042,1.54783300
-5.38769385,2.79779614,0.49395479,0.01056048,1.54471846,0.66981018,0.00684675,1.64243238
-5.38169085,2.94984247,0.51354616,0.01110183,1.62323687,0.71144867,0.00737749,1.74167540
-5.37568784,3.10509507,0.53188470,0.01165690,1.70531623,0.75396650,0.00790593,1.84451335
-5.36968484,3.26163304,0.54868261,0.01222089,1.79026860,0.79682667,0.00842504,1.94975986
-5.36368184,3.41740270,0.56367459,0.01278838,1.87729547,0.83945421,0.00892763,2.05610470
-5.35767884,3.57024998,0.57662460,0.01335343,1.96548961,0.88124632,0.00940647,2.16213177
-5.35167584,3.71795683,0.58733172,0.01390952,2.05384034,0.92158358,0.00985451,2.26634100
-5.34567284,3.85828092,0.59563476,0.01444970,2.14124255,0.95984222,0.01026496,2.36717417
-5.33966983,3.98899811,0.60141556,0.01496662,2.22651000,0.99540711,0.01063151,2.46304406
-5.33366683,4.10794653,0.60460080,0.01545269,2.30839268,1.02768507,0.01094845,2.55236644
-5.32766383,4.21307156,0.60516225,0.01590018,2.38559840,1.05611824,0.01121082,2.63359429
-5.32166083,4.30247048,0.60311564,0.01630137,2.45681823,1.08019714,0.01141451,2.70525325
-5.31565783,4.37443576,0.59851812,0.01664878,2.52075517,1.09947301,0.01155636,2.76597738
-5.30965483,4.42749573,0.59146459,0.01693532,2.57615541,1.11356909,0.01163424,2.81454419
-5.30365183,4.46045148,0.58208315,0.01715446,2.62184124,1.12219052,0.01164707,2.84990764
-5.29764882,4.47240886,0.57052986,0.01730048,2.65674428,1.12513241,0.01159485,2.87122808
-5.29164582,4.46280433,0.55698317,0.01736863,2.67993802,1.12228604,0.01147867,2.87789786
-5.28564282,4.43142378,0.54163828,0.01735529,2.69066819,1.11364265,0.01130063,2.86956166
-5.27963982,4.37841347,0.52470169,0.01725813,2.68837960,1.09929495,0.01106381,2.84613049
-5.27363682,4.30428236,0.50638621,0.01707620,2.67273832,1.07943597,0.01077217,2.80778873
-5.26763382,4.20989550,0.48690644,0.01681005,2.64364790,1.05435545,0.01043043,2.75499370
-5.26163082,4.09645835,0.46647504,0.01646170,2.60125889,1.02443373,0.01004400,2.68846747
-5.25562781,3.96549227,0.44529974,0.01603467,2.54597085,0.99013326,0.00961880,2.60918116
-5.24962481,3.81880160,0.42358104,0.01553389,2.47842668,0.95198802,0.00916111,2.51833193
-5.24362181,3.65843322,0.40151060,0.01496563,2.39949910,0.91059107,0.00867750,2.41731349
-5.23761881,3.48662980,0.37927022,0.01433729,2.31026984,0.86658071,0.00817459,2.30768105
-5.23161581,3.30577793,0.35703129,0.01365729,2.21200215,0.82062548,0.00765898,2.19111187
-5.22561281,3.11835298,0.33495451,0.01293476,2.10610755,0.77340868,0.00713711,2.06936286
-5.21960980,2.92686217,0.31318978,0.01217939,1.99410838,0.72561265,0.00661509,1.94422657
-5.21360680,2.73378790,0.29187623,0.01140112,1.87759728,0.67790349,0.00609866,1.81748729
-5.20760380,2.54153298,0.27114202,0.01060994,1.75819541,0.63091647,0.00559305,1.69087861
-5.20160080,2.35236955,0.25110424,0.00981558,1.63751100,0.58524272,0.00510295,1.56604387
-5.19559780,2.16839323,0.23186845,0.00902733,1.51709965,0.54141750,0.00463240,1.44450080
-5.18959480,1.99148382,0.21352821,0.00825385,1.39842802,0.49991028,0.00418483,1.32761138
-5.18359180,1.82327367,0.19616438,0.00750296,1.28284206,0.46111700,0.00376297,1.21655768
-5.17758879,1.66512441,0.17984449,0.00678151,1.17154068,0.42535463,0.00336889,1.11232429
-5.17158579,1.51811252,0.16462199,0.00609532,1.06555590,0.39285805,0.00300402,1.01568761
-5.16558279,1.38302386,0.15053573,0.00544909,0.96573949,0.36377938,0.00266915,0.92721193
-5.15957979,1.26035693,0.13760956,0.00484641,0.87275659,0.33818953,0.00236453,0.84725224
-5.15357679,1.15033440,0.12585230,0.00428976,0.78708591,0.31608213,0.00208986,0.77596320
-5.14757379,1.05292215,0.11525801,0.00378059,0.70902626,0.29737933,0.00184439,0.71331369
-5.14157079,0.96785500,0.10580672,0.00331939,0.63870859,0.28193951,0.00162700,0.65910619
-5.13556778,0.89466783,0.09746556,0.00290579,0.57611298,0.26956656,0.00143624,0.61300017
-5.12956478,0.83273112,0.09019039,0.00253871,0.52108934,0.26002030,0.00127041,0.57453848
-5.12356178,0.78128945,0.08392774,0.00221649,0.47338114,0.25302801,0.00112763,0.54317585
-5.11755878,0.73950175,0.07861719,0.00193700,0.43265080,0.24829641,0.00100595,0.51830849
-5.11155578,0.70648199,0.07419402,0.00169783,0.39850604,0.24552398,0.00090332,0.49930390
-5.10555278,0.68133909,0.07059192,0.00149639,0.37052585,0.24441316,0.00081776,0.48552988
-5.09954977,0.66321469,0.06774593,0.00133004,0.34828552,0.24468209,0.00074730,0.47638208
-5.09354677,0.65131799,0.06559520,0.00119621,0.33137963,0.24607560,0.00069013,0.47130901
-5.08754377,0.64495625,0.06408560,0.00109250,0.31944239,0.24837502,0.00064455,0.46983418
-5.08154077,0.64356051,0.06317204,0.00101673,0.31216476,0.25140660,0.00060903,0.47157441
-5.07553777,0.64670542,0.06282038,0.00096704,0.30930786,0.25504828,0.00058225,0.47625405
-5.06953477,0.65412295,0.06300884,0.00094190,0.31071223,0.25923454,0.00056307,0.48371461
-5.06353177,0.66570932,0.06372883,0.00094011,0.31630290,0.26395916,0.00055056,0.49391956
-5.05752876,0.68152516,0.06498512,0.00096084,0.32609002,0.26927588,0.00054400,0.50695415
-5.05152576,0.70178895,0.06679542,0.00100361,0.34016527,0.27529683,0.00054284,0.52302043
-5.04552276,0.72686379,0.06918924,0.00106820,0.35869410,0.28218891,0.00054670,0.54242741
-5.03951976,0.75723827,0.07220617,0.00115465,0.38190420,0.29016808,0.00055535,0.56557695
-5.03351676,0.79350194,0.07589353,0.00126320,0.41007077,0.29949195,0.00056868,0.59294579
-5.02751376,0.83631649,0.08030364,0.00139417,0.44349898,0.31045086,0.00058667,0.62506443
-5.02151076,0.88638358,0.08549066,0.00154793,0.48250450,0.32335777,0.00060935,0.66249367
-5.01550775,0.94441079,0.09150715,0.00172480,0.52739289,0.33853751,0.00063676,0.70579973
-5.00950475,1.01107698,0.09840059,0.00192495,0.57843867,0.35631558,0.00066894,0.75552902
-5.00350175,1.08699850,0.10620997,0.00214835,0.63586507,0.37700723,0.00070589,0.81218354
-4.99749875,1.17269781,0.11496253,0.00239469,0.69982543,0.40090700,0.00074752,0.87619800
-4.99149575,1.26857568,0.12467092,0.00266332,0.77038703,0.42827928,0.00079365,0.94791970
-4.98549275,1.37488844,0.13533077,0.00295320,0.84751832,0.45935019,0.00084397,1.02759190
-4.97948974,1.49173096,0.14691897,0.00326288,0.93108011,0.49430105,0.00089805,1.11534159
-4.97348674,1.61902639,0.15939254,0.00359050,1.02082133,0.53326359,0.00095532,1.21117193
-4.96748374,1.75652272,0.17268830,0.00393380,1.11637955,0.57631712,0.00101505,1.31495985
-4.96148074,1.90379642,0.18672328,0.00429012,1.21728637,0.62348737,0.00107641,1.42645860
-4.95547774,2.06026259,0.20139581,0.00465651,1.32297745,0.67474717,0.00113843,1.54530503
-4.94947474,2.22519095,0.21658732,0.00502977,1.43280663,0.73001853,0.00120006,1.67103105
-4.94347174,2.39772659,0.23216470,0.00540652,1.54606343,0.78917583,0.00126017,1.80307839
-4.93746873,2.57691409,0.24798310,0.00578333,1.66199301,0.85204983,0.00131761,1.94081565
-4.93146573,2.76172346,0.26388896,0.00615681,1.77981738,0.91843203,0.00137121,2.08355655
-4.92546273,2.95107631,0.27972329,0.00652370,1.89875669,0.98807896,0.00141985,2.23057804
-4.91945973,3.14387057,0.29532489,0.00688097,2.01804932,1.06071606,0.00146249,2.38113723
-4.91345673,3.33900225,0.31053336,0.00722594,2.13696961,1.13604075,0.00149818,2.53448581
-4.90745373,3.53538315,0.32519197,0.00755632,2.25484220,1.21372455,0.00152612,2.68988135
-4.90145073,3.73195330,0.33915003,0.00787026,2.37105214,1.29341404,0.00154566,2.84659447
-4.89544772,3.92768801,0.35226495,0.00816641,2.48505019,1.37473074,0.00155634,3.00391185
-4.88944472,4.12159904,0.36440380,0.00844391,2.59635322,1.45726989,0.00155792,3.16113482
-4.88344172,4.31273071,0.37544451,0.00870239,2.70453971,1.54059856,0.00155034,3.31757404
-4.87743872,4.50015132,0.38527664,0.00894189,2.80924097,1.62425324,0.00153374,3.47254080
-4.87143572,4.68294153,0.39380196,0.00916284,2.91012876,1.70773755,0.00150847,3.62533606
-4.86543272,4.86018079,0.40093473,0.00936597,3.00690045,1.79052035,0.00147505,3.77523822
-4.85942971,5.03093372,0.40660202,0.00955221,3.09926298,1.87203488,0.00143416,3.92149118
-4.85342671,5.19423805,0.41074393,0.00972261,3.18691686,1.95167938,0.00138660,4.06329377
-4.84742371,5.34909573,0.41331396,0.00987821,3.26954171,2.02881950,0.00133330,4.19979212
-4.84142071,5.49446863,0.41427950,0.01001998,3.34678443,2.10279294,0.00127523,4.33007597
-4.83541771,5.62927985,0.41362251,0.01014870,3.41825121,2.17291636,0.00121345,4.45317978
-4.82941471,5.75242140,0.41134031,0.01026492,3.48350405,2.23849468,0.00114898,4.56808938
-4.82341171,5.86276839,0.40744651,0.01036888,3.54206237,2.29883256,0.00108287,4.67375414
-4.81740870,5.95919936,0.40197199,0.01046051,3.59340966,2.35324778,0.00101611,4.76910470
-4.81140570,6.04062215,0.39496573,0.01053937,3.63700516,2.40108607,0.00094964,4.85307547
-4.80540270,6.10600399,0.38649559,0.01060474,3.67229980,2.44173690,0.00088431,4.92463114
-4.79939970,6.15440431,0.37664863,0.01065557,3.69875553,2.47464945,0.00082090,4.98279589
-4.79339670,6.18500859,0.36553119,0.01069059,3.71586706,2.49934812,0.00076008,5.02668393
-4.78739370,6.19716121,0.35326836,0.01070837,3.72318458,2.51544687,0.00070242,5.05552965
-4.78139070,6.19039565,0.34000299,0.01070739,3.72033620,2.52266173,0.00064839,5.06871607
-4.77538769,6.16446009,0.32589402,0.01068613,3.70704885,2.52082085,0.00059834,5.06579984
-4.76938469,6.11933718,0.31111441,0.01064318,3.68316632,2.50987157,0.00055254,5.04653156
-4.76338169,6.05525657,0.29584843,0.01057734,3.64866358,2.48988428,0.00051115,5.01087041
-4.75737869,5.97269974,0.28028863,0.01048765,3.60365649,2.46105269,0.00047425,4.95899223
-4.75137569,5.87239665,0.26463251,0.01037356,3.54840649,2.42369072,0.00044183,4.89129065
-4.74537269,5.75531448,0.24907898,0.01023492,3.48332006,2.37822593,0.00041383,4.80837145
-4.73936968,5.62263895,0.23382492,0.01007204,3.40894313,2.32518996,0.00039009,4.71104015
-4.73336668,5.47574932,0.21906179,0.00988577,3.32595073,2.26520625,0.00037042,4.60028381
-4.72736368,5.31618812,0.20497252,0.00967748,3.23513269,2.19897579,0.00035458,4.47724786
-4.72136068,5.14562724,0.19172888,0.00944905,3.13737598,2.12726122,0.00034227,4.34320910
-4.71535768,4.96583186,0.17948915,0.00920287,3.03364484,2.05087022,0.00033319,4.19954624
-4.70935468,4.77862379,0.16839641,0.00894179,2.92495955,1.97063860,0.00032699,4.04770926
-4.70335168,4.58584562,0.15857726,0.00866907,2.81237490,1.88741378,0.00032334,3.88918894
-4.69734867,4.38932715,0.15014105,0.00838831,2.69695914,1.80203925,0.00032187,3.72548774
-4.69134567,4.19085492,0.14317955,0.00810338,2.57977428,1.71534037,0.00032223,3.55809295
-4.68534267,3.99214574,0.13776684,0.00781830,2.46185829,1.62811185,0.00032411,3.38845308
-4.67933967,3.79482466,0.13395958,0.00753717,2.34420961,1.54110718,0.00032718,3.21795774
-4.67333667,3.60040743,0.13179727,0.00726406,2.22777414,1.45503007,0.00033116,3.04792159
-4.66733367,3.41028732,0.13130263,0.00700290,2.11343482,1.37052789,0.00033583,2.87957197
-4.66133067,3.22572595,0.13248183,0.00675739,2.00200358,1.28818697,0.00034097,2.71404030
-4.65532766,3.04784755,0.13532468,0.00653088,1.89421541,1.20852960,0.00034644,2.55235655
-4.64932466,2.87763584,0.13980457,0.00632629,1.79072419,1.13201249,0.00035215,2.39544640
-4.64332166,2.71593301,0.14587829,0.00614604,1.69209989,1.05902631,0.00035803,2.24413030
-4.63731866,2.56343983,0.15348567,0.00599194,1.59882671,0.98989621,0.00036410,2.09912385
-4.63131566,2.42071657,0.16254912,0.00586518,1.51130185,0.92488281,0.00037040,1.96103886
-4.62531266,2.28818406,0.17297317,0.00576625,1.42983453,0.86418366,0.00037703,1.83038459
-4.61930965,2.16612469,0.18464407,0.00569492,1.35464532,0.80793492,0.00038409,1.70756876
-4.61330665,2.05468328,0.19742963,0.00565026,1.28586545,0.75621305,0.00039174,1.59289821
-4.60730365,1.95386793,0.21117930,0.00563064,1.22353640,0.70903664,0.00040014,1.48657910
-4.60130065,1.86355107,0.22572471,0.00563375,1.16760986,0.66636835,0.00040944,1.38871676
-4.59529765,1.78347119,0.24088068,0.00565670,1.11794831,0.62811691,0.00041979,1.29931558
-4.58929465,1.71323580,0.25644685,0.00569604,1.07432661,0.59413952,0.00043133,1.21827924
-4.58329165,1.65232593,0.27220985,0.00574790,1.03643486,0.56424463,0.00044412,1.14541169
-4.57728864,1.60010305,0.28794610,0.00580807,1.00388288,0.53819528,0.00045824,1.08041949
-4.57128564,1.55581838,0.30342522,0.00587215,0.97620667,0.51571315,0.00047366,1.02291576
-4.56528264,1.51862535,0.31841392,0.00593563,0.95287676,0.49648346,0.00049033,0.97242629
-4.55927964,1.48759485,0.33268034,0.00599406,0.93330882,0.48016068,0.00050812,0.92839786
-4.55327664,1.46173368,0.34599869,0.00604316,0.91687624,0.46637507,0.00052683,0.89020902
-4.54727364,1.44000551,0.35815405,0.00607896,0.90292448,0.45474007,0.00054622,0.85718312
-4.54127064,1.42135415,0.36894723,0.00609791,0.89078700,0.44486030,0.00056598,0.82860349
-4.53526763,1.40472839,0.37819950,0.00609697,0.87980209,0.43634008,0.00058575,0.80373026
-4.52926463,1.38910767,0.38575706,0.00607370,0.86933028,0.42879213,0.00060515,0.78181834
-4.52326163,1.37352767,0.39149510,0.00602634,0.85877153,0.42184630,0.00062375,0.76213604
-4.51725863,1.35710499,0.39532139,0.00595386,0.84758171,0.41515797,0.00064116,0.74398336
-4.51125563,1.33905997,0.39717919,0.00585593,0.83528774,0.40841583,0.00065694,0.72670960
-4.50525263,1.31873677,0.39704954,0.00573297,0.82150074,0.40134882,0.00067073,0.70972933
-4.49924962,1.29562011,0.39495272,0.00558614,0.80592683,0.39373191,0.00068218,0.69253622
-4.49324662,1.26934794,0.39094898,0.00541724,0.78837514,0.38539059,0.00069102,0.67471423
-4.48724362,1.23971968,0.38513846,0.00522871,0.76876282,0.37620383,0.00069706,0.65594567
-4.48124062,1.20669978,0.37766024,0.00502352,0.74711687,0.36610552,0.00070018,0.63601604
-4.47523762,1.17041654,0.36869068,0.00480512,0.72357282,0.35508433,0.00070039,0.61481542
-4.46923462,1.13115633,0.35844090,0.00457733,0.69837046,0.34318194,0.00069779,0.59233651
-4.46323162,1.08935339,0.34715364,0.00434426,0.67184667,0.33048989,0.00069260,0.56866966
-4.45722861,1.04557580,0.33509927,0.00411020,0.64442582,0.31714503,0.00068515,0.54399495
-4.45122561,1.00050799,0.32257132,0.00387955,0.61660808,0.30332389,0.00067586,0.51857197
-4.44522261,0.95493043,0.30988128,0.00365669,0.58895586,0.28923609,0.00066530,0.49272771
-4.43921961,0.90969711,0.29735296,0.00344596,0.56207902,0.27511703,0.00065406,0.46684298
-4.43321661,0.86571154,0.28531629,0.00325151,0.53661906,0.26122012,0.00064286,0.44133796
-4.42721361,0.82390166,0.27410076,0.00307727,0.51323266,0.24780873,0.00063244,0.41665743
-4.42121061,0.78519449,0.26402859,0.00292686,0.49257494,0.23514818,0.00062357,0.39325589
-4.41520760,0.75049091,0.25540755,0.00280355,0.47528269,0.22349772,0.00061705,0.37158327
-4.40920460,0.72064103,0.24852376,0.00271016,0.46195771,0.21310304,0.00061362,0.35207123
-4.40320160,0.69642068,0.24363445,0.00264905,0.45315064,0.20418906,0.00061400,0.33512053
-4.39719860,0.67850934,0.24096094,0.00262205,0.44934533,0.19695343,0.00061884,0.32108955
-4.39119560,0.66746994,0.24068187,0.00263038,0.45094400,0.19156071,0.00062868,0.31028404
-4.38519260,0.66373080,0.24292700,0.00267468,0.45825351,0.18813736,0.00064395,0.30294837
-4.37918959,0.66757023,0.24777177,0.00275489,0.47147283,0.18676756,0.00066491,0.29925809
-4.37318659,0.67910407,0.25523278,0.00287030,0.49068225,0.18749011,0.00069170,0.29931418
-4.36718359,0.69827654,0.26526452,0.00301946,0.51583449,0.19029627,0.00072426,0.30313868
-4.36118059,0.72485500,0.27775745,0.00320024,0.54674829,0.19512880,0.00076236,0.31067219
-4.35517759,0.75842874,0.29253785,0.00340977,0.58310484,0.20188213,0.00080558,0.32177293
-4.34917459,0.79841251,0.30936937,0.00364453,0.62444749,0.21040385,0.00085334,0.33621781
-4.34317159,0.84405480,0.32795666,0.00390034,0.67018528,0.22049743,0.00090487,0.35370538
-4.33716858,0.89445134,0.34795105,0.00417245,0.71960044,0.23192630,0.00095927,0.37386086
-4.33116558,0.94856370,0.36895823,0.00445564,0.77186028,0.24441925,0.00101547,0.39624332
-4.32516258,1.00524307,0.39054804,0.00474428,0.82603353,0.25767706,0.00107235,0.42035500
-4.31915958,1.06325885,0.41226599,0.00503254,0.88111098,0.27138033,0.00112867,0.44565274
-4.31315658,1.12133145,0.43364644,0.00531444,0.93603017,0.28519830,0.00118319,0.47156136
-4.30715358,1.17816870,0.45422691,0.00558411,0.98970367,0.29879848,0.00123465,0.49748879
