energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.68784392,2.16113127,0.01640922,0.41511516,0.36411408,0.24326490,2.10792472,0.80354558,0.56792104,0.00000000
-5.68184092,2.12641681,0.01741093,0.40221459,0.37000223,0.25159851,2.04950096,0.77879758,0.56597151,0.00000000
-5.67583792,2.09446898,0.01839967,0.38930082,0.37685353,0.26041360,1.99056362,0.75491444,0.56571379,0.00000000
-5.66983492,2.06539118,0.01935501,0.37650955,0.38454141,0.26956057,1.93174483,0.73212611,0.56704526,0.00000000
-5.66383192,2.03924592,0.02025687,0.36396563,0.39293779,0.27889196,1.87361575,0.71064234,0.56986053,0.00000000
-5.65782891,2.01606212,0.02108598,0.35178029,0.40191929,0.28826844,1.81667285,0.69065102,0.57405777,0.00000000
-5.65182591,1.99584642,0.02182443,0.34004955,0.41137373,0.29756487,1.76133076,0.67231812,0.57954564,0.00000000
-5.64582291,1.97859729,0.02245610,0.32885366,0.42120654,0.30667595,1.70792140,0.65578908,0.58625016,0.00000000
-5.63981991,1.96432098,0.02296718,0.31825760,0.43134682,0.31552135,1.65669912,0.64119110,0.59412119,0.00000000
-5.63381691,1.95304771,0.02334655,0.30831243,0.44175251,0.32404983,1.60785084,0.62863628,0.60313799,0.00000000
-5.62781391,1.94484648,0.02358614,0.29905732,0.45241429,0.33224208,1.56151010,0.61822472,0.61331327,0.00000000
-5.62181091,1.93983716,0.02368118,0.29052190,0.46335790,0.34011209,1.51777338,0.61004756,0.62469538,0.00000000
-5.61580790,1.93819824,0.02363034,0.28272887,0.47464452,0.34770689,1.47671745,0.60418915,0.63736815,0.00000000
-5.60980490,1.94016930,0.02343578,0.27569646,0.48636905,0.35510452,1.43841584,0.60072817,0.65144825,0.00000000
-5.60380190,1.94604738,0.02310300,0.26944051,0.49865621,0.36241023,1.40295331,0.59973750,0.66707987,0.00000000
-5.59779890,1.95617698,0.02264065,0.26397617,0.51165458,0.36975111,1.37043696,0.60128245,0.68442692,0.00000000
-5.59179590,1.97093391,0.02206025,0.25931890,0.52552862,0.37726938,1.34100309,0.60541768,0.70366283,0.00000000
-5.58579290,1.99070359,0.02137566,0.25548480,0.54044921,0.38511448,1.31481929,0.61218275,0.72495853,0.00000000
-5.57978989,2.01585509,0.02060266,0.25249028,0.55658292,0.39343466,1.29208167,0.62159665,0.74846916,0.00000000
-5.57378689,2.04671228,0.01975838,0.25035115,0.57408074,0.40236814,1.27300724,0.63365180,0.77432006,0.00000000
-5.56778389,2.08352402,0.01886067,0.24908113,0.59306673,0.41203472,1.25782237,0.64830788,0.80259308,0.00000000
-5.56178089,2.12643526,0.01792755,0.24869014,0.61362730,0.42252794,1.24674782,0.66548617,0.83331377,0.00000000
-5.55577789,2.17546110,0.01697664,0.24918239,0.63580170,0.43390854,1.23998181,0.68506483,0.86644038,0.00000000
-5.54977489,2.23046567,0.01602461,0.25055447,0.65957428,0.44619940,1.23768210,0.70687574,0.90185546,0.00000000
-5.54377189,2.29114735,0.01508676,0.25279370,0.68486897,0.45938244,1.23994861,0.73070313,0.93936050,0.00000000
-5.53776888,2.35703164,0.01417665,0.25587686,0.71154645,0.47339748,1.24680761,0.75628453,0.97867417,0.00000000
-5.53176588,2.42747243,0.01330580,0.25976936,0.73940411,0.48814334,1.25819885,0.78331400,1.01943445,0.00000000
-5.52576288,2.50166183,0.01248354,0.26442496,0.76817892,0.50348103,1.27396630,0.81144771,1.06120461,0.00000000
-5.51975988,2.57864845,0.01171694,0.26978614,0.79755311,0.51923887,1.29385337,0.84031172,1.10348291,0.00000000
-5.51375688,2.65736309,0.01101080,0.27578493,0.82716242,0.53521931,1.31750287,0.86951160,1.14571565,0.00000000
-5.50775388,2.73665075,0.01036782,0.28234428,0.85660655,0.55120703,1.34446186,0.89864335,1.18731300,0.00000000
-5.50175088,2.81530723,0.00978872,0.28937982,0.88546120,0.56697793,1.37419108,0.92730529,1.22766681,0.00000000
-5.49574787,2.89211843,0.00927253,0.29680178,0.91329132,0.58230847,1.40607855,0.95511006,1.26616968,0.00000000
-5.48974487,2.96590029,0.00881687,0.30451717,0.93966474,0.59698489,1.43945657,0.98169621,1.30223426,0.00000000
-5.48374187,3.03553737,0.00841824,0.31243176,0.96416560,0.61081182,1.47362131,1.00673873,1.33531203,0.00000000
-5.47773887,3.10001817,0.00807237,0.32045209,0.98640710,0.62361984,1.50785393,1.02995809,1.36491053,0.00000000
-5.47173587,3.15846547,0.00777452,0.32848704,1.00604281,0.63527170,1.54144225,1.05112720,1.39060838,0.00000000
-5.46573287,3.21016048,0.00751975,0.33644927,1.02277629,0.64566673,1.57370198,1.07007603,1.41206742,0.00000000
-5.45972986,3.25455983,0.00730324,0.34425616,1.03636855,0.65474354,1.60399652,1.08669390,1.42904160,0.00000000
-5.45372686,3.29130504,0.00712041,0.35183051,1.04664321,0.66248076,1.63175474,1.10092912,1.44138218,0.00000000
-5.44772386,3.32022442,0.00696716,0.35910090,1.05348933,0.66889595,1.65648581,1.11278654,1.44903932,0.00000000
-5.44172086,3.34132786,0.00683996,0.36600182,1.05686182,0.67404279,1.67779099,1.12232286,1.45206013,0.00000000
-5.43571786,3.35479531,0.00673592,0.37247367,1.05677982,0.67800689,1.69537182,1.12964048,1.45058343,0.00000000
-5.42971486,3.36096007,0.00665278,0.37846266,1.05332307,0.68090040,1.70903489,1.13488001,1.44483168,0.00000000
-5.42371186,3.36028797,0.00658892,0.38392084,1.04662684,0.68285582,1.71869312,1.13821218,1.43510067,0.00000000
-5.41770885,3.35335407,0.00654329,0.38880612,1.03687552,0.68401937,1.72436379,1.13982942,1.42174738,0.00000000
-5.41170585,3.34081788,0.00651528,0.39308256,1.02429557,0.68454429,1.72616378,1.13993776,1.40517693,0.00000000
-5.40570285,3.32339851,0.00650466,0.39672071,1.00914785,0.68458434,1.72430219,1.13874917,1.38582893,0.00000000
-5.39969985,3.30185068,0.00651145,0.39969828,0.99171992,0.68428779,1.71907090,1.13647487,1.36416399,0.00000000
-5.39369685,3.27694232,0.00653577,0.40200074,0.97231844,0.68379210,1.71083338,1.13331949,1.34065077,0.00000000
-5.38769385,3.24943433,0.00657775,0.40362209,0.95126190,0.68321951,1.70001220,1.12947651,1.31575392,0.00000000
-5.38169085,3.22006280,0.00663742,0.40456552,0.92887381,0.68267348,1.68707547,1.12512452,1.28992335,0.00000000
-5.37568784,3.18952353,0.00671463,0.40484388,0.90547646,0.68223613,1.67252260,1.12042459,1.26358473,0.00000000
-5.36968484,3.15845892,0.00680897,0.40447987,0.88138519,0.68196652,1.65686949,1.11551827,1.23713153,0.00000000
-5.36368184,3.12744680,0.00691971,0.40350589,0.85690319,0.68189980,1.64063353,1.11052618,1.21091842,0.00000000
-5.35767884,3.09699086,0.00704584,0.40196332,0.83231678,0.68204706,1.62431851,1.10554699,1.18525610,0.00000000
-5.35167584,3.06751254,0.00718601,0.39990139,0.80789118,0.68239577,1.60839961,1.10065655,1.16040728,0.00000000
-5.34567284,3.03934398,0.00733857,0.39737548,0.78386653,0.68291081,1.59330894,1.09590705,1.13658391,0.00000000
-5.33966983,3.01272194,0.00750159,0.39444495,0.76045439,0.68353576,1.57942163,1.09132627,1.11394536,0.00000000
-5.33366683,2.98778293,0.00767292,0.39117055,0.73783459,0.68419473,1.56704303,1.08691679,1.09259760,0.00000000
-5.32766383,2.96455952,0.00785024,0.38761163,0.71615245,0.68479439,1.55639744,1.08265532,1.07259328,0.00000000
-5.32166083,2.94297835,0.00803108,0.38382317,0.69551668,0.68522630,1.54761859,1.07849240,1.05393273,0.00000000
-5.31565783,2.92286028,0.00821290,0.37985292,0.67599774,0.68536962,1.54074257,1.07435247,1.03656588,0.00000000
-5.30965483,2.90392308,0.00839313,0.37573875,0.65762710,0.68509414,1.53570364,1.07013473,1.02039518,0.00000000
-5.30365183,2.88578731,0.00856918,0.37150652,0.64039742,0.68426357,1.53233310,1.06571483,1.00527959,0.00000000
-5.29764882,2.86798568,0.00873851,0.36716848,0.62426363,0.68273928,1.53036192,1.06094778,0.99103955,0.00000000
-5.29164582,2.84997604,0.00889864,0.36272245,0.60914533,0.68038431,1.52942694,1.05567192,0.97746312,0.00000000
-5.28564282,2.83115827,0.00904715,0.35815183,0.59493018,0.67706761,1.52908103,1.04971426,0.96431314,0.00000000
-5.27963982,2.81089451,0.00918174,0.35342645,0.58147852,0.67266852,1.52880674,1.04289688,0.95133527,0.00000000
-5.27363682,2.78853250,0.00930021,0.34850431,0.56862903,0.66708117,1.52803344,1.03504437,0.93826681,0.00000000
-5.26763382,2.76343098,0.00940049,0.34333404,0.55620533,0.66021887,1.52615705,1.02599199,0.92484598,0.00000000
-5.26163082,2.73498637,0.00948064,0.33785803,0.54402318,0.65201798,1.52256195,1.01559410,0.91082144,0.00000000
-5.25562781,2.70265935,0.00953889,0.33201608,0.53189820,0.64244136,1.51664397,1.00373258,0.89596150,0.00000000
-5.24962481,2.66600013,0.00957368,0.32574928,0.51965362,0.63148097,1.50783360,0.99032464,0.88006293,0.00000000
-5.24362181,2.62467108,0.00958364,0.31900394,0.50712787,0.61915955,1.49561829,0.97532966,0.86295862,0.00000000
-5.23761881,2.57846545,0.00956768,0.31173540,0.49418152,0.60553116,1.47956291,0.95875451,0.84452407,0.00000000
-5.23161581,2.52732120,0.00952496,0.30391144,0.48070344,0.59068051,1.45932728,0.94065713,0.82468215,0.00000000
-5.22561281,2.47132898,0.00945499,0.29551512,0.46661572,0.57472112,1.43468008,0.92114793,0.80340599,0.00000000
-5.21960980,2.41073386,0.00935760,0.28654685,0.45187725,0.55779213,1.40550834,0.90038902,0.78071992,0.00000000
-5.21360680,2.34593068,0.00923302,0.27702578,0.43648576,0.54005424,1.37182223,0.87859111,0.75669831,0.00000000
-5.20760380,2.27745309,0.00908181,0.26699007,0.42047825,0.52168455,1.33375490,0.85600830,0.73146245,0.00000000
-5.20160080,2.20595691,0.00890496,0.25649650,0.40392984,0.50287088,1.29155754,0.83293089,0.70517568,0.00000000
-5.19559780,2.13219881,0.00870381,0.24561906,0.38695104,0.48380567,1.24558989,0.80967665,0.67803703,0.00000000
-5.18959480,2.05701110,0.00848005,0.23444686,0.36968374,0.46467983,1.19630690,0.78658089,0.65027370,0.00000000
-5.18359180,1.98127432,0.00823568,0.22308139,0.35229600,0.44567688,1.14424225,0.76398590,0.62213282,0.00000000
-5.17758879,1.90588866,0.00797296,0.21163329,0.33497596,0.42696759,1.08998965,0.74223018,0.59387296,0.00000000
-5.17158579,1.83174582,0.00769438,0.20021883,0.31792520,0.40870555,1.03418285,0.72163807,0.56575570,0.00000000
-5.16558279,1.75970243,0.00740256,0.18895627,0.30135175,0.39102361,0.97747543,0.70251008,0.53803781,0.00000000
-5.15957979,1.69055634,0.00710021,0.17796226,0.28546316,0.37403165,0.92052120,0.68511458,0.51096422,0.00000000
-5.15357679,1.62502646,0.00679003,0.16734844,0.27045979,0.35781541,0.86395621,0.66968082,0.48476218,0.00000000
-5.14757379,1.56373700,0.00647472,0.15721840,0.25652875,0.34243667,0.80838287,0.65639388,0.45963667,0.00000000
-5.14157079,1.50720636,0.00615682,0.14766509,0.24383844,0.32793446,0.75435695,0.64539133,0.43576719,0.00000000
-5.13556778,1.45584083,0.00583878,0.13876876,0.23253411,0.31432725,0.70237746,0.63676192,0.41330600,0.00000000
-5.12956478,1.40993293,0.00552282,0.13059548,0.22273440,0.30161589,0.65287994,0.63054602,0.39237757,0.00000000
-5.12356178,1.36966397,0.00521096,0.12319625,0.21452891,0.28978713,0.60623268,0.62673782,0.37307918,0.00000000
-5.11755878,1.33511045,0.00490501,0.11660672,0.20797695,0.27881737,0.56273600,0.62528900,0.35548249,0.00000000
-5.11155578,1.30625337,0.00460653,0.11084738,0.20310731,0.26867636,0.52262396,0.62611366,0.33963576,0.00000000
-5.10555278,1.28299001,0.00431687,0.10592429,0.19991906,0.25933084,0.48606822,0.62909425,0.32556653,0.00000000
-5.09954977,1.26514717,0.00403716,0.10183026,0.19838324,0.25074756,0.45318339,0.63408822,0.31328455,0.00000000
-5.09354677,1.25249527,0.00376836,0.09854623,0.19844539,0.24289592,0.42403336,0.64093493,0.30278462,0.00000000
-5.08754377,1.24476258,0.00351127,0.09604301,0.20002866,0.23574974,0.39863812,0.64946286,0.29404935,0.00000000
-5.08154077,1.24164897,0.00326655,0.09428312,0.20303748,0.22928841,0.37698048,0.65949649,0.28705145,0.00000000
-5.07553777,1.24283859,0.00303476,0.09322266,0.20736156,0.22349725,0.35901233,0.67086278,0.28175578,0.00000000
-5.06953477,1.24801118,0.00281639,0.09281321,0.21287996,0.21836714,0.34466013,0.68339704,0.27812077,0.00000000
-5.06353177,1.25685159,0.00261187,0.09300359,0.21946525,0.21389365,0.33382932,0.69694788,0.27609948,0.00000000
-5.05752876,1.26905733,0.00242163,0.09374144,0.22698738,0.21007555,0.32640760,0.71138106,0.27564018,0.00000000
-5.05152576,1.28434400,0.00224605,0.09497456,0.23531729,0.20691311,0.32226700,0.72658230,0.27668663,0.00000000
-5.04552276,1.30244867,0.00208553,0.09665203,0.24432999,0.20440618,0.32126489,0.74245867,0.27917803,0.00000000
-5.03951976,1.32313112,0.00194049,0.09872496,0.25390701,0.20255226,0.32324393,0.75893881,0.28304880,0.00000000
-5.03351676,1.34617325,0.00181133,0.10114690,0.26393818,0.20134476,0.32803137,0.77597176,0.28822841,0.00000000
-5.02751376,1.37137678,0.00169850,0.10387395,0.27432273,0.20077150,0.33543783,0.79352468,0.29464105,0.00000000
-5.02151076,1.39855952,0.00160242,0.10686459,0.28496950,0.20081360,0.34525585,0.81157947,0.30220564,0.00000000
-5.01550775,1.42755078,0.00152351,0.11007911,0.29579654,0.20144495,0.35725859,0.83012856,0.31083591,0.00000000
-5.00950475,1.45818597,0.00146218,0.11347897,0.30673001,0.20263211,0.37119887,0.84917014,0.32044078,0.00000000
-5.00350175,1.49030118,0.00141878,0.11702589,0.31770261,0.20433474,0.38680890,0.86870306,0.33092507,0.00000000
-4.99749875,1.52372801,0.00139362,0.12068087,0.32865153,0.20650666,0.40380081,0.88872184,0.34219048,0.00000000
-4.99149575,1.55828909,0.00138693,0.12440324,0.33951632,0.20909727,0.42186831,0.90921201,0.35413689,0.00000000
-4.98549275,1.59379477,0.00139884,0.12814985,0.35023667,0.21205333,0.44068934,0.93014625,0.36666390,0.00000000
-4.97948974,1.63004123,0.00142934,0.13187432,0.36075048,0.21532110,0.45992997,0.95148145,0.37967263,0.00000000
-4.97348674,1.66681028,0.00147827,0.13552671,0.37099220,0.21884854,0.47924942,0.97315704,0.39306755,0.00000000
-4.96748374,1.70387093,0.00154531,0.13905344,0.38089185,0.22258745,0.49830597,0.99509468,0.40675847,0.00000000
-4.96148074,1.74098283,0.00162993,0.14239759,0.39037459,0.22649556,0.51676384,1.01719939,0.42066232,0.00000000
-4.95547774,1.77790118,0.00173138,0.14549969,0.39936113,0.23053826,0.53430048,1.03936206,0.43470488,0.00000000
-4.94947474,1.81438314,0.00184867,0.14829884,0.40776887,0.23468992,0.55061432,1.06146313,0.44882218,0.00000000
-4.94347174,1.85019507,0.00198058,0.15073427,0.41551375,0.23893471,0.56543233,1.08337726,0.46296150,0.00000000
-4.93746873,1.88512029,0.00212560,0.15274717,0.42251276,0.24326678,0.57851738,1.10497869,0.47708194,0.00000000
-4.93146573,1.91896668,0.00228198,0.15428284,0.42868688,0.24768993,0.58967473,1.12614676,0.49115445,0.00000000
-4.92546273,1.95157373,0.00244772,0.15529291,0.43396442,0.25221651,0.59875769,1.14677139,0.50516137,0.00000000
-4.91945973,1.98281835,0.00262059,0.15573762,0.43828430,0.25686588,0.60567190,1.16675796,0.51909539,0.00000000
-4.91345673,2.01261921,0.00279815,0.15558799,0.44159932,0.26166229,0.61037814,1.18603132,0.53295798,0.00000000
-4.90745373,2.04093906,0.00297778,0.15482780,0.44387892,0.26663239,0.61289356,1.20453872,0.54675747,0.00000000
-4.90145073,2.06778512,0.00315676,0.15345518,0.44511154,0.27180253,0.61329114,1.22225130,0.56050677,0.00000000
-4.89544772,2.09320734,0.00333228,0.15148388,0.44530611,0.27719596,0.61169750,1.23916427,0.57422097,0.00000000
-4.88944472,2.11729486,0.00350157,0.14894391,0.44449281,0.28283019,0.60828910,1.25529578,0.58791487,0.00000000
-4.88344172,2.14017085,0.00366188,0.14588175,0.44272287,0.28871453,0.60328695,1.27068456,0.60160068,0.00000000
-4.87743872,2.16198630,0.00381064,0.14235992,0.44006756,0.29484819,0.59695023,1.28538678,0.61528611,0.00000000
-4.87143572,2.18291330,0.00394548,0.13845602,0.43661626,0.30121888,0.58956879,1.29947236,0.62897280,0.00000000
-4.86543272,2.20313824,0.00406436,0.13426128,0.43247388,0.30780212,0.58145516,1.31302113,0.64265542,0.00000000
-4.85942971,2.22285572,0.00416556,0.12987857,0.42775769,0.31456140,0.57293614,1.32611927,0.65632143,0.00000000
-4.85342671,2.24226335,0.00424782,0.12542015,0.42259375,0.32144900,0.56434434,1.33885645,0.66995148,0.00000000
-4.84742371,2.26155811,0.00431034,0.12100500,0.41711311,0.32840764,0.55601004,1.35132372,0.68352047,0.00000000
-4.84142071,2.28093419,0.00435283,0.11675602,0.41144806,0.33537282,0.54825340,1.36361266,0.69699928,0.00000000
-4.83541771,2.30058242,0.00437553,0.11279716,0.40572842,0.34227565,0.54137739,1.37581550,0.71035678,0.00000000
-4.82941471,2.32069117,0.00437920,0.10925048,0.40007828,0.34904620,0.53566146,1.38802643,0.72356234,0.00000000
-4.82341171,2.34144818,0.00436510,0.10623330,0.39461300,0.35561692,0.53135603,1.40034357,0.73658818,0.00000000
-4.81740870,2.36304297,0.00433492,0.10385554,0.38943685,0.36192612,0.52867783,1.41287158,0.74941179,0.00000000
-4.81140570,2.38566917,0.00429079,0.10221725,0.38464106,0.36792131,0.52780604,1.42572422,0.76201781,0.00000000
-4.80540270,2.40952606,0.00423511,0.10140634,0.38030257,0.37356197,0.52887923,1.43902647,0.77439955,0.00000000
-4.79939970,2.43481879,0.00417051,0.10149669,0.37648310,0.37882189,0.53199300,1.45291588,0.78655966,0.00000000
-4.79339670,2.46175681,0.00409975,0.10254654,0.37322891,0.38369063,0.53719823,1.46754242,0.79851013,0.00000000
-4.78739370,2.49054999,0.00402559,0.10459721,0.37057084,0.38817431,0.54450002,1.48306680,0.81027137,0.00000000
-4.78139070,2.52140243,0.00395067,0.10767218,0.36852474,0.39229531,0.55385710,1.49965684,0.82187057,0.00000000
-4.77538769,2.55450394,0.00387743,0.11177651,0.36709219,0.39609130,0.56518200,1.51748187,0.83333930,0.00000000
-4.76938469,2.59001954,0.00380801,0.11689670,0.36626149,0.39961329,0.57834175,1.53670536,0.84471065,0.00000000
-4.76338169,2.62807750,0.00374414,0.12300084,0.36600874,0.40292307,0.59315939,1.55747603,0.85601594,0.00000000
-4.75737869,2.66875658,0.00368711,0.13003918,0.36629915,0.40609001,0.60941631,1.57991780,0.86728140,0.00000000
-4.75137569,2.71207341,0.00363771,0.13794507,0.36708838,0.40918746,0.62685543,1.60411931,0.87852486,0.00000000
-4.74537269,2.75797077,0.00359619,0.14663627,0.36832404,0.41228902,0.64518547,1.63012357,0.88975295,0.00000000
-4.73936968,2.80630784,0.00356231,0.15601655,0.36994715,0.41546470,0.66408618,1.65791839,0.90095867,0.00000000
-4.73336668,2.85685297,0.00353531,0.16597771,0.37189376,0.41877736,0.68321471,1.68742847,0.91211974,0.00000000
-4.72736368,2.90927992,0.00351401,0.17640179,0.37409646,0.42227935,0.70221277,1.71850945,0.92319768,0.00000000
-4.72136068,2.96316766,0.00349685,0.18716355,0.37648596,0.42600980,0.72071485,1.75094470,0.93413767,0.00000000
-4.71535768,3.01800419,0.00348198,0.19813311,0.37899258,0.42999238,0.73835691,1.78444500,0.94486912,0.00000000
-4.70935468,3.07319418,0.00346735,0.20917866,0.38154757,0.43423374,0.75478549,1.81865126,0.95530687,0.00000000
-4.70335168,3.12807013,0.00345085,0.22016924,0.38408442,0.43872267,0.76966698,1.85314030,0.96535289,0.00000000
-4.69734867,3.18190645,0.00343036,0.23097741,0.38653982,0.44342987,0.78269647,1.88743348,0.97489825,0.00000000
-4.69134567,3.23393599,0.00340389,0.24148180,0.38885447,0.44830842,0.79360606,1.92100763,0.98382524,0.00000000
-4.68534267,3.28336782,0.00336966,0.25156941,0.39097364,0.45329480,0.80217217,1.95330797,0.99200941,0.00000000
-4.67933967,3.32940584,0.00332620,0.26113776,0.39284737,0.45831038,0.80822161,1.98376221,0.99932157,0.00000000
-4.67333667,3.37126712,0.00327240,0.27009653,0.39443050,0.46326345,0.81163604,2.01179533,1.00562939,0.00000000
-4.66733367,3.40819936,0.00320754,0.27836906,0.39568243,0.46805147,0.81235480,2.03684429,1.01079889,0.00000000
-4.66133067,3.43949691,0.00313135,0.28589336,0.39656665,0.47256362,0.81037602,2.05837213,1.01469566,0.00000000
-4.65532766,3.46451494,0.00304400,0.29262287,0.39705027,0.47668359,0.80575582,2.07588096,1.01718595,0.00000000
-4.64932466,3.48268150,0.00294610,0.29852685,0.39710339,0.48029247,0.79860609,2.08892335,1.01813777,0.00000000
-4.64332166,3.49350756,0.00283863,0.30359052,0.39669859,0.48327173,0.78909060,2.09711203,1.01742222,0.00000000
