energy_ev,total_up,In_p_up,In_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-6.00000000,2.40666551,0.04490672,0.00786911,1.60107601,0.69483716,0.00314463,0.93433120
-5.99399700,2.32994297,0.04348854,0.00766203,1.55585885,0.67438367,0.00287491,0.87988554
-5.98799400,2.25619450,0.04230360,0.00745920,1.51272944,0.65493038,0.00261475,0.82706042
-5.98199100,2.18585763,0.04134915,0.00726270,1.47201233,0.63657329,0.00236775,0.77621757
-5.97598799,2.11925205,0.04062116,0.00707439,1.43396067,0.61937566,0.00213707,0.72765884
-5.96998499,2.05660427,0.04011569,0.00689591,1.39877229,0.60337673,0.00192547,0.68163066
-5.96398199,1.99807571,0.03983016,0.00672876,1.36660804,0.58860118,0.00173530,0.63832990
-5.95797899,1.94379210,0.03976448,0.00657435,1.33761081,0.57506891,0.00156851,0.59791045
-5.95197599,1.89387233,0.03992203,0.00643408,1.31192412,0.56280438,0.00142670,0.56049030
-5.94597299,1.84845474,0.04031037,0.00630939,1.28970869,0.55184496,0.00131111,0.52615844
-5.93996998,1.80771911,0.04094165,0.00620181,1.27115585,0.54224778,0.00122270,0.49498128
-5.93396698,1.77190270,0.04183270,0.00611298,1.25649666,0.53409450,0.00116219,0.46700808
-5.92796398,1.74130923,0.04300475,0.00604466,1.24600586,0.52749373,0.00113004,0.44227529
-5.92196098,1.71630987,0.04448282,0.00599872,1.24000006,0.52258084,0.00112654,0.42080927
-5.91595798,1.69733598,0.04629470,0.00597712,1.23883003,0.51951504,0.00115179,0.40262764
-5.90995498,1.68486383,0.04846971,0.00598178,1.24286720,0.51847384,0.00120572,0.38773885
-5.90395198,1.67939180,0.05103716,0.00601461,1.25248492,0.51964513,0.00128811,0.37614044
-5.89794897,1.68141143,0.05402455,0.00607728,1.26803531,0.52321722,0.00139855,0.36781593
-5.89194597,1.69137375,0.05745574,0.00617121,1.28982306,0.52936736,0.00153645,0.36273068
-5.88594297,1.70965288,0.06134908,0.00629741,1.31807751,0.53824938,0.00170101,0.36082717
-5.87993997,1.73650897,0.06571556,0.00645633,1.35292467,0.54998113,0.00189120,0.36202008
-5.87393697,1.77205290,0.07055720,0.00664782,1.39436103,0.56463237,0.00210574,0.36619145
-5.86793397,1.81621478,0.07586566,0.00687097,1.44223074,0.58221399,0.00234306,0.37318668
-5.86193097,1.86871846,0.08162121,0.00712410,1.49620785,0.60266905,0.00260133,0.38281141
-5.85592796,1.92906388,0.08779210,0.00740466,1.55578494,0.62586633,0.00287840,0.39482997
-5.84992496,1.99651859,0.09433445,0.00770926,1.62026921,0.65159686,0.00317186,0.40896539
-5.84392196,2.07011933,0.10119260,0.00803370,1.68878669,0.67957364,0.00347900,0.42490135
-5.83791896,2.14868421,0.10829993,0.00837301,1.76029482,0.70943477,0.00379689,0.44228600
-5.83191596,2.23083507,0.11558021,0.00872158,1.83360319,0.74074993,0.00412239,0.46073763
-5.82591296,2.31502935,0.12294931,0.00907326,1.90740163,0.77302990,0.00445218,0.47985202
-5.81990995,2.39960015,0.13031727,0.00942155,1.98029468,0.80573878,0.00478286,0.49921116
-5.81390695,2.48280253,0.13759060,0.00975978,2.05084081,0.83830837,0.00511098,0.51839293
