energy_ev,total_up,P_s_up,P_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,1.57570710,0.01385794,0.14211577,0.45774025,0.84629284,0.54993926,0.00000000
-5.99399700,1.57660042,0.01414486,0.13923605,0.45160856,0.84753696,0.55549914,0.00000000
-5.98799400,1.57754728,0.01439043,0.13645466,0.44651725,0.84839169,0.56132174,0.00000000
-5.98199100,1.57849307,0.01459064,0.13377806,0.44245845,0.84882079,0.56737494,0.00000000
-5.97598799,1.57941709,0.01474210,0.13122342,0.43942354,0.84880615,0.57363460,0.00000000
-5.96998499,1.58033313,0.01484210,0.12881785,0.43740300,0.84834816,0.58008529,0.00000000
-5.96398199,1.58128863,0.01488870,0.12659731,0.43638610,0.84746543,0.58672055,0.00000000
-5.95797899,1.58236252,0.01488080,0.12460513,0.43636052,0.84619416,0.59354288,0.00000000
-5.95197599,1.58366217,0.01481810,0.12289035,0.43731217,0.84458696,0.60056327,0.00000000
-5.94597299,1.58531943,0.01470119,0.12150588,0.43922500,0.84271164,0.60780046,0.00000000
-5.93996998,1.58748621,0.01453150,0.12050655,0.44208101,0.84064966,0.61527992,0.00000000
-5.93396698,1.59032967,0.01431127,0.11994714,0.44586029,0.83849467,0.62303251,0.00000000
-5.92796398,1.59402720,0.01404351,0.11988037,0.45054120,0.83635087,0.63109294,0.00000000
-5.92196098,1.59876122,0.01373196,0.12035510,0.45610045,0.83433139,0.63949805,0.00000000
-5.91595798,1.60471391,0.01338097,0.12141450,0.46251319,0.83255657,0.64828482,0.00000000
-5.90995498,1.61206198,0.01299543,0.12309448,0.46975279,0.83115208,0.65748830,0.00000000
-5.90395198,1.62097121,0.01258065,0.12542223,0.47779043,0.83024684,0.66713941,0.00000000
-5.89794897,1.63159112,0.01214226,0.12841508,0.48659444,0.82997063,0.67726263,0.00000000
-5.89194597,1.64404946,0.01168607,0.13207944,0.49612919,0.83045146,0.68787373,0.00000000
-5.88594297,1.65844679,0.01121796,0.13641012,0.50635380,0.83181244,0.69897750,0.00000000
-5.87993997,1.67485115,0.01074376,0.14138985,0.51722054,0.83416842,0.71056566,0.00000000
-5.87393697,1.69329291,0.01026910,0.14698912,0.52867315,0.83762225,0.72261494,0.00000000
-5.86793397,1.71376007,0.00979934,0.15316622,0.54064513,0.84226084,0.73508560,0.00000000
-5.86193097,1.73619420,0.00933942,0.15986771,0.55305824,0.84815114,0.74792027,0.00000000
-5.85592796,1.76048712,0.00889381,0.16702908,0.56582135,0.85533616,0.76104338,0.00000000
-5.84992496,1.78647884,0.00846641,0.17457575,0.57882979,0.86383125,0.77436119,0.00000000
-5.84392196,1.81395668,0.00806051,0.18242440,0.59196538,0.87362094,0.78776252,0.00000000
-5.83791896,1.84265609,0.00767874,0.19048445,0.60509727,0.88465632,0.80112015,0.00000000
-5.83191596,1.87226304,0.00732303,0.19865994,0.61808356,0.89685340,0.81429298,0.00000000
-5.82591296,1.90241821,0.00699469,0.20685141,0.63077385,0.91009248,0.82712878,0.00000000
-5.81990995,1.93272299,0.00669432,0.21495809,0.64301253,0.92421862,0.83946768,0.00000000
-5.81390695,1.96274702,0.00642195,0.22288002,0.65464274,0.93904346,0.85114596,0.00000000
-5.80790395,1.99203726,0.00617705,0.23052027,0.66551087,0.95434814,0.86200033,0.00000000
-5.80190095,2.02012820,0.00595857,0.23778700,0.67547124,0.96988752,0.87187225,0.00000000
-5.79589795,2.04655278,0.00576508,0.24459540,0.68439085,0.98539539,0.88061223,0.00000000
-5.78989495,2.07085375,0.00559481,0.25086936,0.69215387,1.00059060,0.88808396,0.00000000
-5.78389195,2.09259481,0.00544577,0.25654290,0.69866548,1.01518383,0.89416792,0.00000000
-5.77788894,2.11137122,0.00531580,0.26156114,0.70385511,1.02888474,0.89876436,0.00000000
-5.77188594,2.12681935,0.00520266,0.26588101,0.70767858,1.04140924,0.90179564,0.00000000
-5.76588294,2.13862477,0.00510413,0.26947141,0.71011919,1.05248650,0.90320760,0.00000000
-5.75987994,2.14652856,0.00501804,0.27231308,0.71118763,1.06186555,0.90297008,0.00000000
-5.75387694,2.15033166,0.00494232,0.27439805,0.71092077,1.06932101,0.90107650,0.00000000
-5.74787394,2.14989711,0.00487508,0.27572873,0.70937930,1.07465795,0.89754260,0.00000000
-5.74187094,2.14515009,0.00481455,0.27631682,0.70664456,1.07771554,0.89240446,0.00000000
