energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.83791896,1.73229294,0.01231234,0.00000000,0.03125245,0.16823659,0.93753321,0.55606558,0.01358019,0.78824718
-5.83191596,1.67644939,0.01187310,0.00000000,0.03040907,0.16233694,0.91616241,0.53592375,0.01293916,0.76426978
-5.82591296,1.61634234,0.01141587,0.00000000,0.02942018,0.15613127,0.89177862,0.51483755,0.01229786,0.73803875
-5.81990995,1.55285736,0.01094816,0.00000000,0.02830469,0.14970414,0.86488281,0.49304599,0.01166561,0.70999765
-5.81390695,1.48693824,0.01047754,0.00000000,0.02708411,0.14314336,0.83600945,0.47080597,0.01105105,0.68061611
-5.80790395,1.41955841,0.01001140,0.00000000,0.02578188,0.13653712,0.80570774,0.44838530,0.01046190,0.65037528
-5.80190095,1.35169241,0.00955677,0.00000000,0.02442284,0.12997122,0.77452308,0.42605554,0.00990474,0.61975359
-5.79589795,1.28428856,0.00912007,0.00000000,0.02303256,0.12352648,0.74297978,0.40408492,0.00938486,0.58921330
-5.78989495,1.21824396,0.00870703,0.00000000,0.02163672,0.11727654,0.71156530,0.38273160,0.00890619,0.55918831
-5.78389195,1.15438258,0.00832251,0.00000000,0.02026051,0.11128599,0.68071712,0.36223753,0.00847118,0.53007370
-5.77788894,1.09343714,0.00797046,0.00000000,0.01892811,0.10560897,0.65081218,0.34282316,0.00808090,0.50221721
-5.77188594,1.03603530,0.00765380,0.00000000,0.01766209,0.10028830,0.62215970,0.32468309,0.00773501,0.47591300
-5.76588294,0.98269035,0.00737450,0.00000000,0.01648305,0.09535495,0.59499704,0.30798290,0.00743195,0.45139759
-5.75987994,0.93379645,0.00713351,0.00000000,0.01540915,0.09082820,0.56948895,0.29285707,0.00716904,0.42884809
-5.75387694,0.88962823,0.00693085,0.00000000,0.01445580,0.08671602,0.54572981,0.27940820,0.00694267,0.40838258
-5.74787394,0.85034440,0.00676568,0.00000000,0.01363546,0.08301596,0.52374847,0.26770724,0.00674851,0.39006229
-5.74187094,0.81599479,0.00663641,0.00000000,0.01295737,0.07971630,0.50351555,0.25779489,0.00658174,0.37389547
-5.73586793,0.78653033,0.00654074,0.00000000,0.01242749,0.07679746,0.48495228,0.24968383,0.00643721,0.35984254
-5.72986493,0.76181513,0.00647584,0.00000000,0.01204841,0.07423352,0.46794063,0.24336186,0.00630974,0.34782210
-5.72386193,0.74164013,0.00643841,0.00000000,0.01181940,0.07199382,0.45233397,0.23879553,0.00619423,0.33771761
-5.71785893,0.72573758,0.00642482,0.00000000,0.01173645,0.07004457,0.43796776,0.23593429,0.00608587,0.32938433
-5.71185593,0.71379573,0.00643122,0.00000000,0.01179241,0.06835036,0.42466977,0.23471499,0.00598027,0.32265615
-5.70585293,0.70547327,0.00645356,0.00000000,0.01197720,0.06687556,0.41226937,0.23506642,0.00587360,0.31735229
-5.69984992,0.70041309,0.00648779,0.00000000,0.01227804,0.06558553,0.40060559,0.23691389,0.00576262,0.31328344
-5.69384692,0.69825506,0.00652982,0.00000000,0.01267975,0.06444768,0.38953376,0.24018369,0.00564477,0.31025746
-5.68784392,0.69864755,0.00657565,0.00000000,0.01316516,0.06343222,0.37893041,0.24480722,0.00551815,0.30808440
-5.68184092,0.70125759,0.00662142,0.00000000,0.01371545,0.06251282,0.36869678,0.25072484,0.00538153,0.30658086
-5.67583792,0.70577962,0.00666344,0.00000000,0.01431065,0.06166701,0.35876052,0.25788913,0.00523429,0.30557384
-5.66983492,0.71194279,0.00669825,0.00000000,0.01493012,0.06087642,0.34907624,0.26626755,0.00507638,0.30490388
-5.66383192,0.71951667,0.00672265,0.00000000,0.01555307,0.06012683,0.33962457,0.27584446,0.00490825,0.30442782
-5.65782891,0.72831555,0.00673378,0.00000000,0.01615910,0.05940815,0.33041046,0.28662218,0.00473075,0.30402101
-5.65182591,0.73820113,0.00672913,0.00000000,0.01672877,0.05871421,0.32146051,0.29862117,0.00454506,0.30357912
-5.64582291,0.74908365,0.00670659,0.00000000,0.01724405,0.05804258,0.31281990,0.31187916,0.00435264,0.30301956
-5.63981991,0.76092138,0.00666450,0.00000000,0.01768892,0.05739420,0.30454886,0.32644912,0.00415511,0.30228252
-5.63381691,0.77371838,0.00660169,0.00000000,0.01804973,0.05677305,0.29671907,0.34239609,0.00395422,0.30133159
-5.62781391,0.78752061,0.00651752,0.00000000,0.01831566,0.05618573,0.28941001,0.35979286,0.00375177,0.30015390
-5.62181091,0.80241021,0.00641190,0.00000000,0.01847896,0.05564101,0.28270541,0.37871448,0.00354960,0.29875989
-5.61580790,0.81849826,0.00628532,0.00000000,0.01853523,0.05514937,0.27668985,0.39923187,0.00334953,0.29718243
-5.60980490,0.83591589,0.00613883,0.00000000,0.01848349,0.05472248,0.27144564,0.42140459,0.00315336,0.29547548
-5.60380190,0.85480421,0.00597406,0.00000000,0.01832618,0.05437270,0.26704989,0.44527319,0.00296285,0.29371211
-5.59779890,0.87530330,0.00579321,0.00000000,0.01806908,0.05411251,0.26357193,0.47085133,0.00277970,0.29198205
-5.59179590,0.89754065,0.00559895,0.00000000,0.01772110,0.05395399,0.26107099,0.49811817,0.00260559,0.29038862
-5.58579290,0.92161967,0.00539443,0.00000000,0.01729391,0.05390825,0.25959417,0.52701151,0.00244216,0.28904529
-5.57978989,0.94760877,0.00518319,0.00000000,0.01680161,0.05398495,0.25917480,0.55742194,0.00229099,0.28807178
-5.57378689,0.97553152,0.00496904,0.00000000,0.01626021,0.05419177,0.25983109,0.58918873,0.00215364,0.28759002
-5.56778389,1.00535864,0.00475603,0.00000000,0.01568711,0.05453403,0.26156519,0.62209751,0.00203165,0.28771995
-5.56178089,1.03700215,0.00454828,0.00000000,0.01510053,0.05501435,0.26436266,0.65588038,0.00192650,0.28857535
-5.55577789,1.07031218,0.00434995,0.00000000,0.01451891,0.05563236,0.26819231,0.69021836,0.00183960,0.29025994
-5.54977489,1.10507666,0.00416505,0.00000000,0.01396036,0.05638458,0.27300655,0.72474653,0.00177234,0.29286366
-5.54377189,1.14102396,0.00399741,0.00000000,0.01344208,0.05726440,0.27874201,0.75906154,0.00172597,0.29645950
-5.53776888,1.17782854,0.00385054,0.00000000,0.01297985,0.05826214,0.28532073,0.79273144,0.00170166,0.30110079
-5.53176588,1.21511915,0.00372757,0.00000000,0.01258756,0.05936523,0.29265152,0.82530747,0.00170041,0.30681912
-5.52576288,1.25248933,0.00363113,0.00000000,0.01227684,0.06055853,0.30063177,0.85633721,0.00172306,0.31362282
-5.51975988,1.28950959,0.00356333,0.00000000,0.01205674,0.06182466,0.30914932,0.88537858,0.00177020,0.32149611
-5.51375688,1.32574061,0.00352570,0.00000000,0.01193348,0.06314446,0.31808457,0.91201411,0.00184221,0.33039883
-5.50775388,1.36074680,0.00351912,0.00000000,0.01191036,0.06449742,0.32731258,0.93586467,0.00193916,0.34026674
-5.50175088,1.39410945,0.00354383,0.00000000,0.01198768,0.06586219,0.33670512,0.95660203,0.00206082,0.35101239
-5.49574787,1.42543890,0.00359944,0.00000000,0.01216279,0.06721703,0.34613269,0.97395978,0.00220659,0.36252638
-5.48974487,1.45438514,0.00368487,0.00000000,0.01243023,0.06854031,0.35546630,0.98774191,0.00237553,0.37467917
-5.48374187,1.48064641,0.00379844,0.00000000,0.01278192,0.06981087,0.36457915,0.99782884,0.00256633,0.38732317
-5.47773887,1.50397558,0.00393789,0.00000000,0.01320743,0.07100845,0.37334812,1.00418056,0.00277728,0.40029528
-5.47173587,1.52418418,0.00410039,0.00000000,0.01369435,0.07211401,0.38165507,1.00683691,0.00300630,0.41341978
-5.46573287,1.54114414,0.00428266,0.00000000,0.01422863,0.07311004,0.38938816,1.00591505,0.00325097,0.42651143
-5.45972986,1.55478763,0.00448099,0.00000000,0.01479502,0.07398084,0.39644300,1.00160429,0.00350852,0.43937911
-5.45372686,1.56510505,0.00469138,0.00000000,0.01537753,0.07471280,0.40272399,0.99415888,0.00377591,0.45182955
-5.44772386,1.57214190,0.00490958,0.00000000,0.01595986,0.07529464,0.40814564,0.98388887,0.00404988,0.46367149
-5.44172086,1.57599479,0.00513123,0.00000000,0.01652588,0.07571770,0.41263412,0.97114996,0.00432698,0.47472008
-5.43571786,1.57680716,0.00535198,0.00000000,0.01706004,0.07597624,0.41612909,0.95633253,0.00460369,0.48480144
-5.42971486,1.57476508,0.00556757,0.00000000,0.01754781,0.07606774,0.41858561,0.93985058,0.00487648,0.49375733
-5.42371186,1.57009346,0.00577397,0.00000000,0.01797608,0.07599326,0.41997639,0.92213099,0.00514192,0.50144995
-5.41770885,1.56305285,0.00596750,0.00000000,0.01833342,0.07575775,0.42029413,0.90360353,0.00539675,0.50776649
-5.41170585,1.55393712,0.00614495,0.00000000,0.01861041,0.07537045,0.41955393,0.88469182,0.00563802,0.51262353
-5.40570285,1.54307164,0.00630365,0.00000000,0.01879986,0.07484518,0.41779571,0.86580561,0.00586313,0.51597101
-5.39969985,1.53081224,0.00644162,0.00000000,0.01889692,0.07420062,0.41508643,0.84733430,0.00607000,0.51779562
-5.39369685,1.51754440,0.00655759,0.00000000,0.01889917,0.07346056,0.41152198,0.82964185,0.00625709,0.51812344
-5.38769385,1.50368252,0.00665109,0.00000000,0.01880666,0.07265394,0.40722865,0.81306289,0.00642350,0.51702175
-5.38169085,1.48966892,0.00672251,0.00000000,0.01862185,0.07181490,0.40236396,0.79789993,0.00656904,0.51459982
-5.37568784,1.47597221,0.00677306,0.00000000,0.01834948,0.07098258,0.39711677,0.78442154,0.00669427,0.51100856
-5.36968484,1.46308475,0.00680482,0.00000000,0.01799643,0.07020084,0.39170656,0.77286127,0.00680050,0.50643907
-5.36368184,1.45151903,0.00682064,0.00000000,0.01757150,0.06951772,0.38638183,0.76341709,0.00688983,0.50111999
-5.35767884,1.44180256,0.00682415,0.00000000,0.01708518,0.06898481,0.38141754,0.75625124,0.00696511,0.49531372
-5.35167584,1.43447162,0.00681962,0.00000000,0.01654934,0.06865648,0.37711163,0.75149040,0.00702989,0.48931153
-5.34567284,1.43006337,0.00681187,0.00000000,0.01597693,0.06858881,0.37378064,0.74922602,0.00708836,0.48342770
-5.33966983,1.42910695,0.00680613,0.00000000,0.01538169,0.06883864,0.37175451,0.74951475,0.00714525,0.47799287
-5.33366683,1.43211335,0.00680795,0.00000000,0.01477777,0.06946226,0.37137064,0.75237910,0.00720572,0.47334662
-5.32766383,1.43956450,0.00682295,0.00000000,0.01417944,0.07051427,0.37296732,0.75780818,0.00727522,0.46982963
-5.32166083,1.45190186,0.00685672,0.00000000,0.01360075,0.07204623,0.37687668,0.76575865,0.00735934,0.46777549
-5.31565783,1.46951477,0.00691466,0.00000000,0.01305518,0.07410542,0.38341726,0.77615591,0.00746360,0.46750244
-5.30965483,1.49272890,0.00700174,0.00000000,0.01255535,0.07673356,0.39288643,0.78889551,0.00759332,0.46930519
-5.30365183,1.52179513,0.00712241,0.00000000,0.01211276,0.07996563,0.40555264,0.80384485,0.00775340,0.47344696
-5.29764882,1.55687916,0.00728039,0.00000000,0.01173743,0.08382877,0.42164787,0.82084511,0.00794813,0.48015206
-5.29164582,1.59805205,0.00747857,0.00000000,0.01143775,0.08834122,0.44136025,0.83971344,0.00818099,0.48959908
-5.28564282,1.64528212,0.00771883,0.00000000,0.01122019,0.09351153,0.46482710,0.86024531,0.00845450,0.50191480
-5.27963982,1.69842822,0.00800199,0.00000000,0.01108917,0.09933771,0.49212852,0.88221698,0.00877004,0.51716909
-5.27363682,1.75723487,0.00832769,0.00000000,0.01104689,0.10580672,0.52328172,0.90538807,0.00912770,0.53537091
-5.26763382,1.82132928,0.00869435,0.00000000,0.01109326,0.11289406,0.55823621,0.92950408,0.00952622,0.55646541
-5.26163082,1.89022060,0.00909915,0.00000000,0.01122585,0.12056351,0.59687021,0.95429895,0.00996288,0.58033242
-5.25562781,1.96330171,0.00953802,0.00000000,0.01143993,0.12876713,0.63898817,0.97949756,0.01043348,0.60678637
-5.24962481,2.03985356,0.01000572,0.00000000,0.01172854,0.13744547,0.68431986,1.00481822,0.01093239,0.63557759
-5.24362181,2.11905247,0.01049589,0.00000000,0.01208263,0.14652800,0.73252108,1.02997521,0.01145259,0.66639536
-5.23761881,2.19998052,0.01100117,0.00000000,0.01249132,0.15593383,0.78317609,1.05468145,0.01198582,0.69887236
-5.23161581,2.28163895,0.01151339,0.00000000,0.01294215,0.16557259,0.83580203,1.07865133,0.01252277,0.73259081
-5.22561281,2.36296487,0.01202369,0.00000000,0.01342140,0.17534571,0.88985511,1.10160385,0.01305326,0.76709019
-5.21960980,2.44285086,0.01252282,0.00000000,0.01391454,0.18514790,0.94473895,1.12326618,0.01356660,0.80187624
-5.21360680,2.52016745,0.01300132,0.00000000,0.01440663,0.19486887,0.99981462,1.14337758,0.01405181,0.83643144
-5.20760380,2.59378791,0.01344981,0.00000000,0.01488276,0.20439529,1.05441254,1.16169384,0.01449803,0.87022640
-5.20160080,2.66261482,0.01385927,0.00000000,0.01532857,0.21361306,1.10784579,1.17799200,0.01489484,0.90273216
-5.19559780,2.72560777,0.01422128,0.00000000,0.01573066,0.22240961,1.15942476,1.19207554,0.01523267,0.93343294
-5.18959480,2.78181126,0.01452835,0.00000000,0.01607708,0.23067640,1.20847252,1.20377956,0.01550306,0.96183908
-5.18359180,2.83038191,0.01477413,0.00000000,0.01635769,0.23831150,1.25434078,1.21297599,0.01569910,0.98749972
-5.17758879,2.87061386,0.01495365,0.00000000,0.01656451,0.24522209,1.29642573,1.21957843,0.01581563,1.01001485
-5.17158579,2.90196156,0.01506351,0.00000000,0.01669198,0.25132697,1.33418347,1.22354642,0.01584948,1.02904642
-5.16558279,2.92405877,0.01510205,0.00000000,0.01673710,0.25655880,1.36714444,1.22488878,0.01579971,1.04432797
-5.15957979,2.93673307,0.01506938,0.00000000,0.01669955,0.26086626,1.39492640,1.22366577,0.01566763,1.05567266
-5.15357679,2.94001499,0.01496751,0.00000000,0.01658163,0.26421573,1.41724552,1.21998986,0.01545686,1.06297924
-5.14757379,2.93414147,0.01480025,0.00000000,0.01638816,0.26659274,1.43392521,1.21402487,0.01517326,1.06623585
-5.14157079,2.91955310,0.01457318,0.00000000,0.01612621,0.26800287,1.44490232,1.20598339,0.01482482,1.06552139
-5.13556778,2.89688516,0.01429350,0.00000000,0.01580489,0.26847223,1.45023039,1.19612249,0.01442141,1.06100450
-5.12956478,2.86695274,0.01396983,0.00000000,0.01543489,0.26804736,1.45007990,1.18473768,0.01397452,1.05293999
-5.12356178,2.83073008,0.01361197,0.00000000,0.01502811,0.26679461,1.44473516,1.17215537,0.01349697,1.04166293
-5.11755878,2.78932490,0.01323065,0.00000000,0.01459724,0.26479883,1.43458809,1.15872403,0.01300246,1.02758037
-5.11155578,2.74394852,0.01283720,0.00000000,0.01415524,0.26216162,1.42012869,1.14480438,0.01250524,1.01116097
-5.10555278,2.69588248,0.01244322,0.00000000,0.01371495,0.25899894,1.40193253,1.13075882,0.01201963,0.99292277
-5.09954977,2.64644287,0.01206026,0.00000000,0.01328866,0.25543814,1.38064532,1.11694081,0.01155964,0.97341930
-5.09354677,2.59694339,0.01169945,0.00000000,0.01288775,0.25161462,1.35696509,1.10368420,0.01113855,0.95322452
-5.08754377,2.54865816,0.01137124,0.00000000,0.01252240,0.24766797,1.33162221,1.09129331,0.01076853,0.93291678
-5.08154077,2.50278548,0.01108502,0.00000000,0.01220135,0.24373791,1.30535796,1.08003380,0.01046029,0.91306236
-5.07553777,2.46041358,0.01084890,0.00000000,0.01193176,0.23995995,1.27890203,1.07012486,0.01022279,0.89419896
-5.06953477,2.42248930,0.01066944,0.00000000,0.01171912,0.23646096,1.25294985,1.06173292,0.01006299,0.87681960
-5.06353177,2.38979073,0.01055150,0.00000000,0.01156728,0.23335494,1.22814037,1.05496712,0.00998565,0.86135747
-5.05752876,2.36290449,0.01049803,0.00000000,0.01147850,0.23073888,1.20503514,1.04987654,0.00999324,0.84817215
-5.05152576,2.34220853,0.01051004,0.00000000,0.01145358,0.22868911,1.18409944,1.04644941,0.01008585,0.83753780
-5.04552276,2.32786083,0.01058654,0.00000000,0.01149202,0.22725814,1.16568628,1.04461417,0.01026122,0.82963360
-5.03951976,2.31979467,0.01072453,0.00000000,0.01159221,0.22647229,1.15002399,1.04424233,0.01051479,0.82453708
-5.03351676,2.31772034,0.01091915,0.00000000,0.01175165,0.22633008,1.13720809,1.04515293,0.01083986,0.82222054
-5.02751376,2.32113385,0.01116375,0.00000000,0.01196712,0.22680164,1.12719777,1.04711846,0.01122772,0.82255087
-5.02151076,2.32933202,0.01145011,0.00000000,0.01223489,0.22782908,1.11981750,1.04987200,0.01166797,0.82529292
-5.01550775,2.34143391,0.01176866,0.00000000,0.01255087,0.22932801,1.11476377,1.05311521,0.01214875,0.83011647
-5.00950475,2.35640798,0.01210876,0.00000000,0.01291070,0.23119000,1.11161678,1.05652708,0.01265709,0.83660665
-5.00350175,2.37310408,0.01245903,0.00000000,0.01330985,0.23328612,1.10985693,1.05977295,0.01317925,0.84427755
-4.99749875,2.39028945,0.01280768,0.00000000,0.01374368,0.23547129,1.10888535,1.06251369,0.01370112,0.85258857
-4.99149575,2.40668749,0.01314284,0.00000000,0.01420737,0.23758935,1.10804770,1.06441473,0.01420861,0.86096304
-4.98549275,2.42101816,0.01345296,0.00000000,0.01469596,0.23947870,1.10666034,1.06515467,0.01468804,0.86880836
-4.97948974,2.43203844,0.01372714,0.00000000,0.01520425,0.24097814,1.10403774,1.06443329,0.01512650,0.87553684
-4.97348674,2.43858173,0.01395545,0.00000000,0.01572676,0.24193283,1.09951982,1.06197889,0.01551223,0.88058658
-4.96748374,2.43959452,0.01412925,0.00000000,0.01625766,0.24220002,1.09249826,1.05755461,0.01583495,0.88344140
-4.96148074,2.43416939,0.01424147,0.00000000,0.01679070,0.24165423,1.08244037,1.05096388,0.01608613,0.88364906
-4.95547774,2.42157286,0.01428674,0.00000000,0.01731922,0.24019190,1.06890969,1.04205473,0.01625922,0.88083711
-4.94947474,2.40126746,0.01426163,0.00000000,0.01783616,0.23773500,1.05158238,1.03072306,0.01634979,0.87472558
-4.94347174,2.37292711,0.01416469,0.00000000,0.01833410,0.23423377,1.03025875,1.01691472,0.01635568,0.86513620
-4.93746873,2.33644551,0.01399643,0.00000000,0.01880538,0.22966818,1.00486960,1.00062658,0.01627698,0.85199769
-4.93146573,2.29193736,0.01375936,0.00000000,0.01924223,0.22404835,0.97547716,0.98190647,0.01611600,0.83534713
-4.92546273,2.23973255,0.01345780,0.00000000,0.01963699,0.21741378,0.94227095,0.96085202,0.01587717,0.81532728
-4.91945973,2.18036374,0.01309774,0.00000000,0.01998234,0.20983148,0.90555871,0.93760856,0.01556683,0.79218028
-4.91345673,2.11454802,0.01268662,0.00000000,0.02027151,0.20139327,0.86575329,0.91236608,0.01519303,0.76623796
-4.90745373,2.04316340,0.01223304,0.00000000,0.02049859,0.19221213,0.82335613,0.88535514,0.01476520,0.73790937
-4.90145073,1.96722127,0.01174653,0.00000000,0.02065876,0.18241812,0.77893821,0.85684214,0.01429386,0.70766608
-4.89544772,1.88783578,0.01123715,0.00000000,0.02074852,0.17215384,0.73311961,0.82712364,0.01379029,0.67602603
-4.88944472,1.80619143,0.01071527,0.00000000,0.02076587,0.16156972,0.68654848,0.79652011,0.01326609,0.64353650
-4.88344172,1.72350974,0.01019118,0.00000000,0.02071051,0.15081942,0.63988056,0.76536900,0.01273292,0.61075701
-4.87743872,1.64101643,0.00967484,0.00000000,0.02058386,0.14005538,0.59375974,0.73401744,0.01220206,0.57824275
-4.87143572,1.55990977,0.00917559,0.00000000,0.02038910,0.12942483,0.54880083,0.70281450,0.01168414,0.54652904
-4.86543272,1.48133109,0.00870196,0.00000000,0.02013108,0.11906632,0.50557456,0.67210336,0.01118883,0.51611743
-4.85942971,1.40633826,0.00826138,0.00000000,0.01981622,0.10910677,0.46459561,0.64221345,0.01072459,0.48746372
-4.85342671,1.33588253,0.00786015,0.00000000,0.01945229,0.09965932,0.42631353,0.61345284,0.01029847,0.46096811
-4.84742371,1.27078935,0.00750322,0.00000000,0.01904814,0.09082175,0.39110679,0.58610103,0.00991594,0.43696776
-4.84142071,1.21174334,0.00719421,0.00000000,0.01861340,0.08267559,0.35927968,0.56040244,0.00958083,0.41573166
-4.83541771,1.15927766,0.00693535,0.00000000,0.01815813,0.07528586,0.33106188,0.53656077,0.00929529,0.39745788
-4.82941471,1.11376775,0.00672750,0.00000000,0.01769250,0.06870126,0.30661036,0.51473449,0.00905975,0.38227291
-4.82341171,1.07542945,0.00657023,0.00000000,0.01722639,0.06295493,0.28601318,0.49503358,0.00887309,0.37023309
-4.81740870,1.04432133,0.00646192,0.00000000,0.01676909,0.05806545,0.26929481,0.47751773,0.00873264,0.36132778
-4.81140570,1.02035089,0.00639984,0.00000000,0.01632901,0.05403820,0.25642254,0.46219616,0.00863444,0.35548403
-4.80540270,1.00328451,0.00638033,0.00000000,0.01591338,0.05086680,0.24731352,0.44902895,0.00857338,0.35257249
-4.79939970,0.99276062,0.00639894,0.00000000,0.01552809,0.04853468,0.24184221,0.43793001,0.00854341,0.35241427
-4.79339670,0.98830572,0.00645061,0.00000000,0.01517753,0.04701670,0.23984785,0.42877162,0.00853782,0.35478861
-4.78739370,0.98935274,0.00652980,0.00000000,0.01486451,0.04628072,0.24114173,0.42139031,0.00854947,0.35944086
-4.78139070,0.99526123,0.00663073,0.00000000,0.01459026,0.04628903,0.24551416,0.41559391,0.00857102,0.36609083
-4.77538769,1.00533882,0.00674747,0.00000000,0.01435445,0.04699978,0.25274092,0.41116960,0.00859520,0.37444114
-4.76938469,1.01886330,0.00687418,0.00000000,0.01415527,0.04836823,0.26258924,0.40789252,0.00861504,0.38418535
-4.76338169,1.03510476,0.00700518,0.00000000,0.01398964,0.05034787,0.27482315,0.40553475,0.00862408,0.39501588
-4.75737869,1.05334712,0.00713512,0.00000000,0.01385327,0.05289146,0.28920831,0.40387421,0.00861654,0.40663140
-4.75137569,1.07290851,0.00725912,0.00000000,0.01374098,0.05595191,0.30551624,0.40270317,0.00858747,0.41874367
-4.74537269,1.09315978,0.00737279,0.00000000,0.01364682,0.05948302,0.32352796,0.40183603,0.00853291,0.43108364
-4.73936968,1.11354073,0.00747241,0.00000000,0.01356438,0.06344015,0.34303707,0.40111611,0.00844991,0.44340674
-4.73336668,1.13357353,0.00755491,0.00000000,0.01348695,0.06778069,0.36385216,0.40042108,0.00833660,0.45549734
-4.72736368,1.15287284,0.00761795,0.00000000,0.01340780,0.07246450,0.38579864,0.39966687,0.00819222,0.46717215
-4.72136068,1.17115250,0.00765994,0.00000000,0.01332037,0.07745412,0.40871975,0.39880999,0.00801705,0.47828265
-4.71535768,1.18822837,0.00768002,0.00000000,0.01321846,0.08271489,0.43247694,0.39784799,0.00781238,0.48871645
-4.70935468,1.20401743,0.00767809,0.00000000,0.01309640,0.08821488,0.45694932,0.39681822,0.00758042,0.49839751
-4.70335168,1.21853311,0.00765475,0.00000000,0.01294925,0.09392471,0.48203233,0.39579480,0.00732418,0.50728538
-4.69734867,1.23187700,0.00761128,0.00000000,0.01277285,0.09981714,0.50763555,0.39488410,0.00704737,0.51537327
-4.69134567,1.24422736,0.00754958,0.00000000,0.01256400,0.10586654,0.53367968,0.39421865,0.00675423,0.52268525
-4.68534267,1.25582483,0.00747208,0.00000000,0.01232047,0.11204827,0.56009279,0.39395002,0.00644943,0.52927246
-4.67933967,1.26695583,0.00738172,0.00000000,0.01204104,0.11833784,0.58680594,0.39424075,0.00613789,0.53520866
-4.67333667,1.27793450,0.00728182,0.00000000,0.01172553,0.12471008,0.61374839,0.39525570,0.00582470,0.54058504
-4.66733367,1.28908373,0.00717601,0.00000000,0.01137480,0.13113826,0.64084268,0.39715329,0.00551492,0.54550474
-4.66133067,1.30071613,0.00706813,0.00000000,0.01099062,0.13759320,0.66799968,0.40007681,0.00521351,0.55007703
-4.65532766,1.31311581,0.00696214,0.00000000,0.01057568,0.14404252,0.69511409,0.40414634,0.00492522,0.55441153
-4.64932466,1.32652158,0.00686201,0.00000000,0.01013341,0.15044999,0.72206066,0.40945146,0.00465447,0.55861263
-4.64332166,1.34111238,0.00677162,0.00000000,0.00966792,0.15677508,0.74869127,0.41604519,0.00440530,0.56277427
