energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.63381691,0.40888266,0.00005147,0.00773317,0.09447101,0.06193174,0.05469206,0.22808416,0.00045354,0.16326837
-5.62781391,0.38472236,0.00004060,0.00635006,0.08155873,0.05866333,0.04739225,0.21940893,0.00037760,0.15059267
-5.62181091,0.36383785,0.00003188,0.00518020,0.07020737,0.05543189,0.04107696,0.21301602,0.00031223,0.13860314
-5.61580790,0.34605632,0.00002494,0.00419811,0.06026822,0.05223024,0.03565804,0.20881678,0.00025646,0.12726630
-5.60980490,0.33121418,0.00001947,0.00337982,0.05159950,0.04905692,0.03105022,0.20672065,0.00020931,0.11655447
-5.60380190,0.31915371,0.00001520,0.00270318,0.04406759,0.04591562,0.02717195,0.20663181,0.00016981,0.10644530
-5.59779890,0.30971913,0.00001193,0.00214794,0.03754784,0.04281444,0.02394581,0.20844558,0.00013708,0.09692117
-5.59179590,0.30275232,0.00000949,0.00169587,0.03192515,0.03976510,0.02129898,0.21204483,0.00011027,0.08796851
-5.58579290,0.29808883,0.00000774,0.00133078,0.02709415,0.03678203,0.01916333,0.21729680,0.00008862,0.07957700
-5.57978989,0.29555421,0.00000660,0.00103843,0.02295932,0.03388156,0.01747555,0.22405049,0.00007147,0.07173882
-5.57378689,0.29496141,0.00000599,0.00080648,0.01943480,0.03108104,0.01617710,0.23213512,0.00005826,0.06444797
-5.56778389,0.29610927,0.00000590,0.00062439,0.01644410,0.02839813,0.01521417,0.24135969,0.00004852,0.05769958
-5.56178089,0.29878251,0.00000631,0.00048324,0.01391973,0.02585013,0.01453761,0.25151402,0.00004190,0.05148943
-5.55577789,0.30275331,0.00000726,0.00037564,0.01180273,0.02345353,0.01410281,0.26237128,0.00003816,0.04581360
-5.54977489,0.30778468,0.00000881,0.00029555,0.01004225,0.02122365,0.01386965,0.27369202,0.00003717,0.04066830
-5.54377189,0.31363541,0.00001105,0.00023813,0.00859497,0.01917446,0.01380251,0.28522978,0.00003892,0.03604987
-5.53776888,0.32006660,0.00001411,0.00019962,0.00742473,0.01731859,0.01387024,0.29673801,0.00004352,0.03195499
-5.53176588,0.32684949,0.00001814,0.00017722,0.00650197,0.01566744,0.01404625,0.30797806,0.00005120,0.02838103
-5.52576288,0.33377419,0.00002335,0.00016894,0.00580339,0.01423143,0.01430860,0.31872798,0.00006230,0.02532656
-5.51975988,0.34065900,0.00002998,0.00017354,0.00531152,0.01302040,0.01464009,0.32879170,0.00007731,0.02279195
-5.51375688,0.34735962,0.00003832,0.00019042,0.00501433,0.01204401,0.01502838,0.33800806,0.00009684,0.02078002
-5.50775388,0.35377800,0.00004869,0.00021952,0.00490493,0.01131218,0.01546613,0.34625941,0.00012162,0.01929672
-5.50175088,0.35987003,0.00006147,0.00026131,0.00498119,0.01083557,0.01595098,0.35347897,0.00015252,0.01835170
-5.49574787,0.36565166,0.00007708,0.00031666,0.00524535,0.01062594,0.01648561,0.35965683,0.00019053,0.01795881
-5.48974487,0.37120292,0.00009599,0.00038682,0.00570369,0.01069645,0.01707759,0.36484390,0.00023676,0.01813643
-5.48374187,0.37666948,0.00011870,0.00047336,0.00636603,0.01106184,0.01773915,0.36915358,0.00029240,0.01890747
-5.47773887,0.38226132,0.00014573,0.00057807,0.00724528,0.01173843,0.01848685,0.37276084,0.00035876,0.02029919
-5.47173587,0.38824839,0.00017765,0.00070296,0.00835678,0.01274393,0.01934104,0.37589854,0.00043716,0.02234263
-5.46573287,0.39495316,0.00021500,0.00085014,0.00971767,0.01409705,0.02032518,0.37885107,0.00052899,0.02507168
-5.45972986,0.40274011,0.00025834,0.00102177,0.01134604,0.01581693,0.02146502,0.38194520,0.00063559,0.02852178
-5.45372686,0.41200243,0.00030819,0.00121994,0.01326013,0.01792229,0.02278760,0.38553857,0.00075825,0.03272829
-5.44772386,0.42314627,0.00036502,0.00144661,0.01547726,0.02043045,0.02432011,0.39000607,0.00089813,0.03772444
-5.44172086,0.43657311,0.00042923,0.00170350,0.01801283,0.02335613,0.02608870,0.39572461,0.00105622,0.04353910
-5.43571786,0.45266077,0.00050110,0.00199200,0.02087920,0.02671018,0.02811712,0.40305686,0.00123327,0.05019421
-5.42971486,0.47174406,0.00058082,0.00231301,0.02408460,0.03049821,0.03042542,0.41233459,0.00142972,0.05770223
-5.42371186,0.49409564,0.00066838,0.00266693,0.02763203,0.03471917,0.03302866,0.42384245,0.00164564,0.06606348
-5.41770885,0.51990820,0.00076361,0.00305348,0.03151830,0.03936403,0.03593571,0.43780267,0.00188067,0.07526370
-5.41170585,0.54927868,0.00086615,0.00347167,0.03573320,0.04441464,0.03914817,0.45436175,0.00213397,0.08527185
-5.40570285,0.58219557,0.00097541,0.00391976,0.04025888,0.04984272,0.04265956,0.47357950,0.00240418,0.09603840
-5.39969985,0.61852996,0.00109056,0.00439518,0.04506947,0.05560919,0.04645476,0.49542132,0.00268942,0.10749415
-5.39369685,0.65803100,0.00121056,0.00489457,0.05013111,0.06166393,0.05050978,0.51975406,0.00298724,0.11954981
-5.38769385,0.70032641,0.00133411,0.00541379,0.05540222,0.06794583,0.05479190,0.54634589,0.00329468,0.13209646
-5.38169085,0.74492815,0.00145971,0.00594803,0.06083427,0.07438347,0.05926021,0.57487038,0.00360828,0.14500682
-5.37568784,0.79124354,0.00158568,0.00649191,0.06637286,0.08089617,0.06386657,0.60491483,0.00392416,0.15813758
-5.36968484,0.83859136,0.00171016,0.00703960,0.07195930,0.08739560,0.06855694,0.63599261,0.00423812,0.17133258
-5.36368184,0.88622277,0.00183117,0.00758509,0.07753241,0.09378783,0.07327306,0.66755918,0.00454573,0.18442691
-5.35767884,0.93334612,0.00194667,0.00812233,0.08303071,0.09997579,0.07795449,0.69903121,0.00484244,0.19725170
-5.35167584,0.97915470,0.00205461,0.00864551,0.08839479,0.10586201,0.08254080,0.72980794,0.00512379,0.20963954
-5.34567284,1.02285640,0.00215299,0.00914931,0.09356977,0.11135165,0.08697394,0.75929403,0.00538549,0.22143012
-5.33966983,1.06370378,0.00223990,0.00962916,0.09850773,0.11635553,0.09120058,0.78692273,0.00562363,0.23247603
-5.33366683,1.10102321,0.00231362,0.01008144,0.10317002,0.12079313,0.09517441,0.81217839,0.00583478,0.24264831
-5.32766383,1.13424156,0.00237264,0.01050374,0.10752927,0.12459543,0.09885812,0.83461710,0.00601618,0.25184143
-5.32166083,1.16290917,0.00241575,0.01089498,0.11157092,0.12770731,0.10222510,0.85388454,0.00616583,0.25997746
-5.31565783,1.18671771,0.00244203,0.01125554,0.11529430,0.13008958,0.10526066,0.86973005,0.00628256,0.26700923
-5.30965483,1.20551199,0.00245095,0.01158731,0.11871300,0.13172032,0.10796266,0.88201602,0.00636616,0.27292204
-5.30365183,1.21929490,0.00244233,0.01189367,0.12185456,0.13259564,0.11034159,0.89072237,0.00641732,0.27773407
-5.29764882,1.22822520,0.00241637,0.01217936,0.12475940,0.13272966,0.11242001,0.89594544,0.00643768,0.28149518
-5.29164582,1.23260797,0.00237364,0.01245031,0.12747904,0.13215376,0.11423125,0.89789151,0.00642974,0.28428415
-5.28564282,1.23287818,0.00231508,0.01271343,0.13007360,0.13091521,0.11581763,0.89686520,0.00639677,0.28620458
-5.27963982,1.22957814,0.00224194,0.01297620,0.13260873,0.12907504,0.11722814,0.89325311,0.00634271,0.28737946
-5.27363682,1.22332988,0.00215573,0.01324641,0.13515209,0.12670550,0.11851562,0.88750375,0.00627195,0.28794476
-5.26763382,1.21480383,0.00205819,0.01353167,0.13776949,0.12388703,0.11973380,0.88010460,0.00618922,0.28804243
-5.26163082,1.20468543,0.00195124,0.01383901,0.14052099,0.12070502,0.12093411,0.87155750,0.00609933,0.28781299
-5.25562781,1.19364144,0.00183689,0.01417451,0.14345703,0.11724652,0.12216266,0.86235371,0.00600702,0.28738828
-5.24962481,1.18228756,0.00171720,0.01454285,0.14661493,0.11359694,0.12345737,0.85294979,0.00591670,0.28688476
-5.24362181,1.17115931,0.00159419,0.01494700,0.15001591,0.10983711,0.12484558,0.84374574,0.00583234,0.28639758
-5.23761881,1.16068735,0.00146984,0.01538797,0.15366278,0.10604063,0.12634213,0.83506628,0.00575723,0.28599599
-5.23161581,1.15117881,0.00134597,0.01586460,0.15753851,0.10227177,0.12794825,0.82714643,0.00569389,0.28572015
-5.22561281,1.14280539,0.00122427,0.01637351,0.16160578,0.09858400,0.12965108,0.82012190,0.00564396,0.28557962
-5.21960980,1.13559884,0.00110620,0.01690914,0.16580759,0.09501910,0.13142406,0.81402491,0.00560816,0.28555365
-5.21360680,1.12945398,0.00099302,0.01746388,0.17006886,0.09160696,0.13322820,0.80878533,0.00558623,0.28559319
-5.20760380,1.12413892,0.00088576,0.01802837,0.17429906,0.08836607,0.13501399,0.80423729,0.00557700,0.28562456
-5.20160080,1.11931198,0.00078519,0.01859188,0.17839577,0.08530452,0.13672412,0.80013047,0.00557846,0.28555456
-5.19559780,1.11454416,0.00069187,0.01914274,0.18224895,0.08242152,0.13829667,0.79614568,0.00558785,0.28527675
-5.18959480,1.10934591,0.00060615,0.01966893,0.18574579,0.07970940,0.13966877,0.79191363,0.00560179,0.28467855
-5.18359180,1.10319681,0.00052814,0.02015864,0.18877588,0.07715573,0.14078040,0.78703588,0.00561648,0.28364878
-5.17758879,1.09557635,0.00045781,0.02060089,0.19123641,0.07474569,0.14157830,0.78110690,0.00562785,0.28208523
-5.17158579,1.08599443,0.00039497,0.02098613,0.19303731,0.07246435,0.14201961,0.77373599,0.00563178,0.27990182
-5.16558279,1.07401972,0.00033929,0.02130682,0.19410581,0.07029889,0.14207516,0.76456792,0.00562425,0.27703503
-5.15957979,1.05930470,0.00029035,0.02155790,0.19439042,0.06824048,0.14173226,0.75330146,0.00560155,0.27344922
-5.15357679,1.04160606,0.00024767,0.02173721,0.19386406,0.06628591,0.14099666,0.73970461,0.00556040,0.26914056
-5.14757379,1.02079952,0.00021072,0.02184576,0.19252608,0.06443865,0.13989380,0.72362626,0.00549814,0.26413940
-5.14157079,0.99688853,0.00017893,0.02188788,0.19040321,0.06270957,0.13846907,0.70500349,0.00541279,0.25851092
-5.13556778,0.97000654,0.00015176,0.02187120,0.18754927,0.06111703,0.13678712,0.68386459,0.00530314,0.25235404
-5.12956478,0.94041286,0.00012865,0.02180650,0.18404374,0.05968653,0.13493029,0.66032763,0.00516874,0.24579872
-5.12356178,0.90848260,0.00010909,0.02170739,0.17998916,0.05844982,0.13299605,0.63459494,0.00500999,0.23900160
-5.11755878,0.87469122,0.00009259,0.02158984,0.17550748,0.05744359,0.13109369,0.60694406,0.00482801,0.23214036
-5.11155578,0.83959469,0.00007870,0.02147162,0.17073564,0.05670777,0.12934031,0.57771547,0.00462463,0.22540698
-5.10555278,0.80380626,0.00006703,0.02137156,0.16582034,0.05628352,0.12785631,0.54729820,0.00440228,0.21900018
-5.09954977,0.76797108,0.00005722,0.02130881,0.16091255,0.05621104,0.12676043,0.51611387,0.00416388,0.21311746
-5.09354677,0.73273981,0.00004897,0.02130201,0.15616162,0.05652721,0.12616482,0.48460006,0.00391272,0.20794692
-5.08754377,0.69874258,0.00004201,0.02136844,0.15170961,0.05726333,0.12616999,0.45319385,0.00365233,0.20365941
-5.08154077,0.66656435,0.00003612,0.02152321,0.14768583,0.05844286,0.12686014,0.42231621,0.00338635,0.20040121
-5.07553777,0.63672272,0.00003111,0.02177856,0.14420190,0.06007944,0.12829896,0.39235793,0.00311839,0.19828754
-5.06953477,0.60964914,0.00002683,0.02214313,0.14134757,0.06217520,0.13052604,0.36366762,0.00285194,0.19739726
-5.06353177,0.58567417,0.00002315,0.02262151,0.13918746,0.06471947,0.13355417,0.33654209,0.00259026,0.19776892
-5.05752876,0.56501722,0.00001998,0.02321386,0.13775882,0.06768793,0.13736759,0.31121949,0.00233628,0.19939827
-5.05152576,0.54778130,0.00001723,0.02391569,0.13707043,0.07104237,0.14192133,0.28787519,0.00209259,0.20223755
-5.04552276,0.53395249,0.00001484,0.02471796,0.13710273,0.07473093,0.14714171,0.26662047,0.00186133,0.20619636
-5.03951976,0.52340437,0.00001275,0.02560722,0.13780909,0.07868896,0.15292804,0.24750379,0.00164422,0.21114430
-5.03351676,0.51590692,0.00001092,0.02656609,0.13911831,0.08284053,0.15915539,0.23051447,0.00144256,0.21691518
-5.02751376,0.51113935,0.00000933,0.02757388,0.14093812,0.08710037,0.16567859,0.21558834,0.00125721,0.22331277
-5.02151076,0.50870648,0.00000793,0.02860738,0.14315966,0.09137639,0.17233707,0.20261515,0.00108867,0.23011780
-5.01550775,0.50815776,0.00000672,0.02964184,0.14566275,0.09557265,0.17896061,0.19144716,0.00093709,0.23709609
-5.00950475,0.50900820,0.00000566,0.03065202,0.14832170,0.09959255,0.18537568,0.18190851,0.00080231,0.24400731
-5.00350175,0.51076037,0.00000475,0.03161340,0.15101157,0.10334234,0.19141212,0.17380505,0.00068398,0.25061438
-4.99749875,0.51292663,0.00000396,0.03250334,0.15361452,0.10673462,0.19691007,0.16693413,0.00058155,0.25669276
-4.99149575,0.51505069,0.00000329,0.03330228,0.15602603,0.10969182,0.20172662,0.16109393,0.00049437,0.26203968
-4.98549275,0.51672772,0.00000272,0.03399491,0.15816089,0.11214947,0.20574217,0.15609222,0.00042176,0.26648258
-4.97948974,0.51762234,0.00000224,0.03457115,0.15995856,0.11405910,0.20886605,0.15175403,0.00036303,0.26988673
-4.97348674,0.51748374,0.00000185,0.03502706,0.16138771,0.11539074,0.21104126,0.14792822,0.00031755,0.27216153
-4.96748374,0.51615749,0.00000153,0.03536554,0.16244994,0.11613470,0.21224805,0.14449267,0.00028479,0.27326532
-4.96148074,0.51359360,0.00000128,0.03559677,0.16318220,0.11630286,0.21250625,0.14135808,0.00026439,0.27320842
-4.95547774,0.50985063,0.00000110,0.03573845,0.16365811,0.11592902,0.21187616,0.13847026,0.00025611,0.27205440
-4.94947474,0.50509566,0.00000097,0.03581571,0.16398788,0.11506868,0.21045789,0.13581103,0.00025993,0.26991928
-4.94347174,0.49960018,0.00000092,0.03586078,0.16431684,0.11379784,0.20838933,0.13339763,0.00027601,0.26696889
-4.93746873,0.49373203,0.00000093,0.03591237,0.16482265,0.11221122,0.20584257,0.13128092,0.00030472,0.26341433
-4.93146573,0.48794381,0.00000102,0.03601476,0.16571103,0.11041969,0.20301897,0.12954232,0.00034663,0.25950569
-4.92546273,0.48275796,0.00000119,0.03621665,0.16721038,0.10854705,0.20014305,0.12828982,0.00040247,0.25552419
-4.91945973,0.47874913,0.00000147,0.03656974,0.16956508,0.10672638,0.19745536,0.12765306,0.00047313,0.25177316
-4.91345673,0.47652446,0.00000188,0.03712718,0.17302792,0.10509595,0.19520456,0.12777776,0.00055961,0.24856789
-4.90745373,0.47670227,0.00000245,0.03794181,0.17785157,0.10379486,0.19363899,0.12881982,0.00066298,0.24622496
-4.90145073,0.47989001,0.00000323,0.03906429,0.18427962,0.10295858,0.19299791,0.13093898,0.00078436,0.24505115
-4.89544772,0.48666205,0.00000426,0.04054126,0.19253710,0.10271454,0.19350291,0.13429264,0.00092481,0.24533250
-4.88944472,0.49753819,0.00000560,0.04241342,0.20282111,0.10317786,0.19534958,0.13902970,0.00108529,0.24732377
-4.88344172,0.51296339,0.00000734,0.04471374,0.21529163,0.10444743,0.19869975,0.14528486,0.00126662,0.25123870
-4.87743872,0.53328973,0.00000956,0.04746580,0.23006291,0.10660250,0.20367478,0.15317345,0.00146939,0.25724140
-4.87143572,0.55876092,0.00001238,0.05068238,0.24719581,0.10969978,0.21034982,0.16278699,0.00169389,0.26543919
-4.86543272,0.58950027,0.00001592,0.05436426,0.26669146,0.11377127,0.21874964,0.17418966,0.00194005,0.27587716
-4.85942971,0.62550239,0.00002034,0.05849942,0.28848645,0.11882289,0.22884590,0.18741576,0.00220742,0.28853475
-4.85342671,0.66662918,0.00002580,0.06306260,0.31244994,0.12483395,0.24055625,0.20246827,0.00249508,0.30332436
-4.84742371,0.71261039,0.00003250,0.06801538,0.33838297,0.13175752,0.25374520,0.21931858,0.00280167,0.32009236
-4.84142071,0.76304869,0.00004064,0.07330658,0.36602012,0.13952167,0.26822689,0.23790739,0.00312531,0.33862229
-4.83541771,0.81742954,0.00005046,0.07887330,0.39503359,0.14803163,0.28376975,0.25814671,0.00346368,0.35864039
-4.82941471,0.87513533,0.00006220,0.08464235,0.42503990,0.15717279,0.30010284,0.27992292,0.00381399,0.37982323
-4.82341171,0.93546353,0.00007613,0.09053216,0.45560889,0.16681435,0.31692389,0.30310064,0.00417308,0.40180735
-4.81740870,0.99764822,0.00009252,0.09645505,0.48627499,0.17681373,0.33390859,0.32752741,0.00453743,0.42420041
-4.81140570,1.06088420,0.00011163,0.10231991,0.51655045,0.18702127,0.35072104,0.35303866,0.00490332,0.44659374
-4.80540270,1.12435275,0.00013373,0.10803505,0.54593998,0.19728539,0.36702487,0.37946301,0.00526685,0.46857562
-4.79939970,1.18724799,0.00015906,0.11351121,0.57395639,0.20745767,0.38249459,0.40662736,0.00562414,0.48974485
-4.79339670,1.24880270,0.00018785,0.11866456,0.60013658,0.21739789,0.39682688,0.43436165,0.00597138,0.50972423
-4.78739370,1.30831260,0.00022027,0.12341964,0.62405730,0.22697877,0.40975125,0.46250296,0.00630499,0.52817308
-4.78139070,1.36515776,0.00025646,0.12771200,0.64534984,0.23609002,0.42103967,0.49089877,0.00662172,0.54479864
-4.77538769,1.41882052,0.00029650,0.13149050,0.66371327,0.24464181,0.43051473,0.51940916,0.00691876,0.55936562
-4.76938469,1.46889882,0.00034037,0.13471915,0.67892531,0.25256729,0.43805608,0.54790787,0.00719384,0.57170356
-4.76338169,1.51511459,0.00038799,0.13737839,0.69085057,0.25982413,0.44360472,0.57628235,0.00744532,0.58171171
-4.75737869,1.55731682,0.00043920,0.13946574,0.69944564,0.26639498,0.44716504,0.60443259,0.00767218,0.58936123
-4.75137569,1.59547931,0.00049372,0.14099575,0.70476076,0.27228692,0.44880454,0.63226921,0.00787409,0.59469455
-4.74537269,1.62969328,0.00055119,0.14199944,0.70693801,0.27752980,0.44865115,0.65971080,0.00805141,0.59782209
-4.73936968,1.66015548,0.00061114,0.14252290,0.70620606,0.28217369,0.44688831,0.68668094,0.00820511,0.59891633
-4.73336668,1.68715241,0.00067302,0.14262543,0.70287163,0.28628546,0.44374802,0.71310511,0.00833675,0.59820374
-4.72736368,1.71104169,0.00073620,0.14237721,0.69730812,0.28994479,0.43950218,0.73890791,0.00844842,0.59595470
-4.72136068,1.73223143,0.00080000,0.14185642,0.68994179,0.29323963,0.43445246,0.76401082,0.00854256,0.59247214
-4.71535768,1.75115881,0.00086368,0.14114625,0.68123613,0.29626152,0.42891929,0.78833076,0.00862193,0.58807924
-4.70935468,1.76826877,0.00092647,0.14033164,0.67167505,0.29910078,0.42323025,0.81177961,0.00868945,0.58310673
-4.70335168,1.78399385,0.00098764,0.13949601,0.66174548,0.30184200,0.41770835,0.83426481,0.00874806,0.57788039
-4.69734867,1.79873593,0.00104645,0.13871811,0.65192023,0.30455980,0.41266073,0.85569095,0.00880064,0.57270917
-4.69134567,1.81285046,0.00110224,0.13806911,0.64264157,0.30731521,0.40836794,0.87596226,0.00884982,0.56787442
-4.68534267,1.82663365,0.00115444,0.13760992,0.63430623,0.31015268,0.40507451,0.89498582,0.00889796,0.56362049
-4.67933967,1.84031291,0.00120259,0.13738903,0.62725234,0.31309792,0.40298071,0.91267508,0.00894698,0.56014711
-4.67333667,1.85404048,0.00124635,0.13744075,0.62174860,0.31615649,0.40223613,0.92895354,0.00899833,0.55760370
-4.66733367,1.86789021,0.00128553,0.13778406,0.61798622,0.31931343,0.40293498,0.94375802,0.00905289,0.55608562
-4.66133067,1.88185741,0.00132012,0.13842201,0.61607367,0.32253360,0.40511338,0.95704140,0.00911101,0.55563263
-4.65532766,1.89586124,0.00135022,0.13934166,0.61603438,0.32576298,0.40874862,0.96877435,0.00917239,0.55622929
-4.64932466,1.90974958,0.00137613,0.14051468,0.61780753,0.32893077,0.41376052,0.97894606,0.00923617,0.55780734
-4.64332166,1.92330587,0.00139826,0.14189852,0.62125170,0.33195212,0.42001462,0.98756366,0.00930095,0.56024992
