energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-6.00000000,1.36254073,0.08672297,0.00000000,0.67094687,0.00000000,0.35142163,0.33116960
-5.99399700,1.33394065,0.08787055,0.00000000,0.65365123,0.00000000,0.35569280,0.32090351
-5.98799400,1.30369325,0.08890944,0.00000000,0.63557034,0.00000000,0.35976921,0.31032546
-5.98199100,1.27248516,0.08983928,0.00000000,0.61707785,0.00000000,0.36374097,0.29965452
-5.97598799,1.24098013,0.09065841,0.00000000,0.59853249,0.00000000,0.36770015,0.28910466
-5.96998499,1.20979837,0.09136340,0.00000000,0.58026743,0.00000000,0.37173663,0.27887835
-5.96398199,1.17949936,0.09194883,0.00000000,0.56258141,0.00000000,0.37593422,0.26916110
-5.95797899,1.15056827,0.09240733,0.00000000,0.54573181,0.00000000,0.38036699,0.26011697
-5.95197599,1.12340626,0.09272973,0.00000000,0.52992990,0.00000000,0.38509597,0.25188512
-5.94597299,1.09832452,0.09290543,0.00000000,0.51533802,0.00000000,0.39016630,0.24457727
-5.93996998,1.07554195,0.09292299,0.00000000,0.50206872,0.00000000,0.39560485,0.23827627
-5.93396698,1.05518581,0.09277065,0.00000000,0.49018554,0.00000000,0.40141826,0.23303539
-5.92796398,1.03729530,0.09243708,0.00000000,0.47970532,0.00000000,0.40759163,0.22887850
-5.92196098,1.02182713,0.09191205,0.00000000,0.47060155,0.00000000,0.41408762,0.22580082
-5.91595798,1.00866286,0.09118705,0.00000000,0.46280867,0.00000000,0.42084631,0.22377032
-5.90995498,0.99761743,0.09025591,0.00000000,0.45622695,0.00000000,0.42778544,0.22272953
-5.90395198,0.98844840,0.08911525,0.00000000,0.45072770,0.00000000,0.43480147,0.22259769
-5.89794897,0.98086573,0.08776482,0.00000000,0.44615867,0.00000000,0.44177124,0.22327335
-5.89194597,0.97454171,0.08620772,0.00000000,0.44234950,0.00000000,0.44855425,0.22463718
-5.88594297,0.96912096,0.08445045,0.00000000,0.43911708,0.00000000,0.45499576,0.22655498
-5.87993997,0.96423047,0.08250287,0.00000000,0.43627074,0.00000000,0.46093053,0.22888110
-5.87393697,0.95948957,0.08037797,0.00000000,0.43361734,0.00000000,0.46618724,0.23146195
-5.86793397,0.95451987,0.07809165,0.00000000,0.43096621,0.00000000,0.47059354,0.23413984
-5.86193097,0.94895522,0.07566236,0.00000000,0.42813389,0.00000000,0.47398161,0.23675690
-5.85592796,0.94245161,0.07311072,0.00000000,0.42494879,0.00000000,0.47619414,0.23915927
-5.84992496,0.93469693,0.07045919,0.00000000,0.42125561,0.00000000,0.47709043,0.24120133
-5.84392196,0.92542052,0.06773169,0.00000000,0.41691959,0.00000000,0.47655257,0.24274981
-5.83791896,0.91440221,0.06495327,0.00000000,0.41183041,0.00000000,0.47449124,0.24368798
