energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Zn_p_up,Zn_d_up
-5.84992496,0.16098581,0.00139642,0.07098843,0.00663452,0.00000000,0.03660976,0.02090618
-5.84392196,0.16010592,0.00133679,0.07273794,0.00641992,0.00000000,0.03694154,0.02059797
-5.83791896,0.16134080,0.00130830,0.07522540,0.00638924,0.00000000,0.03783278,0.02055153
-5.83191596,0.16468854,0.00131051,0.07848369,0.00654487,0.00000000,0.03929165,0.02076200
-5.82591296,0.17016304,0.00134354,0.08255620,0.00688886,0.00000000,0.04132836,0.02122693
-5.81990995,0.17779338,0.00140798,0.08749592,0.00742281,0.00000000,0.04395459,0.02194637
-5.81390695,0.18762146,0.00150497,0.09336371,0.00814769,0.00000000,0.04718246,0.02292262
-5.80790395,0.19969808,0.00163618,0.10022582,0.00906363,0.00000000,0.05102325,0.02415985
-5.80190095,0.21407754,0.00180371,0.10815066,0.01016950,0.00000000,0.05548576,0.02566355
-5.79589795,0.23081118,0.00201012,0.11720504,0.01146261,0.00000000,0.06057448,0.02743981
-5.78989495,0.24993997,0.00225832,0.12744984,0.01293828,0.00000000,0.06628765,0.02949453
-5.78389195,0.27148685,0.00255153,0.13893535,0.01458947,0.00000000,0.07261537,0.03183254
-5.77788894,0.29544905,0.00289316,0.15169664,0.01640638,0.00000000,0.07953780,0.03445672
-5.77188594,0.32179098,0.00328682,0.16574893,0.01837620,0.00000000,0.08702368,0.03736727
-5.76588294,0.35043830,0.00373618,0.18108342,0.02048287,0.00000000,0.09502925,0.04056094
-5.75987994,0.38127341,0.00424493,0.19766377,0.02270703,0.00000000,0.10349767,0.04403061
-5.75387694,0.41413300,0.00481678,0.21542346,0.02502604,0.00000000,0.11235911,0.04776499
-5.74787394,0.44880792,0.00545541,0.23426428,0.02741421,0.00000000,0.12153147,0.05174858
-5.74187094,0.48504553,0.00616451,0.25405609,0.02984321,0.00000000,0.13092187,0.05596204
-5.73586793,0.52255475,0.00694777,0.27463805,0.03228259,0.00000000,0.14042884,0.06038265
-5.72986493,0.56101363,0.00780898,0.29582126,0.03470046,0.00000000,0.14994511,0.06498531
-5.72386193,0.60007933,0.00875213,0.31739295,0.03706438,0.00000000,0.15936110,0.06974358
-5.71785893,0.63940006,0.00978146,0.33912195,0.03934228,0.00000000,0.16856865,0.07463105
-5.71185593,0.67862835,0.01090162,0.36076540,0.04150346,0.00000000,0.17746515,0.07962283
-5.70585293,0.71743528,0.01211776,0.38207639,0.04351964,0.00000000,0.18595766,0.08469709
-5.69984992,0.75552452,0.01343564,0.40281209,0.04536594,0.00000000,0.19396680,0.08983651
-5.69384692,0.79264565,0.01486168,0.42274228,0.04702186,0.00000000,0.20143028,0.09502968
-5.68784392,0.82860574,0.01640297,0.44165747,0.04847200,0.00000000,0.20830581,0.10027214
-5.68184092,0.86327846,0.01806726,0.45937652,0.04970674,0.00000000,0.21457312,0.10556711
-5.67583792,0.89660995,0.01986277,0.47575309,0.05072260,0.00000000,0.22023506,0.11092583
-5.66983492,0.92862089,0.02179802,0.49068072,0.05152239,0.00000000,0.22531745,0.11636721
-5.66383192,0.95940440,0.02388148,0.50409609,0.05211513,0.00000000,0.22986796,0.12191713
-5.65782891,0.98911956,0.02612114,0.51598024,0.05251560,0.00000000,0.23395361,0.12760699
-5.65182591,1.01798064,0.02852396,0.52635766,0.05274373,0.00000000,0.23765737,0.13347177
-5.64582291,1.04624241,0.03109532,0.53529325,0.05282368,0.00000000,0.24107367,0.13954762
-5.63981991,1.07418216,0.03383824,0.54288718,0.05278280,0.00000000,0.24430321,0.14586897
-5.63381691,1.10207919,0.03675276,0.54926792,0.05265030,0.00000000,0.24744733,0.15246541
-5.62781391,1.13019290,0.03983513,0.55458385,0.05245599,0.00000000,0.25060209,0.15935841
-5.62181091,1.15874070,0.04307717,0.55899380,0.05222892,0.00000000,0.25385256,0.16655818
-5.61580790,1.18787680,0.04646565,0.56265708,0.05199599,0.00000000,0.25726744,0.17406064
-5.60980490,1.21767354,0.04998186,0.56572361,0.05178083,0.00000000,0.26089455,0.18184494
-5.60380190,1.24810609,0.05360129,0.56832462,0.05160271,0.00000000,0.26475724,0.18987154
-5.59779890,1.27904184,0.05729359,0.57056455,0.05147574,0.00000000,0.26885212,0.19808110
-5.59179590,1.31023526,0.06102279,0.57251466,0.05140834,0.00000000,0.27314810,0.20639424
-5.58579290,1.34132873,0.06474769,0.57420860,0.05140301,0.00000000,0.27758711,0.21471233
-5.57978989,1.37185974,0.06842273,0.57564048,0.05145634,0.00000000,0.28208609,0.22291924
-5.57378689,1.40127424,0.07199897,0.57676525,0.05155943,0.00000000,0.28654062,0.23088416
-5.56778389,1.42894574,0.07542539,0.57750174,0.05169856,0.00000000,0.29082967,0.23846528
-5.56178089,1.45419935,0.07865044,0.57773790,0.05185603,0.00000000,0.29482152,0.24551430
-5.55577789,1.47633975,0.08162371,0.57733820,0.05201134,0.00000000,0.29838027,0.25188156
-5.54977489,1.49468160,0.08429772,0.57615255,0.05214240,0.00000000,0.30137295,0.25742148
-5.54377189,1.50858102,0.08662972,0.57402648,0.05222688,0.00000000,0.30367653,0.26199823
-5.53776888,1.51746657,0.08858343,0.57081165,0.05224352,0.00000000,0.30518469,0.26549123
-5.53176588,1.52086796,0.09013061,0.56637651,0.05217342,0.00000000,0.30581394,0.26780022
-5.52576288,1.51844122,0.09125244,0.56061610,0.05200116,0.00000000,0.30550861,0.26884976
-5.51975988,1.50998884,0.09194052,0.55346062,0.05171573,0.00000000,0.30424475,0.26859275
-5.51375688,1.49547393,0.09219759,0.54488236,0.05131124,0.00000000,0.30203246,0.26701300
-5.50775388,1.47502754,0.09203771,0.53490030,0.05078733,0.00000000,0.29891655,0.26412653
-5.50175088,1.44894886,0.09148611,0.52358244,0.05014930,0.00000000,0.29497569,0.25998165
-5.49574787,1.41769809,0.09057848,0.51104552,0.04940793,0.00000000,0.29031980,0.25465773
-5.48974487,1.38188253,0.08935991,0.49745224,0.04857900,0.00000000,0.28508605,0.24826281
-5.48374187,1.34223628,0.08788340,0.48300601,0.04768253,0.00000000,0.27943343,0.24093005
-5.47773887,1.29959484,0.08620795,0.46794373,0.04674186,0.00000000,0.27353638,0.23281325
-5.47173587,1.25486549,0.08439652,0.45252671,0.04578247,0.00000000,0.26757755,0.22408162
-5.46573287,1.20899512,0.08251368,0.43703044,0.04483073,0.00000000,0.26174029,0.21491408
-5.45972986,1.16293678,0.08062329,0.42173355,0.04391258,0.00000000,0.25620094,0.20549331
-5.45372686,1.11761648,0.07878607,0.40690664,0.04305229,0.00000000,0.25112153,0.19599976
-5.44772386,1.07390179,0.07705745,0.39280146,0.04227119,0.00000000,0.24664305,0.18660597
-5.44172086,1.03257333,0.07548547,0.37964092,0.04158663,0.00000000,0.24287965,0.17747135
-5.43571786,0.99430046,0.07410912,0.36761054,0.04101110,0.00000000,0.23991406,0.16873765
-5.42971486,0.95962192,0.07295698,0.35685142,0.04055161,0.00000000,0.23779434,0.16052528
-5.42371186,0.92893204,0.07204632,0.34745537,0.04020926,0.00000000,0.23653214,0.15293051
-5.41770885,0.90247293,0.07138262,0.33946208,0.03997924,0.00000000,0.23610247,0.14602379
-5.41170585,0.88033266,0.07095962,0.33285854,0.03985092,0.00000000,0.23644501,0.13984895
-5.40570285,0.86244915,0.07075981,0.32758064,0.03980836,0.00000000,0.23746685,0.13442354
-5.39969985,0.84861951,0.07075534,0.32351683,0.03983100,0.00000000,0.23904648,0.12973997
-5.39369685,0.83851398,0.07090938,0.32051357,0.03989455,0.00000000,0.24103886,0.12576757
-5.38769385,0.83169379,0.07117771,0.31838232,0.03997204,0.00000000,0.24328134,0.12245527
-5.38169085,0.82763203,0.07151067,0.31690769,0.04003500,0.00000000,0.24560008,0.11973485
-5.37568784,0.82573646,0.07185522,0.31585643,0.04005468,0.00000000,0.24781675,0.11752456
-5.36968484,0.82537343,0.07215705,0.31498672,0.04000320,0.00000000,0.24975528,0.11573299
-5.36368184,0.82589175,0.07236277,0.31405755,0.03985476,0.00000000,0.25124816,0.11426296
-5.35767884,0.82664580,0.07242189,0.31283762,0.03958657,0.00000000,0.25214233,0.11301535
-5.35167584,0.82701705,0.07228871,0.31111359,0.03917978,0.00000000,0.25230426,0.11189268
-5.34567284,0.82643321,0.07192394,0.30869729,0.03862011,0.00000000,0.25162408,0.11080243
-5.33966983,0.82438469,0.07129595,0.30543168,0.03789832,0.00000000,0.25001869,0.10965982
-5.33366683,0.82043783,0.07038182,0.30119537,0.03701043,0.00000000,0.24743375,0.10839022
-5.32766383,0.81424479,0.06916786,0.29590567,0.03595772,0.00000000,0.24384457,0.10693098
-5.32166083,0.80554996,0.06764991,0.28952009,0.03474653,0.00000000,0.23925581,0.10523268
-5.31565783,0.79419302,0.06583315,0.28203626,0.03338784,0.00000000,0.23370028,0.10325990
-5.30965483,0.78010878,0.06373168,0.27349057,0.03189676,0.00000000,0.22723676,0.10099139
-5.30365183,0.76332409,0.06136773,0.26395540,0.03029177,0.00000000,0.21994709,0.09841985
-5.29764882,0.74395217,0.05877068,0.25353537,0.02859398,0.00000000,0.21193264,0.09555114
-5.29164582,0.72218483,0.05597580,0.24236267,0.02682632,0.00000000,0.20331040,0.09240330
-5.28564282,0.69828293,0.05302296,0.23059180,0.02501268,0.00000000,0.19420876,0.08900506
-5.27963982,0.67256557,0.04995521,0.21839395,0.02317713,0.00000000,0.18476334,0.08539431
-5.27363682,0.64539851,0.04681734,0.20595115,0.02134317,0.00000000,0.17511276,0.08161632
-5.26763382,0.61718212,0.04365457,0.19345064,0.01953307,0.00000000,0.16539473,0.07772185
-5.26163082,0.58833944,0.04051121,0.18107944,0.01776737,0.00000000,0.15574251,0.07376537
-5.25562781,0.55930446,0.03742958,0.16901942,0.01606437,0.00000000,0.14628170,0.06980317
-5.24962481,0.53051109,0.03444905,0.15744297,0.01443993,0.00000000,0.13712766,0.06589172
-5.24362181,0.50238305,0.03160521,0.14650940,0.01290723,0.00000000,0.12838340,0.06208606
-5.23761881,0.47532467,0.02892937,0.13636203,0.01147672,0.00000000,0.12013806,0.05843839
-5.23161581,0.44971304,0.02644819,0.12712616,0.01015619,0.00000000,0.11246597,0.05499693
-5.22561281,0.42589129,0.02418344,0.11890772,0.00895091,0.00000000,0.10542623,0.05180491
-5.21960980,0.40416323,0.02215212,0.11179273,0.00786382,0.00000000,0.09906275,0.04889980
-5.21360680,0.38478925,0.02036652,0.10584733,0.00689578,0.00000000,0.09340486,0.04631279
-5.20760380,0.36798348,0.01883462,0.10111841,0.00604594,0.00000000,0.08846811,0.04406841
-5.20160080,0.35391212,0.01756040,0.09763472,0.00531200,0.00000000,0.08425557,0.04218445
-5.19559780,0.34269286,0.01654440,0.09540825,0.00469054,0.00000000,0.08075924,0.04067191
-5.18959480,0.33439532,0.01578420,0.09443595,0.00417736,0.00000000,0.07796166,0.03953522
-5.18359180,0.32904241,0.01527498,0.09470151,0.00376774,0.00000000,0.07583762,0.03877251
-5.17758879,0.32661245,0.01501003,0.09617720,0.00345670,0.00000000,0.07435589,0.03837606
-5.17158579,0.32704196,0.01498130,0.09882567,0.00323927,0.00000000,0.07348086,0.03833276
-5.16558279,0.33022913,0.01517985,0.10260164,0.00311061,0.00000000,0.07317413,0.03862469
-5.15957979,0.33603768,0.01559625,0.10745347,0.00306617,0.00000000,0.07339590,0.03922971
-5.15357679,0.34430122,0.01622093,0.11332449,0.00310183,0.00000000,0.07410621,0.04012211
-5.14757379,0.35482782,0.01704449,0.12015414,0.00321394,0.00000000,0.07526591,0.04127327
-5.14157079,0.36740492,0.01805782,0.12787897,0.00339934,0.00000000,0.07683741,0.04265228
-5.13556778,0.38180428,0.01925234,0.13643334,0.00365540,0.00000000,0.07878522,0.04422667
-5.12956478,0.39778706,0.02061996,0.14574998,0.00397996,0.00000000,0.08107614,0.04596298
-5.12356178,0.41510873,0.02215317,0.15576044,0.00437131,0.00000000,0.08367935,0.04782741
-5.11755878,0.43352395,0.02384489,0.16639527,0.00482813,0.00000000,0.08656623,0.04978640
-5.11155578,0.45279110,0.02568846,0.17758423,0.00534940,0.00000000,0.08970993,0.05180716
-5.10555278,0.47267649,0.02767739,0.18925629,0.00593432,0.00000000,0.09308499,0.05385816
-5.09954977,0.49295801,0.02980525,0.20133964,0.00658219,0.00000000,0.09666666,0.05590957
-5.09354677,0.51342826,0.03206539,0.21376157,0.00729236,0.00000000,0.10043031,0.05793363
-5.08754377,0.53389696,0.03445077,0.22644839,0.00806406,0.00000000,0.10435075,0.05990492
-5.08154077,0.55419253,0.03695363,0.23932524,0.00889632,0.00000000,0.10840164,0.06180056
-5.07553777,0.57416291,0.03956529,0.25231597,0.00978782,0.00000000,0.11255493,0.06360041
-5.06953477,0.59367551,0.04227585,0.26534294,0.01073681,0.00000000,0.11678040,0.06528703
-5.06353177,0.61261622,0.04507398,0.27832686,0.01174096,0.00000000,0.12104539,0.06684570
-5.05752876,0.63088770,0.04794666,0.29118666,0.01279723,0.00000000,0.12531455,0.06826431
-5.05152576,0.64840685,0.05087897,0.30383928,0.01390179,0.00000000,0.12954989,0.06953316
-5.04552276,0.66510173,0.05385395,0.31619966,0.01504984,0.00000000,0.13371089,0.07064476
-5.03951976,0.68090797,0.05685243,0.32818066,0.01623559,0.00000000,0.13775476,0.07159351
-5.03351676,0.69576495,0.05985300,0.33969307,0.01745212,0.00000000,0.14163690,0.07237547
-5.02751376,0.70961192,0.06283194,0.35064579,0.01869133,0.00000000,0.14531142,0.07298796
-5.02151076,0.72238428,0.06576334,0.36094604,0.01994390,0.00000000,0.14873177,0.07342931
-5.01550775,0.73401032,0.06861920,0.37049982,0.02119928,0.00000000,0.15185148,0.07369854
-5.00950475,0.74440857,0.07136969,0.37921245,0.02244575,0.00000000,0.15462492,0.07379512
-5.00350175,0.75348601,0.07398346,0.38698939,0.02367046,0.00000000,0.15700812,0.07371877
-4.99749875,0.76113727,0.07642804,0.39373724,0.02485961,0.00000000,0.15895956,0.07346929
-4.99149575,0.76724501,0.07867042,0.39936502,0.02599861,0.00000000,0.16044099,0.07304650
-4.98549275,0.77168151,0.08067759,0.40378562,0.02707231,0.00000000,0.16141822,0.07245021
-4.97948974,0.77431140,0.08241729,0.40691753,0.02806530,0.00000000,0.16186187,0.07168032
-4.97348674,0.77499562,0.08385871,0.40868676,0.02896231,0.00000000,0.16174803,0.07073690
-4.96748374,0.77359634,0.08497337,0.40902888,0.02974849,0.00000000,0.16105894,0.06962039
-4.96148074,0.76998272,0.08573585,0.40789120,0.03040993,0.00000000,0.15978350,0.06833182
-4.95547774,0.76403720,0.08612473,0.40523494,0.03093404,0.00000000,0.15791779,0.06687310
-4.94947474,0.75566208,0.08612325,0.40103729,0.03131001,0.00000000,0.15546539,0.06524722
-4.94347174,0.74478602,0.08572012,0.39529340,0.03152922,0.00000000,0.15243768,0.06345861
-4.93746873,0.73137007,0.08491004,0.38801794,0.03158568,0.00000000,0.14885398,0.06151332
-4.93146573,0.71541304,0.08369423,0.37924639,0.03147633,0.00000000,0.14474154,0.05941924
-4.92546273,0.69695572,0.08208067,0.36903580,0.03120134,0.00000000,0.14013537,0.05718629
-4.91945973,0.67608382,0.08008425,0.35746493,0.03076435,0.00000000,0.13507801,0.05482645
-4.91345673,0.65292937,0.07772665,0.34463389,0.03017254,0.00000000,0.12961897,0.05235379
-4.90745373,0.62767046,0.07503602,0.33066299,0.02943670,0.00000000,0.12381418,0.04978441
-4.90145073,0.60052932,0.07204651,0.31569097,0.02857111,0.00000000,0.11772517,0.04713623
-4.89544772,0.57176874,0.06879753,0.29987264,0.02759344,0.00000000,0.11141816,0.04442875
-4.88944472,0.54168699,0.06533292,0.28337593,0.02652443,0.00000000,0.10496299,0.04168276
-4.88344172,0.51061144,0.06169989,0.26637845,0.02538757,0.00000000,0.09843202,0.03891992
-4.87743872,0.47889124,0.05794798,0.24906375,0.02420875,0.00000000,0.09189887,0.03616232
-4.87143572,0.44688921,0.05412786,0.23161742,0.02301573,0.00000000,0.08543722,0.03343206
-4.86543272,0.41497348,0.05029018,0.21422305,0.02183773,0.00000000,0.07911957,0.03075077
-4.85942971,0.38350917,0.04648442,0.19705847,0.02070485,0.00000000,0.07301606,0.02813913
-4.85342671,0.35285036,0.04275783,0.18029214,0.01964764,0.00000000,0.06719339,0.02561651
-4.84742371,0.32333288,0.03915446,0.16408005,0.01869652,0.00000000,0.06171379,0.02320058
-4.84142071,0.29526795,0.03571435,0.14856311,0.01788138,0.00000000,0.05663421,0.02090702
-4.83541771,0.26893699,0.03247284,0.13386525,0.01723106,0.00000000,0.05200562,0.01874931
-4.82941471,0.24458782,0.02946006,0.12009209,0.01677298,0.00000000,0.04787248,0.01673863
-4.82341171,0.22243206,0.02670063,0.10733042,0.01653272,0.00000000,0.04427237,0.01488376
-4.81740870,0.20264399,0.02421345,0.09564833,0.01653374,0.00000000,0.04123583,0.01319123
-4.81140570,0.18536065,0.02201169,0.08509599,0.01679702,0.00000000,0.03878631,0.01166537
-4.80540270,0.17068308,0.02010293,0.07570707,0.01734083,0.00000000,0.03694033,0.01030854
-4.79939970,0.15867864,0.01848939,0.06750053,0.01818051,0.00000000,0.03570768,0.00912142
-4.79339670,0.14938402,0.01716824,0.06048290,0.01932831,0.00000000,0.03509184,0.00810329
-4.78739370,0.14280897,0.01613208,0.05465074,0.02079322,0.00000000,0.03509044,0.00725238
-4.78139070,0.13894036,0.01536933,0.04999324,0.02258092,0.00000000,0.03569584,0.00656619
-4.77538769,0.13774650,0.01486481,0.04649486,0.02469374,0.00000000,0.03689577,0.00604185
-4.76938469,0.13918135,0.01460024,0.04413773,0.02713066,0.00000000,0.03867405,0.00567645
-4.76338169,0.14318869,0.01455481,0.04290396,0.02988743,0.00000000,0.04101134,0.00546724
-4.75737869,0.14970582,0.01470572,0.04277748,0.03295670,0.00000000,0.04388593,0.00541193
-4.75137569,0.15866686,0.01502877,0.04374552,0.03632820,0.00000000,0.04727456,0.00550881
-4.74537269,0.17000543,0.01549885,0.04579957,0.03998901,0.00000000,0.05115322,0.00575683
-4.73936968,0.18365655,0.01609055,0.04893583,0.04392391,0.00000000,0.05549794,0.00615561
-4.73336668,0.19955782,0.01677866,0.05315496,0.04811566,0.00000000,0.06028549,0.00670538
-4.72736368,0.21764974,0.01753866,0.05846139,0.05254539,0.00000000,0.06549400,0.00740678
-4.72136068,0.23787508,0.01834723,0.06486190,0.05719299,0.00000000,0.07110343,0.00826067
-4.71535768,0.26017734,0.01918270,0.07236373,0.06203743,0.00000000,0.07709587,0.00926781
-4.70935468,0.28449844,0.02002544,0.08097214,0.06705710,0.00000000,0.08345566,0.01042848
-4.70335168,0.31077542,0.02085820,0.09068761,0.07223001,0.00000000,0.09016914,0.01174207
-4.69734867,0.33893655,0.02166645,0.10150265,0.07753400,0.00000000,0.09722431,0.01320664
-4.69134567,0.36889684,0.02243854,0.11339851,0.08294678,0.00000000,0.10461003,0.01481849
-4.68534267,0.40055317,0.02316584,0.12634182,0.08844592,0.00000000,0.11231504,0.01657169
-4.67933967,0.43377933,0.02384280,0.14028144,0.09400873,0.00000000,0.12032672,0.01845768
-4.67333667,0.46842122,0.02446687,0.15514556,0.09961202,0.00000000,0.12862960,0.02046496
-4.66733367,0.50429255,0.02503834,0.17083938,0.10523181,0.00000000,0.13720378,0.02257883
-4.66133067,0.54117129,0.02556017,0.18724354,0.11084299,0.00000000,0.14602321,0.02478121
-4.65532766,0.57879735,0.02603759,0.20421328,0.11641894,0.00000000,0.15505413,0.02705069
-4.64932466,0.61687162,0.02647784,0.22157878,0.12193120,0.00000000,0.16425354,0.02936260
-4.64332166,0.65505673,0.02688967,0.23914646,0.12734916,0.00000000,0.17356799,0.03168933
-4.63731866,0.69297965,0.02728296,0.25670153,0.13263985,0.00000000,0.18293275,0.03400075
-4.63131566,0.73023629,0.02766830,0.27401170,0.13776783,0.00000000,0.19227145,0.03626477
-4.62531266,0.76639802,0.02805656,0.29083188,0.14269532,0.00000000,0.20149621,0.03844809
-4.61930965,0.80102009,0.02845855,0.30691000,0.14738236,0.00000000,0.21050850,0.04051697
-4.61330665,0.83365161,0.02888469,0.32199347,0.15178726,0.00000000,0.21920051,0.04243819
-4.60730365,0.86384686,0.02934478,0.33583625,0.15586723,0.00000000,0.22745720,0.04417993
-4.60130065,0.89117742,0.02984784,0.34820617,0.15957907,0.00000000,0.23515897,0.04571280
-4.59529765,0.91524465,0.03040195,0.35889221,0.16288016,0.00000000,0.24218470,0.04701067
-4.58929465,0.93569194,0.03101428,0.36771130,0.16572944,0.00000000,0.24841529,0.04805158
-4.58329165,0.95221628,0.03169102,0.37451457,0.16808857,0.00000000,0.25373736,0.04881842
-4.57728864,0.96457835,0.03243747,0.37919249,0.16992301,0.00000000,0.25804704,0.04929950
-4.57128564,0.97261091,0.03325802,0.38167878,0.17120320,0.00000000,0.26125364,0.04948896
-4.56528264,0.97622481,0.03415621,0.38195288,0.17190561,0.00000000,0.26328312,0.04938692
-4.55927964,0.97541259,0.03513475,0.38004086,0.17201370,0.00000000,0.26408095,0.04899948
-4.55327664,0.97024916,0.03619544,0.37601465,0.17151874,0.00000000,0.26361458,0.04833847
-4.54727364,0.96088980,0.03733908,0.36998970,0.17042046,0.00000000,0.26187504,0.04742105
-4.54127064,0.94756540,0.03856535,0.36212118,0.16872746,0.00000000,0.25887784,0.04626905
-4.53526763,0.93057529,0.03987257,0.35259882,0.16645746,0.00000000,0.25466302,0.04490827
-4.52926463,0.91027799,0.04125749,0.34164073,0.16363729,0.00000000,0.24929433,0.04336758
-4.52326163,0.88708021,0.04271500,0.32948645,0.16030270,0.00000000,0.24285763,0.04167802
-4.51725863,0.86142495,0.04423791,0.31638959,0.15649789,0.00000000,0.23545866,0.03987178
-4.51125563,0.83377889,0.04581675,0.30261027,0.15227496,0.00000000,0.22722002,0.03798131
-4.50525263,0.80461999,0.04743960,0.28840791,0.14769313,0.00000000,0.21827791,0.03603840
-4.49924962,0.77442554,0.04909213,0.27403442,0.14281784,0.00000000,0.20877836,0.03407339
-4.49324662,0.74366143,0.05075768,0.25972824,0.13771975,0.00000000,0.19887345,0.03211447
-4.48724362,0.71277282,0.05241752,0.24570931,0.13247367,0.00000000,0.18871747,0.03018716
-4.48124062,0.68217653,0.05405135,0.23217513,0.12715742,0.00000000,0.17846325,0.02831391
-4.47523762,0.65225546,0.05563790,0.21929808,0.12185062,0.00000000,0.16825883,0.02651384
-4.46923462,0.62335480,0.05715570,0.20722377,0.11663352,0.00000000,0.15824442,0.02480269
-4.46323162,0.59578021,0.05858402,0.19607065,0.11158575,0.00000000,0.14854995,0.02319284
-4.45722861,0.56979762,0.05990389,0.18593054,0.10678512,0.00000000,0.13929304,0.02169351
-4.45122561,0.54563435,0.06109913,0.17686995,0.10230629,0.00000000,0.13057749,0.02031099
-4.44522261,0.52348134,0.06215743,0.16893216,0.09821961,0.00000000,0.12249234,0.01904899
-4.43921961,0.50349588,0.06307128,0.16213964,0.09458979,0.00000000,0.11511132,0.01790904
-4.43321661,0.48580466,0.06383880,0.15649669,0.09147465,0.00000000,0.10849277,0.01689084
-4.42721361,0.47050663,0.06446434,0.15199221,0.08892390,0.00000000,0.10267976,0.01599269
-4.42121061,0.45767541,0.06495881,0.14860218,0.08697786,0.00000000,0.09770066,0.01521183
-4.41520760,0.44736098,0.06533967,0.14629197,0.08566638,0.00000000,0.09356964,0.01454473
-4.40920460,0.43959044,0.06563065,0.14501821,0.08500770,0.00000000,0.09028751,0.01398737
-4.40320160,0.43436788,0.06586100,0.14473023,0.08500754,0.00000000,0.08784245,0.01353539
-4.39719860,0.43167331,0.06606451,0.14537098,0.08565839,0.00000000,0.08621077,0.01318423
-4.39119560,0.43146079,0.06627813,0.14687762,0.08693894,0.00000000,0.08535773,0.01292917
-4.38519260,0.43365601,0.06654036,0.14918163,0.08881387,0.00000000,0.08523825,0.01276529
-4.37918959,0.43815356,0.06688940,0.15220869,0.09123397,0.00000000,0.08579766,0.01268745
-4.37318659,0.44481426,0.06736127,0.15587836,0.09413659,0.00000000,0.08697240,0.01269016
-4.36718359,0.45346285,0.06798777,0.16010372,0.09744650,0.00000000,0.08869085,0.01276751
-4.36118059,0.46388647,0.06879467,0.16479105,0.10107723,0.00000000,0.09087413,0.01291298
-4.35517759,0.47583408,0.06979994,0.16983971,0.10493266,0.00000000,0.09343707,0.01311940
-4.34917459,0.48901735,0.07101236,0.17514232,0.10890920,0.00000000,0.09628934,0.01337881
-4.34317159,0.50311296,0.07243040,0.18058523,0.11289807,0.00000000,0.09933666,0.01368247
-4.33716858,0.51776651,0.07404160,0.18604948,0.11678807,0.00000000,0.10248228,0.01402078
-4.33116558,0.53259817,0.07582236,0.19141218,0.12046835,0.00000000,0.10562854,0.01438340
-4.32516258,0.54720981,0.07773829,0.19654826,0.12383141,0.00000000,0.10867864,0.01475930
-4.31915958,0.56119352,0.07974502,0.20133269,0.12677596,0.00000000,0.11153848,0.01513696
-4.31315658,0.57414126,0.08178952,0.20564300,0.12920977,0.00000000,0.11411858,0.01550454
-4.30715358,0.58565526,0.08381185,0.20936202,0.13105216,0.00000000,0.11633602,0.01585013
