energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.71756795,0.02887859,0.00090205,0.00370833,0.40290092,0.48239954,0.23909648
-5.99399700,0.72911302,0.03139576,0.00091946,0.00386446,0.40854547,0.47572610,0.24305729
-5.98799400,0.74404283,0.03421609,0.00093740,0.00401015,0.41638295,0.47193600,0.24825458
-5.98199100,0.76167756,0.03732775,0.00095493,0.00414140,0.42603056,0.47055314,0.25445934
-5.97598799,0.78134613,0.04071567,0.00097117,0.00425445,0.43711119,0.47109996,0.26144369
-5.96998499,0.80240787,0.04436161,0.00098536,0.00434595,0.44926577,0.47311413,0.26898831
-5.96398199,0.82427213,0.04824428,0.00099681,0.00441303,0.46216462,0.47616363,0.27688926
-5.95797899,0.84641523,0.05233957,0.00100502,0.00445340,0.47551703,0.47985977,0.28496394
-5.95197599,0.86839419,0.05662073,0.00100961,0.00446542,0.48907912,0.48386797,0.29305604
-5.94597299,0.88985676,0.06105874,0.00101038,0.00444816,0.50265944,0.48791586,0.30103926
-5.93996998,0.91054754,0.06562265,0.00100729,0.00440140,0.51612230,0.49179862,0.30881975
-5.93396698,0.93031012,0.07027999,0.00100047,0.00432561,0.52938882,0.49538164,0.31633725
-5.92796398,0.94908531,0.07499729,0.00099021,0.00422198,0.54243558,0.49860045,0.32356478
-5.92196098,0.96690574,0.07974055,0.00097692,0.00409232,0.55529125,0.50145816,0.33050727
-5.91595798,0.98388726,0.08447589,0.00096115,0.00393899,0.56803132,0.50402078,0.33719891
-5.90995498,1.00021785,0.08917011,0.00094353,0.00376483,0.58077135,0.50641054,0.34369963
-5.90395198,1.01614459,0.09379134,0.00092479,0.00357305,0.59365915,0.50879790,0.35009099
-5.89794897,1.03195952,0.09830974,0.00090566,0.00336710,0.60686642,0.51139243,0.35647149
-5.89194597,1.04798534,0.10269817,0.00088692,0.00315058,0.62058029,0.51443311,0.36295183
-5.88594297,1.06456153,0.10693287,0.00086932,0.00292711,0.63499535,0.51817851,0.36965030
-5.87993997,1.08203181,0.11099418,0.00085357,0.00270023,0.65030645,0.52289716,0.37668854
-5.87393697,1.10073341,0.11486720,0.00084034,0.00247333,0.66670288,0.52885845,0.38418792
-5.86793397,1.12098868,0.11854239,0.00083022,0.00224952,0.68436402,0.53632442,0.39226668
-5.86193097,1.14309928,0.12201620,0.00082373,0.00203160,0.70345666,0.54554254,0.40103800
-5.85592796,1.16734294,0.12529151,0.00082129,0.00182201,0.72413403,0.55673963,0.41060886
-5.84992496,1.19397267,0.12837799,0.00082325,0.00162277,0.74653630,0.57011695,0.42107983
-5.84392196,1.22321797,0.13129230,0.00082988,0.00143551,0.77079239,0.58584640,0.43254550
-5.83791896,1.25528752,0.13405809,0.00084136,0.00126143,0.79702251,0.60406770,0.44509534
-5.83191596,1.29037254,0.13670576,0.00085783,0.00110135,0.82534107,0.62488644,0.45881489
-5.82591296,1.32865005,0.13927186,0.00087936,0.00095570,0.85585926,0.64837264,0.47378670
-5.81990995,1.37028518,0.14179834,0.00090600,0.00082460,0.88868675,0.67455978,0.49009095
-5.81390695,1.41543171,0.14433127,0.00093777,0.00070786,0.92393198,0.70344395,0.50780535
-5.80790395,1.46423023,0.14691939,0.00097468,0.00060504,0.96170055,0.73498299,0.52700402
-5.80190095,1.51680330,0.14961219,0.00101672,0.00051553,1.00209136,0.76909545,0.54775528
-5.79589795,1.57324761,0.15245782,0.00106389,0.00043854,1.04519036,0.80565929,0.57011814
-5.78989495,1.63362293,0.15550067,0.00111617,0.00037317,1.09106205,0.84451044,0.59413764
-5.78389195,1.69793848,0.15877890,0.00117354,0.00031847,1.13973891,0.88544109,0.61983911
-5.77788894,1.76613730,0.16232183,0.00123595,0.00027343,1.19120935,0.92819814,0.64722165
-5.77188594,1.83807956,0.16614748,0.00130333,0.00023705,1.24540494,0.97248190,0.67625123
-5.76588294,1.91352621,0.17026037,0.00137554,0.00020834,1.30218772,1.01794540,0.70685385
-5.75987994,1.99212417,0.17464962,0.00145240,0.00018633,1.36133870,1.06419474,0.73890943
