energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-5.71785893,2.30918202,0.11408737,0.02420498,0.07521807,0.28015576,0.45224429,0.84971197,0.00868579,1.02992170
-5.71185593,2.25379376,0.11191172,0.02484564,0.07892148,0.26593011,0.40477276,0.83142219,0.00842279,1.00555553
-5.70585293,2.20801740,0.11071385,0.02560351,0.08262966,0.25160970,0.36353996,0.81500911,0.00825621,0.98802461
-5.69984992,2.17146586,0.11044515,0.02647036,0.08627839,0.23745955,0.32817822,0.80053832,0.00818331,0.97668909
-5.69384692,2.14370562,0.11104898,0.02743693,0.08981008,0.22372647,0.29829557,0.78806600,0.00820024,0.97090276
-5.68784392,2.12425426,0.11246216,0.02849294,0.09317478,0.21063218,0.27348330,0.77763090,0.00830211,0.97002252
-5.68184092,2.11257814,0.11461611,0.02962704,0.09633086,0.19836765,0.25332297,0.76924706,0.00848300,0.97341603
-5.67583792,2.10809030,0.11743779,0.03082683,0.09924535,0.18708875,0.23739283,0.76289768,0.00873599,0.98046755
-5.66983492,2.11014884,0.12085020,0.03207887,0.10189390,0.17691352,0.22527358,0.75853020,0.00905327,0.99058176
-5.66383192,2.11805617,0.12477276,0.03336877,0.10426040,0.16792085,0.21655362,0.75605286,0.00942616,1.00318578
-5.65782891,2.13105945,0.12912138,0.03468127,0.10633611,0.16015084,0.21083369,0.75533280,0.00984524,1.01772960
-5.65182591,2.14835285,0.13380852,0.03600041,0.10811868,0.15360655,0.20773120,0.75619585,0.01030044,1.03368537
-5.64582291,2.16908213,0.13874316,0.03730974,0.10961077,0.14825718,0.20688419,0.75842813,0.01078123,1.05054592
-5.63981991,2.19235213,0.14383093,0.03859264,0.11081855,0.14404231,0.20795518,0.76177943,0.01127672,1.06782338
-5.63381691,2.21723763,0.14897442,0.03983269,0.11175023,0.14087722,0.21063488,0.76596844,0.01177592,1.08504813
-5.62781391,2.24279798,0.15407375,0.04101408,0.11241450,0.13865891,0.21464592,0.77068977,0.01226796,1.10176892
-5.62181091,2.26809555,0.15902754,0.04212218,0.11281922,0.13727253,0.21974655,0.77562262,0.01274229,1.11755452
-5.61580790,2.29221800,0.16373421,0.04314406,0.11297027,0.13659809,0.22573439,0.78044091,0.01318902,1.13199714
-5.60980490,2.31430383,0.16809372,0.04406912,0.11287074,0.13651710,0.23244991,0.78482461,0.01359915,1.14471799
-5.60380190,2.33357050,0.17200968,0.04488969,0.11252050,0.13691881,0.23977987,0.78847189,0.01396485,1.15537460
-5.59779890,2.34934409,0.17539170,0.04560162,0.11191608,0.13770601,0.24766008,0.79111164,0.01427977,1.16366997
-5.59179590,2.36108899,0.17815806,0.04620477,0.11105102,0.13879996,0.25607773,0.79251590,0.01453924,1.16936278
-5.58579290,2.36843627,0.18023831,0.04670348,0.10991651,0.14014439,0.26507252,0.79251155,0.01474046,1.17227828
-5.57978989,2.37120877,0.18157597,0.04710679,0.10850233,0.14170842,0.27473683,0.79099072,0.01488273,1.17231881
-5.57378689,2.36944138,0.18213093,0.04742858,0.10679811,0.14348819,0.28521426,0.78791947,0.01496747,1.16947332
-5.56778389,2.36339468,0.18188148,0.04768745,0.10479457,0.14550723,0.29669658,0.78334397,0.01499826,1.16382489
-5.56178089,2.35356069,0.18082590,0.04790636,0.10248494,0.14781555,0.30941882,0.77739397,0.01498083,1.15555547
-5.55577789,2.34065942,0.17898336,0.04811212,0.09986620,0.15048747,0.32365237,0.77028309,0.01492286,1.14494713
-5.54977489,2.32562579,0.17639417,0.04833453,0.09694030,0.15361817,0.33969628,0.76230577,0.01483382,1.13237932
-5.54377189,2.30958644,0.17311921,0.04860540,0.09371496,0.15731932,0.35786655,0.75383080,0.01472468,1.11832177
-5.53776888,2.29382707,0.16923854,0.04895732,0.09020435,0.16171373,0.37848401,0.74529165,0.01460752,1.10332306
-5.53176588,2.27975097,0.16484939,0.04942231,0.08642932,0.16692936,0.40186074,0.73717369,0.01449518,1.08799506
-5.52576288,2.26883030,0.16006324,0.05003038,0.08241728,0.17309290,0.42828577,0.72999894,0.01440077,1.07299362
-5.51975988,2.26255200,0.15500254,0.05080807,0.07820177,0.18032320,0.45801035,0.72430874,0.01433724,1.05899643
-5.51375688,2.26236041,0.14979674,0.05177700,0.07382166,0.18872474,0.49123353,0.72064513,0.01431689,1.04667876
-5.50775388,2.26959930,0.14457824,0.05295258,0.06932008,0.19838158,0.52808861,0.71953155,0.01435090,1.03668830
-5.50175088,2.28545561,0.13947807,0.05434287,0.06474319,0.20935182,0.56863111,0.72145378,0.01444894,1.02962014
-5.49574787,2.31090782,0.13462168,0.05594771,0.06013876,0.22166308,0.61282887,0.72684169,0.01461876,1.02599314
-5.48974487,2.34668096,0.13012503,0.05775816,0.05555471,0.23530893,0.66055491,0.73605269,0.01486590,1.02622883
-5.48374187,2.39321064,0.12609098,0.05975625,0.05103767,0.25024669,0.71158342,0.74935742,0.01519348,1.03063374
-5.47773887,2.45061769,0.12260636,0.06191518,0.04663165,0.26639649,0.76558933,0.76692814,0.01560201,1.03938611
-5.47173587,2.51869459,0.11973969,0.06419981,0.04237681,0.28364180,0.82215167,0.78883050,0.01608937,1.05252761
-5.46573287,2.59690444,0.11753963,0.06656765,0.03830855,0.30183144,0.88076070,0.81501862,0.01665087,1.06996039
-5.45972986,2.68439262,0.11603439,0.06897003,0.03445671,0.32078288,0.94082884,0.84533396,0.01727939,1.09144976
-5.45372686,2.78001062,0.11523195,0.07135374,0.03084506,0.34028683,1.00170500,0.87950766,0.01796559,1.11663227
-5.44772386,2.88235126,0.11512113,0.07366279,0.02749116,0.36011304,1.06269204,0.91716662,0.01869828,1.14502885
-5.44172086,2.98979374,0.11567354,0.07584038,0.02440625,0.38001686,1.12306663,0.95784276,0.01946479,1.17606263
-5.43571786,3.10055703,0.11684624,0.07783092,0.02159561,0.39974665,1.18210104,1.00098534,0.02025143,1.20908045
-5.42971486,3.21275936,0.11858504,0.07958205,0.01905890,0.41905147,1.23908587,1.04597596,0.02104400,1.24337745
-5.42371186,3.32448172,0.12082831,0.08104658,0.01679078,0.43768909,1.29335322,1.09214573,0.02182831,1.27822359
-5.41770885,3.43383309,0.12351111,0.08218420,0.01478161,0.45543377,1.34429922,1.13879409,0.02259073,1.31289116
-5.41170585,3.53901507,0.12656956,0.08296296,0.01301818,0.47208373,1.39140519,1.18520892,0.02331870,1.34668225
-5.40570285,3.63838363,0.12994510,0.08336044,0.01148456,0.48746798,1.43425685,1.23068721,0.02400125,1.37895516
-5.39969985,3.73050607,0.13358864,0.08336455,0.01016280,0.50145232,1.47256056,1.27455579,0.02462946,1.40914880
-5.39369685,3.81421110,0.13746423,0.08297389,0.00903378,0.51394425,1.50615634,1.31619156,0.02519684,1.43680424
-5.38769385,3.88863042,0.14155219,0.08219781,0.00807781,0.52489666,1.53502680,1.35504056,0.02569962,1.46158257
-5.38169085,3.95323051,0.14585153,0.08105599,0.00727530,0.53431017,1.55930196,1.39063531,0.02613703,1.48327855
-5.37568784,4.00783320,0.15038142,0.07957773,0.00660725,0.54223391,1.57925934,1.42260982,0.02651140,1.50182939
-5.36968484,4.05262443,0.15518163,0.07780085,0.00605570,0.54876483,1.59531934,1.45071173,0.02682815,1.51731840
-5.36368184,4.08815058,0.16031198,0.07577039,0.00560402,0.55404542,1.60803584,1.47481093,0.02709571,1.52997318
-5.35767884,4.11530204,0.16585054,0.07353705,0.00523716,0.55825974,1.61808202,1.49490434,0.02732532,1.54015841
-5.35167584,4.13528433,0.17189074,0.07115554,0.00494182,0.56162810,1.62623170,1.51111647,0.02753070,1.54836315
-5.34567284,4.14957732,0.17853745,0.06868283,0.00470647,0.56440022,1.63333647,1.52369533,0.02772758,1.55518314
-5.33966983,4.15988326,0.18590203,0.06617637,0.00452138,0.56684711,1.64029908,1.53300393,0.02793325,1.56129825
-5.33366683,4.16806536,0.19409657,0.06369241,0.00437853,0.56925198,1.64804383,1.53950714,0.02816591,1.56744607
-5.32766383,4.17607831,0.20322757,0.06128444,0.00427154,0.57190030,1.65748456,1.54375442,0.02844405,1.57439201
-5.32166083,4.18589324,0.21338922,0.05900169,0.00419547,0.57506935,1.66949128,1.54635891,0.02878572,1.58289731
-5.31565783,4.19941959,0.22465661,0.05688793,0.00414669,0.57901768,1.68485649,1.54797349,0.02920789,1.59368572
-5.30965483,4.21842671,0.23707919,0.05498043,0.00412269,0.58397480,1.70426230,1.54926480,0.02972571,1.60741029
-5.30365183,4.24446850,0.25067473,0.05330919,0.00412186,0.59013152,1.72824960,1.55088639,0.03035193,1.62462156
-5.29764882,4.27881403,0.26542422,0.05189639,0.00414328,0.59763147,1.75719070,1.55345192,0.03109633,1.64573850
-5.29164582,4.32238759,0.28126782,0.05075611,0.00418660,0.60656404,1.79126658,1.55750997,0.03196527,1.67102350
-5.28564282,4.37572099,0.29810233,0.04989432,0.00425177,0.61695921,1.83044997,1.56352144,0.03296137,1.70056280
-5.27963982,4.43892069,0.31578026,0.04930907,0.00433899,0.62878470,1.87449540,1.57184085,0.03408339,1.73425327
-5.27363682,4.51165195,0.33411060,0.04899093,0.00444847,0.64194542,1.92293704,1.58270244,0.03532617,1.77179660
-5.26763382,4.59314116,0.35286158,0.04892363,0.00458043,0.65628564,1.97509478,1.59621185,0.03668087,1.81270137
-5.26163082,4.68219715,0.37176515,0.04908491,0.00473493,0.67159372,2.03008895,1.61234396,0.03813527,1.85629331
-5.25562781,4.77725090,0.39052326,0.04944745,0.00491190,0.68760939,2.08686337,1.63094689,0.03967436,1.90173366
-5.24962481,4.87641251,0.40881569,0.04998001,0.00511110,0.70403331,2.14421622,1.65175218,0.04128092,1.94804503
-5.24362181,4.97754327,0.42630916,0.05064856,0.00533211,0.72053861,2.20083776,1.67439051,0.04293639,1.99414405
-5.23761881,5.07833970,0.44266742,0.05141757,0.00557440,0.73678385,2.25535363,1.69841215,0.04462173,2.03887942
-5.23161581,5.17642607,0.45756184,0.05225123,0.00583736,0.75242696,2.30637187,1.72331118,0.04631833,2.08107390
-5.22561281,5.26945114,0.47068224,0.05311465,0.00612037,0.76713948,2.35253199,1.74855207,0.04800897,2.11956851
-5.21960980,5.35518473,0.48174731,0.05397506,0.00642292,0.78062049,2.39255384,1.77359719,0.04967872,2.15326709
-5.21360680,5.43160978,0.49051432,0.05480289,0.00674460,0.79260956,2.42528432,1.79793395,0.05131578,2.18117916
-5.20760380,5.49700570,0.49678768,0.05557271,0.00708526,0.80289817,2.44973975,1.82110008,0.05291212,2.20245942
-5.20160080,5.55001934,0.50042593,0.05626404,0.00744503,0.81133916,2.46514223,1.84270590,0.05446406,2.21644210
-5.19559780,5.58972076,0.50134704,0.05686206,0.00782436,0.81785368,2.47094837,1.86245241,0.05597260,2.22266880
-5.18959480,5.61564156,0.49953154,0.05735805,0.00822408,0.82243552,2.46686915,1.88014472,0.05744354,2.22090879
-5.18359180,5.62779483,0.49502370,0.05774978,0.00864535,0.82515266,2.45288038,1.89570014,0.05888747,2.21117101
-5.17758879,5.62667663,0.48793052,0.05804160,0.00908971,0.82614606,2.42922339,1.90915111,0.06031943,2.19370762
-5.17158579,5.61324978,0.47841865,0.05824455,0.00955901,0.82562598,2.39639622,1.92064294,0.06175852,2.16900918
-5.16558279,5.58891179,0.46670957,0.05837612,0.01005536,0.82386596,2.35513609,1.93042710,0.06322723,2.13779206
-5.15957979,5.55544938,0.45307308,0.05846007,0.01058106,0.82119502,2.30639414,1.93885065,0.06475074,2.10097890
-5.15357679,5.51498247,0.43781959,0.05852599,0.01113856,0.81798850,2.25130396,1.94634282,0.06635612,2.05967329
-5.14757379,5.46990084,0.42129135,0.05860884,0.01173035,0.81465798,2.19114546,1.95339956,0.06807143,2.01512989
-5.14157079,5.42279653,0.40385329,0.05874836,0.01235894,0.81164071,2.12730586,1.96056714,0.06992493,1.96872143
-5.13556778,5.37639498,0.38588347,0.05898843,0.01302676,0.80938918,2.06123946,1.96842556,0.07194427,1.92190380
-5.12956478,5.33348731,0.36776376,0.05937625,0.01373613,0.80836084,1.99442785,1.97757254,0.07415572,1.87618053
-5.12356178,5.29686558,0.34987092,0.05996155,0.01448927,0.80900846,1.92834188,1.98860851,0.07658360,1.83306763
-5.11755878,5.26926237,0.33256828,0.06079559,0.01528821,0.81177108,1.86440666,2.00212284,0.07924968,1.79405958
-5.11155578,5.25329492,0.31619831,0.06193011,0.01613489,0.81706572,1.80397011,2.01868145,0.08217278,1.76059707
-5.10555278,5.25141397,0.30107608,0.06341611,0.01703105,0.82527949,1.74827588,2.03881547,0.08536839,1.73403675
-5.09954977,5.26585643,0.28748375,0.06530256,0.01797835,0.83676225,1.69844053,2.06301062,0.08884838,1.71562314
-5.09354677,5.29860109,0.27566602,0.06763490,0.01897828,0.85181929,1.65543497,2.09169700,0.09262068,1.70646256
-5.08754377,5.35132611,0.26582664,0.07045351,0.02003218,0.87070407,1.62006987,2.12523859,0.09668904,1.70749905
-5.08154077,5.42536742,0.25812569,0.07379200,0.02114118,0.89361071,1.59298452,2.16392224,0.10105265,1.71949202
-5.07553777,5.52167736,0.25267779,0.07767547,0.02230610,0.92066612,1.57463864,2.20794579,0.10570578,1.74299568
-5.06953477,5.64078335,0.24955104,0.08211878,0.02352738,0.95192190,1.56530674,2.25740524,0.11063730,1.77834014
-5.06353177,5.78274727,0.24876659,0.08712484,0.02480482,0.98734600,1.56507451,2.31228121,0.11583014,1.82561459
-5.05752876,5.94712668,0.25029895,0.09268304,0.02613747,1.02681465,1.57383720,2.37242512,0.12126067,1.88465285
-5.05152576,6.13293996,0.25407685,0.09876793,0.02752329,1.07010478,1.59129976,2.43754577,0.12689813,1.95502219
-5.04552276,6.33863804,0.25998478,0.10533815,0.02895896,1.11688771,1.61697899,2.50719740,0.13270397,2.03601603
-5.03951976,6.56208564,0.26786516,0.11233586,0.03043952,1.16672456,1.65020809,2.58077027,0.13863139,2.12665178
-5.03351676,6.80055555,0.27752123,0.11968658,0.03195816,1.21906436,1.69014386,2.65748501,0.14462498,2.22567466
-5.02751376,7.05073909,0.28872068,0.12729962,0.03350593,1.27324522,1.73577733,2.73639204,0.15062066,2.33156867
-5.02151076,7.30877561,0.30120004,0.13506917,0.03507156,1.32849943,1.78594814,2.81637698,0.15654586,2.44257547
-5.01550775,7.57030319,0.31466988,0.14287598,0.03664134,1.38396286,1.83936320,2.89617304,0.16232017,2.55672173
-5.00950475,7.83053173,0.32882074,0.15058971,0.03819909,1.43868887,1.89461988,2.97438088,0.16785633,2.67185521
-5.00350175,8.08433833,0.34332980,0.15807188,0.03972626,1.49166680,1.95023374,3.04949587,0.17306174,2.78568931
-4.99749875,8.32638346,0.35786806,0.16517929,0.04120214,1.54184480,2.00467057,3.11994260,0.17784036,2.89585517
-4.99149575,8.55124516,0.37210796,0.17176796,0.04260420,1.58815634,2.05638207,3.18411550,0.18209507,2.99996029
-4.98549275,8.75356682,0.38573123,0.17769725,0.04390856,1.62954962,2.10384440,3.24042441,0.18573031,3.09565159
-4.97948974,8.92821324,0.39843658,0.18283415,0.04509063,1.66501875,2.14559817,3.28734319,0.18865497,3.18068094
-4.97348674,9.07042842,0.40994711,0.18705749,0.04612573,1.69363549,2.18028870,3.32345929,0.19078550,3.25297040
-4.96748374,9.17598823,0.42001707,0.19026190,0.04698991,1.71457998,2.20670472,3.34752201,0.19204883,3.31067457
-4.96148074,9.24134061,0.42843764,0.19236139,0.04766073,1.72716911,2.22381386,3.35848702,0.19238525,3.35223721
-4.95547774,9.26372675,0.43504159,0.19329226,0.04811808,1.73088111,2.23079340,3.35555497,0.19175095,3.37643954
-4.94947474,9.24127688,0.43970649,0.19301536,0.04834497,1.72537511,2.22705476,3.33820201,0.19012004,3.38243787
-4.94347174,9.17307587,0.44235641,0.19151747,0.04832820,1.71050455,2.21226049,3.30620071,0.18748605,3.36978875
-4.93746873,9.05919520,0.44296195,0.18881177,0.04805898,1.68632384,2.18633286,3.25963027,0.18386274,3.33846034
-4.93146573,8.90068959,0.44153872,0.18493743,0.04753335,1.65308778,2.14945382,3.19887524,0.17928419,3.28882955
-4.92546273,8.69955839,0.43814424,0.17995824,0.04675249,1.61124379,2.10205604,3.12461312,0.17380410,3.22166494
-4.91945973,8.45867385,0.43287358,0.17396044,0.04572281,1.56141731,2.04480582,3.03779126,0.16749442,3.13809639
-4.91345673,8.18168009,0.42585381,0.16704981,0.04445584,1.50439109,1.97857859,2.93959446,0.16044330,3.03957318
-4.90745373,7.87286781,0.41723774,0.15934813,0.04296796,1.44107950,1.90442833,2.83140498,0.15275241,2.92781236
-4.90145073,7.53703140,0.40719715,0.15098932,0.04127996,1.37249899,1.82355262,2.71475704,0.14453390,2.80474030
-4.89544772,7.17931544,0.39591597,0.14211520,0.03941643,1.29973627,1.73725495,2.59128823,0.13590700,2.67243005
-4.88944472,6.80505807,0.38358360,0.13287131,0.03740503,1.22391567,1.64690628,2.46269018,0.12699449,2.53303754
-4.88344172,6.41963849,0.37038891,0.12340277,0.03527570,1.14616723,1.55390764,2.33066091,0.11791921,2.38873964
-4.87743872,6.02833520,0.35651498,0.11385046,0.03305975,1.06759676,1.45965543,2.19686097,0.10880069,2.24167640
-4.87143572,5.63620076,0.34213484,0.10434761,0.03078908,0.98925917,1.36551089,2.06287519,0.09975209,2.09390015
-4.86543272,5.24795736,0.32740842,0.09501697,0.02849527,0.91213605,1.27277478,1.93018145,0.09087760,1.94733279
-4.85942971,4.86791631,0.31248068,0.08596850,0.02620885,0.83711800,1.18266806,1.80012725,0.08227028,1.80373275
-4.85342671,4.49992275,0.29748089,0.07729783,0.02395862,0.76499219,1.09631881,1.67391458,0.07401044,1.66467212
-4.84742371,4.14732557,0.28252297,0.06908525,0.02177109,0.69643510,1.01475530,1.55259284,0.06616468,1.53152372
-4.84142071,3.81297103,0.26770679,0.06139550,0.01967004,0.63201026,0.93890470,1.43705932,0.05878537,1.40545788
-4.83541771,3.49921731,0.25312020,0.05427794,0.01767628,0.57217048,0.86959659,1.32806616,0.05191076,1.28744751
-4.82941471,3.20796633,0.23884141,0.04776741,0.01580744,0.51726376,0.80757018,1.22623245,0.04556552,1.17828019
-4.82341171,2.94070851,0.22494180,0.04188539,0.01407804,0.46754222,0.75348384,1.13206016,0.03976167,1.07857556
-4.81740870,2.69857578,0.21148860,0.03664149,0.01249952,0.42317298,0.70792574,1.04595210,0.03449984,0.98880603
-4.81140570,2.48239811,0.19854738,0.03203513,0.01108047,0.38425010,0.67142390,0.96823039,0.02977074,0.90931902
-4.80540270,2.29275895,0.18618416,0.02805737,0.00982694,0.35080671,0.64445458,0.89915406,0.02555679,0.84035900
-4.79939970,2.13004585,0.17446696,0.02469262,0.00874271,0.32282648,0.62744770,0.83893430,0.02183378,0.78208747
-4.79339670,1.99449260,0.16346669,0.02192041,0.00782970,0.30025372,0.62078840,0.78774643,0.01857248,0.73459988
-4.78739370,1.88621075,0.15325733,0.01971684,0.00708826,0.28300164,0.62481409,0.74573782,0.01574023,0.69793823
-4.78139070,1.80520865,0.14391541,0.01805592,0.00651755,0.27095841,0.63980678,0.71303128,0.01330234,0.67209884
-4.77538769,1.75139767,0.13551880,0.01691065,0.00611579,0.26399085,0.66598058,0.68972378,0.01122333,0.65703498
-4.76938469,1.72458571,0.12814489,0.01625377,0.00588051,0.26194576,0.70346503,0.67588080,0.00946801,0.65265449
-4.76338169,1.72445932,0.12186823,0.01605831,0.00580866,0.26464911,0.75228492,0.67152669,0.00800229,0.65881286
-4.75737869,1.75055638,0.11675783,0.01629781,0.00589672,0.27190340,0.81233773,0.67663179,0.00679388,0.67530253
-4.75137569,1.80223188,0.11287416,0.01694641,0.00614066,0.28348374,0.88337016,0.69109742,0.00581272,0.70183950
-4.74537269,1.87862004,0.11026604,0.01797863,0.00653589,0.29913306,0.96495530,0.71473963,0.00503130,0.73804844
-4.73936968,1.97859595,0.10896763,0.01936911,0.00707710,0.31855724,1.05647225,0.74727308,0.00442484,0.78344762
-4.73336668,2.10074057,0.10899549,0.02109220,0.00775807,0.34142065,1.15708982,0.78829637,0.00397125,0.83743528
-4.72736368,2.24331227,0.11034614,0.02312155,0.00857142,0.36734277,1.26575620,0.83727994,0.00365114,0.89927859
-4.72136068,2.40422845,0.11299387,0.02542969,0.00950841,0.39589653,1.38119598,0.89355781,0.00344766,0.96810669
-4.71535768,2.58105978,0.11688934,0.02798767,0.01055866,0.42660870,1.50191580,0.95632419,0.00334632,1.04290886
-4.70935468,2.77103961,0.12195873,0.03076492,0.01170996,0.45896275,1.62621956,1.02463584,0.00333480,1.12253868
-4.70335168,2.97108978,0.12810368,0.03372908,0.01294814,0.49240448,1.75223349,1.09742072,0.00340272,1.20572493
-4.69734867,3.17786367,0.13520212,0.03684619,0.01425696,0.52635027,1.87794108,1.17349329,0.00354147,1.29108915
-4.69134567,3.38780615,0.14310986,0.04008093,0.01561816,0.56019803,2.00122711,1.25157637,0.00374397,1.37717009
-4.68534267,3.59722921,0.15166312,0.04339716,0.01701153,0.59334043,2.11992964,1.33032934,0.00400455,1.46245424
-4.67933967,3.80240110,0.16068184,0.04675856,0.01841516,0.62517999,2.23189821,1.40838173,0.00431876,1.54541164
-4.67333667,3.99964579,0.16997374,0.05012944,0.01980578,0.65514547,2.33505603,1.48437135,0.00468327,1.62453566
-4.66733367,4.18544911,0.17933901,0.05347564,0.02115914,0.68270881,2.42746366,1.55698536,0.00509573,1.69838523
-4.66133067,4.35656684,0.18857555,0.05676559,0.02245061,0.70740183,2.50738135,1.62500286,0.00555471,1.76562767
-4.65532766,4.51013007,0.19748442,0.05997117,0.02365573,0.72883188,2.57332727,1.68733697,0.00605958,1.82508018
-4.64932466,4.64374279,0.20587551,0.06306872,0.02475087,0.74669567,2.62412875,1.74307450,0.00661042,1.87574812
-4.64332166,4.75556672,0.21357303,0.06603980,0.02571390,0.76079041,2.65896411,1.79151135,0.00720794,1.91685802
