energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,W_p_up,W_d_up,Zn_p_up,Zn_d_up
-5.44772386,0.53601815,0.00067178,0.04617114,0.12921452,0.00000000,0.20252648,0.29859267,0.04500878,0.00324902
-5.44172086,0.57386680,0.00072715,0.04851827,0.13818755,0.00000000,0.21744416,0.32236385,0.04396028,0.00324766
-5.43571786,0.61361550,0.00078779,0.05117970,0.14768578,0.00000000,0.23284156,0.34677291,0.04365014,0.00328826
-5.42971486,0.65441671,0.00085257,0.05407674,0.15749076,0.00000000,0.24842012,0.37138663,0.04395100,0.00336204
-5.42371186,0.69540880,0.00092032,0.05713168,0.16738082,0.00000000,0.26387717,0.39575682,0.04474767,0.00346070
-5.41770885,0.73573283,0.00098977,0.06026926,0.17713476,0.00000000,0.27891275,0.41943019,0.04593801,0.00357645
-5.41170585,0.77455064,0.00105964,0.06341809,0.18653592,0.00000000,0.29323683,0.44195902,0.04743360,0.00370211
-5.40570285,0.81106393,0.00112862,0.06651207,0.19537652,0.00000000,0.30657683,0.46291265,0.04916019,0.00383113
-5.39969985,0.84453369,0.00119542,0.06949182,0.20346212,0.00000000,0.31868515,0.48188915,0.05105793,0.00395765
-5.39369685,0.87429923,0.00125880,0.07230592,0.21061610,0.00000000,0.32934642,0.49852697,0.05308150,0.00407659
-5.38769385,0.89979610,0.00131762,0.07491201,0.21668403,0.00000000,0.33838413,0.51251582,0.05519994,0.00418362
-5.38169085,0.92057209,0.00137085,0.07727774,0.22153754,0.00000000,0.34566634,0.52360658,0.05739639,0.00427525
-5.37568784,0.93630046,0.00141762,0.07938134,0.22507774,0.00000000,0.35111026,0.53161958,0.05966750,0.00434884
-5.36968484,0.94678977,0.00145726,0.08121189,0.22723784,0.00000000,0.35468525,0.53645096,0.06202260,0.00440261
-5.36368184,0.95198970,0.00148931,0.08276931,0.22798493,0.00000000,0.35641427,0.53807667,0.06448259,0.00443567
-5.35767884,0.95199244,0.00151355,0.08406379,0.22732074,0.00000000,0.35637350,0.53655399,0.06707851,0.00444795
-5.35167584,0.94702939,0.00153004,0.08511497,0.22528132,0.00000000,0.35469011,0.53202033,0.06984976,0.00444023
-5.34567284,0.93746326,0.00153908,0.08595065,0.22193570,0.00000000,0.35153821,0.52468933,0.07284211,0.00441404
-5.33966983,0.92377563,0.00154124,0.08660519,0.21738345,0.00000000,0.34713313,0.51484448,0.07610531,0.00437160
-5.33366683,0.90655058,0.00153733,0.08711760,0.21175130,0.00000000,0.34172417,0.50283026,0.07969065,0.00431575
-5.32766383,0.88645479,0.00152840,0.08752943,0.20518890,0.00000000,0.33558613,0.48904142,0.08364816,0.00424982
-5.32166083,0.86421517,0.00151570,0.08788255,0.19786398,0.00000000,0.32900986,0.47391056,0.08802396,0.00417752
-5.31565783,0.84059462,0.00150062,0.08821690,0.18995699,0.00000000,0.32229234,0.45789472,0.09285749,0.00410277
-5.30965483,0.81636717,0.00148470,0.08856832,0.18165555,0.00000000,0.31572650,0.44146137,0.09817898,0.00402965
-5.30365183,0.79229335,0.00146951,0.08896664,0.17314885,0.00000000,0.30959137,0.42507444,0.10400711,0.00396215
-5.29764882,0.76909691,0.00145666,0.08943396,0.16462236,0.00000000,0.30414271,0.40918087,0.11034708,0.00390414
-5.29164582,0.74744367,0.00144772,0.08998341,0.15625283,0.00000000,0.29960478,0.39419827,0.11718919,0.00385915
-5.28564282,0.72792344,0.00144416,0.09061834,0.14820410,0.00000000,0.29616324,0.38050401,0.12450790,0.00383034
-5.27963982,0.71103562,0.00144733,0.09133198,0.14062351,0.00000000,0.29395973,0.36842627,0.13226164,0.00382033
-5.27363682,0.69717901,0.00145842,0.09210761,0.13363934,0.00000000,0.29308809,0.35823723,0.14039322,0.00383119
-5.26763382,0.68664607,0.00147837,0.09291931,0.12735920,0.00000000,0.29359255,0.35014857,0.14883107,0.00386434
-5.26163082,0.67962178,0.00150793,0.09373310,0.12186936,0.00000000,0.29546775,0.34430951,0.15749107,0.00392057
-5.25562781,0.67618703,0.00154759,0.09450855,0.11723516,0.00000000,0.29866071,0.34080719,0.16627919,0.00400002
-5.24962481,0.67632614,0.00159759,0.09520077,0.11350235,0.00000000,0.30307464,0.33966939,0.17509468,0.00410220
-5.24362181,0.67993823,0.00165792,0.09576254,0.11069917,0.00000000,0.30857426,0.34086937,0.18383375,0.00422611
-5.23761881,0.68685165,0.00172837,0.09614669,0.10883930,0.00000000,0.31499265,0.34433248,0.19239372,0.00437026
-5.23161581,0.69684086,0.00180852,0.09630847,0.10792521,0.00000000,0.32213920,0.34994433,0.20067735,0.00453280
-5.22561281,0.70964492,0.00189779,0.09620787,0.10795198,0.00000000,0.32980830,0.35755991,0.20859728,0.00471168
-5.21960980,0.72498671,0.00199550,0.09581169,0.10891126,0.00000000,0.33778860,0.36701344,0.21608036,0.00490470
-5.21360680,0.74259189,0.00210088,0.09509544,0.11079517,0.00000000,0.34587227,0.37812831,0.22307170,0.00510973
-5.20760380,0.76220699,0.00221317,0.09404483,0.11360002,0.00000000,0.35386404,0.39072681,0.22953827,0.00532482
-5.20160080,0.78361544,0.00233165,0.09265684,0.11732953,0.00000000,0.36158958,0.40463912,0.23547183,0.00554832
-5.19559780,0.80665111,0.00245567,0.09094042,0.12199747,0.00000000,0.36890289,0.41971116,0.24089114,0.00577899
-5.18959480,0.83120854,0.00258473,0.08891662,0.12762950,0.00000000,0.37569241,0.43581102,0.24584311,0.00601615
-5.18359180,0.85724940,0.00271852,0.08661839,0.13426415,0.00000000,0.38188558,0.45283363,0.25040310,0.00625965
-5.17758879,0.88480485,0.00285692,0.08408983,0.14195269,0.00000000,0.38745172,0.47070345,0.25467397,0.00651002
-5.17158579,0.91397364,0.00300006,0.08138510,0.15075806,0.00000000,0.39240291,0.48937514,0.25878406,0.00676840
-5.16558279,0.94491586,0.00314829,0.07856694,0.16075260,0.00000000,0.39679309,0.50883208,0.26288401,0.00703651
-5.15957979,0.97784262,0.00330222,0.07570497,0.17201488,0.00000000,0.40071508,0.52908291,0.26714255,0.00731662
-5.15357679,1.01300201,0.00346267,0.07287364,0.18462540,0.00000000,0.40429596,0.55015611,0.27174121,0.00761141
-5.14757379,1.05066177,0.00363068,0.07015012,0.19866164,0.00000000,0.40769063,0.57209307,0.27686822,0.00792385
-5.14157079,1.09108952,0.00380743,0.06761203,0.21419237,0.00000000,0.41107408,0.59493973,0.28271169,0.00825701
-5.13556778,1.13453110,0.00399420,0.06533519,0.23127149,0.00000000,0.41463250,0.61873742,0.28945228,0.00861390
-5.12956478,1.18118827,0.00419235,0.06339132,0.24993185,0.00000000,0.41855366,0.64351312,0.29725559,0.00899723
-5.12356178,1.23119641,0.00440320,0.06184592,0.27017901,0.00000000,0.42301699,0.66926982,0.30626457,0.00940925
-5.11755878,1.28460344,0.00462803,0.06075626,0.29198548,0.00000000,0.42818365,0.69597727,0.31659216,0.00985150
-5.11155578,1.34135093,0.00486797,0.06016949,0.31528571,0.00000000,0.43418722,0.72356376,0.32831453,0.01032464
-5.10555278,1.40125828,0.00512397,0.06012115,0.33997197,0.00000000,0.44112522,0.75190931,0.34146508,0.01082827
-5.09954977,1.46401098,0.00539675,0.06063384,0.36589158,0.00000000,0.44905210,0.78084060,0.35602963,0.01136080
-5.09354677,1.52915358,0.00568678,0.06171626,0.39284564,0.00000000,0.45797376,0.81012818,0.37194297,0.01191936
-5.08754377,1.59608811,0.00599428,0.06336267,0.42058941,0.00000000,0.46784422,0.83948601,0.38908698,0.01249973
-5.08154077,1.66407823,0.00631924,0.06555268,0.44883459,0.00000000,0.47856438,0.86857359,0.40729060,0.01309637
-5.07553777,1.73225941,0.00666144,0.06825152,0.47725343,0.00000000,0.48998315,0.89700077,0.42633165,0.01370245
-5.06953477,1.79965503,0.00702057,0.07141076,0.50548470,0.00000000,0.50190098,0.92433505,0.44594070,0.01430999
-5.06353177,1.86519817,0.00739629,0.07496943,0.53314154,0.00000000,0.51407563,0.95011142,0.46580681,0.01491004
-5.05752876,1.92775841,0.00778839,0.07885564,0.55982071,0.00000000,0.52623012,0.97384418,0.48558517,0.01549286
-5.05152576,1.98617304,0.00819691,0.08298855,0.58511334,0.00000000,0.53806242,0.99504060,0.50490645,0.01604825
-5.04552276,2.03928142,0.00862233,0.08728080,0.60861648,0.00000000,0.54925670,1.01321582,0.52338746,0.01656578
-5.03951976,2.08596143,0.00906573,0.09164112,0.62994534,0.00000000,0.55949549,1.02790838,0.54064288,0.01703519
-5.03351676,2.12516652,0.00952896,0.09597724,0.64874550,0.00000000,0.56847234,1.03869594,0.55629767,0.01744669
-5.02751376,2.15596197,0.01001477,0.10019890,0.66470481,0.00000000,0.57590442,1.04521037,0.56999952,0.01779131
-5.02151076,2.17755871,0.01052696,0.10422084,0.67756432,0.00000000,0.58154435,1.04715167,0.58143099,0.01806120
-5.01550775,2.18934335,0.01107044,0.10796568,0.68712784,0.00000000,0.58519087,1.04430015,0.59032076,0.01824997
-5.00950475,2.19090296,0.01165122,0.11136654,0.69326961,0.00000000,0.58669772,1.03652618,0.59645345,0.01835288
-5.00350175,2.18204340,0.01227641,0.11436931,0.69593973,0.00000000,0.58598027,1.02379721,0.59967765,0.01836709
-4.99749875,2.16280039,0.01295404,0.11693440,0.69516710,0.00000000,0.58301958,1.00618161,0.59991164,0.01829174
-4.99149575,2.13344251,0.01369285,0.11903794,0.69105949,0.00000000,0.57786372,0.98384921,0.59714663,0.01812801
-4.98549275,2.09446600,0.01450198,0.12067229,0.68380092,0.00000000,0.57062611,0.95706843,0.59144725,0.01787914
-4.97948974,2.04658143,0.01539057,0.12184594,0.67364617,0.00000000,0.56148103,0.92620007,0.58294930,0.01755028
-4.97348674,1.99069268,0.01636730,0.12258265,0.66091276,0.00000000,0.55065651,0.89168812,0.57185481,0.01714836
-4.96748374,1.92786911,0.01743984,0.12291994,0.64597062,0.00000000,0.53842480,0.85404790,0.55842460,0.01668182
-4.96148074,1.85931222,0.01861424,0.12290706,0.62922992,0.00000000,0.52509112,0.81385196,0.54296877,0.01616037
-4.95547774,1.78631801,0.01989441,0.12260237,0.61112757,0.00000000,0.51098093,0.77171451,0.52583540,0.01559458
-4.94947474,1.71023688,0.02128147,0.12207046,0.59211298,0.00000000,0.49642664,0.72827496,0.50739820,0.01499562
-4.94347174,1.63243280,0.02277324,0.12137903,0.57263366,0.00000000,0.48175425,0.68418111,0.48804345,0.01437480
-4.93746873,1.55424338,0.02436379,0.12059567,0.55312141,0.00000000,0.46727059,0.64007294,0.46815707,0.01374326
-4.93146573,1.47694263,0.02604310,0.11978490,0.53397949,0.00000000,0.45325192,0.59656732,0.44811216,0.01311161
-4.92546273,1.40170794,0.02779685,0.11900534,0.51557155,0.00000000,0.43993432,0.55424440,0.42825780,0.01248962
-4.91945973,1.32959237,0.02960638,0.11830743,0.49821266,0.00000000,0.42750630,0.51363601,0.40890938,0.01188596
-4.91345673,1.26150340,0.03144891,0.11773165,0.48216267,0.00000000,0.41610421,0.47521631,0.39034092,0.01130802
-4.90745373,1.19818855,0.03329781,0.11730734,0.46762233,0.00000000,0.40581028,0.43939512,0.37277968,0.01076175
-4.90145073,1.14022825,0.03512320,0.11705227,0.45473210,0.00000000,0.39665367,0.40651361,0.35640304,0.01025160
-4.89544772,1.08803568,0.03689270,0.11697287,0.44357356,0.00000000,0.38861421,0.37684268,0.34133789,0.00978054
-4.88944472,1.04186318,0.03857226,0.11706506,0.43417333,0.00000000,0.38162865,0.35058347,0.32766212,0.00935008
-4.88344172,1.00181438,0.04012725,0.11731579,0.42650907,0.00000000,0.37559906,0.32786997,0.31540828,0.00896042
-4.87743872,0.96786116,0.04152350,0.11770495,0.42051723,0.00000000,0.37040282,0.30877336,0.30456886,0.00861063
-4.87143572,0.93986408,0.04272852,0.11820775,0.41610205,0.00000000,0.36590376,0.29330753,0.29510291,0.00829879
-4.86543272,0.91759510,0.04371259,0.11879721,0.41314523,0.00000000,0.36196363,0.28143566,0.28694361,0.00802227
-4.85942971,0.90076140,0.04444984,0.11944681,0.41151589,0.00000000,0.35845354,0.27307726,0.28000624,0.00777794
-4.85342671,0.88902891,0.04491920,0.12013298,0.41108015,0.00000000,0.35526452,0.26811545,0.27419616,0.00756240
-4.84742371,0.88204451,0.04510521,0.12083743,0.41171005,0.00000000,0.35231680,0.26640412,0.26941648,0.00737219
-4.84142071,0.87945606,0.04499860,0.12154904,0.41329132,0.00000000,0.34956722,0.26777484,0.26557492,0.00720399
-4.83541771,0.88092944,0.04459663,0.12226536,0.41572967,0.00000000,0.34701448,0.27204320,0.26258976,0.00705479
-4.82941471,0.88616215,0.04390324,0.12299354,0.41895555,0.00000000,0.34470191,0.27901455,0.26039442,0.00692200
-4.82341171,0.89489308,0.04292887,0.12375068,0.42292717,0.00000000,0.34271764,0.28848909,0.25894088,0.00680352
-4.81740870,0.90690869,0.04169014,0.12456362,0.42763171,0.00000000,0.34119214,0.30026630,0.25820155,0.00669782
-4.81140570,0.92204528,0.04020917,0.12546814,0.43308491,0.00000000,0.34029326,0.31414859,0.25816988,0.00660394
-4.80540270,0.94018808,0.03851287,0.12650762,0.43932915,0.00000000,0.34021909,0.32994437,0.25885957,0.00652142
-4.79939970,0.96126719,0.03663196,0.12773133,0.44643009,0.00000000,0.34118883,0.34747055,0.26030273,0.00645028
-4.79339670,0.98525108,0.03459994,0.12919231,0.45447224,0.00000000,0.34343224,0.36655429,0.26254697,0.00639094
-4.78739370,1.01213807,0.03245199,0.13094499,0.46355354,0.00000000,0.34717811,0.38703441,0.26565169,0.00634407
-4.78139070,1.04194634,0.03022388,0.13304275,0.47377936,0.00000000,0.35264233,0.40876199,0.26968385,0.00631054
-4.77538769,1.07470289,0.02795091,0.13553544,0.48525602,0.00000000,0.36001602,0.43160064,0.27471326,0.00629127
-4.76938469,1.11043213,0.02566696,0.13846702,0.49808404,0.00000000,0.36945445,0.45542603,0.28080772,0.00628712
-4.76338169,1.14914434,0.02340362,0.14187340,0.51235144,0.00000000,0.38106710,0.48012488,0.28802818,0.00629879
-4.75737869,1.19082453,0.02118949,0.14578064,0.52812716,0.00000000,0.39490943,0.50559347,0.29642406,0.00632675
-4.75137569,1.23542206,0.01904966,0.15020357,0.54545479,0.00000000,0.41097672,0.53173544,0.30602884,0.00637112
-4.74537269,1.28284130,0.01700534,0.15514483,0.56434685,0.00000000,0.42920029,0.55845927,0.31685632,0.00643168
-4.73936968,1.33293379,0.01507364,0.16059446,0.58477970,0.00000000,0.44944639,0.58567528,0.32889726,0.00650779
-4.73336668,1.38549211,0.01326758,0.16653010,0.60668926,0.00000000,0.47151765,0.61329251,0.34211699,0.00659838
-4.72736368,1.44024587,0.01159617,0.17291763,0.62996775,0.00000000,0.49515738,0.64121554,0.35645376,0.00670200
-4.72136068,1.49686007,0.01006466,0.17971245,0.65446165,0.00000000,0.52005629,0.66934155,0.37181807,0.00681678
-4.71535768,1.55493613,0.00867487,0.18686121,0.67997094,0.00000000,0.54586163,0.69755797,0.38809311,0.00694055
-4.70935468,1.61401587,0.00742559,0.19430394,0.70624995,0.00000000,0.57218829,0.72574083,0.40513626,0.00707086
-4.70335168,1.67358854,0.00631308,0.20197661,0.73300982,0.00000000,0.59863148,0.75375432,0.42278177,0.00720508
-4.69734867,1.73310116,0.00533147,0.20981392,0.75992275,0.00000000,0.62478050,0.78145157,0.44084457,0.00734044
-4.69134567,1.79197188,0.00447332,0.21775218,0.78662812,0.00000000,0.65023309,0.80867706,0.45912527,0.00747419
-4.68534267,1.84960643,0.00373003,0.22573229,0.81274037,0.00000000,0.67460981,0.83527063,0.47741605,0.00760364
-4.67933967,1.90541725,0.00309230,0.23370264,0.83785858,0.00000000,0.69756781,0.86107316,0.49550753,0.00772630
-4.67333667,1.95884463,0.00255045,0.24162175,0.86157756,0.00000000,0.71881360,0.88593380,0.51319621,0.00783995
-4.66733367,2.00937940,0.00209484,0.24946061,0.88350008,0.00000000,0.73811414,0.90971855,0.53029234,0.00794276
-4.66133067,2.05658604,0.00171605,0.25720459,0.90324993,0.00000000,0.75530605,0.93231975,0.54662781,0.00803332
-4.65532766,2.10012544,0.00140515,0.26485484,0.92048521,0.00000000,0.77030233,0.95366612,0.56206374,0.00811075
-4.64932466,2.13977587,0.00115385,0.27242907,0.93491130,0.00000000,0.78309647,0.97373264,0.57649732,0.00817474
-4.64332166,2.17545116,0.00095459,0.27996165,0.94629303,0.00000000,0.79376377,0.99254975,0.58986757,0.00822559
