energy_ev,total_up,As_p_up,As_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-6.00000000,5.57887649,2.89440439,0.00000000,5.42038817,3.22817424,0.80164905,0.00000000
-5.99399700,5.64870939,2.93819272,0.00000000,5.54075088,3.26365996,0.79784785,0.00000000
-5.98799400,5.70591002,2.97376406,0.00000000,5.64402736,3.29303709,0.79309873,0.00000000
-5.98199100,5.74996980,3.00076097,0.00000000,5.72977672,3.31599184,0.78736366,0.00000000
-5.97598799,5.78076833,3.01902155,0.00000000,5.79800434,3.33240053,0.78067185,0.00000000
-5.96998499,5.79857007,3.02858007,0.00000000,5.84915487,3.34233004,0.77311901,0.00000000
-5.96398199,5.80400765,3.02966100,0.00000000,5.88409078,3.34603151,0.76486384,0.00000000
-5.95797899,5.79805261,3.02266695,0.00000000,5.90405793,3.34392778,0.75612220,0.00000000
-5.95197599,5.78197550,3.00816111,0.00000000,5.91064013,3.33659533,0.74715940,0.00000000
-5.94597299,5.75729751,2.98684500,0.00000000,5.90570504,3.32474158,0.73828082,0.00000000
-5.93996998,5.72573600,2.95953266,0.00000000,5.89134421,3.30917885,0.72982177,0.00000000
-5.93396698,5.68914661,2.92712248,0.00000000,5.86980990,3.29079606,0.72213678,0.00000000
-5.92796398,5.64946439,2.89056779,0.00000000,5.84345130,3.27052951,0.71558900,0.00000000
-5.92196098,5.60864646,2.85084745,0.00000000,5.81465254,3.24933377,0.71054016,0.00000000
-5.91595798,5.56861793,2.80893751,0.00000000,5.78577425,3.22815383,0.70734138,0.00000000
-5.90995498,5.53122287,2.76578490,0.00000000,5.75910011,3.20789925,0.70632503,0.00000000
-5.90395198,5.49818119,2.72228380,0.00000000,5.73678904,3.18942095,0.70779797,0.00000000
-5.89794897,5.47105189,2.67925523,0.00000000,5.72083330,3.17349096,0.71203596,0.00000000
-5.89194597,5.45120283,2.63743013,0.00000000,5.71302218,3.16078531,0.71927918,0.00000000
-5.88594297,5.43978646,2.59743608,0.00000000,5.71491061,3.15186988,0.72972876,0.00000000
-5.87993997,5.43772075,2.55978740,0.00000000,5.72779181,3.14718920,0.74354391,0.00000000
-5.87393697,5.44567450,2.52487862,0.00000000,5.75267304,3.14705761,0.76083937,0.00000000
-5.86793397,5.46405603,2.49298078,0.00000000,5.79025369,3.15165269,0.78168292,0.00000000
-5.86193097,5.49300441,2.46424048,0.00000000,5.84090508,3.16101042,0.80609266,0.00000000
