energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.16540438,0.11134613,0.00157619,0.01380818,0.74938178,0.49056324,0.46043736
-5.99399700,1.21251623,0.11703534,0.00165787,0.01407846,0.77941393,0.51251932,0.47855390
-5.98799400,1.25711861,0.12270132,0.00174046,0.01428143,0.80755374,0.53381148,0.49551714
-5.98199100,1.29861118,0.12831863,0.00182342,0.01441290,0.83337097,0.55412190,0.51108054
-5.97598799,1.33649404,0.13387285,0.00190625,0.01447045,0.85649638,0.57317279,0.52503493
-5.96998499,1.37038012,0.13936163,0.00198853,0.01445355,0.87663047,0.59073388,0.53721319
-5.96398199,1.40000469,0.14479519,0.00206991,0.01436350,0.89355055,0.60662878,0.54749406
-5.95797899,1.42523171,0.15019650,0.00215009,0.01420341,0.90711592,0.62073981,0.55580474
-5.95197599,1.44605666,0.15560078,0.00222886,0.01397805,0.91727109,0.63301122,0.56212242
-5.94597299,1.46260579,0.16105470,0.00230608,0.01369372,0.92404673,0.64345062,0.56647448
-5.93996998,1.47513164,0.16661492,0.00238166,0.01335804,0.92755832,0.65212835,0.56893748
-5.93396698,1.48400485,0.17234627,0.00245561,0.01297966,0.92800248,0.65917485,0.56963482
-5.92796398,1.48970238,0.17831942,0.00252798,0.01256806,0.92565098,0.66477584,0.56873317
-5.92196098,1.49279236,0.18460830,0.00259891,0.01213323,0.92084244,0.66916559,0.56643770
-5.91595798,1.49391585,0.19128713,0.00266860,0.01168539,0.91397206,0.67261819,0.56298618
-5.90995498,1.49376608,0.19842729,0.00273732,0.01123471,0.90547942,0.67543714,0.55864211
-5.90395198,1.49306561,0.20609416,0.00280536,0.01079102,0.89583482,0.67794359,0.55368707
-5.89794897,1.49254208,0.21434391,0.00287310,0.01036360,0.88552444,0.68046354,0.54841237
-5.89194597,1.49290333,0.22322046,0.00294092,0.00996093,0.87503484,0.68331451,0.54311041
-5.88594297,1.49481266,0.23275273,0.00300923,0.00959049,0.86483721,0.68679211,0.53806575
-5.87993997,1.49886512,0.24295224,0.00307845,0.00925861,0.85537200,0.69115714,0.53354642
-5.87393697,1.50556553,0.25381117,0.00314897,0.00897037,0.84703432,0.69662367,0.52979555
-5.86793397,1.51530928,0.26530112,0.00322114,0.00872952,0.84016084,0.70334870,0.52702367
-5.86193097,1.52836647,0.27737234,0.00329524,0.00853840,0.83501853,0.71142386,0.52540193
-5.85592796,1.54487020,0.28995381,0.00337147,0.00839798,0.83179573,0.72086956,0.52505658
-5.84992496,1.56480947,0.30295399,0.00344991,0.00830789,0.83059604,0.73163194,0.52606471
-5.84392196,1.58802714,0.31626224,0.00353052,0.00826649,0.83143516,0.74358281,0.52845172
-5.83791896,1.61422309,0.32975099,0.00361310,0.00827098,0.83424100,0.75652269,0.53219040
-5.83191596,1.64296257,0.34327846,0.00369728,0.00831751,0.83885700,0.77018682,0.53720188
-5.82591296,1.67368960,0.35669186,0.00378251,0.00840138,0.84504869,0.78425404,0.54335826
-5.81990995,1.70574489,0.36983108,0.00386810,0.00851719,0.85251321,0.79835809,0.55048713
-5.81390695,1.73838774,0.38253248,0.00395315,0.00865905,0.86089143,0.81210099,0.55837759
-5.80790395,1.77082100,0.39463291,0.00403664,0.00882078,0.86978231,0.82506777,0.56678769
-5.80190095,1.80221827,0.40597357,0.00411742,0.00899611,0.87875884,0.83684211,0.57545309
-5.79589795,1.83175221,0.41640381,0.00419420,0.00917888,0.88738496,0.84702207,0.58409648
-5.78989495,1.85862286,0.42578452,0.00426568,0.00936329,0.89523277,0.85523521,0.59243753
-5.78389195,1.88208490,0.43399113,0.00433050,0.00954399,0.90189935,0.86115260,0.60020293
-5.77788894,1.90147268,0.44091616,0.00438735,0.00971631,0.90702236,0.86450093,0.60713612
-5.77188594,1.91622227,0.44647118,0.00443496,0.00987635,0.91029402,0.86507234,0.61300634
-5.76588294,1.92588942,0.45058825,0.00447220,0.01002108,0.91147259,0.86273156,0.61761668
-5.75987994,1.93016307,0.45322082,0.00449809,0.01014839,0.91039118,0.85742006,0.62081071
-5.75387694,1.92887380,0.45434405,0.00451186,0.01025712,0.90696332,0.84915713,0.62247753
-5.74787394,1.92199704,0.45395475,0.00451296,0.01034702,0.90118534,0.83803804,0.62255505
-5.74187094,1.90965122,0.45207085,0.00450112,0.01041870,0.89313526,0.82422919,0.62103128
-5.73586793,1.89209086,0.44873056,0.00447633,0.01047351,0.88296861,0.80796094,0.61794387
-5.72986493,1.86969531,0.44399130,0.00443885,0.01051340,0.87091124,0.78951815,0.61337765
-5.72386193,1.84295366,0.43792833,0.00438925,0.01054080,0.85724968,0.76922927,0.60746061
-5.71785893,1.81244664,0.43063334,0.00432834,0.01055841,0.84231948,0.74745430,0.60035845
-5.71185593,1.77882635,0.42221284,0.00425716,0.01056902,0.82649222,0.72457232,0.59226798
-5.70585293,1.74279497,0.41278653,0.00417699,0.01057536,0.81016182,0.70096915,0.58340976
-5.69984992,1.70508310,0.40248555,0.00408924,0.01057989,0.79373082,0.67702566,0.57402034
-5.69384692,1.66642899,0.39145077,0.00399548,0.01058466,0.77759726,0.65310718,0.56434453
-5.68784392,1.62755924,0.37983089,0.00389733,0.01059124,0.76214286,0.62955453,0.55462801
-5.68184092,1.58917185,0.36778067,0.00379646,0.01060055,0.74772284,0.60667682,0.54511057
-5.67583792,1.55192216,0.35545899,0.00369452,0.01061291,0.73465790,0.58474632,0.53602043
-5.66983492,1.51641197,0.34302697,0.00359312,0.01062796,0.72322856,0.56399540,0.52756970
-5.66383192,1.48318229,0.33064606,0.00349378,0.01064475,0.71367198,0.54461564,0.51995107
-5.65782891,1.45270940,0.31847617,0.00339790,0.01066181,0.70618120,0.52675879,0.51333597
-5.65182591,1.42540435,0.30667382,0.00330674,0.01067725,0.70090667,0.51053949,0.50787394
-5.64582291,1.40161526,0.29539040,0.00322143,0.01068892,0.69795964,0.49603939,0.50369323
-5.63981991,1.38163211,0.28477056,0.00314293,0.01069455,0.69741717,0.48331227,0.50090232
-5.63381691,1.36569322,0.27495067,0.00307206,0.01069196,0.69932800,0.47238983,0.49959214
-5.62781391,1.35399279,0.26605753,0.00300949,0.01067920,0.70371899,0.46328763,0.49983872
-5.62181091,1.34668862,0.25820715,0.00295577,0.01065471,0.71060135,0.45601078,0.50170581
-5.61580790,1.34390929,0.25150370,0.00291136,0.01061748,0.71997625,0.45055912,0.50524728
-5.60980490,1.34576013,0.24603864,0.00287660,0.01056717,0.73183917,0.44693128,0.51050894
-5.60380190,1.35232715,0.24188986,0.00285179,0.01050418,0.74618275,0.44512765,0.51752940
-5.59779890,1.36367868,0.23912092,0.00283715,0.01042968,0.76299767,0.44515184,0.52634001
-5.59179590,1.37986425,0.23778031,0.00283289,0.01034567,0.78227156,0.44701065,0.53696353
-5.58579290,1.40091059,0.23790062,0.00283918,0.01025488,0.80398582,0.45071255,0.54941159
-5.57978989,1.42681492,0.23949768,0.00285615,0.01016076,0.82811054,0.45626468,0.56368113
-5.57378689,1.45753580,0.24256965,0.00288392,0.01006734,0.85459779,0.46366875,0.57974979
-5.56778389,1.49298213,0.24709594,0.00292255,0.00997913,0.88337376,0.47291588,0.59757066
-5.56178089,1.53300087,0.25303620,0.00297206,0.00990092,0.91433022,0.48398099,0.61706672
-5.55577789,1.57736453,0.26032922,0.00303237,0.00983769,0.94731603,0.49681695,0.63812532
-5.54977489,1.62575934,0.26889196,0.00310330,0.00979437,0.98212927,0.51134902,0.66059328
-5.54377189,1.67777508,0.27861885,0.00318454,0.00977570,1.01851073,0.52747001,0.68427287
-5.53776888,1.73289765,0.28938129,0.00327562,0.00978609,1.05613947,0.54503654,0.70891939
-5.53176588,1.79050530,0.30102769,0.00337587,0.00982942,1.09463089,0.56386686,0.73424045
-5.52576288,1.84986933,0.31338414,0.00348443,0.00990896,1.13353796,0.58374039,0.75989751
-5.51975988,1.91015988,0.32625569,0.00360021,0.01002721,1.17235567,0.60439936,0.78550972
-5.51375688,1.97045712,0.33942853,0.00372188,0.01018588,1.21052918,0.62555258,0.81066031
-5.50775388,2.02976802,0.35267304,0.00384791,0.01038574,1.24746529,0.64688128,0.83490535
-5.50175088,2.08704832,0.36574768,0.00397655,0.01062668,1.28254716,0.66804710,0.85778476
-5.49574787,2.14122935,0.37840386,0.00410586,0.01090763,1.31515186,0.68870177,0.87883526
-5.48974487,2.19124871,0.39039145,0.00423379,0.01122660,1.34467002,0.70849830,0.89760476
-5.48374187,2.23608391,0.40146509,0.00435816,0.01158073,1.37052690,0.72710322,0.91366769
-5.47773887,2.27478742,0.41139086,0.00447680,0.01196629,1.39220401,0.74420931,0.92664061
-5.47173587,2.30652197,0.41995320,0.00458755,0.01237884,1.40926028,0.75954839,0.93619737
-5.46573287,2.33059436,0.42696180,0.00468838,0.01281325,1.42135190,0.77290345,0.94208320
-5.45972986,2.34648630,0.43225817,0.00477743,0.01326386,1.42824979,0.78411967,0.94412704
-5.45372686,2.35388094,0.43572158,0.00485315,0.01372458,1.42985402,0.79311373,0.94225148
-5.44772386,2.35268361,0.43727410,0.00491428,0.01418901,1.42620420,0.79988094,0.93647981
-5.44172086,2.34303581,0.43688453,0.00496001,0.01465065,1.41748552,0.80449973,0.92693983
-5.43571786,2.32532150,0.43457089,0.00498999,0.01510298,1.40402984,0.80713329,0.91386409
-5.42971486,2.30016538,0.43040149,0.00500438,0.01553968,1.38631174,0.80802803,0.89758660
-5.42371186,2.26842274,0.42449432,0.00500388,0.01595474,1.36493956,0.80750886,0.87853594
