energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-5.57978989,1.82879905,0.00308885,0.15328728,0.46001573,0.21542400,0.56652311,1.06531340,0.46702509,0.00000000
-5.57378689,1.81229506,0.00308882,0.15243280,0.46322427,0.20852139,0.56426564,1.05827991,0.46351337,0.00000000
-5.56778389,1.79633597,0.00308417,0.15159045,0.46555610,0.20190677,0.56195907,1.05156991,0.45983759,0.00000000
-5.56178089,1.78069563,0.00307459,0.15073386,0.46682458,0.19558107,0.55956846,1.04510293,0.45589729,0.00000000
-5.55577789,1.76530111,0.00306025,0.14985018,0.46689089,0.18955832,0.55712423,1.03888867,0.45163680,0.00000000
-5.54977489,1.75023395,0.00304175,0.14893978,0.46566605,0.18386418,0.55471492,1.03303062,0.44704421,0.00000000
-5.54377189,1.73572460,0.00302005,0.14801527,0.46311098,0.17853402,0.55247755,1.02772545,0.44214865,0.00000000
-5.53776888,1.72214016,0.00299642,0.14709975,0.45923486,0.17361060,0.55058597,1.02325822,0.43701624,0.00000000
-5.53176588,1.70996603,0.00297238,0.14622448,0.45409164,0.16914137,0.54923758,1.01999356,0.43174457,0.00000000
-5.52576288,1.69978229,0.00294959,0.14542601,0.44777501,0.16517576,0.54863909,1.01836308,0.42645633,0.00000000
-5.51975988,1.69223594,0.00292982,0.14474302,0.44041208,0.16176240,0.54899190,1.01884959,0.42129219,0.00000000
-5.51375688,1.68801018,0.00291485,0.14421299,0.43215613,0.15894647,0.55047774,1.02196857,0.41640332,0.00000000
-5.50775388,1.68779213,0.00290642,0.14386891,0.42317867,0.15676739,0.55324529,1.02824778,0.41194399,0.00000000
-5.50175088,1.69224043,0.00290619,0.14373625,0.41366150,0.15525688,0.55739852,1.03820559,0.40806454,0.00000000
-5.49574787,1.70195407,0.00291561,0.14383039,0.40378879,0.15443744,0.56298709,1.05232888,0.40490503,0.00000000
-5.48974487,1.71744383,0.00293598,0.14415461,0.39373986,0.15432148,0.56999964,1.07105144,0.40258990,0.00000000
-5.48374187,1.73910739,0.00296832,0.14469889,0.38368284,0.15491096,0.57836004,1.09473346,0.40122385,0.00000000
-5.47773887,1.76720917,0.00301339,0.14543942,0.37376946,0.15619757,0.58792700,1.12364303,0.40088905,0.00000000
-5.47173587,1.80186559,0.00307167,0.14633916,0.36413116,0.15816352,0.59849702,1.15794026,0.40164372,0.00000000
-5.46573287,1.84303624,0.00314335,0.14734911,0.35487664,0.16078274,0.60981056,1.19766464,0.40352209,0.00000000
-5.45972986,1.89052110,0.00322828,0.14841051,0.34609084,0.16402244,0.62156116,1.24272614,0.40653565,0.00000000
-5.45372686,1.94396385,0.00332606,0.14945770,0.33783520,0.16784501,0.63340706,1.29290034,0.41067538,0.00000000
-5.44772386,2.00286088,0.00343596,0.15042155,0.33014916,0.17220988,0.64498477,1.34782799,0.41591489,0.00000000
-5.44172086,2.06657538,0.00355700,0.15123332,0.32305259,0.17707551,0.65592392,1.40701895,0.42221407,0.00000000
-5.43571786,2.13435600,0.00368792,0.15182861,0.31654895,0.18240117,0.66586262,1.46986048,0.42952292,0.00000000
-5.42971486,2.20535890,0.00382724,0.15215140,0.31062885,0.18814840,0.67446267,1.53562975,0.43778542,0.00000000
-5.42371186,2.27867249,0.00397323,0.15215775,0.30527386,0.19428211,0.68142385,1.60351012,0.44694296,0.00000000
-5.41770885,2.35334357,0.00412397,0.15181908,0.30046005,0.20077123,0.68649656,1.67261078,0.45693724,0.00000000
-5.41170585,2.42840409,0.00427737,0.15112484,0.29616135,0.20758882,0.68949241,1.74198907,0.46771234,0.00000000
-5.40570285,2.50289725,0.00443119,0.15008444,0.29235228,0.21471163,0.69029214,1.81067481,0.47921602,0.00000000
-5.39969985,2.57590230,0.00458304,0.14872824,0.28901009,0.22211914,0.68885074,1.87769576,0.49139993,0.00000000
-5.39369685,2.64655707,0.00473045,0.14710768,0.28611611,0.22979223,0.68519949,1.94210337,0.50421911,0.00000000
-5.38769385,2.71407757,0.00487090,0.14529451,0.28365645,0.23771142,0.67944503,2.00299793,0.51763058,0.00000000
-5.38169085,2.77777424,0.00500183,0.14337905,0.28162195,0.24585486,0.67176558,2.05955222,0.53159139,0.00000000
-5.37568784,2.83706446,0.00512071,0.14146777,0.28000755,0.25419633,0.66240471,2.11103283,0.54605624,0.00000000
-5.36968484,2.89148107,0.00522510,0.13968007,0.27881125,0.26270318,0.65166292,2.15681831,0.56097499,0.00000000
-5.36368184,2.94067705,0.00531267,0.13814463,0.27803271,0.27133462,0.63988757,2.19641363,0.57629023,0.00000000
-5.35767884,2.98442632,0.00538129,0.13699534,0.27767175,0.28004025,0.62746179,2.22946042,0.59193527,0.00000000
-5.35167584,3.02262103,0.00542905,0.13636711,0.27772685,0.28875920,0.61479270,2.25574258,0.60783263,0.00000000
-5.34567284,3.05526568,0.00545438,0.13639158,0.27819383,0.29741982,0.60229966,2.27518727,0.62389335,0.00000000
-5.33966983,3.08246844,0.00545604,0.13719310,0.27906484,0.30594005,0.59040278,2.28786125,0.64001709,0.00000000
-5.33366683,3.10443030,0.00543322,0.13888492,0.28032766,0.31422850,0.57951231,2.29396284,0.65609323,0.00000000
-5.32766383,3.12143248,0.00538554,0.14156588,0.28196548,0.32218620,0.57001897,2.29380998,0.67200277,0.00000000
-5.32166083,3.13382261,0.00531310,0.14531755,0.28395706,0.32970905,0.56228555,2.28782488,0.68762108,0.00000000
-5.31565783,3.14200024,0.00521653,0.15020203,0.28627727,0.33669070,0.55663985,2.27651605,0.70282126,0.00000000
-5.30965483,3.14640207,0.00509689,0.15626030,0.28889792,0.34302595,0.55336886,2.26045844,0.71747798,0.00000000
-5.30365183,3.14748725,0.00495578,0.16351118,0.29178888,0.34861425,0.55271424,2.24027243,0.73147140,0.00000000
-5.29764882,3.14572325,0.00479521,0.17195090,0.29491917,0.35336344,0.55486889,2.21660273,0.74469107,0.00000000
-5.29164582,3.14157227,0.00461758,0.18155316,0.29825816,0.35719316,0.55997437,2.19009763,0.75703950,0.00000000
-5.28564282,3.13547863,0.00442566,0.19226972,0.30177649,0.36003809,0.56811917,2.16138963,0.76843507,0.00000000
-5.27963982,3.12785725,0.00422242,0.20403134,0.30544687,0.36185058,0.57933752,2.13107783,0.77881414,0.00000000
-5.27363682,3.11908320,0.00401105,0.21674904,0.30924446,0.36260276,0.59360860,2.09971274,0.78813226,0.00000000
-5.26763382,3.10948265,0.00379478,0.23031573,0.31314690,0.36228777,0.61085628,2.06778377,0.79636430,0.00000000
-5.26163082,3.09932518,0.00357686,0.24460798,0.31713397,0.36092022,0.63094908,2.03570973,0.80350355,0.00000000
-5.25562781,3.08881773,0.00336039,0.25948799,0.32118685,0.35853582,0.65370072,2.00383247,0.80955991,0.00000000
-5.24962481,3.07810030,0.00314832,0.27480579,0.32528713,0.35519018,0.67887112,1.97241365,0.81455724,0.00000000
-5.24362181,3.06724369,0.00294330,0.29040156,0.32941553,0.35095678,0.70616826,1.94163461,0.81853021,0.00000000
-5.23761881,3.05624943,0.00274766,0.30610817,0.33355064,0.34592448,0.73525097,1.91159924,0.82152077,0.00000000
-5.23161581,3.04505238,0.00256332,0.32175391,0.33766765,0.34019437,0.76573295,1.88233947,0.82357475,0.00000000
-5.22561281,3.03352593,0.00239180,0.33716552,0.34173734,0.33387653,0.79718825,1.85382341,0.82473875,0.00000000
-5.21960980,3.02149024,0.00223416,0.35217136,0.34572539,0.32708647,0.82915829,1.82596550,0.82505768,0.00000000
-5.21360680,3.00872347,0.00209101,0.36660498,0.34959225,0.31994188,0.86116070,1.79863852,0.82457322,0.00000000
-5.20760380,2.99497594,0.00196255,0.38030880,0.35329349,0.31255952,0.89269976,1.77168701,0.82332337,0.00000000
-5.20160080,2.97998699,0.00184855,0.39313807,0.35678086,0.30505258,0.92327856,1.74494157,0.82134319,0.00000000
-5.19559780,2.96350408,0.00174842,0.40496495,0.36000401,0.29752863,0.95241233,1.71823368,0.81866678,0.00000000
-5.18959480,2.94530346,0.00166124,0.41568249,0.36291273,0.29008811,0.97964293,1.69141031,0.81533023,0.00000000
-5.18359180,2.92521141,0.00158586,0.42520859,0.36545972,0.28282351,1.00455355,1.66434797,0.81137562,0.00000000
-5.17758879,2.90312519,0.00152092,0.43348945,0.36760377,0.27581920,1.02678340,1.63696539,0.80685541,0.00000000
-5.17158579,2.87903218,0.00146492,0.44050267,0.36931293,0.26915167,1.04604137,1.60923437,0.80183707,0.00000000
-5.16558279,2.85302612,0.00141630,0.44625936,0.37056774,0.26289033,1.06211809,1.58118815,0.79640743,0.00000000
-5.15957979,2.82531899,0.00137351,0.45080539,0.37136400,0.25709847,1.07489555,1.55292673,0.79067624,0.00000000
-5.15357679,2.79624734,0.00133505,0.45422144,0.37171505,0.25183433,1.08435369,1.52461879,0.78477849,0.00000000
-5.14757379,2.76627213,0.00129950,0.45662161,0.37165314,0.24715210,1.09057319,1.49649979,0.77887519,0.00000000
-5.14157079,2.73597115,0.00126561,0.45815068,0.37122989,0.24310265,1.09373423,1.46886605,0.77315211,0.00000000
-5.13556778,2.70602378,0.00123229,0.45897972,0.37051548,0.23973382,1.09411084,1.44206493,0.76781639,0.00000000
-5.12956478,2.67718811,0.00119866,0.45930039,0.36959673,0.23709025,1.09206081,1.41648125,0.76309099,0.00000000
-5.12356178,2.65027096,0.00116403,0.45931776,0.36857392,0.23521261,1.08801146,1.39252029,0.75920691,0.00000000
-5.11755878,2.62609179,0.00112794,0.45924207,0.36755645,0.23413623,1.08244168,1.37058822,0.75639362,0.00000000
-5.11155578,2.60544203,0.00109011,0.45927967,0.36665759,0.23388919,1.07586093,1.35107064,0.75486791,0.00000000
-5.10555278,2.58904165,0.00105047,0.45962349,0.36598850,0.23448997,1.06878608,1.33431022,0.75482194,0.00000000
-5.09954977,2.57749530,0.00100909,0.46044349,0.36565182,0.23594482,1.06171723,1.32058470,0.75641081,0.00000000
-5.09354677,2.57125021,0.00096621,0.46187755,0.36573523,0.23824502,1.05511360,1.31008631,0.75974070,0.00000000
-5.08754377,2.57055850,0.00092214,0.46402340,0.36630528,0.24136417,1.04937069,1.30290385,0.76485803,0.00000000
-5.08154077,2.57544609,0.00087729,0.46693179,0.36740195,0.24525594,1.04480007,1.29900844,0.77174061,0.00000000
-5.07553777,2.58569043,0.00083213,0.47060164,0.36903419,0.24985228,1.04161258,1.29824410,0.78029114,0.00000000
-5.06953477,2.60080864,0.00078712,0.47497723,0.37117686,0.25506236,1.03990616,1.30032359,0.79033390,0.00000000
-5.06353177,2.62005743,0.00074272,0.47994789,0.37376918,0.26077252,1.03965896,1.30483032,0.80161474,0.00000000
-5.05752876,2.64244512,0.00069936,0.48535018,0.37671491,0.26684708,1.04072795,1.31122626,0.81380469,0.00000000
-5.05152576,2.66675600,0.00065741,0.49097257,0.37988438,0.27313042,1.04285356,1.31886587,0.82650727,0.00000000
-5.04552276,2.69158605,0.00061718,0.49656258,0.38311811,0.27944997,1.04566982,1.32701537,0.83926912,0.00000000
-5.03951976,2.71538866,0.00057891,0.50183598,0.38623217,0.28562023,1.04871982,1.33487688,0.85159365,0.00000000
-5.03351676,2.73652850,0.00054275,0.50648766,0.38902480,0.29144770,1.05147554,1.34161600,0.86295721,0.00000000
-5.02751376,2.75334091,0.00050879,0.51020384,0.39128406,0.29673641,1.05336123,1.34639191,0.87282685,0.00000000
-5.02151076,2.76419411,0.00047703,0.51267480,0.39279619,0.30129388,1.05377906,1.34838832,0.88067919,0.00000000
-5.01550775,2.76755134,0.00044741,0.51360774,0.39335425,0.30493726,1.05213581,1.34684405,0.88601912,0.00000000
-5.00950475,2.76202981,0.00041984,0.51273898,0.39276647,0.30749932,1.04786932,1.34108151,0.88839788,0.00000000
-5.00350175,2.74645384,0.00039416,0.50984510,0.39086419,0.30883410,1.04047338,1.33053206,0.88742935,0.00000000
-4.99749875,2.71989966,0.00037019,0.50475229,0.38750871,0.30882179,1.02951980,1.31475682,0.88280402,0.00000000
-4.99149575,2.68172982,0.00034774,0.49734362,0.38259694,0.30737284,1.01467684,1.29346221,0.87429998,0.00000000
-4.98549275,2.63161597,0.00032662,0.48756385,0.37606552,0.30443091,0.99572304,1.26650952,0.86179042,0.00000000
-4.97948974,2.56954899,0.00030664,0.47542169,0.36789329,0.29997476,0.97255601,1.23391818,0.84524751,0.00000000
-4.97348674,2.49583651,0.00028763,0.46098926,0.35810193,0.29401874,0.94519592,1.19586283,0.82474248,0.00000000
-4.96748374,2.41108827,0.00026945,0.44439914,0.34675503,0.28661216,0.91378371,1.15266450,0.80044209,0.00000000
-4.96148074,2.31619047,0.00025198,0.42583891,0.33395539,0.27783742,0.87857430,1.10477647,0.77260167,0.00000000
-4.95547774,2.21227066,0.00023514,0.40554383,0.31984099,0.26780714,0.83992550,1.05276579,0.74155530,0.00000000
-4.94947474,2.10065520,0.00021888,0.38378782,0.30457976,0.25666035,0.79828304,0.99729131,0.70770366,0.00000000
-4.94347174,1.98282158,0.00020318,0.36087339,0.28836344,0.24455801,0.75416305,0.93907959,0.67150006,0.00000000
-4.93746873,1.86034795,0.00018806,0.33712096,0.27140091,0.23167807,0.70813245,0.87889961,0.63343549,0.00000000
-4.93146573,1.73486217,0.00017356,0.31285812,0.25391121,0.21821036,0.66078876,0.81753773,0.59402328,0.00000000
-4.92546273,1.60799273,0.00015975,0.28840922,0.23611668,0.20435138,0.61273984,0.75577370,0.55378409,0.00000000
-4.91945973,1.48132328,0.00014673,0.26408586,0.21823644,0.19029939,0.56458476,0.69435884,0.51323172,0.00000000
-4.91345673,1.35635269,0.00013459,0.24017852,0.20048046,0.17624992,0.51689645,0.63399699,0.47286036,0.00000000
-4.90745373,1.23446153,0.00012348,0.21694962,0.18304444,0.16239178,0.47020667,0.57532900,0.43313360,0.00000000
-4.90145073,1.11688601,0.00011353,0.19462821,0.16610562,0.14890379,0.42499387,0.51892078,0.39447550,0.00000000
-4.89544772,1.00469964,0.00010489,0.17340637,0.14981961,0.13595220,0.38167411,0.46525535,0.35726387,0.00000000
-4.88944472,0.89880252,0.00009772,0.15343721,0.13431829,0.12368893,0.34059509,0.41472859,0.32182580,0.00000000
-4.88344172,0.79991794,0.00009219,0.13483452,0.11970870,0.11225049,0.30203332,0.36764858,0.28843537,0.00000000
-4.87743872,0.70859545,0.00008848,0.11767385,0.10607296,0.10175755,0.26619408,0.32423802,0.25731339,0.00000000
-4.87143572,0.62521954,0.00008679,0.10199469,0.09346893,0.09231515,0.23321391,0.28463934,0.22862891,0.00000000
-4.86543272,0.55002268,0.00008729,0.08780378,0.08193169,0.08401326,0.20316525,0.24892187,0.20250220,0.00000000
-4.85942971,0.48310163,0.00009020,0.07507898,0.07147555,0.07692771,0.17606261,0.21709049,0.17900884,0.00000000
-4.85342671,0.42443566,0.00009571,0.06377370,0.06209644,0.07112125,0.15186997,0.18909515,0.15818466,0.00000000
-4.84742371,0.37390566,0.00010405,0.05382150,0.05377462,0.06664459,0.13050881,0.16484077,0.14003107,0.00000000
-4.84142071,0.33131287,0.00011541,0.04514066,0.04647743,0.06353734,0.11186640,0.14419682,0.12452051,0.00000000
-4.83541771,0.29639646,0.00012999,0.03763860,0.04016203,0.06182864,0.09580394,0.12700645,0.11160168,0.00000000
-4.82941471,0.26884918,0.00014799,0.03121593,0.03477806,0.06153753,0.08216414,0.11309450,0.10120440,0.00000000
-4.82341171,0.24833053,0.00016956,0.02577008,0.03026999,0.06267279,0.07077815,0.10227444,0.09324374,0.00000000
-4.81740870,0.23447702,0.00019486,0.02119840,0.02657920,0.06523242,0.06147154,0.09435381,0.08762345,0.00000000
-4.81140570,0.22690963,0.00022396,0.01740068,0.02364576,0.06920272,0.05406918,0.08913836,0.08423847,0.00000000
-4.80540270,0.22523826,0.00025692,0.01428119,0.02140977,0.07455694,0.04839915,0.08643471,0.08297660,0.00000000
-4.79939970,0.22906366,0.00029371,0.01175012,0.01981242,0.08125369,0.04429553,0.08605174,0.08371931,0.00000000
-4.79339670,0.23797701,0.00033424,0.00972459,0.01879668,0.08923523,0.04160020,0.08780084,0.08634187,0.00000000
-4.78739370,0.25155785,0.00037833,0.00812923,0.01830766,0.09842575,0.04016382,0.09149527,0.09071280,0.00000000
-4.78139070,0.26937090,0.00042572,0.00689635,0.01829277,0.10872986,0.03984599,0.09694880,0.09669293,0.00000000
-4.77538769,0.29096234,0.00047603,0.00596592,0.01870162,0.12003142,0.04051491,0.10397401,0.10413425,0.00000000
-4.76938469,0.31585631,0.00052880,0.00528525,0.01948586,0.13219299,0.04204661,0.11238047,0.11287871,0.00000000
-4.76338169,0.34355231,0.00058345,0.00480856,0.02059886,0.14505593,0.04432390,0.12197300,0.12275731,0.00000000
-4.75737869,0.37352388,0.00063932,0.00449645,0.02199546,0.15844148,0.04723533,0.13255047,0.13358948,0.00000000
-4.75137569,0.40521936,0.00069566,0.00431534,0.02363173,0.17215270,0.05067414,0.14390507,0.14518317,0.00000000
-4.74537269,0.43806475,0.00075164,0.00423691,0.02546486,0.18597748,0.05453751,0.15582255,0.15733568,0.00000000
-4.73936968,0.47146920,0.00080637,0.00423752,0.02745319,0.19969267,0.05872604,0.16808321,0.16983527,0.00000000
-4.73336668,0.50483303,0.00085894,0.00429779,0.02955645,0.21306904,0.06314367,0.18046399,0.18246377,0.00000000
-4.72736368,0.53755828,0.00090842,0.00440220,0.03173617,0.22587717,0.06769806,0.19274147,0.19500011,0.00000000
-4.72136068,0.56906139,0.00095389,0.00453873,0.03395641,0.23789406,0.07230136,0.20469586,0.20722461,0.00000000
-4.71535768,0.59878783,0.00099447,0.00469866,0.03618457,0.24891007,0.07687156,0.21611570,0.21892415,0.00000000
-4.70935468,0.62622787,0.00102936,0.00487639,0.03839255,0.25873616,0.08133408,0.22680326,0.22989780,0.00000000
-4.70335168,0.65093310,0.00105785,0.00506940,0.04055797,0.26721091,0.08562386,0.23658026,0.23996283,0.00000000
-4.69734867,0.67253268,0.00107935,0.00527820,0.04266557,0.27420716,0.08968759,0.24529378,0.24896085,0.00000000
-4.69134567,0.69074882,0.00109341,0.00550637,0.04470870,0.27963785,0.09348611,0.25282198,0.25676372,0.00000000
-4.68534267,0.70541049,0.00109975,0.00576064,0.04669075,0.28346091,0.09699681,0.25907938,0.26327903,0.00000000
-4.67933967,0.71646475,0.00109822,0.00605092,0.04862656,0.28568273,0.10021587,0.26402142,0.26845473,0.00000000
-4.67333667,0.72398496,0.00108889,0.00639044,0.05054366,0.28636023,0.10316027,0.26764799,0.27228285,0.00000000
-4.66733367,0.72817536,0.00107196,0.00679574,0.05248327,0.28560123,0.10586923,0.27000572,0.27480184,0.00000000
-4.66133067,0.72937154,0.00104782,0.00728670,0.05450099,0.28356310,0.10840526,0.27118891,0.27609754,0.00000000
-4.65532766,0.72803654,0.00101700,0.00788650,0.05666708,0.28044967,0.11085440,0.27133880,0.27630252,0.00000000
-4.64932466,0.72475257,0.00098015,0.00862143,0.05906621,0.27650647,0.11332566,0.27064126,0.27559375,0.00000000
-4.64332166,0.72020821,0.00093805,0.00952070,0.06179679,0.27201442,0.11594967,0.26932286,0.27418868,0.00000000
