energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-3.22061031,3.04625837,0.27757902,0.00000000,0.01358514,0.09778365,0.14922074,2.62262039,0.03761755,0.26160008
-3.21460730,3.04770717,0.27313383,0.00000000,0.01370469,0.09777339,0.14916813,2.62573255,0.03712092,0.26223420
-3.20860430,3.03800794,0.26743181,0.00000000,0.01375579,0.09741582,0.14880842,2.61944410,0.03648175,0.26186514
-3.20260130,3.01726352,0.26056359,0.00000000,0.01373876,0.09671154,0.14814336,2.60382267,0.03570416,0.26049401
-3.19659830,2.98571535,0.25264194,0.00000000,0.01365512,0.09566561,0.14717380,2.57904316,0.03479588,0.25813596
-3.19059530,2.94373891,0.24379919,0.00000000,0.01350748,0.09428761,0.14590007,2.54538537,0.03376785,0.25481965
-3.18459230,2.89183836,0.23418443,0.00000000,0.01329943,0.09259156,0.14432260,2.50323121,0.03263374,0.25058665
-3.17858929,2.83064017,0.22396047,0.00000000,0.01303543,0.09059585,0.14244279,2.45306144,0.03140946,0.24549058
-3.17258629,2.76088579,0.21330082,0.00000000,0.01272064,0.08832306,0.14026394,2.39545172,0.03011255,0.23959622
-3.16658329,2.68342337,0.20238678,0.00000000,0.01236080,0.08579972,0.13779238,2.33106776,0.02876169,0.23297834
-3.16058029,2.59919822,0.19140460,0.00000000,0.01196210,0.08305596,0.13503841,2.26065947,0.02737611,0.22572056
-3.15457729,2.50924205,0.18054293,0.00000000,0.01153107,0.08012511,0.13201729,2.18505364,0.02597515,0.21791395
-3.14857429,2.41466086,0.16999057,0.00000000,0.01107443,0.07704312,0.12875002,2.10514527,0.02457779,0.20965562
-3.14257129,2.31662135,0.15993437,0.00000000,0.01059907,0.07384801,0.12526390,2.02188723,0.02320233,0.20104723
-3.13656828,2.21633596,0.15055755,0.00000000,0.01011190,0.07057913,0.12159282,1.93627824,0.02186606,0.19219338
-3.13056528,2.11504654,0.14203820,0.00000000,0.00961981,0.06727644,0.11777731,1.84934941,0.02058509,0.18319998
-3.12456228,2.01400680,0.13454787,0.00000000,0.00912963,0.06397973,0.11386418,1.76214922,0.01937416,0.17417264
-3.11855928,1.91446382,0.12825040,0.00000000,0.00864808,0.06072777,0.10990594,1.67572744,0.01824657,0.16521500
-3.11255628,1.81763879,0.12330058,0.00000000,0.00818168,0.05755757,0.10595986,1.59111811,0.01721411,0.15642715
-3.10655328,1.72470744,0.11984286,0.00000000,0.00773680,0.05450357,0.10208680,1.50932208,0.01628708,0.14790406
-3.10055028,1.63678042,0.11800974,0.00000000,0.00731953,0.05159702,0.09834976,1.43128946,0.01547422,0.13973417
-3.09454727,1.55488401,0.11791997,0.00000000,0.00693566,0.04886531,0.09481232,1.35790246,0.01478279,0.13199799
-3.08854427,1.47994162,0.11967636,0.00000000,0.00659065,0.04633152,0.09153687,1.28995891,0.01421855,0.12476694
-3.08254127,1.41275641,0.12336321,0.00000000,0.00628950,0.04401403,0.08858281,1.22815704,0.01378568,0.11810228
-3.07653827,1.35399540,0.12904344,0.00000000,0.00603671,0.04192629,0.08600472,1.17308169,0.01348686,0.11205423
-3.07053527,1.30417536,0.13675536,0.00000000,0.00583619,0.04007666,0.08385062,1.12519250,0.01332311,0.10666126
-3.06453227,1.26365097,0.14650921,0.00000000,0.00569112,0.03846848,0.08216028,1.08481404,0.01329376,0.10194959
-3.05852926,1.23260534,0.15828367,0.00000000,0.00560390,0.03710019,0.08096373,1.05212850,0.01339639,0.09793291
-3.05252626,1.21104344,0.17202247,0.00000000,0.00557600,0.03596552,0.08027996,1.02717079,0.01362667,0.09461221
-3.04652326,1.19878843,0.18763128,0.00000000,0.00560788,0.03505390,0.08011593,1.00982643,0.01397832,0.09197594
-3.04052026,1.19548154,0.20497525,0.00000000,0.00569889,0.03435079,0.08046578,0.99983234,0.01444305,0.09000027
-3.03451726,1.20058540,0.22387734,0.00000000,0.00584721,0.03383821,0.08131052,0.99678058,0.01501046,0.08864962
-3.02851426,1.21339124,0.24411772,0.00000000,0.00604980,0.03349522,0.08261796,1.00012516,0.01566811,0.08787741
-3.02251126,1.23303019,0.26543455,0.00000000,0.00630236,0.03329847,0.08434307,1.00919205,0.01640155,0.08762689
-3.01650825,1.25848855,0.28752612,0.00000000,0.00659937,0.03322277,0.08642880,1.02319220,0.01719445,0.08783239
-3.01050525,1.28862728,0.31005480,0.00000000,0.00693415,0.03324164,0.08880716,1.04123777,0.01802883,0.08842054
-3.00450225,1.32220542,0.33265246,0.00000000,0.00729892,0.03332790,0.09140079,1.06236117,0.01888529,0.08931182
-2.99849925,1.35790723,0.35492765,0.00000000,0.00768497,0.03345420,0.09412482,1.08553683,0.01974342,0.09042226
-2.99249625,1.39437263,0.37647423,0.00000000,0.00808285,0.03359362,0.09688907,1.10970533,0.02058218,0.09166525
-2.98649325,1.43023014,0.39688124,0.00000000,0.00848254,0.03372015,0.09960046,1.13379925,0.02138040,0.09295344
-2.98049025,1.46413168,0.41574376,0.00000000,0.00887372,0.03380924,0.10216561,1.15677035,0.02211730,0.09420085
-2.97448724,1.49478820,0.43267430,0.00000000,0.00924607,0.03383824,0.10449356,1.17761718,0.02277304,0.09532482
-2.96848424,1.52100486,0.44731424,0.00000000,0.00958949,0.03378686,0.10649843,1.19541237,0.02332927,0.09624808
-2.96248124,1.54171476,0.45934492,0.00000000,0.00989445,0.03363758,0.10810204,1.20932860,0.02376966,0.09690062
-2.95647824,1.55600981,0.46849783,0.00000000,0.01015222,0.03337593,0.10923630,1.21866249,0.02408036,0.09722154
-2.95047524,1.56316755,0.47456339,0.00000000,0.01035516,0.03299084,0.10984531,1.22285534,0.02425048,0.09716049
-2.94447224,1.56267281,0.47739792,0.00000000,0.01049694,0.03247476,0.10988705,1.22150984,0.02427238,0.09667903
-2.93846923,1.55423326,0.47692849,0.00000000,0.01057270,0.03182379,0.10933468,1.21440224,0.02414188,0.09575150
-2.93246623,1.53778805,0.47315540,0.00000000,0.01057922,0.03103773,0.10817729,1.20148917,0.02385845,0.09436565
-2.92646323,1.51350930,0.46615200,0.00000000,0.01051500,0.03011996,0.10642008,1.18290892,0.02342514,0.09252273
-2.92046023,1.48179603,0.45606214,0.00000000,0.01038026,0.02907728,0.10408405,1.15897703,0.02284850,0.09023733
-2.91445723,1.44326106,0.44309507,0.00000000,0.01017690,0.02791967,0.10120510,1.13017629,0.02213836,0.08753674
-2.90845423,1.39871128,0.42751822,0.00000000,0.00990843,0.02665993,0.09783272,1.09714166,0.02130748,0.08445991
-2.90245123,1.34912223,0.40964820,0.00000000,0.00957981,0.02531327,0.09402812,1.06064064,0.02037114,0.08105623
-2.89644822,1.29560808,0.38984029,0.00000000,0.00919725,0.02389686,0.08986218,1.02155009,0.01934670,0.07738387
-2.89044522,1.23938847,0.36847715,0.00000000,0.00876799,0.02242932,0.08541300,0.98083034,0.01825309,0.07350814
-2.88444222,1.18175361,0.34595701,0.00000000,0.00830005,0.02093023,0.08076345,0.93949791,0.01711030,0.06949958
-2.87843922,1.12402911,0.32268213,0.00000000,0.00780195,0.01941963,0.07599856,0.89859785,0.01593889,0.06543212
-2.87243622,1.06754220,0.29904769,0.00000000,0.00728250,0.01791757,0.07120314,0.85917702,0.01475955,0.06138131
-2.86643322,1.01359050,0.27543189,0.00000000,0.00675046,0.01644367,0.06645943,0.82225921,0.01359271,0.05742265
-2.86043022,0.96341463,0.25218733,0.00000000,0.00621438,0.01501677,0.06184511,0.78882313,0.01245824,0.05363015
-2.85442721,0.91817547,0.22963407,0.00000000,0.00568237,0.01365471,0.05743164,0.75978400,0.01137523,0.05007515
-2.84842421,0.87893675,0.20805453,0.00000000,0.00516194,0.01237407,0.05328291,0.73597918,0.01036189,0.04682543
-2.84242121,0.84665317,0.18769026,0.00000000,0.00465987,0.01119010,0.04945441,0.71815811,0.00943552,0.04394457
-2.83641821,0.82216394,0.16874055,0.00000000,0.00418215,0.01011672,0.04599270,0.70697658,0.00861259,0.04149164
-2.83041521,0.80619153,0.15136279,0.00000000,0.00373392,0.00916652,0.04293535,0.70299493,0.00790894,0.03952119
-2.82441221,0.79934472,0.13567436,0.00000000,0.00331948,0.00835092,0.04031118,0.70667980,0.00733995,0.03808331
-2.81840920,0.80212513,0.12175585,0.00000000,0.00294232,0.00768027,0.03814092,0.71840864,0.00692088,0.03722405
-2.81240620,0.81493620,0.10965523,0.00000000,0.00260523,0.00716407,0.03643796,0.73847608,0.00666712,0.03698577
-2.80640320,0.83809325,0.09939277,0.00000000,0.00231034,0.00681112,0.03520940,0.76710130,0.00659453,0.03740758
-2.80040020,0.87183350,0.09096641,0.00000000,0.00205926,0.00662970,0.03445715,0.80443526,0.00671970,0.03852571
-2.79439720,0.91632479,0.08435710,0.00000000,0.00185320,0.00662766,0.03417906,0.85056696,0.00706016,0.04037377
-2.78839420,0.97167198,0.07953412,0.00000000,0.00169309,0.00681250,0.03437000,0.90552781,0.00763450,0.04298275
-2.78239120,1.03792006,0.07645986,0.00000000,0.00157967,0.00719136,0.03502287,0.96929344,0.00846242,0.04638084
-2.77638819,1.11505348,0.07509413,0.00000000,0.00151360,0.00777092,0.03612939,1.04178239,0.00956462,0.05059300
-2.77038519,1.20299133,0.07539758,0.00000000,0.00149557,0.00855722,0.03768069,1.12285159,0.01096252,0.05564012
-2.76438219,1.30157831,0.07733432,0.00000000,0.00152629,0.00955539,0.03966775,1.21228864,0.01267789,0.06153801
-2.75837919,1.41057210,0.08087361,0.00000000,0.00160658,0.01076930,0.04208151,1.30980114,0.01473226,0.06829604
-2.75237619,1.52962757,0.08599049,0.00000000,0.00173734,0.01220114,0.04491273,1.41500395,0.01714620,0.07591568
-2.74637319,1.65827907,0.09266559,0.00000000,0.00191949,0.01385098,0.04815176,1.52740513,0.01993845,0.08438875
-2.74037019,1.79592195,0.10088394,0.00000000,0.00215397,0.01571625,0.05178794,1.64639168,0.02312494,0.09369578
-2.73436718,1.94179495,0.11063299,0.00000000,0.00244160,0.01779130,0.05580900,1.77121645,0.02671771,0.10380430
-2.72836418,2.09496478,0.12189989,0.00000000,0.00278296,0.02006696,0.06020028,1.90098754,0.03072379,0.11466733
-2.72236118,2.25431481,0.13466823,0.00000000,0.00317831,0.02253017,0.06494396,2.03466145,0.03514405,0.12622224
-2.71635818,2.41853907,0.14891437,0.00000000,0.00362740,0.02516373,0.07001834,2.17104128,0.03997215,0.13838983
-2.71035518,2.58614308,0.16460343,0.00000000,0.00412936,0.02794624,0.07539713,2.30878097,0.04519356,0.15107407
-2.70435218,2.75545243,0.18168536,0.00000000,0.00468252,0.03085215,0.08104905,2.44639638,0.05078478,0.16416237
-2.69834917,2.92462979,0.20009106,0.00000000,0.00528431,0.03385202,0.08693749,2.58228352,0.05671282,0.17752648
-2.69234617,3.09170058,0.21972895,0.00000000,0.00593117,0.03691303,0.09302057,2.71474402,0.06293490,0.19102412
-2.68634317,3.25458707,0.24048206,0.00000000,0.00661844,0.03999965,0.09925144,2.84201741,0.06939854,0.20450134
-2.68034017,3.41115023,0.26220594,0.00000000,0.00734036,0.04307454,0.10557891,2.96231939,0.07604205,0.21779551
-2.67433717,3.55923807,0.28472749,0.00000000,0.00809005,0.04609965,0.11194841,3.07388486,0.08279536,0.23073896
-2.66833417,3.69673903,0.30784501,0.00000000,0.00885962,0.04903745,0.11830329,3.17501422,0.08958127,0.24316317
-2.66233117,3.82163832,0.33132943,0.00000000,0.00964023,0.05185224,0.12458636,3.26412111,0.09631707,0.25490330
-2.65632816,3.93207526,0.35492687,0.00000000,0.01042229,0.05451161,0.13074166,3.33977961,0.10291657,0.26580302
-2.65032516,4.02639902,0.37836262,0.00000000,0.01119564,0.05698778,0.13671645,3.40076894,0.10929225,0.27571937
-2.64432216,4.10322064,0.40134631,0.00000000,0.01194985,0.05925896,0.14246318,3.44611359,0.11535780,0.28452751
-2.63831916,4.16145891,0.42357835,0.00000000,0.01267443,0.06131051,0.14794150,3.47511715,0.12103063,0.29212511
-2.63231616,4.20037817,0.44475739,0.00000000,0.01335920,0.06313597,0.15312018,3.48738822,0.12623441,0.29843628
-2.62631316,4.21961612,0.46458843,0.00000000,0.01399457,0.06473773,0.15797869,3.48285712,0.13090149,0.30341469
-2.62031016,4.21920043,0.48279148,0.00000000,0.01457183,0.06612746,0.16250863,3.46178271,0.13497511,0.30704593
-2.61430715,4.19955318,0.49911027,0.00000000,0.01508342,0.06732616,0.16671462,3.42474868,0.13841123,0.30934879
-2.60830415,4.16148278,0.51332070,0.00000000,0.01552322,0.06836386,0.17061482,3.37264959,0.14117993,0.31037546
-2.60230115,4.10616347,0.52523855,0.00000000,0.01588668,0.06927889,0.17424082,3.30666702,0.14326625,0.31021062
-2.59629815,4.03510315,0.53472622,0.00000000,0.01617099,0.07011681,0.17763710,3.22823682,0.14467054,0.30896935
-2.59029515,3.95010067,0.54169800,0.00000000,0.01637513,0.07092898,0.18085985,3.13900868,0.14540816,0.30679393
-2.58429215,3.85319406,0.54612369,0.00000000,0.01649988,0.07177083,0.18397529,3.04079964,0.14550853,0.30384966
-2.57828914,3.74660186,0.54803027,0.00000000,0.01654774,0.07269989,0.18705753,2.93554334,0.14501377,0.30031979
-2.57228614,3.63265955,0.54750159,0.00000000,0.01652277,0.07377366,0.19018602,2.82523684,0.14397669,0.29639972
-2.56628314,3.51375354,0.54467589,0.00000000,0.01643044,0.07504736,0.19344275,2.71188717,0.14245849,0.29229079
-2.56028014,3.39225517,0.53974147,0.00000000,0.01627733,0.07657169,0.19690915,2.59745921,0.14052615,0.28819372
-2.55427714,3.27045695,0.53293037,0.00000000,0.01607090,0.07839074,0.20066308,2.48382696,0.13824964,0.28430209
-2.54827414,3.15051334,0.52451058,0.00000000,0.01581917,0.08053994,0.20477576,2.37272955,0.13569913,0.28079598
-2.54227114,3.03438795,0.51477696,0.00000000,0.01553041,0.08304439,0.20930897,2.26573336,0.13294234,0.27783613
-2.53626813,2.92380880,0.50404129,0.00000000,0.01521287,0.08591750,0.21431247,2.16420117,0.13004209,0.27555871
-2.53026513,2.82023280,0.49262189,0.00000000,0.01487447,0.08915992,0.21982183,2.06926905,0.12705424,0.27407096
-2.52426213,2.72482019,0.48083325,0.00000000,0.01452259,0.09275903,0.22585673,1.98183119,0.12402605,0.27344786
-2.51825913,2.63841951,0.46897597,0.00000000,0.01416386,0.09668880,0.23241975,1.90253266,0.12099506,0.27372988
-2.51225613,2.56156266,0.45732759,0.00000000,0.01380404,0.10091016,0.23949564,1.83176980,0.11798846,0.27492191
-2.50625313,2.49446988,0.44613445,0.00000000,0.01344786,0.10537178,0.24705115,1.76969751,0.11502312,0.27699336
-2.50025013,2.43706362,0.43560498,0.00000000,0.01309904,0.11001130,0.25503535,1.71624278,0.11210596,0.27987952
-2.49424712,2.38899036,0.42590460,0.00000000,0.01276024,0.11475697,0.26338039,1.67112327,0.10923496,0.28348392
-2.48824412,2.34964885,0.41715221,0.00000000,0.01243313,0.11952955,0.27200269,1.63387009,0.10640041,0.28768170
-2.48224112,2.31822354,0.40941857,0.00000000,0.01211845,0.12424453,0.28080447,1.60385355,0.10358651,0.29232391
-2.47623812,2.29372160,0.40272634,0.00000000,0.01181615,0.12881443,0.28967556,1.58031077,0.10077321,0.29724237
-2.47023512,2.27501214,0.39705174,0.00000000,0.01152547,0.13315131,0.29849552,1.56237432,0.09793804,0.30225521
-2.46423212,2.26086617,0.39232781,0.00000000,0.01124511,0.13716918,0.30713584,1.54910083,0.09505797,0.30717253
-2.45822911,2.24999620,0.38844887,0.00000000,0.01097338,0.14078638,0.31546244,1.53949891,0.09211119,0.31180240
-2.45222611,2.24109438,0.38527625,0.00000000,0.01070836,0.14392780,0.32333814,1.53255575,0.08907859,0.31595660
-2.44622311,2.23286828,0.38264473,0.00000000,0.01044801,0.14652686,0.33062538,1.52726199,0.08594507,0.31945632
-2.44022011,2.22407371,0.38036979,0.00000000,0.01019033,0.14852724,0.33718890,1.52263442,0.08270053,0.32213731
-2.43421711,2.21354409,0.37825511,0.00000000,0.00993350,0.14988427,0.34289853,1.51773650,0.07934046,0.32385461
-2.42821411,2.20021605,0.37610032,0.00000000,0.00967599,0.15056597,0.34763204,1.51169643,0.07586624,0.32448659
-2.42221111,2.18315106,0.37370855,0.00000000,0.00941665,0.15055373,0.35127793,1.50372276,0.07228513,0.32393828
-2.41620810,2.16155301,0.37089376,0.00000000,0.00915482,0.14984263,0.35373822,1.49311762,0.06860990,0.32214390
-2.41020510,2.13478187,0.36748744,0.00000000,0.00889040,0.14844139,0.35493115,1.47928749,0.06485828,0.31906863
-2.40420210,2.10236325,0.36334469,0.00000000,0.00862390,0.14637207,0.35479369,1.46175158,0.06105213,0.31470942
-2.39819910,2.06399416,0.35834925,0.00000000,0.00835652,0.14366936,0.35328385,1.44014778,0.05721653,0.30909515
-2.39219610,2.01954497,0.35241772,0.00000000,0.00809016,0.14037969,0.35038263,1.41423620,0.05337876,0.30228586
-2.38619310,1.96905780,0.34550245,0.00000000,0.00782741,0.13656018,0.34609558,1.38390033,0.04956727,0.29437136
-2.38019010,1.91274127,0.33759335,0.00000000,0.00757159,0.13227734,0.34045384,1.34914568,0.04581063,0.28546907
-2.37418709,1.85096210,0.32871846,0.00000000,0.00732667,0.12760568,0.33351460,1.31009607,0.04213665,0.27572136
-2.36818409,1.78423347,0.31894328,0.00000000,0.00709726,0.12262632,0.32536095,1.26698748,0.03857152,0.26529231
-2.36218109,1.71320067,0.30836898,0.00000000,0.00688848,0.11742541,0.31610099,1.22015972,0.03513915,0.25436410
-2.35617809,1.63862411,0.29712955,0.00000000,0.00670590,0.11209273,0.30586623,1.17004585,0.03186067,0.24313301
-2.35017509,1.56136030,0.28538805,0.00000000,0.00655538,0.10672011,0.29480931,1.11715981,0.02875405,0.23180520
-2.34417209,1.48234115,0.27333204,0.00000000,0.00644293,0.10140007,0.28310104,1.06208250,0.02583396,0.22059233
-2.33816908,1.40255207,0.26116853,0.00000000,0.00637451,0.09622436,0.27092686,1.00544658,0.02311172,0.20970704
-2.33216608,1.32300946,0.24911857,0.00000000,0.00635588,0.09128260,0.25848275,0.94792059,0.02059545,0.19935848
-2.32616308,1.24473828,0.23741166,0.00000000,0.00639235,0.08666102,0.24597082,0.89019278,0.01829027,0.18974785
-2.32016008,1.16875008,0.22628030,0.00000000,0.00648859,0.08244121,0.23359460,0.83295515,0.01619870,0.18106409
-2.31415708,1.09602227,0.21595477,0.00000000,0.00664841,0.07869890,0.22155430,0.77688814,0.01432101,0.17347978
-2.30815408,1.02747896,0.20665844,0.00000000,0.00687458,0.07550290,0.21004206,0.72264658,0.01265571,0.16714720
-2.30215108,0.96397407,0.19860363,0.00000000,0.00716863,0.07291400,0.19923749,0.67084704,0.01119999,0.16219489
-2.29614807,0.90627681,0.19198814,0.00000000,0.00753074,0.07098403,0.18930353,0.62205712,0.00995021,0.15872443
-2.29014507,0.85505997,0.18699265,0.00000000,0.00795955,0.06975496,0.18038284,0.57678679,0.00890228,0.15680783
-2.28414207,0.81089107,0.18377876,0.00000000,0.00845217,0.06925809,0.17259474,0.53548185,0.00805206,0.15648533
-2.27813907,0.77422643,0.18248784,0.00000000,0.00900411,0.06951342,0.16603293,0.49851956,0.00739567,0.15776395
-2.27213607,0.74540798,0.18324047,0.00000000,0.00960932,0.07052911,0.16076384,0.46620636,0.00692973,0.16061661
-2.26613307,0.72466264,0.18613635,0.00000000,0.01026031,0.07230112,0.15682585,0.43877742,0.00665142,0.16498207
-2.26013007,0.71210398,0.19125462,0.00000000,0.01094825,0.07481301,0.15422926,0.41639766,0.00655864,0.17076562
-2.25412706,0.70773567,0.19865427,0.00000000,0.01166321,0.07803600,0.15295692,0.39916416,0.00664983,0.17784068
-2.24812406,0.71145640,0.20837450,0.00000000,0.01239437,0.08192914,0.15296567,0.38710928,0.00692393,0.18605111
-2.24212106,0.72306574,0.22043488,0.00000000,0.01313031,0.08643984,0.15418832,0.38020433,0.00738006,0.19521451
-2.23611806,0.74227057,0.23483506,0.00000000,0.01385935,0.09150451,0.15653610,0.37836341,0.00801724,0.20512622
-2.23011506,0.76869168,0.25155399,0.00000000,0.01456981,0.09704948,0.15990160,0.38144705,0.00883402,0.21556399
-2.22411206,0.80187020,0.27054850,0.00000000,0.01525039,0.10299215,0.16416194,0.38926557,0.00982802,0.22629340
-2.21810905,0.84127375,0.29175124,0.00000000,0.01589043,0.10924232,0.16918217,0.40158191,0.01099551,0.23707355
-2.21210605,0.88630212,0.31506809,0.00000000,0.01648023,0.11570370,0.17481864,0.41811394,0.01233092,0.24766316
-2.20610305,0.93629257,0.34037507,0.00000000,0.01701124,0.12227554,0.18092245,0.43853644,0.01382643,0.25782671
-2.20010005,0.99052493,0.36751510,0.00000000,0.01747628,0.12885446,0.18734271,0.46248272,0.01547161,0.26734049
-2.19409705,1.04822665,0.39629472,0.00000000,0.01786967,0.13533628,0.19392959,0.48954628,0.01725305,0.27599832
-2.18809405,1.10857838,0.42648121,0.00000000,0.01818727,0.14161797,0.20053721,0.51928282,0.01915422,0.28361669
-2.18209105,1.17072018,0.45780050,0.00000000,0.01842650,0.14759951,0.20702616,0.55121286,0.02115534,0.29003934
-2.17608804,1.23375913,0.48993612,0.00000000,0.01858626,0.15318587,0.21326578,0.58482537,0.02323347,0.29514082
-2.17008504,1.29677837,0.52252964,0.00000000,0.01866686,0.15828880,0.21913617,0.61958269,0.02536271,0.29882921
-2.16408204,1.35884828,0.55518294,0.00000000,0.01866983,0.16282859,0.22452988,0.65492707,0.02751457,0.30104773
-2.15807904,1.41903965,0.58746242,0.00000000,0.01859775,0.16673573,0.22935338,0.69028875,0.02965851,0.30177532
-2.15207604,1.47643914,0.61890545,0.00000000,0.01845404,0.16995234,0.23352834,0.72509589,0.03176258,0.30102615
-2.14607304,1.53016673,0.64902892,0.00000000,0.01824275,0.17243351,0.23699266,0.75878600,0.03379424,0.29884817
-2.14007004,1.57939497,0.67733986,0.00000000,0.01796837,0.17414836,0.23970134,0.79081865,0.03572123,0.29532079
-2.13406703,1.62336931,0.70334781,0.00000000,0.01763564,0.17508091,0.24162726,0.82068917,0.03751252,0.29055181
-2.12806403,1.66142891,0.72657855,0.00000000,0.01724936,0.17523065,0.24276173,0.84794266,0.03913926,0.28467380
-2.12206103,1.69302711,0.74658868,0.00000000,0.01681435,0.17461290,0.24311487,0.87218776,0.04057574,0.27784006
-2.11605803,1.71775035,0.76298037,0.00000000,0.01633527,0.17325878,0.24271586,0.89310955,0.04180023,0.27022030
-2.11005503,1.73533483,0.77541563,0.00000000,0.01581666,0.17121496,0.24161292,0.91048078,0.04279576,0.26199633
-2.10405203,1.74567964,0.78362945,0.00000000,0.01526286,0.16854299,0.23987306,0.92417088,0.04355067,0.25335780
-2.09804902,1.74885571,0.78744095,0.00000000,0.01467808,0.16531844,0.23758148,0.93415212,0.04405911,0.24449810
-2.09204602,1.74510968,0.78676212,0.00000000,0.01406640,0.16162959,0.23484074,0.94050248,0.04432118,0.23561063
-2.08604302,1.73486230,0.78160353,0.00000000,0.01343184,0.15757594,0.23176943,0.94340495,0.04434296,0.22688543
-2.08004002,1.71870112,0.77207664,0.00000000,0.01277840,0.15326642,0.22850057,0.94314313,0.04413629,0.21850624
-2.07403702,1.69736749,0.75839254,0.00000000,0.01211013,0.14881738,0.22517962,0.94009327,0.04371836,0.21064802
-2.06803402,1.67173821,0.74085711,0.00000000,0.01143118,0.14435037,0.22196202,0.93471295,0.04311108,0.20347491
-2.06203102,1.64280267,0.71986267,0.00000000,0.01074577,0.13998992,0.21901056,0.92752691,0.04234032,0.19713864
-2.05602801,1.61163602,0.69587667,0.00000000,0.01005824,0.13586112,0.21649233,0.91911058,0.04143511,0.19177732
-2.05002501,1.57936980,0.66942757,0.00000000,0.00937303,0.13208730,0.21457552,0.91007209,0.04042661,0.18751455
-2.04402201,1.54716093,0.64108891,0.00000000,0.00869461,0.12878774,0.21342601,0.90103344,0.03934727,0.18445892
-2.03801901,1.51616052,0.61146199,0.00000000,0.00802744,0.12607553,0.21320399,0.89261169,0.03822983,0.18270361
-2.03201601,1.48748353,0.58115793,0.00000000,0.00737586,0.12405554,0.21406042,0.88540082,0.03710650,0.18232632
-2.02601301,1.46218050,0.55078003,0.00000000,0.00674408,0.12282266,0.21613373,0.87995506,0.03600826,0.18338923
-2.02001001,1.44121225,0.52090688,0.00000000,0.00613601,0.12246023,0.21954656,0.87677414,0.03496417,0.18593908
-2.01400700,1.42542826,0.49207708,0.00000000,0.00555523,0.12303875,0.22440270,0.87629089,0.03400102,0.19000727
-2.00800400,1.41554931,0.46477582,0.00000000,0.00500489,0.12461485,0.23078438,0.87886155,0.03314298,0.19561001
-2.00200100,1.41215457,0.43942404,0.00000000,0.00448764,0.12723050,0.23874974,0.88475874,0.03241149,0.20274839
-1.99599800,1.41567320,0.41637011,0.00000000,0.00400561,0.13091247,0.24833072,0.89416728,0.03182533,0.21140841
-1.98999500,1.42638025,0.39588440,0.00000000,0.00356037,0.13567206,0.25953124,0.90718245,0.03140071,0.22156098
-1.98399200,1.44439660,0.37815663,0.00000000,0.00315291,0.14150504,0.27232589,0.92381073,0.03115157,0.23316186
-1.97798899,1.46969237,0.36329583,0.00000000,0.00278370,0.14839174,0.28665887,0.94397247,0.03108989,0.24615158
-1.97198599,1.50209330,0.35133286,0.00000000,0.00245266,0.15629742,0.30244359,0.96750628,0.03122602,0.26045526
-1.96598299,1.54128954,0.34222504,0.00000000,0.00215928,0.16517280,0.31956259,0.99417481,0.03156904,0.27598257
-1.95997999,1.58684634,0.33586260,0.00000000,0.00190261,0.17495473,0.33786812,1.02367155,0.03212706,0.29262767
-1.95397699,1.63821609,0.33207662,0.00000000,0.00168141,0.18556708,0.35718324,1.05562834,0.03290740,0.31026926
-1.94797399,1.69475131,0.33064799,0.00000000,0.00149418,0.19692186,0.37730352,1.08962358,0.03391675,0.32877089
-1.94197099,1.75571837,0.33131709,0.00000000,0.00133923,0.20892044,0.39799948,1.12519069,0.03516113,0.34798137
-1.93596798,1.82031157,0.33379378,0.00000000,0.00121482,0.22145506,0.41901962,1.16182695,0.03664576,0.36773561
-1.92996498,1.88766760,0.33776738,0.00000000,0.00111915,0.23441052,0.44009419,1.19900260,0.03837483,0.38785568
-1.92396198,1.95688011,0.34291632,0.00000000,0.00105050,0.24766598,0.46093962,1.23617006,0.04035104,0.40815234
-1.91795898,2.02701459,0.34891735,0.00000000,0.00100721,0.26109711,0.48126356,1.27277347,0.04257517,0.42842702
-1.91195598,2.09712337,0.35545391,0.00000000,0.00098778,0.27457823,0.50077050,1.30825830,0.04504547,0.44847413
-1.90595298,2.16626073,0.36222361,0.00000000,0.00099086,0.28798467,0.51916784,1.34208109,0.04775705,0.46808397
-1.89994997,2.23349811,0.36894474,0.00000000,0.00101527,0.30119517,0.53617229,1.37371930,0.05070126,0.48704598
-1.89394697,2.29793934,0.37536163,0.00000000,0.00106000,0.31409425,0.55151636,1.40268097,0.05386509,0.50515245
-1.88794397,2.35873556,0.38124892,0.00000000,0.00112418,0.32657456,0.56495487,1.42851416,0.05723069,0.52220252
-1.88194097,2.41509977,0.38641461,0.00000000,0.00120706,0.33853910,0.57627121,1.45081589,0.06077494,0.53800647
-1.87593797,2.46632056,0.39070206,0.00000000,0.00130801,0.34990308,0.58528308,1.46924032,0.06446926,0.55239020
-1.86993497,2.51177486,0.39399081,0.00000000,0.00142639,0.36059567,0.59184759,1.48350592,0.06827956,0.56519970
-1.86393197,2.55093911,0.39619653,0.00000000,0.00156157,0.37056115,0.59586546,1.49340136,0.07216644,0.57630541
-1.85792896,2.58339862,0.39726984,0.00000000,0.00171284,0.37975979,0.59728414,1.49878983,0.07608560,0.58560638
