energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.81990995,0.15640933,-0.34480551,0.00052764,-0.00458617,0.01438713,-0.00914914,0.03766300,-0.13633597,0.03390619,-0.09623348,0.03382190,-0.11741062,0.04100638,-0.02334700,0.00151119,-0.00577734,0.06446117,-0.18335809
-5.81390695,0.16798349,-0.30682524,0.00041629,-0.00394527,0.01677991,-0.00817447,0.03680230,-0.12289834,0.03581638,-0.08493223,0.03308455,-0.10642110,0.04700841,-0.02068154,0.00156059,-0.00496166,0.06697754,-0.16382825
-5.80790395,0.18419749,-0.27190879,0.00032625,-0.00337136,0.01955994,-0.00727188,0.03698805,-0.11021302,0.03880920,-0.07465816,0.03325637,-0.09591762,0.05413314,-0.01826203,0.00166524,-0.00424065,0.07142066,-0.14575261
-5.80190095,0.20513120,-0.24010766,0.00025407,-0.00286167,0.02274543,-0.00644678,0.03820780,-0.09834722,0.04289219,-0.06541005,0.03432647,-0.08597485,0.06242748,-0.01608787,0.00182346,-0.00360937,0.07780882,-0.12917517
-5.79589795,0.23084768,-0.21145113,0.00019672,-0.00241272,0.02635049,-0.00570346,0.04044655,-0.08735690,0.04807275,-0.05717940,0.03628103,-0.07665707,0.07192813,-0.01415791,0.00203385,-0.00306251,0.08615553,-0.11412836
-5.78989495,0.26138335,-0.18594983,0.00015157,-0.00202048,0.03038392,-0.00504521,0.04368605,-0.07728650,0.05435605,-0.04995233,0.03910287,-0.06801741,0.08265836,-0.01247065,0.00229520,-0.00259460,0.09646625,-0.10063413
-5.78389195,0.29673733,-0.16359998,0.00011644,-0.00168054,0.03484797,-0.00447463,0.04790373,-0.06816921,0.06174256,-0.04371151,0.04277067,-0.06009766,0.09462475,-0.01102465,0.00260626,-0.00220018,0.10873457,-0.08870557
-5.77788894,0.33686050,-0.14438831,0.00008944,-0.00138829,0.03973722,-0.00399377,0.05307141,-0.06002783,0.07022557,-0.03843813,0.04725811,-0.05292858,0.10781403,-0.00981876,0.00296566,-0.00187403,0.12293818,-0.07834896
-5.77188594,0.38164494,-0.12829712,0.00006907,-0.00113904,0.04503750,-0.00360443,0.05915385,-0.05287596,0.07978879,-0.03411390,0.05253284,-0.04653067,0.12219030,-0.00885256,0.00337167,-0.00161122,0.13903474,-0.06956601
-5.76588294,0.43091461,-0.11530942,0.00005409,-0.00092816,0.05072513,-0.00330833,0.06610728,-0.04671955,0.09040417,-0.03072277,0.05855554,-0.04091532,0.13769269,-0.00812667,0.00382207,-0.00140733,0.15695810,-0.06235632
-5.75987994,0.48441791,-0.10541366,0.00004352,-0.00075115,0.05676633,-0.00310735,0.07387817,-0.04155855,0.10203017,-0.02825256,0.06527910,-0.03608615,0.15423386,-0.00764301,0.00431403,-0.00125847,0.17661508,-0.05671973
-5.75387694,0.54182297,-0.09860776,0.00003664,-0.00060374,0.06311708,-0.00300366,0.08240217,-0.03738864,0.11461063,-0.02669616,0.07264805,-0.03204049,0.17169929,-0.00740506,0.00484396,-0.00116138,0.19788316,-0.05265835
-5.74787394,0.60271639,-0.09490226,0.00003291,-0.00048196,0.06972332,-0.00299987,0.09160356,-0.03420283,0.12807445,-0.02605245,0.08059841,-0.02877096,0.18994782,-0.00741798,0.00540750,-0.00111344,0.22060933,-0.05017840
-5.74187094,0.66660594,-0.09432225,0.00003197,-0.00038214,0.07652164,-0.00309907,0.10139523,-0.03199288,0.14233607,-0.02632671,0.08905807,-0.02626679,0.20881329,-0.00768865,0.00599939,-0.00111270,0.24461041,-0.04929127
-5.73586793,0.73292777,-0.09690783,0.00003365,-0.00030097,0.08344050,-0.00330485,0.11167934,-0.03075036,0.15729704,-0.02753059,0.09794767,-0.02451519,0.22810763,-0.00822557,0.00661360,-0.00115783,0.26967501,-0.05001413
-5.72986493,0.80105820,-0.10271308,0.00003792,-0.00023550,0.09040187,-0.00362126,0.12234869,-0.03046741,0.17284860,-0.02968160,0.10718216,-0.02350221,0.24762519,-0.00903862,0.00724331,-0.00124808,0.29556720,-0.05236960
-5.72386193,0.87033028,-0.11180330,0.00004486,-0.00018313,0.09732346,-0.00405267,0.13328891,-0.03113694,0.18887526,-0.03280206,0.11667304,-0.02321355,0.26714851,-0.01013867,0.00788106,-0.00138317,0.32203200,-0.05638477
-5.71785893,0.94005463,-0.12425069,0.00005472,-0.00014158,0.10412133,-0.00460360,0.14438134,-0.03275246,0.20525935,-0.03691759,0.12633114,-0.02363481,0.28645520,-0.01153705,0.00851893,-0.00156322,0.34880260,-0.06208928
-5.71185593,1.00954417,-0.14012841,0.00006784,-0.00010890,0.11071292,-0.00527846,0.15550662,-0.03530740,0.22188640,-0.04205509,0.13607007,-0.02475156,0.30532596,-0.01324491,0.00914873,-0.00178862,0.37560901,-0.06951263
-5.70585293,1.07814177,-0.15950327,0.00008471,-0.00008345,0.11702040,-0.00608129,0.16654893,-0.03879393,0.23865108,-0.04824045,0.14581003,-0.02654894,0.32355324,-0.01527239,0.00976229,-0.00205984,0.40218803,-0.07868082
-5.69984992,1.14524974,-0.18242737,0.00010590,-0.00006384,0.12297409,-0.00701538,0.17740055,-0.04320153,0.25546352,-0.05549588,0.15548198,-0.02901108,0.34095046,-0.01762778,0.01035169,-0.00237736,0.42829396,-0.08961235
-5.69384692,1.21035996,-0.20892894,0.00013211,-0.00004891,0.12851609,-0.00808295,0.18796673,-0.04851512,0.27225557,-0.06383711,0.16503189,-0.03212023,0.35736129,-0.02031653,0.01090961,-0.00274143,0.45370973,-0.10231386
-5.68784392,1.27308293,-0.23900303,0.00016416,-0.00003772,0.13360362,-0.00928476,0.19817053,-0.05471315,0.28898678,-0.07327060,0.17442492,-0.03585569,0.37266849,-0.02334035,0.01142962,-0.00315197,0.47825772,-0.11677555
-5.68184092,1.33317444,-0.27260239,0.00020293,-0.00002952,0.13821225,-0.01061973,0.20795738,-0.06176549,0.30564957,-0.08379087,0.18364925,-0.04019276,0.38680212,-0.02669625,0.01190646,-0.00360838,0.50180988,-0.13296680
-5.67583792,1.39055810,-0.30962930,0.00024942,-0.00002369,0.14233854,-0.01208465,0.21729918,-0.06963155,0.32227336,-0.09537815,0.19271933,-0.04510163,0.39974640,-0.03037567,0.01233632,-0.00410944,0.52429637,-0.15083201
-5.66983492,1.44534227,-0.34992883,0.00030469,-0.00001977,0.14600224,-0.01367391,0.22619765,-0.07825857,0.33892724,-0.10799658,0.20167837,-0.05054649,0.41154503,-0.03436387,0.01271705,-0.00465316,0.54571237,-0.17028724
-5.66383192,1.49783024,-0.39328425,0.00036986,-0.00001741,0.14924764,-0.01537928,0.23468661,-0.08758035,0.35572086,-0.12159312,0.21059971,-0.05648480,0.42230447,-0.03863939,0.01304831,-0.00523675,0.56612229,-0.19121784
-5.65782891,1.54852231,-0.43941512,0.00044610,-0.00001634,0.15214411,-0.01718987,0.24283315,-0.09751649,0.37280335,-0.13609726,0.21958711,-0.06286697,0.43219499,-0.04317384,0.01333173,-0.00585652,0.58566131,-0.21347733
-5.65182591,1.59810935,-0.48797853,0.00053457,-0.00001639,0.15478575,-0.01909211,0.25073745,-0.10797236,0.39036016,-0.15142179,0.22877363,-0.06963640,0.44144914,-0.04793200,0.01357087,-0.00650792,0.60453367,-0.23688779
-5.64582291,1.64745730,-0.53857382,0.00063641,-0.00001744,0.15728993,-0.02106999,0.25853115,-0.11883983,0.40860775,-0.16746468,0.23831907,-0.07673008,0.45035764,-0.05287224,0.01377116,-0.00718559,0.62300782,-0.26124202
-5.63981991,1.69758279,-0.59075112,0.00075270,-0.00001945,0.15979489,-0.02310532,0.26637429,-0.12999881,0.42778614,-0.18411207,0.24840603,-0.08407962,0.45926266,-0.05794734,0.01393981,-0.00788341,0.64140831,-0.28630750
-5.63381691,1.74962040,-0.64402354,0.00088440,-0.00002242,0.16245630,-0.02517820,0.27445081,-0.14131972,0.44814972,-0.20124235,0.25923450,-0.09161290,0.46854853,-0.06310562,0.01408555,-0.00859469,0.66010471,-0.31183217
-5.62781391,1.80478245,-0.69788287,0.00103236,-0.00002639,0.16544290,-0.02726761,0.28296277,-0.15266674,0.46995638,-0.21873137,0.27101524,-0.09925619,0.47863014,-0.06829250,0.01421834,-0.00931232,0.67949788,-0.33755198
-5.62181091,1.86431271,-0.75181832,0.00119719,-0.00003144,0.16893129,-0.02935208,0.29212338,-0.16390188,0.49345557,-0.23645838,0.28396200,-0.10693669,0.48993940,-0.07345231,0.01434903,-0.01002905,0.70000403,-0.36319996
-5.61580790,1.92943571,-0.80533767,0.00137929,-0.00003770,0.17310003,-0.03141052,0.30214913,-0.17488963,0.51887563,-0.25431270,0.29828289,-0.11458546,0.50291009,-0.07853033,0.01448896,-0.01073767,0.72203731,-0.38851657
-5.60980490,2.00130352,-0.85798978,0.00157874,-0.00004531,0.17812324,-0.03342306,0.31325128,-0.18550211,0.54641106,-0.27220057,0.31417114,-0.12214055,0.51796158,-0.08347507,0.01464955,-0.01143134,0.74599145,-0.41326082
-5.60380190,2.08094208,-0.90938754,0.00179531,-0.00005444,0.18416388,-0.03537186,0.32562689,-0.19562439,0.57621013,-0.29005201,0.33179569,-0.12955019,0.53548215,-0.08824052,0.01484182,-0.01210382,0.77222136,-0.43722162
-5.59779890,2.16919932,-0.95922990,0.00202841,-0.00006530,0.19136694,-0.03724199,0.33944996,-0.20515992,0.60836364,-0.30782719,0.35129184,-0.13677587,0.55581228,-0.09278842,0.01507603,-0.01274976,0.80102529,-0.46022896
-5.59179590,2.26669715,-1.00732173,0.00227704,-0.00007810,0.19985289,-0.03902211,0.35486272,-0.21403547,0.64289511,-0.32552183,0.37275238,-0.14379509,0.57922864,-0.09709029,0.01536124,-0.01336492,0.83262843,-0.48216407
-5.58579290,2.37378930,-1.05359029,0.00253980,-0.00009305,0.20971143,-0.04070516,0.37196758,-0.22220569,0.67975310,-0.34317131,0.39621960,-0.15060363,0.60592945,-0.10112922,0.01570498,-0.01394634,0.86716852,-0.50296812
-5.57978989,2.49052690,-1.09809695,0.00281487,-0.00011039,0.22099602,-0.04228872,0.39082007,-0.22965668,0.71880591,-0.36085305,0.42167859,-0.15721719,0.63602168,-0.10490120,0.01611294,-0.01449252,0.90468410,-0.52264872
-5.57378689,2.61663323,-1.14104320,0.00310003,-0.00013035,0.23371933,-0.04377532,0.41142284,-0.23640852,0.75983901,-0.37868678,0.44905199,-0.16367210,0.66951067,-0.10841598,0.01658878,-0.01500339,0.94510585,-0.54128381
-5.56778389,2.75148897,-1.18277016,0.00339267,-0.00015315,0.24784976,-0.04517235,0.43372127,-0.24251652,0.80255546,-0.39683259,0.47819663,-0.17002519,0.70629271,-0.11169729,0.01713397,-0.01548038,0.98825153,-0.55902251
-5.56178089,2.89412856,-1.22375098,0.00368985,-0.00017898,0.26330938,-0.04649187,0.45760063,-0.24807095,0.84657917,-0.41548653,0.50890229,-0.17635257,0.74615089,-0.11478248,0.01774773,-0.01592625,1.03382444,-0.57608253
-5.55577789,3.04324825,-1.26457609,0.00398832,-0.00020802,0.27997331,-0.04775008,0.48288509,-0.25319533,0.89146115,-0.43487371,0.54089262,-0.18274737,0.78875446,-0.11772143,0.01842708,-0.01634497,1.08141589,-0.59274423
-5.54977489,3.19722576,-1.30593152,0.00428464,-0.00024039,0.29767067,-0.04896656,0.50933871,-0.25804305,0.93668835,-0.45523925,0.57382846,-0.18931647,0.83366210,-0.12057488,0.01916690,-0.01674140,1.13051130,-0.60934122
-5.54377189,3.35415107,-1.34857081,0.00457518,-0.00027619,0.31618719,-0.05016331,0.53666830,-0.26279264,0.98169500,-0.47683712,0.60731340,-0.19617633,0.88032881,-0.12341215,0.01996012,-0.01712102,1.18049992,-0.62624785
-5.53776888,3.51186761,-1.39328178,0.00485627,-0.00031544,0.33526942,-0.05136362,0.56452832,-0.26764159,1.02587588,-0.49991747,0.64090170,-0.20344796,0.92811664,-0.12630833,0.02079795,-0.01748955,1.23068793,-0.64386398
-5.53176588,3.66802266,-1.44084925,0.00512427,-0.00035813,0.35463043,-0.05259086,0.59252769,-0.27279916,1.06860108,-0.52471283,0.67410820,-0.21125142,0.97630885,-0.12934114,0.02167011,-0.01785255,1.28031443,-0.66259764
-5.52576288,3.82012544,-1.49201565,0.00537564,-0.00040414,0.37395700,-0.05386714,0.62023824,-0.27847822,1.10923187,-0.55142400,0.70642010,-0.21969990,1.02412724,-0.13258750,0.02256519,-0.01821503,1.32856994,-0.68284631
-5.51975988,3.96561118,-1.54744111,0.00560706,-0.00045331,0.39291790,-0.05521213,0.64720482,-0.28488665,1.14713699,-0.58020616,0.73731022,-0.22889378,1.07075217,-0.13612009,0.02347089,-0.01858106,1.37461686,-0.70497764
-5.51375688,4.10190917,-1.60766514,0.00581550,-0.00050541,0.41117312,-0.05664181,0.67295667,-0.29221860,1.18170885,-0.61115603,0.76625131,-0.23891483,1.11534458,-0.14000394,0.02437439,-0.01895347,1.41761124,-0.72931050
-5.50775388,4.22651268,-1.67307186,0.00599827,-0.00056014,0.42838379,-0.05816753,0.69701974,-0.30064586,1.21237921,-0.64430077,0.79273105,-0.24982104,1.15706953,-0.14429331,0.02526260,-0.01933350,1.45672530,-0.75609728
-5.50175088,4.33704859,-1.74386043,0.00615315,-0.00061713,0.44422230,-0.05979527,0.71892962,-0.31030992,1.23863376,-0.67958920,0.81626708,-0.26164213,1.19512020,-0.14902902,0.02612252,-0.01972070,1.49117000,-0.78550823
-5.49574787,4.43134447,-1.82002250,0.00627836,-0.00067598,0.45838233,-0.06152509,0.73824473,-0.32131488,1.26002520,-0.71688608,0.83642163,-0.27437610,1.22874183,-0.15423626,0.02694142,-0.02011274,1.52021700,-0.81761876
-5.48974487,4.50749091,-1.90132781,0.00637264,-0.00073625,0.47058853,-0.06335107,0.75455916,-0.33372167,1.27618446,-0.75596970,0.85281520,-0.28798700,1.25725458,-0.15992317,0.02770713,-0.02050550,1.54321925,-0.85240011
-5.48374187,4.56389721,-1.98731895,0.00643526,-0.00079751,0.48060520,-0.06526142,0.76751493,-0.34754368,1.28682984,-0.79653312,0.86513877,-0.30240406,1.28007452,-0.16608013,0.02840818,-0.02089314,1.55962977,-0.88971409
-5.47773887,4.59933837,-2.07731554,0.00646600,-0.00085932,0.48824398,-0.06723907,0.77681305,-0.36274419,1.29177374,-0.83818919,0.87316400,-0.31752223,1.29673203,-0.17267978,0.02903405,-0.02126831,1.56901776,-0.92931213
-5.47173587,4.61299209,-2.17042811,0.00646516,-0.00092128,0.49336994,-0.06926254,0.78222306,-0.37923554,1.29092694,-0.88047919,0.87675112,-0.33320415,1.30688680,-0.17967792,0.02957525,-0.02162250,1.57108168,-0.97083863
-5.46573287,4.60446422,-2.26558087,0.00643350,-0.00098308,0.49590607,-0.07130704,0.78359064,-0.39688016,1.28430040,-0.92288487,0.87585416,-0.34928349,1.31033906,-0.18701512,0.03002346,-0.02194639,1.56565876,-1.01383859
-5.45972986,4.57380206,-2.36154263,0.00637224,-0.00104446,0.49583581,-0.07334593,0.78084293,-0.41549348,1.27200455,-0.96484327,0.87052315,-0.36556948,1.30703629,-0.19461897,0.03037168,-0.02223032,1.55273064,-1.05776929
-5.45372686,4.52149494,-2.45696442,0.00628298,-0.00110533,0.49320368,-0.07535222,0.77399152,-0.43484849,1.25424623,-1.00576397,0.86090350,-0.38185258,1.29707548,-0.20240690,0.03061426,-0.02246474,1.53242487,-1.10201528
-5.44772386,4.44846208,-2.55042226,0.00616766,-0.00116569,0.48811383,-0.07730023,0.76313267,-0.45468181,1.23132339,-1.04504772,0.84723218,-0.39791080,1.28070053,-0.21028945,0.03074704,-0.02264070,1.50501215,-1.14590635
-5.44172086,4.35602822,-2.64046308,0.00602850,-0.00122574,0.48072674,-0.07916725,0.74844500,-0.47470117,1.20361784,-1.08210589,0.82983118,-0.41351666,1.25829508,-0.21817377,0.03076743,-0.02275031,1.47089948,-1.18873746
-5.43571786,4.24588784,-2.72565185,0.00586794,-0.00128584,0.47125413,-0.08093500,0.73018464,-0.49459374,1.17158625,-1.11637967,0.80909832,-0.42844427,1.23037102,-0.22596722,0.03067444,-0.02278717,1.43061938,-1.22979003
-5.42971486,4.12005940,-2.80461777,0.00568861,-0.00134653,0.45995220,-0.08259109,0.70867795,-0.51403520,1.13574972,-1.14735832,0.78549580,-0.44247640,1.19755298,-0.23358085,0.03046883,-0.02274666,1.38481544,-1.26835347
-5.42371186,3.98083105,-2.87609776,0.00549325,-0.00140854,0.44711370,-0.08413002,0.68431222,-0.53269920,1.09668228,-1.17459561,0.75953696,-0.45541110,1.16055958,-0.24093276,0.03015310,-0.02262624,1.33422492,-1.30374637
-5.41770885,3.83069991,-2.93897522,0.00528469,-0.00147278,0.43305895,-0.08555400,0.65752463,-0.55026669,1.05499857,-1.19772364,0.73177182,-0.46706766,1.12018208,-0.24795094,0.02973155,-0.02242557,1.27965883,-1.33533633
-5.41170585,3.67230699,-2.99231267,0.00506581,-0.00154029,0.41812623,-0.08687332,0.62878999,-0.56643491,1.01134108,-1.21646362,0.70277182,-0.47729171,1.07726114,-0.25457566,0.02921031,-0.02214657,1.22198030,-1.36255781
-5.40570285,3.50836989,-3.03537707,0.00483949,-0.00161225,0.40266190,-0.08810631,0.59860768,-0.58092577,0.96636736,-1.23063309,0.67311444,-0.48595915,1.03266276,-0.26076126,0.02859731,-0.02179335,1.16208197,-1.38492736
-5.39969985,3.34161572,-3.06765693,0.00460864,-0.00168991,0.38701065,-0.08927887,0.56748826,-0.59349318,0.92073730,-1.24014929,0.64336824,-0.49297898,0.98725407,-0.26647725,0.02790221,-0.02137204,1.10086327,-1.40205571
-5.39369685,3.17471623,-3.08887077,0.00437609,-0.00177458,0.37150611,-0.09042361,0.53594039,-0.60392913,0.87510096,-1.24502870,0.61407885,-0.49829469,0.94187993,-0.27170863,0.02713631,-0.02089052,1.03920827,-1.41365650
-5.38769385,3.01022716,-3.09896701,0.00414466,-0.00186752,0.35646226,-0.09157860,0.50445836,-0.61206849,0.83008715,-1.24538279,0.58575626,-0.50188441,0.89734110,-0.27645562,0.02631239,-0.02035809,0.97796495,-1.41955136
-5.38169085,2.85053366,-3.09811552,0.00391710,-0.00196992,0.34216579,-0.09278574,0.47351071,-0.61779217,0.78629283,-1.24141032,0.55886396,-0.50375982,0.85437466,-0.28073258,0.02544448,-0.01978507,0.91792645,-1.41967132
-5.37568784,2.69780296,-3.08669162,0.00369608,-0.00208280,0.32886970,-0.09408893,0.44353034,-0.62102875,0.74427377,-1.23338656,0.53381001,-0.50396385,0.81363724,-0.28456640,0.02454763,-0.01918235,0.85981490,-1.41405482
-5.36968484,2.55394554,-3.06525358,0.00348415,-0.00220700,0.31678823,-0.09553204,0.41490622,-0.62175451,0.70453621,-1.22165011,0.51094044,-0.50256740,0.77569152,-0.28799436,0.02363758,-0.01856098,0.80426823,-1.40284240
-5.36368184,2.42058534,-3.03451484,0.00328376,-0.00234304,0.30609323,-0.09715682,0.38797696,-0.61999194,0.66753006,-1.20658791,0.49053475,-0.49966528,0.74099623,-0.29106154,0.02273043,-0.01793168,0.75183022,-1.38626851
-5.35767884,2.29903933,-2.99531251,0.00309723,-0.00249110,0.29691205,-0.09900087,0.36302634,-0.61580688,0.63364320,-1.18861915,0.47280380,-0.49537154,0.70989989,-0.29381806,0.02184220,-0.01730451,0.70294389,-1.36465094
-5.35167584,2.19030640,-2.94857359,0.00292667,-0.00265097,0.28932681,-0.10109570,0.34028063,-0.60930447,0.60319726,-1.16817900,0.45788973,-0.48981446,0.68263815,-0.29631614,0.02098853,-0.01668845,0.65794822,-1.33837841
-5.34567284,2.09506507,-2.89528072,0.00277401,-0.00282199,0.28337510,-0.10346508,0.31990779,-0.60062413,0.57644467,-1.14570274,0.44586777,-0.48313159,0.65933471,-0.29860731,0.02018417,-0.01609113,0.61707805,-1.30789680
