energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.68784392,5.06292294,0.07287997,0.66458776,0.40632366,0.08358063,2.09778373,1.00980286,1.00086142
-5.68184092,5.43339734,0.07733943,0.69471672,0.44246990,0.08924388,2.28201181,1.08160040,1.06322986
-5.67583792,5.80756998,0.08170105,0.72283265,0.47981084,0.09491181,2.47190523,1.15394824,1.12479007
-5.66983492,6.18236277,0.08592071,0.74863227,0.51809175,0.10053641,2.66602440,1.22630873,1.18498853
-5.66383192,6.55448683,0.08995500,0.77185126,0.55701896,0.10606756,2.86273229,1.29811510,1.24326918
-5.65782891,6.92046245,0.09376182,0.79226632,0.59626058,0.11145322,3.06020370,1.36877384,1.29907740
-5.65182591,7.27664742,0.09730091,0.80969599,0.63544850,0.11663986,3.25644192,1.43766813,1.35186414
-5.64582291,7.61927511,0.10053441,0.82400034,0.67418184,0.12157284,3.44930331,1.50416250,1.40109061
-5.63981991,7.94450304,0.10342744,0.83507982,0.71203209,0.12619704,3.63652986,1.56760912,1.44623368
-5.63381691,8.24847227,0.10594862,0.84287351,0.74854971,0.13045754,3.81578965,1.62735587,1.48679223
-5.62781391,8.52737735,0.10807067,0.84735700,0.78327249,0.13430048,3.98472433,1.68275626,1.52229458
-5.62181091,8.77754571,0.10977096,0.84854032,0.81573519,0.13767399,4.14100268,1.73318125,1.55230692
-5.61580790,8.99552462,0.11103208,0.84646601,0.84548055,0.14052934,4.28237854,1.77803282,1.57644291
-5.60980490,9.17817298,0.11184232,0.84120750,0.87207102,0.14282203,4.40675122,1.81675886,1.59437381
-5.60380190,9.32275469,0.11219624,0.83286801,0.89510117,0.14451300,4.51222616,1.84886894,1.60583924
-5.59779890,9.42702957,0.11209501,0.82157985,0.91421003,0.14556984,4.59717325,1.87395040,1.61065766
-5.59179590,9.48933760,0.11154680,0.80750408,0.92909292,0.14596787,4.66028043,1.89168385,1.60873635
-5.58579290,9.50867201,0.11056690,0.79083035,0.93951232,0.14569116,4.70059994,1.90185746,1.60007995
-5.57978989,9.48473713,0.10917782,0.77177675,0.94530717,0.14473334,4.71758492,1.90437896,1.58479718
-5.57378689,9.41798699,0.10740908,0.75058938,0.94640013,0.14309820,4.71111451,1.89928482,1.56310487
-5.56778389,9.30964188,0.10529689,0.72754133,0.94280242,0.14080006,4.68150589,1.88674568,1.53532898
-5.56178089,9.16168046,0.10288355,0.70293093,0.93461585,0.13786372,4.62951233,1.86706749,1.50190208
-5.55577789,8.97680661,0.10021659,0.67707895,0.92203197,0.13432424,4.55630692,1.84068814,1.46335710
-5.54977489,8.75839125,0.09734781,0.65032475,0.90532816,0.13022633,4.46345248,1.80816924,1.42031729
-5.54377189,8.51039053,0.09433198,0.62302121,0.88486075,0.12562342,4.35285846,1.77018329,1.37348258
-5.53776888,8.23724320,0.09122545,0.59552857,0.86105550,0.12057652,4.22672663,1.72749653,1.32361281
-5.53176588,7.94375104,0.08808465,0.56820732,0.83439560,0.11515278,4.08748767,1.68094818,1.27150819
-5.52576288,7.63494699,0.08496442,0.54141035,0.80540785,0.10942392,3.93773117,1.63142668,1.21798802
-5.51975988,7.31595637,0.08191647,0.51547473,0.77464745,0.10346454,3.78013196,1.57984427,1.16386832
-5.51375688,6.99185705,0.07898777,0.49071340,0.74268202,0.09735038,3.61737578,1.52711067,1.10993948
-5.50775388,6.66754412,0.07621913,0.46740726,0.71007557,0.09115660,3.45208720,1.47410726,1.05694478
-5.50175088,6.34760485,0.07364396,0.44579802,0.67737302,0.08495615,3.28676262,1.42166285,1.00556082
-5.49574787,6.03620868,0.07128729,0.42608217,0.64508582,0.07881830,3.12371094,1.37053214,0.95638067
-5.48974487,5.73701648,0.06916503,0.40840642,0.61367938,0.07280738,2.96500381,1.32137778,0.90990044
-5.48374187,5.45311225,0.06728361,0.39286484,0.58356260,0.06698176,2.81243724,1.27475676,0.86650982
-5.47773887,5.18695923,0.06563999,0.37949786,0.55507994,0.06139306,2.66750541,1.23111181,0.82648698
-5.47173587,4.94038126,0.06422201,0.36829320,0.52850622,0.05608575,2.53138721,1.19076782,0.78999786
-5.46573287,4.71456897,0.06300907,0.35918870,0.50404437,0.05109694,2.40494526,1.15393353,0.75709983
-5.45972986,4.51010923,0.06197316,0.35207688,0.48182585,0.04645649,2.28873673,1.12070807,0.72774937
-5.45372686,4.32703543,0.06108018,0.34681108,0.46191385,0.04218737,2.18303469,1.09109189,0.70181331
-5.44772386,4.16489507,0.06029149,0.34321274,0.44430888,0.03830625,2.08785841,1.06500145,0.67908299
-5.44172086,4.02283076,0.05956555,0.34107973,0.42895639,0.03482425,2.00301064,1.04228672,0.65929055
-5.43571786,3.89967021,0.05885973,0.34019500,0.41575601,0.03174785,1.92811965,1.02275062,0.64212657
-5.42971486,3.79402064,0.05813208,0.34033558,0.40457192,0.02907982,1.86268404,1.00616931,0.62725818
-5.42371186,3.70436318,0.05734300,0.34128112,0.39524389,0.02682022,1.80611782,0.99231246,0.61434685
-5.41770885,3.62914313,0.05645684,0.34282206,0.38759833,0.02496740,1.75779393,0.98096242,0.60306505
-5.41170585,3.56685224,0.05544324,0.34476673,0.38145906,0.02351884,1.71708430,0.97193157,0.59311112
-5.40570285,3.51610023,0.05427819,0.34694753,0.37665710,0.02247195,1.68339483,0.96507717,0.58422182
-5.39969985,3.47567291,0.05294480,0.34922571,0.37303930,0.02182469,1.65619418,0.96031317,0.57618218
-5.39369685,3.44457564,0.05143381,0.35149488,0.37047535,0.02157599,1.63503550,0.95761866,0.56883230
-5.38769385,3.42206126,0.04974369,0.35368307,0.36886294,0.02172602,1.61957074,0.95704286,0.56207118
-5.38169085,3.40764263,0.04788044,0.35575359,0.36813093,0.02227618,1.60955735,0.95870675,0.55585742
-5.37568784,3.40109052,0.04585713,0.35770458,0.36824046,0.02322897,1.60485787,0.96280143,0.55020724
-5.36968484,3.40241824,0.04369313,0.35956753,0.36918404,0.02458759,1.60543291,0.96958366,0.54518993
-5.36368184,3.41185500,0.04141318,0.36140500,0.37098269,0.02635543,1.61132840,0.97936906,0.54092117
-5.35767884,3.42981011,0.03904630,0.36330758,0.37368140,0.02853534,1.62265825,0.99252338,0.53755481
-5.35167584,3.45683065,0.03662457,0.36539049,0.37734313,0.03112888,1.63958366,1.00945248,0.53527349
-5.34567284,3.49355503,0.03418190,0.36778991,0.38204165,0.03413544,1.66229016,1.03059150,0.53427860
-5.33966983,3.54066499,0.03175284,0.37065922,0.38785371,0.03755134,1.69096392,1.05639372,0.53478017
-5.33366683,3.59883837,0.02937141,0.37416538,0.39485083,0.04136899,1.72576830,1.08731954,0.53698707
-5.32766383,3.66870459,0.02707009,0.37848538,0.40309114,0.04557613,1.76682188,1.12382587,0.54109790
-5.32166083,3.75080460,0.02487891,0.38380308,0.41261172,0.05015511,1.81417883,1.16635615,0.54729287
-5.31565783,3.84555643,0.02282478,0.39030615,0.42342183,0.05508245,1.86781235,1.21533106,0.55572700
-5.30965483,3.95322736,0.02093086,0.39818334,0.43549729,0.06032846,1.92760176,1.27113998,0.56652468
-5.30365183,4.07391284,0.01921630,0.40762187,0.44877634,0.06585722,1.99332357,1.33413299,0.57977561
-5.29764882,4.20752238,0.01769594,0.41880488,0.46315724,0.07162667,2.06464655,1.40461328,0.59553231
-5.29164582,4.35377195,0.01638035,0.43190887,0.47849764,0.07758904,2.14113082,1.48282964,0.61380889
-5.28564282,4.51218222,0.01527591,0.44710093,0.49461585,0.08369143,2.22223066,1.56896899,0.63458107
-5.27963982,4.68208182,0.01438501,0.46453580,0.51129394,0.08987667,2.30730066,1.66314836,0.65778725
-5.27363682,4.86261466,0.01370640,0.48435246,0.52828245,0.09608437,2.39560471,1.76540645,0.68333041
-5.26763382,5.05275025,0.01323550,0.50667049,0.54530671,0.10225206,2.48632728,1.87569449,0.71108066
-5.26163082,5.25129600,0.01296490,0.53158586,0.56207420,0.10831654,2.57858640,1.99386649,0.74087813
-5.25562781,5.45691078,0.01288474,0.55916648,0.57828283,0.11421515,2.67144783,2.11966890,0.77253618
-5.24962481,5.66811882,0.01298317,0.58944737,0.59362970,0.11988723,2.76393975,2.25273014,0.80584456
-5.24362181,5.88332368,0.01324677,0.62242574,0.60781988,0.12527532,2.85506771,2.39255029,0.84057243
-5.23761881,6.10082184,0.01366099,0.65805609,0.62057487,0.13032642,2.94382924,2.53849159,0.87647127
-5.23161581,6.31881602,0.01421048,0.69624552,0.63164040,0.13499303,3.02922804,2.68977044,0.91327736
-5.22561281,6.53542832,0.01487943,0.73684963,0.64079318,0.13923402,3.11028742,2.84545158,0.95071397
-5.21960980,6.74871357,0.01565191,0.77966906,0.64784636,0.14301523,3.18606291,3.00444543,0.98849331
-5.21360680,6.95667346,0.01651206,0.82444722,0.65265355,0.14630994,3.25565409,3.16550925,1.02631802
-5.20760380,7.15727197,0.01744431,0.87086927,0.65511126,0.14909898,3.31821559,3.32725297,1.06388268
-5.20160080,7.34845281,0.01843360,0.91856265,0.65515974,0.15137066,3.37296732,3.48815026,1.10087511
-5.19559780,7.52815933,0.01946544,0.96709940,0.65278227,0.15312052,3.41920414,3.64655536,1.13697781
-5.18959480,7.69435757,0.02052607,1.01600045,0.64800312,0.15435077,3.45630490,3.80072576,1.17186957
-5.18359180,7.84506266,0.02160252,1.06474187,0.64088426,0.15506968,3.48374102,3.94885101,1.20522759
-5.17758879,7.97836880,0.02268269,1.11276319,0.63152120,0.15529084,3.50108464,4.08908695,1.23673009
-5.17158579,8.09248268,0.02375538,1.15947778,0.62003815,0.15503234,3.50801624,4.21959504,1.26605964
-5.16558279,8.18576014,0.02481037,1.20428496,0.60658277,0.15431593,3.50433178,4.33858580,1.29290747
-5.15957979,8.25674528,0.02583845,1.24658379,0.59132096,0.15316626,3.48994915,4.44436501,1.31697859
-5.15357679,8.30421135,0.02683151,1.28578822,0.57443171,0.15161016,3.46491387,4.53538147,1.33799796
-5.14757379,8.32720222,0.02778261,1.32134300,0.55610238,0.14967608,3.42940369,4.61027448,1.35571763
-5.14157079,8.32507304,0.02868612,1.35274010,0.53652459,0.14739365,3.38373202,4.66791933,1.36992467
-5.13556778,8.29752882,0.02953780,1.37953502,0.51589068,0.14479338,3.32834982,4.70746909,1.38044980
-5.12956478,8.24465895,0.03033495,1.40136237,0.49439092,0.14190661,3.26384574,4.72839082,1.38717635
-5.12356178,8.16696628,0.03107660,1.41795013,0.47221145,0.13876550,3.19094430,4.73049456,1.39004925
-5.11755878,8.06538889,0.03176363,1.42913208,0.44953282,0.13540325,3.11050180,4.71395379,1.38908357
-5.11155578,7.94131297,0.03239893,1.43485764,0.42652910,0.13185437,3.02349985,4.67931600,1.38437217
-5.10555278,7.79657533,0.03298753,1.43519876,0.40336741,0.12815506,2.93103634,4.62750270,1.37609189
-5.09954977,7.63345437,0.03353665,1.43035329,0.38020776,0.12434356,2.83431379,4.55979844,1.36450770
-5.09354677,7.45464854,0.03405577,1.42064452,0.35720300,0.12046051,2.73462505,4.47782863,1.34997446
-5.08754377,7.26324169,0.03455654,1.40651666,0.33449888,0.11654919,2.63333633,4.38352674,1.33293562
-5.08154077,7.06265536,0.03505261,1.38852617,0.31223393,0.11265568,2.53186779,4.27909161,1.31391870
-5.07553777,6.85658808,0.03555943,1.36732898,0.29053929,0.10882880,2.43167178,4.16693585,1.29352719
-5.06953477,6.64894282,0.03609387,1.34366393,0.26953829,0.10511988,2.33420905,4.04962706,1.27242878
-5.06353177,6.44374366,0.03667372,1.31833270,0.24934583,0.10158225,2.24092324,3.92982330,1.25134013
-5.05752876,6.24504368,0.03731716,1.29217682,0.23006755,0.09827061,2.15321403,3.81020494,1.23100833
-5.05152576,6.05682618,0.03804210,1.26605255,0.21179891,0.09523998,2.07240956,3.69340473,1.21218956
-5.04552276,5.88290201,0.03886541,1.24080430,0.19462411,0.09254462,1.99973845,3.58193823,1.19562558
-5.03951976,5.72680600,0.03980223,1.21723756,0.17861508,0.09023660,1.93630230,3.47813670,1.18201883
-5.03351676,5.59169549,0.04086516,1.19609229,0.16383046,0.08836433,1.88304906,3.38408427,1.17200711
-5.02751376,5.48025470,0.04206355,1.17801775,0.15031479,0.08697096,1.84074820,3.30156138,1.16613878
-5.02151076,5.39460791,0.04340285,1.16354973,0.13809791,0.08609274,1.80996835,3.23199610,1.16484959
-5.01550775,5.33624504,0.04488404,1.15309105,0.12719456,0.08575740,1.79105817,3.17642482,1.16844213
-5.00950475,5.30596257,0.04650329,1.14689625,0.11760442,0.08598276,1.78413114,3.13546356,1.17706900
-5.00350175,5.30382251,0.04825168,1.14506097,0.10931231,0.08677537,1.78905525,3.10929085,1.19072042
-4.99749875,5.32913167,0.05011520,1.14751670,0.10228884,0.08812957,1.80544793,3.09764295,1.20921717
-4.99149575,5.38044300,0.05207491,1.15403116,0.09649126,0.09002679,1.83267707,3.09982162,1.23220931
-4.98549275,5.45557984,0.05410733,1.16421442,0.09186458,0.09243528,1.86986847,3.11471474,1.25918093
-4.97948974,5.55168337,0.05618507,1.17753066,0.08834296,0.09531030,1.91591998,3.14082911,1.28946121
-4.97348674,5.66528264,0.05827751,1.19331526,0.08585113,0.09859476,1.96952247,3.17633510,1.32224120
-4.96748374,5.79238563,0.06035179,1.21079668,0.08430598,0.10222029,2.02918744,3.21912168,1.35659633
-4.96148074,5.92858910,0.06237377,1.22912234,0.08361817,0.10610890,2.09328083,3.26686065,1.39151345
-4.95547774,6.06920389,0.06430919,1.24738757,0.08369366,0.11017492,2.16006241,3.31707798,1.42592185
-4.94947474,6.20939191,0.06612474,1.26466662,0.08443525,0.11432742,2.22772968,3.36723022,1.45872694
-4.94347174,6.34431015,0.06778914,1.28004452,0.08574396,0.11847291,2.29446506,3.41478332,1.48884534
-4.93746873,6.46925673,0.06927419,1.29264847,0.08752033,0.12251817,2.35848507,3.45729137,1.51524009
-4.93146573,6.57981370,0.07055563,1.30167771,0.08966556,0.12637323,2.41808954,3.49247235,1.53695456
-4.92546273,6.67198118,0.07161387,1.30643051,0.09208255,0.12995430,2.47170945,3.51827812,1.55314375
-4.91945973,6.74229789,0.07243459,1.30632737,0.09467681,0.13318653,2.51795127,3.53295606,1.56310173
-4.91345673,6.78794301,0.07300903,1.30092941,0.09735726,0.13600647,2.55563628,3.53509997,1.56628402
-4.90745373,6.80681567,0.07333412,1.28995132,0.10003697,0.13836408,2.58383312,3.52368832,1.56232431
-4.90145073,6.79758862,0.07341247,1.27326837,0.10263385,0.14022437,2.60188213,3.49810824,1.55104445
-4.89544772,6.75973417,0.07325196,1.25091734,0.10507127,0.14156823,2.60941058,3.45816458,1.53245782
-4.88944472,6.69352133,0.07286540,1.22309138,0.10727867,0.14239284,2.60633776,3.40407372,1.50676562
-4.88344172,6.59998448,0.07226976,1.19012920,0.10919219,0.14271126,2.59286995,3.33644256,1.47434654
-4.87743872,6.48086526,0.07148554,1.15249918,0.11075524,0.14255140,2.56948520,3.25623391,1.43574033
-4.87143572,6.33853032,0.07053582,1.11077920,0.11191909,0.14195444,2.53690864,3.16471997,1.39162584
-4.86543272,6.17586868,0.06944544,1.06563313,0.11264337,0.14097260,2.49607937,3.06342615,1.34279489
-4.85942971,5.99617359,0.06824006,1.01778528,0.11289662,0.13966658,2.44811034,2.95406790,1.29012275
-4.85342671,5.80301401,0.06694526,0.96799366,0.11265659,0.13810265,2.39424302,2.83848343,1.23453688
-4.84742371,5.60010139,0.06558581,0.91702358,0.11191060,0.13634955,2.33579888,2.71856544,1.17698496
-4.84142071,5.39115752,0.06418487,0.86562239,0.11065563,0.13447542,2.27412970,2.59619463,1.11840376
-4.83541771,5.17978895,0.06276342,0.81449656,0.10889831,0.13254486,2.21056902,2.47317792,1.05969000
-4.82941471,4.96937289,0.06133980,0.76429189,0.10665465,0.13061625,2.14638651,2.35119368,1.00167420
-4.82341171,4.76295893,0.05992936,0.71557741,0.10394959,0.12873946,2.08274737,2.23174588,0.94509868
-4.81740870,4.56318980,0.05854428,0.66883353,0.10081636,0.12695411,2.02067812,2.11612866,0.89060016
-4.81140570,4.37224355,0.05719355,0.62444456,0.09729559,0.12528833,1.96103994,2.00540202,0.83869754
-4.80540270,4.19179814,0.05588305,0.58269554,0.09343420,0.12375823,1.90451038,1.90037889,0.78978505
-4.79939970,4.02301843,0.05461571,0.54377326,0.08928419,0.12236782,1.85157376,1.80162319,0.74413058
-4.79339670,3.86656450,0.05339187,0.50777101,0.08490129,0.12110970,1.80251990,1.70945805,0.70187909
-4.78739370,3.72261928,0.05220960,0.47469640,0.08034342,0.11996614,1.75745098,1.62398280,0.66306037
-4.78139070,3.59093245,0.05106512,0.44448176,0.07566931,0.11891060,1.71629527,1.54509720,0.62760062
-4.77538769,3.47087747,0.04995326,0.41699628,0.07093695,0.11790965,1.67882676,1.47253088,0.59533699
-4.76938469,3.36151766,0.04886786,0.39205923,0.06620223,0.11692505,1.64468923,1.40587633,0.56603419
-4.76338169,3.26167774,0.04780220,0.36945343,0.06151766,0.11591588,1.61342315,1.34462326,0.53940225
-4.75737869,3.17001680,0.04674935,0.34893848,0.05693127,0.11484074,1.58449420,1.28819269,0.51511458
-4.75137569,3.08509945,0.04570251,0.33026304,0.05248572,0.11365971,1.55732155,1.23596918,0.49282551
-4.74537269,3.00546198,0.04465527,0.31317579,0.04821758,0.11233613,1.53130508,1.18733001,0.47218651
-4.73936968,2.92967139,0.04360177,0.29743480,0.04415692,0.11083806,1.50585014,1.14167018,0.45286067
-4.73336668,2.85637535,0.04253687,0.28281490,0.04032710,0.10913945,1.48038922,1.09842286,0.43453485
-4.72736368,2.78434228,0.04145618,0.26911327,0.03674477,0.10722081,1.45440001,1.05707491,0.41692925
-4.72136068,2.71249117,0.04035611,0.25615306,0.03342020,0.10506968,1.42741956,1.01717756,0.39980441
-4.71535768,2.63991151,0.03923386,0.24378528,0.03035760,0.10268059,1.39905461,0.97835269,0.38296552
-4.70935468,2.56587399,0.03808734,0.23188917,0.02755583,0.10005488,1.36898827,0.94029508,0.36626423
-4.70335168,2.48983344,0.03691515,0.22037124,0.02500905,0.09720017,1.33698354,0.90277150,0.34959834
-4.69734867,2.41142519,0.03571650,0.20916339,0.02270758,0.09412963,1.30288412,0.86561734,0.33290958
-4.69134567,2.33045670,0.03449117,0.19822031,0.02063871,0.09086128,1.26661319,0.82873162,0.31617995
-4.68534267,2.24689584,0.03323947,0.18751649,0.01878766,0.08741704,1.22817066,0.79207101,0.29942701
-4.67933967,2.16085736,0.03196224,0.17704310,0.01713840,0.08382198,1.18762952,0.75564374,0.28269863
-4.67333667,2.07258887,0.03066080,0.16680491,0.01567451,0.08010345,1.14513168,0.71950374,0.26606740
-4.66733367,1.98245717,0.02933702,0.15681753,0.01437997,0.07629047,1.10088380,0.68374542,0.24962531
-4.66133067,1.89093577,0.02799334,0.14710493,0.01323986,0.07241311,1.05515321,0.64849950,0.23347874
-4.65532766,1.79859399,0.02663275,0.13769744,0.01224098,0.06850207,1.00826416,0.61392978,0.21774408
-4.64932466,1.70608773,0.02525888,0.12863025,0.01137241,0.06458835,0.96059443,0.58023086,0.20254423
-4.64332166,1.61415179,0.02387598,0.11994223,0.01062596,0.06070310,0.91257216,0.54762678,0.18800578
-4.63731866,1.52359367,0.02248891,0.11167528,0.00999649,0.05687755,0.86467288,0.51637011,0.17425719
-4.63131566,1.43528809,0.02110313,0.10387388,0.00948222,0.05314298,0.81741646,0.48674143,0.16142773
-4.62531266,1.35017208,0.01972463,0.09658498,0.00908490,0.04953085,0.77136388,0.45904869,0.14964706
-4.61930965,1.26923992,0.01835983,0.08985792,0.00880992,0.04607290,0.72711359,0.43362621,0.13904543
-4.61330665,1.19353739,0.01701548,0.08374453,0.00866635,0.04280130,0.68529717,0.41083296,0.12975430
-4.60730365,1.12415510,0.01569850,0.07829905,0.00866688,0.03974875,0.64657437,0.39104993,0.12190714
-4.60130065,1.06222008,0.01441582,0.07357804,0.00882771,0.03694865,0.61162712,0.37467614,0.11564020
-4.59529765,1.00888568,0.01317421,0.06964006,0.00916832,0.03443509,0.58115255,0.36212341,0.11109326
-4.58929465,0.96531921,0.01198010,0.06654512,0.00971120,0.03224291,0.55585500,0.35380954,0.10840994
-4.58329165,0.93268727,0.01083942,0.06435389,0.01048145,0.03040756,0.53643669,0.35014990,0.10773752
-4.57728864,0.91213854,0.00975743,0.06312655,0.01150627,0.02896500,0.52358745,0.35154764,0.10922619
-4.57128564,0.90478403,0.00873861,0.06292142,0.01281438,0.02795136,0.51797301,0.35838238,0.11302756
-4.56528264,0.91167494,0.00778654,0.06379326,0.01443526,0.02740256,0.52022241,0.37099774,0.11929231
-4.55927964,0.93377803,0.00690385,0.06579129,0.01639832,0.02735378,0.53091410,0.38968792,0.12816708
-4.55327664,0.97194905,0.00609215,0.06895700,0.01873188,0.02783877,0.55056131,0.41468380,0.13979050
-4.54727364,1.02690450,0.00535209,0.07332181,0.02146213,0.02888902,0.57959655,0.44613877,0.15428843
-4.54127064,1.09919231,0.00468333,0.07890460,0.02461190,0.03053283,0.61835574,0.48411515,0.17176859
-4.53526763,1.18916224,0.00408466,0.08570924,0.02819940,0.03279412,0.66706222,0.52857143,0.19231457
-4.52926463,1.29693687,0.00355406,0.09372223,0.03223692,0.03569128,0.72581107,0.57935120,0.21597962
-4.52326163,1.42238425,0.00308880,0.10291053,0.03672948,0.03923581,0.79455447,0.63617436,0.24278024
-4.51725863,1.56509347,0.00268559,0.11321974,0.04167362,0.04343092,0.87308839,0.69863111,0.27269002
-4.51125563,1.72435436,0.00234066,0.12457274,0.04705623,0.04827024,0.96104161,0.76617952,0.30563387
-4.50525263,1.89914279,0.00204996,0.13686888,0.05285356,0.05373642,1.05786753,0.83814698,0.34148312
-4.49924962,2.08811276,0.00180921,0.14998398,0.05903053,0.05980006,1.16283957,0.91373597,0.38005165
-4.49324662,2.28959651,0.00161405,0.16377101,0.06554029,0.06641871,1.27505085,0.99203441,0.42109343
