energy_ev,total_up,Ge_p_up,Ge_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.45972986,3.35142087,0.24144393,0.00000000,0.53214715,0.82370017,0.00224165,2.76644562
-5.45372686,3.45331714,0.26845029,0.00000000,0.56874568,0.85700482,0.00249293,2.80596075
-5.44772386,3.53786274,0.29640868,0.00000000,0.60482961,0.88700297,0.00275267,2.82614526
-5.44172086,3.60395841,0.32500390,0.00000000,0.63997062,0.91333165,0.00301791,2.82662368
-5.43571786,3.65081883,0.35387417,0.00000000,0.67371931,0.93567532,0.00328532,2.80743680
-5.42971486,3.67798377,0.38261727,0.00000000,0.70561300,0.95377051,0.00355126,2.76903880
-5.42371186,3.68531941,0.41079881,0.00000000,0.73518494,0.96740934,0.00381187,2.71227990
-5.41770885,3.67301026,0.43796247,0.00000000,0.76197458,0.97644170,0.00406322,2.63837529
-5.41170585,3.64154269,0.46364180,0.00000000,0.78553882,0.98077654,0.00430137,2.54886207
-5.40570285,3.59168122,0.48737332,0.00000000,0.80546386,0.98038203,0.00452259,2.44554615
-5.39969985,3.52443919,0.50871033,0.00000000,0.82137714,0.97528505,0.00472348,2.33044177
-5.39369685,3.44104517,0.52723697,0.00000000,0.83295911,0.96556981,0.00490111,2.20570655
-5.38769385,3.34290686,0.54258175,0.00000000,0.83995412,0.95137600,0.00505322,2.07357472
-5.38169085,3.23157389,0.55443016,0.00000000,0.84218003,0.93289620,0.00517829,1.93629166
-5.37568784,3.10870083,0.56253560,0.00000000,0.83953609,0.91037287,0.00527575,1.79605228
-5.36968484,2.97601142,0.56672819,0.00000000,0.83200850,0.88409477,0.00534600,1.65494538
-5.36368184,2.83526506,0.56692103,0.00000000,0.81967352,0.85439274,0.00539056,1.51490603
-5.35767884,2.68822589,0.56311353,0.00000000,0.80269767,0.82163505,0.00541206,1.37767715
-5.35167584,2.53663500,0.55539173,0.00000000,0.78133500,0.78622195,0.00541429,1.24478095
-5.34567284,2.38218583,0.54392555,0.00000000,0.75592155,0.74857973,0.00540216,1.11750065
-5.33966983,2.22650275,0.52896310,0.00000000,0.72686698,0.70915418,0.00538162,0.99687197
-5.33366683,2.07112267,0.51082228,0.00000000,0.69464378,0.66840350,0.00535958,0.88368380
-5.32766383,1.91747962,0.48988022,0.00000000,0.65977457,0.62679079,0.00534377,0.77848692
-5.32166083,1.76689193,0.46656091,0.00000000,0.62281778,0.58477634,0.00534254,0.68160947
-5.31565783,1.62055203,0.44132165,0.00000000,0.58435259,0.54280986,0.00536468,0.59317762
-5.30965483,1.47951853,0.41463897,0.00000000,0.54496347,0.50132289,0.00541919,0.51314008
-5.30365183,1.34471068,0.38699458,0.00000000,0.50522519,0.46072158,0.00551500,0.44129479
-5.29764882,1.21690506,0.35886201,0.00000000,0.46568875,0.42138030,0.00566070,0.37731655
-5.29164582,1.09673456,0.33069433,0.00000000,0.42686871,0.38363598,0.00586428,0.32078432
-5.28564282,0.98468962,0.30291360,0.00000000,0.38923252,0.34778377,0.00613280,0.27120716
-5.27963982,0.88112185,0.27590208,0.00000000,0.35319204,0.31407387,0.00647218,0.22804817
-5.27363682,0.78624983,0.24999582,0.00000000,0.31909739,0.28270984,0.00688684,0.19074573
-5.26763382,0.70016734,0.22548029,0.00000000,0.28723349,0.25384845,0.00737956,0.15873176
-5.26163082,0.62285363,0.20258850,0.00000000,0.25781889,0.22760093,0.00795120,0.13144691
-5.25562781,0.55418582,0.18150111,0.00000000,0.23100707,0.20403575,0.00860057,0.10835266
-5.24962481,0.49395298,0.16234862,0.00000000,0.20688978,0.18318265,0.00932431,0.08894043
-5.24362181,0.44187184,0.14521525,0.00000000,0.18550227,0.16503793,0.01011689,0.07273813
-5.23761881,0.39760356,0.13014424,0.00000000,0.16682992,0.14957065,0.01097056,0.05931426
-5.23161581,0.36077134,0.11714425,0.00000000,0.15081607,0.13672956,0.01187556,0.04828005
-5.22561281,0.33097832,0.10619644,0.00000000,0.13737059,0.12645052,0.01282022,0.03928999
-5.21960980,0.30782537,0.09726201,0.00000000,0.12637873,0.11866417,0.01379126,0.03204099
-5.21360680,0.29092828,0.09028976,0.00000000,0.11771011,0.11330347,0.01477416,0.02627067
-5.20760380,0.27993385,0.08522336,0.00000000,0.11122736,0.11031088,0.01575352,0.02175487
-5.20160080,0.27453438,0.08200815,0.00000000,0.10679417,0.10964500,0.01671356,0.01830476
-5.19559780,0.27448021,0.08059716,0.00000000,0.10428259,0.11128623,0.01763859,0.01576368
-5.18959480,0.27958969,0.08095608,0.00000000,0.10357920,0.11524139,0.01851359,0.01400387
-5.18359180,0.28975631,0.08306721,0.00000000,0.10459017,0.12154691,0.01932466,0.01292323
-5.17758879,0.30495268,0.08693200,0.00000000,0.10724502,0.13027057,0.02005958,0.01244215
-5.17158579,0.32523089,0.09257239,0.00000000,0.11149896,0.14151152,0.02070819,0.01250039
-5.16558279,0.35071933,0.10003068,0.00000000,0.11733382,0.15539855,0.02126281,0.01305427
-5.15957979,0.38161571,0.10936799,0.00000000,0.12475761,0.17208653,0.02171851,0.01407390
-5.15357679,0.41817642,0.12066148,0.00000000,0.13380266,0.19175109,0.02207325,0.01554061
-5.14757379,0.46070236,0.13400029,0.00000000,0.14452255,0.21458157,0.02232798,0.01744456
-5.14157079,0.50952179,0.14948039,0.00000000,0.15698786,0.24077251,0.02248649,0.01978247
-5.13556778,0.56497046,0.16719857,0.00000000,0.17128100,0.27051390,0.02255529,0.02255561
-5.12956478,0.62736993,0.18724577,0.00000000,0.18749029,0.30398054,0.02254326,0.02576779
-5.12356178,0.69700485,0.20970013,0.00000000,0.20570357,0.34132086,0.02246119,0.02942371
-5.11755878,0.77410007,0.23461984,0.00000000,0.22600163,0.38264586,0.02232135,0.03352738
-5.11155578,0.85879882,0.26203647,0.00000000,0.24845172,0.42801848,0.02213689,0.03808080
-5.10555278,0.95114276,0.29194879,0.00000000,0.27310147,0.47744408,0.02192128,0.04308293
-5.09954977,1.05105533,0.32431765,0.00000000,0.29997361,0.53086250,0.02168769,0.04852893
-5.09354677,1.15832900,0.35906212,0.00000000,0.32906152,0.58814226,0.02144848,0.05440966
-5.08754377,1.27261760,0.39605711,0.00000000,0.36032618,0.64907717,0.02121469,0.06071165
-5.08154077,1.39343412,0.43513276,0.00000000,0.39369441,0.71338582,0.02099564,0.06741731
-5.07553777,1.52015459,0.47607573,0.00000000,0.42905869,0.78071414,0.02079860,0.07450564
-5.06953477,1.65202798,0.51863225,0.00000000,0.46627852,0.85064092,0.02062865,0.08195325
-5.06353177,1.78819213,0.56251304,0.00000000,0.50518335,0.92268640,0.02048855,0.08973577
-5.05752876,1.92769495,0.60739989,0.00000000,0.54557690,0.99632351,0.02037887,0.09782963
-5.05152576,2.06952032,0.65295358,0.00000000,0.58724270,1.07099141,0.02029814,0.10621412
-5.04552276,2.21261751,0.69882289,0.00000000,0.62995065,1.14611076,0.02024309,0.11487371
-5.03951976,2.35593292,0.74465422,0.00000000,0.67346412,1.22110022,0.02020911,0.12380053
-5.03351676,2.49844258,0.79010150,0.00000000,0.71754748,1.29539318,0.02019058,0.13299687
-5.02751376,2.63918420,0.83483580,0.00000000,0.76197348,1.36845430,0.02018145,0.14247780
-5.02151076,2.77728700,0.87855430,0.00000000,0.80653022,1.43979491,0.02017565,0.15227347
-5.01550775,2.91199817,0.92098816,0.00000000,0.85102733,1.50898669,0.02016762,0.16243131
-5.00950475,3.04270468,0.96190889,0.00000000,0.89530107,1.57567297,0.02015276,0.17301775
-5.00350175,3.16894934,1.00113305,0.00000000,0.93921802,1.63957732,0.02012784,0.18411948
-4.99749875,3.29044058,1.03852495,0.00000000,0.98267724,1.70050883,0.02009133,0.19584406
-4.99149575,3.40705529,1.07399726,0.00000000,1.02561077,1.75836411,0.02004366,0.20831979
-4.98549275,3.51883481,1.10750969,0.00000000,1.06798230,1.81312593,0.01998744,0.22169473
-4.97948974,3.62597401,1.13906553,0.00000000,1.10978425,1.86485843,0.01992752,0.23613474
-4.97348674,3.72880411,1.16870652,0.00000000,1.15103312,1.91369940,0.01987100,0.25182053
-4.96748374,3.82776981,1.19650606,0.00000000,1.19176351,1.95984976,0.01982718,0.26894362
-4.96148074,3.92340178,1.22256133,0.00000000,1.23202099,2.00356091,0.01980739,0.28770124
-4.95547774,4.01628544,1.24698446,0.00000000,1.27185404,2.04512024,0.01982479,0.30829019
-4.94947474,4.10702758,1.26989326,0.00000000,1.31130569,2.08483570,0.01989406,0.33089973
-4.94347174,4.19622187,1.29140204,0.00000000,1.35040498,2.12301975,0.02003112,0.35570359
-4.93746873,4.28441486,1.31161276,0.00000000,1.38915901,2.15997361,0.02025275,0.38285147
-4.93146573,4.37207386,1.33060710,0.00000000,1.42754581,2.19597224,0.02057616,0.41245998
-4.92546273,4.45955805,1.34843974,0.00000000,1.46550861,2.23125080,0.02101860,0.44460363
-4.91945973,4.54709421,1.36513328,0.00000000,1.50295204,2.26599311,0.02159691,0.47930603
-4.91345673,4.63475809,1.38067509,0.00000000,1.53974038,2.30032264,0.02232706,0.51653173
-4.90745373,4.72246268,1.39501619,0.00000000,1.57569853,2.33429642,0.02322368,0.55617924
-4.90145073,4.80995386,1.40807253,0.00000000,1.61061557,2.36790224,0.02429965,0.59807544
-4.89544772,4.89681416,1.41972843,0.00000000,1.64425113,2.40105933,0.02556559,0.64197201
-4.88944472,4.98247455,1.42984232,0.00000000,1.67634452,2.43362261,0.02702949,0.68754410
-4.88344172,5.06623428,1.43825443,0.00000000,1.70662619,2.46539029,0.02869629,0.73439161
-4.87743872,5.14728793,1.44479630,0.00000000,1.73483122,2.49611482,0.03056755,0.78204330
-4.87143572,5.22475895,1.44930145,0.00000000,1.76071429,2.52551648,0.03264113,0.82996376
-4.86543272,5.29773812,1.45161697,0.00000000,1.78406519,2.55329930,0.03491097,0.87756329
-4.85942971,5.36532540,1.45161520,0.00000000,1.80472431,2.57916844,0.03736698,0.92421048
-4.85342671,5.42667328,1.44920518,0.00000000,1.82259703,2.60284831,0.03999496,0.96924717
-4.84742371,5.48102951,1.44434288,0.00000000,1.83766621,2.62410056,0.04277667,1.01200533
-4.84142071,5.52777717,1.43704001,0.00000000,1.85000193,2.64274096,0.04569004,1.05182535
-4.83541771,5.56647007,1.42737052,0.00000000,1.85976778,2.65865440,0.04870944,1.08807496
-4.82941471,5.59686163,1.41547464,0.00000000,1.86722311,2.67180720,0.05180611,1.12016808
-4.82341171,5.61892571,1.40155997,0.00000000,1.87272098,2.68225605,0.05494871,1.14758293
-4.81740870,5.63286834,1.38589964,0.00000000,1.87670169,2.69015300,0.05810397,1.16987842
-4.81140570,5.63912964,1.36882739,0.00000000,1.87968203,2.69574639,0.06123742,1.18670830
-4.80540270,5.63837582,1.35072986,0.00000000,1.88224074,2.69937747,0.06431419,1.19783237
-4.79939970,5.63148168,1.33203646,0.00000000,1.88500082,2.70147286,0.06729988,1.20312424
-4.79339670,5.61950440,1.31320714,0.00000000,1.88860946,2.70253327,0.07016144,1.20257528
-4.78739370,5.60365002,1.29471878,0.00000000,1.89371672,2.70311894,0.07286801,1.19629471
-4.78139070,5.58523422,1.27705079,0.00000000,1.90095378,2.70383249,0.07539174,1.18450569
-4.77538769,5.56563928,1.26067057,0.00000000,1.91091207,2.70529995,0.07770856,1.16753767
-4.76938469,5.54626916,1.24601944,0.00000000,1.92412396,2.70815085,0.07979883,1.14581538
-4.76338169,5.52850483,1.23349974,0.00000000,1.94104603,2.71299815,0.08164786,1.11984496
-4.75737869,5.51366156,1.22346350,0.00000000,1.96204545,2.72041892,0.08324633,1.09019778
-4.75137569,5.50294989,1.21620311,0.00000000,1.98739000,2.73093632,0.08459055,1.05749272
-4.74537269,5.49744159,1.21194423,0.00000000,2.01724173,2.74500373,0.08568258,1.02237771
-4.73936968,5.49804163,1.21084113,0.00000000,2.05165440,2.76299127,0.08653017,0.98551104
-4.73336668,5.50546666,1.21297433,0.00000000,2.09057434,2.78517520,0.08714659,0.94754345
-4.72736368,5.52023039,1.21835060,0.00000000,2.13384429,2.81173034,0.08755032,0.90910134
-4.72136068,5.54263571,1.22690497,0.00000000,2.18120978,2.84272557,0.08776463,0.87077189
-4.71535768,5.57277308,1.23850447,0.00000000,2.23232728,2.87812225,0.08781701,0.83309028
-4.70935468,5.61052476,1.25295342,0.00000000,2.28677370,2.91777563,0.08773859,0.79652951
-4.70335168,5.65557403,1.26999981,0.00000000,2.34405654,2.96143878,0.08756339,0.76149284
-4.69734867,5.70741869,1.28934250,0.00000000,2.40362429,3.00876891,0.08732759,0.72830895
-4.69134567,5.76538792,1.31063893,0.00000000,2.46487675,3.05933581,0.08706872,0.69722978
-4.68534267,5.82866193,1.33351316,0.00000000,2.52717509,3.11263210,0.08682482,0.66843080
-4.67933967,5.89629362,1.35756406,0.00000000,2.58985161,3.16808497,0.08663357,0.64201359
-4.67333667,5.96723187,1.38237338,0.00000000,2.65221934,3.22506939,0.08653144,0.61801034
-4.66733367,6.04034601,1.40751384,0.00000000,2.71358163,3.28292228,0.08655279,0.59638994
-4.66133067,6.11445127,1.43255705,0.00000000,2.77324199,3.34095775,0.08672905,0.57706543
-4.65532766,6.18833506,1.45708135,0.00000000,2.83051461,3.39848311,0.08708783,0.55990233
-4.64932466,6.26078398,1.48067946,0.00000000,2.88473564,3.45481548,0.08765223,0.54472759
-4.64332166,6.33061157,1.50296610,0.00000000,2.93527553,3.50929894,0.08844003,0.53133889
-4.63731866,6.39668663,1.52358547,0.00000000,2.98155249,3.56132201,0.08946317,0.51951394
-4.63131566,6.45796216,1.54221859,0.00000000,3.02304700,3.61033524,0.09072723,0.50901964
-4.62531266,6.51350450,1.55859043,0.00000000,3.05931712,3.65586880,0.09223109,0.49962076
-4.61930965,6.56252255,1.57247681,0.00000000,3.09001438,3.69754961,0.09396677,0.49108812
-4.61330665,6.60439642,1.58371081,0.00000000,3.11489946,3.73511791,0.09591955,0.48320607
-4.60730365,6.63870505,1.59218867,0.00000000,3.13385735,3.76844279,0.09806816,0.47577900
-4.60130065,6.66525194,1.59787484,0.00000000,3.14691098,3.79753615,0.10038536,0.46863713
-4.59529765,6.68408805,1.60080620,0.00000000,3.15423272,3.82256485,0.10283867,0.46164107
-4.58929465,6.69553095,1.60109488,0.00000000,3.15615274,3.84386014,0.10539135,0.45468548
-4.58329165,6.70017891,1.59892986,0.00000000,3.15316374,3.86192410,0.10800353,0.44770148
-4.57728864,6.69891877,1.59457669,0.00000000,3.14592102,3.87743210,0.11063358,0.44065796
-4.57128564,6.69292639,1.58837550,0.00000000,3.13523745,3.89123082,0.11323952,0.43356172
-4.56528264,6.68365830,1.58073678,0.00000000,3.12207284,3.90433098,0.11578048,0.42645634
-4.55927964,6.67283363,1.57213492,0.00000000,3.10751739,3.91789414,0.11821815,0.41941996
-4.55327664,6.66240523,1.56309945,0.00000000,3.09276905,3.93321310,0.12051811,0.41256189
-4.54727364,6.65451937,1.55420366,0.00000000,3.07910497,3.95168528,0.12265103,0.40601811
-4.54127064,6.65146377,1.54605088,0.00000000,3.06784738,3.97477900,0.12459351,0.39994583
-4.53526763,6.65560410,1.53925839,0.00000000,3.06032445,4.00399270,0.12632876,0.39451712
-4.52926463,6.66930979,1.53443921,0.00000000,3.05782700,4.04080743,0.12784688,0.38991183
-4.52326163,6.69487034,1.53218209,0.00000000,3.06156230,4.08663350,0.12914470,0.38630995
-4.51725863,6.73440441,1.53303021,0.00000000,3.07260615,4.14275247,0.13022536,0.38388359
-4.51125563,6.78976428,1.53745925,0.00000000,3.09185512,4.21025615,0.13109750,0.38278890
-4.50525263,6.86243906,1.54585541,0.00000000,3.11998046,4.28998481,0.13177413,0.38315811
-4.49924962,6.95346062,1.55849445,0.00000000,3.15738598,4.38246704,0.13227124,0.38509197
-4.49324662,7.06331658,1.57552254,0.00000000,3.20417159,4.48786397,0.13260632,0.38865296
-4.48724362,7.19187481,1.59693992,0.00000000,3.26010477,4.60592104,0.13279670,0.39385943
-4.48124062,7.33832404,1.62258844,0.00000000,3.32460164,4.73593004,0.13285804,0.40068114
-4.47523762,7.50113490,1.65214374,0.00000000,3.39671934,4.87670441,0.13280281,0.40903613
-4.46923462,7.67804493,1.68511294,0.00000000,3.47516099,5.02657019,0.13263909,0.41878953
-4.46323162,7.86607041,1.72083843,0.00000000,3.55829394,5.18337465,0.13236964,0.42975408
-4.45722861,8.06154700,1.75850805,0.00000000,3.64418168,5.34451375,0.13199129,0.44169269
-4.45122561,8.26019932,1.79717180,0.00000000,3.73062884,5.50697891,0.13149476,0.45432299
-4.44522261,8.45723890,1.83576472,0.00000000,3.81523846,5.66742251,0.13086490,0.46732367
-4.43921961,8.64748777,1.87313544,0.00000000,3.89547960,5.82224077,0.13008133,0.48034268
-4.43321661,8.82552414,1.90807949,0.00000000,3.96876319,5.96767131,0.12911940,0.49300678
-4.42721361,8.98584489,1.93937607,0.00000000,4.03252310,6.09990239,0.12795155,0.50493236
-4.42121061,9.12303873,1.96582706,0.00000000,4.08429946,6.21518947,0.12654886,0.51573690
-4.41520760,9.23196309,1.98629644,0.00000000,4.12182053,6.30997469,0.12488271,0.52505086
-4.40920460,9.30791738,1.99974860,0.00000000,4.14307987,6.38100441,0.12292654,0.53252938
-4.40320160,9.34680525,2.00528395,0.00000000,4.14640528,6.42543969,0.12065756,0.53786329
-4.39719860,9.34527887,2.00217000,0.00000000,4.13051666,6.44095525,0.11805830,0.54078919
-4.39119560,9.30085910,1.98986690,0.00000000,4.09457015,6.42582251,0.11511793,0.54109788
-4.38519260,9.21202640,1.96804606,0.00000000,4.03818679,6.37897341,0.11183329,0.53864106
-4.37918959,9.07827899,1.93660130,0.00000000,3.96146457,6.30004233,0.10820958,0.53333589
-4.37318659,8.90015610,1.89565199,0.00000000,3.86497356,6.18938469,0.10426066,0.52516722
-4.36718359,8.67922606,1.84553837,0.00000000,3.74973467,6.04807178,0.10000899,0.51418759
-4.36118059,8.41804040,1.78680922,0.00000000,3.61718329,5.87786266,0.09548517,0.50051483
-4.35517759,8.12005710,1.72020279,0.00000000,3.46911993,5.68115480,0.09072717,0.48432757
-4.34917459,7.78953694,1.64662199,0.00000000,3.30765014,5.46091624,0.08577926,0.46585886
-4.34317159,7.43141859,1.56710507,0.00000000,3.13511700,5.22060285,0.08069072,0.44538819
-4.33716858,7.05117814,1.48279325,0.00000000,2.95402899,4.96406440,0.07551441,0.42323230
-4.33116558,6.65467989,1.39489676,0.00000000,2.76698667,4.69544404,0.07030524,0.39973528
-4.32516258,6.24802459,1.30466083,0.00000000,2.57661119,4.41907529,0.06511862,0.37525827
-4.31915958,5.83740139,1.21333295,0.00000000,2.38547732,4.13938077,0.06000902,0.35016929
-4.31315658,5.42894882,1.12213266,0.00000000,2.19605348,3.86077632,0.05502863,0.32483356
-4.30715358,5.02862960,1.03222478,0.00000000,2.01065053,3.58758376,0.05022615,0.29960458
