energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.90395198,3.94803436,0.46436520,2.18705040,0.00142851,0.29580601,0.62462954,1.04800685,0.02675009,0.29459540
-5.89794897,4.07091903,0.48230410,2.24993467,0.00145603,0.30194038,0.64313224,1.08774197,0.02750214,0.30538090
-5.89194597,4.18938657,0.49986793,2.31009413,0.00148958,0.30688630,0.65970745,1.12767767,0.02818078,0.31548776
-5.88594297,4.30182504,0.51679715,2.36671061,0.00152721,0.31055139,0.67411822,1.16732962,0.02877087,0.32477472
-5.87993997,4.40668535,0.53283608,2.41901378,0.00156701,0.31287544,0.68617624,1.20618009,0.02925930,0.33311433
-5.87393697,4.50251318,0.54773850,2.46629784,0.00160714,0.31383235,0.69574552,1.24368631,0.02963529,0.34039581
-5.86793397,4.58797875,0.56127317,2.50793650,0.00164590,0.31343078,0.70274416,1.27929023,0.02989051,0.34652746
-5.86193097,4.66190373,0.57322923,2.54339595,0.00168179,0.31171360,0.70714438,1.31242943,0.03001921,0.35143843
-5.85592796,4.72328498,0.58342121,2.57224542,0.00171351,0.30875601,0.70897079,1.34254919,0.03001823,0.35508011
-5.84992496,4.77131445,0.59169347,2.59416545,0.00174003,0.30466262,0.70829716,1.36911516,0.02988692,0.35742678
-5.84392196,4.80539493,0.59792409,2.60895340,0.00176060,0.29956340,0.70524178,1.39162650,0.02962709,0.35847573
-5.83791896,4.82515136,0.60202788,2.61652639,0.00177479,0.29360886,0.69996177,1.40962895,0.02924276,0.35824690
-5.83191596,4.83043744,0.60395852,2.61692157,0.00178250,0.28696459,0.69264665,1.42272745,0.02874006,0.35678189
-5.82591296,4.82133738,0.60370973,2.61029368,0.00178395,0.27980539,0.68351132,1.43059780,0.02812697,0.35414263
-5.81990995,4.79816283,0.60131533,2.59691017,0.00177968,0.27230926,0.67278895,1.43299697,0.02741307,0.35040959
-5.81390695,4.76144491,0.59684824,2.57714389,0.00177056,0.26465147,0.66072387,1.42977159,0.02660937,0.34567973
-5.80790395,4.71192177,0.59041851,2.55146365,0.00175772,0.25699888,0.64756490,1.42086433,0.02572800,0.34006421
-5.80190095,4.65052174,0.58217027,2.52042283,0.00174257,0.24950495,0.63355916,1.40631774,0.02478204,0.33368597
-5.79589795,4.57834286,0.57227783,2.48464648,0.00172673,0.24230526,0.61894661,1.38627550,0.02378530,0.32667716
-5.78989495,4.49662908,0.56094109,2.44481719,0.00171195,0.23551404,0.60395552,1.36098099,0.02275210,0.31917672
-5.78389195,4.40674413,0.54838036,2.40166024,0.00170014,0.22922160,0.58879881,1.33077302,0.02169712,0.31132787
-5.77788894,4.31014372,0.53483083,2.35592842,0.00169323,0.22349280,0.57367134,1.29607913,0.02063524,0.30327588
-5.77188594,4.20834697,0.52053694,2.30838709,0.00169316,0.21836663,0.55874827,1.25740640,0.01958133,0.29516587
-5.76588294,4.10290805,0.50574676,2.25979980,0.00170179,0.21385682,0.54418424,1.21533038,0.01855017,0.28714093
-5.75987994,3.99538875,0.49070677,2.21091505,0.00172088,0.20995340,0.53011341,1.17048226,0.01755626,0.27934042
-5.75387694,3.88733281,0.47565698,2.16245445,0.00175199,0.20662521,0.51665027,1.12353492,0.01661373,0.27189852
-5.74787394,3.78024262,0.46082679,2.11510251,0.00179644,0.20382316,0.50389103,1.07518824,0.01573616,0.26494300
-5.74187094,3.67555871,0.44643152,2.06949839,0.00185529,0.20148405,0.49191542,1.02615412,0.01493648,0.25859421
-5.73586793,3.57464228,0.43266969,2.02622942,0.00192926,0.19953489,0.48078887,0.97714170,0.01422684,0.25296425
-5.72986493,3.47876069,0.41972118,1.98582648,0.00201873,0.19789730,0.47056463,0.92884318,0.01361842,0.24815629
-5.72386193,3.38907583,0.40774607,1.94876091,0.00212371,0.19649208,0.46128606,0.88192048,0.01312133,0.24426390
-5.71785893,3.30663492,0.39688414,1.91544270,0.00224383,0.19524347,0.45298847,0.83699324,0.01274447,0.24137048
-5.71185593,3.23236317,0.38725495,1.88621958,0.00237835,0.19408302,0.44570074,0.79462807,0.01249532,0.23954866
-5.70585293,3.16705780,0.37895825,1.86137656,0.00252613,0.19295298,0.43944638,0.75532945,0.01237984,0.23885954
-5.69984992,3.11138263,0.37207463,1.84113553,0.00268571,0.19180891,0.43424405,0.71953217,0.01240230,0.23935192
-5.69384692,3.06586294,0.36666632,1.82565461,0.00285531,0.19062151,0.43010738,0.68759547,0.01256513,0.24106130
-5.68784392,3.03087991,0.36277776,1.81502688,0.00303285,0.18937753,0.42704424,0.65979864,0.01286877,0.24400880
-5.68184092,3.00666460,0.36043615,1.80927848,0.00321606,0.18807989,0.42505531,0.63633835,0.01331158,0.24819995
-5.67583792,2.99329139,0.35965166,1.80836595,0.00340247,0.18674676,0.42413227,0.61732724,0.01388968,0.25362340
-5.66983492,2.99067110,0.36041737,1.81217307,0.00358952,0.18541001,0.42425553,0.60279408,0.01459693,0.26024961
-5.66383192,2.99854442,0.36270896,1.82050749,0.00377458,0.18411286,0.42539179,0.59268513,0.01542486,0.26802968
-5.65782891,3.01647622,0.36648417,1.83309756,0.00395504,0.18290701,0.42749170,0.58686686,0.01636268,0.27689433
-5.65182591,3.04385181,0.37168222,1.84958993,0.00412837,0.18184940,0.43048759,0.58512985,0.01739734,0.28675323
-5.64582291,3.07987603,0.37822314,1.86954859,0.00429217,0.18099880,0.43429189,0.58719395,0.01851362,0.29749473
-5.63981991,3.12357620,0.38600741,1.89245591,0.00444422,0.18041233,0.43879602,0.59271456,0.01969435,0.30898622
-5.63381691,3.17381005,0.39491580,1.91771617,0.00458251,0.18014221,0.44387028,0.60129012,0.02092059,0.32107504
-5.62781391,3.22927912,0.40480976,1.94466233,0.00470529,0.18023286,0.44936468,0.61247069,0.02217200,0.33359018
-5.62181091,3.28854841,0.41553234,1.97256604,0.00481111,0.18071839,0.45511085,0.62576758,0.02342713,0.34634478
-5.61580790,3.35007239,0.42690983,2.00065124,0.00489879,0.18162081,0.46092500,0.64066393,0.02466392,0.35913931
-5.60980490,3.41222711,0.43875410,2.02811120,0.00496746,0.18294873,0.46661201,0.65662608,0.02586011,0.37176553
-5.60380190,3.47334795,0.45086561,2.05412863,0.00501654,0.18469688,0.47197034,0.67311549,0.02699376,0.38401113
-5.59779890,3.53177192,0.46303717,2.07789844,0.00504573,0.18684623,0.47679768,0.68960103,0.02804378,0.39566482
-5.59179590,3.58588324,0.47505819,2.09865225,0.00505504,0.18936472,0.48089707,0.70557131,0.02899042,0.40652179
-5.58579290,3.63416050,0.48671936,2.11568377,0.00504469,0.19220856,0.48408323,0.72054664,0.02981582,0.41638936
-5.57978989,3.67522349,0.49781764,2.12837397,0.00501516,0.19532398,0.48618872,0.73409038,0.03050444,0.42509252
-5.57378689,3.70787772,0.50816121,2.13621490,0.00496715,0.19864927,0.48706975,0.74581918,0.03104346,0.43247917
-5.56778389,3.73115461,0.51757431,2.13883097,0.00490156,0.20211707,0.48661118,0.75541190,0.03142317,0.43842490
-5.56178089,3.74434540,0.52590173,2.13599659,0.00481948,0.20565664,0.48473060,0.76261666,0.03163718,0.44283698
-5.55577789,3.74702711,0.53301271,2.12764917,0.00472220,0.20919624,0.48138123,0.76725598,0.03168258,0.44565746
-5.54977489,3.73907916,0.53880416,2.11389671,0.00461117,0.21266517,0.47655341,0.76922964,0.03156005,0.44686521
-5.54377189,3.72068962,0.54320303,2.09501940,0.00448806,0.21599572,0.47027476,0.76851523,0.03127373,0.44647682
-5.53776888,3.69235075,0.54616775,2.07146482,0.00435469,0.21912479,0.46260895,0.76516621,0.03083115,0.44454631
-5.53176588,3.65484356,0.54768874,2.04383689,0.00421311,0.22199510,0.45365306,0.75930784,0.03024297,0.44116361
-5.52576288,3.60921219,0.54778795,2.01287870,0.00406557,0.22455615,0.44353386,0.75113076,0.02952262,0.43645193
-5.51975988,3.55672888,0.54651755,1.97944996,0.00391452,0.22676475,0.43240308,0.74088286,0.02868598,0.43056423
-5.51375688,3.49885111,0.54395775,1.94449974,0.00376264,0.22858529,0.42043193,0.72885949,0.02775088,0.42367864
-5.50775388,3.43717256,0.54021407,1.90903572,0.00361281,0.22998967,0.40780521,0.71539257,0.02673664,0.41599343
-5.50175088,3.37337019,0.53541399,1.87409110,0.00346813,0.23095706,0.39471524,0.70083903,0.02566361,0.40772143
-5.49574787,3.30914940,0.52970328,1.84069064,0.00333189,0.23147344,0.38135591,0.68556895,0.02455266,0.39908426
-5.48974487,3.24618975,0.52324216,1.80981717,0.00320755,0.23153107,0.36791710,0.66995399,0.02342469,0.39030663
-5.48374187,3.18609344,0.51620143,1.78237994,0.00309869,0.23112783,0.35457967,0.65435646,0.02230023,0.38161082
-5.47773887,3.13033848,0.50875867,1.75918620,0.00300898,0.23026672,0.34151130,0.63911947,0.02119900,0.37321163
-5.47173587,3.08023837,0.50109475,1.74091707,0.00294213,0.22895519,0.32886317,0.62455847,0.02013963,0.36531191
-5.46573287,3.03690982,0.49339058,1.72810857,0.00290180,0.22720472,0.31676760,0.61095444,0.01913930,0.35809878
-5.45972986,3.00124925,0.48582438,1.72113867,0.00289157,0.22503042,0.30533674,0.59854888,0.01821353,0.35174067
-5.45372686,2.97391886,0.47856927,1.72022045,0.00291482,0.22245074,0.29466219,0.58754073,0.01737606,0.34638513
-5.44772386,2.95534218,0.47179136,1.72540174,0.00297466,0.21948731,0.28481547,0.57808519,0.01663863,0.34215748
-5.44172086,2.94570884,0.46564829,1.73657072,0.00307384,0.21616482,0.27584931,0.57029433,0.01601100,0.33916021
-5.43571786,2.94498765,0.46028807,1.75346731,0.00321470,0.21251101,0.26779948,0.56423932,0.01550085,0.33747305
-5.42971486,2.95294709,0.45584832,1.77569925,0.00339903,0.20855667,0.26068715,0.55995411,0.01511382,0.33715355
-5.42371186,2.96918158,0.45245573,1.80276231,0.00362802,0.20433567,0.25452152,0.55744028,0.01485356,0.33823819
-5.41770885,2.99314215,0.45022568,1.83406329,0.00390225,0.19988489,0.24930253,0.55667264,0.01472174,0.34074374
-5.41170585,3.02416975,0.44926197,1.86894483,0.00422155,0.19524418,0.24502362,0.55760546,0.01471814,0.34466881
-5.40570285,3.06152957,0.44965661,1.90671088,0.00458506,0.19045614,0.24167423,0.56017880,0.01484075,0.34999543
-5.39969985,3.10444494,0.45148953,1.94665168,0.00499115,0.18556579,0.23924212,0.56432483,0.01508586,0.35669069
-5.39369685,3.15212914,0.45482826,1.98806736,0.00543751,0.18062019,0.23771522,0.56997369,0.01544817,0.36470816
-5.38769385,3.20381429,0.45972751,2.03028935,0.00592114,0.17566778,0.23708311,0.57705877,0.01592086,0.37398921
-5.38169085,3.25877611,0.46622863,2.07269884,0.00643845,0.17075775,0.23733802,0.58552116,0.01649578,0.38446414
-5.37568784,3.31635412,0.47435899,2.11474196,0.00698531,0.16593911,0.23847529,0.59531311,0.01716353,0.39605311
-5.36968484,3.37596680,0.48413132,2.15594136,0.00755722,0.16125987,0.24049346,0.60640039,0.01791362,0.40866690
-5.36368184,3.43712171,0.49554300,2.19590414,0.00814940,0.15676601,0.24339385,0.61876359,0.01873461,0.42220763
-5.35767884,3.49942064,0.50857544,2.23432621,0.00875696,0.15250049,0.24717977,0.63239821,0.01961428,0.43656930
-5.35167584,3.56256008,0.52319348,2.27099329,0.00937498,0.14850234,0.25185538,0.64731365,0.02053985,0.45163847
-5.34567284,3.62632764,0.53934508,2.30577885,0.00999873,0.14480575,0.25742437,0.66353120,0.02149809,0.46729483
-5.33966983,3.69059464,0.55696113,2.33863939,0.01062375,0.14143932,0.26388832,0.68108107,0.02247558,0.48341206
-5.33366683,3.75530587,0.57595560,2.36960744,0.01124595,0.13842551,0.27124503,0.69999865,0.02345888,0.49985867
-5.32766383,3.82046675,0.59622598,2.39878265,0.01186169,0.13578018,0.27948682,0.72032005,0.02443474,0.51649914
-5.32166083,3.88612866,0.61765404,2.42632132,0.01246784,0.13351249,0.28859872,0.74207727,0.02539034,0.53319513
-5.31565783,3.95237298,0.64010699,2.45242482,0.01306174,0.13162486,0.29855691,0.76529302,0.02631339,0.54980694
-5.30965483,4.01929419,0.66343884,2.47732704,0.01364121,0.13011335,0.30932715,0.78997541,0.02719240,0.56619505
-5.30365183,4.08698266,0.68749211,2.50128127,0.01420445,0.12896807,0.32086349,0.81611282,0.02801678,0.58222175
-5.29764882,4.15550737,0.71209965,2.52454662,0.01474991,0.12817392,0.33310717,0.84366902,0.02877701,0.59775283
-5.29164582,4.22489913,0.73708670,2.54737437,0.01527619,0.12771140,0.34598576,0.87257880,0.02946472,0.61265925
-5.28564282,4.29513454,0.76227283,2.56999436,0.01578187,0.12755758,0.35941272,0.90274433,0.03007277,0.62681868
-5.27963982,4.36612125,0.78747392,2.59260179,0.01626535,0.12768713,0.37328711,0.93403233,0.03059532,0.64011695
-5.27363682,4.43768481,0.81250395,2.61534466,0.01672468,0.12807334,0.38749386,0.96627237,0.03102787,0.65244926
-5.26763382,4.50955770,0.83717661,2.63831226,0.01715749,0.12868916,0.40190423,0.99925627,0.03136721,0.66372119
-5.26163082,4.58137098,0.86130664,2.66152507,0.01756084,0.12950809,0.41637681,1.03273880,0.03161141,0.67384945
-5.25562781,4.65264895,0.88471088,2.68492652,0.01793117,0.13050498,0.43075880,1.06643977,0.03175980,0.68276235
-5.24962481,4.72280745,0.90720907,2.70837696,0.01826434,0.13165666,0.44488780,1.10004738,0.03181289,0.69040005
-5.24362181,4.79115597,0.92862439,2.73165029,0.01855564,0.13294242,0.45859389,1.13322305,0.03177230,0.69671452
-5.23761881,4.85690416,0.94878392,2.75443371,0.01879993,0.13434416,0.47170214,1.16560731,0.03164067,0.70166934
-5.23161581,4.91917262,0.96751894,2.77633073,0.01899180,0.13584649,0.48403547,1.19682701,0.03142159,0.70523934
-5.22561281,4.97700822,0.98466532,2.79686765,0.01912580,0.13743651,0.49541777,1.22650321,0.03111952,0.70741008
-5.21960980,5.02940363,1.00006410,2.81550367,0.01919665,0.13910346,0.50567734,1.25425992,0.03073969,0.70817734
-5.21360680,5.07532078,1.01356224,2.83164436,0.01919954,0.14083819,0.51465040,1.27973313,0.03028807,0.70754651
-5.20760380,5.11371758,1.02501384,2.84465825,0.01913041,0.14263250,0.52218483,1.30257994,0.02977126,0.70553206
-5.20160080,5.14357711,1.03428170,2.85389612,0.01898620,0.14447845,0.52814381,1.32248745,0.02919647,0.70215700
-5.19559780,5.16393839,1.04123937,2.85871230,0.01876509,0.14636756,0.53240944,1.33918105,0.02857144,0.69745247
-5.18959480,5.17392749,1.04577359,2.85848714,0.01846667,0.14829011,0.53488608,1.35243185,0.02790444,0.69145736
-5.18359180,5.17278781,1.04778720,2.85264992,0.01809213,0.15023448,0.53550346,1.36206297,0.02720421,0.68421799
-5.17758879,5.15990835,1.04720216,2.84070107,0.01764429,0.15218653,0.53421926,1.36795439,0.02647993,0.67578787
-5.17158579,5.13484872,1.04396284,2.82223287,0.01712759,0.15412927,0.53102124,1.37004635,0.02574125,0.66622751
-5.16558279,5.09735975,1.03803919,2.79694761,0.01654808,0.15604258,0.52592871,1.36834099,0.02499820,0.65560415
-5.15957979,5.04739893,1.02942964,2.76467244,0.01591322,0.15790323,0.51899326,1.36290240,0.02426123,0.64399154
-5.15357679,4.98513975,1.01816363,2.72537018,0.01523171,0.15968505,0.51029877,1.35385499,0.02354117,0.63146964
-5.14757379,4.91097476,1.00430346,2.67914559,0.01451324,0.16135936,0.49996058,1.34138037,0.02284920,0.61812423
-5.14157079,4.82551198,0.98794537,2.62624694,0.01376821,0.16289560,0.48812387,1.32571288,0.02219684,0.60404646
-5.13556778,4.72956501,0.96921968,2.56706259,0.01300742,0.16426210,0.47496124,1.30713395,0.02159588,0.58933222
-5.12956478,4.62413702,0.94829006,2.50211307,0.01224178,0.16542705,0.46066955,1.28596563,0.02105834,0.57408147
-5.12356178,4.51039959,0.92535161,2.43203874,0.01148196,0.16635958,0.44546607,1.26256346,0.02059639,0.55839746
-5.11755878,4.38966698,0.90062813,2.35758393,0.01073820,0.16703085,0.42958407,1.23730894,0.02022226,0.54238584
-5.11155578,4.26336711,0.87436842,2.27957806,0.01002002,0.16741516,0.41326793,1.21060190,0.01994814,0.52615370
-5.10555278,4.13301006,0.84684181,2.19891464,0.00933603,0.16749108,0.39676793,1.18285294,0.01978600,0.50980860
-5.09954977,4.00015548,0.81833317,2.11652910,0.00869380,0.16724235,0.38033485,1.15447604,0.01974744,0.49345754
-5.09354677,3.86637965,0.78913741,2.03337623,0.00809978,0.16665873,0.36421455,1.12588159,0.01984351,0.47720590
-5.08754377,3.73324344,0.75955385,1.95040799,0.00755927,0.16573655,0.34864256,1.09746976,0.02008444,0.46115644
-5.08154077,3.60226170,0.72988058,1.86855259,0.00707640,0.16447912,0.33383903,1.06962439,0.02047940,0.44540825
-5.07553777,3.47487492,0.70040898,1.78869518,0.00665423,0.16289678,0.32000395,1.04270734,0.02103623,0.43005574
-5.06953477,3.35242356,0.67141859,1.71166073,0.00629477,0.16100671,0.30731293,1.01705323,0.02176109,0.41518762
-5.06353177,3.23612537,0.64317254,1.63819940,0.00599916,0.15883242,0.29591353,0.99296469,0.02265818,0.40088593
-5.05752876,3.12705590,0.61591345,1.56897450,0.00576771,0.15640301,0.28592225,0.97070797,0.02372938,0.38722502
-5.05152576,3.02613237,0.58986012,1.50455298,0.00560006,0.15375211,0.27742231,0.95050899,0.02497394,0.37427056
-5.04552276,2.93410078,0.56520482,1.44539866,0.00549529,0.15091672,0.27046223,0.93254988,0.02638816,0.36207859
-5.03951976,2.85152633,0.54211135,1.39186770,0.00545197,0.14793579,0.26505518,0.91696595,0.02796516,0.35069452
-5.03351676,2.77878716,0.52071379,1.34420644,0.00546825,0.14484877,0.26117919,0.90384333,0.02969461,0.34015225
-5.02751376,2.71607127,0.50111584,1.30255120,0.00554192,0.14169411,0.25877831,0.89321732,0.03156261,0.33047340
-5.02151076,2.66337681,0.48339080,1.26693006,0.00567038,0.13850779,0.25776439,0.88507149,0.03355166,0.32166656
-5.01550775,2.62051559,0.46758214,1.23726621,0.00585067,0.13532203,0.25801980,0.87933784,0.03564065,0.31372683
-5.00950475,2.58711993,0.45370440,1.21338296,0.00607942,0.13216410,0.25940079,0.87589797,0.03780505,0.30663553
-5.00350175,2.56265284,0.44174467,1.19501016,0.00635284,0.12905542,0.26174151,0.87458543,0.04001719,0.30036023
-4.99749875,2.54642147,0.43166424,1.18179201,0.00666662,0.12601091,0.26485851,0.87518922,0.04224666,0.29485511
-4.99149575,2.53759372,0.42340059,1.17329604,0.00701593,0.12303872,0.26855574,0.87745854,0.04446085,0.29006161
-4.98549275,2.53521785,0.41686963,1.16902338,0.00739538,0.12014014,0.27262973,0.88110859,0.04662558,0.28590956
-4.97948974,2.53824457,0.41196791,1.16841999,0.00779898,0.11731003,0.27687501,0.88582738,0.04870586,0.28231865
-4.97348674,2.54555135,0.40857513,1.17088871,0.00822016,0.11453742,0.28108937,0.89128328,0.05066673,0.27920019
-4.96748374,2.55596826,0.40655644,1.17580209,0.00865183,0.11180640,0.28507909,0.89713312,0.05247408,0.27645931
-4.96148074,2.56830458,0.40576487,1.18251553,0.00908643,0.10909727,0.28866367,0.90303055,0.05409559,0.27399726
-4.95547774,2.58137553,0.40604363,1.19038054,0.00951605,0.10638781,0.29168016,0.90863430,0.05550157,0.27171399
-4.94947474,2.59402810,0.40722832,1.19875782,0.00993259,0.10365472,0.29398682,0.91361613,0.05666581,0.26951075
-4.94347174,2.60516547,0.40914897,1.20702969,0.01032791,0.10087495,0.29546603,0.91766804,0.05756629,0.26729261
-4.93746873,2.61376889,0.41163205,1.21461169,0.01069407,0.09802714,0.29602641,0.92050864,0.05818583,0.26497097
-4.93146573,2.61891668,0.41450229,1.22096280,0.01102350,0.09509280,0.29560403,0.92188839,0.05851253,0.26246569
-4.92546273,2.61979961,0.41758448,1.22559429,0.01130927,0.09205748,0.29416270,0.92159356,0.05854015,0.25970707
-4.91945973,2.61573251,0.42070509,1.22807672,0.01154529,0.08891161,0.29169351,0.91944896,0.05826820,0.25663735
-4.91345673,2.60616182,0.42369408,1.22804509,0.01172656,0.08565114,0.28821343,0.91531929,0.05770193,0.25321181
-4.90745373,2.59066915,0.42638658,1.22520206,0.01184932,0.08227795,0.28376332,0.90910933,0.05685213,0.24939952
-4.90145073,2.56897121,0.42862475,1.21931929,0.01191121,0.07879994,0.27840528,0.90076299,0.05573479,0.24518361
-4.89544772,2.54091635,0.43025973,1.21023695,0.01191145,0.07523094,0.27221961,0.89026156,0.05437057,0.24056113
-4.88944472,2.50647834,0.43115378,1.19786169,0.01185086,0.07159034,0.26530151,0.87762119,0.05278422,0.23554265
-4.88344172,2.46574798,0.43118250,1.18216323,0.01173193,0.06790252,0.25775757,0.86288998,0.05100386,0.23015148
-4.87743872,2.41892314,0.43023727,1.16316999,0.01155875,0.06419618,0.24970240,0.84614477,0.04906027,0.22442274
-4.87143572,2.36629795,0.42822766,1.14096383,0.01133701,0.06050349,0.24125535,0.82748798,0.04698606,0.21840225
-4.86543272,2.30825150,0.42508390,1.11567449,0.01107385,0.05685917,0.23253757,0.80704450,0.04481497,0.21214532
-4.85942971,2.24523685,0.42075923,1.08747378,0.01077770,0.05329960,0.22366938,0.78495883,0.04258109,0.20571551
-4.85342671,2.17777030,0.41523199,1.05656985,0.01045810,0.04986185,0.21476815,0.76139254,0.04031822,0.19918341
-4.84742371,2.10642147,0.40850736,1.02320173,0.01012546,0.04658280,0.20594651,0.73652203,0.03805920,0.19262534
-4.84142071,2.03180404,0.40061861,0.98763419,0.00979083,0.04349827,0.19731105,0.71053651,0.03583543,0.18612219
-4.83541771,1.95456722,0.39162769,0.95015313,0.00946564,0.04064228,0.18896144,0.68363627,0.03367637,0.17975821
-4.82941471,1.87538772,0.38162516,0.91106124,0.00916140,0.03804633,0.18098983,0.65603092,0.03160918,0.17361977
-4.82341171,1.79496212,0.37072920,0.87067425,0.00888945,0.03573880,0.17348049,0.62793772,0.02965841,0.16779411
-4.81740870,1.71399923,0.35908391,0.82931738,0.00866065,0.03374439,0.16650963,0.59957969,0.02784578,0.16236805
-4.81140570,1.63321244,0.34685672,0.78732206,0.00848516,0.03208370,0.16014535,0.57118352,0.02618998,0.15742658
-4.80540270,1.55331163,0.33423501,0.74502281,0.00837216,0.03077283,0.15444747,0.54297716,0.02470655,0.15305136
-4.79939970,1.47499481,0.32142218,0.70275419,0.00832964,0.02982305,0.14946747,0.51518712,0.02340783,0.14931914
-4.79339670,1.39893921,0.30863304,0.66084773,0.00836415,0.02924053,0.14524820,0.48803536,0.02230285,0.14630018
-4.78739370,1.32579214,0.29608902,0.61962889,0.00848068,0.02902618,0.14182355,0.46173601,0.02139739,0.14405649
-4.78139070,1.25616181,0.28401318,0.57941393,0.00868247,0.02917548,0.13921805,0.43649188,0.02069393,0.14264029
-4.77538769,1.19060822,0.27262529,0.54050687,0.00897095,0.02967844,0.13744640,0.41249092,0.02019176,0.14209245
-4.76938469,1.12963481,0.26213720,0.50319654,0.00934563,0.03051962,0.13651297,0.38990288,0.01988708,0.14244122
-4.76338169,1.07368101,0.25274873,0.46775376,0.00980412,0.03167827,0.13641143,0.36887622,0.01977310,0.14370113
-4.75737869,1.02311623,0.24464413,0.43442887,0.01034216,0.03312857,0.13712452,0.34953553,0.01984031,0.14587239
-4.75137569,0.97823563,0.23798931,0.40344956,0.01095370,0.03484000,0.13862398,0.33197956,0.02007668,0.14894056
-4.74537269,0.93925793,0.23292978,0.37501920,0.01163103,0.03677782,0.14087088,0.31628008,0.02046806,0.15287689
-4.73936968,0.90632543,0.22958952,0.34931562,0.01236499,0.03890375,0.14381617,0.30248149,0.02099853,0.15763893
-4.73336668,0.87950623,0.22807040,0.32649047,0.01314520,0.04117671,0.14740166,0.29060138,0.02165088,0.16317184
-4.72736368,0.85879860,0.22845229,0.30666898,0.01396028,0.04355371,0.15156130,0.28063191,0.02240715,0.16940997
-4.72136068,0.84413706,0.23079364,0.28995017,0.01479824,0.04599087,0.15622280,0.27254197,0.02324917,0.17627888
-4.71535768,0.83539994,0.23513225,0.27640740,0.01564673,0.04844444,0.16130944,0.26627996,0.02415915,0.18369761
-4.70935468,0.83241769,0.24148613,0.26608907,0.01649337,0.05087193,0.16674209,0.26177709,0.02512029,0.19158103
-4.70335168,0.83498144,0.24985416,0.25901933,0.01732613,0.05323314,0.17244123,0.25895086,0.02611736,0.19984216
-4.69734867,0.84285113,0.26021650,0.25519871,0.01813354,0.05549118,0.17832891,0.25770861,0.02713717,0.20839438
-4.69134567,0.85576264,0.27253445,0.25460442,0.01890502,0.05761340,0.18433046,0.25795085,0.02816903,0.21715322
-4.68534267,0.87343329,0.28674978,0.25719033,0.01963108,0.05957207,0.19037594,0.25957419,0.02920508,0.22603778
-4.67933967,0.89556539,0.30278347,0.26288646,0.02030347,0.06134498,0.19640116,0.26247367,0.03024048,0.23497164
-4.67333667,0.92184756,0.32053399,0.27159797,0.02091526,0.06291569,0.20234822,0.26654439,0.03127343,0.24388310
-4.66733367,0.95195372,0.33987511,0.28320372,0.02146092,0.06427366,0.20816558,0.27168233,0.03230505,0.25270495
-4.66133067,0.98553996,0.36065356,0.29755455,0.02193627,0.06541403,0.21380759,0.27778434,0.03333909,0.26137366
-4.65532766,1.02223963,0.38268679,0.31447129,0.02233839,0.06633721,0.21923363,0.28474741,0.03438145,0.26982813
-4.64932466,1.06165719,0.40576107,0.33374282,0.02266547,0.06704824,0.22440687,0.29246733,0.03543960,0.27800815
-4.64332166,1.10336149,0.42963024,0.35512447,0.02291669,0.06755596,0.22929281,0.30083679,0.03652183,0.28585273
