energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.68184092,5.72763901,0.01407924,1.09670174,0.21169535,0.09165803,2.21802341,1.61074703,1.55989914
-5.67583792,5.60203311,0.01354748,1.07902422,0.20868146,0.08839128,2.16679808,1.59117582,1.54360665
-5.66983492,5.48527064,0.01307982,1.06158063,0.20610662,0.08534885,2.12003068,1.57208216,1.52880097
-5.66383192,5.37844785,0.01268234,1.04459224,0.20398473,0.08255221,2.07813895,1.55369766,1.51572407
-5.65782891,5.28262650,0.01236034,1.02831580,0.20232726,0.08001805,2.04148602,1.53628625,1.50466023
-5.65182591,5.19883129,0.01211830,1.01304116,0.20114376,0.07775828,2.01038059,1.52014371,1.49593491
-5.64582291,5.12804319,0.01195983,0.99908614,0.20044222,0.07578021,1.98507787,1.50559470,1.48990973
-5.63981991,5.07118822,0.01188760,0.98678876,0.20022934,0.07408676,1.96578088,1.49298734,1.48697362
-5.63381691,5.02912178,0.01190336,0.97649685,0.20051076,0.07267677,1.95264220,1.48268529,1.48753022
-5.62781391,5.00260855,0.01200784,0.96855552,0.20129110,0.07154530,1.94576560,1.47505748,1.49198193
-5.62181091,4.99229845,0.01220073,0.96329286,0.20257387,0.07068401,1.94520759,1.47046594,1.50071109
-5.61580790,4.99869938,0.01248065,0.96100453,0.20436120,0.07008159,1.95097832,1.46925186,1.51405921
-5.60980490,5.02214762,0.01284512,0.96193791,0.20665333,0.06972408,1.96304176,1.47172064,1.53230521
-5.60380190,5.06277731,0.01329053,0.96627666,0.20944801,0.06959535,1.98131488,1.47812639,1.55564361
-5.59779890,5.12049023,0.01381213,0.97412641,0.21273959,0.06967740,2.00566577,1.48865662,1.58416388
-5.59179590,5.19492754,0.01440404,0.98550244,0.21651801,0.06995075,2.03591065,1.50341777,1.61783216
-5.58579290,5.28544527,0.01505926,1.00032008,0.22076766,0.07039479,2.07180991,1.52242243,1.65647634
-5.57978989,5.39109511,0.01576972,1.01838838,0.22546622,0.07098803,2.11306350,1.54557881,1.69977554
-5.57378689,5.51061223,0.01652638,1.03940773,0.23058341,0.07170844,2.15930592,1.57268318,1.74725471
-5.56778389,5.64241158,0.01731928,1.06297150,0.23607997,0.07253363,2.21010154,1.60341586,1.79828507
-5.56178089,5.78459385,0.01813772,1.08857206,0.24190671,0.07344110,2.26494048,1.63734110,1.85209062
-5.55577789,5.93496208,0.01897038,1.11561101,0.24800397,0.07440846,2.32323606,1.67391116,1.90776074
-5.54977489,6.09104933,0.01980555,1.14341333,0.25430131,0.07541356,2.38432418,1.71247467,1.96426878
-5.54377189,6.25015745,0.02063134,1.17124501,0.26071777,0.07643471,2.44746534,1.75228922,2.02049599
-5.53776888,6.40940643,0.02143589,1.19833353,0.26716259,0.07745085,2.51184976,1.79253783,2.07526004
-5.53176588,6.56579352,0.02220766,1.22389037,0.27353643,0.07844170,2.57660597,1.83234887,2.12734720
-5.52576288,6.71626036,0.02293569,1.24713471,0.27973317,0.07938796,2.64081311,1.87081879,2.17554688
-5.51975988,6.85776650,0.02360982,1.26731731,0.28564223,0.08027148,2.70351680,1.90703693,2.21868721
-5.51375688,6.98736672,0.02422098,1.28374370,0.29115126,0.08107552,2.76374853,1.94011143,2.25567047
-5.50775388,7.10228972,0.02476143,1.29579565,0.29614933,0.08178491,2.82054784,1.96919541,2.28550672
-5.50175088,7.20001522,0.02522488,1.30295016,0.30053022,0.08238634,2.87298686,1.99351234,2.30734452
-5.49574787,7.27834673,0.02560672,1.30479522,0.30419589,0.08286858,2.92019621,2.01237971,2.32049746
-5.48974487,7.33547697,0.02590412,1.30104177,0.30705993,0.08322272,2.96139109,2.02523008,2.32446550
-5.48374187,7.37004345,0.02611607,1.29153136,0.30905073,0.08344247,2.99589670,2.03162861,2.31895037
-5.47773887,7.38117180,0.02624339,1.27623955,0.31011439,0.08352435,3.02317151,2.03128665,2.30386441
-5.47173587,7.36850490,0.02628873,1.25527473,0.31021706,0.08346791,3.04282735,2.02407057,2.27933263
-5.46573287,7.33221657,0.02625645,1.22887275,0.30934673,0.08327592,3.05464531,2.01000586,2.24568802
-5.45972986,7.27300888,0.02615249,1.19738758,0.30751426,0.08295449,3.05858628,1.98927604,2.20346033
-5.45372686,7.19209311,0.02598424,1.16127862,0.30475369,0.08251316,3.05479571,1.96221684,2.15335889
-5.44772386,7.09115484,0.02576027,1.12109505,0.30112177,0.08196485,3.04360201,1.92930564,2.09625016
-5.44172086,6.97230442,0.02549020,1.07745822,0.29669668,0.08132583,3.02550841,1.89114679,2.03313109
-5.43571786,6.83801460,0.02518440,1.03104249,0.29157607,0.08061552,3.00117866,1.84845348,1.96509917
-5.42971486,6.69104783,0.02485379,0.98255560,0.28587443,0.07985627,2.97141684,1.80202674,1.89332049
-5.42371186,6.53437583,0.02450959,0.93271904,0.27971997,0.07907296,2.93714234,1.75273264,1.81899692
-5.41770885,6.37109465,0.02416312,0.88224927,0.27325106,0.07829268,2.89936077,1.70147840,1.74333364
-5.41170585,6.20433839,0.02382558,0.83184036,0.26661244,0.07754414,2.85913239,1.64918836,1.66750813
-5.40570285,6.03719485,0.02350788,0.78214849,0.25995133,0.07685718,2.81753909,1.59678070,1.59264157
-5.39969985,5.87262605,0.02322044,0.73377878,0.25341349,0.07626214,2.77565163,1.54514565,1.51977361
-5.39369685,5.71339651,0.02297309,0.68727467,0.24713958,0.07578926,2.73449831,1.49512591,1.44984109
-5.38769385,5.56201145,0.02277490,0.64311000,0.24126160,0.07546798,2.69503649,1.44749971,1.38366131
-5.38169085,5.42066675,0.02263408,0.60168384,0.23589989,0.07532631,2.65812789,1.40296702,1.32191995
-5.37568784,5.29121171,0.02255791,0.56331792,0.23116039,0.07539021,2.62451866,1.36213907,1.26516395
-5.36968484,5.17512532,0.02255261,0.52825651,0.22713248,0.07568298,2.59482466,1.32553119,1.21379898
-5.36368184,5.07350559,0.02262330,0.49666855,0.22388725,0.07622467,2.56952217,1.29355894,1.16809131
-5.35767884,4.98707152,0.02277389,0.46865160,0.22147631,0.07703158,2.54894416,1.26653729,1.12817367
-5.35167584,4.91617618,0.02300706,0.44423731,0.21993104,0.07811584,2.53328152,1.24468242,1.09405440
-5.34567284,4.86082950,0.02332416,0.42339808,0.21926230,0.07948502,2.52258890,1.22811585,1.06562924
-5.33966983,4.82072860,0.02372516,0.40605444,0.21946059,0.08114182,2.51679427,1.21687021,1.04269518
-5.33366683,4.79529359,0.02420862,0.39208290,0.22049654,0.08308392,2.51571133,1.21089639,1.02496549
-5.32766383,4.78370686,0.02477164,0.38132389,0.22232181,0.08530379,2.51905385,1.21007143,1.01208531
-5.32166083,4.78495354,0.02540984,0.37358950,0.22487025,0.08778874,2.52645102,1.21420669,1.00364717
-5.31565783,4.79786152,0.02611737,0.36867081,0.22805934,0.09052098,2.53746285,1.22305603,0.99920594
-5.30965483,4.82113947,0.02688691,0.36634472,0.23179200,0.09347776,2.55159505,1.23632361,0.99829256
-5.30365183,4.85341156,0.02770977,0.36637986,0.23595848,0.09663172,2.56831268,1.25367110,1.00042651
-5.29764882,4.89324819,0.02857592,0.36854193,0.24043861,0.09995121,2.58705221,1.27472421,1.00512656
-5.29164582,4.93919236,0.02947417,0.37259797,0.24510422,0.10340079,2.60723190,1.29907847,1.01191975
-5.28564282,4.98978142,0.03039226,0.37831991,0.24982168,0.10694178,2.62826038,1.32630432,1.02034868
-5.27963982,5.04356478,0.03131714,0.38548724,0.25445469,0.11053289,2.64954360,1.35595149,1.02997699
-5.27363682,5.09911779,0.03223509,0.39388891,0.25886708,0.11413093,2.67049051,1.38755306,1.04039347
-5.26763382,5.15505267,0.03313205,0.40332449,0.26292577,0.11769153,2.69051775,1.42062906,1.05121464
-5.26163082,5.21002713,0.03399387,0.41360478,0.26650368,0.12116993,2.70905379,1.45468997,1.06208638
-5.25562781,5.26275166,0.03480656,0.42455185,0.26948254,0.12452176,2.72554294,1.48924036,1.07268462
-5.24962481,5.31199608,0.03555664,0.43599863,0.27175569,0.12770378,2.73944964,1.52378255,1.08271544
-5.24362181,5.35659615,0.03623137,0.44778835,0.27323052,0.13067461,2.75026318,1.55782070,1.09191486
-5.23761881,5.39546081,0.03681906,0.45977361,0.27383070,0.13339542,2.75750328,1.59086534,1.10004840
-5.23161581,5.42758031,0.03730931,0.47181558,0.27349805,0.13583054,2.76072642,1.62243832,1.10691079
-5.22561281,5.45203562,0.03769325,0.48378317,0.27219398,0.13794796,2.75953299,1.65207829,1.11232575
-5.21960980,5.46800910,0.03796373,0.49555244,0.26990040,0.13971981,2.75357516,1.67934670,1.11614620
-5.21360680,5.47479636,0.03811547,0.50700629,0.26662022,0.14112268,2.74256516,1.70383425,1.11825477
-5.20760380,5.47181902,0.03814519,0.51803461,0.26237724,0.14213788,2.72628369,1.72516762,1.11856468
-5.20160080,5.45863805,0.03805170,0.52853481,0.25721553,0.14275167,2.70458817,1.74301654,1.11702114
-5.19559780,5.43496718,0.03783591,0.53841291,0.25119838,0.14295532,2.67742025,1.75710082,1.11360288
-5.18959480,5.40068570,0.03750087,0.54758521,0.24440670,0.14274523,2.64481239,1.76719729,1.10832407
-5.18359180,5.35585021,0.03705171,0.55598025,0.23693703,0.14212284,2.60689293,1.77314632,1.10123625
-5.17758879,5.30070426,0.03649557,0.56354139,0.22889924,0.14109469,2.56388926,1.77485774,1.09243012
-5.17158579,5.23568548,0.03584155,0.57022939,0.22041397,0.13967228,2.51612898,1.77231574,1.08203708
-5.16558279,5.16142911,0.03510051,0.57602528,0.21160979,0.13787198,2.46403844,1.76558254,1.07023024
-5.15957979,5.07876739,0.03428498,0.58093290,0.20262039,0.13571490,2.40813880,1.75480051,1.05722456
-5.15357679,4.98872401,0.03340895,0.58498120,0.19358158,0.13322666,2.34903915,1.74019232,1.04327605
-5.14757379,4.89250307,0.03248767,0.58822579,0.18462846,0.13043721,2.28742699,1.72205897,1.02867958
-5.14157079,4.79147199,0.03153741,0.59074964,0.17589260,0.12738046,2.22405582,1.70077545,1.01376530
-5.13556778,4.68713825,0.03057520,0.59266265,0.16749937,0.12409393,2.15973022,1.67678380,0.99889342
-5.12956478,4.58111984,0.02961858,0.59410002,0.15956553,0.12061824,2.09528856,1.65058366,0.98444714
-5.12356178,4.47510973,0.02868521,0.59521903,0.15219695,0.11699658,2.03158377,1.62272023,0.97082406
-5.11755878,4.37083485,0.02779260,0.59619461,0.14548666,0.11327395,1.96946254,1.59376997,0.95842579
-5.11155578,4.27001076,0.02695772,0.59721334,0.13951310,0.10949643,1.90974369,1.56432430,0.94764624
-5.10555278,4.17429298,0.02619661,0.59846638,0.13433874,0.10571028,1.85319621,1.53497184,0.93885881
-5.09954977,4.08522684,0.02552404,0.60014130,0.13000891,0.10196097,1.80051774,1.50627973,0.93240292
-5.09354677,4.00419758,0.02495309,0.60241340,0.12655110,0.09829221,1.75231431,1.47877482,0.92857045
-5.08754377,3.93238291,0.02449481,0.60543677,0.12397440,0.09474492,1.70908213,1.45292550,0.92759264
-5.08154077,3.87071016,0.02415790,0.60933558,0.12226948,0.09135627,1.67119224,1.42912497,0.92962825
-5.07553777,3.81982025,0.02394842,0.61419626,0.12140886,0.08815880,1.63887869,1.40767689,0.93475347
-5.06953477,3.78004066,0.02386957,0.62006081,0.12134754,0.08517962,1.61223101,1.38878403,0.94295443
-5.06353177,3.75136907,0.02392157,0.62692194,0.12202406,0.08243982,1.59119144,1.37254080,0.95412278
-5.05752876,3.73346925,0.02410157,0.63472032,0.12336198,0.07995406,1.57555735,1.35892996,0.96805486
-5.05152576,3.72568012,0.02440378,0.64334428,0.12527169,0.07773040,1.56498883,1.34782407,0.98445483
-5.04552276,3.72703821,0.02481955,0.65263205,0.12765262,0.07577040,1.55902165,1.33899168,1.00294186
-5.03951976,3.73631339,0.02533770,0.66237677,0.13039579,0.07406942,1.55708503,1.33210811,1.02306135
-5.03351676,3.75205668,0.02594484,0.67233396,0.13338657,0.07261725,1.55852379,1.32677057,1.04429990
-5.02751376,3.77265850,0.02662586,0.68223125,0.13650777,0.07139889,1.56262412,1.32251700,1.06610352
-5.02151076,3.79641514,0.02736447,0.69178007,0.13964272,0.07039558,1.56864183,1.31884769,1.08789844
-5.01550775,3.82160046,0.02814378,0.70068854,0.14267848,0.06958596,1.57583210,1.31524893,1.10911351
-5.00950475,3.84653970,0.02894691,0.70867523,0.14550897,0.06894730,1.58347934,1.31121743,1.12920336
-5.00350175,3.86968190,0.02975765,0.71548274,0.14803782,0.06845681,1.59092590,1.30628438,1.14767099
-4.99749875,3.88966747,0.03056100,0.72089080,0.15018107,0.06809287,1.59759827,1.30003810,1.16408892
-4.99149575,3.90538765,0.03134378,0.72472777,0.15186936,0.06783621,1.60302964,1.29214403,1.17811757
-4.98549275,3.91603265,0.03209500,0.72688030,0.15304972,0.06767095,1.60687770,1.28236126,1.18952011
-4.97948974,3.92112638,0.03280630,0.72730027,0.15368673,0.06758534,1.60893684,1.27055462,1.19817276
-4.97348674,3.92054563,0.03347207,0.72600884,0.15376316,0.06757242,1.60914422,1.25670201,1.20407016
-4.96748374,3.91452292,0.03408965,0.72309731,0.15327989,0.06763026,1.60757934,1.24089642,1.20732529
-4.96148074,3.90363278,0.03465916,0.71872460,0.15225533,0.06776202,1.60445725,1.22334277,1.20816395
-4.95547774,3.88876212,0.03518341,0.71311158,0.15072406,0.06797570,1.60011572,1.20434964,1.20691406
-4.94947474,3.87106626,0.03566753,0.70653247,0.14873516,0.06828358,1.59499698,1.18431652,1.20399023
-4.94347174,3.85191274,0.03611853,0.69930371,0.14634988,0.06870151,1.58962507,1.16371706,1.19987434
-4.93746873,3.83281589,0.03654485,0.69177083,0.14363912,0.06924794,1.58457971,1.14307941,1.19509318
-4.93146573,3.81536528,0.03695576,0.68429404,0.14068054,0.06994280,1.58046830,1.12296437,1.19019410
-4.92546273,3.80115161,0.03736079,0.67723316,0.13755563,0.07080632,1.57789710,1.10394266,1.18572006
-4.91945973,3.79169367,0.03776915,0.67093268,0.13434677,0.07185782,1.57744310,1.08657215,1.18218509
-4.91345673,3.78836969,0.03818920,0.66570754,0.13113442,0.07311447,1.57962788,1.07137616,1.18005153
-4.90745373,3.79235624,0.03862799,0.66183042,0.12799450,0.07459020,1.58489452,1.05882383,1.17970987
-4.90145073,3.80457728,0.03909085,0.65952096,0.12499617,0.07629468,1.59358863,1.04931308,1.18146233
-4.89544772,3.82566534,0.03958117,0.65893738,0.12219997,0.07823252,1.60594409,1.04315706,1.18551063
-4.88944472,3.85593620,0.04010022,0.66017088,0.11965636,0.08040266,1.62207404,1.04057431,1.19194852
-4.88344172,3.89537764,0.04064708,0.66324281,0.11740489,0.08279796,1.64196722,1.04168291,1.20075915
-4.87743872,3.94365204,0.04121880,0.66810481,0.11547367,0.08540510,1.66548958,1.04649860,1.21181731
-4.87143572,4.00011218,0.04181050,0.67464162,0.11387939,0.08820464,1.69239075,1.05493676,1.22489612
-4.86543272,4.06382866,0.04241567,0.68267642,0.11262783,0.09117136,1.72231479,1.06681783,1.23967770
-4.85942971,4.13362708,0.04302649,0.69197834,0.11171460,0.09427476,1.75481449,1.08187577,1.25576705
-4.85342671,4.20813280,0.04363420,0.70227159,0.11112625,0.09747976,1.78936827,1.09976900,1.27270848
-4.84742371,4.28582067,0.04422950,0.71324587,0.11084167,0.10074752,1.82539873,1.12009307,1.29000351
-4.84142071,4.36506736,0.04480287,0.72456748,0.11083350,0.10403636,1.86229201,1.14239463,1.30712945
-4.83541771,4.44420364,0.04534496,0.73589054,0.11106971,0.10730274,1.89941684,1.16618584,1.32355776
-4.82941471,4.52156461,0.04584689,0.74686804,0.11151515,0.11050220,1.93614274,1.19095877,1.33877140
-4.82341171,4.59553579,0.04630046,0.75716208,0.11213303,0.11359034,1.97185646,1.21619922,1.35228042
-4.81740870,4.66459361,0.04669834,0.76645305,0.11288624,0.11652369,2.00597630,1.24139949,1.36363545
-4.81140570,4.72733919,0.04703416,0.77444753,0.11373855,0.11926049,2.03796396,1.26606987,1.37243842
-4.80540270,4.78252496,0.04730258,0.78088451,0.11465562,0.12176139,2.06733377,1.28974854,1.37835064
-4.79939970,4.82907373,0.04749923,0.78554018,0.11560572,0.12399005,2.09365928,1.31200980,1.38109795
-4.79339670,4.86609071,0.04762068,0.78823093,0.11656034,0.12591352,2.11657747,1.33247062,1.38047317
-4.78739370,4.89286898,0.04766437,0.78881490,0.11749448,0.12750265,2.13579081,1.35079556,1.37633616
-4.78139070,4.90888938,0.04762843,0.78719214,0.11838688,0.12873233,2.15106753,1.36670028,1.36861169
-4.77538769,4.91381578,0.04751167,0.78330352,0.11921994,0.12958161,2.16224060,1.37995365,1.35728572
-4.76938469,4.90748706,0.04731340,0.77712877,0.11997964,0.13003382,2.16920571,1.39037884,1.34240038
-4.76338169,4.88990665,0.04703344,0.76868373,0.12065526,0.13007666,2.17191870,1.39785343,1.32404823
-4.75737869,4.86123092,0.04667205,0.75801722,0.12123904,0.12970217,2.17039272,1.40230881,1.30236621
-4.75137569,4.82175701,0.04622992,0.74520762,0.12172590,0.12890680,2.16469533,1.40372895,1.27752954
-4.74537269,4.77191076,0.04570824,0.73035944,0.12211296,0.12769144,2.15494562,1.40214864,1.24974596
-4.73936968,4.71223505,0.04510873,0.71359993,0.12239926,0.12606138,2.14131134,1.39765113,1.21925050
-4.73336668,4.64337862,0.04443375,0.69507600,0.12258536,0.12402637,2.12400603,1.39036538,1.18630077
-4.72736368,4.56608515,0.04368639,0.67495124,0.12267303,0.12160064,2.10328583,1.38046253,1.15117288
-4.72136068,4.48118227,0.04287053,0.65340323,0.12266500,0.11880281,2.07944575,1.36815176,1.11415784
-4.71535768,4.38957002,0.04199095,0.63062110,0.12256469,0.11565586,2.05281535,1.35367538,1.07555841
-4.70935468,4.29220827,0.04105331,0.60680311,0.12237597,0.11218697,2.02375328,1.33730300,1.03568606
-4.70335168,4.19010261,0.04006419,0.58215431,0.12210305,0.10842727,1.99264080,1.31932481,0.99485800
-4.69734867,4.08428848,0.03903101,0.55688420,0.12175026,0.10441154,1.95987405,1.30004407,0.95339411
-4.69134567,3.97581327,0.03796193,0.53120418,0.12132188,0.10017773,1.92585517,1.27976874,0.91161348
-4.68534267,3.86571665,0.03686565,0.50532493,0.12082206,0.09576640,1.89098235,1.25880265,0.86983067
-4.67933967,3.75500936,0.03575126,0.47945354,0.12025462,0.09122004,1.85563923,1.23743624,0.82835161
-4.67333667,3.64465117,0.03462791,0.45379051,0.11962296,0.08658234,1.82018397,1.21593751,0.78746907
-4.66733367,3.53552889,0.03350460,0.42852669,0.11892989,0.08189728,1.78493853,1.19454325,0.74745808
-4.66133067,3.42843529,0.03238984,0.40384008,0.11817758,0.07720828,1.75017871,1.17345127,0.70857116
-4.65532766,3.32405023,0.03129141,0.37989291,0.11736741,0.07255731,1.71612551,1.15281388,0.67103391
-4.64932466,3.22292492,0.03021608,0.35682883,0.11649994,0.06798399,1.68293856,1.13273310,0.63504095
-4.64332166,3.12547052,0.02916942,0.33477053,0.11557493,0.06352477,1.65071177,1.11325787,0.60075258
-4.63731866,3.03195182,0.02815561,0.31381789,0.11459130,0.05921226,1.61947195,1.09438363,0.56829232
-4.63131566,2.94248662,0.02717738,0.29404670,0.11354728,0.05507464,1.58918041,1.07605426,0.53774571
-4.62531266,2.85705119,0.02623597,0.27550814,0.11244055,0.05113520,1.55973768,1.05816645,0.50916018
-4.61930965,2.77549176,0.02533121,0.25822907,0.11126840,0.04741213,1.53099131,1.04057640,0.48254636
-4.61330665,2.69754164,0.02446163,0.24221296,0.11002806,0.04391844,1.50274637,1.02310846,0.45788075
-4.60730365,2.62284346,0.02362466,0.22744175,0.10871699,0.04066206,1.47477832,1.00556550,0.43510952
-4.60130065,2.55097538,0.02281691,0.21387827,0.10733324,0.03764612,1.44684769,0.98774040,0.41415358
-4.59529765,2.48148026,0.02203443,0.20146932,0.10587585,0.03486938,1.41871575,0.96942815,0.39491450
-4.58929465,2.41389654,0.02127305,0.19014917,0.10434529,0.03232677,1.39016080,0.95043809,0.37728112
-4.58329165,2.34778927,0.02052871,0.17984340,0.10274387,0.03001007,1.36099395,0.93060553,0.36113664
-4.57728864,2.28278022,0.01979779,0.17047294,0.10107623,0.02790859,1.33107412,0.90980250,0.34636584
-4.57128564,2.21857563,0.01907741,0.16195801,0.09934971,0.02600995,1.30032122,0.88794688,0.33286211
-4.56528264,2.15499058,0.01836571,0.15422202,0.09757479,0.02430079,1.26872742,0.86500979,0.32053414
-4.55927964,2.09196910,0.01766207,0.14719518,0.09576546,0.02276754,1.23636560,0.84102076,0.30931196
-4.55327664,2.02959923,0.01696727,0.14081760,0.09393955,0.02139705,1.20339519,0.81607075,0.29915211
-4.54727364,1.96812264,0.01628361,0.13504207,0.09211899,0.02017718,1.17006469,0.79031276,0.29004178
-4.54127064,1.90793850,0.01561497,0.12983613,0.09032998,0.01909734,1.13671125,0.76396025,0.28200180
-4.53526763,1.84960153,0.01496677,0.12518365,0.08860315,0.01814880,1.10375698,0.73728335,0.27508836
-4.52926463,1.79381434,0.01434591,0.12108571,0.08697348,0.01732503,1.07170230,0.71060330,0.26939343
-4.52326163,1.74141428,0.01376066,0.11756092,0.08548018,0.01662184,1.04111638,0.68428513,0.26504378
-4.51725863,1.69335515,0.01322044,0.11464512,0.08416640,0.01603740,1.01262485,0.65872908,0.26219872
-4.51125563,1.65068419,0.01273562,0.11239049,0.08307871,0.01557219,0.98689521,0.63436091,0.26104652
-4.50525263,1.61451497,0.01231724,0.11086429,0.08226647,0.01522880,0.96461995,0.61162166,0.26179954
-4.49924962,1.58599663,0.01197674,0.11014698,0.08178089,0.01501165,0.94649790,0.59095679,0.26468830
-4.49324662,1.56628021,0.01172563,0.11033014,0.08167397,0.01492662,0.93321416,0.57280543,0.26995446
