energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.51375688,4.99380965,0.02243219,0.45190495,0.30001343,0.80515812,2.24997019,0.04036522,2.36455041
-5.50775388,5.05272598,0.02325923,0.45243823,0.29091343,0.81216695,2.28011316,0.04068137,2.40096158
-5.50175088,5.08996662,0.02404021,0.45053161,0.28118382,0.81593054,2.30097230,0.04080582,2.42679778
-5.49574787,5.10479735,0.02477577,0.44620203,0.27092738,0.81639620,2.31205100,0.04073635,2.44166410
-5.48974487,5.09686084,0.02546868,0.43951781,0.26025211,0.81356919,2.31299347,0.04047411,2.44535824
-5.48374187,5.06619324,0.02612391,0.43059675,0.24926940,0.80751394,2.30359793,0.04002362,2.43787927
-5.47773887,5.01322909,0.02674848,0.41960255,0.23809212,0.79835346,2.28382559,0.03939274,2.41943039
-5.47173587,4.93879439,0.02735134,0.40673979,0.22683265,0.78626711,2.25380538,0.03859241,2.39041540
-5.46573287,4.84408802,0.02794298,0.39224759,0.21560098,0.77148666,2.21383379,0.03763646,2.35142900
-5.45972986,4.73065209,0.02853506,0.37639233,0.20450283,0.75429086,2.16437023,0.03654122,2.30324133
-5.45372686,4.60033254,0.02913990,0.35945968,0.19363793,0.73499872,2.10602774,0.03532507,2.24677723
-5.44772386,4.45523147,0.02976988,0.34174637,0.18309854,0.71396173,2.03955968,0.03400805,2.18309115
-5.44172086,4.29765315,0.03043681,0.32355189,0.17296805,0.69155549,1.96584274,0.03261132,2.11333865
-5.43571786,4.13004589,0.03115124,0.30517058,0.16332005,0.66817088,1.88585708,0.03115666,2.03874569
-5.42971486,3.95494199,0.03192177,0.28688435,0.15421752,0.64420526,1.80066431,0.02966597,1.96057691
-5.42371186,3.77489815,0.03275445,0.26895630,0.14571250,0.62005407,1.71138411,0.02816084,1.88010422
-5.41770885,3.59243852,0.03365212,0.25162539,0.13784595,0.59610301,1.61917043,0.02666206,1.79857688
-5.41170585,3.41000243,0.03461398,0.23510240,0.13064804,0.57272129,1.52518810,0.02518927,1.71719409
-5.40570285,3.22989859,0.03563524,0.21956713,0.12413871,0.55025592,1.43059054,0.02376069,1.63708131
-5.39969985,3.05426700,0.03670689,0.20516695,0.11832853,0.52902739,1.33649942,0.02239282,1.55927073
-5.39369685,2.88504969,0.03781570,0.19201657,0.11321982,0.50932675,1.24398668,0.02110032,1.48468668
-5.38769385,2.72397063,0.03894443,0.18019903,0.10880794,0.49141403,1.15405950,0.01989589,1.41413611
-5.38169085,2.57252484,0.04007214,0.16976763,0.10508277,0.47551798,1.06764832,0.01879027,1.34830415
-5.37568784,2.43197637,0.04117486,0.16074867,0.10203021,0.46183696,0.98559814,0.01779227,1.28775446
-5.36968484,2.30336407,0.04222626,0.15314484,0.09963378,0.45054071,0.90866299,0.01690884,1.23293397
-5.36368184,2.18751414,0.04319859,0.14693892,0.09787608,0.44177278,0.83750328,0.01614524,1.18418106
-5.35767884,2.08505774,0.04406369,0.14209764,0.09674014,0.43565331,0.77268584,0.01550513,1.14173662
-5.35167584,1.99645213,0.04479411,0.13857555,0.09621062,0.43228179,0.71468601,0.01499077,1.10575679
-5.34567284,1.92200341,0.04536419,0.13631847,0.09627467,0.43173958,0.66389132,0.01460318,1.07632636
-5.33966983,1.86188924,0.04575117,0.13526671,0.09692250,0.43409188,0.62060627,0.01434229,1.05347211
-5.33366683,1.81617980,0.04593623,0.13535764,0.09814765,0.43938893,0.58505735,0.01420701,1.03717475
-5.32766383,1.78485564,0.04590535,0.13652774,0.09994683,0.44766633,0.55739807,0.01419543,1.02737914
-5.32166083,1.76782127,0.04565004,0.13871388,0.10231938,0.45894429,0.53771325,0.01430477,1.02400187
-5.31565783,1.76491391,0.04516786,0.14185418,0.10526643,0.47322602,0.52602230,0.01453151,1.02693596
-5.30965483,1.77590677,0.04446271,0.14588807,0.10878964,0.49049520,0.52228115,0.01487131,1.03605255
-5.30365183,1.80050736,0.04354484,0.15075605,0.11288978,0.51071272,0.52638281,0.01531907,1.05119966
-5.29764882,1.83835088,0.04243066,0.15639892,0.11756507,0.53381304,0.53815639,0.01586880,1.07219828
-5.29164582,1.88898994,0.04114226,0.16275685,0.12280941,0.55970031,0.55736494,0.01651368,1.09883636
-5.28564282,1.95188144,0.03970679,0.16976822,0.12861062,0.58824467,0.58370236,0.01724590,1.13086139
-5.27963982,2.02637228,0.03815553,0.17736855,0.13494880,0.61927905,0.61678972,0.01805675,1.16797220
-5.27363682,2.11168506,0.03652294,0.18548945,0.14179485,0.65259661,0.65617174,0.01893651,1.20981102
-5.26763382,2.20690569,0.03484553,0.19405781,0.14910937,0.68794938,0.70131377,0.01987455,1.25595638
-5.26163082,2.31097400,0.03316064,0.20299530,0.15684183,0.72504797,0.75160020,0.02085935,1.30591774
-5.25562781,2.42267890,0.03150533,0.21221808,0.16493023,0.76356275,0.80633461,0.02187860,1.35913248
-5.24962481,2.54065902,0.02991518,0.22163699,0.17330130,0.80312636,0.86474243,0.02291938,1.41496571
-5.24362181,2.66340963,0.02842323,0.23115796,0.18187107,0.84333768,0.92597645,0.02396824,1.47271321
-5.23761881,2.78929613,0.02705901,0.24068278,0.19054600,0.88376705,0.98912549,0.02501152,1.53160766
-5.23161581,2.91657427,0.02584776,0.25011013,0.19922455,0.92396267,1.05322639,0.02603547,1.59082812
-5.22561281,3.04341656,0.02480976,0.25933680,0.20779911,0.96345795,1.11727922,0.02702654,1.64951243
-5.21960980,3.16794438,0.02395989,0.26825904,0.21615827,1.00177943,1.18026546,0.02797161,1.70677224
-5.21360680,3.28826448,0.02330733,0.27677405,0.22418923,1.03845535,1.24116872,0.02885823,1.76171004
-5.20760380,3.40250884,0.02285550,0.28478145,0.23178046,1.07302420,1.29899722,0.02967481,1.81343761
-5.20160080,3.50887622,0.02260217,0.29218478,0.23882417,1.10504332,1.35280737,0.03041083,1.86109518
-5.19559780,3.60567395,0.02253971,0.29889290,0.24521892,1.13409720,1.40172740,0.03105702,1.90387061
-5.18959480,3.69135817,0.02265556,0.30482135,0.25087184,1.15980525,1.44498011,0.03160544,1.94101786
-5.18359180,3.76457112,0.02293276,0.30989367,0.25570069,1.18182894,1.48190363,0.03204961,1.97187411
-5.17758879,3.82417372,0.02335062,0.31404252,0.25963561,1.19987813,1.51196931,0.03238454,1.99587485
-5.17158579,3.86927248,0.02388552,0.31721078,0.26262042,1.21371650,1.53479572,0.03260675,2.01256664
-5.16558279,3.89923929,0.02451165,0.31935252,0.26461356,1.22316588,1.55015819,0.03271428,2.02161685
-5.15957979,3.91372366,0.02520192,0.32043382,0.26558863,1.22810954,1.55799315,0.03270659,2.02282034
-5.15357679,3.91265658,0.02592873,0.32043351,0.26553449,1.22849424,1.55839717,0.03258457,2.01610269
-5.14757379,3.89624608,0.02666482,0.31934365,0.26445502,1.22433099,1.55162041,0.03235038,2.00152004
-5.14157079,3.86496462,0.02738401,0.31716994,0.26236847,1.21569453,1.53805495,0.03200739,1.97925554
-5.13556778,3.81952864,0.02806186,0.31393179,0.25930657,1.20272138,1.51821823,0.03156009,1.94961250
-5.12956478,3.76087137,0.02867625,0.30966218,0.25531332,1.18560654,1.49273244,0.03101390,1.91300461
-5.12356178,3.69010970,0.02920787,0.30440725,0.25044362,1.16459884,1.46230066,0.03037515,1.86994342
-5.11755878,3.60850654,0.02964056,0.29822550,0.24476172,1.13999494,1.42768084,0.02965087,1.82102365
-5.11155578,3.51743012,0.02996154,0.29118670,0.23833955,1.11213216,1.38965882,0.02884870,1.76690668
-5.10555278,3.41831185,0.03016148,0.28337054,0.23125505,1.08138033,1.34902134,0.02797677,1.70830295
-5.09954977,3.31260425,0.03023451,0.27486485,0.22359042,1.04813281,1.30653049,0.02704358,1.64595367
-5.09354677,3.20174066,0.03017806,0.26576373,0.21543046,1.01279702,1.26290034,0.02605783,1.58061255
-5.08754377,3.08709817,0.02999266,0.25616533,0.20686096,0.97578477,1.21877697,0.02502835,1.51302820
-5.08154077,2.96996504,0.02968160,0.24616969,0.19796720,0.93750281,1.17472239,0.02396397,1.44392766
-5.07553777,2.85151380,0.02925057,0.23587645,0.18883255,0.89834387,1.13120297,0.02287340,1.37400163
-5.06953477,2.73278086,0.02870728,0.22538270,0.17953728,0.85867860,1.08858277,0.02176510,1.30389196
-5.06353177,2.61465303,0.02806099,0.21478099,0.17015751,0.81884872,1.04712159,0.02064724,1.23418155
-5.05752876,2.49786124,0.02732214,0.20415762,0.16076435,0.77916166,1.00697778,0.01952758,1.16538705
-5.05152576,2.38298129,0.02650195,0.19359125,0.15142320,0.73988681,0.96821524,0.01841339,1.09795453
-5.04552276,2.27044113,0.02561203,0.18315196,0.14219332,0.70125362,0.93081411,0.01731143,1.03225790
-5.03951976,2.16053396,0.02466412,0.17290063,0.13312751,0.66345139,0.89468445,0.01622788,0.96860015
-5.03351676,2.05343608,0.02366982,0.16288889,0.12427205,0.62663086,0.85968196,0.01516836,0.90721711
-5.02751376,1.94922847,0.02264042,0.15315934,0.11566667,0.59090728,0.82562496,0.01413787,0.84828327
-5.02151076,1.84792050,0.02158677,0.14374625,0.10734484,0.55636468,0.79231172,0.01314085,0.79191940
-5.01550775,1.74947485,0.02051921,0.13467649,0.09933404,0.52306125,0.75953719,0.01218118,0.73820135
-5.00950475,1.65383185,0.01944757,0.12597070,0.09165620,0.49103521,0.72710857,0.01126223,0.68716951
-5.00350175,1.56093246,0.01838115,0.11764463,0.08432819,0.46031092,0.69485887,0.01038691,0.63883854
-4.99749875,1.47073848,0.01732882,0.10971049,0.07736235,0.43090488,0.66265799,0.00955771,0.59320671
-4.99149575,1.38324932,0.01629902,0.10217822,0.07076706,0.40283124,0.63042113,0.00877676,0.55026450
-4.98549275,1.29851464,0.01529988,0.09505676,0.06454727,0.37610653,0.59811408,0.00804591,0.51000211
-4.97948974,1.21664245,0.01433926,0.08835495,0.05870506,0.35075332,0.56575563,0.00736676,0.47241546
-4.97348674,1.13780263,0.01342476,0.08208233,0.05324012,0.32680277,0.53341703,0.00674070,0.43751065
-4.96748374,1.06222582,0.01256377,0.07624956,0.04815019,0.30429593,0.50121887,0.00616899,0.40530661
-4.96148074,0.99019825,0.01176347,0.07086862,0.04343148,0.28328363,0.46932571,0.00565273,0.37583605
-4.95547774,0.92205281,0.01103075,0.06595264,0.03907896,0.26382530,0.43793894,0.00519295,0.34914472
-4.94947474,0.85815708,0.01037213,0.06151550,0.03508667,0.24598664,0.40728825,0.00479056,0.32528913
-4.94347174,0.79889913,0.00979372,0.05757118,0.03144793,0.22983632,0.37762236,0.00444637,0.30433290
-4.93746873,0.74467173,0.00930099,0.05413289,0.02815551,0.21544206,0.34919936,0.00416105,0.28634216
-4.93146573,0.69585593,0.00889871,0.05121214,0.02520175,0.20286620,0.32227725,0.00393514,0.27137997
-4.92546273,0.65280464,0.00859074,0.04881757,0.02257868,0.19216105,0.29710492,0.00376896,0.25950041
-4.91945973,0.61582687,0.00837986,0.04695400,0.02027806,0.18336439,0.27391399,0.00366261,0.25074244
-4.91345673,0.58517346,0.00826762,0.04562127,0.01829146,0.17649511,0.25291170,0.00361587,0.24512386
-4.90745373,0.56102454,0.00825415,0.04481344,0.01661027,0.17154951,0.23427506,0.00362816,0.24263574
-4.90145073,0.54347935,0.00833807,0.04451796,0.01522578,0.16849825,0.21814629,0.00369848,0.24323753
-4.89544772,0.53254859,0.00851637,0.04471521,0.01412913,0.16728426,0.20462956,0.00382534,0.24685317
-4.88944472,0.52814963,0.00878432,0.04537815,0.01331145,0.16782159,0.19378903,0.00400671,0.25336831
-4.88344172,0.53010459,0.00913545,0.04647242,0.01276379,0.16999547,0.18564815,0.00423998,0.26262894
-4.87743872,0.53814154,0.00956160,0.04795664,0.01247726,0.17366349,0.18018997,0.00452189,0.27444145
-4.87143572,0.55189851,0.01005295,0.04978301,0.01244303,0.17865797,0.17735852,0.00484859,0.28857433
-4.86543272,0.57093048,0.01059821,0.05189831,0.01265246,0.18478944,0.17706102,0.00521555,0.30476147
-4.85942971,0.59471905,0.01118473,0.05424509,0.01309715,0.19185116,0.17917088,0.00561764,0.32270696
-4.85342671,0.62268463,0.01179878,0.05676315,0.01376910,0.19962460,0.18353138,0.00604917,0.34209151
-4.84742371,0.65420076,0.01242585,0.05939116,0.01466084,0.20788555,0.18995991,0.00650395,0.36258008
-4.84142071,0.68861037,0.01305090,0.06206853,0.01576560,0.21641083,0.19825279,0.00697539,0.38383078
-4.83541771,0.72524340,0.01365880,0.06473718,0.01707757,0.22498518,0.20819051,0.00745663,0.40550441
-4.82941471,0.76343531,0.01423463,0.06734342,0.01859205,0.23340823,0.21954339,0.00794065,0.42727471
-4.82341171,0.80254610,0.01476407,0.06983964,0.02030582,0.24150110,0.23207756,0.00842046,0.44883859
-4.81740870,0.84197897,0.01523380,0.07218594,0.02221738,0.24911244,0.24556119,0.00888927,0.46992611
-4.81140570,0.88119820,0.01563183,0.07435133,0.02432727,0.25612366,0.25977083,0.00934064,0.49030980
-4.80540270,0.91974554,0.01594778,0.07631478,0.02663841,0.26245300,0.27449778,0.00976868,0.50981279
-4.79939970,0.95725439,0.01617321,0.07806575,0.02915641,0.26805832,0.28955414,0.01016821,0.52831548
-4.79339670,0.99346133,0.01630177,0.07960447,0.03188988,0.27293846,0.30477865,0.01053492,0.54576026
-4.78739370,1.02821428,0.01632935,0.08094159,0.03485067,0.27713295,0.32004173,0.01086551,0.56215422
-4.78139070,1.06147694,0.01625418,0.08209764,0.03805408,0.28072028,0.33524977,0.01115778,0.57756933
-4.77538769,1.09332917,0.01607681,0.08310187,0.04151897,0.28381445,0.35034827,0.01141074,0.59214033
-4.76938469,1.12396310,0.01580002,0.08399094,0.04526770,0.28656022,0.36532367,0.01162462,0.60606006
-4.76338169,1.15367485,0.01542868,0.08480718,0.04932602,0.28912703,0.38020359,0.01180090,0.61957236
-4.75737869,1.18285213,0.01496955,0.08559670,0.05372273,0.29170188,0.39505548,0.01194224,0.63296292
-4.75137569,1.21195788,0.01443104,0.08640742,0.05848913,0.29448154,0.40998340,0.01205243,0.64654810
-4.74537269,1.24151044,0.01382287,0.08728698,0.06365833,0.29766415,0.42512307,0.01213627,0.66066227
-4.73936968,1.27206089,0.01315575,0.08828080,0.06926420,0.30144085,0.44063516,0.01219939,0.67564406
-4.73336668,1.30416823,0.01244109,0.08943017,0.07534023,0.30598751,0.45669702,0.01224809,0.69182195
-4.72736368,1.33837330,0.01169059,0.09077069,0.08191808,0.31145699,0.47349314,0.01228912,0.70949976
-4.72136068,1.37517231,0.01091597,0.09233082,0.08902586,0.31797215,0.49120458,0.01232948,0.72894259
-4.71535768,1.41499100,0.01012864,0.09413087,0.09668633,0.32562001,0.50999790,0.01237613,0.75036366
-4.70935468,1.45816045,0.00933940,0.09618221,0.10491488,0.33444699,0.53001399,0.01243576,0.77391252
-4.70335168,1.50489533,0.00855829,0.09848690,0.11371745,0.34445567,0.55135730,0.01251460,0.79966522
-4.69734867,1.55527574,0.00779430,0.10103755,0.12308843,0.35560303,0.57408610,0.01261810,0.82761662
-4.69134567,1.60923329,0.00705534,0.10381754,0.13300865,0.36780017,0.59820413,0.01275079,0.85767533
-4.68534267,1.66654213,0.00634806,0.10680152,0.14344356,0.38091368,0.62365428,0.01291605,0.88966144
-4.67933967,1.72681552,0.00567787,0.10995603,0.15434170,0.39476850,0.65031449,0.01311599,0.92330721
-4.67333667,1.78950827,0.00504890,0.11324047,0.16563364,0.40915214,0.67799644,0.01335133,0.95826081
-4.66733367,1.85392512,0.00446408,0.11660811,0.17723137,0.42382029,0.70644691,0.01362129,0.99409306
-4.66133067,1.91923515,0.00392516,0.12000727,0.18902839,0.43850353,0.73535217,0.01392366,1.03030704
-4.65532766,1.98449178,0.00343287,0.12338261,0.20090053,0.45291504,0.76434504,0.01425474,1.06635043
-4.64932466,2.04865790,0.00298698,0.12667645,0.21270749,0.46675899,0.79301462,0.01460949,1.10163005
-4.64332166,2.11063536,0.00258646,0.12983028,0.22429528,0.47973952,0.82091812,0.01498165,1.13552853
-4.63731866,2.16929792,0.00222961,0.13278616,0.23549940,0.49156991,0.84759457,0.01536392,1.16742220
-4.63131566,2.22352644,0.00191420,0.13548830,0.24614874,0.50198180,0.87257953,0.01574823,1.19670004
-4.62531266,2.27224518,0.00163758,0.13788458,0.25607022,0.51073410,0.89542043,0.01612598,1.22278276
-4.61930965,2.31445769,0.00139684,0.13992816,0.26509377,0.51762130,0.91569178,0.01648834,1.24514151
-4.61330665,2.34928115,0.00118891,0.14157896,0.27305775,0.52248103,0.93300945,0.01682661,1.26331552
-4.60730365,2.37597752,0.00101062,0.14280521,0.27981436,0.52520044,0.94704365,0.01713249,1.27692797
-4.60130065,2.39398043,0.00085887,0.14358478,0.28523489,0.52572128,0.95752986,0.01739843,1.28569951
-4.59529765,2.40291661,0.00073061,0.14390643,0.28921464,0.52404348,0.96427734,0.01761789,1.28945891
-4.58929465,2.40262096,0.00062295,0.14377086,0.29167707,0.52022694,0.96717479,0.01778562,1.28815027
-4.58329165,2.39314452,0.00053322,0.14319137,0.29257711,0.51439159,0.96619322,0.01789782,1.28183661
-4.57728864,2.37475512,0.00045891,0.14219435,0.29190346,0.50671554,0.96138560,0.01795229,1.27069958
-4.57128564,2.34793041,0.00039781,0.14081923,0.28967956,0.49743144,0.95288375,0.01794850,1.25503515
-4.56528264,2.31334369,0.00034790,0.13911813,0.28596334,0.48682097,0.94089247,0.01788756,1.23524562
-4.55927964,2.27184302,0.00030743,0.13715495,0.28084568,0.47520776,0.92568139,0.01777216,1.21182795
-4.55327664,2.22442446,0.00027488,0.13500406,0.27444752,0.46294889,0.90757475,0.01760638,1.18535907
-4.54727364,2.17220036,0.00024893,0.13274854,0.26691588,0.45042513,0.88693998,0.01739549,1.15647853
-4.54127064,2.11636422,0.00022850,0.13047797,0.25841894,0.43803041,0.86417520,0.01714569,1.12586916
-4.53526763,2.05815318,0.00021264,0.12828587,0.24914034,0.42616058,0.83969643,0.01686373,1.09423652
-4.52926463,1.99880976,0.00020059,0.12626692,0.23927295,0.41520214,0.81392500,0.01655668,1.06228776
-4.52326163,1.93954424,0.00019172,0.12451388,0.22901253,0.40552091,0.78727546,0.01623150,1.03071080
-4.51725863,1.88149892,0.00018552,0.12311451,0.21855143,0.39745138,0.76014468,0.01589478,1.00015431
-4.51125563,1.82571564,0.00018156,0.12214847,0.20807262,0.39128675,0.73290212,0.01555243,0.97120947
-4.50525263,1.77310753,0.00017950,0.12168445,0.19774438,0.38727016,0.70588185,0.01520942,0.94439378
-4.49924962,1.72443577,0.00017904,0.12177738,0.18771577,0.38558726,0.67937625,0.01486965,0.92013769
-4.49324662,1.68029228,0.00017994,0.12246622,0.17811305,0.38636048,0.65363154,0.01453577,0.89877427
