energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,6.42345191,1.10480595,2.84557585,0.04325347,0.31226492,1.11277300,0.84483822,0.06513678,2.00387181
-5.99399700,6.45222547,1.11584066,2.89464630,0.04248250,0.30813974,1.11362668,0.83472145,0.06388193,2.00214326
-5.98799400,6.48083896,1.12540847,2.94391054,0.04163575,0.30484008,1.11440468,0.82557950,0.06259975,1.99907477
-5.98199100,6.50986771,1.13343905,2.99347283,0.04072278,0.30245153,1.11510966,0.81762398,0.06130794,1.99482015
-5.97598799,6.53979112,1.13989462,3.04337063,0.03975306,0.30104711,1.11573194,0.81104928,0.06002217,1.98953030
-5.96998499,6.57098311,1.14477222,3.09357067,0.03873600,0.30068611,1.11625189,0.80602960,0.05875595,1.98335126
-5.96398199,6.60371143,1.14810587,3.14396948,0.03768088,0.30141344,1.11664370,0.80271729,0.05752054,1.97642411
-5.95797899,6.63814600,1.14996833,3.19439882,0.03659693,0.30325991,1.11688047,0.80124256,0.05632509,1.96888658
-5.95197599,6.67437550,1.15047244,3.24463571,0.03549337,0.30624314,1.11694019,0.80171452,0.05517690,1.96087615
-5.94597299,6.71243125,1.14977172,3.29441680,0.03437952,0.31036919,1.11681245,0.80422328,0.05408165,1.95253435
-5.93996998,6.75231676,1.14806025,3.34345637,0.03326486,0.31563468,1.11650539,0.80884303,0.05304391,1.94401167
-5.93396698,6.79404114,1.14557132,3.39146723,0.03215914,0.32202934,1.11605237,0.81563574,0.05206747,1.93547289
-5.92796398,6.83765409,1.14257518,3.43818338,0.03107240,0.32953882,1.11551807,0.82465515,0.05115586,1.92710199
-5.92196098,6.88328030,1.13937524,3.48338338,0.03001503,0.33814743,1.11500333,0.83595075,0.05031276,1.91910644
-5.91595798,6.93115079,1.13630316,3.52691308,0.02899776,0.34784079,1.11464859,0.84957134,0.04954235,1.91172026
-5.90995498,6.98162906,1.13371247,3.56870650,0.02803161,0.35860808,1.11463536,0.86556793,0.04884971,1.90520540
-5.90395198,7.03523007,1.13197104,3.60880359,0.02712779,0.37044377,1.11518550,0.88399554,0.04824098,1.89985135
-5.89794897,7.09263032,1.13145241,3.64736383,0.02629759,0.38334851,1.11655828,0.90491377,0.04772353,1.89597254
-5.89194597,7.15466790,1.13252623,3.68467456,0.02555218,0.39732942,1.11904503,0.92838594,0.04730599,1.89390358
-5.88594297,7.22233193,1.13554819,3.72115354,0.02490243,0.41239922,1.12296156,0.95447671,0.04699817,1.89399243
-5.87993997,7.29674113,1.14084964,3.75734515,0.02435866,0.42857471,1.12863857,0.98324817,0.04681086,1.89659164
-5.87393697,7.37911215,1.14872732,3.79391004,0.02393040,0.44587417,1.13641029,1.01475459,0.04675555,1.90204789
-5.86793397,7.47071863,1.15943368,3.83160856,0.02362612,0.46431419,1.14660203,1.04903602,0.04684409,1.91069047
-5.86193097,7.57284259,1.17316799,3.87127825,0.02345298,0.48390585,1.15951691,1.08611104,0.04708824,1.92281888
-5.85592796,7.68672008,1.19006876,3.91380617,0.02341661,0.50465049,1.17542254,1.12596908,0.04749919,1.93869038
-5.84992496,7.81348348,1.21020773,3.96009708,0.02352083,0.52653552,1.19453825,1.16856286,0.04808709,1.95850792
-5.84392196,7.95410294,1.23358561,4.01103871,0.02376752,0.54953027,1.21702341,1.21380121,0.04886050,1.98240892
-5.83791896,8.10932951,1.26012985,4.06746519,0.02415646,0.57358244,1.24296754,1.26154309,0.04982591,2.01045566
-5.83191596,8.27964259,1.28969448,4.13012038,0.02468519,0.59861525,1.27238266,1.31159300,0.05098731,2.04262744
-5.82591296,8.46520404,1.32206200,4.19962231,0.02534901,0.62452560,1.30519829,1.36369841,0.05234576,2.07881513
-5.81990995,8.66582108,1.35694729,4.27643018,0.02614091,0.65118353,1.34125943,1.41754942,0.05389905,2.11881813
-5.81390695,8.88091966,1.39400336,4.36081528,0.02705173,0.67843297,1.38032769,1.47278091,0.05564144,2.16234415
-5.80790395,9.10952970,1.43282876,4.45283698,0.02807017,0.70609393,1.42208554,1.52897725,0.05756350,2.20901159
-5.80190095,9.35028286,1.47297627,4.55232482,0.02918300,0.73396607,1.46614352,1.58567953,0.05965204,2.25835462
-5.79589795,9.60142334,1.51396274,4.65886752,0.03037529,0.76183360,1.51205023,1.64239510,0.06189009,2.30983078
-5.78989495,9.86083136,1.55527959,4.77180938,0.03163064,0.78947114,1.55930456,1.69860897,0.06425708,2.36283073
-5.78389195,10.12605873,1.59640384,4.89025460,0.03293150,0.81665047,1.60736966,1.75379677,0.06672899,2.41669008
-5.77788894,10.39437547,1.63680918,5.01307940,0.03425946,0.84314757,1.65568812,1.80743846,0.06927874,2.47070268
-5.77188594,10.66282592,1.67597690,5.13895183,0.03559567,0.86874978,1.70369758,1.85903231,0.07187654,2.52413523
-5.76588294,10.92829262,1.71340653,5.26635892,0.03692116,0.89326253,1.75084619,1.90810838,0.07449037,2.57624268
-5.75987994,11.18756604,1.74862574,5.39364027,0.03821719,0.91651529,1.79660718,1.95424084,0.07708659,2.62628404
-5.75387694,11.43741790,1.78119961,5.51902745,0.03946568,0.93836627,1.84049205,1.99705855,0.07963049,2.67353837
-5.74787394,11.67467598,1.81073894,5.64068784,0.04064952,0.95870582,1.88206179,2.03625327,0.08208698,2.71732034
-5.74187094,11.89629817,1.83690754,5.75677189,0.04175289,0.97745792,1.92093570,2.07158527,0.08442127,2.75699532
-5.73586793,12.09944368,1.85942847,5.86546212,0.04276157,0.99458011,1.95679772,2.10288593,0.08659955,2.79199336
-5.72986493,12.28153941,1.87808912,5.96502266,0.04366320,1.01006139,1.98939994,2.13005747,0.08858975,2.82182205
-5.72386193,12.44033967,1.89274499,6.05384756,0.04444746,1.02391863,2.01856344,2.15306969,0.09036213,2.84607780
-5.71785893,12.57397786,1.90332231,6.13050652,0.04510624,1.03619143,2.04417657,2.17195418,0.09188999,2.86445530
-5.71185593,12.68100855,1.90981915,6.19378642,0.04563375,1.04693587,2.06619102,2.18679632,0.09315019,2.87675500
-5.70585293,12.76043928,1.91230530,6.24272748,0.04602654,1.05621763,2.08461598,2.19772577,0.09412374,2.88288823
-5.69984992,12.81175121,1.91092056,6.27665267,0.04628348,1.06410472,2.09951091,2.20490577,0.09479614,2.88287995
-5.69384692,12.83490821,1.90587160,6.29518953,0.04640572,1.07066060,2.11097735,2.20852231,0.09515777,2.87686883
-5.68784392,12.83035443,1.89742737,6.29828352,0.04639654,1.07593782,2.11915039,2.20877344,0.09520412,2.86510461
-5.68184092,12.79900042,1.88591288,6.28620249,0.04626122,1.07997287,2.12419008,2.20585959,0.09493586,2.84794265
-5.67583792,12.74219823,1.87170175,6.25953193,0.04600678,1.08278240,2.12627348,2.19997522,0.09435889,2.82583576
