energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.68784392,3.06653587,0.07527374,0.17564335,0.83016880,0.84390610,0.02682626,1.06358446,0.90135732,0.10308028
-5.68184092,2.99771095,0.07400034,0.17181933,0.80568350,0.81617793,0.02763878,1.04584694,0.90022022,0.10085401
-5.67583792,2.93992458,0.07307635,0.16841535,0.78427854,0.79167946,0.02848246,1.03205691,0.90048284,0.09935073
-5.66983492,2.89216482,0.07247516,0.16537135,0.76577772,0.77022288,0.02934325,1.02181183,0.90170194,0.09850608
-5.66383192,2.85332053,0.07217049,0.16261724,0.74996358,0.75157169,0.03020983,1.01469613,0.90342059,0.09826186
-5.65782891,2.82225253,0.07213745,0.16007768,0.73659305,0.73546091,0.03107402,1.01030425,0.90519163,0.09856792
-5.65182591,2.79786451,0.07235355,0.15767687,0.72541351,0.72161765,0.03193118,1.00826314,0.90660104,0.09938388
-5.64582291,2.77916945,0.07279956,0.15534319,0.71617838,0.70978090,0.03278043,1.00825284,0.90728993,0.10068052
-5.63981991,2.76534762,0.07346021,0.15301345,0.70866116,0.69971931,0.03362466,1.01002385,0.90697388,0.10244066
-5.63381691,2.75579292,0.07432454,0.15063654,0.70266716,0.69124612,0.03447045,1.01341025,0.90545872,0.10465954
-5.62781391,2.75014475,0.07538606,0.14817629,0.69804217,0.68423037,0.03532768,1.01833757,0.90265174,0.10734463
-5.62181091,2.74830358,0.07664244,0.14561332,0.69467767,0.67860382,0.03620907,1.02482492,0.89856783,0.11051474
-5.61580790,2.75042938,0.07809502,0.14294606,0.69251225,0.67436330,0.03712939,1.03298109,0.89333020,0.11419855
-5.60980490,2.75692286,0.07974783,0.14019059,0.69152929,0.67156844,0.03810459,1.04299469,0.88716545,0.11843244
-5.60380190,2.76839063,0.08160648,0.13737962,0.69175114,0.67033491,0.03915074,1.05511882,0.88039348,0.12325784
-5.59779890,2.78559614,0.08367678,0.13456047,0.69323024,0.67082375,0.04028293,1.06965096,0.87341252,0.12871800
-5.59179590,2.80939905,0.08596317,0.13179233,0.69603781,0.67322729,0.04151411,1.08690915,0.86668011,0.13485448
-5.58579290,2.84068635,0.08846722,0.12914291,0.70025088,0.67775248,0.04285392,1.10720560,0.86069086,0.14170338
-5.57978989,2.88029883,0.09118607,0.12668456,0.70593852,0.68460276,0.04430765,1.13081922,0.85595214,0.14929150
-5.57378689,2.92895682,0.09411105,0.12449030,0.71314817,0.69395911,0.04587536,1.15796843,0.85295878,0.15763265
-5.56778389,2.98718908,0.09722654,0.12262962,0.72189284,0.70596163,0.04755114,1.18878562,0.85216783,0.16672419
-5.56178089,3.05526855,0.10050912,0.12116466,0.73214005,0.72069238,0.04932269,1.22329476,0.85397471,0.17654401
-5.55577789,3.13315820,0.10392707,0.12014653,0.74380312,0.73816052,0.05117115,1.26139316,0.85869157,0.18704816
-5.54977489,3.22046976,0.10744028,0.11961226,0.75673535,0.75829039,0.05307123,1.30283843,0.86652892,0.19816914
-5.54377189,3.31643750,0.11100060,0.11958235,0.77072730,0.78091323,0.05499169,1.34724140,0.87758122,0.20981507
-5.53776888,3.41990848,0.11455255,0.12005901,0.78550754,0.80576292,0.05689614,1.39406535,0.89181699,0.22186975
-5.53176588,3.52934975,0.11803449,0.12102530,0.80074654,0.83247605,0.05874403,1.44263174,0.90907387,0.23419365
-5.52576288,3.64287260,0.12138008,0.12244496,0.81606379,0.86059628,0.06049200,1.49213222,0.92905880,0.24662591
-5.51975988,3.75827264,0.12451999,0.12426319,0.83103752,0.88958293,0.06209530,1.54164668,0.95135327,0.25898720
-5.51375688,3.87308457,0.12738389,0.12640811,0.84521675,0.91882339,0.06350940,1.59016632,0.97542344,0.27108347
-5.50775388,3.98464903,0.12990254,0.12879296,0.85813490,0.94764900,0.06469160,1.63662122,1.00063478,0.28271040
-5.50175088,4.09018918,0.13200982,0.13131895,0.86932454,0.97535364,0.06560262,1.67991100,1.02627065,0.29365851
-5.49574787,4.18689396,0.13364481,0.13387852,0.87833240,1.00121434,0.06620807,1.71893764,1.05155409,0.30371867
-5.48974487,4.27200461,0.13475368,0.13635898,0.88473420,1.02451321,0.06647978,1.75263903,1.07567219,0.31268787
-5.48374187,4.34290127,0.13529141,0.13864640,0.88814854,1.04455962,0.06639679,1.78002203,1.09780187,0.32037506
-5.47773887,4.39718627,0.13522314,0.14062946,0.88824937,1.06071201,0.06594623,1.80019378,1.11713642,0.32660681
-5.47173587,4.43276099,0.13452529,0.14220325,0.88477663,1.07239822,0.06512371,1.81239012,1.13291163,0.33123261
-5.46573287,4.44789339,0.13318632,0.14327285,0.87754462,1.07913386,0.06393347,1.81600002,1.14443063,0.33412965
-5.45972986,4.44127377,0.13120703,0.14375646,0.86644791,1.08053778,0.06238822,1.81058522,1.15108651,0.33520678
-5.45372686,4.41205683,0.12860057,0.14358813,0.85146454,1.07634416,0.06050857,1.79589436,1.15238188,0.33440765
-5.44772386,4.35988858,0.12539205,0.14271977,0.83265672,1.06641082,0.05832234,1.77187116,1.14794466,0.33171277
-5.44172086,4.28491734,0.12161780,0.14112270,0.81016877,1.05072347,0.05586346,1.73865647,1.13753953,0.32714058
-5.43571786,4.18778874,0.11732433,0.13878834,0.78422274,1.02939576,0.05317084,1.69658420,1.12107464,0.32074725
-5.42971486,4.06962525,0.11256704,0.13572838,0.75511182,1.00266521,0.05028704,1.64617135,1.09860337,0.31262550
-5.42371186,3.93199128,0.10740872,0.13197412,0.72319197,0.97088531,0.04725688,1.58810281,1.07032115,0.30290227
-5.41770885,3.77684573,0.10191786,0.12757533,0.68887198,0.93451416,0.04412612,1.52321146,1.03655759,0.29173550
-5.41170585,3.60648398,0.09616697,0.12259857,0.65260259,0.89410023,0.04094013,1.45245452,0.99776425,0.27931003
-5.40570285,3.42347202,0.09023075,0.11712498,0.61486492,0.85026573,0.03774273,1.37688716,0.95449873,0.26583294
-5.39969985,3.23057537,0.08418438,0.11124784,0.57615876,0.80368855,0.03457511,1.29763444,0.90740572,0.25152841
-5.39369685,3.03068574,0.07810189,0.10506991,0.53699111,0.75508329,0.03147501,1.21586261,0.85719597,0.23663231
-5.38769385,2.82674829,0.07205460,0.09870065,0.49786531,0.70518233,0.02847607,1.13275095,0.80462397,0.22138682
-5.38169085,2.62169200,0.06610983,0.09225349,0.45927116,0.65471746,0.02560735,1.04946508,0.75046537,0.20603523
-5.37568784,2.41836573,0.06032973,0.08584326,0.42167625,0.60440292,0.02289312,0.96713255,0.69549498,0.19081704
-5.36968484,2.21948158,0.05477041,0.07958381,0.38551876,0.55492022,0.02035279,0.88682153,0.64046621,0.17596356
-5.36368184,2.02756731,0.04948126,0.07358590,0.35120166,0.50690524,0.01800106,0.80952300,0.58609261,0.16169422
-5.35767884,1.84492842,0.04450455,0.06795545,0.31908863,0.46093788,0.01584820,0.73613678,0.53303214,0.14821338
-5.35167584,1.67362043,0.03987520,0.06279211,0.28950138,0.41753435,0.01390043,0.66746149,0.48187450,0.13570798
-5.34567284,1.51543096,0.03562084,0.05818813,0.26271835,0.37714217,0.01216040,0.60418821,0.43313184,0.12434579
-5.33966983,1.37187104,0.03176200,0.05422761,0.23897468,0.34013761,0.01062776,0.54689778,0.38723280,0.11427429
-5.33366683,1.24417446,0.02831246,0.05098591,0.21846300,0.30682542,0.00929969,0.49606091,0.34451976,0.10562007
-5.32766383,1.13330373,0.02527970,0.04852928,0.20133501,0.27744047,0.00817152,0.45204095,0.30524921,0.09848861
-5.32166083,1.03996104,0.02266550,0.04691464,0.18770340,0.25215088,0.00723721,0.41509826,0.26959464,0.09296442
-5.31565783,0.96460252,0.02046646,0.04618939,0.17764391,0.23106223,0.00648985,0.38539592,0.23765170,0.08911121
-5.30965483,0.90745422,0.01867464,0.04639119,0.17119725,0.21422235,0.00592212,0.36300582,0.20944494,0.08697219
-5.30365183,0.86852819,0.01727810,0.04754772,0.16837073,0.20162645,0.00552662,0.34791482,0.18493581,0.08657030
-5.29764882,0.84763765,0.01626145,0.04967633,0.16913937,0.19322203,0.00529612,0.34003041,0.16403130,0.08790820
-5.29164582,0.84441022,0.01560630,0.05278358,0.17344660,0.18891347,0.00522375,0.33918556,0.14659275,0.09096823
-5.28564282,0.85829879,0.01529165,0.05686467,0.18120423,0.18856601,0.00530312,0.34514273,0.13244456,0.09571212
-5.27963982,0.88858991,0.01529425,0.06190281,0.19229220,0.19200914,0.00552830,0.35759687,0.12138232,0.10208058
-5.27363682,0.93441004,0.01558881,0.06786861,0.20655782,0.19903919,0.00589381,0.37617771,0.11318032,0.10999286
-5.26763382,0.99473019,0.01614828,0.07471942,0.22381507,0.20942151,0.00639443,0.40045150,0.10759810,0.11934633
-5.26163082,1.06836996,0.01694402,0.08239893,0.24384395,0.22289210,0.00702513,0.42992276,0.10438619,0.13001633
-5.25562781,1.15400204,0.01794598,0.09083687,0.26639029,0.23915909,0.00778078,0.46403628,0.10329082,0.14185624
-5.24962481,1.25015835,0.01912288,0.09994910,0.29116627,0.25790423,0.00865598,0.50218003,0.10405792,0.15469807
-5.24362181,1.35523892,0.02044251,0.10963802,0.31785188,0.27878468,0.00964482,0.54368940,0.10643626,0.16835371
-5.23761881,1.46752477,0.02187192,0.11979352,0.34609757,0.30143535,0.01074068,0.58785309,0.11018015,0.18261672
-5.23161581,1.58519535,0.02337786,0.13029434,0.37552820,0.32547189,0.01193606,0.63392113,0.11505151,0.19726508
-5.22561281,1.70635126,0.02492713,0.14100999,0.40574842,0.35049470,0.01322242,0.68111498,0.12082181,0.21206459
-5.21960980,1.82904238,0.02648710,0.15180319,0.43634938,0.37609377,0.01459020,0.72864002,0.12727369,0.22677308
-5.21360680,1.95130112,0.02802628,0.16253272,0.46691678,0.40185464,0.01602873,0.77570002,0.13420258,0.24114540
-5.20760380,2.07118024,0.02951486,0.17305675,0.49703992,0.42736520,0.01752645,0.82151343,0.14141818,0.25493882
-5.20160080,2.18679419,0.03092540,0.18323634,0.52632147,0.45222326,0.01907109,0.86533107,0.14874608,0.26791902
-5.19559780,2.29636258,0.03223337,0.19293914,0.55438774,0.47604468,0.02064996,0.90645444,0.15602917,0.27986611
-5.18959480,2.39825426,0.03341780,0.20204314,0.58089871,0.49847174,0.02225045,0.94425420,0.16312916,0.29058068
-5.18359180,2.49103006,0.03446177,0.21044016,0.60555767,0.51918149,0.02386051,0.97818778,0.16992782,0.29988957
-5.17758879,2.57348245,0.03535283,0.21803906,0.62811968,0.53789357,0.02546930,1.00781563,0.17632808,0.30765108
-5.17158579,2.64467013,0.03608326,0.22476845,0.64839872,0.55437735,0.02706793,1.03281505,0.18225480,0.31375932
-5.16558279,2.70394594,0.03665029,0.23057879,0.66627269,0.56845785,0.02865012,1.05299114,0.18765504,0.31814773
-5.15957979,2.75097653,0.03705600,0.23544366,0.68168641,0.58002024,0.03021308,1.06828415,0.19249793,0.32079128
-5.15357679,2.78575256,0.03730716,0.23936030,0.69465193,0.58901265,0.03175818,1.07877276,0.19677391,0.32170746
-5.14757379,2.80858884,0.03741486,0.24234915,0.70524632,0.59544703,0.03329170,1.08467314,0.20049338,0.32095595
-5.14157079,2.82011383,0.03739395,0.24445259,0.71360680,0.59939804,0.03482540,1.08633344,0.20368473,0.31863683
-5.13556778,2.82124868,0.03726241,0.24573273,0.71992345,0.60099990,0.03637697,1.08422403,0.20639177,0.31488760
-5.12956478,2.81317644,0.03704050,0.24626851,0.72442965,0.60044123,0.03797028,1.07892356,0.20867071,0.30987893
-5.12356178,2.79730224,0.03674995,0.24615212,0.72739071,0.59795816,0.03963536,1.07110130,0.21058663,0.30380930
-5.11755878,2.77520594,0.03641298,0.24548486,0.72909126,0.59382572,0.04140819,1.06149636,0.21220972,0.29689895
-5.11155578,2.74858879,0.03605147,0.24437273,0.72982177,0.58834808,0.04333003,1.05089443,0.21361138,0.28938299
-5.10555278,2.71921604,0.03568605,0.24292193,0.72986503,0.58184778,0.04544660,1.04010278,0.21486037,0.28150423
-5.09954977,2.68885762,0.03533535,0.24123439,0.72948312,0.57465445,0.04780680,1.02992440,0.21601915,0.27350585
-5.09354677,2.65922892,0.03501536,0.23940359,0.72890552,0.56709342,0.05046116,1.02113208,0.21714065,0.26562410
-5.08754377,2.63193373,0.03473895,0.23751088,0.72831896,0.55947467,0.05346000,1.01444336,0.21826555,0.25808138
-5.08154077,2.60841155,0.03451556,0.23562243,0.72785938,0.55208244,0.05685136,1.01049702,0.21942031,0.25107988
-5.07553777,2.58989088,0.03435106,0.23378696,0.72760665,0.54516604,0.06067874,1.00983203,0.22061596,0.24479588
-5.06953477,2.57735025,0.03424789,0.23203431,0.72758194,0.53893200,0.06497874,1.01286954,0.22184773,0.23937504
-5.06353177,2.57148821,0.03420526,0.23037499,0.72774822,0.53353806,0.06977877,1.01989856,0.22309568,0.23492867
-5.05752876,2.57270333,0.03421960,0.22880059,0.72801351,0.52908897,0.07509474,1.03106581,0.22432603,0.23153116
-5.05152576,2.58108491,0.03428512,0.22728508,0.72823697,0.52563445,0.08092919,1.04637004,0.22549349,0.22921856
-5.04552276,2.59641458,0.03439444,0.22578702,0.72823733,0.52316924,0.08726955,1.06566123,0.22654410,0.22798851
-5.03951976,2.61817879,0.03453937,0.22425225,0.72780329,0.52163525,0.09408701,1.08864458,0.22741880,0.22780126
-5.03351676,2.64559181,0.03471155,0.22261735,0.72670535,0.52092576,0.10133589,1.11488942,0.22805728,0.22858198
-5.02751376,2.67762834,0.03490325,0.22081329,0.72470849,0.52089137,0.10895363,1.14384277,0.22840213,0.23022418
-5.02151076,2.71306486,0.03510793,0.21876937,0.72158510,0.52134765,0.11686152,1.17484730,0.22840297,0.23259417
-5.01550775,2.75052821,0.03532085,0.21641714,0.71712751,0.52208407,0.12496608,1.20716319,0.22802049,0.23553647
-5.00950475,2.78854995,0.03553941,0.21369412,0.71115969,0.52287388,0.13316117,1.23999331,0.22723015,0.23887990
-5.00350175,2.82562459,0.03576345,0.21054730,0.70354748,0.52348466,0.14133082,1.27251104,0.22602553,0.24244434
-4.99749875,2.86027009,0.03599536,0.20693612,0.69420709,0.52368907,0.14935249,1.30388981,0.22442106,0.24604786
-4.99149575,2.89108827,0.03624001,0.20283491,0.68311164,0.52327550,0.15710093,1.33333358,0.22245421,0.24951395
-4.98549275,2.91682349,0.03650457,0.19823478,0.67029541,0.52205818,0.16445229,1.36010708,0.22018709,0.25267871
-4.97948974,2.93641747,0.03679819,0.19314482,0.65585603,0.51988635,0.17128832,1.38356504,0.21770737,0.25539779
-4.97348674,2.94905842,0.03713160,0.18759266,0.63995453,0.51665230,0.17750065,1.40317916,0.21512868,0.25755263
-4.96748374,2.95422286,0.03751659,0.18162452,0.62281346,0.51229786,0.18299472,1.41856195,0.21259050,0.25905604
-4.96148074,2.95170853,0.03796555,0.17530458,0.60471343,0.50681915,0.18769334,1.42948657,0.21025756,0.25985670
-4.95547774,2.94165735,0.03849093,0.16871397,0.58598835,0.50026943,0.19153964,1.43590176,0.20831885,0.25994248
-4.94947474,2.92456725,0.03910472,0.16194937,0.56701959,0.49275988,0.19449928,1.43794128,0.20698639,0.25934238
-4.94347174,2.90129254,0.03981805,0.15512127,0.54822956,0.48445830,0.19656178,1.43592742,0.20649361,0.25812707
-4.93746873,2.87303231,0.04064077,0.14835202,0.53007492,0.47558572,0.19774096,1.43036815,0.20709349,0.25640782
-4.93146573,2.84130719,0.04158119,0.14177381,0.51303951,0.46641099,0.19807428,1.42194798,0.20905646,0.25433396
-4.92546273,2.80792474,0.04264580,0.13552648,0.49762751,0.45724352,0.19762141,1.41151264,0.21266780,0.25208878
-4.91945973,2.77493436,0.04383912,0.12975538,0.48435652,0.44842436,0.19646168,1.40004774,0.21822475,0.24988411
-4.91345673,2.74457285,0.04516357,0.12460912,0.47375079,0.44031589,0.19469088,1.38865232,0.22603297,0.24795357
-4.90745373,2.71920190,0.04661942,0.12023745,0.46633458,0.43329038,0.19241736,1.37850758,0.23640239,0.24654490
-4.90145073,2.70123931,0.04820469,0.11678898,0.46262525,0.42771786,0.18975755,1.37084201,0.24964217,0.24591132
-4.89544772,2.69308571,0.04991507,0.11440895,0.46312621,0.42395359,0.18683134,1.36689380,0.26605487,0.24630259
-4.88944472,2.69704880,0.05174389,0.11323691,0.46831940,0.42232564,0.18375719,1.36787151,0.28592959,0.24795563
-4.88344172,2.71526727,0.05368193,0.11340424,0.47865701,0.42312279,0.18064748,1.37491447,0.30953404,0.25108546
-4.87743872,2.74963666,0.05571737,0.11503161,0.49455260,0.42658341,0.17760417,1.38905375,0.33710581,0.25587638
-4.87143572,2.80173924,0.05783556,0.11822620,0.51637121,0.43288551,0.17471486,1.41117521,0.36884266,0.26247404
-4.86543272,2.87278026,0.06001893,0.12307883,0.54441869,0.44213839,0.17204971,1.44198558,0.40489224,0.27097847
-4.85942971,2.96353257,0.06224681,0.12966090,0.57893023,0.45437629,0.16965895,1.48198281,0.44534147,0.28143848
-4.85342671,3.07429159,0.06449539,0.13802128,0.62005842,0.46955407,0.16757146,1.53143163,0.49020601,0.29384755
-4.84742371,3.20484234,0.06673770,0.14818318,0.66786108,0.48754542,0.16579419,1.59034527,0.53942013,0.30814154
-4.84142071,3.35444013,0.06894373,0.16014113,0.72228937,0.50814351,0.16431260,1.65847406,0.59282777,0.32419825
-4.83541771,3.52180597,0.07108072,0.17385814,0.78317666,0.53106418,0.16309197,1.73530148,0.65017509,0.34183891
-4.82941471,3.70513752,0.07311356,0.18926331,0.85022895,0.55595170,0.16207961,1.82004817,0.71110519,0.36083166
-4.82341171,3.90213602,0.07500544,0.20624998,0.92301734,0.58238687,0.16120774,1.91168393,0.77515562,0.38089697
-4.81740870,4.11004901,0.07671862,0.22467456,1.00097331,0.60989730,0.16039708,2.00894773,0.84175905,0.40171482
-4.81140570,4.32572829,0.07821541,0.24435631,1.08338748,0.63796959,0.15956071,2.11037546,0.91024756,0.42293343
-4.80540270,4.54570198,0.07945923,0.26507812,1.16941246,0.66606298,0.15860829,2.21433482,0.97986085,0.44417946
-4.79939970,4.76625903,0.08041588,0.28658852,1.25807019,0.69362407,0.15745029,2.31906653,1.04975844,0.46506907
-4.79339670,4.98354408,0.08105474,0.30860487,1.34826413,0.72010222,0.15600207,2.42273091,1.11903585,0.48521984
-4.78739370,5.19365999,0.08135003,0.33081787,1.43879641,0.74496496,0.15418768,2.52345843,1.18674450,0.50426278
-4.78139070,5.39277518,0.08128197,0.35289730,1.52838986,0.76771303,0.15194312,2.61940290,1.25191486,0.52185436
-4.77538769,5.57723231,0.08083786,0.37449899,1.61571449,0.78789453,0.14921905,2.70879550,1.31358225,0.53768793
-4.76938469,5.74365507,0.08001285,0.39527271,1.69941795,0.80511769,0.14598276,2.78999816,1.37081448,0.55150413
-4.76338169,5.88904934,0.07881057,0.41487092,1.77815911,0.81906185,0.14221937,2.86155431,1.42274030,0.56310006
-4.75737869,6.01089523,0.07724347,0.43295802,1.85064362,0.82948633,0.13793228,2.92223539,1.46857773,0.57233669
-4.75137569,6.10722697,0.07533272,0.44921984,1.91566045,0.83623685,0.13314272,2.97108136,1.50766096,0.57914430
-4.74537269,6.17669732,0.07310797,0.46337291,1.97211780,0.83924943,0.12788875,3.00743375,1.53946490,0.58352577
-4.73936968,6.21862436,0.07060667,0.47517329,2.01907723,0.83855152,0.12222342,3.03095996,1.56362607,0.58555755
-4.73336668,6.23301849,0.06787312,0.48442449,2.05578443,0.83426058,0.11621255,3.04166769,1.57995902,0.58538815
-4.72736368,6.22058854,0.06495731,0.49098417,2.08169530,0.82657989,0.10993205,3.03990897,1.58846734,0.58323446
-4.72136068,6.18272636,0.06191352,0.49476929,2.09649624,0.81579208,0.10346489,3.02637320,1.58934873,0.57937559
-4.71535768,6.12147015,0.05879879,0.49575948,2.10011747,0.80225043,0.09689812,3.00206952,1.58299358,0.57414490
-4.70935468,6.03944741,0.05567131,0.49399845,2.09273882,0.78636827,0.09031975,2.96829865,1.56997714,0.56792006
-4.70335168,5.93979942,0.05258881,0.48959329,2.07478737,0.76860683,0.08381585,2.92661527,1.55104524,0.56111178
-4.69734867,5.82608938,0.04960698,0.48271171,2.04692703,0.74946207,0.07746793,2.87878189,1.52709405,0.55415137
-4.69134567,5.70219739,0.04677802,0.47357722,2.01004005,0.72945062,0.07135055,2.82671583,1.49914459,0.54747774
-4.68534267,5.57220553,0.04414932,0.46246246,1.96520132,0.70909551,0.06552953,2.77243099,1.46831271,0.54152401
-4.67933967,5.44027694,0.04176239,0.44968091,1.91364610,0.68891195,0.06006039,2.71797632,1.43577580,0.53670453
-4.67333667,5.31053292,0.03965198,0.43557729,1.85673253,0.66939360,0.05498749,2.66537320,1.40273731,0.53340233
-4.66733367,5.18693188,0.03784542,0.42051690,1.79590022,0.65099975,0.05034345,2.61655361,1.37039026,0.53195771
-4.66133067,5.07315429,0.03636230,0.40487453,1.73262654,0.63414357,0.04614909,2.57330134,1.33988124,0.53265820
-4.65532766,4.97249719,0.03521425,0.38902309,1.66838214,0.61918199,0.04241378,2.53719816,1.31227591,0.53573017
-4.64932466,4.88778148,0.03440509,0.37332255,1.60458741,0.60640722,0.03913612,2.50957661,1.28852730,0.54133238
-4.64332166,4.82127495,0.03393109,0.35810953,1.54257151,0.59604017,0.03630484,2.49148099,1.26944782,0.54955165
