energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.83791896,4.30741485,0.00386343,0.06742191,2.02813153,3.18065009,0.37429599,0.27497204,0.82417501,0.00000000
-5.83191596,4.24512306,0.00393646,0.06923864,1.95692513,3.14124162,0.36583595,0.27163695,0.81233630,0.00000000
-5.82591296,4.18216867,0.00401174,0.07166292,1.88547156,3.09935975,0.35772679,0.26923602,0.80084878,0.00000000
-5.81990995,4.11982691,0.00408919,0.07470881,1.81467190,3.05592212,0.35009636,0.26783876,0.78993768,0.00000000
-5.81390695,4.05928412,0.00416864,0.07838307,1.74534584,3.01181146,0.34306929,0.26749822,0.77978761,0.00000000
-5.80790395,4.00161170,0.00424983,0.08268544,1.67821471,2.96785495,0.33676474,0.26825012,0.77053761,0.00000000
-5.80190095,3.94774651,0.00433244,0.08760886,1.61388972,2.92480806,0.33129411,0.27011238,0.76227837,0.00000000
-5.79589795,3.89847809,0.00441605,0.09313985,1.55286553,2.88334308,0.32675909,0.27308492,0.75505146,0.00000000
-5.78989495,3.85444248,0.00450023,0.09925876,1.49551882,2.84404249,0.32324969,0.27714988,0.74885065,0.00000000
-5.78389195,3.81612193,0.00458450,0.10594016,1.44211126,2.80739649,0.32084268,0.28227207,0.74362491,0.00000000
-5.77788894,3.78384978,0.00466836,0.11315309,1.39279616,2.77380440,0.31960003,0.28839976,0.73928293,0.00000000
-5.77188594,3.75781918,0.00475131,0.12086137,1.34762801,2.74357884,0.31956774,0.29546559,0.73569886,0.00000000
-5.76588294,3.73809466,0.00483284,0.12902381,1.30657398,2.71695196,0.32077464,0.30338780,0.73271892,0.00000000
-5.75987994,3.72462514,0.00491248,0.13759448,1.26952665,2.69408267,0.32323158,0.31207152,0.73016844,0.00000000
-5.75387694,3.71725721,0.00498973,0.14652281,1.23631689,2.67506396,0.32693063,0.32141021,0.72785925,0.00000000
-5.74787394,3.71574775,0.00506411,0.15575385,1.20672659,2.65992954,0.33184448,0.33128724,0.72559685,0.00000000
-5.74187094,3.71977500,0.00513513,0.16522834,1.18050034,2.64865918,0.33792608,0.34157749,0.72318736,0.00000000
-5.73586793,3.72894750,0.00520228,0.17488293,1.15735587,2.64118221,0.34510836,0.35214903,0.72044383,0.00000000
-5.72986493,3.74281072,0.00526501,0.18465034,1.13699294,2.63737917,0.35330423,0.36286478,0.71719196,0.00000000
-5.72386193,3.76085133,0.00532271,0.19445953,1.11910064,2.63708144,0.36240679,0.37358428,0.71327491,0.00000000
-5.71785893,3.78249930,0.00537471,0.20423599,1.10336303,2.64006928,0.37228982,0.38416532,0.70855726,0.00000000
-5.71185593,3.80712843,0.00542025,0.21390202,1.08946337,2.64606858,0.38280861,0.39446566,0.70292803,0.00000000
-5.70585293,3.83405586,0.00545851,0.22337714,1.07708720,2.65474703,0.39380111,0.40434469,0.69630276,0.00000000
-5.69984992,3.86254134,0.00548856,0.23257851,1.06592433,2.66571028,0.40508957,0.41366498,0.68862456,0.00000000
-5.69384692,3.89178703,0.00550942,0.24142154,1.05567036,2.67849891,0.41648252,0.42229384,0.67986437,0.00000000
-5.68784392,3.92093873,0.00552005,0.24982057,1.04602771,2.69258688,0.42777724,0.43010479,0.67002026,0.00000000
-5.68184092,3.94908903,0.00551938,0.25768963,1.03670668,2.70738211,0.43876276,0.43697899,0.65911591,0.00000000
-5.67583792,3.97528330,0.00550633,0.26494344,1.02742655,2.72222972,0.44922318,0.44280652,0.64719843,0.00000000
-5.66983492,3.99852865,0.00547988,0.27149848,1.01791703,2.73641832,0.45894157,0.44748769,0.63433547,0.00000000
-5.66383192,4.01780635,0.00543910,0.27727416,1.00792014,2.74918959,0.46770411,0.45093420,0.62061185,0.00000000
-5.65782891,4.03208752,0.00538318,0.28219426,0.99719251,2.75975108,0.47530458,0.45307030,0.60612580,0.00000000
-5.65182591,4.04035219,0.00531150,0.28618832,0.98550807,2.76729209,0.48154907,0.45383382,0.59098487,0.00000000
-5.64582291,4.04161103,0.00522368,0.28919329,0.97266117,2.77100226,0.48626075,0.45317720,0.57530186,0.00000000
-5.63981991,4.03492943,0.00511957,0.29115513,0.95846990,2.77009228,0.48928461,0.45106839,0.55919077,0.00000000
-5.63381691,4.01945300,0.00499937,0.29203047,0.94277949,2.76381601,0.49049198,0.44749172,0.54276293,0.00000000
-5.62781391,3.99443363,0.00486358,0.29178829,0.92546567,2.75149324,0.48978479,0.44244865,0.52612363,0.00000000
-5.62181091,3.95925519,0.00471304,0.29041148,0.90643768,2.73253212,0.48709931,0.43595835,0.50936917,0.00000000
-5.61580790,3.91345775,0.00454897,0.28789822,0.88564102,2.70645048,0.48240924,0.42805824,0.49258472,0.00000000
-5.60980490,3.85675938,0.00437291,0.28426325,0.86305940,2.67289500,0.47572815,0.41880419,0.47584278,0.00000000
-5.60380190,3.78907445,0.00418674,0.27953879,0.83871614,2.63165752,0.46711098,0.40827064,0.45920253,0.00000000
-5.59779890,3.71052771,0.00399264,0.27377516,0.81267464,2.58268776,0.45665474,0.39655031,0.44270999,0.00000000
-5.59179590,3.62146330,0.00379307,0.26704101,0.78503805,2.52610179,0.44449815,0.38375374,0.42639895,0.00000000
-5.58579290,3.52244825,0.00359069,0.25942313,0.75594793,2.46218600,0.43082034,0.37000841,0.41029259,0.00000000
-5.57978989,3.41427008,0.00338834,0.25102582,0.72558208,2.39139618,0.41583867,0.35545753,0.39440577,0.00000000
-5.57378689,3.29792842,0.00318898,0.24196980,0.69415154,2.31435177,0.39980558,0.34025850,0.37874768,0.00000000
-5.56778389,3.17462081,0.00299561,0.23239061,0.66189678,2.23182550,0.38300469,0.32458096,0.36332485,0.00000000
-5.56178089,3.04572290,0.00281123,0.22243669,0.62908329,2.14472852,0.36574620,0.30860456,0.34814417,0.00000000
-5.55577789,2.91276370,0.00263878,0.21226695,0.59599667,2.05409176,0.34836171,0.29251636,0.33321591,0.00000000
-5.54977489,2.77739641,0.00248107,0.20204806,0.56293737,1.96104393,0.33119866,0.27650808,0.31855637,0.00000000
-5.54377189,2.64136589,0.00234073,0.19195147,0.53021522,1.86678699,0.31461436,0.26077298,0.30419017,0.00000000
-5.53776888,2.50647337,0.00222017,0.18215017,0.49814391,1.77256970,0.29897000,0.24550278,0.29015186,0.00000000
-5.53176588,2.37453963,0.00212151,0.17281540,0.46703562,1.67966020,0.28462445,0.23088441,0.27648700,0.00000000
-5.52576288,2.24736750,0.00204660,0.16411322,0.43719577,1.58931819,0.27192818,0.21709679,0.26325234,0.00000000
-5.51975988,2.12670455,0.00199693,0.15620127,0.40891815,1.50276762,0.26121729,0.20430770,0.25051538,0.00000000
-5.51375688,2.01420712,0.00197364,0.14922544,0.38248043,1.42117055,0.25280767,0.19267082,0.23835309,0.00000000
-5.50775388,1.91140623,0.00197751,0.14331693,0.35814011,1.34560264,0.24698936,0.18232300,0.22685003,0.00000000
-5.50175088,1.81967632,0.00200892,0.13858943,0.33613087,1.27703100,0.24402122,0.17338178,0.21609588,0.00000000
-5.49574787,1.74020733,0.00206792,0.13513668,0.31665950,1.21629472,0.24412576,0.16594333,0.20618253,0.00000000
-5.48974487,1.67398074,0.00215418,0.13303040,0.29990319,1.16408845,0.24748431,0.16008069,0.19720082,0.00000000
-5.48374187,1.62174994,0.00226701,0.13231859,0.28600728,1.12094929,0.25423251,0.15584249,0.18923721,0.00000000
-5.47773887,1.58402527,0.00240545,0.13302438,0.27508343,1.08724724,0.26445616,0.15325216,0.18237039,0.00000000
-5.47173587,1.56106401,0.00256823,0.13514527,0.26720805,1.06317915,0.27818747,0.15230753,0.17666809,0.00000000
-5.46573287,1.55286542,0.00275383,0.13865296,0.26242120,1.04876641,0.29540196,0.15298101,0.17218410,0.00000000
-5.45972986,1.55917082,0.00296056,0.14349368,0.26072562,1.04385613,0.31601587,0.15522019,0.16895584,0.00000000
-5.45372686,1.57946886,0.00318657,0.14958905,0.26208619,1.04812588,0.33988451,0.15894899,0.16700220,0.00000000
-5.44772386,1.61300565,0.00342987,0.15683753,0.26642956,1.06109171,0.36680144,0.16406921,0.16632214,0.00000000
-5.44172086,1.65879968,0.00368847,0.16511635,0.27364415,1.08211935,0.39649885,0.17046255,0.16689376,0.00000000
-5.43571786,1.71566120,0.00396031,0.17428393,0.28358046,1.11043821,0.42864910,0.17799306,0.16867393,0.00000000
-5.42971486,1.78221562,0.00424339,0.18418282,0.29605178,1.14515793,0.46286775,0.18650987,0.17159865,0.00000000
-5.42371186,1.85693062,0.00453572,0.19464291,0.31083528,1.18528711,0.49871796,0.19585028,0.17558376,0.00000000
-5.41770885,1.93814620,0.00483543,0.20548512,0.32767371,1.22975381,0.53571645,0.20584295,0.18052630,0.00000000
-5.41170585,2.02410722,0.00514070,0.21652516,0.34627760,1.27742737,0.57334100,0.21631136,0.18630627,0.00000000
-5.40570285,2.11299761,0.00544978,0.22757755,0.36632813,1.32714112,0.61103930,0.22707715,0.19278868,0.00000000
-5.39969985,2.20297564,0.00576101,0.23845951,0.38748067,1.37771539,0.64823916,0.23796354,0.19982607,0.00000000
-5.39369685,2.29220929,0.00607276,0.24899488,0.40936913,1.42798057,0.68435972,0.24879848,0.20726114,0.00000000
-5.38769385,2.37891114,0.00638337,0.25901768,0.43161098,1.47679943,0.71882348,0.25941759,0.21492960,0.00000000
-5.38169085,2.46137186,0.00669118,0.26837540,0.45381302,1.52308855,0.75106875,0.26966680,0.22266319,0.00000000
-5.37568784,2.53799163,0.00699443,0.27693181,0.47557785,1.56583823,0.78056221,0.27940453,0.23029277,0.00000000
-5.36968484,2.60730893,0.00729121,0.28456922,0.49651093,1.60413070,0.80681111,0.28850345,0.23765131,0.00000000
-5.36368184,2.66802602,0.00757946,0.29119017,0.51622809,1.63715610,0.82937476,0.29685174,0.24457709,0.00000000
-5.35767884,2.71903067,0.00785689,0.29671843,0.53436336,1.66422628,0.84787488,0.30435383,0.25091659,0.00000000
-5.35167584,2.75941403,0.00812102,0.30109941,0.55057693,1.68478605,0.86200451,0.31093076,0.25652746,0.00000000
-5.34567284,2.78848407,0.00836911,0.30429993,0.56456298,1.69842178,0.87153510,0.31651996,0.26128123,0.00000000
-5.33966983,2.80577493,0.00859823,0.30630738,0.57605721,1.70486751,0.87632163,0.32107478,0.26506581,0.00000000
-5.33366683,2.81105196,0.00880528,0.30712848,0.58484373,1.70400840,0.87630557,0.32456365,0.26778787,0.00000000
-5.32766383,2.80431260,0.00898706,0.30678760,0.59076116,1.69588168,0.87151549,0.32696907,0.26937468,0.00000000
-5.32166083,2.78578356,0.00914035,0.30532478,0.59370766,1.68067521,0.86206557,0.32828651,0.26977586,0.00000000
-5.31565783,2.75591431,0.00926200,0.30279365,0.59364469,1.65872382,0.84815190,0.32852324,0.26896448,0.00000000
-5.30965483,2.71536733,0.00934906,0.29925931,0.59059932,1.63050349,0.83004672,0.32769726,0.26693789,0.00000000
-5.30365183,2.66500542,0.00939888,0.29479619,0.58466496,1.59662358,0.80809105,0.32583641,0.26371795,0.00000000
-5.29764882,2.60587643,0.00940928,0.28948620,0.57600047,1.55781724,0.78268572,0.32297758,0.25935079,0.00000000
-5.29164582,2.53919559,0.00937861,0.28341696,0.56482753,1.51493009,0.75428132,0.31916624,0.25390601,0.00000000
-5.28564282,2.46632568,0.00930591,0.27668042,0.55142648,1.46890730,0.72336726,0.31445604,0.24747536,0.00000000
-5.27963982,2.38875546,0.00919099,0.26937161,0.53613048,1.42077917,0.69046039,0.30890879,0.24017088,0.00000000
-5.27363682,2.30807615,0.00903446,0.26158781,0.51931836,1.37164519,0.65609344,0.30259436,0.23212258,0.00000000
-5.26763382,2.22595653,0.00883785,0.25342778,0.50140621,1.32265687,0.62080363,0.29559081,0.22347564,0.00000000
-5.26163082,2.14411643,0.00860354,0.24499125,0.48283805,1.27499916,0.58512175,0.28798442,0.21438732,0.00000000
-5.25562781,2.06429909,0.00833479,0.23637847,0.46407570,1.22987081,0.54956192,0.27986969,0.20502345,0.00000000
-5.24962481,1.98824233,0.00803567,0.22768981,0.44558838,1.18846368,0.51461222,0.27134906,0.19555487,0.00000000
-5.24362181,1.91764903,0.00771098,0.21902529,0.42784203,1.15194136,0.48072649,0.26253254,0.18615366,0.00000000
-5.23761881,1.85415708,0.00736613,0.21048398,0.41128895,1.12141718,0.44831728,0.25353690,0.17698946,0.00000000
-5.23161581,1.79930940,0.00700702,0.20216333,0.39635784,1.09793217,0.41775015,0.24448463,0.16822584,0.00000000
-5.22561281,1.75452447,0.00663990,0.19415833,0.38344467,1.08243321,0.38933927,0.23550252,0.16001698,0.00000000
-5.21960980,1.72106812,0.00627120,0.18656038,0.37290446,1.07575204,0.36334452,0.22672002,0.15250455,0.00000000
-5.21360680,1.70002717,0.00590736,0.17945626,0.36504433,1.07858552,0.33996989,0.21826726,0.14581511,0.00000000
-5.20760380,1.69228584,0.00555470,0.17292678,0.36011793,1.09147781,0.31936329,0.21027296,0.14005790,0.00000000
-5.20160080,1.69850563,0.00521927,0.16704555,0.35832131,1.11480512,0.30161764,0.20286225,0.13532319,0.00000000
-5.19559780,1.71910952,0.00490670,0.16187778,0.35979045,1.14876348,0.28677320,0.19615447,0.13168115,0.00000000
-5.18959480,1.75427114,0.00462208,0.15747918,0.36460026,1.19336032,0.27482102,0.19026110,0.12918133,0.00000000
-5.18359180,1.80390956,0.00436992,0.15389506,0.37276524,1.24841007,0.26570742,0.18528394,0.12785270,0.00000000
-5.17758879,1.86769005,0.00415400,0.15115972,0.38424155,1.31353441,0.25933924,0.18131346,0.12770414,0.00000000
-5.17158579,1.94503114,0.00397741,0.14929615,0.39893040,1.38816715,0.25558983,0.17842758,0.12872552,0.00000000
-5.16558279,2.03511781,0.00384245,0.14831607,0.41668264,1.47156401,0.25430556,0.17669076,0.13088910,0.00000000
-5.15957979,2.13692061,0.00375065,0.14822024,0.43730428,1.56281702,0.25531249,0.17615345,0.13415130,0.00000000
-5.15357679,2.24922022,0.00370280,0.14899918,0.46056262,1.66087331,0.25842316,0.17685184,0.13845474,0.00000000
-5.14757379,2.37063645,0.00369895,0.15063407,0.48619293,1.76455769,0.26344319,0.17880796,0.14373031,0.00000000
-5.14157079,2.49966089,0.00373846,0.15309781,0.51390520,1.87259845,0.27017743,0.18202990,0.14989941,0.00000000
-5.13556778,2.63469177,0.00382002,0.15635627,0.54339078,1.98365541,0.27843542,0.18651217,0.15687604,0.00000000
-5.12956478,2.77407001,0.00394173,0.16036941,0.57432873,2.09634937,0.28803605,0.19223609,0.16456876,0.00000000
-5.12356178,2.91611483,0.00410112,0.16509242,0.60639153,2.20929195,0.29881109,0.19917014,0.17288245,0.00000000
-5.11755878,3.05915782,0.00429520,0.17047659,0.63925010,2.32111476,0.31060761,0.20727015,0.18171974,0.00000000
-5.11155578,3.20157425,0.00452053,0.17646997,0.67257790,2.43049694,0.32328908,0.21647934,0.19098218,0.00000000
-5.10555278,3.34181055,0.00477324,0.18301773,0.70605425,2.53619029,0.33673526,0.22672823,0.20057105,0.00000000
-5.09954977,3.47840736,0.00504910,0.19006224,0.73936663,2.63704115,0.35084073,0.23793431,0.21038782,0.00000000
-5.09354677,3.61001768,0.00534354,0.19754276,0.77221226,2.73200861,0.36551248,0.25000168,0.22033446,0.00000000
-5.08754377,3.73541992,0.00565170,0.20539505,0.80429897,2.82017867,0.38066645,0.26282061,0.23031338,0.00000000
-5.08154077,3.85352626,0.00596848,0.21355065,0.83534562,2.90077428,0.39622349,0.27626725,0.24022737,0.00000000
-5.07553777,3.96338652,0.00628861,0.22193619,0.86508227,2.97316132,0.41210490,0.29020354,0.24997944,0.00000000
-5.06953477,4.06418863,0.00660669,0.23047273,0.89325030,3.03685098,0.42822800,0.30447744,0.25947271,0.00000000
-5.06353177,4.15525632,0.00691724,0.23907528,0.91960278,3.09149881,0.44450202,0.31892366,0.26861056,0.00000000
-5.05752876,4.23604517,0.00721483,0.24765257,0.94390532,3.13690111,0.46082469,0.33336505,0.27729687,0.00000000
-5.05152576,4.30613797,0.00749409,0.25610729,0.96593745,3.17298938,0.47707980,0.34761454,0.28543675,0.00000000
-5.04552276,4.36524036,0.00774988,0.26433673,0.98549487,3.19982328,0.49313602,0.36147787,0.29293749,0.00000000
-5.03951976,4.41317737,0.00797730,0.27223401,1.00239230,3.21758284,0.50884726,0.37475701,0.29970998,0.00000000
-5.03351676,4.44989153,0.00817187,0.27968984,1.01646719,3.22656026,0.52405443,0.38725425,0.30567046,0.00000000
-5.02751376,4.47544251,0.00832958,0.28659480,1.02758396,3.22715178,0.53858891,0.39877677,0.31074258,0.00000000
-5.02151076,4.49000848,0.00844700,0.29284206,1.03563861,3.21984969,0.55227736,0.40914167,0.31485965,0.00000000
-5.01550775,4.49388861,0.00852140,0.29833050,1.04056346,3.20523456,0.56494778,0.41818115,0.31796707,0.00000000
-5.00950475,4.48750614,0.00855077,0.30296802,1.04233165,3.18396751,0.57643653,0.42574768,0.32002463,0.00000000
-5.00350175,4.47141111,0.00853393,0.30667495,1.04096105,3.15678238,0.58659588,0.43171890,0.32100873,0.00000000
-4.99749875,4.44628187,0.00847055,0.30938734,1.03651718,3.12447726,0.59530164,0.43600200,0.32091417,0.00000000
-4.99149575,4.41292428,0.00836120,0.31106001,1.02911491,3.08790520,0.60246049,0.43853745,0.31975553,0.00000000
-4.98549275,4.37226769,0.00820731,0.31166920,1.01891848,3.04796370,0.60801646,0.43930173,0.31756790,0.00000000
-4.97948974,4.32535700,0.00801116,0.31121461,1.00613987,3.00558251,0.61195622,0.43830905,0.31440689,0.00000000
-4.97348674,4.27334008,0.00777583,0.30972082,0.99103521,2.96170993,0.61431269,0.43561196,0.31034791,0.00000000
-4.96748374,4.21745061,0.00750511,0.30723799,0.97389933,2.91729722,0.61516685,0.43130066,0.30548459,0.00000000
-4.96148074,4.15898620,0.00720342,0.30384164,0.95505855,2.87328159,0.61464749,0.42550128,0.29992648,0.00000000
-4.95547774,4.09928248,0.00687566,0.29963186,0.93486205,2.83056792,0.61292878,0.41837300,0.29379599,0.00000000
-4.94947474,4.03968389,0.00652710,0.29473158,0.91367199,2.79000990,0.61022593,0.41010420,0.28722483,0.00000000
-4.94347174,3.98151234,0.00616326,0.28928430,0.89185297,2.75239115,0.60678885,0.40090795,0.28034991,0.00000000
-4.93746873,3.92603500,0.00578971,0.28345118,0.86976125,2.71840716,0.60289435,0.39101681,0.27330902,0.00000000
-4.93146573,3.87443287,0.00541196,0.27740773,0.84773430,2.68864896,0.59883709,0.38067734,0.26623650,0.00000000
-4.92546273,3.82777143,0.00503534,0.27134011,0.82608107,2.66358909,0.59491977,0.37014454,0.25925895,0.00000000
-4.91945973,3.78697487,0.00466485,0.26544131,0.80507366,2.64357099,0.59144302,0.35967625,0.25249139,0.00000000
-4.91345673,3.75280506,0.00430504,0.25990722,0.78494059,2.62880201,0.58869543,0.34952793,0.24603380,0.00000000
-4.90745373,3.72584632,0.00395997,0.25493273,0.76586211,2.61935084,0.58694423,0.33994781,0.23996848,0.00000000
-4.90145073,3.70649642,0.00363306,0.25070798,0.74796767,2.61514920,0.58642689,0.33117254,0.23435806,0.00000000
-4.89544772,3.69496409,0.00332715,0.24741481,0.73133562,2.61599806,0.58734408,0.32342346,0.22924447,0.00000000
-4.88944472,3.69127297,0.00304435,0.24522343,0.71599512,2.62157782,0.58985411,0.31690344,0.22464868,0.00000000
-4.88344172,3.69527116,0.00278614,0.24428936,0.70192993,2.63146212,0.59406904,0.31179428,0.22057138,0.00000000
-4.87743872,3.70664583,0.00255333,0.24475062,0.68908397,2.64513442,0.60005251,0.30825465,0.21699442,0.00000000
-4.87143572,3.72494155,0.00234612,0.24672518,0.67736806,2.66200656,0.60781915,0.30641839,0.21388295,0.00000000
-4.86543272,3.74958102,0.00216411,0.25030860,0.66666756,2.68143837,0.61733551,0.30639322,0.21118806,0.00000000
-4.85942971,3.77988709,0.00200640,0.25557193,0.65685035,2.70275722,0.62852230,0.30825955,0.20884992,0.00000000
-4.85342671,3.81510448,0.00187166,0.26255969,0.64777469,2.72527682,0.64125772,0.31206955,0.20680110,0.00000000
-4.84742371,3.85442029,0.00175816,0.27128819,0.63929667,2.74831423,0.65538148,0.31784619,0.20496996,0.00000000
-4.84142071,3.89698219,0.00166392,0.28174384,0.63127670,2.77120462,0.67069954,0.32558234,0.20328398,0.00000000
-4.83541771,3.94191378,0.00158670,0.29388190,0.62358492,2.79331325,0.68698904,0.33523994,0.20167286,0.00000000
-4.82941471,3.98832673,0.00152418,0.30762536,0.61610534,2.81404442,0.70400340,0.34674913,0.20007132,0.00000000
-4.82341171,4.03532969,0.00147395,0.32286424,0.60873860,2.83284749,0.72147738,0.36000769,0.19842138,0.00000000
-4.81740870,4.08203436,0.00143363,0.33945544,0.60140343,2.84922007,0.73913193,0.37488054,0.19667428,0.00000000
-4.81140570,4.12755927,0.00140089,0.35722307,0.59403688,2.86270886,0.75667900,0.39119989,0.19479175,0.00000000
-4.80540270,4.17103202,0.00137357,0.37595954,0.58659358,2.87290856,0.77382594,0.40876570,0.19274690,0.00000000
-4.79939970,4.21159101,0.00134965,0.39542749,0.57904418,2.87945958,0.79027992,0.42734708,0.19052448,0.00000000
-4.79339670,4.24838749,0.00132735,0.41536260,0.57137335,2.88204509,0.80575210,0.44668444,0.18812077,0.00000000
-4.78739370,4.28058885,0.00130511,0.43547737,0.56357747,2.88038808,0.81996183,0.46649268,0.18554309,0.00000000
-4.78139070,4.30738399,0.00128167,0.45546602,0.55566231,2.87424895,0.83264081,0.48646547,0.18280891,0.00000000
-4.77538769,4.32799118,0.00125600,0.47501025,0.54764099,2.86342404,0.84353738,0.50628065,0.17994476,0.00000000
-4.76938469,4.34166874,0.00122740,0.49378597,0.53953221,2.84774551,0.85242084,0.52560664,0.17698498,0.00000000
-4.76338169,4.34772860,0.00119540,0.51147088,0.53135890,2.82708246,0.85908581,0.54410989,0.17397026,0.00000000
-4.75737869,4.34555220,0.00115983,0.52775251,0.52314739,2.80134345,0.86335667,0.56146304,0.17094627,0.00000000
-4.75137569,4.33460840,0.00112076,0.54233669,0.51492695,2.77048019,0.86509185,0.57735364,0.16796212,0.00000000
-4.74537269,4.31447222,0.00107849,0.55495602,0.50672963,2.73449193,0.86418785,0.59149310,0.16506903,0.00000000
-4.73936968,4.28484362,0.00103353,0.56537804,0.49859038,2.69343027,0.86058291,0.60362546,0.16231889,0.00000000
-4.73336668,4.24556497,0.00098656,0.57341276,0.49054713,2.64740384,0.85426001,0.61353565,0.15976304,0.00000000
-4.72736368,4.19663599,0.00093842,0.57891920,0.48264081,2.59658230,0.84524910,0.62105684,0.15745104,0.00000000
-4.72136068,4.13822514,0.00089008,0.58181060,0.47491517,2.54119910,0.83362829,0.62607645,0.15542959,0.00000000
-4.71535768,4.07067617,0.00084259,0.58205799,0.46741613,2.48155271,0.81952398,0.62854052,0.15374156,0.00000000
-4.70935468,3.99450924,0.00079705,0.57969198,0.46019084,2.41800582,0.80310955,0.62845621,0.15242497,0.00000000
-4.70335168,3.91041583,0.00075464,0.57480242,0.45328614,2.35098229,0.78460278,0.62589205,0.15151226,0.00000000
-4.69734867,3.81924733,0.00071652,0.56753617,0.44674669,2.28096177,0.76426187,0.62097610,0.15102943,0.00000000
-4.69134567,3.72199736,0.00068386,0.55809262,0.44061269,2.20847207,0.74238003,0.61389176,0.15099543,0.00000000
-4.68534267,3.61977809,0.00065777,0.54671744,0.43491734,2.13407933,0.71927894,0.60487150,0.15142147,0.00000000
-4.67933967,3.51379162,0.00063934,0.53369458,0.42968428,2.05837644,0.69530101,0.59418866,0.15231058,0.00000000
-4.67333667,3.40529714,0.00062958,0.51933679,0.42492500,1.98197006,0.67080092,0.58214769,0.15365710,0.00000000
-4.66733367,3.29557533,0.00062939,0.50397524,0.42063666,1.90546675,0.64613642,0.56907314,0.15544647,0.00000000
-4.66133067,3.18589142,0.00063957,0.48794842,0.41680028,1.82945887,0.62165908,0.55529791,0.15765498,0.00000000
-4.65532766,3.07745843,0.00066082,0.47159091,0.41337960,1.75451065,0.59770490,0.54115137,0.16024979,0.00000000
-4.64932466,2.97140215,0.00069364,0.45522253,0.41032071,1.68114529,0.57458548,0.52694759,0.16318909,0.00000000
-4.64332166,2.86872939,0.00073841,0.43913816,0.40755252,1.60983337,0.55257990,0.51297454,0.16642249,0.00000000
