energy_ev,total_up,Ag_p_up,Ag_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-6.00000000,17.15052398,0.85993386,15.63876885,0.19624878,0.67330292,0.41877707,0.00219496
-5.99399700,17.17327647,0.87653831,15.65707032,0.19948298,0.67323733,0.41861620,0.00221371
-5.98799400,17.20126287,0.89464766,15.67946761,0.20281041,0.67377504,0.41841531,0.00223215
-5.98199100,17.23334465,0.91409166,15.70492240,0.20621745,0.67487640,0.41815913,0.00225018
-5.97598799,17.26833805,0.93468008,15.73236534,0.20969058,0.67650105,0.41783135,0.00226767
-5.96998499,17.30508239,0.95620865,15.76075797,0.21321699,0.67861141,0.41741552,0.00228455
-5.96398199,17.34250327,0.97846516,15.78914992,0.21678509,0.68117581,0.41689590,0.00230072
-5.95797899,17.37966776,1.00123533,15.81672866,0.22038496,0.68417076,0.41625834,0.00231611
-5.95197599,17.41582926,1.02430829,15.84285983,0.22400863,0.68758249,0.41549102,0.00233068
-5.94597299,17.45046002,1.04748138,15.86711626,0.22765027,0.69140754,0.41458505,0.00234440
-5.93996998,17.48327042,1.07056424,15.88929492,0.23130611,0.69565244,0.41353498,0.00235726
-5.93396698,17.51421423,1.09338190,15.90942124,0.23497431,0.70033253,0.41233902,0.00236928
-5.92796398,17.54348046,1.11577695,15.92774109,0.23865458,0.70546989,0.41099913,0.00238051
-5.92196098,17.57147251,1.13761077,15.94470134,0.24234766,0.71109067,0.40952090,0.00239100
-5.91595798,17.59877617,1.15876376,15.96092024,0.24605468,0.71722190,0.40791325,0.00240082
-5.90995498,17.62611875,1.17913488,15.97714960,0.24977639,0.72388798,0.40618796,0.00241007
-5.90395198,17.65432144,1.19864034,15.99423094,0.25351240,0.73110702,0.40435903,0.00241883
-5.89794897,17.68424794,1.21721193,16.01304801,0.25726025,0.73888741,0.40244202,0.00242722
-5.89194597,17.71675185,1.23479489,16.03447818,0.26101464,0.74722459,0.40045325,0.00243533
-5.88594297,17.75262589,1.25134564,16.05934535,0.26476667,0.75609841,0.39840904,0.00244325
-5.87993997,17.79255523,1.26682951,16.08837654,0.26850314,0.76547107,0.39632492,0.00245108
-5.87393697,17.83707756,1.28121871,16.12216447,0.27220611,0.77528592,0.39421492,0.00245888
-5.86793397,17.88655159,1.29449050,16.16113765,0.27585257,0.78546705,0.39209094,0.00246673
-5.86193097,17.94113541,1.30662582,16.20553956,0.27941438,0.79591983,0.38996222,0.00247466
-5.85592796,18.00077577,1.31760846,16.25541752,0.28285842,0.80653225,0.38783495,0.00248272
-5.84992496,18.06520835,1.32742468,16.31062164,0.28614704,0.81717719,0.38571200,0.00249091
-5.84392196,18.13396889,1.33606336,16.37081360,0.28923872,0.82771533,0.38359283,0.00249924
-5.83791896,18.20641421,1.34351667,16.43548454,0.29208904,0.83799869,0.38147349,0.00250768
-5.83191596,18.28175173,1.34978115,16.50398067,0.29465179,0.84787469,0.37934680,0.00251621
-5.82591296,18.35907569,1.35485905,16.57553502,0.29688035,0.85719036,0.37720268,0.00252477
-5.81990995,18.43740770,1.35875993,16.64930326,0.29872913,0.86579682,0.37502846,0.00253332
-5.81390695,18.51573918,1.36150227,16.72440134,0.30015513,0.87355351,0.37280941,0.00254179
-5.80790395,18.59307317,1.36311504,16.79994249,0.30111948,0.88033227,0.37052930,0.00255011
-5.80190095,18.66846265,1.36363902,16.87507134,0.30158895,0.88602099,0.36817091,0.00255820
-5.79589795,18.74104324,1.36312777,16.94899273,0.30153728,0.89052662,0.36571666,0.00256598
-5.78989495,18.81005778,1.36164817,17.02099341,0.30094636,0.89377761,0.36314917,0.00257339
-5.78389195,18.87487146,1.35928032,17.09045510,0.29980710,0.89572549,0.36045181,0.00258033
-5.77788894,18.93497607,1.35611691,17.15685768,0.29812003,0.89634571,0.35760920,0.00258673
-5.77188594,18.98998293,1.35226181,17.21977233,0.29589554,0.89563762,0.35460758,0.00259251
-5.76588294,19.03960488,1.34782813,17.27884464,0.29315368,0.89362367,0.35143523,0.00259758
-5.75987994,19.08362789,1.34293554,17.33376856,0.28992369,0.89034787,0.34808269,0.00260186
-5.75387694,19.12187419,1.33770709,17.38425283,0.28624314,0.88587359,0.34454297,0.00260526
-5.74787394,19.15415893,1.33226552,17.42998173,0.28215665,0.88028083,0.34081162,0.00260768
-5.74187094,19.18024323,1.32672936,17.47057286,0.27771450,0.87366312,0.33688680,0.00260902
-5.73586793,19.19978649,1.32120872,17.50553469,0.27297088,0.86612414,0.33276927,0.00260916
-5.72986493,19.21230154,1.31580120,17.53422702,0.26798210,0.85777430,0.32846228,0.00260799
-5.72386193,19.21711567,1.31058800,17.55582727,0.26280474,0.84872736,0.32397153,0.00260536
-5.71785893,19.21334079,1.30563040,17.56930552,0.25749379,0.83909733,0.31930507,0.00260114
-5.71185593,19.19985550,1.30096684,17.57341085,0.25210098,0.82899569,0.31447327,0.00259515
-5.70585293,19.17530114,1.29661087,17.56667082,0.24667326,0.81852911,0.30948873,0.00258725
-5.69984992,19.13809350,1.29254990,17.54740556,0.24125161,0.80779777,0.30436635,0.00257725
-5.69384692,19.08645082,1.28874516,17.51375698,0.23587009,0.79689427,0.29912343,0.00256498
-5.68784392,19.01843795,1.28513274,17.46373285,0.23055533,0.78590317,0.29377981,0.00255029
-5.68184092,18.93202553,1.28162588,17.39526464,0.22532633,0.77490126,0.28835812,0.00253301
-5.67583792,18.82516239,1.27811841,17.30627731,0.22019470,0.76395830,0.28288412,0.00251302
-5.66983492,18.69585822,1.27448944,17.19476824,0.21516522,0.75313835,0.27738703,0.00249019
-5.66383192,18.54227329,1.27060888,17.05889228,0.21023669,0.74250149,0.27189993,0.00246447
-5.65782891,18.36281098,1.26634399,16.89704887,0.20540307,0.73210576,0.26646020,0.00243580
-5.65182591,18.15620898,1.26156632,16.70796739,0.20065485,0.72200927,0.26110987,0.00240422
-5.64582291,17.92162459,1.25615911,16.49078654,0.19598043,0.71227223,0.25589591,0.00236978
-5.63981991,17.65870971,1.25002455,16.24512365,0.19136766,0.70295874,0.25087043,0.00233262
-5.63381691,17.36767136,1.24309069,15.97113018,0.18680528,0.69413829,0.24609062,0.00229293
-5.62781391,17.04931434,1.23531761,15.66953024,0.18228419,0.68588665,0.24161859,0.00225095
-5.62181091,16.70506289,1.22670243,15.34163958,0.17779865,0.67828618,0.23752078,0.00220701
-5.61580790,16.33695958,1.21728294,14.98936323,0.17334707,0.67142538,0.23386722,0.00216146
-5.60980490,15.94764031,1.20713942,14.61517117,0.16893270,0.66539763,0.23073030,0.00211472
-5.60380190,15.54028557,1.19639455,14.22205216,0.16456376,0.66029920,0.22818332,0.00206726
-5.59779890,15.11854906,1.18521125,13.81344703,0.16025346,0.65622639,0.22629854,0.00201955
-5.59179590,14.68646616,1.17378834,13.39316358,0.15601947,0.65327204,0.22514506,0.00197211
-5.58579290,14.24834527,1.16235413,12.96527634,0.15188327,0.65152147,0.22478632,0.00192545
-5.57978989,13.80864642,1.15115818,12.53401493,0.14786904,0.65104798,0.22527740,0.00188006
-5.57378689,13.37185186,1.14046134,12.10364564,0.14400249,0.65190815,0.22666224,0.00183641
-5.56778389,12.94233399,1.13052469,11.67835099,0.14030937,0.65413727,0.22897084,0.00179493
-5.56178089,12.52422632,1.12159762,11.26211238,0.13681407,0.65774493,0.23221661,0.00175601
-5.55577789,12.12130278,1.11390576,10.85860074,0.13353802,0.66271127,0.23639394,0.00171995
-5.54977489,11.73687081,1.10763926,10.47107976,0.13049834,0.66898399,0.24147625,0.00168699
-5.54377189,11.37368283,1.10294202,10.10232594,0.12770653,0.67647636,0.24741451,0.00165727
-5.53776888,11.03386995,1.09990245,9.75456853,0.12516745,0.68506656,0.25413650,0.00163087
-5.53176588,10.71890090,1.09854638,9.42945203,0.12287853,0.69459835,0.26154687,0.00160777
-5.52576288,10.42956775,1.09883235,9.12802245,0.12082937,0.70488315,0.26952795,0.00158784
-5.51975988,10.16599918,1.10064988,8.85073759,0.11900172,0.71570371,0.27794163,0.00157090
-5.51375688,9.92770017,1.10382073,8.59750052,0.11736976,0.72681918,0.28663193,0.00155669
-5.50775388,9.71361640,1.10810337,8.36771431,0.11590087,0.73797144,0.29542867,0.00154488
-5.50175088,9.52221995,1.11320044,8.16035496,0.11455667,0.74889254,0.30415165,0.00153513
-5.49574787,9.35161221,1.11876909,7.97405890,0.11329443,0.75931305,0.31261566,0.00152702
-5.48974487,9.19963909,1.12443376,7.80722057,0.11206870,0.76897078,0.32063587,0.00152017
-5.48374187,9.06401292,1.12980092,7.65809541,0.11083313,0.77761980,0.32803344,0.00151417
-5.47773887,8.94243553,1.13447512,7.52490311,0.10954241,0.78503911,0.33464127,0.00150867
-5.47173587,8.83271656,1.13807576,7.40592658,0.10815421,0.79104075,0.34030947,0.00150333
-5.46573287,8.73288200,1.14025381,7.29960181,0.10663101,0.79547700,0.34491043,0.00149791
-5.45972986,8.64126793,1.14070771,7.20459501,0.10494185,0.79824619,0.34834331,0.00149219
-5.45372686,8.55659572,1.13919788,7.11986360,0.10306375,0.79929706,0.35053760,0.00148609
-5.44772386,8.47802571,1.13555909,7.04469890,0.10098294,0.79863127,0.35145581,0.00147957
-5.44172086,8.40518753,1.12971022,6.97874915,0.09869560,0.79630417,0.35109499,0.00147270
-5.43571786,8.33818643,1.12166095,6.92202239,0.09620837,0.79242356,0.34948715,0.00146565
-5.42971486,8.27758596,1.11151506,6.87486996,0.09353831,0.78714665,0.34669848,0.00145866
-5.42371186,8.22436863,1.09947028,6.83795196,0.09071263,0.78067536,0.34282748,0.00145205
-5.41770885,8.17987678,1.08581455,6.81218691,0.08776789,0.77324994,0.33800203,0.00144621
-5.41170585,8.14573698,1.07091887,6.79868833,0.08474899,0.76514152,0.33237555,0.00144155
-5.40570285,8.12377136,1.05522696,6.79869150,0.08170779,0.75664353,0.32612235,0.00143856
-5.39969985,8.11590008,1.03924217,6.81347378,0.07870156,0.74806254,0.31943251,0.00143769
