energy_ev,total_up,P_s_up,P_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,1.84221946,0.00690573,0.49671280,0.80249234,0.74185008,0.65774176,0.00000000
-5.99399700,1.84254166,0.00716560,0.51811903,0.83531513,0.74888471,0.64049716,0.00000000
-5.98799400,1.84478442,0.00743306,0.53945553,0.87035311,0.75606068,0.62430071,0.00000000
-5.98199100,1.84886220,0.00770436,0.56047466,0.90742607,0.76329309,0.60928663,0.00000000
-5.97598799,1.85465647,0.00797557,0.58096237,0.94634394,0.77050821,0.59554985,0.00000000
-5.96998499,1.86202635,0.00824267,0.60074734,0.98691025,0.77765102,0.58314573,0.00000000
-5.96398199,1.87081886,0.00850162,0.61970811,1.02892465,0.78469181,0.57209086,0.00000000
-5.95797899,1.88087807,0.00874838,0.63777795,1.07218417,0.79163126,0.56236478,0.00000000
-5.95197599,1.89205226,0.00897904,0.65494696,1.11648311,0.79850358,0.55391249,0.00000000
-5.94597299,1.90419886,0.00918982,0.67126131,1.16161177,0.80537744,0.54664762,0.00000000
-5.93996998,1.91718655,0.00937714,0.68681945,1.20735388,0.81235430,0.54045601,0.00000000
-5.93396698,1.93089454,0.00953769,0.70176549,1.25348325,0.81956424,0.53519967,0.00000000
-5.92796398,1.94520919,0.00966843,0.71627985,1.29975972,0.82715929,0.53072092,0.00000000
-5.92196098,1.96001822,0.00976665,0.73056780,1.34592502,0.83530462,0.52684669,0.00000000
-5.91595798,1.97520318,0.00983001,0.74484617,1.39169875,0.84416780,0.52339291,0.00000000
-5.90995498,1.99063094,0.00985657,0.75932915,1.43677521,0.85390705,0.52016884,0.00000000
-5.90395198,2.00614495,0.00984485,0.77421377,1.48082135,0.86465873,0.51698157,0.00000000
-5.89794897,2.02155736,0.00979383,0.78966582,1.52347627,0.87652525,0.51364041,0.00000000
-5.89194597,2.03664280,0.00970300,0.80580715,1.56435267,0.88956378,0.50996131,0.00000000
-5.88594297,2.05113469,0.00957239,0.82270492,1.60304049,0.90377682,0.50577132,0.00000000
-5.87993997,2.06472464,0.00940262,0.84036360,1.63911278,0.91910510,0.50091288,0.00000000
-5.87393697,2.07706564,0.00919488,0.85872015,1.67213387,0.93542358,0.49524807,0.00000000
-5.86793397,2.08777906,0.00895097,0.87764282,1.70166970,0.95254081,0.48866263,0.00000000
-5.86193097,2.09646555,0.00867329,0.89693374,1.72730003,0.97020201,0.48106959,0.00000000
-5.85592796,2.10271953,0.00836482,0.91633527,1.74863213,0.98809590,0.47241262,0.00000000
-5.84992496,2.10614669,0.00802912,0.93553997,1.76531553,1.00586501,0.46266867,0.00000000
-5.84392196,2.10638381,0.00767025,0.95420365,1.77705713,1.02311930,0.45185003,0.00000000
-5.83791896,2.10311977,0.00729276,0.97196099,1.78363609,1.03945224,0.44000556,0.00000000
-5.83191596,2.09611685,0.00690157,0.98844295,1.78491789,1.05445882,0.42722100,0.00000000
-5.82591296,2.08523083,0.00650194,1.00329501,1.78086667,1.06775442,0.41361839,0.00000000
-5.81990995,2.07042901,0.00609934,1.01619537,1.77155529,1.07899373,0.39935444,0.00000000
-5.81390695,2.05180458,0.00569937,1.02687200,1.75717244,1.08788846,0.38461791,0.00000000
-5.80790395,2.02958659,0.00530766,1.03511767,1.73802620,1.09422301,0.36962601,0.00000000
-5.80190095,2.00414440,0.00492978,1.04080201,1.71454362,1.09786713,0.35461990,0.00000000
-5.79589795,1.97598603,0.00457110,1.04387984,1.68726591,1.09878466,0.33985934,0.00000000
-5.78989495,1.94574987,0.00423674,1.04439525,1.65683914,1.09703784,0.32561662,0.00000000
-5.78389195,1.91418985,0.00393146,1.04248104,1.62400037,1.09278671,0.31216998,0.00000000
-5.77788894,1.88215396,0.00365958,1.03835341,1.58955950,1.08628356,0.29979647,0.00000000
-5.77188594,1.85055710,0.00342491,1.03230208,1.55437714,1.07786241,0.28876468,0.00000000
-5.76588294,1.82034866,0.00323069,1.02467636,1.51933916,1.06792411,0.27932726,0.00000000
-5.75987994,1.79247649,0.00307954,1.01586758,1.48532877,1.05691756,0.27171357,0.00000000
-5.75387694,1.76784828,0.00297340,1.00628915,1.45319696,1.04531806,0.26612263,0.00000000
-5.74787394,1.74729233,0.00291349,0.99635488,1.42373260,1.03360380,0.26271642,0.00000000
-5.74187094,1.73151928,0.00290032,0.98645711,1.39763328,1.02223172,0.26161393,0.00000000
-5.73586793,1.72108665,0.00293359,0.97694551,1.37547828,1.01161406,0.26288600,0.00000000
-5.72986493,1.71636808,0.00301227,0.96810796,1.35770477,1.00209669,0.26655117,0.00000000
-5.72386193,1.71752881,0.00313449,0.96015449,1.34458857,0.99394055,0.27257285,0.00000000
-5.71785893,1.72450877,0.00329764,0.95320516,1.33623041,0.98730716,0.28085771,0.00000000
-5.71185593,1.73701454,0.00349832,0.94728264,1.33254857,0.98224893,0.29125581,0.00000000
-5.70585293,1.75452076,0.00373241,0.94230990,1.33327846,0.97870497,0.30356223,0.00000000
-5.69984992,1.77628138,0.00399509,0.93811308,1.33797934,0.97650240,0.31752052,0.00000000
-5.69384692,1.80135048,0.00428093,0.93442958,1.34604839,0.97536347,0.33282789,0.00000000
-5.68784392,1.82861218,0.00458397,0.93092069,1.35674132,0.97491779,0.34914209,0.00000000
-5.68184092,1.85681835,0.00489782,0.92718829,1.36919927,0.97471929,0.36608991,0.00000000
-5.67583792,1.88463281,0.00521582,0.92279454,1.38248059,0.97426686,0.38327709,0.00000000
-5.66983492,1.91068014,0.00553115,0.91728369,1.39559643,0.97302782,0.40029932,0.00000000
-5.66383192,1.93359689,0.00583703,0.91020458,1.40754865,0.97046283,0.41675410,0.00000000
-5.65782891,1.95208321,0.00612688,0.90113297,1.41736833,0.96605111,0.43225294,0.00000000
-5.65182591,1.96495244,0.00639451,0.88969231,1.42415327,0.95931479,0.44643350,0.00000000
-5.64582291,1.97117655,0.00663431,0.87557205,1.42710297,0.94984109,0.45897123,0.00000000
-5.63981991,1.96992555,0.00684143,0.85854264,1.42554937,0.93730144,0.46958994,0.00000000
-5.63381691,1.96059903,0.00701193,0.83846656,1.41898229,0.92146673,0.47807090,0.00000000
-5.62781391,1.94284869,0.00714295,0.81530491,1.40706837,0.90221802,0.48426004,0.00000000
-5.62181091,1.91659094,0.00723278,0.78911959,1.38966285,0.87955238,0.48807290,0.00000000
-5.61580790,1.88200918,0.00728099,0.76007096,1.36681385,0.85358392,0.48949709,0.00000000
-5.60980490,1.83954604,0.00728843,0.72841152,1.33875918,0.82453993,0.48859209,0.00000000
-5.60380190,1.78988598,0.00725721,0.69447604,1.30591590,0.79275281,0.48548646,0.00000000
-5.59779890,1.73392950,0.00719070,0.65866882,1.26886349,0.75864814,0.48037245,0.00000000
-5.59179590,1.67276018,0.00709339,0.62144894,1.22832153,0.72272974,0.47349836,0.00000000
-5.58579290,1.60760640,0.00697077,0.58331439,1.18512308,0.68556257,0.46515892,0.00000000
-5.57978989,1.53979945,0.00682915,0.54478588,1.14018511,0.64775429,0.45568415,0.00000000
-5.57378689,1.47073007,0.00667547,0.50639104,1.09447740,0.60993639,0.44542726,0.00000000
-5.56778389,1.40180532,0.00651705,0.46865004,1.04899146,0.57274568,0.43475201,0.00000000
-5.56178089,1.33440739,0.00636134,0.43206278,1.00471057,0.53680697,0.42402027,0.00000000
-5.55577789,1.26985621,0.00621571,0.39709845,0.96258229,0.50271739,0.41358014,0.00000000
-5.54977489,1.20937681,0.00608718,0.36418751,0.92349450,0.47103296,0.40375526,0.00000000
-5.54377189,1.15407258,0.00598218,0.33371617,0.88825545,0.44225761,0.39483563,0.00000000
-5.53776888,1.10490495,0.00590638,0.30602339,0.85757853,0.41683487,0.38707028,0.00000000
-5.53176588,1.06267958,0.00586446,0.28140010,0.83207179,0.39514213,0.38066206,0.00000000
-5.52576288,1.02803913,0.00586002,0.26009022,0.81223212,0.37748741,0.37576450,0.00000000
-5.51975988,1.00146186,0.00589546,0.24229320,0.79844381,0.36410834,0.37248093,0.00000000
-5.51375688,0.98326561,0.00597190,0.22816738,0.79098079,0.35517299,0.37086545,0.00000000
-5.50775388,0.97361589,0.00608924,0.21783377,0.79001188,0.35078219,0.37092576,0.00000000
-5.50175088,0.97253729,0.00624614,0.21137976,0.79560822,0.35097282,0.37262741,0.00000000
-5.49574787,0.97992680,0.00644010,0.20886214,0.80775188,0.35572175,0.37589911,0.00000000
-5.48974487,0.99556815,0.00666764,0.21030922,0.82634482,0.36494992,0.38063878,0.00000000
-5.48374187,1.01914585,0.00692442,0.21572175,0.85121742,0.37852632,0.38671984,0.00000000
-5.47773887,1.05025823,0.00720539,0.22507235,0.88213577,0.39627152,0.39399743,0.00000000
-5.47173587,1.08842874,0.00750508,0.23830358,0.91880734,0.41796059,0.40231422,0.00000000
-5.46573287,1.13311492,0.00781771,0.25532478,0.96088465,0.44332530,0.41150548,0.00000000
-5.45972986,1.18371495,0.00813747,0.27600773,1.00796684,0.47205574,0.42140326,0.00000000
-5.45372686,1.23957185,0.00845868,0.30018174,1.05959942,0.50380133,0.43183957,0.00000000
-5.44772386,1.29997549,0.00877599,0.32762848,1.11527241,0.53817144,0.44264848,0.00000000
-5.44172086,1.36416317,0.00908451,0.35807707,1.17441754,0.57473609,0.45366723,0.00000000
-5.43571786,1.43131933,0.00937993,0.39120010,1.23640529,0.61302677,0.46473655,0.00000000
-5.42971486,1.50057524,0.00965861,0.42661104,1.30054250,0.65253798,0.47570018,0.00000000
-5.42371186,1.57100976,0.00991760,0.46386353,1.36607152,0.69272975,0.48640417,0.00000000
-5.41770885,1.64165184,0.01015464,0.50245317,1.43217167,0.73303146,0.49669582,0.00000000
-5.41170585,1.71148581,0.01036813,0.54182187,1.49796395,0.77284731,0.50642297,0.00000000
-5.40570285,1.77945996,0.01055703,0.58136519,1.56251935,0.81156348,0.51543352,0.00000000
-5.39969985,1.84449898,0.01072080,0.62044254,1.62487142,0.84855724,0.52357569,0.00000000
-5.39369685,1.90552043,0.01085923,0.65839009,1.68403305,0.88320776,0.53069905,0.00000000
-5.38769385,1.96145510,0.01097236,0.69453617,1.73901744,0.91490860,0.53665639,0.00000000
-5.38169085,2.01127093,0.01106037,0.72821851,1.78886264,0.94308145,0.54130668,0.00000000
-5.37568784,2.05399969,0.01112342,0.75880279,1.83265911,0.96719069,0.54451872,0.00000000
-5.36968484,2.08876547,0.01116160,0.78570168,1.86957908,0.98675825,0.54617570,0.00000000
-5.36368184,2.11481382,0.01117487,0.80839351,1.89890663,1.00137805,0.54618021,0.00000000
-5.35767884,2.13154002,0.01116300,0.82643983,1.92006700,1.01072950,0.54445957,0.00000000
-5.35167584,2.13851515,0.01112565,0.83950083,1.93265366,1.01458916,0.54097105,0.00000000
-5.34567284,2.13550846,0.01106231,0.84734805,1.93645178,1.01284016,0.53570682,0.00000000
-5.33966983,2.12250462,0.01097245,0.84987349,1.93145650,1.00547860,0.52869805,0.00000000
-5.33366683,2.09971483,0.01085556,0.84709486,1.91788504,0.99261664,0.52001811,0.00000000
-5.32766383,2.06758060,0.01071130,0.83915648,1.89618145,0.97448195,0.50978428,0.00000000
-5.32166083,2.02676989,0.01053958,0.82632570,1.86701348,0.95141335,0.49815801,0.00000000
-5.31565783,1.97816507,0.01034070,0.80898510,1.83126121,0.92385276,0.48534345,0.00000000
-5.30965483,1.92284309,0.01011541,0.78762052,1.78999747,0.89233366,0.47158410,0.00000000
-5.30365183,1.86204808,0.00986505,0.76280559,1.74446052,0.85746648,0.45715778,0.00000000
-5.29764882,1.79715751,0.00959153,0.73518328,1.69601968,0.81992150,0.44236986,0.00000000
-5.29164582,1.72964287,0.00929740,0.70544527,1.64613523,0.78040987,0.42754502,0.00000000
-5.28564282,1.66102649,0.00898581,0.67430995,1.59631377,0.73966361,0.41301778,0.00000000
-5.27963982,1.59283590,0.00866044,0.64249996,1.54806076,0.69841526,0.39912220,0.00000000
-5.27363682,1.52655771,0.00832541,0.61072005,1.50283203,0.65737806,0.38618101,0.00000000
-5.26763382,1.46359256,0.00798517,0.57963624,1.46198608,0.61722739,0.37449471,0.00000000
-5.26163082,1.40521308,0.00764434,0.54985683,1.42673902,0.57858418,0.36433109,0.00000000
-5.25562781,1.35252628,0.00730753,0.52191607,1.39812393,0.54200077,0.35591547,0.00000000
-5.24962481,1.30644193,0.00697919,0.49626093,1.37695631,0.50794981,0.34942224,0.00000000
-5.24362181,1.26764803,0.00666342,0.47324130,1.36380693,0.47681638,0.34496799,0.00000000
-5.23761881,1.23659438,0.00636385,0.45310392,1.35898340,0.44889357,0.34260653,0.00000000
-5.23161581,1.21348469,0.00608346,0.43599005,1.36252106,0.42438146,0.34232614,0.00000000
-5.22561281,1.19827757,0.00582447,0.42193683,1.37418383,0.40338946,0.34404913,0.00000000
-5.21960980,1.19069630,0.00558832,0.41088211,1.39347506,0.38594163,0.34763380,0.00000000
-5.21360680,1.19024680,0.00537558,0.40267252,1.41965787,0.37198472,0.35287878,0.00000000
-5.20760380,1.19624311,0.00518596,0.39707416,1.45178448,0.36139828,0.35952966,0.00000000
-5.20160080,1.20783933,0.00501837,0.39378559,1.48873328,0.35400658,0.36728756,0.00000000
-5.19559780,1.22406640,0.00487098,0.39245255,1.52925208,0.34959136,0.37581946,0.00000000
-5.18959480,1.24387252,0.00474133,0.39268358,1.57200588,0.34790522,0.38476979,0.00000000
-5.18359180,1.26616511,0.00462644,0.39406624,1.61562716,0.34868461,0.39377286,0.00000000
-5.17758879,1.28985285,0.00452301,0.39618307,1.65876631,0.35166221,0.40246556,0.00000000
-5.17158579,1.31388565,0.00442749,0.39862676,1.70014030,0.35657782,0.41049987,0.00000000
-5.16558279,1.33729119,0.00433634,0.40101406,1.73857716,0.36318761,0.41755459,0.00000000
-5.15957979,1.35920622,0.00424611,0.40299780,1.77305450,0.37127108,0.42334580,0.00000000
-5.15357679,1.37890145,0.00415359,0.40427683,1.80273025,0.38063567,0.42763568,0.00000000
-5.14757379,1.39579901,0.00405596,0.40460341,1.82696432,0.39111876,0.43023914,0.00000000
-5.14157079,1.40948196,0.00395088,0.40378795,1.84533039,0.40258711,0.43102828,0.00000000
-5.13556778,1.41969548,0.00383654,0.40170108,1.85761730,0.41493392,0.42993424,0.00000000
