energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,W_p_up,W_d_up
-5.13556778,0.85534229,0.00499257,0.52390431,0.11356245,0.00007321,0.53681977,0.29429090
-5.12956478,0.87003228,0.00533738,0.53612948,0.11186778,0.00007487,0.54258396,0.30660845
-5.12356178,0.89512809,0.00578290,0.55539827,0.11072613,0.00007789,0.55329918,0.32302540
-5.11755878,0.93076910,0.00633346,0.58165322,0.11025448,0.00008230,0.56906315,0.34351431
-5.11155578,0.97690575,0.00699239,0.61471239,0.11055423,0.00008813,0.58986951,0.36797479
-5.10555278,1.03329274,0.00776186,0.65426965,0.11170749,0.00009535,0.61560322,0.39623204
-5.09954977,1.09948504,0.00864278,0.69989670,0.11377385,0.00010394,0.64603807,0.42803623
-5.09354677,1.17483749,0.00963471,0.75104695,0.11678773,0.00011385,0.68083647,0.46306337
-5.08754377,1.25850843,0.01073576,0.80706167,0.12075647,0.00012500,0.71955213,0.50091748
-5.08154077,1.34946804,0.01194259,0.86717851,0.12565926,0.00013728,0.76163546,0.54113465
-5.07553777,1.44651180,0.01325040,0.93054274,0.13144697,0.00015059,0.80644217,0.58318893
-5.06953477,1.54827929,0.01465292,0.99622111,0.13804290,0.00016479,0.85324485,0.62650022
-5.06353177,1.65327852,0.01614253,1.06321858,0.14534452,0.00017970,0.90124762,0.67044427
-5.05752876,1.75991550,0.01771036,1.13049752,0.15322616,0.00019517,0.94960352,0.71436460
-5.05152576,1.86652855,0.01934637,1.19699915,0.16154259,0.00021101,0.99743427,0.75758619
-5.04552276,1.97142649,0.02103961,1.26166672,0.17013341,0.00022701,1.04385195,0.79943060
-5.03951976,2.07292974,0.02277830,1.32346970,0.17882811,0.00024299,1.08798184,0.83923208
-5.03351676,2.16941272,0.02455011,1.38142831,0.18745162,0.00025875,1.12898573,0.87635417
-5.02751376,2.25934616,0.02634226,1.43463722,0.19583023,0.00027410,1.16608483,0.91020611
-5.02151076,2.34133753,0.02814177,1.48228783,0.20379747,0.00028885,1.19858131,0.94025841
-5.01550775,2.41416783,0.02993555,1.52368783,0.21120000,0.00030284,1.22587775,0.96605696
-5.00950475,2.47682315,0.03171053,1.55827735,0.21790294,0.00031592,1.24749342,0.98723502
-5.00350175,2.52851949,0.03345378,1.58564100,0.22379465,0.00032797,1.26307694,1.00352244
-4.99749875,2.56871963,0.03515252,1.60551493,0.22879062,0.00033890,1.27241442,1.01475179
-4.99149575,2.59714128,0.03679415,1.61778896,0.23283630,0.00034862,1.27543298,1.02086102
-4.98549275,2.61375601,0.03836623,1.62250330,0.23590876,0.00035710,1.27219920,1.02189251
-4.97948974,2.61877917,0.03985648,1.61984037,0.23801702,0.00036430,1.26291280,1.01798855
-4.97348674,2.61265127,0.04125274,1.61011184,0.23920110,0.00037023,1.24789557,1.00938344
-4.96748374,2.59601179,0.04254295,1.59374191,0.23952969,0.00037492,1.22757637,0.99639273
-4.96148074,2.56966685,0.04371518,1.57124741,0.23909673,0.00037839,1.20247268,0.97939996
-4.95547774,2.53455250,0.04475768,1.54321600,0.23801682,0.00038070,1.17316972,0.95884169
-4.94947474,2.49169539,0.04565897,1.51028343,0.23641986,0.00038190,1.14029806,0.93519147
-4.94347174,2.44217293,0.04640802,1.47311106,0.23444501,0.00038206,1.10451082,0.90894367
-4.93746873,2.38707478,0.04699447,1.43236478,0.23223439,0.00038124,1.06646156,0.88059763
-4.93146573,2.32746758,0.04740894,1.38869611,0.22992671,0.00037948,1.02678367,0.85064319
-4.92546273,2.26436428,0.04764330,1.34272640,0.22765108,0.00037684,0.98607228,0.81954790
-4.91945973,2.19869946,0.04769109,1.29503459,0.22552147,0.00037336,0.94486933,0.78774645
-4.91345673,2.13131111,0.04754791,1.24614887,0.22363183,0.00036907,0.90365225,0.75563273
-4.90745373,2.06292946,0.04721172,1.19654211,0.22205228,0.00036401,0.86282658,0.72355452
-4.90145073,1.99417266,0.04668328,1.14663113,0.22082632,0.00035817,0.82272248,0.69181083
-4.89544772,1.92554868,0.04596633,1.09677900,0.21996944,0.00035159,0.78359505,0.66065175
-4.88944472,1.85746273,0.04506788,1.04730003,0.21946880,0.00034427,0.74562797,0.63028047
-4.88344172,1.79022902,0.04399824,0.99846660,0.21928439,0.00033623,0.70894004,0.60085705
-4.87743872,1.72408548,0.04277100,0.95051698,0.21935119,0.00032748,0.67359388,0.57250348
-4.87143572,1.65921018,0.04140294,0.90366338,0.21958250,0.00031807,0.63960607,0.54530953
-4.86543272,1.59573802,0.03991367,0.85809944,0.21987408,0.00030801,0.60695803,0.51933883
-4.85942971,1.53377644,0.03832525,0.81400656,0.22010900,0.00029738,0.57560695,0.49463484
-4.85342671,1.47341913,0.03666166,0.77155844,0.22016296,0.00028623,0.54549602,0.47122617
-4.84742371,1.41475685,0.03494822,0.73092369,0.21990971,0.00027465,0.51656353,0.44913098
-4.84142071,1.35788497,0.03321082,0.69226619,0.21922657,0.00026272,0.48875041,0.42836034
-4.83541771,1.30290726,0.03147526,0.65574331,0.21799957,0.00025055,0.46200591,0.40892032
-4.82941471,1.24993622,0.02976645,0.62150226,0.21612811,0.00023826,0.43629134,0.39081285
-4.82341171,1.19909006,0.02810773,0.58967488,0.21352902,0.00022596,0.41158193,0.37403555
-4.81740870,1.15048699,0.02652015,0.56037139,0.21013970,0.00021378,0.38786681,0.35858055
-4.81140570,1.10423755,0.02502195,0.53367362,0.20592048,0.00020183,0.36514760,0.34443262
-4.80540270,1.06043563,0.02362799,0.50962840,0.20085580,0.00019022,0.34343573,0.33156695
-4.79939970,1.01914923,0.02234947,0.48824161,0.19495462,0.00017906,0.32274892,0.31994678
-4.79339670,0.98041176,0.02119364,0.46947346,0.18824969,0.00016843,0.30310726,0.30952122
-4.78739370,0.94421465,0.02016378,0.45323551,0.18079603,0.00015840,0.28452924,0.30022360
-4.78139070,0.91050190,0.01925926,0.43938966,0.17266862,0.00014903,0.26702804,0.29197040
-4.77538769,0.87916724,0.01847573,0.42774944,0.16395942,0.00014034,0.25060839,0.28466120
-4.76938469,0.85005402,0.01780548,0.41808352,0.15477396,0.00013236,0.23526423,0.27817949
-4.76338169,0.82295818,0.01723789,0.41012157,0.14522760,0.00012508,0.22097731,0.27239455
-4.75737869,0.79763408,0.01675996,0.40356209,0.13544171,0.00011847,0.20771684,0.26716432
-4.75137569,0.77380304,0.01635695,0.39808189,0.12553985,0.00011250,0.19544005,0.26233908
-4.74537269,0.75116415,0.01601296,0.39334697,0.11564420,0.00010711,0.18409384,0.25776596
-4.73936968,0.72940684,0.01571166,0.38902412,0.10587237,0.00010225,0.17361706,0.25329382
-4.73336668,0.70822450,0.01543685,0.38479272,0.09633460,0.00009785,0.16394359,0.24877852
-4.72736368,0.68732856,0.01517312,0.38035640,0.08713161,0.00009384,0.15500583,0.24408814
-4.72136068,0.66646229,0.01490636,0.37545373,0.07835293,0.00009017,0.14673834,0.23910792
-4.71535768,0.64541352,0.01462422,0.36986777,0.07007599,0.00008678,0.13908167,0.23374475
-4.70935468,0.62402591,0.01431645,0.36343385,0.06236570,0.00008362,0.13198590,0.22793096
-4.70335168,0.60220801,0.01397518,0.35604543,0.05527464,0.00008064,0.12541389,0.22162712
-4.69734867,0.57993980,0.01359509,0.34765773,0.04884373,0.00007784,0.11934397,0.21482390
-4.69134567,0.55727651,0.01317339,0.33828906,0.04310332,0.00007521,0.11377215,0.20754281
-4.68534267,0.53434944,0.01270983,0.32801992,0.03807460,0.00007275,0.10871342,0.19983574
-4.67933967,0.51136383,0.01220650,0.31698984,0.03377111,0.00007049,0.10420246,0.19178351
-4.67333667,0.48859396,0.01166764,0.30539222,0.03020049,0.00006847,0.10029340,0.18349331
-4.66733367,0.46637558,0.01109929,0.29346748,0.02736602,0.00006675,0.09705893,0.17509522
-4.66133067,0.44509612,0.01050900,0.28149467,0.02526818,0.00006540,0.09458847,0.16673806
-4.65532766,0.42518281,0.00990545,0.26978201,0.02390589,0.00006450,0.09298568,0.15858453
-4.64932466,0.40708944,0.00929801,0.25865660,0.02327746,0.00006414,0.09236527,0.15080602
-4.64332166,0.39128184,0.00869642,0.24845371,0.02338120,0.00006442,0.09284911,0.14357709
-4.63731866,0.37822270,0.00811037,0.23950591,0.02421561,0.00006542,0.09456184,0.13706995
-4.63131566,0.36835610,0.00754918,0.23213237,0.02577917,0.00006724,0.09762596,0.13144901
-4.62531266,0.36209207,0.00702149,0.22662849,0.02806969,0.00006997,0.10215658,0.12686560
-4.61930965,0.35979163,0.00653501,0.22325632,0.03108329,0.00007370,0.10825588,0.12345311
-4.61330665,0.36175260,0.00609628,0.22223560,0.03481305,0.00007848,0.11600749,0.12132254
-4.60730365,0.36819648,0.00571054,0.22373601,0.03924743,0.00008436,0.12547087,0.12055860
-4.60130065,0.37925694,0.00538160,0.22787042,0.04436847,0.00009138,0.13667594,0.12121647
-4.59529765,0.39496993,0.00511178,0.23468950,0.05014992,0.00009952,0.14961813,0.12331919
-4.58929465,0.41526600,0.00490193,0.24417781,0.05655552,0.00010879,0.16425404,0.12685586
-4.58329165,0.43996505,0.00475138,0.25625136,0.06353737,0.00011911,0.18049798,0.13178060
-4.57728864,0.46877385,0.00465810,0.27075693,0.07103461,0.00013041,0.19821959,0.13801242
-4.57128564,0.50128653,0.00461872,0.28747317,0.07897255,0.00014257,0.21724271,0.14543597
-4.56528264,0.53698844,0.00462869,0.30611351,0.08726232,0.00015546,0.23734580,0.15390317
-4.55927964,0.57526331,0.00468244,0.32633106,0.09580109,0.00016890,0.25826391,0.16323586
-4.55327664,0.61540400,0.00477353,0.34772539,0.10447296,0.00018269,0.27969239,0.17322933
-4.54727364,0.65662661,0.00489483,0.36985115,0.11315062,0.00019661,0.30129228,0.18365675
-4.54127064,0.69808777,0.00503874,0.39222839,0.12169749,0.00021043,0.32269737,0.19427444
-4.53526763,0.73890482,0.00519739,0.41435444,0.12997072,0.00022388,0.34352278,0.20482781
-4.52926463,0.77817822,0.00536282,0.43571687,0.13782453,0.00023671,0.36337477,0.21505786
-4.52326163,0.81501571,0.00552722,0.45580736,0.14511412,0.00024867,0.38186149,0.22470809
-4.51725863,0.84855710,0.00568309,0.47413586,0.15169970,0.00025950,0.39860430,0.23353155
-4.51125563,0.87799916,0.00582347,0.49024467,0.15745077,0.00026898,0.41324920,0.24129771
-4.50525263,0.90261928,0.00594206,0.50372181,0.16225015,0.00027690,0.42547787,0.24779912
-4.49924962,0.92179717,0.00603341,0.51421317,0.16599787,0.00028308,0.43501785,0.25285733
-4.49324662,0.93503354,0.00609302,0.52143299,0.16861445,0.00028737,0.44165145,0.25632805
-4.48724362,0.94196499,0.00611740,0.52517216,0.17004367,0.00028967,0.44522283,0.25810514
-4.48124062,0.94237438,0.00610421,0.52530392,0.17025447,0.00028993,0.44564316,0.25812343
-4.47523762,0.93619626,0.00605219,0.52178687,0.16924206,0.00028813,0.44289328,0.25636013
-4.46923462,0.92351702,0.00596120,0.51466498,0.16702801,0.00028430,0.43702407,0.25283477
-4.46323162,0.90456991,0.00583216,0.50406471,0.16365952,0.00027853,0.42815425,0.24760777
-4.45722861,0.87972498,0.00566699,0.49018934,0.15920767,0.00027092,0.41646587,0.24077759
-4.45122561,0.84947459,0.00546846,0.47331080,0.15376497,0.00026163,0.40219761,0.23247666
-4.44522261,0.81441512,0.00524008,0.45375940,0.14744211,0.00025086,0.38563636,0.22286636
-4.43921961,0.77522570,0.00498598,0.43191193,0.14036423,0.00023880,0.36710731,0.21213107
-4.43321661,0.73264508,0.00471071,0.40817866,0.13266686,0.00022570,0.34696312,0.20047181
-4.42721361,0.68744749,0.00441909,0.38298983,0.12449156,0.00021178,0.32557265,0.18809959
-4.42121061,0.64041867,0.00411604,0.35678227,0.11598172,0.00019730,0.30330971,0.17522879
-4.41520760,0.59233299,0.00380645,0.32998654,0.10727844,0.00018248,0.28054233,0.16207090
-4.40920460,0.54393258,0.00349501,0.30301529,0.09851683,0.00016757,0.25762293,0.14882875
-4.40320160,0.49590910,0.00318611,0.27625300,0.08982271,0.00015278,0.23487977,0.13569156
-4.39719860,0.44888877,0.00288372,0.25004761,0.08131003,0.00013829,0.21260990,0.12283081
-4.39119560,0.40342103,0.00259133,0.22470410,0.07307876,0.00012427,0.19107381,0.11039716
-4.38519260,0.35997091,0.00231191,0.20048018,0.06521359,0.00011088,0.17049187,0.09851837
-4.37918959,0.31891506,0.00204782,0.17758399,0.05778324,0.00009821,0.15104244,0.08729830
-4.37318659,0.28054138,0.00180089,0.15617374,0.05084045,0.00008637,0.13286168,0.07681676
-4.36718359,0.24505167,0.00157237,0.13635913,0.04442245,0.00007541,0.11604486,0.06713040
-4.36118059,0.21256710,0.00136299,0.11820420,0.03855203,0.00006537,0.10064889,0.05827419
-4.35517759,0.18313574,0.00117302,0.10173137,0.03323894,0.00005626,0.08669588,0.05026360
-4.34917459,0.15674173,0.00100228,0.08692639,0.02848156,0.00004807,0.07417748,0.04309722
-4.34317159,0.13331551,0.00085024,0.07374380,0.02426886,0.00004078,0.06305968,0.03675963
-4.33716858,0.11274452,0.00071609,0.06211269,0.02058237,0.00003435,0.05328785,0.03122449
-4.33116558,0.09488392,0.00059877,0.05194242,0.01739816,0.00002872,0.04479178,0.02645754
-4.32516258,0.07956690,0.00049708,0.04312811,0.01468878,0.00002384,0.03749055,0.02241962
-4.31915958,0.06661428,0.00040970,0.03555578,0.01242505,0.00001965,0.03129701,0.01906938
-4.31315658,0.05584305,0.00033526,0.02910685,0.01057769,0.00001608,0.02612179,0.01636576
-4.30715358,0.04707379,0.00027237,0.02366206,0.00911866,0.00001306,0.02187683,0.01427011
