energy_ev,total_up,Re_p_up,Re_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,1.41036277,0.57131454,0.69414658,0.64555171,0.00904461,0.00109113,0.14451040
-5.99399700,1.38518426,0.55841754,0.68667483,0.63062309,0.00902414,0.00108882,0.14038015
-5.98799400,1.36099506,0.54565603,0.68005498,0.61568922,0.00902447,0.00108933,0.13626387
-5.98199100,1.33844077,0.53328537,0.67460844,0.60101899,0.00905035,0.00109349,0.13220894
-5.97598799,1.31814626,0.52155099,0.67064640,0.58687721,0.00910611,0.00110211,0.12826074
-5.96998499,1.30070325,0.51068377,0.66846317,0.57352009,0.00919558,0.00111597,0.12446224
-5.96398199,1.28665865,0.50089590,0.66832975,0.56119102,0.00932193,0.00113579,0.12085369
-5.95797899,1.27650399,0.49237733,0.67048793,0.55011662,0.00948765,0.00116223,0.11747220
-5.95197599,1.27066623,0.48529284,0.67514495,0.54050326,0.00969444,0.00119586,0.11435142
-5.94597299,1.26949995,0.47977987,0.68246902,0.53253393,0.00994319,0.00123716,0.11152115
-5.93996998,1.27328127,0.47594703,0.69258571,0.52636568,0.01023398,0.00128649,0.10900689
-5.93396698,1.28220356,0.47387325,0.70557529,0.52212751,0.01056606,0.00134414,0.10682947
-5.92796398,1.29637493,0.47360769,0.72147121,0.51991874,0.01093788,0.00141025,0.10500461
-5.92196098,1.31581767,0.47517027,0.74025963,0.51980806,0.01134719,0.00148489,0.10354255
-5.91595798,1.34046954,0.47855275,0.76188006,0.52183300,0.01179106,0.00156803,0.10244771
-5.90995498,1.37018674,0.48372039,0.78622707,0.52600002,0.01226600,0.00165954,0.10171849
-5.90395198,1.40474866,0.49061401,0.81315297,0.53228515,0.01276805,0.00175925,0.10134706
-5.89794897,1.44386390,0.49915242,0.84247129,0.54063503,0.01329288,0.00186693,0.10131943
-5.89194597,1.48717761,0.50923510,0.87396101,0.55096854,0.01383593,0.00198232,0.10161561
-5.88594297,1.53427963,0.52074507,0.90737124,0.56317874,0.01439248,0.00210515,0.10220989
-5.87993997,1.58471322,0.53355174,0.94242626,0.57713517,0.01495776,0.00223515,0.10307133
-5.87393697,1.63798413,0.54751380,0.97883057,0.59268639,0.01552707,0.00237212,0.10416447
-5.86793397,1.69356945,0.56248197,1.01627394,0.60966273,0.01609581,0.00251586,0.10545004
-5.86193097,1.75092631,0.57830154,1.05443620,0.62787904,0.01665958,0.00266627,0.10688592
-5.85592796,1.80949985,0.59481471,1.09299155,0.64713760,0.01721419,0.00282331,0.10842808
-5.84992496,1.86873056,0.61186260,1.13161250,0.66723082,0.01775571,0.00298704,0.11003164
-5.84392196,1.92806073,0.62928708,1.16997327,0.68794400,0.01828044,0.00315762,0.11165190
-5.83791896,1.98694007,0.64693228,1.20775265,0.70905790,0.01878497,0.00333529,0.11324534
-5.83191596,2.04483055,0.66464585,1.24463652,0.73035117,0.01926611,0.00352042,0.11477053
-5.82591296,2.10121060,0.68228002,1.28031992,0.75160273,0.01972087,0.00371344,0.11618902
-5.81990995,2.15557869,0.69969262,1.31450900,0.77259396,0.02014649,0.00391487,0.11746600
-5.81390695,2.20745675,0.71674779,1.34692289,0.79311089,0.02054037,0.00412529,0.11857092
-5.80790395,2.25639334,0.73331682,1.37729555,0.81294628,0.02090008,0.00434535,0.11947789
-5.80190095,2.30196687,0.74927879,1.40537783,0.83190172,0.02122335,0.00457566,0.12016595
-5.79589795,2.34378897,0.76452126,1.43093976,0.84978962,0.02150809,0.00481683,0.12061920
-5.78989495,2.38150806,0.77894090,1.45377306,0.86643523,0.02175240,0.00506942,0.12082680
-5.78389195,2.41481301,0.79244404,1.47369380,0.88167859,0.02195461,0.00533385,0.12078284
-5.77788894,2.44343696,0.80494713,1.49054536,0.89537636,0.02211334,0.00561039,0.12048606
-5.77188594,2.46716095,0.81637710,1.50420116,0.90740349,0.02222751,0.00589907,0.11993956
-5.76588294,2.48581733,0.82667149,1.51456745,0.91765472,0.02229642,0.00619965,0.11915037
-5.75987994,2.49929262,0.83577850,1.52158561,0.92604568,0.02231978,0.00651156,0.11812906
-5.75387694,2.50752965,0.84365671,1.52523403,0.93251377,0.02229780,0.00683382,0.11688915
-5.74787394,2.51052870,0.85027478,1.52552933,0.93701853,0.02223114,0.00716503,0.11544674
-5.74187094,2.50834763,0.85561086,1.52252679,0.93954170,0.02212100,0.00750327,0.11381990
-5.73586793,2.50110088,0.85965204,1.51631996,0.94008674,0.02196912,0.00784617,0.11202826
-5.72986493,2.48895729,0.86239383,1.50703945,0.93867802,0.02177769,0.00819081,0.11009254
-5.72386193,2.47213700,0.86383971,1.49485097,0.93535965,0.02154943,0.00853380,0.10803409
-5.71785893,2.45090746,0.86400097,1.47995267,0.93019401,0.02128745,0.00887130,0.10587457
-5.71185593,2.42557891,0.86289692,1.46257208,0.92326018,0.02099526,0.00919908,0.10363562
-5.70585293,2.39649961,0.86055549,1.44296268,0.91465217,0.02067665,0.00951261,0.10133861
-5.69984992,2.36405104,0.85701437,1.42140038,0.90447732,0.02033567,0.00980719,0.09900445
-5.69384692,2.32864338,0.85232263,1.39818018,0.89285470,0.01997656,0.01007808,0.09665351
-5.68784392,2.29071153,0.84654275,1.37361299,0.87991376,0.01960366,0.01032062,0.09430555
-5.68184092,2.25071169,0.83975305,1.34802281,0.86579320,0.01922137,0.01053048,0.09197979
-5.67583792,2.20911864,0.83205024,1.32174440,0.85064006,0.01883411,0.01070372,0.08969494
-5.66983492,2.16642353,0.82355201,1.29512117,0.83460905,0.01844630,0.01083705,0.08746937
-5.66383192,2.12313211,0.81439928,1.26850347,0.81786200,0.01806231,0.01092792,0.08532129
-5.65782891,2.07976307,0.80475799,1.24224689,0.80056744,0.01768647,0.01097466,0.08326888
