energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,3.07092462,0.25808975,0.00022217,1.74736997,0.00000000,0.93884890,0.28003058
-5.99399700,3.17039133,0.27744578,0.00023831,1.76687909,0.00000000,0.96407883,0.29166734
-5.98799400,3.26062013,0.29755583,0.00025431,1.77766181,0.00000000,0.98589325,0.30256433
-5.98199100,3.34105224,0.31837438,0.00026997,1.77979096,0.00000000,1.00415834,0.31261011
-5.97598799,3.41121551,0.33983750,0.00028508,1.77346729,0.00000000,1.01877988,0.32169578
-5.96998499,3.47071873,0.36186022,0.00029940,1.75900661,0.00000000,1.02970090,0.32971643
-5.96398199,3.51924649,0.38433431,0.00031273,1.73682494,0.00000000,1.03689910,0.33657290
-5.95797899,3.55655523,0.40712663,0.00032483,1.70742244,0.00000000,1.04038428,0.34217386
-5.95197599,3.58247153,0.43007833,0.00033551,1.67136726,0.00000000,1.04019608,0.34643808
-5.94597299,3.59689287,0.45300493,0.00034459,1.62927976,0.00000000,1.03640215,0.34929690
-5.93996998,3.59979114,0.47569766,0.00035192,1.58181798,0.00000000,1.02909700,0.35069674
-5.93396698,3.59121891,0.49792588,0.00035739,1.52966475,0.00000000,1.01840145,0.35060163
-5.92796398,3.57131788,0.51944094,0.00036091,1.47351667,0.00000000,1.00446271,0.34899543
-5.92196098,3.54032900,0.53998122,0.00036245,1.41407507,0.00000000,0.98745498,0.34588388
-5.91595798,3.49860338,0.55927840,0.00036205,1.35203890,0.00000000,0.96758035,0.34129604
-5.90995498,3.44661286,0.57706486,0.00035976,1.28809918,0.00000000,0.94506992,0.33528523
-5.90395198,3.38495938,0.59308187,0.00035571,1.22293489,0.00000000,0.92018470,0.32792925
-5.89794897,3.31438182,0.60708828,0.00035008,1.15720961,0.00000000,0.89321627,0.31932985
-5.89194597,3.23575955,0.61886951,0.00034308,1.09156881,0.00000000,0.86448678,0.30961142
-5.88594297,3.15011164,0.62824625,0.00033497,1.02663713,0.00000000,0.83434829,0.29891887
-5.87993997,3.05859125,0.63508258,0.00032606,0.96301548,0.00000000,0.80318107,0.28741486
-5.87393697,2.96247469,0.63929301,0.00031666,0.90127767,0.00000000,0.77139102,0.27527627
-5.86793397,2.86314507,0.64084809,0.00030713,0.84196643,0.00000000,0.73940592,0.26269025
-5.86193097,2.76207069,0.63977813,0.00029781,0.78558880,0.00000000,0.70767072,0.24984980
-5.85592796,2.66077857,0.63617489,0.00028905,0.73261101,0.00000000,0.67664183,0.23694924
-5.84992496,2.56082386,0.63019089,0.00028120,0.68345290,0.00000000,0.64678051,0.22417945
-5.84392196,2.46375604,0.62203627,0.00027457,0.63848226,0.00000000,0.61854565,0.21172342
-5.83791896,2.37108297,0.61197340,0.00026946,0.59800934,0.00000000,0.59238595,0.19975193
-5.83191596,2.28423418,0.60030905,0.00026609,0.56228181,0.00000000,0.56873189,0.18841974
-5.82591296,2.20452476,0.58738479,0.00026468,0.53148056,0.00000000,0.54798754,0.17786225
-5.81990995,2.13312112,0.57356559,0.00026537,0.50571668,0.00000000,0.53052266,0.16819288
-5.81390695,2.07101026,0.55922746,0.00026825,0.48502975,0.00000000,0.51666515,0.15950117
-5.80790395,2.01897375,0.54474441,0.00027333,0.46938785,0.00000000,0.50669415,0.15185163
-5.80190095,1.97756763,0.53047541,0.00028057,0.45868930,0.00000000,0.50083405,0.14528335
-5.79589795,1.94710923,0.51675191,0.00028988,0.45276623,0.00000000,0.49924957,0.13981053
-5.78989495,1.92767165,0.50386654,0.00030109,0.45139007,0.00000000,0.50204205,0.13542358
-5.78389195,1.91908636,0.49206339,0.00031398,0.45427866,0.00000000,0.50924721,0.13209104
-5.77788894,1.92095384,0.48153036,0.00032829,0.46110499,0.00000000,0.52083430,0.12976204
-5.77188594,1.93266220,0.47239393,0.00034371,0.47150717,0.00000000,0.53670679,0.12836926
-5.76588294,1.95341291,0.46471648,0.00035990,0.48509942,0.00000000,0.55670463,0.12783229
-5.75987994,1.98225263,0.45849624,0.00037650,0.50148351,0.00000000,0.58060789,0.12806117
-5.75387694,2.01810984,0.45366994,0.00039316,0.52026038,0.00000000,0.60814166,0.12896005
-5.74787394,2.05983459,0.45011768,0.00040951,0.54104139,0.00000000,0.63898218,0.13043081
-5.74187094,2.10623945,0.44767011,0.00042519,0.56345872,0.00000000,0.67276369,0.13237636
-5.73586793,2.15613992,0.44611724,0.00043990,0.58717453,0.00000000,0.70908599,0.13470376
-5.72986493,2.20839219,0.44521848,0.00045333,0.61188842,0.00000000,0.74752222,0.13732666
-5.72386193,2.26192661,0.44471358,0.00046525,0.63734301,0.00000000,0.78762654,0.14016736
-5.71785893,2.31577524,0.44433367,0.00047546,0.66332710,0.00000000,0.82894154,0.14315806
-5.71185593,2.36909233,0.44381221,0.00048382,0.68967672,0.00000000,0.87100501,0.14624153
-5.70585293,2.42116684,0.44289513,0.00049024,0.71627366,0.00000000,0.91335577,0.14937099
-5.69984992,2.47142679,0.44134988,0.00049469,0.74304190,0.00000000,0.95553863,0.15250946
-5.69384692,2.51943562,0.43897306,0.00049718,0.76994199,0.00000000,0.99710819,0.15562839
-5.68784392,2.56488107,0.43559637,0.00049779,0.79696390,0.00000000,1.03763155,0.15870590
-5.68184092,2.60755788,0.43109071,0.00049661,0.82411865,0.00000000,1.07669023,0.16172468
-5.67583792,2.64734568,0.42536843,0.00049379,0.85142929,0.00000000,1.11388115,0.16466969
-5.66983492,2.68418383,0.41838376,0.00048947,0.87892169,0.00000000,1.14881724,0.16752585
-5.66383192,2.71804516,0.41013154,0.00048384,0.90661583,0.00000000,1.18112787,0.17027586
-5.65782891,2.74891037,0.40064446,0.00047706,0.93451778,0.00000000,1.21045929,0.17289845
-5.65182591,2.77674503,0.38998905,0.00046930,0.96261304,0.00000000,1.23647568,0.17536694
-5.64582291,2.80148062,0.37826073,0.00046072,0.99086139,0.00000000,1.25886078,0.17764843
-5.63981991,2.82300083,0.36557827,0.00045145,1.01919350,0.00000000,1.27732050,0.17970363
-5.63381691,2.84113388,0.35207784,0.00044161,1.04750937,0.00000000,1.29158649,0.18148726
-5.62781391,2.85565123,0.33790709,0.00043128,1.07567846,0.00000000,1.30142074,0.18294919
-5.62181091,2.86627246,0.32321946,0.00042054,1.10354160,0.00000000,1.30662107,0.18403603
-5.61580790,2.87267591,0.30816891,0.00040942,1.13091415,0.00000000,1.30702720,0.18469323
-5.60980490,2.87451393,0.29290532,0.00039794,1.15759044,0.00000000,1.30252717,0.18486751
-5.60380190,2.87143172,0.27757064,0.00038610,1.18334894,0.00000000,1.29306366,0.18450945
-5.59779890,2.86308827,0.26229578,0.00037389,1.20795813,0.00000000,1.27863970,0.18357605
