energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.90395198,6.91077709,0.00183348,1.99440150,0.46847276,0.19683002,2.36904877,3.70699897,0.02221644,0.93309387
-5.89794897,6.86711797,0.00178600,1.98481768,0.46139116,0.19722064,2.35539819,3.69768706,0.02101247,0.92291604
-5.89194597,6.81706805,0.00176370,1.96994966,0.45705753,0.19790908,2.33819596,3.68003586,0.01991340,0.91613084
-5.88594297,6.76177122,0.00176699,1.95000584,0.45577506,0.19895197,2.31830311,3.65437401,0.01890972,0.91309460
-5.87993997,6.70264354,0.00179613,1.92533901,0.45779283,0.20039956,2.29671298,3.62127357,0.01799268,0.91411736
-5.87393697,6.64133376,0.00185117,1.89644141,0.46329872,0.20229253,2.27452105,3.58154222,0.01715425,0.91944859
-5.86793397,6.57967307,0.00193195,1.86393486,0.47241310,0.20465911,2.25289135,3.53620677,0.01638711,0.92926348
-5.86193097,6.51961587,0.00203810,1.82855645,0.48518322,0.20751246,2.23302040,3.48648852,0.01568456,0.94365056
-5.85592796,6.46317389,0.00216900,1.79114017,0.50157873,0.21084860,2.21609995,3.43377131,0.01504052,0.96260093
-5.84992496,6.41234579,0.00232375,1.75259501,0.52148842,0.21464495,2.20327933,3.37956309,0.01444941,0.98599980
-5.84392196,6.36904485,0.00250119,1.71388014,0.54471841,0.21885954,2.19562871,3.32545244,0.01390618,1.01362073
-5.83791896,6.33502704,0.00269985,1.67597794,0.57099208,0.22343095,2.19410387,3.27306089,0.01340622,1.04512290
-5.83191596,6.31182187,0.00291792,1.63986542,0.59995185,0.22827913,2.19951358,3.22399278,0.01294531,1.08005186
-5.82591296,6.30066838,0.00315327,1.60648489,0.63116318,0.23330683,2.21249028,3.17978376,0.01251963,1.11784379
-5.81990995,6.30245805,0.00340342,1.57671472,0.66412064,0.23840190,2.23346472,3.14184952,0.01212570,1.15783358
-5.81390695,6.31768693,0.00366557,1.55134074,0.69825635,0.24344022,2.26264542,3.11143616,0.01176038,1.19926652
-5.80790395,6.34641837,0.00393659,1.53102951,0.73295068,0.24828920,2.30000353,3.08957381,0.01142083,1.24131356
-5.80190095,6.38825800,0.00421306,1.51630397,0.76754506,0.25281170,2.34526365,3.07703495,0.01110450,1.28308972
-5.79589795,6.44234219,0.00449132,1.50752249,0.80135670,0.25687039,2.39790134,3.07429892,0.01080912,1.32367530
-5.78989495,6.50734098,0.00476751,1.50486227,0.83369495,0.26033212,2.45714771,3.08152420,0.01053271,1.36213931
-5.78389195,6.58147615,0.00503769,1.50830771,0.86387872,0.26307243,2.52200154,3.09852984,0.01027355,1.39756425
-5.77788894,6.66255479,0.00529789,1.51764465,0.89125463,0.26497983,2.59124914,3.12478712,0.01003022,1.42907179
-5.77188594,6.74801811,0.00554425,1.53246100,0.91521515,0.26595980,2.66349202,3.15942270,0.00980161,1.45584810
-5.76588294,6.83500525,0.00577309,1.55215422,0.93521620,0.26593833,2.73718217,3.20123370,0.00958694,1.47716831
-5.75987994,6.92043054,0.00598111,1.57594587,0.95079348,0.26486484,2.81066435,3.24871516,0.00938586,1.49241890
-5.75387694,7.00107291,0.00616541,1.60290310,0.96157691,0.26271442,2.88222465,3.30009969,0.00919843,1.50111747
-5.74787394,7.07367491,0.00632372,1.63196674,0.96730265,0.25948932,2.95014414,3.35340851,0.00902526,1.50292885
-5.74187094,7.13504861,0.00645440,1.66198534,0.96782206,0.25521949,3.01275594,3.40651284,0.00886750,1.49767721
-5.73586793,7.18218498,0.00655662,1.69175402,0.96310733,0.24996243,3.06850412,3.45720348,0.00872700,1.48535337
-5.72986493,7.21236291,0.00663039,1.72005689,0.95325336,0.24380202,3.11600209,3.50326670,0.00860628,1.46611726
-5.72386193,7.22325380,0.00667660,1.74571143,0.93847588,0.23684668,3.15408846,3.54256317,0.00850863,1.44029523
-5.71785893,7.21301745,0.00669705,1.76761303,0.91910573,0.22922670,3.18187779,3.57310726,0.00843812,1.40837234
-5.71185593,7.18038512,0.00669440,1.78477782,0.89557958,0.22109095,3.19880410,3.59314302,0.00839957,1.37097988
-5.70585293,7.12472579,0.00667217,1.79638187,0.86842725,0.21260310,3.20465499,3.60121375,0.00839854,1.32887866
-5.69984992,7.04609231,0.00663458,1.80179497,0.83825639,0.20393738,3.19959429,3.59622187,0.00844121,1.28293844
-5.69384692,6.94524466,0.00658648,1.80060726,0.80573473,0.19527414,3.18417204,3.57747615,0.00853431,1.23411452
-5.68784392,6.82364852,0.00653315,1.79264757,0.77157084,0.18679521,3.15932055,3.54472412,0.00868490,1.18342221
-5.68184092,6.68344844,0.00648017,1.77799224,0.73649405,0.17867939,3.12633630,3.49816778,0.00890020,1.13190995
-5.67583792,6.52741575,0.00643321,1.75696408,0.70123418,0.17109805,3.08684768,3.43846176,0.00918736,1.08063230
-5.66983492,6.35887278,0.00639780,1.73012135,0.66650190,0.16421097,3.04276956,3.36669366,0.00955321,1.03062348
-5.66383192,6.18159590,0.00637916,1.69823712,0.63297037,0.15816271,2.99624599,3.28434750,0.01000397,0.98287236
-5.65782891,5.99970098,0.00638199,1.66226988,0.60125873,0.15307939,2.94958302,3.19325154,0.01054503,0.93829978
-5.65182591,5.81751549,0.00641030,1.62332682,0.57191810,0.14906609,2.90517421,3.09551298,0.01118069,0.89773875
-5.64582291,5.63944249,0.00646727,1.58262125,0.54542023,0.14620492,2.86542148,2.99344216,0.01191397,0.86191817
-5.63981991,5.46982188,0.00655510,1.54142612,0.52214933,0.14455381,2.83265456,2.88946976,0.01274644,0.83145031
-5.63381691,5.31279426,0.00667498,1.50102572,0.50239712,0.14414596,2.80905215,2.78606059,0.01367814,0.80682247
-5.62781391,5.17217319,0.00682700,1.46266770,0.48636107,0.14499017,2.79656793,2.68562749,0.01470757,0.78839276
-5.62181091,5.05133047,0.00701024,1.42751732,0.47414578,0.14707172,2.79686438,2.59044909,0.01583177,0.77638995
-5.61580790,4.95309912,0.00722275,1.39661600,0.46576732,0.15035410,2.81125711,2.50259474,0.01704646,0.77091726
-5.60980490,4.87969740,0.00746173,1.37084571,0.46116005,0.15478128,2.84067184,2.42385932,0.01834632,0.77195960
-5.60380190,4.83267643,0.00772359,1.35090058,0.46018573,0.16028060,2.88561576,2.35571044,0.01972534,0.77939398
-5.59779890,4.81289304,0.00800423,1.33726666,0.46264430,0.16676609,2.94616432,2.29924961,0.02117722,0.79300235
-5.59179590,4.82050802,0.00829913,1.33021051,0.46828591,0.17414216,3.02196391,2.25518842,0.02269589,0.81248657
-5.58579290,4.85500907,0.00860365,1.32977660,0.47682365,0.18230750,3.11225020,2.22384004,0.02427602,0.83748450
-5.57978989,4.91525692,0.00891321,1.33579350,0.48794655,0.19115911,3.21588129,2.20512570,0.02591364,0.86758694
-5.57378689,4.99955163,0.00922349,1.34788807,0.50133223,0.20059619,3.33138415,2.19859515,0.02760669,0.90235454
-5.56778389,5.10571605,0.00953066,1.36550690,0.51665896,0.21052388,3.45701253,2.20345962,0.02935557,0.94133420
-5.56178089,5.23119237,0.00983149,1.38794370,0.53361660,0.22085659,3.59081371,2.21863548,0.03116370,0.98407447
-5.55577789,5.37314743,0.01012351,1.41437135,0.55191608,0.23152085,3.73070153,2.24279616,0.03303793,1.03013937
-5.54977489,5.52858252,0.01040508,1.44387707,0.57129742,0.24245755,3.87453249,2.27443019,0.03498893,1.07912036
-5.54377189,5.69444320,0.01067543,1.47549920,0.59153578,0.25362340,4.02018220,2.31190263,0.03703139,1.13064620
-5.53776888,5.86772491,0.01093464,1.50826400,0.61244574,0.26499164,4.16561868,2.35351757,0.03918422,1.18439039
-5.53176588,6.04557058,0.01118357,1.54122102,0.63388366,0.27655187,4.30897002,2.39757926,0.04147044,1.24007622
-5.52576288,6.22535684,0.01142378,1.57347582,0.65574814,0.28830909,4.44858356,2.44244979,0.04391705,1.29747930
-5.51975988,6.40476613,0.01165735,1.60421865,0.67797877,0.30028184,4.58307421,2.48660134,0.04655469,1.35642771
-5.51375688,6.58184234,0.01188678,1.63274844,0.70055314,0.31249967,4.71136039,2.52866150,0.04941713,1.41679972
-5.50775388,6.75502877,0.01211472,1.65849109,0.72348252,0.32499985,4.83268594,2.56745030,0.05254064,1.47851943
-5.50175088,6.92318735,0.01234385,1.68101192,0.74680614,0.33782365,4.94662747,2.60200822,0.05596318,1.54155033
-5.49574787,7.08559926,0.01257667,1.70002175,0.77058449,0.35101219,5.05308685,2.63161446,0.05972348,1.60588703
-5.48974487,7.24194727,0.01281534,1.71537699,0.79489174,0.36460208,5.15226945,2.65579549,0.06385992,1.67154552
-5.48374187,7.39228123,0.01306152,1.72707380,0.81980758,0.37862108,5.24464900,2.67432381,0.06840940,1.73855204
-5.47773887,7.53696828,0.01331632,1.73523686,0.84540871,0.39308388,5.33092084,2.68720768,0.07340601,1.80693097
-5.47173587,7.67663021,0.01358016,1.74010355,0.87176029,0.40798832,5.41194547,2.69467233,0.07887975,1.87669208
-5.46573287,7.81207071,0.01385284,1.74200430,0.89890756,0.42331207,5.48868521,2.69713389,0.08485507,1.94781741
-5.45972986,7.94419559,0.01413351,1.74134006,0.92686796,0.43901014,5.56213655,2.69516708,0.09134948,2.02024842
-5.45372686,8.07392943,0.01442077,1.73855798,0.95562408,0.45501306,5.63326145,2.68946827,0.09837220,2.09387359
-5.44772386,8.20213235,0.01471279,1.73412637,0.98511775,0.47122624,5.70292077,2.68081538,0.10592280,2.16851730
-5.44172086,8.32952028,0.01500744,1.72851003,1.01524548,0.48753018,5.77181292,2.67002622,0.11399000,2.24393029
-5.43571786,8.45659269,0.01530251,1.72214696,1.04585571,0.50378186,5.84042064,2.65791703,0.12255064,2.31978242
-5.42971486,8.58357080,0.01559586,1.71542737,1.07674788,0.51981716,5.90896871,2.64526274,0.13156881,2.39565820
-5.42371186,8.71034947,0.01588565,1.70867593,1.10767380,0.53545428,5.97739464,2.63276070,0.14099532,2.47105559
-5.41770885,8.83646517,0.01617052,1.70213778,1.13834116,0.55049807,6.04533391,2.62099910,0.15076743,2.54538849
-5.41170585,8.96108190,0.01644973,1.69596901,1.16841941,0.56474515,6.11212080,2.61043142,0.16080895,2.61799315
-5.40570285,9.08299610,0.01672338,1.69023162,1.19754772,0.57798964,6.17680497,2.60135785,0.17103083,2.68813873
-5.39969985,9.20066078,0.01699243,1.68489335,1.22534506,0.59002917,6.23818304,2.59391441,0.18133206,2.75504169
-5.39369685,9.31222822,0.01725878,1.67983211,1.25142180,0.60067119,6.29484402,2.58807007,0.19160113,2.81788403
-5.38769385,9.41560959,0.01752528,1.67484459,1.27539262,0.60973909,6.34522643,2.58363188,0.20171789,2.87583450
-5.38169085,9.50854905,0.01779567,1.66965878,1.29688999,0.61707797,6.38768430,2.58025781,0.21155582,2.92807246
-5.37568784,9.58870915,0.01807440,1.66394951,1.31557779,0.62255986,6.42055904,2.57747657,0.22098476,2.97381313
-5.36968484,9.65376367,0.01836653,1.65735621,1.33116425,0.62608815,6.44225354,2.57471340,0.22987385,3.01233334
-5.36368184,9.70149357,0.01867745,1.64950217,1.34341368,0.62760100,6.45130490,2.57132052,0.23809477,3.04299675
-5.35767884,9.72988166,0.01901261,1.64001407,1.35215630,0.62707361,6.44645216,2.56661088,0.24552507,3.06527713
-5.35167584,9.73720147,0.01937722,1.62854105,1.35729568,0.62451937,6.42669576,2.55989335,0.25205152,3.07877882
-5.34567284,9.72209613,0.01977592,1.61477239,1.35881335,0.61998965,6.39134587,2.55050789,0.25757334,3.08325325
-5.33966983,9.68364366,0.02021247,1.59845282,1.35677035,0.61357244,6.34005734,2.53785895,0.26200511,3.07861073
-5.33366683,9.62140562,0.02068940,1.57939509,1.35130552,0.60538982,6.27284976,2.52144554,0.26527943,3.06492694
-5.32766383,9.53545704,0.02120781,1.55748900,1.34263080,0.59559446,6.19011202,2.50088672,0.26734893,3.04244377
-5.32166083,9.42639658,0.02176703,1.53270686,1.33102357,0.58436529,6.09259151,2.47594134,0.26818781,3.01156451
-5.31565783,9.29533670,0.02236458,1.50510498,1.31681667,0.57190252,5.98136894,2.44652133,0.26779266,2.97284366
-5.30965483,9.14387489,0.02299598,1.47482160,1.30038641,0.55842240,5.85782052,2.41269811,0.26618261,2.92697185
-5.30365183,8.97404756,0.02365481,1.44207120,1.28213943,0.54415172,5.72356980,2.37470204,0.26339870,2.87475666
-5.29764882,8.78826949,0.02433279,1.40713593,1.26249892,0.52932252,5.58043202,2.33291507,0.25950265,2.81710036
-5.29164582,8.58926169,0.02501997,1.37035448,1.24189104,0.51416709,5.43035378,2.28785743,0.25457491,2.75497548
-5.28564282,8.37997148,0.02570495,1.33210922,1.22073204,0.49891347,5.27535139,2.24016894,0.24871220,2.68939943
-5.27963982,8.16348843,0.02637531,1.29281219,1.19941675,0.48378160,5.11745057,2.19058606,0.24202463,2.62140931
-5.27363682,7.94295977,0.02701795,1.25289071,1.17830887,0.46898024,4.95863025,2.13991595,0.23463238,2.55203765
-5.26763382,7.72150871,0.02761955,1.21277326,1.15773333,0.45470463,4.80077271,2.08900870,0.22666237,2.48229027
-5.26163082,7.50215858,0.02816709,1.17287625,1.13797090,0.44113494,4.64562158,2.03872896,0.21824473,2.41312662
-5.25562781,7.28776520,0.02864827,1.13359213,1.11925509,0.42843544,4.49474884,1.98992813,0.20950943,2.34544328
-5.24962481,7.08095909,0.02905201,1.09527926,1.10177115,0.41675426,4.34953123,1.94341831,0.20058313,2.28006068
-5.24362181,6.88409882,0.02936884,1.05825379,1.08565696,0.40622369,4.21113606,1.89994864,0.19158633,2.21771324
-5.23761881,6.69923565,0.02959124,1.02278364,1.07100554,0.39696080,4.08051562,1.86018507,0.18263092,2.15904265
-5.23161581,6.52808967,0.02971397,0.98908460,1.05786863,0.38906824,3.95840951,1.82469374,0.17381815,2.10459416
-5.22561281,6.37203663,0.02973419,0.95731850,1.04626125,0.38263518,3.84535338,1.79392864,0.16523721,2.05481537
-5.21960980,6.23210472,0.02965159,0.92759310,1.03616654,0.37773812,3.74169298,1.76822342,0.15696415,2.01005723
-5.21360680,6.10898013,0.02946838,0.89996370,1.02754090,0.37444159,3.64760204,1.74778756,0.14906141,1.97057680
-5.20760380,6.00302042,0.02918919,0.87443600,1.02031892,0.37279864,3.56310282,1.73270665,0.14157770,1.93654144
-5.20160080,5.91427435,0.02882092,0.85096999,1.01441814,0.37285109,3.48808824,1.72294664,0.13454836,1.90803408
-5.19559780,5.84250736,0.02837248,0.82948464,1.00974354,0.37462966,3.42234493,1.71836163,0.12799596,1.88505949
-5.18959480,5.78723187,0.02785452,0.80986320,1.00619172,0.37815381,3.36557645,1.71870494,0.12193123,1.86755136
-5.18359180,5.74774159,0.02727908,0.79195877,1.00365492,0.38343168,3.31742661,1.72364297,0.11635419,1.85538015
-5.17758879,5.72314938,0.02665930,0.77560017,1.00202494,0.39045999,3.27750274,1.73277145,0.11125536,1.84836186
-5.17158579,5.71242828,0.02600903,0.76059793,1.00119719,0.39922410,3.24539878,1.74563355,0.10661711,1.84626766
-5.16558279,5.71445509,0.02534255,0.74675040,1.00107483,0.40969834,3.22071862,1.76173932,0.10241504,1.84883441
-5.15957979,5.72805608,0.02467430,0.73384987,1.00157327,0.42184679,3.20309932,1.78058598,0.09861929,1.85577622
-5.15357679,5.75205410,0.02401858,0.72168878,1.00262474,0.43562431,3.19223449,1.80167840,0.09519588,1.86679678
-5.14757379,5.78531619,0.02338937,0.71006593,1.00418319,0.45097819,3.18789734,1.82454926,0.09210801,1.88160229
-5.14157079,5.82680050,0.02280018,0.69879269,1.00622906,0.46785010,3.18996301,1.84877808,0.08931720,1.89991477
-5.13556778,5.87560111,0.02226390,0.68769914,1.00877381,0.48617852,3.19842925,1.87400860,0.08678443,1.92148513
-5.12956478,5.93098899,0.02179270,0.67663997,1.01186386,0.50590132,3.21343472,1.89996387,0.08447119,1.94610558
-5.12356178,5.99244737,0.02139796,0.66550012,1.01558359,0.52695854,3.23527340,1.92645821,0.08234039,1.97362052
-5.11755878,6.05969938,0.02109019,0.65419979,1.02005691,0.54929504,3.26440398,1.95340573,0.08035720,2.00393550
-5.11155578,6.13272629,0.02087898,0.64269886,1.02544723,0.57286289,3.30145272,1.98082472,0.07848979,2.03702328
-5.10555278,6.21177445,0.02077289,0.63100013,1.03195532,0.59762327,3.34720852,2.00883764,0.07670995,2.07292645
-5.09954977,6.29734960,0.02077936,0.61915156,1.03981498,0.62354771,3.40260914,2.03766642,0.07499355,2.11175621
-5.09354677,6.39019769,0.02090455,0.60724694,1.04928627,0.65061845,3.46871752,2.06762315,0.07332088,2.15368674
-5.08754377,6.49127185,0.02115321,0.59542499,1.06064653,0.67882781,3.54668809,2.09909620,0.07167689,2.19894521
-5.08154077,6.60168585,0.02152848,0.58386678,1.07417918,0.70817651,3.63772290,2.13253222,0.07005113,2.24779751
-5.07553777,6.72265528,0.02203166,0.57279125,1.09016078,0.73867085,3.74301829,2.16841472,0.06843769,2.30052994
-5.06953477,6.85542818,0.02266200,0.56244911,1.10884679,0.77031894,3.86370345,2.20723976,0.06683486,2.35742774
-5.06353177,7.00120779,0.02341650,0.55311503,1.13045665,0.80312591,4.00077254,2.24949008,0.06524468,2.41875118
-5.05752876,7.16107058,0.02428966,0.54507843,1.15515894,0.83708849,4.15501283,2.29560846,0.06367236,2.48471031
-5.05152576,7.33588334,0.02527335,0.53863323,1.18305732,0.87218909,4.32693182,2.34597172,0.06212555,2.55543977
-5.04552276,7.52622314,0.02635669,0.53406674,1.21417822,0.90838975,4.51668648,2.40086641,0.06061355,2.63097483
-5.03951976,7.73230447,0.02752599,0.53164842,1.24846077,0.94562624,4.72401818,2.46046758,0.05914647,2.71123021
-5.03351676,7.95391750,0.02876482,0.53161873,1.28575002,0.98380275,4.94819685,2.52482143,0.05773436,2.79598289
-5.02751376,8.19038101,0.03005411,0.53417865,1.32579364,1.02278755,5.18797793,2.59383307,0.05638638,2.88486000
-5.02151076,8.44051324,0.03137242,0.53948045,1.36824279,1.06240979,5.44157519,2.66725979,0.05511007,2.97733301
-5.01550775,8.70262292,0.03269627,0.54761996,1.41265715,1.10245801,5.70665209,2.74471057,0.05391065,3.07271857
-5.00950475,8.97452183,0.03400061,0.55863083,1.45851424,1.14268032,5.98033392,2.82565164,0.05279056,3.17018657
-5.00350175,9.25355936,0.03525931,0.57248105,1.50522266,1.18278656,6.25924162,2.90941825,0.05174910,3.26877523
-4.99749875,9.53667820,0.03644585,0.58907184,1.55213880,1.22245249,6.53954778,2.99523188,0.05078227,3.36741289
-4.99149575,9.82048924,0.03753394,0.60823910,1.59858630,1.26132582,6.81705397,3.08222228,0.04988282,3.46494565
-4.98549275,10.10136298,0.03849824,0.62975719,1.64387749,1.29903409,7.08728744,3.16945320,0.04904044,3.56016964
-4.97948974,10.37553321,0.03931511,0.65334502,1.68733564,1.33519401,7.34561455,3.25595060,0.04824217,3.65186662
-4.97348674,10.63920866,0.03996322,0.67867404,1.72831707,1.36942189,7.58736681,3.34073195,0.04747292,3.73884109
-4.96748374,10.88868743,0.04042431,0.70537783,1.76623190,1.40134489,7.80797513,3.42283514,0.04671615,3.81995720
-4.96148074,11.12046876,0.04068364,0.73306279,1.80056258,1.43061231,8.00310684,3.50134564,0.04595459,3.89417361
-4.95547774,11.33135715,0.04073054,0.76131948,1.83087895,1.45690665,8.16879998,3.57542059,0.04517102,3.96057462
-4.94947474,11.51855382,0.04055870,0.78973399,1.85684942,1.47995378,8.30158904,3.64430868,0.04434903,4.01839598
-4.94347174,11.67973156,0.04016639,0.81789903,1.87824749,1.49953184,8.39861683,3.70736509,0.04347379,4.06704413
-4.93746873,11.81308977,0.03955654,0.84542412,1.89495342,1.51547830,8.45772733,3.76406089,0.04253265,4.10610815
-4.93146573,11.91738763,0.03873663,0.87194455,1.90695108,1.52769512,8.47753552,3.81398680,0.04151574,4.13536380
-4.92546273,11.99195489,0.03771849,0.89712888,1.91432031,1.53615153,8.45747102,3.85685161,0.04041632,4.15476994
-4.91945973,12.03668066,0.03651791,0.92068472,1.91722532,1.54088453,8.39779361,3.89247568,0.03923109,4.16445765
-4.91345673,12.05198236,0.03515422,0.94236273,1.91590004,1.54199720,8.29958022,3.92078064,0.03796025,4.16471313
-4.90745373,12.03875754,0.03364966,0.96195892,1.91063131,1.53965483,8.16468408,3.94177617,0.03660744,4.15595573
-4.90145073,11.99832272,0.03202882,0.97931530,1.90174118,1.53407941,7.99566837,3.95554541,0.03517956,4.13871261
-4.89544772,11.93234357,0.03031790,0.99431918,1.88956937,1.52554268,7.79571752,3.96223008,0.03368641,4.11359187
-4.88944472,11.84276128,0.02854409,1.00690133,1.87445712,1.51435822,7.56853082,3.96201681,0.03214026,4.08125598
-4.88344172,11.73171975,0.02673481,1.01703333,1.85673327,1.50087320,7.31820312,3.95512567,0.03055532,4.04239708
-4.87743872,11.60149781,0.02491713,1.02472442,1.83670354,1.48546002,7.04909834,3.94180181,0.02894720,3.99771567
-4.87143572,11.45445000,0.02311716,1.03001817,1.81464350,1.46850834,6.76572137,3.92231083,0.02733227,3.94790385
-4.86543272,11.29295841,0.02135950,1.03298917,1.79079541,1.45041792,6.47259366,3.89693784,0.02572715,3.89363373
-4.85942971,11.11939703,0.01966686,1.03373998,1.76536909,1.43159233,6.17413756,3.86599035,0.02414809,3.83555140
-4.85342671,10.93610866,0.01805966,1.03239843,1.73854628,1.41243373,5.87457343,3.82980408,0.02261059,3.77427606
-4.84742371,10.74539373,0.01655583,1.02911536,1.71048799,1.39333874,5.57783272,3.78875107,0.02112887,3.71040386
-4.84142071,10.54950891,0.01517062,1.02406267,1.68134413,1.37469527,5.28748926,3.74324881,0.01971567,3.64451529
-4.83541771,10.35067284,0.01391651,1.01743176,1.65126423,1.35688009,5.00670971,3.69376924,0.01838188,3.57718492
-4.82941471,10.15107593,0.01280325,1.00943208,1.62040847,1.34025702,4.73822323,3.64084627,0.01713652,3.50899208
-4.82341171,9.95289086,0.01183790,1.00028963,1.58895788,1.32517526,4.48430933,3.58508081,0.01598655,3.44053084
-4.81740870,9.75828041,0.01102495,0.99024540,1.55712289,1.31196779,4.24680214,3.52714203,0.01493699,3.37241819
-4.81140570,9.56940014,0.01036648,0.97955341,1.52514938,1.30094943,4.02710876,3.46776449,0.01399087,3.30529899
-4.80540270,9.38839372,0.00986233,0.96847829,1.49332187,1.29241448,3.82623869,3.40774062,0.01314945,3.23984711
-4.79939970,9.21737971,0.00951031,0.95729244,1.46196338,1.28663377,3.64484150,3.34790862,0.01241230,3.17676207
-4.79339670,9.05842969,0.00930641,0.94627256,1.43143222,1.28385108,3.48324960,3.28913629,0.01177751,3.11676122
-4.78739370,8.91353846,0.00924498,0.93569573,1.40211566,1.28427904,3.34152337,3.23230161,0.01124185,3.06056786
-4.78139070,8.78458782,0.00931893,0.92583512,1.37442127,1.28809467,3.21949605,3.17827108,0.01080097,3.00889584
-4.77538769,8.67330653,0.00951992,0.91695544,1.34876641,1.29543474,3.11681639,3.12787726,0.01044959,2.96243179
-4.76938469,8.58122904,0.00983854,0.90930830,1.32556668,1.30639120,3.03298741,3.08189679,0.01018166,2.92181616
-4.76338169,8.50965619,0.01026445,0.90312771,1.30522422,1.32100717,2.96740027,3.04103041,0.00999051,2.88762428
-4.75737869,8.45962084,0.01078660,0.89862600,1.28811661,1.33927357,2.91936252,3.00588617,0.00986903,2.86034888
-4.75137569,8.43186111,0.01139332,0.89599007,1.27458712,1.36112685,2.88812066,2.97696686,0.00980978,2.84038518
-4.74537269,8.42680330,0.01207254,0.89537850,1.26493687,1.38644797,2.87287714,2.95466240,0.00980511,2.82801952
-4.73936968,8.44455596,0.01281192,0.89691921,1.25941919,1.41506290,2.87280232,2.93924757,0.00984731,2.82342228
-4.73336668,8.48491549,0.01359905,0.90070812,1.25823652,1.44674464,2.88704194,2.93088493,0.00992867,2.82664534
-4.72736368,8.54738294,0.01442164,0.90680842,1.26153954,1.48121682,2.91472098,2.92963260,0.01004163,2.83762431
-4.72136068,8.63119075,0.01526771,0.91525071,1.26942856,1.51815882,2.95494465,2.93545591,0.01017887,2.85618490
-4.71535768,8.73533734,0.01612576,0.92603364,1.28195631,1.55721215,3.00679717,2.94824203,0.01033340,2.88205304
-4.70935468,8.85862698,0.01698502,0.93912510,1.29913197,1.59798793,3.06933929,2.96781610,0.01049866,2.91486777
-4.70335168,8.99971176,0.01783565,0.95446365,1.32092548,1.64007511,3.14160492,2.99395745,0.01066859,2.95419578
-4.69734867,9.15713273,0.01866887,0.97196008,1.34727151,1.68304909,3.22259746,3.02641454,0.01083776,2.99954651
-4.69134567,9.32935688,0.01947719,0.99149893,1.37807255,1.72648027,3.31128635,3.06491723,0.01100137,3.05038668
-4.68534267,9.51480743,0.02025450,1.01293978,1.41320046,1.76994238,3.40660401,3.10918530,0.01115535,3.10615305
-4.67933967,9.71188513,0.02099617,1.03611832,1.45249625,1.81301995,3.50744358,3.15893243,0.01129637,3.16626275
-4.67333667,9.91897930,0.02169912,1.06084705,1.49576773,1.85531479,3.61265776,3.21386514,0.01142188,3.23012033
-4.66733367,10.13446808,0.02236177,1.08691567,1.54278528,1.89645130,3.72105876,3.27367680,0.01153010,3.29712129
-4.66133067,10.35670818,0.02298402,1.11409125,1.59327580,1.93608029,3.83142000,3.33803687,0.01162000,3.36665200
-4.65532766,10.58401577,0.02356705,1.14211836,1.64691550,1.97388137,3.94247942,3.40657643,0.01169124,3.43808649
-4.64932466,10.81464061,0.02411319,1.17071925,1.70332204,2.00956407,4.05294512,3.47887106,0.01174416,3.51078039
-4.64332166,11.04673647,0.02462566,1.19959444,1.76204692,2.04286759,4.16150319,3.55442254,0.01177967,3.58406334
