energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.86193097,0.44050421,0.22240265,0.20727249,0.00252730,0.01458353,0.04287500,0.10211019,0.06406187,0.00000000
-5.85592796,0.45783003,0.24071382,0.21449464,0.00230768,0.01500361,0.04309250,0.10618923,0.06646099,0.00000000
-5.84992496,0.47725302,0.25963291,0.22254555,0.00212155,0.01554490,0.04360303,0.11105220,0.06913233,0.00000000
-5.84392196,0.49843228,0.27889516,0.23128300,0.00196621,0.01619914,0.04435925,0.11662649,0.07200164,0.00000000
-5.83791896,0.52098130,0.29821014,0.24054590,0.00183858,0.01695601,0.04530897,0.12282577,0.07498811,0.00000000
-5.83191596,0.54447619,0.31726830,0.25015771,0.00173534,0.01780328,0.04639675,0.12955143,0.07800663,0.00000000
-5.82591296,0.56846503,0.33574865,0.25993026,0.00165304,0.01872699,0.04756557,0.13669435,0.08097021,0.00000000
-5.81990995,0.59247813,0.35332717,0.26966786,0.00158826,0.01971171,0.04875860,0.14413683,0.08379249,0.00000000
-5.81390695,0.61603884,0.36968583,0.27917174,0.00153767,0.02074072,0.04992085,0.15175481,0.08639035,0.00000000
-5.80790395,0.63867494,0.38452182,0.28824461,0.00149818,0.02179631,0.05100089,0.15942031,0.08868648,0.00000000
-5.80190095,0.65993016,0.39755674,0.29669539,0.00146698,0.02286006,0.05195231,0.16700409,0.09061179,0.00000000
-5.79589795,0.67937575,0.40854522,0.30434382,0.00144165,0.02391320,0.05273520,0.17437850,0.09210764,0.00000000
-5.78989495,0.69662166,0.41728290,0.31102502,0.00142022,0.02493693,0.05331738,0.18142047,0.09312788,0.00000000
-5.78389195,0.71132723,0.42361326,0.31659376,0.00140121,0.02591285,0.05367541,0.18801466,0.09364039,0.00000000
-5.77788894,0.72321103,0.42743312,0.32092844,0.00138366,0.02682337,0.05379544,0.19405673,0.09362843,0.00000000
-5.77188594,0.73205970,0.42869664,0.32393450,0.00136720,0.02765214,0.05367384,0.19945657,0.09309139,0.00000000
-5.76588294,0.73773542,0.42741770,0.32554741,0.00135206,0.02838454,0.05331749,0.20414159,0.09204528,0.00000000
-5.75987994,0.74018215,0.42367056,0.32573496,0.00133909,0.02900814,0.05274396,0.20805985,0.09052263,0.00000000
-5.75387694,0.73943014,0.41758893,0.32449887,0.00132979,0.02951314,0.05198139,0.21118306,0.08857208,0.00000000
-5.74787394,0.73559894,0.40936351,0.32187566,0.00132632,0.02989288,0.05106817,0.21350930,0.08625761,0.00000000
-5.74187094,0.72889865,0.39923812,0.31793684,0.00133148,0.03014417,0.05005247,0.21506546,0.08365736,0.00000000
-5.73586793,0.71962949,0.38750480,0.31278830,0.00134880,0.03026773,0.04899157,0.21590916,0.08086226,0.00000000
-5.72986493,0.70817974,0.37449793,0.30656895,0.00138244,0.03026849,0.04795107,0.21613026,0.07797448,0.00000000
-5.72386193,0.69502194,0.36058780,0.29944869,0.00143726,0.03015585,0.04700397,0.21585173,0.07510563,0.00000000
-5.71785893,0.68070761,0.34617384,0.29162578,0.00151879,0.02994381,0.04622962,0.21522984,0.07237502,0.00000000
-5.71185593,0.66586035,0.33167770,0.28332349,0.00163317,0.02965108,0.04571272,0.21445364,0.06990778,0.00000000
-5.70585293,0.65116754,0.31753649,0.27478633,0.00178718,0.02930108,0.04554205,0.21374363,0.06783304,0.00000000
-5.69984992,0.63737065,0.30419620,0.26627568,0.00198811,0.02892177,0.04580927,0.21334962,0.06628207,0.00000000
-5.69384692,0.62525420,0.29210555,0.25806517,0.00224372,0.02854544,0.04660764,0.21354763,0.06538652,0.00000000
-5.68784392,0.61563346,0.28171023,0.25043558,0.00256209,0.02820840,0.04803057,0.21463603,0.06527664,0.00000000
-5.68184092,0.60934100,0.27344753,0.24366956,0.00295150,0.02795049,0.05017017,0.21693069,0.06607943,0.00000000
-5.67583792,0.60721214,0.26774132,0.23804614,0.00342023,0.02781452,0.05311570,0.22075936,0.06791690,0.00000000
-5.66983492,0.61006942,0.26499737,0.23383517,0.00397635,0.02784565,0.05695186,0.22645520,0.07090412,0.00000000
-5.66383192,0.61870626,0.26559877,0.23129168,0.00462741,0.02809060,0.06175711,0.23434963,0.07514734,0.00000000
-5.65782891,0.63386997,0.26990149,0.23065043,0.00538022,0.02859678,0.06760176,0.24476456,0.08074189,0.00000000
-5.65182591,0.65624442,0.27822989,0.23212053,0.00624045,0.02941139,0.07454620,0.25800415,0.08777007,0.00000000
-5.64582291,0.68643263,0.29087219,0.23588046,0.00721235,0.03058035,0.08263896,0.27434622,0.09629901,0.00000000
-5.63981991,0.72493964,0.30807584,0.24207345,0.00829833,0.03214725,0.09191493,0.29403367,0.10637838,0.00000000
-5.63381691,0.77215625,0.33004281,0.25080344,0.00949868,0.03415221,0.10239369,0.31726592,0.11803835,0.00000000
-5.62781391,0.82834398,0.35692494,0.26213172,0.01081119,0.03663071,0.11407797,0.34419075,0.13128754,0.00000000
-5.62181091,0.89362187,0.38881948,0.27607441,0.01223092,0.03961244,0.12695255,0.37489689,0.14611134,0.00000000
-5.61580790,0.96795582,0.42576494,0.29260085,0.01374996,0.04312016,0.14098339,0.40940744,0.16247055,0.00000000
-5.60980490,1.05115092,0.46773758,0.31163310,0.01535729,0.04716861,0.15611733,0.44767469,0.18030063,0.00000000
-5.60380190,1.14284741,0.51464874,0.33304659,0.01703878,0.05176355,0.17228232,0.48957643,0.19951155,0.00000000
-5.59779890,1.24252091,0.56634329,0.35667197,0.01877725,0.05690088,0.18938827,0.53491409,0.21998841,0.00000000
-5.59179590,1.34948709,0.62259939,0.38229827,0.02055272,0.06256602,0.20732849,0.58341308,0.24159293,0.00000000
-5.58579290,1.46291132,0.68312984,0.40967730,0.02234270,0.06873343,0.22598194,0.63472527,0.26416585,0.00000000
-5.57978989,1.58182321,0.74758505,0.43852916,0.02412272,0.07536646,0.24521591,0.68843403,0.28753024,0.00000000
-5.57378689,1.70513607,0.81555779,0.46854894,0.02586694,0.08241748,0.26488944,0.74406158,0.31149569,0.00000000
-5.56778389,1.83167080,0.88658952,0.49941417,0.02754880,0.08982831,0.28485713,0.80107885,0.33586322,0.00000000
-5.56178089,1.96018382,0.96017829,0.53079298,0.02914186,0.09753102,0.30497328,0.85891744,0.36043090,0.00000000
-5.55577789,2.08939804,1.03578787,0.56235268,0.03062066,0.10544908,0.32509622,0.91698359,0.38499971,0.00000000
-5.54977489,2.21803589,1.11285772,0.59376826,0.03196152,0.11349882,0.34509257,0.97467367,0.40937971,0.00000000
-5.54377189,2.34485322,1.19081342,0.62473070,0.03314348,0.12159119,0.36484127,1.03139063,0.43339594,0.00000000
-5.53776888,2.46867262,1.26907710,0.65495463,0.03414899,0.12963376,0.38423714,1.08656094,0.45689394,0.00000000
-5.53176588,2.58841481,1.34707719,0.68418490,0.03496469,0.13753297,0.40319379,1.13965132,0.47974447,0.00000000
-5.52576288,2.70312662,1.42425723,0.71220197,0.03558186,0.14519639,0.42164561,1.19018444,0.50184721,0.00000000
-5.51975988,2.81200417,1.50008313,0.73882570,0.03599692,0.15253504,0.43954882,1.23775312,0.52313316,0.00000000
-5.51375688,2.91441025,1.57404861,0.76391736,0.03621151,0.15946572,0.45688134,1.28203216,0.54356554,0.00000000
-5.50775388,3.00988474,1.64567858,0.78737986,0.03623255,0.16591301,0.47364147,1.32278730,0.56313915,0.00000000
-5.50175088,3.09814770,1.71453041,0.80915608,0.03607196,0.17181115,0.48984551,1.35988079,0.58187797,0.00000000
-5.49574787,3.17909472,1.78019314,0.82922547,0.03574628,0.17710549,0.50552413,1.39327330,0.59983128,0.00000000
-5.48974487,3.25278475,1.84228492,0.84759905,0.03527596,0.18175360,0.52071793,1.42302182,0.61706832,0.00000000
-5.48374187,3.31942097,1.90044899,0.86431318,0.03468464,0.18572585,0.53547213,1.44927383,0.63367168,0.00000000
-5.47773887,3.37932562,1.95434886,0.87942232,0.03399818,0.18900562,0.54983086,1.47225758,0.64972986,0.00000000
-5.47173587,3.43291004,2.00366309,0.89299135,0.03324367,0.19158889,0.56383119,1.49226920,0.66532933,0.00000000
-5.46573287,3.48064154,2.04808043,0.90508771,0.03244834,0.19348355,0.57749729,1.50965701,0.68054638,0.00000000
-5.45972986,3.52300870,2.08729594,0.91577404,0.03163853,0.19470814,0.59083503,1.52480372,0.69543946,0.00000000
-5.45372686,3.56048710,2.12100854,0.92510144,0.03083868,0.19529038,0.60382734,1.53810744,0.71004215,0.00000000
-5.44772386,3.59350706,2.14892050,0.93310403,0.03007044,0.19526539,0.61643064,1.54996231,0.72435741,0.00000000
-5.44172086,3.62242528,2.17073924,0.93979488,0.02935185,0.19467380,0.62857255,1.56073967,0.73835331,0.00000000
-5.43571786,3.64750170,2.18618141,0.94516365,0.02869684,0.19355973,0.64015107,1.57077063,0.75196053,0.00000000
-5.42971486,3.66888286,2.19497929,0.94917600,0.02811474,0.19196893,0.65103541,1.58033092,0.76507194,0.00000000
-5.42371186,3.68659247,2.19688925,0.95177474,0.02761013,0.18994700,0.66106838,1.58962861,0.77754410,0.00000000
-5.41770885,3.70052959,2.19170184,0.95288278,0.02718285,0.18753780,0.67007037,1.59879532,0.78920097,0.00000000
-5.41170585,3.71047449,2.17925288,0.95240743,0.02682826,0.18478223,0.67784479,1.60788127,0.79983932,0.00000000
-5.40570285,3.71610167,2.15943504,0.95024601,0.02653759,0.18171733,0.68418471,1.61685427,0.80923599,0.00000000
-5.39969985,3.71699921,2.13220896,0.94629236,0.02629859,0.17837564,0.68888045,1.62560270,0.81715632,0.00000000
-5.39369685,3.71269335,2.09761345,0.94044375,0.02609622,0.17478506,0.69172773,1.63394220,0.82336359,0.00000000
-5.38769385,3.70267687,2.05577382,0.93260802,0.02591343,0.17096896,0.69253614,1.64162559,0.82762893,0.00000000
-5.38169085,3.68643971,2.00690795,0.92271037,0.02573209,0.16694663,0.69113735,1.64835563,0.82974115,0.00000000
-5.37568784,3.66350019,1.95132949,0.91069957,0.02553382,0.16273395,0.68739285,1.65379973,0.82951622,0.00000000
-5.36968484,3.63343520,1.88944798,0.89655316,0.02530085,0.15834431,0.68120076,1.65760596,0.82680566,0.00000000
-5.36368184,3.59590789,1.82176567,0.88028156,0.02501684,0.15378958,0.67250140,1.65941962,0.82150375,0.00000000
-5.35767884,3.55069139,1.74887119,0.86193071,0.02466753,0.14908118,0.66128145,1.65889940,0.81355296,0.00000000
-5.35167584,3.49768773,1.67143008,0.84158329,0.02424134,0.14423106,0.64757633,1.65573264,0.80294758,0.00000000
-5.34567284,3.43694100,1.59017281,0.81935847,0.02372978,0.13925274,0.63147096,1.64964888,0.78973521,0.00000000
-5.33966983,3.36864439,1.50588055,0.79541022,0.02312769,0.13416202,0.61309861,1.64043127,0.77401630,0.00000000
-5.33366683,3.29314106,1.41936936,0.76992428,0.02243342,0.12897768,0.59263812,1.62792549,0.75594162,0.00000000
-5.32766383,3.21091909,1.33147352,0.74311408,0.02164872,0.12372187,0.57030955,1.61204587,0.73570796,0.00000000
-5.32166083,3.12260096,1.24302849,0.71521575,0.02077857,0.11842037,0.54636845,1.59277878,0.71355226,0.00000000
-5.31565783,3.02892853,1.15485435,0.68648248,0.01983089,0.11310255,0.52109916,1.57018330,0.68974453,0.00000000
-5.30965483,2.93074429,1.06774016,0.65717860,0.01881612,0.10780122,0.49480726,1.54438932,0.66457990,0.00000000
-5.30365183,2.82897023,0.98242988,0.62757356,0.01774671,0.10255220,0.46781170,1.51559357,0.63837029,0.00000000
-5.29764882,2.72458519,0.89961016,0.59793609,0.01663660,0.09739387,0.44043686,1.48405376,0.61143599,0.00000000
-5.29164582,2.61860205,0.81990056,0.56852881,0.01550066,0.09236649,0.41300479,1.45008133,0.58409753,0.00000000
-5.28564282,2.51204555,0.74384606,0.53960346,0.01435415,0.08751154,0.38582807,1.41403330,0.55666834,0.00000000
-5.27963982,2.40593174,0.67191224,0.51139687,0.01321216,0.08287098,0.35920344,1.37630347,0.52944815,0.00000000
-5.27363682,2.30124955,0.60448294,0.48412779,0.01208918,0.07848650,0.33340633,1.33731341,0.50271768,0.00000000
-5.26763382,2.19894498,0.54186027,0.45799460,0.01099866,0.07439888,0.30868650,1.29750348,0.47673436,0.00000000
-5.26163082,2.09990809,0.48426676,0.43317383,0.00995267,0.07064725,0.28526483,1.25732412,0.45172944,0.00000000
-5.25562781,2.00496259,0.43184927,0.40981947,0.00896169,0.06726856,0.26333110,1.21722744,0.42790611,0.00000000
-5.24962481,1.91485798,0.38468438,0.38806293,0.00803439,0.06429698,0.24304291,1.17765922,0.40543881,0.00000000
-5.24362181,1.83026364,0.34278475,0.36801346,0.00717755,0.06176344,0.22452547,1.13905130,0.38447326,0.00000000
-5.23761881,1.75176452,0.30610609,0.34975894,0.00639607,0.05969516,0.20787207,1.10181426,0.36512725,0.00000000
-5.23161581,1.67985773,0.27455437,0.33336676,0.00569299,0.05811520,0.19314528,1.06633038,0.34749179,0.00000000
-5.22561281,1.61494967,0.24799281,0.31888468,0.00506960,0.05704206,0.18037840,1.03294681,0.33163247,0.00000000
-5.21960980,1.55735307,0.22624841,0.30634157,0.00452556,0.05648921,0.16957728,1.00196884,0.31759083,0.00000000
-5.21360680,1.50728386,0.20911770,0.29574777,0.00405911,0.05646463,0.16072214,0.97365346,0.30538552,0.00000000
-5.20760380,1.46485744,0.19637167,0.28709522,0.00366725,0.05697029,0.15376942,0.94820313,0.29501328,0.00000000
-5.20160080,1.43008464,0.18775962,0.28035711,0.00334589,0.05800166,0.14865353,0.92576003,0.28644952,0.00000000
-5.19559780,1.40286741,0.18301205,0.27548725,0.00309013,0.05954714,0.14528843,0.90640091,0.27964858,0.00000000
-5.18959480,1.38299480,0.18184264,0.27241921,0.00289438,0.06158754,0.14356907,0.89013294,0.27454380,0.00000000
-5.18359180,1.37013964,0.18394951,0.27106534,0.00275261,0.06409560,0.14337276,0.87689075,0.27104742,0.00000000
-5.17758879,1.36385665,0.18901586,0.27131578,0.00265844,0.06703558,0.14456048,0.86653504,0.26905044,0.00000000
-5.17158579,1.36358268,0.19671042,0.27303782,0.00260535,0.07036305,0.14697823,0.85885308,0.26842274,0.00000000
-5.16558279,1.36863970,0.20668792,0.27607562,0.00258679,0.07402477,0.15045849,0.85356129,0.26901349,0.00000000
-5.15957979,1.37824117,0.21858979,0.28025057,0.00259629,0.07795896,0.15482201,0.85031016,0.27065213,0.00000000
-5.15357679,1.39150227,0.23204556,0.28536249,0.00262758,0.08209571,0.15987979,0.84869154,0.27314999,0.00000000
-5.14757379,1.40745419,0.24667495,0.29119171,0.00267466,0.08635779,0.16543555,0.84824832,0.27630268,0.00000000
-5.14157079,1.42506253,0.26209110,0.29750219,0.00273188,0.09066185,0.17128856,0.84848623,0.27989326,0.00000000
-5.13556778,1.44324953,0.27790473,0.30404556,0.00279400,0.09491982,0.17723689,0.84888761,0.28369631,0.00000000
-5.12956478,1.46091976,0.29372960,0.31056623,0.00285627,0.09904080,0.18308102,0.84892660,0.28748260,0.00000000
-5.12356178,1.47698830,0.30918880,0.31680728,0.00291443,0.10293313,0.18862781,0.84808528,0.29102449,0.00000000
-5.11755878,1.49041064,0.32392213,0.32251696,0.00296477,0.10650668,0.19369459,0.84587019,0.29410172,0.00000000
-5.11155578,1.50021306,0.33759393,0.32745567,0.00300417,0.10967535,0.19811334,0.84182847,0.29650737,0.00000000
-5.10555278,1.50552226,0.34990132,0.33140300,0.00303009,0.11235954,0.20173478,0.83556306,0.29805382,0.00000000
-5.09954977,1.50559297,0.36058243,0.33416461,0.00304060,0.11448861,0.20443216,0.82674625,0.29857845,0.00000000
-5.09354677,1.49983233,0.36942403,0.33557858,0.00303437,0.11600315,0.20610463,0.81513098,0.29794868,0.00000000
-5.08754377,1.48781989,0.37626848,0.33552100,0.00301064,0.11685695,0.20668002,0.80055955,0.29606628,0.00000000
-5.08154077,1.46932227,0.38101934,0.33391033,0.00296921,0.11701869,0.20611691,0.78296919,0.29287067,0.00000000
-5.07553777,1.44430189,0.38364540,0.33071063,0.00291044,0.11647302,0.20440579,0.76239440,0.28834100,0.00000000
-5.06953477,1.41291928,0.38418293,0.32593310,0.00283514,0.11522129,0.20156950,0.73896600,0.28249705,0.00000000
-5.06353177,1.37552883,0.38273573,0.31963617,0.00274456,0.11328159,0.19766252,0.71290696,0.27539875,0.00000000
-5.05752876,1.33266831,0.37947316,0.31192391,0.00264035,0.11068836,0.19276960,0.68452533,0.26714444,0.00000000
-5.05152576,1.28504259,0.37462592,0.30294291,0.00252445,0.10749132,0.18700337,0.65420450,0.25786799,0.00000000
-5.04552276,1.23350225,0.36847976,0.29287777,0.00239907,0.10375404,0.18050132,0.62239151,0.24773477,0.00000000
-5.03951976,1.17901822,0.36136737,0.28194533,0.00226658,0.09955200,0.17342216,0.58958374,0.23693687,0.00000000
-5.03351676,1.12265338,0.35365867,0.27038797,0.00212951,0.09497035,0.16594170,0.55631474,0.22568760,0.00000000
-5.02751376,1.06553252,0.34574983,0.25846627,0.00199041,0.09010140,0.15824844,0.52313973,0.21421562,0.00000000
-5.02151076,1.00881167,0.33805147,0.24645127,0.00185190,0.08504207,0.15053911,0.49062131,0.20275890,0.00000000
-5.01550775,0.95364816,0.33097657,0.23461676,0.00171650,0.07989120,0.14301419,0.45931599,0.19155877,0.00000000
-5.00950475,0.90117231,0.32492826,0.22323177,0.00158672,0.07474706,0.13587361,0.42976182,0.18085419,0.00000000
-5.00350175,0.85246168,0.32028831,0.21255362,0.00146494,0.06970495,0.12931278,0.40246761,0.17087659,0.00000000
-4.99749875,0.80851864,0.31740631,0.20282180,0.00135343,0.06485513,0.12351900,0.37790377,0.16184518,0.00000000
-4.99149575,0.77025157,0.31659029,0.19425276,0.00125435,0.06028097,0.11866830,0.35649493,0.15396299,0.00000000
-4.98549275,0.73846008,0.31809875,0.18703570,0.00116972,0.05605749,0.11492273,0.33861442,0.14741363,0.00000000
-4.97948974,0.71382408,0.32213450,0.18132963,0.00110144,0.05225026,0.11242813,0.32458029,0.14235873,0.00000000
-4.97348674,0.69689674,0.32884045,0.17726144,0.00105130,0.04891459,0.11131226,0.31465282,0.13893609,0.00000000
-4.96748374,0.68810072,0.33829729,0.17492508,0.00102099,0.04609508,0.11168335,0.30903331,0.13725832,0.00000000
-4.96148074,0.68772750,0.35052315,0.17438177,0.00101211,0.04382543,0.11362882,0.30786368,0.13741212,0.00000000
-4.95547774,0.69593891,0.36547511,0.17566095,0.00102618,0.04212849,0.11721437,0.31122681,0.13945778,0.00000000
-4.94947474,0.71277064,0.38305243,0.17876201,0.00106464,0.04101645,0.12248302,0.31914726,0.14342911,0.00000000
-4.94347174,0.73813690,0.40310114,0.18365641,0.00112888,0.04049124,0.12945442,0.33159210,0.14933340,0.00000000
-4.93746873,0.77183587,0.42541996,0.19029025,0.00122018,0.04054494,0.13812403,0.34847189,0.15715157,0.00000000
-4.93146573,0.81355551,0.44976701,0.19858689,0.00133977,0.04116023,0.14846254,0.36964148,0.16683835,0.00000000
-4.92546273,0.86287942,0.47586715,0.20844965,0.00148873,0.04231096,0.16041518,0.39490082,0.17832248,0.00000000
-4.91945973,0.91929267,0.50341960,0.21976436,0.00166802,0.04396262,0.17390125,0.42399577,0.19150694,0.00000000
-4.91345673,0.98218754,0.53210547,0.23240171,0.00187842,0.04607284,0.18881380,0.45661909,0.20626929,0.00000000
-4.90745373,1.05086929,0.56159497,0.24621937,0.00212046,0.04859198,0.20501965,0.49241181,0.22246215,0.00000000
-4.90145073,1.12456222,0.59155410,0.26106376,0.00239443,0.05146369,0.22235971,0.53096516,0.23991398,0.00000000
-4.89544772,1.20241631,0.62165051,0.27677164,0.00270024,0.05462552,0.24064994,0.57182349,0.25843013,0.00000000
-4.88944472,1.28351473,0.65155852,0.29317137,0.00303744,0.05800972,0.25968281,0.61448820,0.27779444,0.00000000
-4.88344172,1.36688272,0.68096312,0.31008408,0.00340509,0.06154406,0.27922954,0.65842306,0.29777135,0.00000000
-4.87743872,1.45149790,0.70956301,0.32732473,0.00380177,0.06515289,0.29904313,0.70306104,0.31810868,0.00000000
-4.87143572,1.53630250,0.73707271,0.34470314,0.00422551,0.06875828,0.31886207,0.74781263,0.33854106,0.00000000
-4.86543272,1.62021739,0.76322382,0.36202516,0.00467371,0.07228136,0.33841499,0.79207568,0.35879400,0.00000000
-4.85942971,1.70215802,0.78776555,0.37909399,0.00514318,0.07564384,0.35742582,0.83524660,0.37858865,0.00000000
-4.85342671,1.78105197,0.81046481,0.39571173,0.00563009,0.07876962,0.37561968,0.87673267,0.39764709,0.00000000
-4.84742371,1.85585788,0.83110595,0.41168121,0.00612999,0.08158646,0.39272910,0.91596500,0.41569795,0.00000000
-4.84142071,1.92558512,0.84949039,0.42680810,0.00663783,0.08402775,0.40850040,0.95241178,0.43248236,0.00000000
-4.83541771,1.98931367,0.86543639,0.44090341,0.00714801,0.08603418,0.42270012,0.98559129,0.44775979,0.00000000
-4.82941471,2.04621348,0.87877904,0.45378609,0.00765448,0.08755533,0.43512104,1.01508394,0.46131380,0.00000000
-4.82341171,2.09556247,0.88937075,0.46528600,0.00815082,0.08855112,0.44558767,1.04054303,0.47295718,0.00000000
-4.81740870,2.13676257,0.89708217,0.47524687,0.00863032,0.08899292,0.45396091,1.06170349,0.48253656,0.00000000
-4.81140570,2.16935294,0.90180376,0.48352938,0.00908618,0.08886449,0.46014166,1.07838822,0.48993599,0.00000000
-4.80540270,2.19301988,0.90344794,0.49001411,0.00951166,0.08816246,0.46407327,1.09051175,0.49507957,0.00000000
-4.79939970,2.20760290,0.90195170,0.49460433,0.00990019,0.08689647,0.46574251,1.09808082,0.49793279,0.00000000
-4.79339670,2.21309680,0.89727971,0.49722850,0.01024562,0.08508896,0.46517933,1.10119214,0.49850275,0.00000000
-4.78739370,2.20964955,0.88942763,0.49784233,0.01054236,0.08277448,0.46245514,1.10002701,0.49683704,0.00000000
-4.78139070,2.19755626,0.87842556,0.49643043,0.01078556,0.07999872,0.45767982,1.09484353,0.49302147,0.00000000
-4.77538769,2.17724941,0.86434134,0.49300739,0.01097130,0.07681722,0.45099758,1.08596643,0.48717674,0.00000000
-4.76938469,2.14928606,0.84728354,0.48761818,0.01109672,0.07329380,0.44258196,1.07377524,0.47945423,0.00000000
-4.76338169,2.11433244,0.82740384,0.48033808,0.01116015,0.06949882,0.43263008,1.05869145,0.47003111,0.00000000
-4.75737869,2.07314682,0.80489864,0.47127179,0.01116122,0.06550734,0.42135650,1.04116513,0.45910496,0.00000000
-4.75137569,2.02656144,0.78000973,0.46055207,0.01110090,0.06139723,0.40898695,1.02166187,0.44688825,0.00000000
-4.74537269,1.97546410,0.75302382,0.44833769,0.01098154,0.05724739,0.39575222,1.00065057,0.43360279,0.00000000
-4.73936968,1.92078021,0.72427078,0.43481085,0.01080686,0.05313602,0.38188242,0.97859253,0.41947449,0.00000000
-4.73336668,1.86345587,0.69412067,0.42017411,0.01058186,0.04913908,0.36760193,0.95593235,0.40472854,0.00000000
-4.72736368,1.80444230,0.66297926,0.40464688,0.01031274,0.04532897,0.35312495,0.93309088,0.38958511,0.00000000
-4.72136068,1.74468197,0.63128245,0.38846156,0.01000674,0.04177342,0.33865209,0.91046020,0.37425582,0.00000000
-4.71535768,1.68509641,0.59948930,0.37185941,0.00967198,0.03853462,0.32436775,0.88840070,0.35894086,0.00000000
-4.70935468,1.62657568,0.56807402,0.35508615,0.00931723,0.03566855,0.31043845,0.86723990,0.34382677,0.00000000
-4.70335168,1.56996919,0.53751705,0.33838753,0.00895166,0.03322456,0.29701189,0.84727275,0.32908499,0.00000000
-4.69734867,1.51607756,0.50829535,0.32200476,0.00858463,0.03124505,0.28421680,0.82876286,0.31487084,0.00000000
-4.69134567,1.46564506,0.48087226,0.30617002,0.00822538,0.02976528,0.27216328,0.81194422,0.30132298,0.00000000
-4.68534267,1.41935231,0.45568708,0.29110201,0.00788278,0.02881328,0.26094354,0.79702288,0.28856323,0.00000000
-4.67933967,1.37780875,0.43314476,0.27700179,0.00756510,0.02840977,0.25063285,0.78417803,0.27669648,0.00000000
-4.67333667,1.34154469,0.41360582,0.26404871,0.00727972,0.02856810,0.24129056,0.77356220,0.26581076,0.00000000
-4.66733367,1.31100276,0.39737702,0.25239682,0.00703295,0.02929408,0.23296112,0.76530027,0.25597719,0.00000000
-4.66133067,1.28652887,0.38470286,0.24217160,0.00682985,0.03058592,0.22567481,0.75948706,0.24724991,0.00000000
-4.65532766,1.26836282,0.37575840,0.23346729,0.00667405,0.03243395,0.21944847,0.75618376,0.23966591,0.00000000
-4.64932466,1.25662912,0.37064346,0.22634468,0.00656768,0.03482050,0.21428586,0.75541319,0.23324472,0.00000000
-4.64332166,1.25132854,0.36937869,0.22082971,0.00651130,0.03771965,0.21017802,0.75715447,0.22798814,0.00000000
