energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.86193097,0.66469736,0.27117495,0.14163858,0.00034287,0.11374243,0.22172282,0.00000000,0.21866900,0.20252795
-5.85592796,0.63374654,0.24907923,0.13282874,0.00029722,0.11380298,0.20484533,0.00000000,0.20459233,0.19905326
-5.84992496,0.60370432,0.22823310,0.12485999,0.00025798,0.11340469,0.18868666,0.00000000,0.19072975,0.19507031
-5.84392196,0.57466094,0.20873213,0.11772959,0.00022424,0.11253596,0.17334391,0.00000000,0.17722903,0.19058816
-5.83791896,0.54672633,0.19066955,0.11144226,0.00019520,0.11119294,0.15891068,0.00000000,0.16422938,0.18562521
-5.83191596,0.52002143,0.17413060,0.10600725,0.00017023,0.10937949,0.14547264,0.00000000,0.15185737,0.18020814
-5.82591296,0.49466983,0.15918756,0.10143532,0.00014879,0.10710697,0.13310383,0.00000000,0.14022359,0.17437099
-5.81990995,0.47079013,0.14589546,0.09773576,0.00013043,0.10439396,0.12186348,0.00000000,0.12942007,0.16815414
-5.81390695,0.44848923,0.13428879,0.09491365,0.00011479,0.10126585,0.11179370,0.00000000,0.11951858,0.16160331
-5.80790395,0.42785661,0.12437910,0.09296728,0.00010156,0.09775434,0.10291797,0.00000000,0.11056972,0.15476863
-5.80190095,0.40895970,0.11615354,0.09188594,0.00009047,0.09389677,0.09524029,0.00000000,0.10260270,0.14770365
-5.79589795,0.39184032,0.10957434,0.09164806,0.00008129,0.08973546,0.08874513,0.00000000,0.09562584,0.14046440
-5.78989495,0.37651227,0.10457916,0.09221986,0.00007384,0.08531682,0.08339797,0.00000000,0.08962756,0.13310842
-5.78389195,0.36295991,0.10108217,0.09355443,0.00006793,0.08069048,0.07914644,0.00000000,0.08457791,0.12569384
-5.77788894,0.35113778,0.09897584,0.09559134,0.00006340,0.07590831,0.07592189,0.00000000,0.08043042,0.11827834
-5.77188594,0.34097121,0.09813334,0.09825685,0.00006011,0.07102338,0.07364135,0.00000000,0.07712419,0.11091827
-5.76588294,0.33235797,0.09841146,0.10146462,0.00005793,0.06608897,0.07220985,0.00000000,0.07458626,0.10366770
-5.75987994,0.32517078,0.09965394,0.10511708,0.00005674,0.06115756,0.07152291,0.00000000,0.07273408,0.09657754
-5.75387694,0.31926086,0.10169516,0.10910735,0.00005643,0.05627989,0.07146922,0.00000000,0.07147798,0.08969483
-5.74787394,0.31446232,0.10436411,0.11332163,0.00005693,0.05150409,0.07193345,0.00000000,0.07072384,0.08306209
-5.74187094,0.31059748,0.10748858,0.11764222,0.00005817,0.04687501,0.07279912,0.00000000,0.07037556,0.07671682
-5.73586793,0.30748295,0.11089942,0.12195086,0.00006010,0.04243363,0.07395144,0.00000000,0.07033765,0.07069128
-5.72986493,0.30493635,0.11443486,0.12613247,0.00006271,0.03821668,0.07528012,0.00000000,0.07051767,0.06501237
-5.72386193,0.30278355,0.11794477,0.13007910,0.00006602,0.03425645,0.07668213,0.00000000,0.07082855,0.05970184
-5.71785893,0.30086629,0.12129470,0.13369391,0.00007007,0.03058078,0.07806421,0.00000000,0.07119082,0.05477666
-5.71185593,0.29904971,0.12436972,0.13689518,0.00007498,0.02721330,0.07934529,0.00000000,0.07153465,0.05024961
-5.70585293,0.29722982,0.12707776,0.13961999,0.00008087,0.02417378,0.08045848,0.00000000,0.07180161,0.04613010
-5.69984992,0.29534037,0.12935253,0.14182763,0.00008796,0.02147869,0.08135289,0.00000000,0.07194621,0.04242507
-5.69384692,0.29335894,0.13115572,0.14350234,0.00009648,0.01914186,0.08199493,0.00000000,0.07193714,0.03914009
-5.68784392,0.29131190,0.13247856,0.14465542,0.00010675,0.01717526,0.08236920,0.00000000,0.07175811,0.03628049
-5.68184092,0.28927800,0.13334249,0.14532654,0.00011914,0.01558980,0.08247893,0.00000000,0.07140830,0.03385243
-5.67583792,0.28739032,0.13379902,0.14558407,0.00013410,0.01439624,0.08234583,0.00000000,0.07090248,0.03186410
-5.66983492,0.28583647,0.13392860,0.14552444,0.00015210,0.01360595,0.08200946,0.00000000,0.07027063,0.03032661
-5.66383192,0.28485676,0.13383861,0.14527048,0.00017371,0.01323172,0.08152601,0.00000000,0.06955715,0.02925499
-5.65782891,0.28474046,0.13366041,0.14496873,0.00019952,0.01328839,0.08096660,0.00000000,0.06881968,0.02866879
-5.65182591,0.28582009,0.13354561,0.14478576,0.00023018,0.01379348,0.08041507,0.00000000,0.06812760,0.02859269
-5.64582291,0.28846384,0.13366146,0.14490360,0.00026636,0.01476753,0.07996536,0.00000000,0.06756013,0.02905675
-5.63981991,0.29306633,0.13418571,0.14551437,0.00030876,0.01623437,0.07971853,0.00000000,0.06720417,0.03009657
-5.63381691,0.30003795,0.13530091,0.14681426,0.00035808,0.01822126,0.07977952,0.00000000,0.06715208,0.03175313
-5.62781391,0.30979310,0.13718843,0.14899710,0.00041498,0.02075877,0.08025371,0.00000000,0.06749915,0.03407256
-5.62181091,0.32273778,0.14002234,0.15224763,0.00048012,0.02388060,0.08124350,0.00000000,0.06834127,0.03710561
-5.61580790,0.33925680,0.14396341,0.15673473,0.00055409,0.02762321,0.08284488,0.00000000,0.06977247,0.04090715
-5.60980490,0.35970120,0.14915340,0.16260486,0.00063741,0.03202534,0.08514421,0.00000000,0.07188277,0.04553538
-5.60380190,0.38437640,0.15570993,0.16997598,0.00073051,0.03712749,0.08821533,0.00000000,0.07475618,0.05105114
-5.59779890,0.41353134,0.16372209,0.17893200,0.00083373,0.04297124,0.09211702,0.00000000,0.07846907,0.05751704
-5.59179590,0.44734920,0.17324705,0.18951829,0.00094730,0.04959858,0.09689108,0.00000000,0.08308882,0.06499665
-5.58579290,0.48594012,0.18430781,0.20173814,0.00107137,0.05705118,0.10256087,0.00000000,0.08867301,0.07355361
-5.57978989,0.52933612,0.19689228,0.21555055,0.00120596,0.06536966,0.10913067,0.00000000,0.09526890,0.08325084
-5.57378689,0.57748847,0.21095375,0.23086941,0.00135104,0.07459276,0.11658564,0.00000000,0.10291347,0.09414955
-5.56778389,0.63026773,0.22641284,0.24756417,0.00150653,0.08475653,0.12489259,0.00000000,0.11163375,0.10630837
-5.56178089,0.68746626,0.24316088,0.26546197,0.00167234,0.09589347,0.13400139,0.00000000,0.12144757,0.11978225
-5.55577789,0.74880325,0.26106465,0.28435130,0.00184841,0.10803146,0.14384713,0.00000000,0.13236461,0.13462126
-5.54977489,0.81393182,0.27997231,0.30398706,0.00203478,0.12119274,0.15435271,0.00000000,0.14438749,0.15086919
-5.54377189,0.88244779,0.29972027,0.32409682,0.00223164,0.13539252,0.16543209,0.00000000,0.15751311,0.16856182
-5.53776888,0.95389982,0.32014068,0.34438809,0.00243938,0.15063761,0.17699361,0.00000000,0.17173375,0.18772493
-5.53176588,1.02779991,0.34106926,0.36455635,0.00265867,0.16692460,0.18894361,0.00000000,0.18703806,0.20837189
-5.52576288,1.10363405,0.36235283,0.38429347,0.00289049,0.18423800,0.20118992,0.00000000,0.20341165,0.23050092
-5.51975988,1.18087207,0.38385639,0.40329624,0.00313620,0.20254805,0.21364506,0.00000000,0.22083728,0.25409195
-5.51375688,1.25897625,0.40546899,0.42127461,0.00339755,0.22180843,0.22622901,0.00000000,0.23929440,0.27910326
-5.50775388,1.33740819,0.42710823,0.43795932,0.00367666,0.24195383,0.23887134,0.00000000,0.25875816,0.30546786
-5.50175088,1.41563353,0.44872288,0.45310860,0.00397604,0.26289757,0.25151256,0.00000000,0.27919775,0.33308987
-5.49574787,1.49312442,0.47029331,0.46651369,0.00429851,0.28452940,0.26410455,0.00000000,0.30057407,0.36184110
-5.48974487,1.56935983,0.49182975,0.47800296,0.00464713,0.30671358,0.27661005,0.00000000,0.32283698,0.39155803
-5.48374187,1.64382381,0.51336803,0.48744457,0.00502509,0.32928759,0.28900132,0.00000000,0.34592207,0.42203940
-5.47773887,1.71600229,0.53496328,0.49474754,0.00543553,0.35206147,0.30125775,0.00000000,0.36974727,0.45304489
-5.47173587,1.78537903,0.55668151,0.49986138,0.00588144,0.37481815,0.31336295,0.00000000,0.39420954,0.48429489
-5.46573287,1.85143145,0.57858969,0.50277436,0.00636539,0.39731481,0.32530116,0.00000000,0.41918179,0.51547187
-5.45972986,1.91362723,0.60074480,0.50351061,0.00688938,0.41928556,0.33705345,0.00000000,0.44451042,0.54622327
-5.45372686,1.97142244,0.62318246,0.50212639,0.00745461,0.44044532,0.34859387,0.00000000,0.47001374,0.57616637
-5.44772386,2.02426208,0.64590592,0.49870567,0.00806126,0.46049505,0.35988591,0.00000000,0.49548151,0.60489481
-5.44172086,2.07158353,0.66887607,0.49335551,0.00870838,0.47912829,0.37087951,0.00000000,0.52067579,0.63198699
-5.43571786,2.11282342,0.69200324,0.48620137,0.00939364,0.49603867,0.38150889,0.00000000,0.54533335,0.65701599
-5.42971486,2.14742798,0.71514145,0.47738271,0.01011331,0.51092834,0.39169145,0.00000000,0.56916961,0.67956083
-5.42371186,2.17486679,0.73808556,0.46704902,0.01086219,0.52351701,0.40132795,0.00000000,0.59188418,0.69921861
-5.41770885,2.19464947,0.76057177,0.45535653,0.01163359,0.53355105,0.41030383,0.00000000,0.61316783,0.71561706
-5.41170585,2.20634451,0.78228166,0.44246554,0.01241944,0.54081249,0.41849208,0.00000000,0.63271076,0.72842702
-5.40570285,2.20959938,0.80284974,0.42853852,0.01321045,0.54512727,0.42575707,0.00000000,0.65021176,0.73737419
-5.39969985,2.20416068,0.82187416,0.41373882,0.01399631,0.54637248,0.43195965,0.00000000,0.66538807,0.74224966
-5.39369685,2.18989304,0.83893039,0.39822990,0.01476598,0.54448206,0.43696294,0.00000000,0.67798528,0.74291862
-5.38769385,2.16679559,0.85358698,0.38217502,0.01550801,0.53945078,0.44063857,0.00000000,0.68778695,0.73932675
-5.38169085,2.13501462,0.86542275,0.36573702,0.01621095,0.53133616,0.44287320,0.00000000,0.69462339,0.73150405
-5.37568784,2.09485154,0.87404455,0.34907821,0.01686370,0.52025807,0.44357462,0.00000000,0.69837919,0.71956568
-5.36968484,2.04676517,0.87910456,0.33236001,0.01745593,0.50639628,0.44267733,0.00000000,0.69899898,0.70370988
-5.36368184,1.99136794,0.88031625,0.31574231,0.01797844,0.48998572,0.44014712,0.00000000,0.69649113,0.68421283
-5.35767884,1.92941579,0.87746816,0.29938247,0.01842353,0.47130972,0.43598439,0.00000000,0.69092913,0.66142086
-5.35167584,1.86179188,0.87043473,0.28343369,0.01878523,0.45069171,0.43022589,0.00000000,0.68245045,0.63574005
-5.34567284,1.78948479,0.85918351,0.26804304,0.01905958,0.42848541,0.42294491,0.00000000,0.67125288,0.60762401
-5.33966983,1.71356191,0.84377858,0.25334894,0.01924467,0.40506425,0.41424975,0.00000000,0.65758850,0.57756007
-5.33366683,1.63513917,0.82437977,0.23947836,0.01934075,0.38081026,0.40428047,0.00000000,0.64175545,0.54605467
-5.32766383,1.55534859,0.80123791,0.22654376,0.01935012,0.35610310,0.39320425,0.00000000,0.62408781,0.51361851
-5.32166083,1.47530488,0.77468638,0.21464006,0.01927700,0.33130946,0.38120943,0.00000000,0.60494420,0.48075205
-5.31565783,1.39607277,0.74512936,0.20384170,0.01912727,0.30677351,0.36849859,0.00000000,0.58469542,0.44793207
-5.30965483,1.31863642,0.71302752,0.19420008,0.01890818,0.28280849,0.35528111,0.00000000,0.56371180,0.41559956
-5.30365183,1.24387232,0.67888190,0.18574155,0.01862798,0.25968995,0.34176540,0.00000000,0.54235089,0.38414964
-5.29764882,1.17252680,0.64321680,0.17846601,0.01829554,0.23765063,0.32815151,0.00000000,0.52094587,0.35392359
-5.29164582,1.10519904,0.60656255,0.17234646,0.01791994,0.21687726,0.31462417,0.00000000,0.49979549,0.32520330
-5.28564282,1.04233025,0.56943906,0.16732936,0.01751006,0.19750912,0.30134687,0.00000000,0.47915563,0.29820818
-5.27963982,0.98419923,0.53234078,0.16333599,0.01707427,0.17963843,0.28845710,0.00000000,0.45923321,0.27309446
-5.27363682,0.93092448,0.49572381,0.16026478,0.01662008,0.16331227,0.27606308,0.00000000,0.44018235,0.24995677
-5.26763382,0.88247240,0.45999568,0.15799450,0.01615394,0.14853595,0.26424204,0.00000000,0.42210310,0.22883174
-5.26163082,0.83867113,0.42550797,0.15638828,0.01568104,0.13527754,0.25304005,0.00000000,0.40504264,0.20970333
-5.25562781,0.79922914,0.39255217,0.15529830,0.01520525,0.12347322,0.24247352,0.00000000,0.38899886,0.19250949
-5.24962481,0.76375771,0.36135853,0.15457091,0.01472914,0.11303323,0.23253212,0.00000000,0.37392598,0.17714985
-5.24362181,0.73179609,0.33209793,0.15405214,0.01425401,0.10384810,0.22318283,0.00000000,0.35974191,0.16349399
-5.23761881,0.70283831,0.30488640,0.15359322,0.01378009,0.09579490,0.21437517,0.00000000,0.34633699,0.15138986
-5.23161581,0.67636032,0.27979188,0.15305603,0.01330669,0.08874326,0.20604702,0.00000000,0.33358356,0.14067222
-5.22561281,0.65184658,0.25684287,0.15231818,0.01283250,0.08256100,0.19813085,0.00000000,0.32134583,0.13117046
-5.21960980,0.62881482,0.23603828,0.15127765,0.01235578,0.07711910,0.19056005,0.00000000,0.30948980,0.12271594
-5.21360680,0.60683840,0.21735812,0.14985673,0.01187468,0.07229606,0.18327513,0.00000000,0.29789244,0.11514824
-5.20760380,0.58556541,0.20077450,0.14800521,0.01138746,0.06798139,0.17622929,0.00000000,0.28645014,0.10832059
-5.20160080,0.56473404,0.18626236,0.14570268,0.01089275,0.06407838,0.16939346,0.00000000,0.27508579,0.10210405
-5.19559780,0.54418401,0.17380964,0.14295997,0.01038968,0.06050599,0.16276039,0.00000000,0.26375438,0.09639071
-5.18959480,0.52386392,0.16342645,0.13981963,0.00987809,0.05720007,0.15634773,0.00000000,0.25244714,0.09109568
-5.18359180,0.50383449,0.15515294,0.13635554,0.00935856,0.05411379,0.15020012,0.00000000,0.24119385,0.08615817
-5.17758879,0.48426816,0.14906565,0.13267170,0.00883248,0.05121757,0.14439015,0.00000000,0.23006366,0.08154160
-5.17158579,0.46544506,0.14528208,0.12890026,0.00830203,0.04849842,0.13901825,0.00000000,0.21916430,0.07723296
-5.16558279,0.44774611,0.14396337,0.12519889,0.00777010,0.04595892,0.13421158,0.00000000,0.20864001,0.07324144
-5.15957979,0.43164339,0.14531505,0.12174760,0.00724022,0.04361588,0.13012204,0.00000000,0.19866817,0.06959667
-5.15357679,0.41768845,0.14958557,0.11874510,0.00671640,0.04149881,0.12692332,0.00000000,0.18945511,0.06634648
-5.14757379,0.40649890,0.15706280,0.11640475,0.00620302,0.03964821,0.12480728,0.00000000,0.18123106,0.06355440
-5.14157079,0.39874370,0.16806826,0.11495030,0.00570463,0.03811391,0.12397967,0.00000000,0.17424453,0.06129711
-5.13556778,0.39512735,0.18294928,0.11461127,0.00522582,0.03695325,0.12465521,0.00000000,0.16875640,0.05966166
-5.12956478,0.39637346,0.20206896,0.11561831,0.00477106,0.03622940,0.12705234,0.00000000,0.16503361,0.05874284
-5.12356178,0.40320760,0.22579420,0.11819823,0.00434459,0.03600966,0.13138736,0.00000000,0.16334287,0.05864044
-5.11755878,0.41633979,0.25448176,0.12256905,0.00395023,0.03636382,0.13786844,0.00000000,0.16394413,0.05945665
-5.11155578,0.43644657,0.28846288,0.12893485,0.00359139,0.03736248,0.14668928,0.00000000,0.16708418,0.06129344
-5.10555278,0.46415291,0.32802653,0.13748062,0.00327091,0.03907548,0.15802272,0.00000000,0.17299015,0.06425005
-5.09954977,0.50001393,0.37340195,0.14836707,0.00299104,0.04157021,0.17201424,0.00000000,0.18186312,0.06842046
-5.09354677,0.54449679,0.42474088,0.16172544,0.00275345,0.04490992,0.18877564,0.00000000,0.19387177,0.07389089
-5.08754377,0.59796283,0.48210025,0.17765252,0.00255915,0.04915196,0.20837907,0.00000000,0.20914626,0.08073736
-5.08154077,0.66065055,0.54542601,0.19620590,0.00240857,0.05434598,0.23085140,0.00000000,0.22777225,0.08902321
-5.07553777,0.73265965,0.61453893,0.21739963,0.00230151,0.06053203,0.25616943,0.00000000,0.24978536,0.09879675
-5.06953477,0.81393684,0.68912316,0.24120046,0.00223722,0.06773867,0.28425597,0.00000000,0.27516617,0.11008893
-5.06353177,0.90426401,0.76871838,0.26752491,0.00221440,0.07598109,0.31497708,0.00000000,0.30383589,0.12291117
-5.05752876,1.00324935,0.85271633,0.29623722,0.00223124,0.08525923,0.34814071,0.00000000,0.33565306,0.13725346
-5.05152576,1.11032209,0.94036218,0.32714861,0.00228548,0.09555617,0.38349688,0.00000000,0.37041146,0.15308265
-5.04552276,1.22473157,1.03076139,0.36001769,0.00237441,0.10683662,0.42073965,0.00000000,0.40783936,0.17034125
-5.03951976,1.34555089,1.12289208,0.39455250,0.00249495,0.11904584,0.45951082,0.00000000,0.44760054,0.18894656
-5.03351676,1.47168578,1.21562306,0.43041394,0.00264365,0.13210882,0.49940543,0.00000000,0.48929700,0.20879045
-5.02751376,1.60188856,1.30773705,0.46722084,0.00281676,0.14593014,0.53997907,0.00000000,0.53247368,0.22973971
-5.02151076,1.73477730,1.39795849,0.50455645,0.00301029,0.16039423,0.58075668,0.00000000,0.57662507,0.25163701
-5.01550775,1.86885977,1.48498519,0.54197628,0.00322003,0.17536635,0.62124265,0.00000000,0.62120368,0.27430261
-5.00950475,2.00256163,1.56752252,0.57901707,0.00344159,0.19069418,0.66093196,0.00000000,0.66563030,0.29753671
-5.00350175,2.13425803,1.64431884,0.61520657,0.00367053,0.20621009,0.69932178,0.00000000,0.70930564,0.32112236
-4.99749875,2.26230764,1.71420078,0.65007391,0.00390236,0.22173399,0.73592327,0.00000000,0.75162312,0.34482907
-4.99149575,2.38508796,1.77610676,0.68315997,0.00413264,0.23707684,0.77027300,0.00000000,0.79198241,0.36841671
-4.98549275,2.50103062,1.82911734,0.71402767,0.00435703,0.25204452,0.80194356,0.00000000,0.82980309,0.39163993
-4.97948974,2.60865552,1.87248099,0.74227148,0.00457140,0.26644214,0.83055300,0.00000000,0.86453820,0.41425269
-4.97348674,2.70660243,1.90563413,0.76752607,0.00477185,0.28007856,0.85577257,0.00000000,0.89568686,0.43601287
-4.96748374,2.79365911,1.92821463,0.78947360,0.00495482,0.29277096,0.87733271,0.00000000,0.92280580,0.45668686
-4.96148074,2.86878499,1.94006814,0.80784964,0.00511715,0.30434929,0.89502699,0.00000000,0.94551917,0.47605388
-4.95547774,2.93112969,1.94124718,0.82244728,0.00525609,0.31466052,0.90871386,0.00000000,0.96352638,0.49391002
-4.94947474,2.98004600,1.93200302,0.83311966,0.00536938,0.32357237,0.91831645,0.00000000,0.97660768,0.51007177
-4.94347174,3.01509719,1.91277110,0.83978072,0.00545528,0.33097660,0.92382039,0.00000000,0.98462742,0.52437901
-4.93746873,3.03605863,1.88415074,0.84240446,0.00551257,0.33679147,0.92527002,0.00000000,0.98753488,0.53669753
-4.93146573,3.04291428,1.84688022,0.84102263,0.00554056,0.34096359,0.92276317,0.00000000,0.98536280,0.54692072
-4.92546273,3.03584842,1.80180871,0.83572142,0.00553909,0.34346887,0.91644502,0.00000000,0.97822377,0.55497080
-4.91945973,3.01523340,1.74986629,0.82663700,0.00550850,0.34431262,0.90650131,0.00000000,0.96630475,0.56079933
-4.91345673,2.98161420,1.69203357,0.81395056,0.00544963,0.34352893,0.89315126,0.00000000,0.94986004,0.56438721
-4.90745373,2.93569072,1.62931220,0.79788282,0.00536371,0.34117921,0.87664066,0.00000000,0.92920307,0.56574408
-4.90145073,2.87829839,1.56269757,0.77868841,0.00525242,0.33735011,0.85723532,0.00000000,0.90469738,0.56490738
-4.89544772,2.81038822,1.49315459,0.75665023,0.00511775,0.33215091,0.83521506,0.00000000,0.87674713,0.56194096
-4.88944472,2.73300656,1.42159733,0.73207407,0.00496201,0.32571045,0.81086862,0.00000000,0.84578760,0.55693341
-4.88344172,2.64727546,1.34887304,0.70528337,0.00478774,0.31817379,0.78448923,0.00000000,0.81227583,0.54999622
-4.87743872,2.55437381,1.27575071,0.67661445,0.00459771,0.30969879,0.75637122,0.00000000,0.77668176,0.54126181
-4.87143572,2.45551962,1.20291413,0.64641202,0.00439481,0.30045261,0.72680724,0.00000000,0.73948007,0.53088143
-4.86543272,2.35195357,1.13095918,0.61502499,0.00418209,0.29060844,0.69608634,0.00000000,0.70114276,0.51902314
-4.85942971,2.24492397,1.06039486,0.58280264,0.00396265,0.28034243,0.66449246,0.00000000,0.66213272,0.50586976
-4.85342671,2.13567295,0.99164755,0.55009097,0.00373969,0.26983092,0.63230346,0.00000000,0.62289810,0.49161691
-4.84742371,2.02542393,0.92506767,0.51722923,0.00351642,0.25924808,0.59979028,0.00000000,0.58386774,0.47647115
-4.84142071,1.91537024,0.86093821,0.48454659,0.00329606,0.24876402,0.56721629,0.00000000,0.54544737,0.46064818
-4.83541771,1.80666474,0.79948428,0.45235894,0.00308187,0.23854317,0.53483660,0.00000000,0.50801665,0.44437112
-4.82941471,1.70041039,0.74088322,0.42096576,0.00287707,0.22874324,0.50289731,0.00000000,0.47192703,0.42786889
-4.82341171,1.59765169,0.68527448,0.39064714,0.00268491,0.21951434,0.47163461,0.00000000,0.43750014,0.41137456
-4.81740870,1.49936696,0.63276908,0.36166099,0.00250862,0.21099851,0.44127370,0.00000000,0.40502687,0.39512377
-4.81140570,1.40646132,0.58345810,0.33424041,0.00235138,0.20332941,0.41202762,0.00000000,0.37476688,0.37935309
-4.80540270,1.31976065,0.53742001,0.30859149,0.00221640,0.19663214,0.38409595,0.00000000,0.34694852,0.36429826
-4.79939970,1.24000618,0.49472678,0.28489130,0.00210683,0.19102310,0.35766342,0.00000000,0.32176909,0.35019241
-4.79339670,1.16785009,0.45544854,0.26328653,0.00202577,0.18660983,0.33289862,0.00000000,0.29939537,0.33726407
-4.78739370,1.10385183,0.41965697,0.24389245,0.00197625,0.18349074,0.30995268,0.00000000,0.27996427,0.32573501
-4.78139070,1.04847539,0.38742731,0.22679251,0.00196123,0.18175474,0.28895813,0.00000000,0.26358365,0.31581787
-4.77538769,1.00208733,0.35883913,0.21203846,0.00198348,0.18148057,0.27002789,0.00000000,0.25033312,0.30771362
-4.76938469,0.96495558,0.33397595,0.19965105,0.00204560,0.18273599,0.25325448,0.00000000,0.24026478,0.30160870
-4.76338169,0.93724895,0.31292382,0.18962116,0.00214992,0.18557673,0.23870940,0.00000000,0.23340395,0.29767204
-4.75737869,0.91903725,0.29576890,0.18191149,0.00229845,0.19004517,0.22644269,0.00000000,0.22974953,0.29605177
-4.75137569,0.91029176,0.28259413,0.17645857,0.00249275,0.19616883,0.21648265,0.00000000,0.22927440,0.29687182
-4.74537269,0.91088624,0.27347512,0.17317510,0.00273387,0.20395870,0.20883577,0.00000000,0.23192531,0.30022832
-4.73936968,0.92059801,0.26847540,0.17195242,0.00302224,0.21340745,0.20348662,0.00000000,0.23762274,0.30618604
-4.73336668,0.93910931,0.26764092,0.17266323,0.00335758,0.22448752,0.20039795,0.00000000,0.24626037,0.31477470
-4.72736368,0.96600881,0.27099422,0.17516414,0.00373879,0.23714927,0.19951070,0.00000000,0.25770449,0.32598553
-4.72136068,1.00079321,0.27852818,0.17929829,0.00416386,0.25131925,0.20074418,0.00000000,0.27179322,0.33976804
-4.71535768,1.04286918,0.29019967,0.18489779,0.00462983,0.26689863,0.20399610,0.00000000,0.28833587,0.35602716
-4.70935468,1.09155568,0.30592331,0.19178597,0.00513270,0.28376197,0.20914286,0.00000000,0.30711240,0.37462105
-4.70335168,1.14608696,0.32556560,0.19977945,0.00566746,0.30175646,0.21603973,0.00000000,0.32787332,0.39535959
-4.69734867,1.20561650,0.34893965,0.20869005,0.00622809,0.32070166,0.22452135,0.00000000,0.35034003,0.41800390
-4.69134567,1.26922226,0.37580104,0.21832642,0.00680762,0.34039003,0.23440238,0.00000000,0.37420606,0.44226700
-4.68534267,1.33591360,0.40584489,0.22849569,0.00739822,0.36058820,0.24547849,0.00000000,0.39913908,0.46781575
-4.67933967,1.40464024,0.43870467,0.23900496,0.00799138,0.38103921,0.25752779,0.00000000,0.42478414,0.49427437
-4.67333667,1.47430352,0.47395299,0.24966275,0.00857809,0.40146574,0.27031276,0.00000000,0.45076794,0.52122945
-4.66733367,1.54377034,0.51110454,0.26028066,0.00914904,0.42157431,0.28358276,0.00000000,0.47670452,0.54823668
-4.66133067,1.61188969,0.54962153,0.27067498,0.00969495,0.44106065,0.29707717,0.00000000,0.50220205,0.57482910
-4.65532766,1.67751197,0.58892148,0.28066862,0.01020679,0.45961588,0.31052924,0.00000000,0.52687083,0.60052693
-4.64932466,1.73951060,0.62838755,0.29009317,0.01067617,0.47693364,0.32367052,0.00000000,0.55033223,0.62484863
-4.64332166,1.79680585,0.66738105,0.29879117,0.01109560,0.49271787,0.33623590,0.00000000,0.57222832,0.64732301
