energy_ev,total_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.83191596,11.13211195,4.21981343,4.87819027,0.08136530,4.08854237,1.62937837,0.00000000
-5.82591296,11.15490877,4.21276226,4.90595058,0.08459274,4.09781077,1.62528948,0.00000000
-5.81990995,11.15271599,4.20631207,4.92627922,0.08815503,4.09032157,1.62549595,0.00000000
-5.81390695,11.12594131,4.20063306,4.93917532,0.09201356,4.06632721,1.62991719,0.00000000
-5.80790395,11.07523661,4.19574909,4.94465250,0.09612073,4.02635960,1.63829269,0.00000000
-5.80190095,11.00147227,4.19154088,4.94273248,0.10042070,3.97121093,1.65018973,0.00000000
-5.79589795,10.90570605,4.18775477,4.93343953,0.10485043,3.90190663,1.66501720,0.00000000
-5.78989495,10.78914928,4.18401712,4.91679654,0.10934092,3.81967202,1.68204531,0.00000000
-5.78389195,10.65313275,4.17985427,4.89282366,0.11381875,3.72589444,1.70043030,0.00000000
-5.77788894,10.49907492,4.17471751,4.86153986,0.11820777,3.62208281,1.71924351,0.00000000
-5.77188594,10.32845450,4.16801236,4.82296806,0.12243097,3.50982646,1.73750363,0.00000000
-5.76588294,10.14278913,4.15913139,4.77714378,0.12641239,3.39075515,1.75421097,0.00000000
-5.75987994,9.94362104,4.14748902,4.72412697,0.13007916,3.26650184,1.76838241,0.00000000
-5.75387694,9.73250989,4.13255708,4.66401659,0.13336334,3.13866936,1.77908561,0.00000000
-5.74787394,9.51103225,4.11389937,4.59696689,0.13620376,3.00880202,1.78547123,0.00000000
-5.74187094,9.28078645,4.09120359,4.52320416,0.13854759,2.87836247,1.78680174,0.00000000
-5.73586793,9.04340096,4.06430884,4.44304284,0.14035165,2.74871418,1.78247583,0.00000000
-5.72986493,8.80054415,4.03322713,4.35689931,0.14158347,2.62110899,1.77204737,0.00000000
-5.72386193,8.55393303,3.99815771,4.26530227,0.14222189,2.49667941,1.75523833,0.00000000
-5.71785893,8.30533869,3.95949286,4.16889834,0.14225741,2.37643491,1.73194527,0.00000000
-5.71185593,8.05658634,3.91781480,4.06845213,0.14169206,2.26126117,1.70223931,0.00000000
-5.70585293,7.80954864,3.87388343,3.96484020,0.14053901,2.15192167,1.66635987,0.00000000
-5.69984992,7.56613113,3.82861514,3.85903868,0.13882184,2.04906048,1.62470255,0.00000000
-5.69384692,7.32824977,3.78305363,3.75210506,0.13657347,1.95320575,1.57780224,0.00000000
-5.68784392,7.09780106,3.73833396,3.64515466,0.13383505,1.86477325,1.52631209,0.00000000
-5.68184092,6.87662614,3.69564147,3.53933305,0.13065453,1.78406956,1.47097971,0.00000000
-5.67583792,6.66647054,3.65616757,3.43578570,0.12708526,1.71129497,1.41262172,0.00000000
-5.66983492,6.46894220,3.62106458,3.33562661,0.12318461,1.64654592,1.35209780,0.00000000
-5.66383192,6.28547029,3.59140192,3.23990753,0.11901253,1.58981748,1.29028548,0.00000000
-5.65782891,6.11726763,3.56812574,3.14958957,0.11463029,1.54100604,1.22805660,0.00000000
-5.65182591,5.96529944,3.55202423,3.06551871,0.11009937,1.49991286,1.16625636,0.00000000
-5.64582291,5.83026057,3.54370007,2.98840666,0.10548042,1.46624883,1.10568556,0.00000000
-5.63981991,5.71256343,3.54355170,2.91881808,0.10083244,1.43964100,1.04708654,0.00000000
-5.63381691,5.61233748,3.55176400,2.85716474,0.09621216,1.41964112,0.99113292,0.00000000
-5.62781391,5.52944117,3.56830904,2.80370714,0.09167352,1.40573645,0.93842325,0.00000000
-5.62181091,5.46348591,3.59295646,2.75856307,0.08726727,1.39736298,0.88947834,0.00000000
-5.61580790,5.41387122,3.62529308,2.72172293,0.08304077,1.39392065,0.84474189,0.00000000
-5.60980490,5.37982930,3.66475042,2.69307043,0.07903783,1.39479046,0.80458395,0.00000000
-5.60380190,5.36047683,3.71063855,2.67240783,0.07529858,1.39935281,0.76930656,0.00000000
-5.59779890,5.35487102,3.76218437,2.65948373,0.07185942,1.40700634,0.73915109,0.00000000
-5.59179590,5.36206690,3.81857220,2.65402211,0.06875302,1.41718651,0.71430635,0.00000000
-5.58579290,5.38117246,3.87898426,2.65575049,0.06600825,1.42938297,0.69491698,0.00000000
-5.57978989,5.41139816,3.94263874,2.66442565,0.06365010,1.44315474,0.68109150,0.00000000
-5.57378689,5.45209771,4.00882334,2.67985502,0.06169965,1.45814252,0.67290924,0.00000000
-5.56778389,5.50279727,4.07692216,2.70191239,0.06017393,1.47407695,0.67042586,0.00000000
-5.56178089,5.56321064,4.14643428,2.73054655,0.05908572,1.49078261,0.67367696,0.00000000
-5.55577789,5.63323879,4.21698288,2.76578201,0.05844341,1.50817692,0.68267939,0.00000000
-5.54977489,5.71295282,4.28831400,2.80771131,0.05825072,1.52626405,0.69743025,0.00000000
-5.54377189,5.80256038,4.36028484,2.85647868,0.05850642,1.54512358,0.71790341,0.00000000
-5.53776888,5.90235629,4.43284200,2.91225570,0.05920406,1.56489451,0.74404363,0.00000000
-5.53176588,6.01265930,4.50599061,2.97520961,0.06033159,1.58575503,0.77575861,0.00000000
-5.52576288,6.13373786,4.57975600,3.04546569,0.06187115,1.60789902,0.81290926,0.00000000
-5.51975988,6.26572817,4.65413987,3.12306561,0.06379868,1.63151034,0.85529875,0.00000000
-5.51375688,6.40854916,4.72907372,3.20792369,0.06608377,1.65673619,0.90266101,0.00000000
-5.50775388,6.56181895,4.80437219,3.29978379,0.06868948,1.68366094,0.95464937,0.00000000
-5.50175088,6.72477802,4.87968948,3.39817918,0.07157233,1.71228195,1.01082627,0.00000000
-5.49574787,6.89622423,4.95448185,3.50239839,0.07468244,1.74248876,1.07065481,0.00000000
-5.48974487,7.07446452,5.02797917,3.61145937,0.07796382,1.77404700,1.13349314,0.00000000
-5.48374187,7.25728769,5.09916795,3.72409442,0.08135497,1.80658823,1.19859231,0.00000000
-5.47773887,7.44196172,5.16678806,3.83874789,0.08478959,1.83960659,1.26509845,0.00000000
-5.47173587,7.62525804,5.22934441,3.95358789,0.08819761,1.87246284,1.33205976,0.00000000
-5.46573287,7.80350377,5.28513412,4.06653287,0.09150653,1.90439600,1.39843851,0.00000000
-5.45972986,7.97266155,5.33228897,4.17529295,0.09464285,1.93454250,1.46312824,0.00000000
-5.45372686,8.12843500,5.36883182,4.27742519,0.09753383,1.96196205,1.52497584,0.00000000
-5.44772386,8.26639620,5.39274494,4.37040100,0.10010934,1.98566952,1.58280801,0.00000000
-5.44172086,8.38213045,5.40204729,4.45168350,0.10230380,2.00467126,1.63546125,0.00000000
-5.43571786,8.47139209,5.39487711,4.51881138,0.10405821,2.01800437,1.68181435,0.00000000
-5.42971486,8.53026440,5.36957593,4.56948590,0.10532202,2.02477707,1.72082200,0.00000000
-5.42371186,8.55531615,5.32476953,4.60165691,0.10605495,2.02420823,1.75154823,0.00000000
-5.41770885,8.54374709,5.25944167,4.61360385,0.10622849,2.01566412,1.77319799,0.00000000
-5.41170585,8.49351525,5.17299658,4.60400781,0.10582718,1.99869057,1.78514553,0.00000000
-5.40570285,8.40343952,5.06530678,4.57201092,0.10484944,1.97303898,1.78695813,0.00000000
-5.39969985,8.27327214,4.93674340,4.51726019,0.10330803,1.93868477,1.77841398,0.00000000
-5.39369685,8.10373737,4.78818735,4.43993339,0.10123002,1.89583740,1.75951328,0.00000000
-5.38769385,7.89653413,4.62102051,4.34074559,0.09865628,1.84494158,1.73048196,0.00000000
-5.38169085,7.65430238,4.43709709,4.22093599,0.09564057,1.78666930,1.69176776,0.00000000
-5.37568784,7.38055456,4.23869678,4.08223551,0.09224811,1.72190347,1.64402874,0.00000000
-5.36968484,7.07957548,4.02846169,3.92681666,0.08855390,1.65171358,1.58811479,0.00000000
-5.36368184,6.75629531,3.80932028,3.75722808,0.08464061,1.57732482,1.52504287,0.00000000
-5.35767884,6.41614138,3.58440187,3.57631668,0.08059632,1.50008183,1.45596716,0.00000000
-5.35167584,6.06487560,3.35694569,3.38714106,0.07651213,1.42140890,1.38214529,0.00000000
-5.34567284,5.70842467,3.13020864,3.19287989,0.07247967,1.34276810,1.30490237,0.00000000
-5.33966983,5.35270992,2.90737563,2.99673933,0.06858866,1.26561717,1.22559402,0.00000000
-5.33366683,5.00348379,2.69147609,2.80186308,0.06492466,1.19136876,1.14557009,0.00000000
-5.32766383,4.66617887,2.48530986,2.61124878,0.06156689,1.12135227,1.06614042,0.00000000
-5.32166083,4.34577466,2.29138461,2.42767344,0.05858641,1.05677986,0.98854383,0.00000000
-5.31565783,4.04668600,2.11186682,2.25363052,0.05604449,0.99871718,0.91392128,0.00000000
-5.30965483,3.77267586,1.94854685,2.09128026,0.05399140,0.94805988,0.84329417,0.00000000
-5.30365183,3.52679407,1.80281847,1.94241429,0.05246543,0.90551606,0.77754803,0.00000000
-5.29764882,3.31134226,1.67567232,1.80843491,0.05149236,0.87159494,0.71742194,0.00000000
-5.29164582,3.12786407,1.56770208,1.69034856,0.05108517,0.84660168,0.66350370,0.00000000
-5.28564282,2.97715912,1.47912186,1.58877288,0.05124410,0.83063801,0.61623044,0.00000000
-5.27963982,2.85931816,1.40979291,1.50395573,0.05195704,0.82360837,0.57589415,0.00000000
-5.27363682,2.77377634,1.35925761,1.43580470,0.05320015,0.82523082,0.54265170,0.00000000
-5.26763382,2.71938144,1.32677851,1.38392510,0.05493869,0.83505228,0.51653848,0.00000000
-5.26163082,2.69447331,1.31138045,1.34766431,0.05712815,0.85246733,0.49748489,0.00000000
-5.25562781,2.69697116,1.31189388,1.32616042,0.05971546,0.87673983,0.48533483,0.00000000
-5.24962481,2.72446514,1.32699748,1.31839307,0.06264040,0.90702668,0.47986537,0.00000000
-5.24362181,2.77430902,1.35525888,1.32323444,0.06583709,0.94240301,0.48080659,0.00000000
-5.23761881,2.84371098,1.39517228,1.33949866,0.06923554,0.98188802,0.48786091,0.00000000
-5.23161581,2.92981990,1.44519213,1.36598785,0.07276327,1.02447092,0.50072107,0.00000000
-5.22561281,3.02980478,1.50376235,1.40153349,0.07634694,1.06913618,0.51908601,0.00000000
-5.21960980,3.14092545,1.56934095,1.44503190,0.07991386,1.11488758,0.54267404,0.00000000
-5.21360680,3.26059298,1.64042002,1.49547281,0.08339354,1.16077049,0.57123290,0.00000000
-5.20760380,3.38641871,1.71554134,1.55196054,0.08671911,1.20589179,0.60454606,0.00000000
-5.20160080,3.51625110,1.79330810,1.61372722,0.08982855,1.24943716,0.64243530,0.00000000
-5.19559780,3.64820030,1.87239328,1.68013811,0.09266585,1.29068531,0.68475921,0.00000000
-5.18959480,3.78065031,1.95154537,1.75068906,0.09518199,1.32901889,0.73140788,0.00000000
-5.18359180,3.91225956,2.02959227,1.82499676,0.09733565,1.36393206,0.78229393,0.00000000
-5.17758879,4.04195065,2.10544403,1.90278233,0.09909381,1.39503470,0.83734032,0.00000000
-5.17158579,4.16889086,2.17809523,1.98384952,0.10043215,1.42205326,0.89646571,0.00000000
-5.16558279,4.29246488,2.24662778,2.06805849,0.10133520,1.44482863,0.95956795,0.00000000
-5.15957979,4.41224193,2.31021446,2.15529697,0.10179635,1.46331131,1.02650683,0.00000000
-5.15357679,4.52793927,2.36812404,2.24545001,0.10181767,1.47755419,1.09708709,0.00000000
-5.14757379,4.63938452,2.41972783,2.33837037,0.10140962,1.48770353,1.17104269,0.00000000
-5.14157079,4.74647888,2.46450816,2.43385094,0.10059055,1.49398862,1.24802363,0.00000000
-5.13556778,4.84916343,2.50206840,2.53160101,0.09938615,1.49671045,1.32758621,0.00000000
-5.12956478,4.94739039,2.53214440,2.63122768,0.09782877,1.49623010,1.40918767,0.00000000
-5.12356178,5.04110082,2.55461692,2.73222369,0.09595669,1.49295701,1.49218602,0.00000000
-5.11755878,5.13020986,2.56952429,2.83396260,0.09381325,1.48733769,1.57584541,0.00000000
-5.11155578,5.21460013,2.57707481,2.93570173,0.09144603,1.47984493,1.65934729,0.00000000
-5.10555278,5.29412344,2.57765791,3.03659313,0.08890586,1.47096787,1.74180730,0.00000000
-5.09954977,5.36861032,2.57185338,3.13570211,0.08624591,1.46120290,1.82229729,0.00000000
-5.09354677,5.43788656,2.56043789,3.23203283,0.08352067,1.45104549,1.89987181,0.00000000
-5.08754377,5.50179548,2.54438809,3.32455977,0.08078492,1.44098289,1.97359802,0.00000000
-5.08154077,5.56022444,2.52487972,3.41226365,0.07809269,1.43148771,2.04258780,0.00000000
-5.07553777,5.61313375,2.50328227,3.49417040,0.07549627,1.42301227,2.10603059,0.00000000
-5.06953477,5.66058625,2.48114909,3.56939128,0.07304513,1.41598370,2.16322549,0.00000000
-5.06353177,5.70277576,2.46020272,3.63716246,0.07078499,1.41079978,2.21361117,0.00000000
-5.05752876,5.74005292,2.44231557,3.69688237,0.06875690,1.40782557,2.25679226,0.00000000
-5.05152576,5.77294690,2.42948638,3.74814530,0.06699644,1.40739080,2.29256093,0.00000000
-5.04552276,5.80218204,2.42381261,3.79076982,0.06553299,1.40978822,2.32091266,0.00000000
-5.03951976,5.82868873,2.42745936,3.82482118,0.06438924,1.41527288,2.34205571,0.00000000
-5.03351676,5.85360796,2.44262529,3.85062664,0.06358082,1.42406263,2.35641353,0.00000000
-5.02751376,5.87828948,2.47150614,3.86878353,0.06311611,1.43633963,2.36462043,0.00000000
-5.02151076,5.90428365,2.51625618,3.88015965,0.06299634,1.45225321,2.36751030,0.00000000
-5.01550775,5.93332698,2.57894817,3.88588609,0.06321583,1.47192370,2.36609915,0.00000000
-5.00950475,5.96732179,2.66153219,3.88734262,0.06376250,1.49544724,2.36156188,0.00000000
-5.00350175,6.00831000,2.76579367,3.88613596,0.06461857,1.52290124,2.35520413,0.00000000
-4.99749875,6.05844127,2.89331093,3.88407130,0.06576138,1.55435003,2.34843022,0.00000000
-4.99149575,6.11993546,3.04541259,3.88311733,0.06716446,1.58985029,2.34270782,0.00000000
-4.98549275,6.19503933,3.22313527,3.88536534,0.06879855,1.62945562,2.33953063,0.00000000
-4.97948974,6.28597749,3.42718206,3.89298266,0.07063279,1.67321959,2.34037955,0.00000000
-4.97348674,6.39489738,3.65788237,3.90816096,0.07263580,1.72119687,2.34668350,0.00000000
-4.96748374,6.52380861,3.91515420,3.93305995,0.07477675,1.77344160,2.35978055,0.00000000
-4.96148074,6.67451690,4.19846977,3.96974717,0.07702630,1.83000283,2.38088007,0.00000000
-4.95547774,6.84855359,4.50682600,4.02013484,0.07935732,1.89091673,2.41102665,0.00000000
-4.94947474,7.04710194,4.83872123,4.08591500,0.08174552,1.95619542,2.45106671,0.00000000
-4.94347174,7.27092231,5.19214011,4.16849457,0.08416970,2.02581288,2.50161823,0.00000000
-4.93746873,7.52027863,5.56454827,4.26893209,0.08661192,2.09968829,2.56304478,0.00000000
-4.93146573,7.79486940,5.95289861,4.38787866,0.08905734,2.17766759,2.63543447,0.00000000
-4.92546273,8.09376677,6.35365090,4.52552535,0.09149384,2.25950442,2.71858473,0.00000000
-4.91945973,8.41536768,6.76280576,4.68156005,0.09391153,2.34484145,2.81199399,0.00000000
-4.91345673,8.75736092,7.17595414,4.85513630,0.09630205,2.43319366,2.91486074,0.00000000
-4.90745373,9.11671416,7.58834225,5.04485672,0.09865783,2.52393479,3.02609097,0.00000000
-4.90145073,9.48968390,7.99495181,5.24877349,0.10097125,2.61628846,3.14431427,0.00000000
-4.89544772,9.87185121,8.39059404,5.46440726,0.10323391,2.70932499,3.26790892,0.00000000
-4.88944472,10.25818452,8.77001564,5.68878570,0.10543591,2.80196510,3.39503572,0.00000000
-4.88344172,10.64312953,9.12801370,5.91850176,0.10756530,2.89299091,3.52368009,0.00000000
-4.87743872,11.02072520,9.45955616,6.14979060,0.10960771,2.98106466,3.65170147,0.00000000
-4.87143572,11.38474270,9.75990364,6.37862338,0.11154617,3.06475488,3.77688856,0.00000000
-4.86543272,11.72884330,10.02472805,6.60081486,0.11336110,3.14256947,3.89701861,0.00000000
-4.85942971,12.04674930,10.25022358,6.81214100,0.11503066,3.21299452,4.00991861,0.00000000
-4.85342671,12.33242173,10.43320526,7.00846181,0.11653114,3.27453758,4.11352597,0.00000000
-4.84742371,12.58023699,10.57119110,7.18584442,0.11783768,3.32577349,4.20594620,0.00000000
-4.84142071,12.78515508,10.66246407,7.34068097,0.11892505,3.36539091,4.28550505,0.00000000
-4.83541771,12.94287181,10.70611143,7.46979602,0.11976861,3.39223743,4.35079288,0.00000000
-4.82941471,13.04994796,10.70203946,7.57053856,0.12034525,3.40536113,4.40069917,0.00000000
-4.82341171,13.10390968,10.65096316,7.64085468,0.12063441,3.40404677,4.43443579,0.00000000
-4.81740870,13.10331563,10.55437145,7.67933759,0.12061899,3.38784489,4.45154794,0.00000000
-4.81140570,13.04778811,10.41446974,7.68525304,0.12028625,3.35659241,4.45191260,0.00000000
-4.80540270,12.93800731,10.23410246,7.65853969,0.11962850,3.31042389,4.43572482,0.00000000
-4.79939970,12.77566979,10.01665949,7.59978496,0.11864369,3.24977290,4.40347280,0.00000000
-4.79339670,12.56341402,9.76597059,7.51017856,0.11733577,3.17536366,4.35590366,0.00000000
-4.78739370,12.30471751,9.48619269,7.39144684,0.11571488,3.08819323,4.29398166,0.00000000
-4.78139070,12.00377123,9.18169491,7.24577206,0.11379738,2.98950535,4.21884171,0.00000000
-4.77538769,11.66533827,8.85694585,7.07570133,0.11160561,2.88075708,4.13174059,0.00000000
-4.76938469,11.29460367,8.51640754,6.88405045,0.10916755,2.76357985,4.03400859,0.00000000
-4.76338169,10.89702274,8.16443961,6.67380747,0.10651629,2.63973653,3.92700419,0.00000000
-4.75737869,10.47817458,7.80521644,6.44804093,0.10368942,2.51107654,3.81207378,0.00000000
-4.75137569,10.04362673,7.44265929,6.20981672,0.10072822,2.37949046,3.69051819,0.00000000
-4.74537269,9.59881569,7.08038427,5.96212680,0.09767692,2.24686601,3.56356721,0.00000000
-4.73936968,9.14894679,6.72166623,5.70783209,0.09458180,2.11504685,3.43236263,0.00000000
-4.73336668,8.69891534,6.36941771,5.44962048,0.09149035,1.98579527,3.29794970,0.00000000
-4.72736368,8.25324959,6.02618163,5.18998017,0.08845035,1.86075983,3.16127648,0.00000000
-4.72136068,7.81607474,5.69413549,4.93118720,0.08550907,1.74144854,3.02319984,0.00000000
-4.71535768,7.39109595,5.37510499,4.67530555,0.08271246,1.62920782,2.88449678,0.00000000
-4.70935468,6.98159750,5.07058447,4.42419708,0.08010440,1.52520748,2.74587926,0.00000000
-4.70335168,6.59045481,4.78176195,4.17953878,0.07772603,1.43043130,2.60801073,0.00000000
-4.69734867,6.22015535,4.50954642,3.94284397,0.07561516,1.34567294,2.47152267,0.00000000
-4.69134567,5.87282492,4.25459576,3.71548474,0.07380578,1.27153666,2.33702943,0.00000000
-4.68534267,5.55025587,4.01734368,3.49871283,0.07232767,1.20844213,2.20514021,0.00000000
-4.67933967,5.25393416,3.79802494,3.29367676,0.07120608,1.15663263,2.07646708,0.00000000
-4.67333667,4.98506321,3.59669806,3.10143361,0.07046156,1.11618595,1.95162848,0.00000000
-4.66733367,4.74458281,3.41326559,2.92295445,0.07010986,1.08702732,1.83124812,0.00000000
-4.66133067,4.53318231,3.24749195,2.75912299,0.07016197,1.06894363,1.71594938,0.00000000
-4.65532766,4.35130806,3.09901931,2.61072795,0.07062426,1.06159844,1.60634587,0.00000000
-4.64932466,4.19916554,2.96738192,2.47844978,0.07149861,1.06454721,1.50302873,0.00000000
-4.64332166,4.07671715,2.85201938,2.36284309,0.07278277,1.07725239,1.40655195,0.00000000
-4.63731866,3.98367720,2.75228939,2.26431650,0.07447062,1.09909793,1.31741651,0.00000000
-4.63131566,3.91950541,2.66748010,2.18311142,0.07655262,1.12940307,1.23605458,0.00000000
-4.62531266,3.88340089,2.59682242,2.11928186,0.07901608,1.16743517,1.16281472,0.00000000
-4.61930965,3.87429790,2.53950204,2.07267677,0.08184565,1.21242144,1.09794908,0.00000000
-4.61330665,3.89086506,2.49467128,2.04292661,0.08502357,1.26355969,1.04160317,0.00000000
-4.60730365,3.93150911,2.46146021,2.02943532,0.08853007,1.32002788,0.99380892,0.00000000
-4.60130065,3.99438419,2.43898694,2.03137877,0.09234353,1.38099283,0.95448115,0.00000000
-4.59529765,4.07740723,2.42636677,2.04771009,0.09644079,1.44561799,0.92341778,0.00000000
-4.58929465,4.17827979,2.42271976,2.07717227,0.10079718,1.51307054,0.90030355,0.00000000
-4.58329165,4.29451624,2.42717689,2.11831775,0.10538673,1.58252795,0.88471711,0.00000000
-4.57728864,4.42347801,2.43888453,2.16953456,0.11018213,1.65318417,0.87614113,0.00000000
-4.57128564,4.56241324,2.45700764,2.22907820,0.11515484,1.72425561,0.87397490,0.00000000
-4.56528264,4.70850093,2.48073179,2.29510808,0.12027507,1.79498704,0.87754901,0.00000000
-4.55927964,4.85889852,2.50926450,2.36572742,0.12551191,1.86465746,0.88614147,0.00000000
-4.55327664,5.01079149,2.54183641,2.43902511,0.13083334,1.93258596,0.89899475,0.00000000
-4.54727364,5.16144368,2.57770255,2.51311801,0.13620643,1.99813756,0.91533309,0.00000000
-4.54127064,5.30824659,2.61614434,2.58619228,0.14159752,2.06072889,0.93437969,0.00000000
-4.53526763,5.44876615,2.65647240,2.65654220,0.14697251,2.11983351,0.95537313,0.00000000
-4.52926463,5.58078536,2.69803038,2.72260520,0.15229716,2.17498668,0.97758263,0.00000000
-4.52326163,5.70234125,2.74019972,2.78299195,0.15753746,2.22578927,1.00032173,0.00000000
-4.51725863,5.81175470,2.78240504,2.83651037,0.16266007,2.27191064,1.02296004,0.00000000
-4.51125563,5.90765222,2.82411980,2.88218314,0.16763266,2.31309005,1.04493280,0.00000000
-4.50525263,5.98897852,2.86487147,2.91925795,0.17242434,2.34913654,1.06574795,0.00000000
-4.49924962,6.05499954,2.90424578,2.94721056,0.17700594,2.37992707,1.08499073,0.00000000
-4.49324662,6.10529580,2.94188916,2.96574074,0.18135034,2.40540280,1.10232562,0.00000000
-4.48724362,6.13974623,2.97750892,2.97476145,0.18543252,2.42556365,1.11749575,0.00000000
-4.48124062,6.15850334,3.01087050,2.97438215,0.18922972,2.44046110,1.13031979,0.00000000
-4.47523762,6.16196073,3.04179179,2.96488684,0.19272132,2.45018976,1.14068671,0.00000000
-4.46923462,6.15071436,3.07013415,2.94670827,0.19588868,2.45487776,1.14854849,0.00000000
-4.46323162,6.12551943,3.09579066,2.92039921,0.19871489,2.45467663,1.15391127,0.00000000
-4.45722861,6.08724469,3.11867199,2.88660229,0.20118442,2.44975099,1.15682539,0.00000000
-4.45122561,6.03682631,3.13869058,2.84601949,0.20328276,2.44026872,1.15737459,0.00000000
-4.44522261,5.97522325,3.15574429,2.79938272,0.20499601,2.42639200,1.15566509,0.00000000
-4.43921961,5.90337620,3.16970051,2.74742634,0.20631053,2.40826971,1.15181488,0.00000000
-4.43321661,5.82217164,3.18038195,2.69086282,0.20721265,2.38603168,1.14594377,0.00000000
-4.42721361,5.73241263,3.18755528,2.63036213,0.20768849,2.35978496,1.13816456,0.00000000
-4.42121061,5.63479728,3.19092366,2.56653549,0.20772385,2.32961243,1.12857574,0.00000000
-4.41520760,5.52990568,3.19012394,2.49992385,0.20730435,2.29557371,1.11725605,0.00000000
-4.40920460,5.41819538,3.18472926,2.43099112,0.20641567,2.25770834,1.10426102,0.00000000
-4.40320160,5.30000541,3.17425713,2.36012205,0.20504394,2.21604107,1.08962163,0.00000000
-4.39719860,5.17556805,3.15818301,2.28762453,0.20317635,2.17058890,1.07334507,0.00000000
-4.39119560,5.04502757,3.13595894,2.21373576,0.20080183,2.12136955,1.05541752,0.00000000
-4.38519260,4.90846447,3.10703633,2.13863166,0.19791188,2.06841073,1.03580871,0.00000000
-4.37918959,4.76592387,3.07089198,2.06243883,0.19450147,2.01175994,1.01447792,0.00000000
-4.37318659,4.61744630,3.02705595,1.98524835,0.19056988,1.95149404,0.99138113,0.00000000
-4.36718359,4.46309921,2.97513974,1.90713043,0.18612165,1.88772821,0.96647886,0.00000000
-4.36118059,4.30300751,2.91486348,1.82814934,0.18116730,1.82062380,0.93974421,0.00000000
-4.35517759,4.13738156,2.84608037,1.74837766,0.17572404,1.75039464,0.91117071,0.00000000
-4.34917459,3.96654123,2.76879731,1.66790938,0.16981625,1.67731148,0.88077948,0.00000000
-4.34317159,3.79093494,2.68319029,1.58687113,0.16347575,1.60170444,0.84862535,0.00000000
-4.33716858,3.61115278,2.58961390,1.50543127,0.15674186,1.52396314,0.81480163,0.00000000
-4.33116558,3.42793342,2.48860428,1.42380638,0.14966117,1.44453481,0.77944322,0.00000000
-4.32516258,3.24216443,2.38087545,1.34226514,0.14228713,1.36392020,0.74272797,0.00000000
-4.31915958,3.05487650,2.26730911,1.26112957,0.13467931,1.28266775,0.70487624,0.00000000
-4.31315658,2.86723198,2.14893853,1.18077376,0.12690254,1.20136613,0.66614869,0.00000000
-4.30715358,2.68050858,2.02692733,1.10162038,0.11902577,1.12063572,0.62684254,0.00000000
