energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.22901772,0.10872328,0.00000000,0.00340124,0.02788116,0.07950461,0.06316852
-5.99399700,0.23739730,0.11313288,0.00000000,0.00338862,0.02904679,0.08104383,0.06628993
-5.98799400,0.24964927,0.11940032,0.00000000,0.00339752,0.03073970,0.08377067,0.07052542
-5.98199100,0.26614978,0.12771356,0.00000000,0.00343301,0.03300433,0.08779065,0.07598836
-5.97598799,0.28725869,0.13825253,0.00000000,0.00349976,0.03588344,0.09320314,0.08278641
-5.96998499,0.31330455,0.15118186,0.00000000,0.00360184,0.03941631,0.10009678,0.09101698
-5.96398199,0.34456846,0.16664293,0.00000000,0.00374261,0.04363659,0.10854449,0.10076246
-5.95797899,0.38126719,0.18474568,0.00000000,0.00392458,0.04857023,0.11859849,0.11208519
-5.95197599,0.42353618,0.20556030,0.00000000,0.00414922,0.05423322,0.13028527,0.12502241
-5.94597299,0.47141313,0.22910915,0.00000000,0.00441691,0.06062943,0.14360094,0.13958146
-5.93996998,0.52482288,0.25535941,0.00000000,0.00472685,0.06774863,0.15850708,0.15573539
-5.93396698,0.58356441,0.28421662,0.00000000,0.00507699,0.07556475,0.17492733,0.17341917
-5.92796398,0.64730077,0.31551977,0.00000000,0.00546403,0.08403442,0.19274497,0.19252690
-5.92196098,0.71555267,0.34903805,0.00000000,0.00588344,0.09309611,0.21180172,0.21291005
-5.91595798,0.78769656,0.38446987,0.00000000,0.00632951,0.10266971,0.23189795,0.23437716
-5.90995498,0.86296767,0.42144430,0.00000000,0.00679548,0.11265683,0.25279442,0.25669498
-5.90395198,0.94046852,0.45952515,0.00000000,0.00727367,0.12294175,0.27421568,0.27959131
-5.89794897,1.01918318,0.49821795,0.00000000,0.00775569,0.13339316,0.29585512,0.30275952
-5.89194597,1.09799717,0.53697967,0.00000000,0.00823263,0.14386655,0.31738166,0.32586479
-5.88594297,1.17572282,0.57523113,0.00000000,0.00869535,0.15420743,0.33844796,0.34855190
-5.87993997,1.25112939,0.61237182,0.00000000,0.00913475,0.16425508,0.35869985,0.37045450
-5.87393697,1.32297730,0.64779676,0.00000000,0.00954205,0.17384687,0.37778682,0.39120542
-5.86793397,1.39005516,0.68091473,0.00000000,0.00990910,0.18282303,0.39537310,0.41044787
-5.86193097,1.45121842,0.71116740,0.00000000,0.01022868,0.19103154,0.41114900,0.42784691
-5.85592796,1.50542807,0.73804843,0.00000000,0.01049474,0.19833319,0.42484194,0.44310097
-5.84992496,1.55178779,0.76112194,0.00000000,0.01070267,0.20460633,0.43622683,0.45595268
-5.84392196,1.58957803,0.78003939,0.00000000,0.01084946,0.20975139,0.44513528,0.46619872
-5.83791896,1.61828526,0.79455413,0.00000000,0.01093389,0.21369474,0.45146310,0.47369821
-5.83191596,1.63762524,0.80453303,0.00000000,0.01095658,0.21639180,0.45517598,0.47837907
-5.82591296,1.64755890,0.80996440,0.00000000,0.01092004,0.21782933,0.45631271,0.48024226
-5.81990995,1.64830002,0.81096184,0.00000000,0.01082858,0.21802653,0.45498600,0.47936346
-5.81390695,1.64031414,0.80776377,0.00000000,0.01068825,0.21703522,0.45138071,0.47589214
-5.80790395,1.62430856,0.80072843,0.00000000,0.01050662,0.21493873,0.44574944,0.47004801
-5.80190095,1.60121350,0.79032446,0.00000000,0.01029259,0.21184980,0.43840568,0.46211489
-5.79589795,1.57215511,0.77711744,0.00000000,0.01005604,0.20790731,0.42971479,0.45243230
-5.78989495,1.53842135,0.76175267,0.00000000,0.00980758,0.20327221,0.42008295,0.44138493
-5.78389195,1.50142175,0.74493498,0.00000000,0.00955813,0.19812257,0.40994478,0.42939060
-5.77788894,1.46264287,0.72740624,0.00000000,0.00931858,0.19264812,0.39974986,0.41688700
-5.77188594,1.42360101,0.70992142,0.00000000,0.00909942,0.18704435,0.38994876,0.40431787
-5.76588294,1.38579397,0.69322417,0.00000000,0.00891035,0.18150656,0.38097921,0.39211905
-5.75987994,1.35065384,0.67802281,0.00000000,0.00875997,0.17622387,0.37325277,0.38070503
-5.75387694,1.31950264,0.66496775,0.00000000,0.00865546,0.17137369,0.36714269,0.37045645
-5.74787394,1.29351236,0.65463107,0.00000000,0.00860232,0.16711666,0.36297324,0.36170914
-5.74187094,1.27367112,0.64748920,0.00000000,0.00860418,0.16359226,0.36101118,0.35474497
-5.73586793,1.26075658,0.64390930,0.00000000,0.00866263,0.16091544,0.36145935,0.34978494
-5.72986493,1.25531766,0.64413983,0.00000000,0.00877719,0.15917411,0.36445294,0.34698470
-5.72386193,1.25766507,0.64830571,0.00000000,0.00894528,0.15842781,0.37005831,0.34643262
-5.71785893,1.26787110,0.65640818,0.00000000,0.00916230,0.15870745,0.37827455,0.34815053
-5.71185593,1.28577830,0.66832940,0.00000000,0.00942176,0.16001617,0.38903755,0.35209690
-5.70585293,1.31101670,0.68384141,0.00000000,0.00971553,0.16233117,0.40222643,0.35817233
-5.69984992,1.34302869,0.70261917,0.00000000,0.01003404,0.16560652,0.41767195,0.36622708
-5.69384692,1.38110012,0.72425695,0.00000000,0.01036664,0.16977669,0.43516656,0.37607026
-5.68784392,1.42439637,0.74828734,0.00000000,0.01070197,0.17476063,0.45447544,0.38748007
-5.68184092,1.47200139,0.77420199,0.00000000,0.01102827,0.18046625,0.47534811,0.40021480
-5.67583792,1.52295799,0.80147301,0.00000000,0.01133387,0.18679496,0.49752981,0.41402388
-5.66983492,1.57630716,0.82957415,0.00000000,0.01160750,0.19364607,0.52077226,0.42865844
